SA2_CODE_2021,NsQ_Cer_III_IV_IndSt_nsP,NsQ_Cer_III_IV_TotM,NsQ_Cer_III_IV_TotF,NsQ_Cer_III_IV_TotP,NsQ_Cer_I_II_Ind_M,NsQ_Cer_I_II_Ind_F,NsQ_Cer_I_II_Ind_P,NsQ_Cer_I_II_No_In_M,NsQ_Cer_I_II_No_In_F,NsQ_Cer_I_II_No_In_P,NsQ_Cer_I_II_Ind_s_nsM,NsQ_Cer_I_II_Ind_s_nsF,NsQ_Cer_I_II_Ind_s_nsP,NsQ_Cer_I_II_TotM,NsQ_Cer_I_II_TotF,NsQ_Cer_I_II_TotP,Mig_Sme_add_1_yr_ago_Indig_M,Mig_Sme_add_1_yr_ago_Indig_F,Mig_Sme_add_1_yr_ago_Indig_P,Mig_Sme_add_1_yr_ago_No_Ind_M,Mig_Sme_add_1_yr_ago_No_Ind_F,Mig_Sme_add_1_yr_ago_No_Ind_P,Mig_sa_ad_1_yr_ag_IndSt_nsM,Mig_sa_ad_1_yr_ag_IndSt_nsF,Mig_sa_ad_1_yr_ag_IndSt_nsP,Mig_Sme_add_1_yr_ago_TotM,Mig_Sme_add_1_yr_ago_TotF,Mig_Sme_add_1_yr_ago_TotP,Mig_Diff_add_1_yr_ago_Indig_M,Mig_Diff_add_1_yr_ago_Indig_F,Mig_Diff_add_1_yr_ago_Indig_P,Mig_Diff_ad_1_yr_ago_No_Ind_M,Mig_Diff_ad_1_yr_ago_No_Ind_F,Mig_Diff_ad_1_yr_ago_No_Ind_P,Mig_Dif_ad_1_yr_ag_In_st_nsM,Mig_Dif_ad_1_yr_ag_In_st_nsF,Mig_Dif_ad_1_yr_ag_In_st_nsP,Mig_Diff_add_1_yr_ago_TotM,Mig_Diff_add_1_yr_ago_TotF,Mig_Diff_add_1_yr_ago_TotP,Mig_Sme_add_5_ago_Indig_M,Mig_Sme_add_5_ago_Indig_F,Mig_Sme_add_5_ago_Indig_P,Mig_Sme_ad_5_ago_No_Ind_M,Mig_Sme_ad_5_ago_No_Ind_F,Mig_Sme_ad_5_ago_No_Ind_P,Mig_sa_ad_5_ag_In_st_nsM,Mig_sa_ad_5_ag_In_st_nsF,Mig_sa_ad_5_ag_In_st_nsP,Mig_Sme_add_5_ago_TotM,Mig_Sme_add_5_ago_TotF,Mig_Sme_add_5_ago_TotP,Mig_Diff_add_5_ago_Ind_M,Mig_Diff_add_5_ago_Ind_F,Mig_Diff_add_5_ago_Ind_P,Mig_Diff_ad_5_ag_No_Ind_M,Mig_Diff_ad_5_ag_No_Ind_F,Mig_Diff_ad_5_ag_No_Ind_P,Mi_Dif_ad_5_ag_In_st_nsM,Mi_Dif_ad_5_ag_In_st_nsF,Mi_Dif_ad_5_ag_In_st_nsP,Mig_Diff_add_5_ago_TotM,Mig_Diff_add_5_ago_TotF,Mig_Diff_add_5_ago_TotP
510021267,3,899,115,1015,24,22,43,47,14,58,0,0,0,67,43,110,615,525,1137,1475,421,1891,7,0,7,2101,947,3042,84,84,173,559,244,801,5,0,5,645,330,977,498,428,928,826,213,1035,4,0,4,1338,637,1974,155,145,296,1147,432,1572,9,0,9,1304,567,1874
510021268,0,592,253,847,7,7,15,22,36,57,0,0,0,34,41,74,197,205,410,1197,1024,2219,18,15,32,1408,1246,2650,63,56,122,423,448,873,0,0,0,487,511,992,86,84,171,441,315,752,9,8,15,534,401,938,142,146,287,1016,1026,2039,8,3,12,1161,1173,2334
510021269,0,623,201,825,0,3,8,20,30,46,0,0,0,22,32,54,125,97,223,1225,1126,2351,6,3,12,1358,1225,2583,41,34,78,500,459,960,0,0,0,536,490,1032,66,39,101,427,360,788,0,6,7,496,401,897,88,74,165,1163,1081,2248,4,3,7,1251,1163,2415
510021270,5,1417,542,1958,20,44,66,33,82,116,0,0,0,50,131,185,888,922,1810,2671,2288,4959,17,25,45,3580,3237,6813,238,252,491,915,910,1826,9,4,7,1160,1164,2328,427,472,901,1022,773,1797,16,18,36,1471,1266,2731,552,586,1138,2254,2176,4433,15,10,25,2824,2770,5593
510031271,4,1162,392,1554,7,13,19,38,30,68,0,0,0,40,46,91,295,267,564,2187,1560,3747,10,16,24,2495,1839,4335,96,77,175,752,619,1374,3,6,11,856,705,1561,158,142,296,931,539,1469,8,8,10,1094,683,1773,189,181,372,1793,1424,3216,11,14,21,1987,1619,3605
510031272,14,2280,856,3135,18,18,35,94,152,238,5,0,5,107,166,278,539,545,1091,4999,4430,9429,29,21,49,5567,4997,10569,185,188,372,1649,1600,3251,7,8,17,1833,1800,3635,250,243,495,2153,1792,3949,9,7,16,2416,2042,4454,385,395,780,3949,3779,7729,24,17,39,4358,4189,8543
510031273,10,686,246,932,11,15,26,24,27,55,0,0,0,29,46,80,379,320,693,1355,1019,2370,13,9,20,1737,1345,3082,88,80,169,368,321,695,0,0,0,458,408,866,209,179,385,792,534,1327,9,4,12,1008,711,1721,210,191,401,803,714,1519,10,3,9,1026,909,1929
511011274,18,1327,670,1997,0,14,15,61,114,176,0,0,0,67,130,191,216,207,425,4133,4234,8366,30,45,75,4384,4489,8873,54,55,114,785,798,1584,11,4,11,844,855,1704,114,110,226,2872,2872,5749,20,37,56,3010,3020,6033,114,125,240,1803,1918,3719,11,14,30,1927,2058,3986
511011275,5,419,186,599,0,6,3,24,42,61,0,0,0,27,42,66,31,40,72,1489,1314,2803,11,11,20,1533,1369,2899,24,20,41,289,265,552,0,0,5,314,280,595,21,24,41,964,824,1793,12,7,20,1002,853,1852,27,31,53,703,636,1340,0,4,5,728,669,1401
511021276,8,455,192,650,6,5,9,31,37,65,0,0,0,36,43,76,306,386,691,1353,1172,2531,25,11,34,1682,1575,3252,51,43,94,271,269,536,5,5,10,325,318,645,189,260,448,921,747,1674,16,9,24,1128,1020,2147,117,134,251,624,616,1243,13,6,18,746,754,1509
511021277,7,635,246,881,3,0,7,22,50,72,0,0,0,29,46,75,139,91,230,1439,1351,2785,19,20,34,1592,1464,3051,23,22,41,457,500,957,6,9,11,487,524,1011,83,52,135,878,784,1663,14,11,26,971,850,1826,65,49,114,927,965,1890,6,10,17,1000,1019,2022
511031278,6,847,385,1236,8,6,17,46,56,97,0,0,0,52,62,116,248,259,510,2201,1939,4143,25,20,40,2473,2215,4686,50,35,93,487,426,911,0,4,8,542,460,1002,130,141,274,1420,1207,2627,16,19,34,1565,1359,2929,136,124,256,1112,1002,2116,8,3,9,1255,1127,2381
511031279,5,1678,685,2357,12,3,18,81,119,199,0,0,0,89,128,215,331,320,650,4539,4206,8751,30,23,55,4903,4546,9456,106,89,200,1172,1070,2238,0,3,9,1284,1165,2450,203,183,382,2797,2526,5324,17,14,29,3013,2721,5734,175,180,355,2536,2392,4928,10,14,17,2726,2581,5312
511031280,6,1151,433,1581,3,7,11,50,89,134,0,0,0,47,92,142,139,168,308,3036,2924,5961,8,5,14,3189,3099,6285,57,63,122,806,770,1583,0,6,5,871,838,1700,77,75,150,1799,1670,3467,8,0,14,1880,1748,3629,101,131,228,1764,1760,3529,0,0,0,1871,1891,3759
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,13,462,187,647,3,0,5,23,32,51,0,0,0,25,38,59,133,131,264,1252,1032,2286,31,20,54,1414,1189,2600,47,73,123,333,247,578,0,3,3,384,326,710,84,67,155,850,669,1519,19,14,28,953,751,1710,86,117,203,646,542,1193,7,8,15,742,673,1406
511031283,0,408,117,524,7,6,14,29,16,43,0,0,0,33,24,56,715,763,1479,894,445,1340,4,9,9,1610,1214,2824,94,107,201,308,194,499,5,0,4,403,301,704,620,660,1274,504,218,721,3,3,3,1128,878,2007,144,162,303,627,383,1014,0,4,5,773,552,1323
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,16,1262,663,1930,9,27,34,90,127,219,0,0,0,100,151,251,399,482,884,3754,4002,7756,31,38,60,4180,4522,8705,92,118,212,755,840,1599,0,4,12,856,963,1816,222,273,489,2536,2632,5165,22,20,45,2775,2930,5701,219,253,478,1777,2007,3784,10,18,24,2004,2285,4287
511041286,8,935,481,1419,8,16,24,49,81,132,0,0,0,60,98,157,378,411,788,2528,2494,5024,22,26,47,2927,2925,5848,62,89,159,290,301,593,5,5,11,364,401,760,225,224,451,1871,1829,3699,17,14,28,2116,2065,4179,162,223,386,805,844,1657,11,10,21,979,1083,2063
511041287,5,1031,551,1582,13,26,37,49,84,138,0,0,0,59,110,173,301,326,626,2935,2921,5852,14,17,31,3248,3263,6515,39,59,99,517,578,1090,0,0,6,563,632,1192,145,163,309,1945,1916,3858,11,13,26,2101,2088,4189,163,185,354,1305,1373,2678,3,9,7,1477,1569,3043
511041288,8,1158,667,1824,4,17,19,73,116,185,0,0,0,74,130,203,246,249,502,3652,3883,7532,24,20,38,3919,4147,8065,41,56,104,685,716,1405,3,0,0,734,776,1508,136,128,260,2422,2593,5010,17,13,29,2570,2727,5296,126,162,292,1669,1777,3448,4,3,10,1802,1946,3749
511041289,5,441,192,630,0,4,4,23,35,59,0,0,0,23,39,69,44,66,107,1325,1353,2673,8,14,23,1378,1428,2810,20,15,29,180,210,390,0,0,3,199,224,416,23,32,56,989,974,1966,12,12,20,1028,1016,2041,31,41,71,474,535,1009,3,3,5,501,581,1081
511041290,0,328,88,419,3,8,7,18,12,34,0,0,0,15,23,43,286,285,572,693,378,1065,13,9,17,989,675,1662,49,61,104,219,106,325,0,3,3,263,168,438,206,191,400,428,196,625,5,5,13,641,398,1038,96,120,212,449,260,707,0,5,3,540,378,923
511041291,0,398,166,561,0,0,3,15,39,52,0,0,0,17,35,55,77,81,154,1369,1131,2501,6,13,24,1454,1220,2672,23,22,48,205,179,388,0,0,3,231,209,435,49,62,107,1023,811,1833,9,8,13,1079,882,1957,43,37,79,459,432,890,3,3,9,508,474,977
511041292,0,624,271,891,6,0,7,27,34,57,0,0,0,30,35,71,134,140,274,2004,1825,3834,27,26,56,2174,1987,4161,30,26,57,303,279,584,3,0,0,336,303,643,88,105,186,1564,1385,2951,19,14,32,1672,1508,3173,57,49,100,666,629,1296,8,6,8,725,683,1407
597979799,0,100,3,100,0,0,0,0,3,4,0,0,0,3,3,4,8,3,7,196,26,225,3,0,3,200,24,229,5,0,5,56,10,66,0,0,0,55,10,71,8,3,9,117,10,130,6,0,6,123,16,139,0,0,0,136,24,158,0,0,0,137,24,163
599999499,7,662,286,946,6,6,15,33,45,74,0,0,0,39,49,85,90,65,159,543,370,912,15,4,16,650,443,1089,104,124,228,1625,1531,3156,12,7,24,1743,1662,3403,50,41,91,305,192,499,12,0,11,365,234,595,121,127,248,1770,1627,3393,12,12,22,1901,1766,3664
