SA2_CODE_2021,NsQ_Cer_III_IV_IndSt_nsP,NsQ_Cer_III_IV_TotM,NsQ_Cer_III_IV_TotF,NsQ_Cer_III_IV_TotP,NsQ_Cer_I_II_Ind_M,NsQ_Cer_I_II_Ind_F,NsQ_Cer_I_II_Ind_P,NsQ_Cer_I_II_No_In_M,NsQ_Cer_I_II_No_In_F,NsQ_Cer_I_II_No_In_P,NsQ_Cer_I_II_Ind_s_nsM,NsQ_Cer_I_II_Ind_s_nsF,NsQ_Cer_I_II_Ind_s_nsP,NsQ_Cer_I_II_TotM,NsQ_Cer_I_II_TotF,NsQ_Cer_I_II_TotP,Mig_Sme_add_1_yr_ago_Indig_M,Mig_Sme_add_1_yr_ago_Indig_F,Mig_Sme_add_1_yr_ago_Indig_P,Mig_Sme_add_1_yr_ago_No_Ind_M,Mig_Sme_add_1_yr_ago_No_Ind_F,Mig_Sme_add_1_yr_ago_No_Ind_P,Mig_sa_ad_1_yr_ag_IndSt_nsM,Mig_sa_ad_1_yr_ag_IndSt_nsF,Mig_sa_ad_1_yr_ag_IndSt_nsP,Mig_Sme_add_1_yr_ago_TotM,Mig_Sme_add_1_yr_ago_TotF,Mig_Sme_add_1_yr_ago_TotP,Mig_Diff_add_1_yr_ago_Indig_M,Mig_Diff_add_1_yr_ago_Indig_F,Mig_Diff_add_1_yr_ago_Indig_P,Mig_Diff_ad_1_yr_ago_No_Ind_M,Mig_Diff_ad_1_yr_ago_No_Ind_F,Mig_Diff_ad_1_yr_ago_No_Ind_P,Mig_Dif_ad_1_yr_ag_In_st_nsM,Mig_Dif_ad_1_yr_ag_In_st_nsF,Mig_Dif_ad_1_yr_ag_In_st_nsP,Mig_Diff_add_1_yr_ago_TotM,Mig_Diff_add_1_yr_ago_TotF,Mig_Diff_add_1_yr_ago_TotP,Mig_Sme_add_5_ago_Indig_M,Mig_Sme_add_5_ago_Indig_F,Mig_Sme_add_5_ago_Indig_P,Mig_Sme_ad_5_ago_No_Ind_M,Mig_Sme_ad_5_ago_No_Ind_F,Mig_Sme_ad_5_ago_No_Ind_P,Mig_sa_ad_5_ag_In_st_nsM,Mig_sa_ad_5_ag_In_st_nsF,Mig_sa_ad_5_ag_In_st_nsP,Mig_Sme_add_5_ago_TotM,Mig_Sme_add_5_ago_TotF,Mig_Sme_add_5_ago_TotP,Mig_Diff_add_5_ago_Ind_M,Mig_Diff_add_5_ago_Ind_F,Mig_Diff_add_5_ago_Ind_P,Mig_Diff_ad_5_ag_No_Ind_M,Mig_Diff_ad_5_ag_No_Ind_F,Mig_Diff_ad_5_ag_No_Ind_P,Mi_Dif_ad_5_ag_In_st_nsM,Mi_Dif_ad_5_ag_In_st_nsF,Mi_Dif_ad_5_ag_In_st_nsP,Mig_Diff_add_5_ago_TotM,Mig_Diff_add_5_ago_TotF,Mig_Diff_add_5_ago_TotP
501021011,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,5,0,6,0,0,0,5,0,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,8,0,0,0,7,0,8
501021012,7,1578,949,2527,3,10,12,73,149,224,0,0,0,76,162,239,153,174,319,4620,4816,9432,22,22,47,4790,5013,9800,34,47,81,776,838,1621,0,0,0,811,887,1696,70,92,161,3167,3212,6377,16,16,31,3254,3312,6568,90,120,209,1900,2114,4013,3,8,12,1992,2240,4226
501021014,7,1135,656,1792,4,3,7,64,112,172,0,0,0,65,119,178,113,106,224,3647,3470,7123,28,36,68,3798,3610,7411,24,23,52,545,586,1129,0,3,4,568,612,1184,65,56,123,2556,2450,5010,23,24,49,2652,2529,5179,62,61,122,1430,1436,2866,11,8,17,1499,1507,3007
501021015,4,878,555,1436,0,6,15,58,76,136,0,0,0,62,84,143,86,131,220,2631,2769,5406,14,17,29,2734,2920,5647,32,41,74,509,518,1028,9,0,9,548,564,1113,46,78,126,1815,1943,3753,8,8,21,1871,2031,3906,59,83,141,1162,1214,2372,10,4,12,1234,1301,2530
501021016,5,548,295,842,5,7,13,15,47,65,0,0,0,21,51,76,63,58,119,1575,1607,3186,8,10,21,1645,1677,3323,20,17,34,229,248,478,3,3,9,256,267,517,38,26,64,1160,1151,2311,8,11,15,1204,1188,2387,30,41,72,563,621,1183,9,3,10,605,661,1266
501021251,0,1075,732,1808,7,0,12,58,131,184,0,0,0,60,129,197,109,136,244,3643,3789,7435,10,10,22,3773,3937,7707,25,26,54,665,791,1460,0,0,0,694,821,1517,72,73,146,2293,2324,4617,5,9,17,2374,2404,4778,51,73,126,1727,2007,3733,5,4,10,1779,2087,3866
501021252,0,424,188,615,0,0,0,13,23,31,0,0,0,13,18,38,20,18,36,1245,1252,2502,4,3,6,1267,1270,2540,5,10,15,181,186,367,0,0,0,192,191,381,15,14,31,922,947,1871,0,0,0,940,965,1903,9,7,18,472,441,917,0,0,0,485,451,933
501021253,9,1393,807,2205,3,6,9,78,105,180,0,0,0,79,116,193,91,95,183,4614,4987,9603,18,34,55,4726,5113,9835,31,30,54,944,1051,1998,4,9,10,980,1089,2066,55,32,89,3003,3274,6275,16,20,39,3071,3329,6395,50,78,129,2299,2540,4839,10,12,27,2358,2631,4995
501021254,0,534,399,930,4,7,14,48,55,105,0,0,0,55,62,118,136,146,280,1752,1816,3569,8,8,19,1894,1976,3871,27,35,59,356,355,712,0,7,6,383,398,776,61,63,116,1191,1241,2433,12,10,19,1258,1314,2571,70,107,177,798,822,1616,5,6,10,874,929,1806
501031017,8,813,447,1260,0,0,4,45,65,111,0,0,0,41,73,110,48,44,92,2570,2619,5187,41,25,64,2656,2685,5342,8,9,15,471,544,1016,0,6,4,485,553,1036,22,35,53,1826,1821,3644,18,18,35,1859,1872,3730,28,16,47,1089,1202,2291,19,11,26,1128,1234,2365
501031018,15,731,382,1112,4,6,10,33,62,95,0,0,0,33,68,105,51,66,123,2342,2399,4743,27,25,49,2425,2489,4920,19,9,26,342,398,743,0,3,3,362,416,776,32,32,66,1698,1715,3413,21,22,41,1755,1767,3524,33,44,72,875,956,1828,0,3,10,909,1001,1916
501031019,0,564,333,901,0,4,9,42,73,113,0,0,0,45,76,124,91,90,181,2079,2098,4174,14,12,19,2181,2190,4374,24,13,38,284,320,602,0,6,6,306,342,647,53,42,99,1464,1469,2930,10,11,18,1529,1518,3045,46,53,96,780,836,1608,0,6,10,825,894,1719
501031020,4,557,259,820,0,3,4,27,45,72,0,0,0,29,46,71,46,48,95,2019,1875,3884,13,15,26,2073,1936,4012,12,8,21,275,302,575,5,0,4,288,310,597,38,41,82,1534,1388,2918,12,13,23,1582,1436,3019,15,12,26,671,702,1376,3,4,6,691,717,1412
502011021,6,1159,546,1703,0,0,0,41,76,116,0,0,0,43,79,116,65,61,120,3253,3323,6580,15,18,34,3335,3403,6737,24,18,43,608,627,1235,4,0,7,629,649,1282,30,17,52,2168,2120,4287,11,17,26,2213,2153,4362,44,48,90,1513,1676,3192,8,8,8,1565,1726,3291
502011022,13,1288,645,1929,4,3,9,59,96,151,0,0,0,55,97,153,81,68,148,3651,3835,7486,25,24,42,3752,3925,7681,22,18,47,671,740,1411,0,0,7,699,765,1465,37,30,64,2386,2407,4785,13,13,29,2430,2444,4877,64,47,111,1765,1997,3762,11,10,14,1840,2057,3893
502011023,11,1110,666,1776,3,5,13,62,97,159,0,0,0,68,102,171,180,194,379,3469,3984,7453,35,36,68,3694,4209,7904,39,45,83,544,619,1163,5,0,3,588,666,1251,99,93,193,2467,2780,5249,30,29,59,2601,2905,5499,96,129,222,1367,1630,2998,10,4,12,1468,1766,3229
502011024,13,2359,1258,3614,4,0,5,119,166,282,0,0,0,120,166,289,183,170,354,7426,8194,15623,39,55,99,7650,8429,16076,25,56,77,1218,1386,2609,9,8,10,1253,1445,2696,95,79,174,4913,5365,10282,26,38,65,5042,5483,10517,89,119,212,3332,3796,7121,14,16,33,3436,3930,7368
502011025,3,1079,664,1745,9,3,12,55,102,154,0,0,4,62,102,168,110,138,252,3252,3650,6903,36,27,62,3402,3816,7218,44,62,101,798,962,1761,4,0,12,849,1022,1876,53,55,109,1841,1998,3836,19,14,37,1916,2066,3983,87,117,205,2066,2429,4492,17,12,27,2171,2552,4721
502011026,10,911,420,1325,3,0,3,37,70,106,0,0,0,38,70,109,51,44,94,2499,2474,4977,13,11,22,2565,2527,5089,14,14,27,432,483,916,6,11,15,453,504,958,29,23,50,1666,1647,3315,11,10,17,1703,1674,3377,31,35,66,1119,1201,2317,4,10,16,1156,1238,2399
502011027,8,2513,1493,4004,0,4,4,120,205,325,0,0,0,121,204,328,169,185,351,7901,8588,16493,35,32,71,8104,8805,16916,62,59,125,1355,1571,2933,5,3,11,1417,1638,3064,87,85,165,4812,5145,9962,26,24,49,4920,5251,10178,109,131,241,3836,4414,8255,8,13,17,3956,4556,8515
502011028,12,1231,701,1939,10,9,14,48,97,138,0,0,0,56,107,154,145,194,341,3924,4427,8353,43,41,86,4110,4666,8774,40,44,80,692,779,1472,3,3,9,735,821,1555,80,109,188,2537,2825,5357,27,35,60,2643,2968,5609,89,104,186,1887,2173,4052,9,8,17,1984,2281,4262
502011029,8,1186,723,1910,0,3,5,76,103,175,0,0,0,72,105,182,118,122,239,3783,3947,7731,26,31,56,3932,4101,8027,37,27,69,588,631,1219,0,4,7,627,668,1293,67,58,123,2556,2655,5214,19,20,37,2640,2734,5373,73,72,143,1574,1701,3274,5,5,12,1651,1772,3431
503011030,0,196,96,294,0,0,0,9,22,30,0,0,0,9,22,30,10,9,23,2815,2909,5719,10,6,21,2829,2930,5757,3,3,4,390,403,791,0,0,0,393,407,799,6,7,13,1993,2091,4077,8,13,13,2005,2106,4107,5,8,12,1137,1150,2285,0,0,4,1151,1153,2301
503011031,7,272,140,411,0,0,0,14,28,38,0,0,0,14,28,43,20,16,37,3222,3645,6867,17,22,45,3264,3685,6944,9,14,23,785,915,1696,0,7,10,791,937,1731,9,7,10,1813,2125,3935,15,15,32,1838,2142,3981,21,26,45,2007,2313,4320,8,8,20,2030,2352,4379
503011032,0,203,101,300,0,0,0,14,23,38,0,0,0,14,23,38,4,15,20,3016,3086,6096,4,16,19,3032,3110,6140,0,5,5,588,628,1217,0,0,5,590,636,1225,3,9,7,1897,1995,3894,4,6,11,1907,2002,3914,3,12,12,1538,1580,3116,6,5,4,1546,1589,3136
503011033,0,284,127,412,0,0,0,14,26,41,0,0,0,14,26,41,11,3,15,3574,3693,7268,9,14,24,3600,3711,7311,0,6,7,521,546,1068,0,0,0,525,551,1078,9,0,8,2517,2591,5113,6,6,19,2537,2608,5142,8,8,10,1399,1495,2890,5,0,4,1407,1505,2907
503011034,0,376,223,597,0,0,0,17,33,49,0,0,0,17,37,51,38,58,96,3864,4423,8287,16,16,31,3915,4495,8409,11,17,31,773,925,1698,0,0,0,780,947,1724,22,30,54,2474,2785,5256,4,14,22,2506,2825,5330,18,40,59,1968,2359,4328,9,3,15,1991,2408,4404
503011035,3,371,253,616,3,5,8,62,66,121,0,0,0,64,66,130,31,41,71,7127,7334,14460,25,22,48,7182,7395,14579,32,49,72,1733,1806,3536,0,4,0,1766,1853,3617,7,8,16,4279,4569,8853,22,15,37,4311,4599,8911,50,73,117,4288,4234,8520,3,11,11,4339,4313,8656
503011036,0,253,144,399,0,0,0,17,22,42,0,0,0,19,22,40,27,14,43,3846,3858,7710,14,15,29,3896,3889,7779,13,3,13,693,664,1353,0,6,4,698,675,1374,13,6,20,2389,2459,4847,14,11,23,2415,2476,4890,24,9,32,1949,1867,3817,4,7,10,1980,1882,3856
503021037,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,25,0,0,0,14,14,25,0,0,0,3,5,9,0,0,0,3,5,9,0,0,0,8,7,19,0,0,0,8,7,19,0,0,0,11,3,14,0,0,0,11,3,14
503021038,4,597,317,916,0,0,0,29,55,86,0,0,0,29,55,86,31,46,80,4540,4813,9353,6,14,16,4575,4872,9451,11,10,17,847,949,1796,0,0,0,854,958,1813,13,28,36,2793,3035,5833,0,12,12,2808,3070,5881,23,28,55,2256,2431,4694,3,0,10,2285,2470,4750
503021039,7,920,520,1446,0,4,4,49,85,139,0,0,0,53,90,140,41,41,81,6413,6757,13174,31,33,59,6487,6832,13314,22,30,50,1283,1441,2726,3,3,8,1313,1476,2780,20,17,33,4084,4250,8335,23,23,46,4124,4289,8414,42,52,86,3277,3637,6913,11,11,16,3327,3694,7021
503021040,0,525,276,801,0,0,0,28,48,69,0,0,0,28,46,72,22,28,50,3731,3826,7559,14,8,24,3774,3863,7632,9,6,21,764,798,1563,0,0,3,769,809,1584,18,13,27,2262,2399,4658,12,3,10,2285,2411,4693,17,26,43,1995,2046,4039,5,6,12,2016,2076,4090
503021042,7,521,346,871,3,0,3,46,57,103,0,0,0,50,60,109,40,29,72,6314,6910,13221,16,11,28,6371,6953,13321,23,31,51,1475,1716,3191,11,9,20,1513,1752,3259,18,17,38,3641,4079,7724,7,7,18,3668,4102,7777,33,44,77,3777,4198,7972,14,14,22,3830,4247,8072
503021043,0,795,475,1273,0,6,6,56,63,118,0,0,0,56,68,125,43,60,104,7236,7728,14960,18,24,46,7299,7814,15114,11,11,21,1436,1603,3041,4,3,3,1450,1620,3067,24,29,56,4033,4322,8355,13,20,33,4063,4367,8437,26,36,62,4182,4562,8745,7,7,15,4216,4601,8817
503021295,8,636,343,982,0,5,6,39,43,79,0,0,0,38,44,83,34,34,71,3768,3523,7293,10,10,19,3810,3572,7380,23,17,41,1694,1561,3252,4,4,6,1721,1579,3297,15,15,24,1516,1385,2897,6,6,11,1532,1403,2933,40,40,79,3752,3533,7282,3,0,9,3801,3572,7376
503021296,0,695,371,1059,0,0,3,53,54,111,0,0,0,52,58,111,39,34,69,3915,3573,7484,4,6,17,3958,3613,7571,21,22,41,1358,1430,2787,0,0,0,1377,1445,2824,16,12,28,1712,1591,3305,6,4,8,1735,1602,3336,37,41,75,3353,3242,6596,3,7,5,3395,3287,6681
503021297,6,675,304,977,4,9,6,45,49,98,0,0,0,53,58,107,34,29,63,3635,3062,6699,10,5,15,3677,3100,6781,28,27,55,1930,1805,3734,4,0,6,1963,1833,3797,7,8,20,1161,958,2124,3,5,5,1175,972,2148,54,51,99,4281,3758,8036,12,8,15,4340,3817,8154
504011044,9,1515,790,2304,4,8,10,87,106,198,0,4,4,89,118,212,160,147,305,6102,6527,12626,23,34,61,6285,6703,12988,35,39,72,903,928,1827,3,0,4,943,974,1909,100,79,183,4087,4426,8518,18,24,47,4207,4536,8743,76,89,162,2495,2653,5150,11,11,19,2573,2753,5325
504011045,10,1897,969,2862,3,3,7,83,158,238,0,0,0,86,160,244,151,173,327,9592,10049,19642,32,43,72,9778,10263,20045,31,51,83,1473,1579,3055,0,4,4,1514,1628,3138,96,108,203,6207,6549,12753,18,34,49,6317,6694,13006,72,95,167,4205,4486,8689,14,7,16,4292,4581,8876
504011046,0,920,585,1506,5,0,3,80,78,153,0,0,0,82,79,158,69,50,120,4841,4749,9587,19,7,24,4928,4801,9730,24,27,48,1196,1294,2485,4,0,10,1221,1323,2546,26,20,45,2592,2516,5107,15,5,23,2639,2539,5176,63,51,111,3160,3259,6418,0,5,11,3224,3312,6542
504011047,4,2094,1046,3142,5,3,3,106,160,263,0,0,0,107,161,266,128,147,279,9135,9250,18386,29,26,55,9291,9425,18714,41,36,77,1367,1361,2726,0,3,3,1405,1398,2801,70,60,131,6007,6123,12132,32,25,49,6106,6207,12312,83,95,181,3940,3944,7880,0,9,9,4029,4043,8075
504011048,5,702,322,1025,0,3,6,36,55,98,0,0,0,35,59,98,37,37,78,3357,3503,6861,10,13,21,3405,3552,6962,16,11,28,380,349,723,0,0,0,391,360,750,21,16,34,2551,2712,5262,4,12,15,2580,2735,5314,29,39,64,1012,1002,2014,3,4,8,1041,1037,2080
504021049,0,530,203,738,0,0,0,11,24,39,0,0,0,11,24,39,21,16,34,1168,1133,2296,6,7,13,1194,1156,2345,0,0,5,115,138,248,0,0,0,114,139,254,15,9,26,861,856,1720,4,8,11,887,869,1760,9,7,15,359,373,729,0,0,0,373,378,747
504021050,7,641,281,925,0,0,0,31,38,71,0,0,0,31,38,71,29,40,68,3018,3069,6086,16,11,29,3066,3116,6183,8,4,14,303,355,661,0,0,0,317,364,679,26,28,55,2310,2366,4677,19,7,24,2349,2409,4757,9,10,21,869,923,1792,3,0,6,881,936,1818
504021051,0,704,332,1039,3,3,5,32,46,81,0,0,0,32,52,81,52,62,121,2280,2333,4607,8,8,16,2340,2406,4744,15,21,36,310,346,658,0,0,0,329,367,688,27,44,70,1645,1695,3339,8,10,17,1674,1752,3430,31,30,67,799,851,1651,4,3,8,837,884,1721
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0,0,0,4,7,4,0,0,0,0,7,7,0,0,0,0,7,7
504021053,8,1704,816,2516,0,0,5,69,100,170,0,0,0,76,104,175,103,88,198,5422,5589,11013,27,27,48,5549,5711,11259,17,3,24,647,650,1297,4,0,7,663,661,1322,56,49,105,4079,4134,8211,19,22,41,4153,4207,8360,49,35,86,1711,1875,3588,10,8,11,1765,1915,3682
504021054,7,1477,786,2261,14,15,23,82,122,205,0,0,0,92,140,225,284,267,553,4781,4990,9768,34,27,61,5093,5286,10378,66,62,127,668,690,1362,0,6,11,737,762,1500,143,131,278,3294,3426,6724,26,21,45,3470,3578,7046,151,154,308,1890,2003,3889,5,11,22,2049,2168,4217
504031055,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0
504031056,3,1900,1027,2935,8,8,10,112,135,249,0,0,0,122,140,259,177,193,374,7791,7899,15693,22,35,58,7997,8126,16123,18,23,44,735,742,1468,5,3,11,755,768,1521,100,118,219,6025,5997,12023,19,30,49,6150,6142,12294,75,81,156,2061,2191,4252,6,8,13,2140,2278,4421
504031057,10,1957,1116,3073,0,4,7,133,152,285,0,0,0,139,155,293,222,247,467,8550,8303,16853,29,29,56,8801,8579,17379,56,48,97,1211,1268,2474,3,3,9,1263,1317,2583,121,133,255,5630,5452,11087,19,17,35,5774,5603,11378,125,124,252,3419,3521,6935,13,6,20,3552,3650,7203
504031058,8,758,408,1164,0,0,0,48,56,98,0,0,0,48,56,98,54,28,82,2133,2143,4279,19,17,36,2205,2186,4399,18,8,26,404,336,739,0,0,0,426,350,768,42,20,62,1508,1533,3045,14,14,24,1564,1571,3135,22,12,33,893,820,1710,3,4,7,918,836,1753
504031060,0,388,142,528,0,0,0,12,28,40,0,0,0,12,31,44,15,24,42,1143,1165,2306,3,0,3,1160,1194,2357,4,4,4,124,143,267,0,0,0,125,147,268,7,18,29,907,879,1780,0,0,5,915,900,1818,12,8,11,322,383,704,0,0,0,331,387,719
504031061,3,615,329,938,0,0,0,20,38,57,0,0,0,21,38,63,59,37,95,2080,2057,4135,8,5,12,2144,2103,4244,22,4,23,386,445,826,3,0,5,404,450,857,25,14,40,1220,1212,2433,0,0,7,1253,1232,2485,41,31,69,1083,1150,2232,3,0,9,1124,1180,2309
504031062,3,1186,652,1844,3,4,4,76,90,165,0,0,0,79,92,171,190,207,404,4958,5013,9976,22,11,36,5172,5236,10408,53,41,97,612,614,1224,3,0,9,668,658,1323,108,105,213,3232,3201,6436,18,6,26,3358,3316,6675,105,130,236,1930,2021,3950,9,3,9,2050,2144,4192
504031063,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,11,0,13,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,11,4,13,0,0,0,11,4,13
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,3,637,331,973,4,3,4,25,42,70,0,0,0,30,42,75,87,110,197,2210,2225,4433,8,17,26,2309,2353,4661,23,33,56,286,301,588,0,0,0,310,334,644,45,63,110,1551,1527,3079,4,13,20,1604,1605,3217,50,58,106,823,881,1702,3,0,3,872,939,1814
504031066,4,1081,609,1686,9,5,15,86,103,181,0,3,3,92,107,200,179,183,361,3794,3800,7591,18,23,48,3993,4006,8005,50,74,120,918,981,1904,4,8,16,975,1060,2037,79,86,162,2230,2222,4452,16,13,27,2327,2321,4642,128,141,270,2275,2364,4633,8,15,21,2411,2520,4923
504031067,4,792,473,1269,3,9,8,49,56,109,0,0,0,51,62,112,171,164,337,2750,2791,5545,18,16,36,2945,2975,5919,38,37,72,331,350,686,0,0,0,372,388,754,85,91,182,2052,2014,4064,15,13,27,2154,2119,4270,89,86,172,868,989,1859,9,0,9,963,1078,2041
504031068,4,1330,756,2085,5,4,4,57,97,158,0,0,0,61,105,166,162,162,324,4926,4996,9921,16,18,36,5102,5176,10282,23,30,53,742,797,1537,6,4,10,766,830,1602,96,89,176,3212,3254,6468,14,8,20,3320,3352,6670,55,79,137,2063,2224,4282,11,6,19,2131,2305,4441
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
