SA3_CODE_2021,Australia_M,Australia_F,Australia_P,Afghanistan_M,Afghanistan_F,Afghanistan_P,Bangladesh_M,Bangladesh_F,Bangladesh_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Nepal_M,Nepal_F,Nepal_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africad_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Taiwan_M,Taiwan_F,Taiwan_P,Thailand_M,Thailand_F,Thailand_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
50502,57406,60872,118280,226,149,375,61,50,115,261,333,594,1233,1744,2979,297,360,658,136,150,287,34,39,68,381,526,911,338,377,724,347,394,741,3242,2871,6112,260,548,803,529,530,1062,420,384,809,1120,1043,2166,1865,1854,3718,187,486,672,172,279,453,72,55,125,1153,1449,2603,211,184,393,254,316,568,2099,1941,4037,636,324,955,629,1086,1707,339,486,822,488,616,1107,1850,1992,3837,364,345,707,139,270,409,224,599,825,6533,6445,12980,431,462,895,1602,2035,3638,8481,9786,18263,4018,4107,8124,190,256,449,98219,105755,203974
50503,55586,57402,112990,434,370,805,62,60,126,150,185,336,364,588,954,178,193,369,210,211,424,40,50,89,343,443,782,78,68,145,132,172,299,2126,2070,4194,180,378,557,263,240,507,270,247,517,964,991,1955,501,466,963,32,152,182,85,119,212,59,54,106,681,789,1465,64,59,121,224,265,490,3424,3461,6886,220,181,405,1148,1581,2730,243,324,563,365,420,783,3176,3459,6633,161,133,299,44,127,171,300,607,907,14727,15666,30390,267,278,545,1649,2020,3671,6424,7364,13788,3182,3258,6441,174,191,372,98520,104654,203173
50601,27164,27612,54775,129,105,234,54,45,100,69,89,153,272,395,663,29,24,57,34,33,62,22,27,52,144,169,316,4,7,10,65,66,132,2829,2716,5549,225,363,581,70,56,124,53,48,102,180,173,348,162,118,277,27,75,100,116,135,252,33,26,55,567,741,1316,50,49,100,247,285,538,1439,1416,2857,184,166,347,887,1172,2059,42,63,100,382,398,782,759,785,1544,390,398,787,35,85,122,165,340,501,3985,4171,8159,121,144,269,47,109,155,2179,2429,4603,2015,2031,4048,75,114,184,45238,47183,92423
50602,20805,19965,40766,210,114,325,160,165,323,67,118,182,732,991,1721,49,45,97,69,48,113,32,27,54,146,153,300,24,20,44,170,197,365,1386,1161,2543,284,469,753,155,114,270,71,69,143,340,274,615,344,346,691,53,178,232,254,284,535,47,28,80,669,832,1502,448,372,819,92,83,178,1185,979,2164,433,239,670,599,941,1539,80,125,208,314,400,711,335,309,640,287,236,520,112,202,318,129,322,450,2357,2002,4365,142,161,310,256,390,639,2516,2649,5160,2391,2104,4505,138,108,244,37869,37223,75090
50603,22252,22382,44637,129,109,238,204,182,386,62,82,143,2165,2406,4577,33,44,77,89,68,161,11,24,37,136,155,288,15,23,36,432,441,877,3991,3588,7583,796,987,1783,216,186,402,130,107,238,207,203,413,282,277,562,70,170,239,522,585,1109,61,55,110,2810,3111,5927,399,367,759,130,148,278,933,849,1782,789,335,1122,713,865,1569,85,108,194,896,1121,2021,502,547,1044,765,702,1464,162,252,416,112,303,406,2804,2730,5532,176,145,320,301,406,704,3141,3379,6515,1669,1761,3430,186,172,352,48369,49363,97732
50604,32800,31731,64540,1109,833,1944,311,312,622,67,61,129,1459,1740,3195,49,42,96,117,101,217,45,47,92,174,167,334,12,13,21,164,186,350,3947,3693,7640,756,1032,1788,211,178,389,239,238,478,225,189,418,252,247,496,30,101,130,237,275,509,94,82,178,1764,2078,3844,133,145,278,168,198,365,1732,1545,3271,837,696,1536,1666,2064,3734,95,104,193,757,878,1641,767,827,1591,719,638,1358,106,194,301,237,529,771,3887,3961,7846,161,129,286,244,356,601,3910,4128,8035,2563,2590,5154,142,178,320,62186,62507,124686
50605,19375,19599,38971,163,148,315,55,56,114,45,58,104,127,209,335,21,22,44,15,8,20,10,9,24,132,162,298,6,7,11,34,44,73,623,583,1204,67,132,198,15,14,31,3,0,8,208,210,421,212,176,390,11,40,51,14,29,41,17,20,36,149,244,394,12,18,34,131,130,263,983,915,1894,51,51,101,300,449,749,37,48,79,118,134,248,319,374,689,70,63,134,24,24,51,35,163,197,2769,2906,5676,91,96,182,28,56,82,895,1086,1983,846,884,1728,39,21,58,28041,29197,57243
50606,11015,11227,22242,21,15,34,5,5,18,43,34,74,9,31,39,12,9,24,3,5,7,16,25,40,34,45,79,7,6,10,12,10,13,356,355,713,21,34,55,10,12,20,8,4,7,60,61,117,42,27,68,4,7,11,8,7,19,6,0,6,46,66,118,0,0,5,84,96,177,538,515,1055,37,29,68,127,183,304,10,10,17,51,51,101,278,290,564,29,19,50,3,7,8,13,36,50,1377,1549,2923,51,35,83,16,22,35,492,541,1031,488,511,1000,17,26,46,15332,15898,31229
50607,12904,13182,26084,15,12,34,22,10,38,62,73,130,337,459,797,24,26,48,37,23,53,13,11,20,66,78,143,26,34,52,106,113,225,457,440,895,217,340,553,152,148,299,35,28,64,157,143,297,147,137,284,57,111,170,80,117,201,22,13,31,511,655,1167,67,58,127,64,73,139,395,359,751,96,32,131,86,195,281,62,75,134,255,300,555,336,361,696,94,81,179,29,50,81,60,138,194,1668,1468,3144,124,132,260,90,139,230,1104,1319,2425,829,937,1769,98,74,172,20897,21969,42870
50701,34742,35660,70399,22,15,38,68,57,131,113,187,296,668,828,1503,517,544,1064,46,46,94,23,23,51,232,309,542,17,10,25,146,155,297,1145,1102,2243,270,455,723,194,184,373,24,14,42,360,334,693,846,754,1598,52,165,219,192,212,403,32,30,66,669,800,1473,71,79,157,147,162,310,1618,1443,3060,131,103,239,1244,1497,2741,142,178,322,408,499,908,950,1020,1970,161,174,332,56,126,184,78,292,372,4415,4569,8989,226,208,436,95,164,266,3053,3654,6704,1846,1837,3685,98,103,199,55104,58009,113121
50702,12620,13563,26185,0,0,3,5,0,3,87,136,223,31,69,102,82,68,149,15,14,31,8,7,16,148,201,345,14,5,19,30,34,58,97,91,184,27,73,101,26,20,43,10,7,10,206,181,386,377,443,825,25,74,100,13,19,35,9,3,10,66,90,159,7,3,9,77,87,163,457,368,822,12,0,13,44,113,156,38,49,88,46,78,128,193,185,383,11,17,24,11,10,17,15,66,84,2109,1971,4077,173,211,385,12,33,46,862,1060,1925,1176,1079,2260,135,96,228,19273,20513,39781
50703,14079,13187,27264,13,5,18,29,33,62,44,44,90,92,139,234,37,36,72,17,6,29,23,23,47,73,64,140,6,0,8,27,30,57,932,841,1771,55,128,181,31,23,50,17,13,31,92,71,167,63,52,111,13,47,60,71,67,141,8,8,20,136,171,310,26,39,65,55,50,107,1032,960,1990,63,44,110,1224,1430,2655,20,28,53,92,109,205,350,372,719,70,69,136,6,33,40,37,143,176,1691,1719,3406,67,48,115,50,63,104,1077,1089,2167,941,891,1836,44,24,74,22691,22119,44805
50704,31144,33591,64740,9,10,23,62,56,119,132,174,306,921,1320,2241,101,110,207,63,56,122,19,25,45,177,246,422,39,36,81,317,370,686,964,994,1960,722,1024,1741,271,311,576,47,59,108,301,298,598,432,448,883,62,179,240,272,301,573,28,31,57,1610,1980,3599,45,50,90,161,163,320,851,869,1721,111,53,166,214,392,609,83,111,195,757,950,1708,822,916,1732,255,294,551,95,159,248,95,258,358,4365,4303,8666,264,269,536,145,213,355,1996,2405,4401,1570,1872,3444,154,148,297,49672,55061,104736
50705,41532,43298,84833,6,3,10,25,19,46,115,156,266,88,187,269,94,87,175,28,28,57,46,53,95,252,308,560,6,11,19,27,41,74,515,483,998,113,226,343,30,25,53,10,17,24,349,366,716,146,125,264,23,73,94,33,49,84,10,18,31,132,167,296,21,28,53,242,236,477,3120,3208,6329,53,32,83,497,898,1399,56,82,140,98,142,241,1226,1233,2459,35,30,69,13,27,42,62,390,452,9430,10019,19447,203,219,417,94,139,237,1790,2096,3889,3086,2878,5959,97,105,203,63702,67513,131213
50901,22447,22365,44812,81,43,123,3,4,6,72,95,166,49,71,119,6,9,20,8,3,8,32,7,37,112,219,335,7,3,12,17,11,23,99,91,189,26,82,110,9,10,21,0,0,5,56,54,109,107,90,200,14,29,40,9,12,21,0,3,3,72,63,133,3,4,6,162,177,332,631,613,1244,11,12,24,345,481,821,24,36,61,25,48,69,332,370,699,28,24,51,11,19,32,85,157,240,2246,2550,4796,95,126,224,42,37,77,650,626,1280,2231,2103,4338,56,25,83,30207,30682,60887
50902,20495,19055,39548,13,3,24,13,3,15,28,33,67,19,40,52,8,5,14,18,5,20,18,4,20,118,142,260,8,4,17,15,11,28,123,101,223,14,49,61,32,0,35,19,3,21,97,91,190,92,50,140,8,10,20,5,11,16,5,0,5,47,38,88,16,9,24,119,108,225,840,705,1543,26,6,31,284,362,642,19,34,55,21,29,55,213,234,446,38,18,47,21,51,74,14,73,83,1897,2079,3978,64,62,124,55,44,96,641,534,1173,3563,2848,6414,123,61,183,29151,26924,56075
50903,7775,6914,14687,0,0,0,0,4,0,3,21,26,8,9,13,0,0,0,0,0,3,8,0,8,30,44,78,0,0,0,3,3,4,32,39,65,19,16,28,0,0,0,0,0,0,25,30,65,26,20,43,4,9,13,6,6,6,0,0,4,16,11,29,0,0,6,35,29,56,309,251,561,5,0,5,92,123,216,4,0,7,7,17,21,92,92,189,4,3,8,0,5,10,8,16,18,432,486,924,11,23,41,7,14,16,157,137,297,1121,964,2090,18,11,34,10260,9296,19561
51001,18122,18085,36206,4,0,4,7,3,9,24,48,70,40,95,131,4,12,13,9,4,11,29,20,47,125,135,263,9,5,8,6,18,29,108,80,186,16,39,54,3,0,9,3,0,3,104,89,194,84,62,148,8,26,39,10,14,26,0,0,0,37,54,87,13,10,16,78,86,165,490,446,936,8,6,17,144,196,342,13,23,33,19,31,51,131,152,289,27,22,51,10,40,52,16,98,114,1143,1120,2266,58,82,142,26,29,57,589,611,1192,3684,3559,7242,174,205,374,25379,25501,50881
51002,13010,8275,21285,8,0,8,11,3,15,26,25,55,54,69,121,21,8,26,9,5,14,36,23,58,55,33,85,11,5,11,14,6,20,260,118,377,75,89,162,21,13,26,5,0,5,157,54,211,35,9,46,4,4,5,18,13,34,3,4,6,74,42,120,13,5,11,31,17,48,1432,717,2151,36,3,34,477,345,816,16,16,26,52,35,90,288,161,448,45,22,71,0,10,9,30,130,161,1046,419,1461,27,34,61,22,23,47,877,393,1272,7497,2426,9918,132,55,189,25935,13593,39529
51003,14624,10129,24755,11,4,18,12,6,17,30,49,77,131,65,191,11,11,21,10,3,13,22,6,34,47,51,98,8,4,14,15,11,26,226,136,364,49,84,135,15,6,20,3,3,12,203,89,295,39,20,58,0,23,26,17,8,22,8,4,10,69,41,106,20,17,41,42,37,79,1168,677,1847,34,25,55,331,310,635,12,17,33,42,25,62,284,152,438,58,23,85,19,29,44,54,175,225,1215,629,1839,47,41,82,33,36,65,711,463,1175,7096,2866,9963,170,81,251,26886,16341,43222
51101,6326,5815,12144,0,0,0,4,3,9,10,24,28,6,8,12,0,0,0,0,0,0,3,3,6,36,38,73,0,0,3,5,8,17,24,15,45,7,16,28,3,3,3,0,0,0,37,19,63,11,13,21,0,5,5,0,7,7,0,0,0,5,14,18,3,0,3,21,16,39,260,220,480,0,0,0,48,73,121,5,4,9,9,8,17,124,119,244,14,13,25,5,3,8,10,33,43,373,366,746,23,23,45,5,10,17,137,146,282,1040,845,1884,27,12,43,8599,7883,16481
51102,6334,5853,12181,0,0,0,0,0,0,19,30,49,0,18,26,18,19,35,8,0,4,3,10,13,54,69,131,3,8,11,7,7,11,31,18,56,7,16,23,5,0,4,0,0,0,31,39,69,53,38,89,9,21,37,8,8,13,0,0,0,38,37,73,0,0,4,47,36,82,225,173,398,4,0,5,31,60,93,11,17,26,5,11,19,73,57,132,5,0,4,10,19,28,3,27,36,675,670,1343,62,55,119,62,62,125,253,284,533,1130,995,2126,107,70,179,9327,8733,18063
51103,15650,12179,27824,27,7,28,15,0,13,17,30,50,123,65,185,19,13,33,10,7,13,54,47,104,61,51,116,3,6,5,9,5,13,257,168,425,47,72,116,38,19,61,9,4,7,85,60,137,31,23,51,4,7,9,24,20,43,0,3,5,37,44,80,19,10,24,30,21,54,1685,1263,2948,40,27,61,431,475,901,16,3,22,28,23,51,359,316,678,45,20,63,10,11,19,52,181,227,947,523,1472,44,37,83,24,39,64,903,701,1601,6339,2635,8972,96,57,148,27567,19150,46720
51104,22358,21143,43503,0,6,3,6,6,16,37,58,95,46,55,94,8,3,16,8,10,18,24,29,50,100,146,248,8,3,11,13,6,18,151,136,290,43,71,114,14,3,16,12,5,10,90,74,161,76,75,150,0,16,15,5,4,16,0,0,0,56,51,106,14,9,29,93,88,179,761,559,1316,26,24,47,234,331,570,17,15,29,36,31,66,328,312,636,28,21,49,12,29,37,31,142,174,1495,1483,2979,60,68,137,59,76,136,564,468,1032,4996,3404,8400,69,35,103,31880,28994,60876
59797,1000,174,1179,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,8,0,13,0,0,0,0,0,3,16,0,24,11,0,11,0,0,0,0,0,0,20,5,24,0,0,5,0,3,7,0,0,3,0,0,0,10,0,13,0,0,0,8,3,10,108,14,128,3,0,3,50,9,60,8,0,7,0,0,3,23,0,22,4,0,4,0,0,0,5,4,7,219,36,255,6,0,7,6,0,6,84,14,94,1234,123,1358,143,16,164,3003,413,3413
