SA3_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
50502,715,779,1489,1638,1818,3460,3,4,9,0,0,4,247,202,447,35867,32173,68039,1700,2826,4526,400,5,404,306,35,340,592,113,706,797,205,1005,386,436,816,42656,38593,81245,820,753,1578,0,0,0,0,0,0,404,426,828,55,79,130,31,9,41,1313,1270,2579,0,0,0,0,0,0,117,135,253,74,103,173,38,38,74,223,283,505,365,213,578,1896,1766,3670,169,185,356,37,29,66,18,8,29,229,224,446,4024,4782,8806,4265,6590,10852,238,148,383,53302,52102,105402
50503,1265,1335,2598,490,378,865,16,6,26,4,0,6,138,87,228,34464,31731,66195,2135,2513,4648,724,23,750,216,11,228,121,23,144,1105,222,1334,335,353,693,41020,36680,77699,657,614,1268,0,0,0,0,0,0,673,602,1274,80,127,209,34,15,56,1453,1358,2810,0,0,0,0,0,0,41,43,89,34,56,85,28,8,34,105,111,207,459,197,651,2015,1665,3676,260,298,558,18,21,42,16,3,27,306,315,623,2658,4259,6913,5499,6589,12087,234,153,389,51726,49671,101388
50601,443,474,920,174,139,311,9,0,9,0,0,6,60,43,103,16193,13493,29681,839,967,1811,252,19,268,94,3,100,70,13,82,397,100,501,155,156,317,18701,15408,34108,237,267,510,0,0,0,0,0,0,286,204,490,26,35,63,20,12,26,567,525,1089,0,0,0,0,0,0,8,23,32,10,21,36,9,4,14,36,46,78,184,71,254,785,639,1430,98,150,247,7,3,13,4,6,8,117,156,274,989,1518,2500,2107,2801,4915,107,74,184,22808,20601,43411
50602,343,359,708,1469,1462,2928,3,0,7,0,0,0,172,137,310,13309,10780,24085,717,1261,1980,115,7,119,112,13,124,306,74,386,460,148,607,309,270,580,17319,14509,31836,178,190,370,0,0,0,0,0,0,65,83,146,11,15,31,19,3,22,275,291,566,0,0,0,0,0,0,57,51,106,34,70,103,50,34,89,147,152,301,152,86,236,569,537,1101,57,95,155,30,27,58,13,7,17,96,128,228,1325,1440,2766,2137,2474,4611,123,60,183,21576,19152,40726
50603,499,556,1051,630,781,1413,0,0,3,0,0,4,107,107,214,17423,13649,31073,737,1403,2145,172,4,173,101,12,116,217,63,286,328,67,392,189,226,416,20413,16871,37288,662,578,1239,0,0,0,0,0,0,220,172,396,38,51,93,28,8,34,952,814,1763,0,0,0,0,0,0,47,47,85,29,94,122,28,27,51,99,164,262,172,123,297,1222,1091,2314,201,180,381,19,18,45,10,4,18,234,210,444,1490,1665,3154,2110,2796,4899,121,82,201,25596,22715,48308
50604,563,650,1213,363,389,750,10,9,16,3,0,3,160,87,244,22192,16936,39128,1241,1592,2833,353,12,359,115,11,130,126,16,140,517,119,636,158,176,333,25800,19986,45781,497,516,1021,0,0,0,0,0,0,274,224,499,49,59,112,20,4,25,840,814,1654,0,0,0,0,0,0,33,47,77,15,59,76,18,10,32,69,116,187,246,119,366,1154,1049,2203,150,210,365,15,11,24,9,5,14,172,229,401,1203,1711,2915,2611,3181,5794,152,94,241,31092,26250,57349
50605,56,69,126,245,217,463,5,4,10,4,0,0,48,25,72,10323,9037,19362,499,541,1043,272,4,277,78,4,83,59,12,74,246,60,306,146,134,281,11981,10117,22093,16,31,51,0,0,0,0,0,0,81,75,162,4,10,11,0,0,0,104,121,228,0,0,0,0,0,0,30,30,66,14,26,43,15,8,23,70,61,130,97,49,149,269,231,501,22,17,43,8,4,10,3,0,3,27,22,52,857,1271,2123,1450,1903,3358,65,42,108,14650,13587,28235
50606,53,78,136,65,32,94,0,0,3,0,0,0,13,11,29,5411,4935,10343,296,309,610,225,17,246,24,0,23,12,0,18,149,41,191,98,79,179,6352,5512,11865,18,17,39,0,0,0,0,0,0,85,70,157,11,13,18,0,0,0,111,103,210,0,0,0,0,0,0,0,7,7,0,3,4,3,0,4,5,14,15,77,28,105,193,142,340,15,33,48,4,0,3,4,0,4,23,33,56,407,767,1175,932,1053,1987,44,42,82,7958,7546,15502
50607,149,115,260,818,744,1558,20,21,46,0,0,0,51,65,121,6956,6277,13239,330,644,974,33,0,33,52,5,59,278,67,347,153,43,197,172,177,351,9008,8165,17170,126,108,238,3,0,4,0,0,0,26,36,61,11,6,16,12,3,7,175,157,332,12,3,10,0,0,0,31,23,51,13,35,51,22,17,37,74,74,150,69,53,119,319,284,603,30,44,76,12,8,19,0,0,5,41,55,94,1147,1222,2372,968,1438,2408,59,32,96,11548,11202,22748
50701,848,795,1646,329,337,668,9,3,13,3,0,3,99,67,172,20957,18797,39751,1095,1430,2523,268,7,277,133,15,151,155,49,203,457,117,577,178,240,420,24534,21859,46393,419,424,844,0,0,0,0,0,0,370,341,708,49,72,121,38,11,45,874,844,1718,0,0,5,3,0,3,29,33,65,31,30,63,19,20,39,85,86,170,220,149,362,1177,1079,2252,159,169,328,8,10,21,13,0,14,182,180,369,1684,2466,4152,2858,3913,6771,116,70,187,30548,29573,60126
50702,281,254,535,272,294,571,9,10,15,0,0,0,38,32,72,5633,5587,11214,327,419,742,48,0,53,70,16,85,303,145,446,106,47,158,375,409,782,7465,7212,14677,199,138,335,0,0,0,0,0,0,77,91,164,10,12,24,30,18,50,314,262,578,0,0,0,0,0,0,7,17,28,8,12,27,5,9,19,30,37,72,85,49,132,426,353,775,23,29,51,7,0,11,9,4,10,42,35,80,1076,1289,2366,1041,1384,2421,38,37,77,10090,10311,20398
50703,411,486,895,116,117,233,3,3,4,0,0,0,38,12,52,7296,5960,13254,436,516,953,113,4,116,38,0,42,22,8,22,216,53,273,68,69,131,8759,7226,15977,180,281,455,0,0,0,0,0,0,112,112,224,22,38,60,12,6,19,326,428,755,0,0,0,0,0,0,9,10,16,9,14,26,8,3,14,28,27,55,86,41,128,441,492,938,63,135,199,5,3,13,5,0,11,78,137,214,370,673,1040,1135,1330,2469,46,35,88,10827,9894,20726
50704,567,425,992,863,640,1497,8,0,5,0,0,0,63,54,117,16663,15696,32353,797,1288,2090,125,7,131,115,14,129,347,86,438,265,71,345,229,275,505,20045,18559,38601,611,474,1086,0,0,0,0,0,0,177,134,313,37,56,87,33,4,39,854,671,1528,0,0,0,0,0,0,39,43,91,22,30,54,19,9,31,85,89,172,169,94,261,1108,856,1967,115,98,211,12,7,17,4,3,8,130,112,242,2485,2809,5292,2253,3619,5873,84,73,157,26105,26020,52129
50705,560,660,1215,366,263,629,6,4,7,0,0,0,52,35,91,20268,18936,39200,1330,1325,2653,280,10,291,137,9,150,113,35,147,859,187,1053,307,299,610,24274,21774,46042,315,359,675,0,0,0,0,0,0,333,312,648,47,63,105,16,11,28,718,753,1462,0,0,0,0,0,0,20,15,34,18,27,44,19,4,24,51,50,98,288,104,396,1056,900,1958,157,197,356,29,7,41,5,4,11,198,212,403,1322,2218,3541,4181,4349,8526,150,108,255,31172,29550,60725
50901,4,0,3,115,48,167,0,0,0,0,0,0,19,20,39,9587,8689,18278,640,729,1377,223,5,229,50,8,56,91,34,128,177,57,232,537,492,1029,11441,10092,21529,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,7,7,11,7,0,5,0,0,8,10,8,23,94,57,153,106,72,185,4,0,4,0,0,0,12,5,11,10,4,17,1303,1432,2738,1285,1669,2954,119,91,207,14264,13362,27631
50902,9,12,18,315,113,429,5,0,5,0,0,0,10,14,21,7936,6791,14728,557,577,1135,354,12,366,52,12,61,67,27,97,375,96,470,821,598,1419,10500,8248,18750,0,0,0,0,0,0,0,0,0,11,24,43,0,6,9,0,0,0,17,34,46,0,0,0,0,0,0,14,7,17,5,4,13,9,0,5,22,10,31,158,41,204,201,83,285,7,8,16,13,0,13,15,3,20,35,14,49,1278,1467,2746,1310,1332,2643,158,109,262,13485,11248,24728
50903,0,0,0,175,31,208,0,0,0,0,0,0,3,0,3,3059,2374,5433,200,172,372,112,0,114,24,0,24,35,17,46,128,38,161,381,333,720,4122,2959,7082,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,12,0,15,5,0,5,6,0,4,22,6,21,54,21,75,78,33,104,0,0,0,10,0,10,10,0,12,24,0,23,682,574,1258,372,478,852,64,43,101,5334,4093,9423
51001,6,12,21,201,86,288,8,0,4,0,0,0,9,12,22,4481,4407,8887,543,621,1165,126,7,137,116,47,164,186,139,326,414,122,533,1076,1288,2365,7161,6747,13908,4,4,10,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,7,13,0,0,0,0,0,0,4,0,11,5,4,9,6,3,7,18,9,26,98,50,143,120,65,188,0,3,3,4,0,4,9,5,9,8,6,14,416,558,969,1853,2181,4033,151,128,278,9715,9679,19389
51002,8,4,13,2517,515,3038,0,0,0,0,0,0,52,26,72,5940,3310,9248,1253,522,1773,213,16,227,69,11,80,73,22,94,1393,388,1784,657,526,1193,12184,5335,17523,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,29,21,51,17,9,20,146,24,167,191,48,239,358,79,434,550,128,681,3,3,8,104,20,120,36,7,39,141,33,169,109,196,310,741,569,1306,115,58,171,13841,6319,20158
51003,10,6,19,2398,433,2827,8,4,10,0,0,0,45,11,55,6411,4062,10474,1245,523,1761,188,16,208,64,10,75,64,63,125,972,202,1178,540,593,1134,11935,5925,17860,5,3,8,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,6,9,17,0,0,0,0,0,0,27,16,42,17,4,27,94,23,123,148,47,196,240,64,310,400,118,519,14,4,14,120,25,146,33,9,39,158,37,195,104,322,428,1177,941,2118,94,48,141,13871,7392,21264
51101,0,0,4,259,52,311,0,0,0,0,0,0,7,3,8,2800,2154,4954,197,169,364,95,0,99,25,7,36,41,32,71,112,30,142,166,169,336,3700,2616,6317,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,5,9,6,0,5,8,4,7,16,10,26,45,28,73,60,38,97,0,0,0,4,0,4,0,0,0,4,0,4,274,389,665,351,379,728,41,27,68,4433,3454,7886
51102,7,0,10,78,16,95,0,0,7,0,0,0,3,0,3,1531,1398,2922,138,153,295,51,6,56,26,10,35,71,87,161,59,37,97,289,386,675,2262,2092,4357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,7,0,0,0,4,0,4,6,0,6,38,18,52,47,19,68,0,0,4,0,0,0,6,0,7,6,4,11,268,288,558,1234,1153,2391,49,33,88,3872,3600,7471
51103,7,4,9,1258,252,1513,13,5,17,0,0,0,59,54,115,7675,5533,13208,1317,759,2083,200,24,220,63,9,76,78,31,108,874,218,1093,525,574,1097,12074,7453,19528,0,0,4,0,0,0,0,0,0,0,5,5,0,0,4,0,0,0,3,4,11,0,0,0,0,0,0,72,16,88,18,3,19,68,16,82,156,38,195,265,109,370,425,149,576,3,0,3,63,13,78,19,5,23,91,23,103,153,312,462,933,766,1694,76,55,129,13749,8750,22495
51104,6,0,9,652,114,769,3,0,5,0,0,0,23,23,45,8479,7822,16304,852,696,1548,271,9,272,93,15,111,145,70,210,678,180,859,604,524,1125,11807,9456,21262,3,4,6,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,11,6,18,0,0,0,0,0,0,12,0,15,13,6,21,38,12,48,65,21,83,170,79,248,244,105,345,0,0,5,21,3,18,23,5,26,40,5,49,637,861,1500,1609,1603,3212,110,81,190,14447,12108,26558
59797,0,0,0,190,15,207,4,3,7,0,0,0,5,0,5,81,8,91,27,0,27,13,0,13,0,0,0,0,0,0,767,78,850,287,36,324,1390,143,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,8,6,11,38,4,39,46,8,50,0,0,0,5,0,10,0,0,0,8,0,11,17,4,23,31,34,64,23,0,24,1517,186,1697
