SA3_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_ns,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arr_ns,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_ns,Canada_Tot,Ch_ex_SARs_Taiw_Before_1951,Ch_ex_SARs_Taiw_1951_1960,Ch_ex_SARs_Taiw_1961_1970,Ch_ex_SARs_Taiw_1971_1980,Ch_ex_SARs_Taiw_1981_1990,Ch_ex_SARs_Taiw_1991_2000,Ch_ex_SARs_Taiw_2001_2010,Ch_ex_SARs_Taiw_2011_2015,Ch_ex_SARs_Taiw_2016,Ch_ex_SARs_Taiw_2017,Ch_ex_SARs_Taiw_2018,Ch_ex_SARs_Taiw_2019,Ch_ex_SARs_Taiw_2020,Ch_ex_SARs_Taiw_2021,Ch_ex_SARs_Taiw_Yr_arr_ns,Ch_ex_SARs_Taiw_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_ns,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_ns,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_ns,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arr_ns,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_ns,Greece_Tot,Ho_Ko_SAR_China_Before_1951,Ho_Ko_SAR_China_1951_1960,Ho_Ko_SAR_China_1961_1970,Ho_Ko_SAR_China_1971_1980,Ho_Ko_SAR_China_1981_1990,Ho_Ko_SAR_China_1991_2000,Ho_Ko_SAR_China_2001_2010,Ho_Ko_SAR_China_2011_2015,Ho_Ko_SAR_China_2016,Ho_Ko_SAR_China_2017,Ho_Ko_SAR_China_2018,Ho_Ko_SAR_China_2019,Ho_Ko_SAR_China_2020,Ho_Ko_SAR_China_2021,Ho_Ko_SAR_China_arrival_ns,Ho_Ko_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arr_ns,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
50502,0,0,0,0,13,38,121,125,3,16,22,16,16,0,9,375,0,0,4,13,6,6,31,35,9,4,0,3,7,0,0,115,3,3,33,65,76,59,155,98,14,14,16,25,7,3,6,594,4,10,11,30,209,332,1142,655,115,103,90,179,54,0,37,2979,15,99,196,66,42,136,66,15,0,5,0,4,0,0,25,658,12,16,39,18,27,23,47,45,11,9,5,10,3,0,12,287,0,0,3,9,25,12,10,3,7,0,0,0,0,0,0,68,112,101,64,58,120,76,179,96,12,18,19,21,11,0,17,911,47,222,250,68,23,18,21,35,7,7,0,8,0,0,23,724,0,0,13,51,126,136,156,102,25,18,24,36,26,4,22,741,47,29,257,162,200,308,1574,1458,383,315,489,589,186,26,90,6112,0,18,5,23,59,174,235,110,42,34,27,24,35,3,21,803,3,0,0,3,112,166,246,354
50503,0,0,0,0,48,138,275,195,13,23,30,30,8,22,16,805,0,0,0,14,10,11,50,25,3,0,0,5,6,0,0,126,0,0,12,35,42,41,118,59,17,9,5,3,0,0,6,336,0,0,0,6,41,98,383,208,37,32,33,53,20,14,16,954,3,28,69,25,16,110,80,19,5,4,0,0,0,0,3,369,7,9,26,20,14,59,113,125,9,11,10,3,6,4,6,424,0,0,3,0,20,14,27,19,0,0,0,0,0,0,0,89,61,62,58,74,146,74,189,70,6,6,9,8,3,0,14,782,5,37,50,17,17,4,4,7,0,0,0,0,0,0,0,145,0,0,13,18,52,72,70,47,11,4,5,11,0,3,5,299,11,11,174,183,118,190,1749,1014,160,95,118,201,78,14,69,4194,0,8,3,12,44,105,156,93,24,22,23,16,34,9,11,557,0,0,0,11,46,81,157,155
50601,0,0,0,0,5,9,87,89,9,8,10,0,4,0,7,234,0,0,0,0,9,4,49,38,4,0,0,0,0,0,0,100,0,0,8,15,29,26,32,26,9,0,3,5,0,7,0,153,0,0,0,4,14,24,339,166,26,10,25,30,3,4,12,663,0,4,12,4,0,16,10,0,0,0,0,0,0,0,0,57,0,0,3,0,0,0,20,24,4,0,0,0,0,0,0,62,0,0,0,0,13,0,21,7,0,4,0,3,0,0,0,52,35,45,34,27,65,27,38,22,0,4,0,0,0,0,8,316,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,3,12,12,54,19,6,3,9,0,3,0,0,132,4,5,57,68,73,90,2158,1954,281,200,219,265,92,26,53,5549,0,3,0,11,20,120,211,121,13,17,23,11,25,3,3,581,0,0,0,0,13,12,37,48
50602,0,0,0,0,8,32,79,140,22,13,11,11,10,3,3,325,0,0,4,0,0,10,109,97,14,22,26,20,10,4,4,323,0,0,13,13,16,30,34,32,7,4,6,9,8,4,4,182,0,0,5,7,79,139,648,368,95,98,81,120,31,4,40,1721,7,14,31,7,4,17,7,5,0,0,0,0,0,0,4,97,5,4,10,4,0,9,25,20,7,3,3,9,5,0,6,113,0,0,3,3,13,3,18,3,0,4,3,0,0,0,4,54,43,27,29,26,28,26,51,28,11,3,4,7,13,0,5,300,0,10,10,6,4,0,0,7,0,0,0,0,0,0,0,44,0,0,5,18,56,41,95,70,7,10,20,19,14,0,9,365,17,10,114,103,86,106,583,496,181,162,252,273,98,13,50,2543,0,4,0,12,43,140,220,109,21,27,38,60,45,4,27,753,0,0,0,0,13,28,42,104
50603,0,0,0,0,9,33,83,52,10,4,7,20,6,19,3,238,0,0,0,0,7,21,163,118,9,17,23,22,7,0,9,386,0,0,10,24,18,19,43,14,0,3,4,5,4,0,0,143,0,3,8,15,175,281,1755,1141,257,276,207,256,87,8,100,4577,3,5,22,7,5,17,4,0,0,0,0,0,0,0,3,77,3,11,5,6,6,11,30,39,14,17,7,0,0,4,4,161,0,4,0,7,5,3,0,0,0,0,0,0,0,4,3,37,42,31,23,23,52,25,40,12,3,5,8,7,0,0,8,288,0,9,7,6,4,0,3,12,0,0,0,0,0,0,0,36,0,0,10,32,124,118,162,183,45,44,49,40,41,13,21,877,20,12,138,144,157,301,2216,1785,517,397,672,785,255,38,140,7583,4,9,13,35,94,374,624,287,51,67,49,83,55,10,37,1783,0,0,0,8,28,43,106,118
50604,0,0,0,4,34,176,646,588,79,84,51,154,60,39,35,1944,0,0,0,8,9,34,271,208,33,21,15,13,15,0,8,622,0,0,10,20,13,13,33,20,0,3,6,0,6,0,0,129,0,3,5,15,78,187,1520,783,132,99,100,154,42,4,61,3195,0,6,23,7,6,35,11,0,0,0,0,0,0,0,9,96,5,0,8,4,9,17,68,56,13,18,3,11,0,0,4,217,0,0,3,3,19,16,26,16,0,0,5,0,0,0,0,92,49,47,49,32,58,30,35,19,0,0,6,3,0,0,4,334,0,5,11,5,0,0,0,0,0,0,0,0,0,0,0,21,3,0,5,20,29,54,98,71,9,15,7,10,12,6,7,350,16,19,174,220,210,302,2803,1884,343,267,512,613,144,27,114,7640,7,0,0,41,132,367,670,289,39,50,56,64,51,3,23,1788,0,0,0,4,18,26,118,166
50605,0,0,0,0,0,33,150,70,11,9,8,19,9,6,6,315,0,0,0,0,0,0,78,24,0,4,0,0,0,0,0,114,0,0,5,14,13,22,24,16,0,0,0,3,0,0,5,104,6,0,3,4,4,25,163,65,11,12,18,18,8,0,4,335,5,10,15,8,6,4,0,0,0,0,0,0,0,0,0,44,0,0,3,7,0,0,0,7,0,0,0,0,0,0,0,20,0,0,0,9,3,0,6,4,0,0,0,3,0,0,4,24,43,50,26,24,55,16,54,16,0,6,0,3,0,0,7,298,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,4,0,0,7,8,12,30,9,0,0,0,0,0,0,6,73,16,10,72,74,33,28,438,318,47,31,46,46,13,4,6,1204,0,3,0,11,10,40,71,25,14,9,4,5,4,6,4,198,0,0,0,0,0,4,18,12
50606,0,0,0,0,0,6,14,12,0,0,0,4,0,0,0,34,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,18,0,0,0,3,15,8,36,5,0,0,3,5,0,0,0,74,0,0,0,0,0,0,17,13,4,4,0,0,0,0,0,39,0,4,3,0,0,9,3,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,18,14,3,0,0,0,0,0,0,40,5,5,15,10,23,14,12,4,0,0,0,0,0,0,0,79,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,13,3,0,9,15,7,13,342,198,24,16,13,37,22,8,9,713,0,4,0,0,3,8,13,14,6,0,3,4,0,0,0,55,0,0,0,0,0,3,4,8
50607,0,0,0,0,4,12,11,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,11,0,6,0,3,9,0,0,38,0,0,7,17,17,21,27,19,4,9,9,4,0,0,0,130,0,0,0,7,53,91,237,207,34,41,28,56,21,5,13,797,0,10,11,6,4,4,3,4,0,0,0,0,0,0,3,48,0,6,3,3,10,3,4,13,4,0,0,0,5,0,0,53,0,0,8,4,9,3,0,0,0,0,0,0,0,0,0,20,22,17,21,7,11,9,31,9,3,3,5,3,0,4,5,143,0,11,20,8,4,0,3,3,0,0,0,0,0,0,0,52,0,0,7,20,48,36,29,26,13,11,6,8,6,0,4,225,12,9,72,43,53,88,190,176,42,43,57,74,19,4,15,895,3,9,5,27,61,153,163,55,15,11,9,12,28,4,9,553,0,0,0,5,45,31,60,107
50701,0,0,0,0,0,11,14,6,5,0,0,0,0,0,0,38,0,0,0,0,7,11,48,26,6,5,12,6,4,0,0,131,0,3,10,19,25,42,72,45,8,9,12,16,15,7,3,296,0,0,0,0,50,85,742,396,41,42,24,72,23,3,16,1503,10,122,346,116,79,203,109,17,0,0,0,5,0,0,52,1064,7,10,21,5,8,10,6,8,0,6,5,0,0,0,0,94,0,0,0,6,7,9,8,6,3,0,3,0,0,0,0,51,35,31,32,32,65,60,133,84,4,15,9,10,0,0,11,542,0,0,11,4,0,0,0,4,0,0,0,0,0,0,0,25,0,0,5,31,23,48,63,67,11,12,8,20,9,4,0,297,10,4,72,69,83,115,828,598,62,84,110,99,38,9,35,2243,0,0,5,12,72,192,216,110,27,20,12,14,26,3,20,723,0,0,0,0,35,22,101,149
50702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,13,31,35,29,52,28,0,12,9,10,6,7,0,223,0,0,0,0,10,10,34,20,5,0,3,6,0,0,0,102,4,42,60,5,15,9,0,0,0,0,0,0,0,0,5,149,4,8,5,5,3,0,5,0,0,0,0,0,0,0,0,31,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,16,16,17,19,14,51,30,84,47,4,8,10,17,11,5,10,345,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3,9,15,11,3,3,6,4,0,3,0,3,58,8,3,33,26,17,15,34,19,5,0,11,5,3,0,0,184,0,3,6,3,3,16,23,9,7,3,3,6,10,0,3,101,0,0,0,0,18,9,14,3
50703,0,0,0,0,0,4,4,3,0,7,0,0,0,0,0,18,0,0,0,0,3,0,40,17,0,0,3,0,0,0,0,62,0,0,8,11,4,9,27,12,4,5,4,3,0,0,0,90,0,0,0,0,3,9,111,60,15,11,6,4,5,0,0,234,0,0,14,0,0,29,22,0,0,0,0,0,0,0,5,72,0,0,5,0,0,0,7,10,0,0,0,4,0,0,0,29,0,0,0,0,4,12,3,12,0,0,5,3,0,0,0,47,10,29,22,11,14,15,30,14,0,0,0,0,0,0,7,140,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,30,8,0,0,8,6,0,0,0,57,6,3,17,9,11,38,694,533,84,92,99,111,44,7,30,1771,0,0,0,0,12,27,60,39,3,11,6,8,10,0,4,181,0,0,0,0,4,7,8,26
50704,0,0,0,0,5,13,5,5,0,0,0,0,0,0,0,23,0,0,0,3,8,8,28,15,4,7,18,18,10,0,0,119,0,3,18,40,41,42,71,31,11,3,3,11,15,0,10,306,3,8,5,33,191,282,793,491,102,81,62,108,52,4,30,2241,10,38,80,23,19,28,0,4,0,0,0,0,0,0,6,207,8,17,18,12,5,4,15,23,0,0,7,5,0,0,0,122,3,0,5,9,10,3,4,6,0,0,0,0,0,0,0,45,43,50,31,29,73,46,92,30,0,9,5,4,0,0,6,422,6,14,23,9,4,3,3,8,4,0,0,0,0,0,0,81,0,4,14,88,195,128,94,54,19,19,29,23,12,11,5,686,28,21,140,106,160,278,536,262,87,70,89,80,46,15,40,1960,5,10,14,38,345,573,374,121,32,27,38,48,70,11,40,1741,0,0,0,8,92,72,151,181
