SA3_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
50603,72,226,421,351,323,242,93,23,0,1751,118,320,738,565,480,285,95,22,9,2638,2520,5635,11537,10954,9083,6480,1871,207,13,48308
50604,123,285,566,600,491,351,113,11,0,2539,150,371,813,861,655,454,124,18,4,3446,3181,5726,12009,14342,11785,8022,2107,166,10,57349
50605,81,148,280,272,255,228,70,8,0,1338,63,125,261,293,266,211,70,16,7,1303,1736,2411,4921,6323,6261,4897,1503,162,17,28235
50606,54,88,213,149,135,110,22,0,0,782,66,76,190,199,131,112,27,10,0,814,1046,1308,3643,3644,3079,2184,538,61,3,15502
50607,35,89,188,125,120,92,46,12,0,700,36,94,213,201,158,126,64,19,5,913,1108,2607,5260,4652,4180,3415,1318,198,12,22748
50701,147,291,624,544,476,364,80,4,0,2540,143,294,728,762,612,359,134,15,5,3036,3230,5529,13955,14554,12209,8380,2085,170,8,60126
50702,41,61,150,129,138,101,35,5,0,653,31,62,203,195,182,145,51,17,0,896,920,1655,4148,4323,4268,3716,1190,160,8,20398
50703,42,96,259,205,133,77,14,7,0,840,52,116,294,271,221,123,36,0,0,1114,1109,1959,5246,5470,4021,2387,490,38,4,20726
50704,114,169,330,348,328,282,113,12,0,1701,112,201,394,507,467,370,140,41,8,2236,3347,4845,8994,11159,11449,8910,3018,379,30,52129
50705,156,236,578,473,463,309,68,10,0,2298,175,276,651,647,594,431,99,15,6,2892,4186,5660,12888,13421,13203,9385,1838,134,11,60725
50901,81,111,208,190,174,194,73,9,0,1040,94,84,155,173,212,198,88,27,8,1036,1779,1889,4504,5235,6021,5746,2062,341,41,27631
50902,64,94,167,180,158,160,55,4,0,890,70,76,170,156,211,250,115,33,9,1092,1186,1573,3936,4456,5400,5665,2056,401,47,24728
50903,23,30,55,72,58,61,15,0,0,315,21,26,50,37,64,67,25,20,10,311,358,600,1534,1766,2031,2057,851,201,28,9423
51001,24,51,150,164,136,106,30,0,0,659,38,64,197,177,148,112,54,19,0,798,657,1230,4405,4205,3861,3625,1260,144,7,19389
51002,27,40,163,120,89,55,7,0,0,500,24,51,127,117,103,80,11,0,0,522,539,1267,5501,5221,4229,2880,490,24,3,20158
51003,34,52,166,163,100,53,13,4,0,588,48,81,221,232,175,116,30,8,0,905,738,1319,5263,5679,4634,3018,576,36,0,21264
51101,28,36,73,60,79,48,11,0,0,341,22,40,55,52,60,66,26,5,3,329,446,599,1509,1540,1758,1513,418,82,9,7886
51102,15,20,54,32,49,50,19,0,0,242,13,24,88,61,64,67,26,6,0,347,253,477,1549,1465,1486,1655,510,58,6,7471
51103,59,93,203,162,161,99,22,0,0,816,57,81,177,160,166,122,41,9,0,817,1029,1985,5348,4886,4665,3660,847,75,0,22495
51104,84,121,192,195,159,152,56,10,0,965,72,82,173,167,211,165,82,27,6,986,1583,1962,4820,5220,5860,5220,1617,266,23,26558
59797,0,0,5,0,5,0,0,0,0,11,0,9,44,78,68,33,0,0,0,242,10,71,297,516,486,267,40,8,0,1697
