SA3_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
50703,252,0,6,0,0,261,121,0,4,0,0,128,104,3,3,0,0,111,203,0,3,0,0,212,366,15,16,0,0,398,1416,29,27,0,0,1464,1949,21,11,0,4,1979,2118,17,8,0,0,2146,696,3,0,0,0,705,378,3,0,0,0,379,221,0,0,0,0,226,418,7,0,0,0,421,8236,105,80,0,5,8429
50704,665,90,20,0,0,772,181,23,9,0,0,207,175,26,8,0,0,205,222,54,6,0,0,284,301,63,24,0,0,383,851,245,77,0,0,1170,1008,356,109,0,0,1478,2144,449,79,0,0,2674,1628,196,40,0,0,1868,1907,180,23,0,3,2107,1728,141,22,0,4,1898,667,109,23,0,0,799,11477,1935,431,0,7,13851
50705,689,37,11,0,0,733,312,15,6,0,0,333,253,8,4,0,0,273,511,34,11,5,0,557,758,52,26,0,0,835,3432,109,55,3,3,3603,5164,78,33,0,9,5277,6047,59,26,5,14,6146,2052,11,17,0,0,2079,1221,12,8,0,0,1243,744,6,6,0,0,756,1278,18,7,0,0,1305,22451,432,215,14,22,23137
50901,412,10,0,0,0,427,219,7,0,0,0,227,182,12,0,0,0,189,360,12,0,0,0,378,446,10,3,3,0,460,1362,29,0,3,5,1404,1372,20,0,5,0,1390,1237,20,0,0,8,1264,405,11,0,0,0,422,290,14,0,0,0,300,189,3,0,0,0,197,385,4,0,5,0,399,6859,153,10,17,20,7059
50902,482,4,0,5,0,489,228,0,0,0,0,229,251,3,0,0,5,257,407,6,0,0,0,416,476,5,0,4,0,486,1120,4,0,4,3,1133,1012,0,0,3,5,1025,1059,4,0,5,4,1072,508,0,0,4,6,510,350,0,0,0,0,350,209,0,0,0,3,216,388,5,0,4,0,398,6487,29,9,34,29,6586
50903,176,0,0,0,0,176,82,0,0,0,0,83,91,0,0,0,0,91,172,0,0,0,0,173,170,0,0,0,0,175,365,0,0,0,0,366,251,0,0,0,0,258,186,0,0,0,0,189,68,0,0,0,0,70,49,0,0,0,0,50,42,0,0,0,0,42,131,4,0,0,0,131,1788,5,0,4,4,1805
51001,56,5,0,12,5,77,12,0,0,5,4,22,13,4,0,7,0,17,38,5,0,18,0,53,51,8,5,11,0,78,164,14,5,18,0,203,216,17,6,17,0,251,372,22,5,25,3,419,238,13,0,10,3,262,246,4,0,9,0,259,141,0,0,14,7,169,105,3,0,12,5,128,1648,97,23,153,24,1943
51002,32,3,0,3,0,43,24,4,0,0,0,28,16,8,0,5,0,25,54,9,0,0,0,64,69,15,0,3,0,90,148,15,4,5,0,171,123,8,0,7,0,134,116,12,0,7,0,136,63,4,0,0,0,60,68,0,0,3,0,73,61,4,0,4,6,68,57,0,0,3,0,63,831,81,15,35,4,959
51003,45,4,0,7,0,52,9,4,0,0,0,13,11,4,0,0,0,15,37,8,0,0,0,46,31,6,0,0,0,45,165,33,4,10,0,210,243,22,0,4,0,274,336,34,0,4,4,376,156,10,0,0,5,177,158,7,0,0,0,166,155,0,0,4,0,165,73,5,0,3,0,78,1414,141,10,43,9,1617
51101,120,0,0,0,0,120,26,0,0,0,0,33,35,0,0,0,0,39,67,7,0,0,0,73,94,3,0,0,0,105,314,10,0,0,0,329,282,6,0,0,0,288,305,10,0,0,0,316,125,0,0,0,0,121,82,0,0,0,3,86,44,3,0,0,0,43,94,0,0,0,0,99,1593,35,0,9,9,1645
51102,34,0,0,14,0,52,22,0,0,0,0,25,25,0,0,4,0,26,34,0,0,7,0,45,39,5,0,9,0,53,114,4,0,15,0,135,101,3,0,14,0,116,148,0,0,29,0,178,75,0,0,9,0,86,51,0,0,12,0,66,41,0,0,8,6,55,47,0,0,13,0,61,734,15,0,139,5,898
51103,124,5,0,0,0,134,81,4,0,0,0,86,97,11,0,0,0,105,220,17,0,0,0,239,294,31,0,4,0,325,864,78,5,4,0,947,875,42,0,0,0,920,863,42,0,4,0,913,299,7,0,0,0,309,237,9,0,0,0,249,126,4,0,0,0,127,240,10,0,4,0,255,4327,252,12,22,4,4610
51104,281,14,0,9,3,309,161,5,0,0,0,167,120,9,0,0,0,132,310,15,6,4,0,339,388,25,3,4,0,416,1093,44,3,9,0,1147,1103,30,3,11,4,1159,1177,30,0,6,0,1210,391,7,0,6,0,400,320,13,0,0,0,332,197,7,0,3,4,211,370,6,4,8,0,386,5904,204,23,57,26,6214
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
