SA3_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
50502,3002,4058,7062,6986,9430,16412,0,0,0,1261,1474,2737,10,4,11,22325,25991,48316,210,323,537,3021,3262,6284,358,510,867,141,184,323,153,232,393,224,227,453,517,667,1182,694,932,1623,793,987,1779,71,102,171,108,157,265,1096,1694,2786,2733,3427,6158,66,83,153,40769,49692,90463,2797,2484,5283,4161,3880,8037,1260,1380,2638,3,10,15,875,786,1667,467,580,1052,1353,1377,2725,38342,36458,74802,323,244,565,163,244,404,38826,36950,75778,5861,5684,11543,190,256,449,98219,105755,203974
50503,2201,2927,5131,9044,11479,20525,14,8,21,2067,2295,4365,10,10,16,17095,19913,37008,191,253,447,1565,1616,3184,442,567,1012,451,506,960,147,157,303,318,324,645,644,789,1437,1678,1949,3621,1114,1301,2413,75,113,191,182,233,415,860,1208,2067,4091,4778,8864,111,117,231,40088,47633,87718,2558,2497,5058,3112,3104,6213,81,91,170,0,3,5,589,540,1127,325,464,784,909,1007,1911,43874,41813,85687,284,215,495,105,178,281,44265,42202,86465,5130,5005,10139,174,191,372,98520,104654,203173
50601,903,1212,2114,3598,4438,8040,0,0,0,1059,1150,2211,107,108,218,6558,7401,13963,82,100,184,105,126,238,171,218,390,103,116,222,81,88,168,115,95,212,288,313,598,826,975,1801,1053,1177,2224,39,53,95,253,283,535,383,510,895,2145,2470,4614,74,93,164,17042,19731,36778,2164,2147,4311,1323,1352,2676,16,16,37,3,0,6,1124,1008,2130,167,269,429,1294,1275,2572,19269,18349,37617,147,98,243,55,84,142,19477,18527,38003,2947,2805,5753,75,114,184,45238,47183,92423
50602,1240,1599,2840,2342,2764,5112,0,0,0,376,379,750,6,0,8,7041,7801,14842,71,88,161,244,255,501,129,140,268,61,78,142,67,97,162,52,57,105,189,223,411,282,374,656,349,398,745,29,50,81,82,105,188,423,524,945,1048,1288,2331,24,38,60,12811,14662,27469,1361,1134,2495,2366,2119,4489,22,26,49,7,0,7,319,226,550,135,177,304,457,402,858,16024,14183,30207,167,132,299,43,61,103,16226,14379,30609,3244,2798,6040,138,108,244,37869,37223,75090
50603,2845,3356,6196,2831,3638,6474,0,0,0,904,1040,1942,95,89,182,7693,8718,16415,125,169,292,207,228,440,113,161,278,61,73,137,73,97,166,118,115,234,416,451,862,629,734,1367,872,961,1823,20,54,72,121,191,314,694,947,1638,1904,2192,4097,64,78,139,16937,19927,36864,3179,2875,6047,3709,3175,6885,19,23,43,5,0,3,1372,1208,2576,184,220,406,1560,1426,2991,17059,15553,32611,136,91,230,50,84,135,17246,15731,32978,2687,2686,5375,186,172,352,48369,49363,97732
50604,2030,2547,4582,4071,5171,9242,0,3,4,1362,1525,2880,37,40,77,10053,11108,21158,142,162,304,236,258,503,192,265,457,141,150,293,95,118,218,181,180,362,422,495,921,980,1106,2089,791,858,1653,69,91,161,240,279,521,588,799,1389,2442,2753,5193,93,127,226,22143,25499,47638,2822,2734,5562,7009,6679,13685,24,22,41,6,6,12,1616,1432,3048,192,305,495,1814,1741,3553,21201,19163,40361,126,94,219,65,98,164,21389,19356,40746,4815,3748,8566,142,178,320,62186,62507,124686
50605,245,439,685,2926,3598,6525,0,0,0,418,493,905,121,105,227,5223,5876,11102,68,107,174,113,124,234,76,106,179,45,53,97,65,90,156,13,26,41,119,146,258,201,228,429,352,432,784,28,31,64,236,286,522,404,628,1030,1005,1198,2207,105,102,201,11521,13631,25146,473,454,928,628,606,1233,18,14,33,0,3,3,125,118,240,77,125,201,200,246,444,13282,12218,25506,87,71,161,26,58,84,13404,12345,25747,1515,1454,2966,39,21,58,28041,29197,57243
50606,133,149,278,1440,1828,3268,0,0,0,222,284,504,8,3,13,2000,2218,4221,17,22,43,48,33,80,44,60,101,41,48,92,20,39,61,8,4,14,71,82,156,198,221,424,464,478,940,12,14,24,31,56,96,153,214,364,717,790,1510,16,18,39,5510,6425,11939,223,243,473,200,195,391,0,3,8,0,0,0,252,245,503,36,75,111,293,322,615,7765,7711,15478,36,37,75,13,23,36,7819,7769,15590,1138,768,1896,17,26,46,15332,15898,31229
50607,580,779,1357,1817,2381,4197,0,0,0,202,287,496,30,24,50,4425,4917,9340,61,74,136,228,239,467,55,62,113,32,35,58,41,75,112,30,23,56,113,122,239,158,194,356,291,352,641,9,13,23,32,46,80,482,649,1133,526,668,1193,15,20,35,8547,10179,18721,426,405,828,586,483,1068,47,36,84,7,3,5,47,64,109,98,132,226,150,192,341,9102,8361,17464,100,67,170,28,42,69,9226,8474,17703,1248,1343,2589,98,74,172,20897,21969,42870
50701,787,1183,1973,4062,5133,9196,0,0,0,771,901,1673,34,38,74,14104,15817,29921,64,73,138,586,653,1234,166,206,378,59,64,125,87,109,200,49,53,101,314,378,693,641,737,1375,647,704,1353,40,48,89,70,89,161,496,759,1256,1722,2050,3772,54,57,113,23955,27877,51838,1024,1022,2047,823,876,1698,40,69,107,3,0,3,225,181,401,207,273,478,431,452,881,24773,23358,48131,175,127,309,83,151,238,25036,23642,48677,2908,2789,5697,98,103,199,55104,58009,113121
50702,185,298,479,1490,1915,3407,0,0,0,130,165,293,0,0,0,3691,4459,8148,19,26,40,112,128,241,35,49,87,5,9,11,33,49,84,4,4,12,55,53,107,47,72,118,185,211,395,8,6,12,18,9,24,205,288,490,292,354,645,12,13,27,6332,7797,14130,62,62,122,116,97,213,50,49,98,4,3,5,11,10,18,80,101,182,92,114,204,10448,10371,20821,89,91,178,59,81,145,10603,10541,21140,1699,1464,3164,135,96,228,19273,20513,39781
50703,211,397,615,1464,1824,3294,0,0,0,261,304,562,0,0,0,3710,4127,7836,42,50,94,125,138,259,153,209,364,86,87,173,25,38,63,16,20,36,213,218,424,308,338,646,239,231,469,31,63,91,82,90,168,166,233,397,968,1154,2120,50,62,107,7932,9192,17114,672,673,1344,363,353,718,14,0,14,0,3,3,511,440,951,65,121,185,572,557,1134,10081,9450,19532,74,64,136,39,68,96,10193,9576,19768,2692,1344,4036,44,24,74,22691,22119,44805
50704,1163,1723,2886,4880,6277,11154,0,0,0,867,1079,1946,85,96,184,11169,13433,24603,75,130,206,384,457,832,106,127,236,30,43,76,101,135,229,35,36,74,299,343,639,532,637,1173,1013,1179,2190,19,36,56,52,63,118,1025,1481,2503,1428,1820,3241,26,32,57,22126,27400,49524,851,868,1725,707,716,1421,47,46,97,0,3,4,171,190,362,220,278,501,397,467,870,21472,20638,42112,170,123,292,80,114,192,21721,20878,42598,2505,2807,5311,154,148,297,49672,55061,104736
50705,418,812,1231,7042,8864,15910,0,0,0,932,1098,2025,0,0,0,9140,10702,19838,191,242,435,292,353,647,326,438,770,264,271,540,174,231,410,32,41,66,292,333,623,579,668,1255,951,1058,2007,103,145,250,120,129,244,789,1094,1883,2172,2512,4688,84,94,178,23488,28277,51764,394,385,778,438,442,880,22,22,40,6,11,15,193,163,357,212,323,536,416,492,906,33794,32657,66450,195,154,354,90,203,292,34078,33014,67095,4356,3961,8317,97,105,203,63702,67513,131213
50901,192,309,500,3247,3929,7174,0,0,0,1077,1108,2186,97,86,180,2935,3368,6302,105,111,220,58,47,108,126,197,327,56,48,108,108,142,251,3,0,3,149,174,325,159,196,351,542,611,1160,37,58,97,124,118,243,635,892,1530,1130,1342,2471,27,29,59,10614,12477,23091,86,71,150,304,277,586,16,17,34,0,0,0,26,17,43,103,181,277,126,199,323,15366,14462,29836,98,69,169,52,103,154,15520,14637,30153,3293,2668,5961,56,25,83,30207,30682,60887
50902,109,207,317,3931,4305,8238,0,0,0,316,332,646,175,170,351,4128,4282,8406,174,180,352,75,73,148,152,171,330,23,38,61,67,92,158,14,19,34,99,110,209,90,91,187,344,354,694,60,84,141,149,163,307,770,880,1645,708,818,1527,32,35,68,11307,12197,23506,74,57,129,87,66,153,6,10,18,8,12,17,22,8,32,70,121,194,101,138,236,12945,10936,23884,66,38,103,38,71,112,13055,11049,24106,4291,3146,7436,123,61,183,29151,26924,56075
50903,32,53,93,1490,1514,3000,0,0,0,211,237,445,0,0,0,1297,1422,2725,22,14,36,11,16,26,53,88,144,9,12,29,22,45,69,0,0,0,23,20,40,40,40,79,147,150,294,13,23,36,40,44,87,372,375,747,268,269,534,10,5,17,4028,4273,8309,19,27,49,30,10,42,4,3,3,0,0,0,5,4,15,24,28,60,30,37,70,4777,3774,8552,22,13,26,15,19,35,4821,3798,8617,1274,1078,2343,18,11,34,10260,9296,19561
51001,128,249,381,1991,2157,4145,0,0,0,236,259,495,0,0,3,4682,5283,9965,35,44,80,49,55,100,60,62,116,15,14,32,78,90,167,8,0,7,597,685,1283,311,390,700,266,254,525,18,34,47,50,65,111,529,688,1216,686,779,1460,14,19,27,9621,10867,20484,83,49,133,98,63,159,17,18,36,158,165,320,15,11,24,50,52,101,222,226,449,9944,9122,19067,62,46,107,19,36,52,10028,9204,19230,5017,4621,9632,174,205,374,25379,25501,50881
51002,197,215,411,1444,853,2295,0,0,0,281,228,509,0,0,0,3374,2022,5400,33,33,63,87,56,146,63,62,126,58,45,97,132,103,231,12,5,13,96,53,147,166,152,317,213,98,316,13,7,22,101,109,209,266,187,448,593,461,1052,14,13,34,6950,4483,11438,252,126,376,404,259,665,9,3,14,108,90,205,30,14,43,65,37,108,205,145,349,9648,5532,15178,77,29,105,32,28,56,9754,5585,15337,8036,2717,10752,132,55,189,25935,13593,39529
51003,251,293,540,1748,1231,2977,0,0,0,300,220,518,4,0,4,3547,2490,6040,27,18,45,98,54,157,53,48,104,52,40,94,60,38,99,3,0,11,74,58,129,97,66,160,210,127,341,20,25,44,39,45,87,295,246,536,504,428,927,16,19,35,7152,5156,12303,243,158,399,229,132,362,16,12,35,92,85,172,31,20,59,43,36,74,171,139,307,10766,7110,17880,50,27,83,25,22,47,10848,7157,18005,7811,3209,11016,170,81,251,26886,16341,43222
51101,35,67,108,837,900,1738,0,0,0,119,123,237,0,0,0,966,955,1920,17,35,54,14,9,26,48,71,117,0,5,11,79,97,181,8,4,9,51,46,96,54,52,103,121,129,247,8,6,15,34,33,67,209,252,462,395,379,774,17,8,21,2977,3113,6085,12,12,27,22,14,31,3,5,7,3,3,10,6,3,8,17,20,31,24,32,51,4284,3717,7996,22,17,36,11,11,24,4314,3745,8058,1183,887,2068,27,12,43,8599,7883,16481
51102,88,114,203,1208,1174,2382,0,0,0,86,106,190,0,0,0,1455,1544,3005,68,70,137,38,41,71,58,64,123,4,0,3,23,27,45,0,0,0,36,42,86,38,47,79,143,130,276,11,15,23,26,14,45,210,266,475,202,209,412,0,5,3,3600,3753,7353,28,20,44,35,20,53,7,12,16,12,5,18,4,3,9,14,25,40,38,34,68,4119,3610,7733,27,14,39,6,15,20,4151,3637,7787,1275,1081,2360,107,70,179,9327,8733,18063
51103,201,261,461,1670,1314,2985,0,0,0,339,335,672,5,6,14,3712,3121,6833,154,203,357,77,56,129,69,82,151,126,151,274,106,80,183,9,5,13,162,156,318,161,156,314,253,231,485,28,29,56,78,87,166,305,313,617,935,956,1885,32,42,75,8213,7318,15525,240,180,423,226,138,360,11,10,16,84,92,181,50,49,98,53,74,126,190,209,403,11043,7712,18752,66,36,106,27,36,60,11133,7787,18921,7262,3197,10457,96,57,148,27567,19150,46720
51104,184,316,500,3636,4028,7664,0,0,0,277,270,548,0,0,3,5596,6082,11677,52,45,96,71,39,113,115,166,283,26,29,51,98,143,243,4,0,9,118,125,244,291,337,625,316,264,579,41,65,103,174,216,386,602,744,1349,654,748,1406,22,15,39,12095,13317,25416,119,92,205,304,319,628,14,18,31,15,14,26,19,14,32,72,99,176,112,119,232,13180,10908,24085,80,42,121,32,46,84,13292,10996,24287,5684,3785,9466,69,35,103,31880,28994,60876
59797,25,5,32,170,39,218,0,0,0,23,4,32,0,0,0,309,46,356,0,0,0,9,0,13,0,0,0,0,0,3,3,0,0,0,0,0,6,0,6,7,3,17,19,3,23,0,0,0,0,0,0,29,7,41,43,0,47,3,0,3,632,122,754,19,0,19,22,4,25,0,0,5,0,0,0,0,0,0,3,0,3,6,0,6,856,127,986,14,0,12,9,0,10,876,125,1001,1272,129,1401,143,16,164,3003,413,3413
