SA3_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
50502,79789,88201,167992,38440,24732,63170,12519,24417,36929,2344,2957,5302,2705,2495,5202,56009,54595,110602,20296,29961,50254,4.8,4.6,4.7,70.2,61.9,65.8,66.8,59.1,62.7,5972,6091,12065,1859,3376,5231,16909,21046,37948,7866,9384,17256,14363,7802,22166,767,1190,1958,1000,1929,2927,16128,10923,27056,79083,85363,164443,13622,14722,28347,49451,53901,103352,37869,41169,79040
50503,74814,82160,156971,38147,21940,60084,10618,24642,35258,2959,3088,6049,3158,3148,6311,54879,52820,107704,17237,26354,43591,5.8,6,5.9,73.4,64.3,68.6,69.1,60.5,64.6,2248,2400,4655,796,1911,2699,7717,12436,20152,6490,9639,16124,20736,11881,32622,1159,1805,2959,1089,2052,3137,22980,15738,38718,81814,86627,168441,11876,13134,25014,53994,56170,110165,33505,37477,70978
50601,33884,36333,70226,17299,9424,26726,4362,9796,14155,1148,1380,2530,1472,1520,2994,24278,22117,46404,8003,12558,20562,6.1,6.9,6.5,71.7,60.9,66.1,67.3,56.7,61.8,1421,1582,3000,422,826,1251,3894,5878,9772,2991,3848,6838,8779,5532,14308,567,816,1390,440,769,1211,9788,7119,16903,37070,38604,75678,5372,5765,11133,23244,23784,47028,15979,17561,33544
50602,31884,31379,63258,15599,9914,25514,4881,8116,13000,1096,1123,2212,1216,1056,2268,22792,20206,43000,6811,9240,16051,5.3,5.2,5.3,71.5,64.4,68,67.7,61,64.4,2373,2414,4788,600,1031,1631,6068,7280,13345,3005,3287,6291,5966,3171,9138,450,507,960,390,555,946,6809,4233,11043,28193,27978,56170,6581,6475,13057,16062,16044,32107,16924,16639,33560
50603,39048,40684,79734,17292,10040,27338,7134,11472,18610,1159,1200,2362,1596,1465,3060,27196,24174,51368,10185,14756,24943,5.9,6,6,69.6,59.4,64.4,65.5,55.8,60.6,3726,3550,7279,707,1282,1990,8396,9698,18090,3754,4113,7870,6391,3392,9783,499,564,1059,432,732,1163,7323,4685,12006,38525,39736,78255,7377,7072,14451,23538,24958,48491,19920,19584,39503
50604,48592,49484,98071,22508,12037,34547,6998,12693,19685,1588,1523,3112,2189,2074,4259,33287,28323,61606,13013,18947,31963,6.6,7.3,6.9,68.5,57.2,62.8,64,53,58.5,2331,2403,4732,506,967,1468,5888,8097,13985,4120,4687,8804,10722,6058,16774,700,971,1668,596,1060,1658,12020,8083,20102,50575,51628,102209,7031,7135,14163,34011,34441,68447,19973,20787,40759
50605,22142,23697,45834,10880,6104,16981,3000,6623,9620,775,859,1634,740,644,1386,15392,14234,29621,5973,8617,14588,4.8,4.5,4.7,69.5,60,64.6,66.2,57.3,61.6,823,850,1669,331,654,986,2590,3882,6473,1961,2676,4637,6268,3207,9478,315,484,802,323,585,909,6909,4278,11187,23690,24571,48262,2993,3304,6297,17240,17891,35130,8006,8655,16660
50606,11185,11981,23162,6161,3367,9528,1278,3641,4916,515,539,1063,300,362,661,8261,7913,16166,2545,3656,6205,3.7,4.6,4.1,73.9,66,69.8,71.2,63,66.9,215,264,480,97,283,381,807,1474,2276,836,1443,2281,3748,2181,5923,163,274,433,162,311,469,4072,2761,6836,12451,13116,25570,1771,2004,3773,8247,8393,16640,4803,5570,10372
50607,17456,18949,36406,8151,5452,13603,2926,5174,8100,474,572,1044,596,496,1093,12142,11695,23839,4566,6350,10916,4.9,4.2,4.6,69.6,61.7,65.5,66.1,59.1,62.5,2100,1889,3991,535,889,1422,4830,5380,10210,1555,1872,3424,2180,1286,3459,146,202,348,188,341,530,2509,1830,4340,16320,17093,33417,3522,3705,7223,9723,10493,20210,9181,9390,18575
50701,43432,46964,90398,23198,13616,36817,5847,14224,20072,1498,1730,3234,1580,1486,3063,32126,31062,63188,9697,14248,23941,4.9,4.8,4.9,74,66.1,69.9,70.3,63,66.5,2155,2334,4486,686,1506,2194,6264,9347,15607,3802,5110,8907,11411,6005,17417,623,868,1492,622,1032,1652,12655,7902,20562,44741,46902,91639,7507,8320,15832,28695,29976,58673,20240,22194,42434
50702,16133,17473,33610,6978,4545,11517,2588,5152,7747,526,612,1132,579,454,1033,10669,10767,21433,4327,5727,10052,5.4,4.2,4.8,66.1,61.6,63.8,62.5,59,60.7,1659,1767,3417,470,947,1418,3553,4821,8373,1488,1677,3161,2566,1232,3796,166,200,365,223,335,558,2959,1766,4726,14780,15827,30613,2866,3271,6142,9307,9983,19288,7423,8303,15726
50703,17272,17092,34365,8162,4563,12727,2032,4652,6682,637,678,1313,823,772,1590,11651,10663,22315,4859,5694,10551,7.1,7.2,7.1,67.5,62.4,64.9,62.7,57.9,60.3,498,616,1111,139,395,532,1691,2595,4287,1228,1734,2960,4435,2739,7180,344,465,805,208,401,614,4990,3607,8598,17314,17837,35151,2794,2993,5785,10704,10538,21242,7808,8762,16571
50704,40195,45888,86086,18604,11305,29904,6431,13406,19841,1070,1307,2380,1296,1195,2492,27406,27220,54620,11388,16941,28330,4.7,4.4,4.6,68.2,59.3,63.5,65,56.7,60.6,3994,3561,7553,1196,2083,3280,9927,12113,22045,3814,4867,8677,6536,3332,9866,396,597,993,535,1049,1585,7463,4981,12445,41075,45189,86266,6440,7290,13725,27494,30403,57894,17776,19876,37652
50705,48510,53148,101657,23605,12998,36603,5441,14582,20015,2133,1975,4112,2225,2108,4337,33406,31659,65062,12509,19026,31528,6.7,6.7,6.7,68.9,59.6,64,64.3,55.6,59.7,892,1051,1946,459,1135,1591,3261,6144,9403,4095,5858,9954,15540,9506,25047,861,1335,2195,717,1294,2009,17119,12134,29256,51016,54181,105193,8683,9600,18273,33183,34828,68011,22401,25256,47658
50901,24440,25295,49737,9957,5451,15408,3378,6995,10366,934,917,1849,610,484,1093,14876,13841,28722,7766,9711,17484,4.1,3.5,3.8,60.9,54.7,57.7,58.4,52.8,55.5,543,657,1200,269,675,943,2032,3643,5674,1692,2707,4398,6153,3531,9687,438,661,1097,350,570,918,6937,4764,11699,23171,23950,47128,3978,4248,8228,15690,15887,31578,10035,10985,21016
50902,24312,22336,46650,10156,5109,15263,2348,5297,7639,976,844,1821,667,489,1152,14152,11733,25885,7215,8350,15568,4.7,4.2,4.5,58.2,52.5,55.5,55.5,50.3,53,313,388,701,163,446,612,1263,2392,3657,1256,2008,3262,6120,2737,8855,296,538,835,327,474,804,6743,3750,10494,21503,20496,41997,3424,3368,6788,15574,14523,30097,8195,8213,16405
50903,8467,7591,16056,4132,1887,6014,834,1888,2719,378,309,693,214,142,357,5546,4232,9784,2044,2585,4629,3.8,3.4,3.6,65.5,55.8,60.9,63,53.9,58.7,82,101,192,62,150,216,534,1012,1544,427,678,1103,2057,939,2996,108,171,278,93,158,248,2256,1267,3518,7824,7048,14869,1222,1196,2420,5680,5051,10735,2908,2746,5653
51001,20420,20695,41114,6525,5163,11692,1521,2772,4293,1664,1745,3409,581,449,1026,10291,10123,20418,6949,7513,14462,5.6,4.4,5,50.4,48.9,49.7,47.6,46.8,47.2,597,829,1428,276,685,956,1969,3335,5311,1402,1793,3191,4713,1949,6658,237,427,663,283,396,681,5233,2769,8002,17188,17172,34360,3735,4247,7983,11509,11299,22804,8153,8891,17048
51002,23011,10866,33884,11596,4236,15828,1121,1460,2582,1124,623,1750,298,238,532,14141,6556,20695,1587,2143,3725,2.1,3.6,2.6,61.4,60.3,61.1,60.1,58.1,59.5,435,291,727,156,194,355,1415,1378,2794,1291,915,2207,6579,1452,8035,265,286,561,196,174,367,7040,1913,8956,14044,7963,22008,4007,2938,6943,7602,3620,11221,9512,6532,16043
51003,22842,12737,35582,11419,4398,15819,1222,2238,3464,1225,759,1984,249,229,476,14123,7622,21743,2165,2725,4888,1.8,3,2.2,61.8,59.8,61.1,60.7,58.1,59.8,481,381,860,174,326,501,1499,1851,3351,1427,1174,2596,6795,1762,8557,270,307,579,193,226,419,7257,2294,9554,14983,9888,24870,4224,3305,7530,8170,4766,12939,9950,7502,17453
51101,7000,6355,13359,3489,1571,5056,631,1623,2250,317,260,576,129,88,216,4560,3541,8099,1585,2208,3794,2.8,2.5,2.7,65.1,55.7,60.6,63.3,54.3,59,95,99,200,45,134,177,439,796,1238,372,566,942,1907,852,2761,90,164,256,69,126,192,2072,1139,3205,6200,5830,12031,1234,1150,2386,4153,3837,7987,2882,2768,5648
51102,7922,7527,15454,2283,1558,3843,621,1190,1812,967,846,1816,150,98,251,4021,3698,7716,2960,3006,5964,3.7,2.8,3.2,50.8,49.1,50,48.9,47.8,48.3,205,243,447,90,199,287,760,1187,1942,635,747,1379,2234,836,3063,87,148,232,121,165,281,2438,1145,3584,6749,6335,13089,1248,1287,2535,4791,4405,9198,2857,2894,5749
51103,23376,15297,38673,11358,5305,16664,1432,2855,4292,956,585,1541,466,329,794,14215,9075,23286,3094,3827,6926,3.3,3.6,3.4,60.8,59.3,60.2,58.8,57.2,58.2,531,412,938,152,302,456,1526,1688,3214,987,1089,2084,5938,1923,7861,285,361,648,209,271,477,6426,2555,8981,16418,12798,29217,4100,3297,7393,10396,7772,18175,8970,7254,16224
51104,26515,23846,50362,10686,5554,16238,2552,5571,8121,1210,994,2196,744,559,1300,15190,12667,27859,6877,8374,15250,4.9,4.4,4.7,57.3,53.1,55.3,54.5,50.8,52.7,443,452,894,219,558,774,1622,2762,4380,1503,2167,3670,7014,3229,10237,407,634,1037,309,471,786,7726,4332,12062,22331,21317,43651,3943,3898,7843,15392,14396,29790,9565,9549,19109
59797,2854,392,3249,1339,139,1478,54,20,77,115,31,147,7,0,7,1525,190,1711,87,81,165,0.6,0.5,0.6,53.3,48.1,52.7,53,47.8,52.4,43,16,55,15,15,31,208,68,277,257,34,292,659,43,703,22,9,28,39,4,41,722,57,776,1324,213,1540,286,55,345,925,147,1067,678,129,801
