IARE_CODE_2021,S_Eng_on_Sp_Eng_on,S_Eng_o_UAILE_Vw_w,S_Eng_o_UAILE_Nw_nal,S_Eng_o_UAILE_Tot,S_Eng_o_Ns,S_Eng_o_Tot,UAIL_AIL_nfd_Sp_Eng_on,UAIL_AIL_nfd_UAILE_Vw_w,UAIL_AIL_nfd_UAILE_Nw_nal,UAIL_AIL_nfd_UAILE_Tot,UAIL_AIL_nfd_Ns,UAIL_AIL_nfd_Tot,UAIL_ALDRRL_Sp_Eng_on,UAIL_ALDRRL_UAILE_Vw_w,UAIL_ALDRRL_UAILE_Nw_nal,UAIL_ALDRRL_UAILE_Tot,UAIL_ALDRRL_Ns,UAIL_ALDRRL_Tot,UAIL_Yol_Mat_Sp_Eng_on,UAIL_Yol_Mat_UAILE_Vw_w,UAIL_Yol_Mat_UAILE_Nw_nal,UAIL_Yol_Mat_UAILE_Tot,UAIL_Yol_Mat_Ns,UAIL_Yol_Mat_Tot,UAIL_CYPL_Sp_Eng_on,UAIL_CYPL_UAILE_Vw_w,UAIL_CYPL_UAILE_Nw_nal,UAIL_CYPL_UAILE_Tot,UAIL_CYPL_Ns,UAIL_CYPL_Tot,UAIL_TSIL_Sp_Eng_on,UAIL_TSIL_UAILE_Vw_w,UAIL_TSIL_UAILE_Nw_nal,UAIL_TSIL_UAILE_Tot,UAIL_TSIL_Ns,UAIL_TSIL_Tot,UAIL_NDFAL_Sp_Eng_on,UAIL_NDFAL_UAILE_Vw_w,UAIL_NDFAL_UAILE_Nw_nal,UAIL_NDFAL_UAILE_Tot,UAIL_NDFAL_Ns,UAIL_NDFAL_Tot,UAIL_Arand_Sp_Eng_on,UAIL_Arand_UAILE_Vw_w,UAIL_Arand_UAILE_Nw_nal,UAIL_Arand_UAILE_Tot,UAIL_Arand_Ns,UAIL_Arand_Tot,UAIL_WDL_Sp_Eng_on,UAIL_WDL_UAILE_Vw_w,UAIL_WDL_UAILE_Nw_nal,UAIL_WDL_UAILE_Tot,UAIL_WDL_UAILE_Ns,UAIL_WDL_Tot,UAIL_KAL_Sp_Eng_on,UAIL_KAL_UAILE_Vw_w,UAIL_KAL_UAILE_Nw_nal,UAIL_KAL_UAILE_Tot,UAIL_KAL_Ns,UAIL_KAL_Tot,UAIL_OAIL_Sp_Eng_on,UAIL_OAIL_UAILE_Vw_w,UAIL_OAIL_UAILE_Nw_nal,UAIL_OAIL_UAILE_Tot,UAIL_OAIL_Ns,UAIL_OAIL_Tot,UAIL_TAIL_Sp_Eng_on,UAIL_TAIL_UAILE_Vw_w,UAIL_TAIL_UAILE_Nw_nal,UAIL_TAIL_UAILE_Tot,UAIL_TAIL_Ns,UAIL_TAIL_Tot,Uol_Sp_Eng_on,Uol_UAILE_Vw_w,Uol_UAILE_Nw_nal,Uol_UAILE_Tot,Uol_NS,Uol_Tot,Luah_ns_Sp_Eng_on,Luah_ns_UAILE_Vw_w,Luah_ns_UAILE_Nw_nal,Luah_ns_UAILE_Tot,Luah_ns_Ns,Luah_ns_Tot,Tot_Sp_Eng_on,Tot_UAILE_Vw_w,Tot_UAILE_Nw_nal,Tot_UAILE_Tot,Tot_Ns,Tot_Tot
IARE503002,363,..,..,..,..,363,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,21,0,21,..,0,0,0,0,0,..,3,0,3,0,3,..,29,0,27,0,32,..,3,0,3,0,3,..,15,0,15,11,23,363,48,0,45,14,421
IARE503003,1644,..,..,..,..,1644,..,38,5,43,0,43,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,79,3,81,0,84,..,0,0,0,0,0,..,25,0,23,0,23,..,142,9,152,0,152,..,9,4,18,0,18,..,88,12,104,321,427,1644,242,21,267,323,2231
IARE503004,160,..,..,..,..,160,..,5,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,764,52,817,13,825,..,0,0,0,0,0,..,0,0,0,0,0,..,777,51,831,13,838,..,4,0,7,0,7,..,25,3,28,9,35,160,807,62,863,19,1044
IARE503005,138,..,..,..,..,138,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,88,4,92,0,91,..,0,0,0,0,0,..,14,0,14,0,22,..,112,4,116,3,118,..,4,0,4,0,4,..,0,0,0,0,4,138,116,4,121,5,267
IARE503006,16,..,..,..,..,16,..,7,0,7,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,361,28,390,6,394,..,0,0,0,0,0,..,0,0,0,0,0,..,372,28,401,8,403,..,0,0,3,0,3,..,9,0,7,0,10,16,378,32,412,8,431
IARE503007,27,..,..,..,..,27,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,92,4,97,0,97,..,0,0,0,0,0,..,0,0,0,0,0,..,93,4,97,0,97,..,0,0,0,0,0,..,9,0,10,5,17,27,103,7,109,5,141
IARE504001,209,..,..,..,..,209,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,162,7,168,0,169,..,155,8,164,0,169,..,331,16,350,3,353,..,0,0,0,0,0,..,10,0,16,9,18,209,346,17,359,9,582
IARE504002,81,..,..,..,..,81,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,276,20,302,19,325,..,0,0,0,0,0,..,364,33,392,7,399,..,15,0,15,3,19,..,48,4,53,0,53,..,706,60,763,28,788,..,0,0,0,4,4,..,13,5,15,23,42,81,713,66,780,58,919
IARE504003,748,..,..,..,..,748,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,167,14,179,0,177,..,0,0,0,0,0,..,11,0,14,0,14,..,35,0,39,5,41,..,58,4,58,17,77,..,271,27,296,22,312,..,0,4,7,3,6,..,21,3,20,33,56,748,285,30,321,61,1133
IARE504004,55,..,..,..,..,55,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,18,13,35,..,0,0,0,0,0,..,4,0,4,0,4,..,133,9,141,0,141,..,54,7,56,0,56,..,207,13,221,13,237,..,4,0,4,0,4,..,15,0,14,36,51,55,224,17,242,53,349
IARE504005,271,..,..,..,..,271,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,4,25,0,25,..,22,3,22,0,24,..,45,5,44,0,51,..,0,0,0,0,0,..,17,5,21,0,21,271,63,7,73,0,343
IARE504006,988,..,..,..,..,988,..,4,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,30,0,26,0,26,..,0,0,0,0,0,..,0,0,0,0,0,..,116,0,116,8,117,..,39,0,39,0,39,..,198,0,202,8,207,..,21,7,24,0,28,..,33,0,36,71,100,988,246,9,258,80,1314
IARE504007,177,..,..,..,..,177,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,6,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,31,4,39,0,39,..,0,0,0,3,3,..,41,7,47,3,46,..,0,0,0,0,0,..,0,4,4,5,12,177,41,4,43,7,229
IARE504008,384,..,..,..,..,384,..,17,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,19,0,19,0,19,..,46,0,46,0,46,..,3,0,3,0,3,..,4,0,4,11,14,384,56,0,56,11,448
IARE505001,2491,..,..,..,..,2491,..,21,0,21,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,93,0,91,0,93,..,126,0,122,3,129,..,18,3,21,0,27,..,86,3,92,46,137,2491,231,5,238,55,2785
IARE505002,362,..,..,..,..,362,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,14,0,14,0,14,..,12,0,8,0,8,..,7,0,7,4,9,362,30,0,37,4,399
IARE505003,939,..,..,..,..,939,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,35,0,36,0,36,..,44,0,47,0,47,..,20,0,25,0,26,..,30,0,30,8,40,939,89,4,97,12,1050
IARE505004,984,..,..,..,..,984,..,31,0,31,0,31,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,3,23,0,27,..,57,3,63,0,65,..,14,4,19,0,23,..,40,0,40,30,59,984,107,4,118,27,1129
IARE505005,1076,..,..,..,..,1076,..,10,0,10,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,3,..,59,0,60,0,60,..,74,0,76,6,78,..,23,0,24,0,27,..,41,4,46,5,48,1076,138,8,147,11,1236
IARE505006,2031,..,..,..,..,2031,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,13,0,10,0,10,..,0,0,0,0,0,..,76,0,74,0,77,..,111,4,113,0,111,..,22,8,27,0,27,..,44,3,49,28,77,2031,174,8,185,29,2248
IARE505007,558,..,..,..,..,558,..,0,3,3,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,24,0,24,..,23,3,23,0,26,..,8,0,4,0,4,..,8,3,11,18,24,558,41,7,45,22,621
IARE505008,2670,..,..,..,..,2670,..,18,0,18,3,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,125,6,132,0,134,..,151,6,157,0,166,..,28,6,38,4,41,..,93,6,93,477,573,2670,271,19,297,479,3448
IARE505009,1294,..,..,..,..,1294,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,5,0,5,0,5,..,21,0,21,0,21,..,37,0,40,0,40,..,17,3,21,0,21,..,18,6,21,6,30,1294,67,11,81,6,1386
IARE505010,1212,..,..,..,..,1212,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,35,0,35,0,35,..,58,0,58,0,58,..,15,0,13,0,13,..,33,5,32,29,66,1212,103,5,108,31,1350
IARE505011,1396,..,..,..,..,1396,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,46,0,46,0,44,..,65,0,65,0,65,..,7,0,7,0,7,..,36,0,36,509,547,1396,111,0,111,510,2016
IARE505012,824,..,..,..,..,824,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,16,0,16,0,16,..,11,3,21,0,21,..,24,4,26,38,62,824,45,9,59,38,927
IARE505013,900,..,..,..,..,900,..,0,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,43,0,43,0,47,..,57,0,55,0,58,..,11,5,17,0,17,..,22,0,24,598,623,900,93,6,96,599,1594
IARE505014,1010,..,..,..,..,1010,..,17,0,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,45,0,45,0,45,..,77,0,76,0,82,..,30,3,31,0,36,..,28,0,28,16,34,1010,134,7,138,17,1164
IARE505015,3259,..,..,..,..,3259,..,27,0,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,87,0,90,0,93,..,122,3,127,0,125,..,37,15,55,5,57,..,78,7,84,43,138,3259,234,27,262,54,3579
IARE505016,796,..,..,..,..,796,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,0,0,0,0,0,..,13,0,13,0,13,..,21,0,21,0,21,..,9,0,12,0,12,..,25,0,25,67,92,796,54,0,62,67,920
IARE505017,1111,..,..,..,..,1111,..,3,0,3,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,9,..,30,0,35,0,35,..,51,0,54,0,54,..,18,4,21,3,24,..,46,6,51,59,104,1111,118,6,125,59,1297
IARE505018,2406,..,..,..,..,2406,..,24,0,25,0,27,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,8,0,8,..,4,0,4,0,4,..,70,6,72,0,72,..,114,10,118,0,122,..,40,7,46,0,48,..,69,5,71,45,122,2406,219,19,242,50,2699
IARE505019,4533,..,..,..,..,4533,..,39,0,39,0,39,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,23,0,23,0,23,..,9,0,9,0,11,..,168,0,169,5,173,..,257,3,263,3,267,..,51,19,65,3,67,..,113,10,128,183,309,4533,421,25,451,191,5170
IARE505020,1872,..,..,..,..,1872,..,8,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,17,0,17,..,0,0,0,0,0,..,61,0,66,0,66,..,96,0,98,0,98,..,17,13,28,0,34,..,29,5,33,22,61,1872,139,15,160,29,2061
IARE505021,1724,..,..,..,..,1724,..,16,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,54,0,61,0,61,..,84,0,85,0,85,..,16,9,27,0,27,..,44,3,49,29,76,1724,143,12,159,29,1910
IARE506001,707,..,..,..,..,707,..,23,0,23,0,23,..,21,0,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,709,90,797,12,802,..,0,0,0,0,0,..,121,4,120,0,120,..,868,103,966,12,980,..,16,6,17,0,20,..,24,3,29,16,42,707,905,107,1017,30,1746
IARE506002,647,..,..,..,..,647,..,19,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,124,7,127,4,133,..,152,13,156,3,163,..,4,4,7,4,10,..,11,0,13,23,40,647,170,16,182,34,862
IARE506003,1262,..,..,..,..,1262,..,19,0,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,105,8,105,0,108,..,137,8,147,4,150,..,12,3,12,0,12,..,80,0,85,18,101,1262,231,8,240,19,1530
IARE506004,2279,..,..,..,..,2279,..,28,3,31,0,29,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,50,5,51,0,53,..,0,0,0,0,0,..,0,0,0,0,0,..,53,0,55,0,53,..,3,0,3,0,3,..,158,17,174,3,175,..,302,24,325,7,328,..,44,3,51,3,55,..,150,7,157,97,254,2279,492,34,526,108,2916
IARE506005,469,..,..,..,..,469,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,345,3,351,7,356,..,363,3,364,7,369,..,9,0,9,0,9,..,35,5,35,186,224,469,402,8,408,190,1070
IARE507001,1234,..,..,..,..,1234,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,22,0,22,..,31,0,31,0,31,..,7,0,9,0,9,..,19,0,23,184,207,1234,57,4,58,184,1476
IARE507002,899,..,..,..,..,899,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,30,0,30,0,30,..,9,3,13,0,12,..,15,0,15,17,37,899,50,3,50,24,976
IARE507003,1179,..,..,..,..,1179,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,35,5,38,0,38,..,48,3,49,0,49,..,21,5,19,0,19,..,21,0,20,127,147,1179,87,5,95,127,1402
IARE507004,732,..,..,..,..,732,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,29,0,31,0,36,..,34,0,36,0,40,..,3,6,7,0,7,..,7,0,8,10,19,732,51,5,54,13,797
IARE507005,299,..,..,..,..,299,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,14,0,14,0,14,..,5,0,5,0,5,..,9,0,9,11,19,299,24,0,26,11,337
IARE507006,747,..,..,..,..,747,..,8,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,30,0,30,0,30,..,15,0,18,0,22,..,16,0,16,6,26,747,57,3,62,7,815
IARE507007,338,..,..,..,..,338,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,26,0,26,..,23,0,28,0,28,..,0,0,0,0,0,..,12,0,11,9,20,338,35,0,34,9,385
