IARE_CODE_2021,Ind_15_19_PD_GD_GCL_M,Ind_15_19_BDL_M,Ind_15_19_ADip_DipL_M,Ind_15_19_Ct_III_IV_M,Ind_15_19_Ct_I_II_M,Ind_15_19_CL_nfd_M,Ind_15_19_LoE_NS_M,Ind_15_19_Tot_M,Ind_20_24_PD_GD_GCL_M,Ind_20_24_BDL_M,Ind_20_24_ADip_DipL_M,Ind_20_24_Ct_III_IV_M,Ind_20_24_Ct_I_II_M,Ind_20_24_CL_nfd_M,Ind_20_24_LoE_NS_M,Ind_20_24_Tot_M,Ind_25_34_PD_GD_GCL_M,Ind_25_34_BDL_M,Ind_25_34_ADip_DipL_M,Ind_25_34_Ct_III_IV_M,Ind_25_34_Ct_I_II_M,Ind_25_34_CL_nfd_M,Ind_25_34_LoE_NS_M,Ind_25_34_Tot_M,Ind_35_44_PD_GD_GCL_M,Ind_35_44_BDL_M,Ind_35_44_ADip_DipL_M,Ind_35_44_Ct_III_IV_M,Ind_35_44_Ct_I_II_M,Ind_35_44_CL_nfd_M,Ind_35_44_LoE_NS_M,Ind_35_44_Tot_M,Ind_45_54_PD_GD_GCL_M,Ind_45_54_BDL_M,Ind_45_54_ADip_DipL_M,Ind_45_54_Ct_III_IV_M,Ind_45_54_Ct_I_II_M,Ind_45_54_CL_nfd_M,Ind_45_54_LoE_NS_M,Ind_45_54_Tot_M,Ind_55_64_PD_GD_GCL_M,Ind_55_64_BDL_M,Ind_55_64_ADip_DipL_M,Ind_55_64_Ct_III_IV_M,Ind_55_64_Ct_I_II_M,Ind_55_64_CL_nfd_M,Ind_55_64_LoE_NS_M,Ind_55_64_Tot_M,Ind_65ov_PtgdDe_GdDp_GdCt_M,Ind_65ov_BDL_M,Ind_65ov_ADip_DipL_M,Ind_65ov_Ct_III_IV_M,Ind_65ov_Ct_I_II_M,Ind_65ov_CL_nfd_M,Ind_65ov_LoE_NS_M,Ind_65ov_Tot_M,Ind_Tot_PD_GD_GCL_M,Ind_Tot_BDL_M,Ind_Tot_ADip_DipL_M,Ind_Tot_Ct_III_IV_M,Ind_Tot_Ct_I_II_M,Ind_tot_CL_nfd_M,Ind_Tot_LoE_NS_M,Ind_Tot_Tot_M,NonI_15_19_PD_GD_GCL_M,NonI_15_19_BDL_M,NonI_15_19_ADip_DipL_M,NonI_15_19_Ct_III_IV_M,NonI_15_19_Ct_I_II_M,NonI_15_19_CL_nfd_M,NonI_15_19_LoE_NS_M,NonI_15_19_Tot_M,NonI_20_24_PD_GD_GCL_M,NonI_20_24_BDL_M,NonI_20_24_ADip_DipL_M,NonI_20_24_Ct_III_IV_M,NonI_20_24_Ct_I_II_M,NonI_20_24_CL_nfd_M,NonI_20_24_LoE_NS_M,NonI_20_24_Tot_M,NonI_25_34_PD_GD_GCL_M,NonI_25_34_BDL_M,NonI_25_34_ADip_DipL_M,NonI_25_34_Ct_III_IV_M,NonI_25_34_Ct_I_II_M,NonI_25_34_CL_nfd_M,NonI_25_34_LoE_NS_M,NonI_25_34_Tot_M,NonI_35_44_PD_GD_GCL_M,NonI_35_44_BDL_M,NonI_35_44_ADip_DipL_M,NonI_35_44_Ct_III_IV_M,NonI_35_44_Ct_I_II_M,NonI_35_44_CL_nfd_M,NonI_35_44_LoE_NS_M,NonI_35_44_Tot_M,NonI_45_54_PD_GD_GCL_M,NonI_45_54_BDL_M,NonI_45_54_ADip_DipL_M,NonI_45_54_Ct_III_IV_M,NonI_45_54_Ct_I_II_M,NonI_45_54_CL_nfd_M,NonI_45_54_LoE_NS_M,NonI_45_54_Tot_M,NonI_55_64_PD_GD_GCL_M,NonI_55_64_BDL_M,NonI_55_64_ADip_DipL_M,NonI_55_64_Ct_III_IV_M,NonI_55_64_Ct_I_II_M,NonI_55_64_CL_nfd_M,NonI_55_64_LoE_NS_M,NonI_55_64_Tot_M,NonI_65ov_PtgdDe_GdDp_GdCt_M,NonI_65ov_BDL_M,NonI_65ov_ADip_DipL_M,NonI_65ov_Ct_III_IV_M,NonI_65ov_Ct_I_II_M,NonI_65ov_CL_nfd_M,NonI_65ov_LoE_NS_M,NonI_65ov_Tot_M,NonI_Tot_PD_GD_GCL_M,NonI_Tot_BDL_M,NonI_Tot_ADip_DipL_M,NonI_Tot_Ct_III_IV_M,NonI_Tot_Ct_I_II_M,NonI_tot_CL_nfd_M,NonI_Tot_LoE_NS_M,NonI_Tot_Tot_M,IS_NS_15_19_PD_GD_GCL_M,IS_NS_15_19_BDL_M,IS_NS_15_19_ADip_DipL_M,IS_NS_15_19_Ct_III_IV_M,IS_NS_15_19_Ct_I_II_M,IS_NS_15_19_CL_nfd_M,IS_NS_15_19_LoE_NS_M,IS_NS_15_19_Tot_M,IS_NS_20_24_PD_GD_GCL_M,IS_NS_20_24_BDL_M,IS_NS_20_24_ADip_DipL_M,IS_NS_20_24_Ct_III_IV_M,IS_NS_20_24_Ct_I_II_M,IS_NS_20_24_CL_nfd_M,IS_NS_20_24_LoE_NS_M,IS_NS_20_24_Tot_M,IS_NS_25_34_PD_GD_GCL_M,IS_NS_25_34_BDL_M,IS_NS_25_34_ADip_DipL_M,IS_NS_25_34_Ct_III_IV_M,IS_NS_25_34_Ct_I_II_M,IS_NS_25_34_CL_nfd_M,IS_NS_25_34_LoE_NS_M,IS_NS_25_34_Tot_M,IS_NS_35_44_PD_GD_GCL_M,IS_NS_35_44_BDL_M,IS_NS_35_44_ADip_DipL_M,IS_NS_35_44_Ct_III_IV_M,IS_NS_35_44_Ct_I_II_M,IS_NS_35_44_CL_nfd_M,IS_NS_35_44_LoE_NS_M,IS_NS_35_44_Tot_M,IS_NS_45_54_PD_GD_GCL_M,IS_NS_45_54_BDL_M,IS_NS_45_54_ADip_DipL_M,IS_NS_45_54_Ct_III_IV_M,IS_NS_45_54_Ct_I_II_M,IS_NS_45_54_CL_nfd_M,IS_NS_45_54_LoE_NS_M,IS_NS_45_54_Tot_M,IS_NS_55_64_PD_GD_GCL_M,IS_NS_55_64_BDL_M,IS_NS_55_64_ADip_DipL_M,IS_NS_55_64_Ct_III_IV_M,IS_NS_55_64_Ct_I_II_M,IS_NS_55_64_CL_nfd_M,IS_NS_55_64_LoE_NS_M,IS_NS_55_64_Tot_M,IS_NS_65ov_PtgdDe_GdDp_GdCt_M,IS_NS_65ov_BDL_M,IS_NS_65ov_ADip_DipL_M,IS_NS_65ov_Ct_III_IV_M,IS_NS_65ov_Ct_I_II_M,IS_NS_65ov_CL_nfd_M,IS_NS_65ov_LoE_NS_M,IS_NS_65ov_Tot_M,IS_NS_Tot_PD_GD_GCL_M,IS_NS_Tot_BDL_M,IS_NS_Tot_ADip_DipL_M,IS_NS_Tot_Ct_III_IV_M,IS_NS_Tot_Ct_I_II_M,IS_NS_tot_CL_nfd_M,IS_NS_Tot_LoE_NS_M,IS_NS_Tot_Tot_M,Tot_15_19_PD_GD_GCL_M,Tot_15_19_BDL_M,Tot_15_19_ADip_DipL_M,Tot_15_19_Ct_III_IV_M,Tot_15_19_Ct_I_II_M,Tot_15_19_CL_nfd_M,Tot_15_19_LoE_NS_M,Tot_15_19_Tot_M
IARE503002,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,3,4,17,0,0,0,0,0,0,0,3,0,4,0,3,0,0,3,12,0,0,0,0,0,0,5,9,0,0,0,3,0,0,5,7,0,4,6,27,3,3,19,52,0,0,0,4,0,0,5,16,0,4,3,22,3,0,5,36,4,20,7,89,5,0,3,139,7,13,7,72,5,0,3,107,5,12,11,88,3,0,14,141,4,9,13,90,0,3,18,137,3,5,6,61,0,4,14,101,26,67,54,428,23,12,65,675,0,0,0,0,0,0,17,17,0,0,0,0,0,0,39,39,0,0,0,0,0,0,111,109,0,0,0,0,0,0,89,89,0,0,0,4,0,0,103,102,0,0,0,0,0,0,66,70,0,0,0,0,0,0,52,49,0,0,0,6,0,0,473,477,0,0,0,7,4,0,28,35
IARE503003,0,0,0,0,3,0,13,17,0,5,0,17,10,0,13,47,0,4,0,54,7,3,16,86,0,0,4,28,0,0,20,53,0,5,0,22,0,0,13,48,0,0,3,15,0,0,12,32,0,0,0,8,0,0,15,23,6,10,13,143,24,7,92,297,0,0,0,42,27,6,16,94,18,50,10,233,58,10,22,410,116,266,95,841,27,17,56,1425,112,233,152,790,18,28,64,1399,83,138,114,719,14,30,41,1144,42,97,108,557,6,23,44,876,21,61,56,339,3,16,84,578,400,839,535,3519,169,130,338,5929,0,0,0,0,0,0,51,51,0,0,0,0,0,0,101,98,0,0,0,5,0,0,224,227,0,0,0,0,0,0,194,201,0,0,0,0,0,0,189,195,0,0,0,6,0,0,188,192,0,0,0,3,0,0,157,160,0,4,3,12,0,0,1108,1127,0,0,0,44,36,6,75,155
IARE503004,0,0,0,0,0,0,7,10,0,0,0,0,0,0,4,6,0,0,0,3,0,0,3,13,0,0,0,8,0,0,4,13,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,22,0,0,19,48,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,9,0,14,7,34,0,0,4,69,4,10,9,24,0,0,4,62,3,9,10,19,0,0,6,46,6,10,5,22,0,0,4,47,0,0,3,10,0,0,0,17,13,50,37,120,8,0,20,246,0,0,0,0,0,0,5,5,0,0,0,0,0,0,28,28,0,0,0,0,0,0,105,105,0,0,0,0,0,0,83,83,0,0,0,0,0,0,87,87,0,0,0,0,0,0,62,62,0,0,0,0,0,0,11,11,0,0,0,0,0,0,376,376,0,0,0,0,0,0,10,11
IARE503005,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,3,26,0,0,0,0,0,0,0,3,0,9,3,15,9,0,6,39,7,17,13,73,6,0,9,126,7,10,15,59,4,0,4,95,4,8,7,41,0,5,8,67,4,7,3,33,0,3,0,50,0,4,9,22,0,0,6,35,21,45,51,240,21,8,28,420,0,0,0,0,0,0,7,7,0,0,0,0,0,0,68,68,0,0,0,0,0,0,142,142,0,0,0,0,0,0,107,107,0,0,0,0,0,0,64,64,0,0,0,0,0,0,51,55,0,0,0,0,0,0,21,21,0,0,0,0,0,0,458,458,0,0,0,0,4,0,9,13
IARE503006,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,3
IARE503007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,3,0,16,0,0,3,27,0,0,5,9,0,0,0,17,0,3,5,13,0,0,0,24,0,0,3,10,0,0,0,13,0,3,0,4,0,0,0,7,3,15,15,58,4,0,3,95,0,0,0,0,0,0,7,7,0,0,0,0,0,0,12,12,0,0,0,0,0,0,28,28,0,0,0,0,0,0,30,30,0,0,0,0,0,0,19,19,0,0,0,0,0,0,7,14,0,0,0,0,0,0,8,8,0,0,0,0,0,0,108,104,0,0,0,6,0,0,6,12
IARE504001,0,0,0,4,3,0,5,9,0,0,0,9,0,0,0,8,0,0,0,13,3,3,4,27,0,0,0,14,6,0,5,25,0,0,0,8,0,0,0,8,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,45,9,8,18,77,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,7,0,10,0,0,0,21,0,5,0,7,0,0,0,15,0,4,0,4,0,0,0,6,0,0,4,0,0,0,0,9,0,0,0,0,0,0,4,11,5,12,8,30,0,3,6,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,29,27,0,0,0,4,3,0,4,6
IARE504002,0,0,0,0,0,0,7,7,0,0,0,0,0,0,8,10,0,0,0,6,0,3,7,18,0,0,0,9,5,5,3,23,0,0,0,10,0,0,4,10,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,29,7,6,27,71,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,3,0,0,0,0,8,0,3,0,4,0,0,0,5,5,3,0,0,0,0,0,4,0,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,6,12,5,21,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,11,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,0,0,0,0,0,0,7,7
IARE504003,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,0,0,0,0,8,0,0,9,18,0,0,0,12,0,0,12,27,0,0,0,10,0,0,7,16,0,0,0,3,0,0,7,7,0,0,0,0,0,0,3,4,0,0,4,31,5,0,42,81,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,6,4,10,0,6,0,0,0,25,0,5,0,13,0,0,0,19,0,0,0,10,0,0,0,14,4,4,6,10,0,0,0,20,0,4,5,5,0,0,5,7,10,24,8,45,3,0,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,15,19,0,0,0,0,0,0,15,17,0,0,0,0,0,0,17,22,0,0,0,0,0,0,9,14,0,0,0,0,0,0,10,10,0,0,0,0,0,0,70,79,0,0,0,0,0,0,11,11
IARE504004,0,0,0,5,0,0,9,12,0,0,0,0,0,0,4,4,0,0,0,4,0,0,4,9,0,0,0,11,0,0,11,13,0,0,0,5,0,0,3,5,0,0,0,3,0,0,0,8,0,0,0,0,0,0,4,4,0,0,0,19,3,0,40,63,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,6,4,3,6,14,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,5,0,0,10,12
IARE504005,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,13,13,0,0,0,0,0,0,4,4
IARE504006,0,0,0,0,0,0,9,18,0,0,0,0,3,0,6,16,0,3,0,19,0,0,10,39,0,0,3,15,0,0,12,29,0,0,0,6,0,0,8,17,0,5,0,8,0,0,7,23,0,0,4,5,0,0,8,17,7,6,7,52,5,10,64,155,0,0,0,3,0,0,0,13,0,13,8,19,0,0,9,43,17,58,29,80,0,0,10,192,12,34,25,74,0,3,5,149,7,22,8,81,0,0,3,124,18,16,11,53,3,0,7,115,4,13,3,34,0,0,10,68,58,152,85,344,8,13,52,705,0,0,0,0,0,0,13,13,0,0,0,0,0,0,18,18,0,0,0,0,0,0,75,74,0,0,0,0,0,0,47,47,0,0,0,0,0,0,44,44,0,0,0,0,0,0,41,41,0,0,0,0,0,0,28,33,0,6,0,0,0,0,278,279,0,0,0,4,4,0,31,46
IARE504007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,9,0,0,0,4,0,0,3,13,0,0,0,3,0,0,5,7,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,0,4,15,5,0,13,37,0,0,0,6,0,0,0,3,0,0,0,3,0,0,3,3,0,9,5,13,0,0,5,28,7,11,3,27,0,0,0,46,4,8,6,38,0,0,3,54,8,5,10,19,0,4,0,49,4,5,4,15,0,0,0,27,18,29,20,121,5,3,15,220,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,13,0,0,0,0,0,0,10,14,0,0,0,0,0,0,20,20,0,0,0,0,0,0,29,29,0,0,0,0,0,0,21,19,0,0,0,0,0,0,20,20,0,0,4,0,0,0,113,116,0,0,0,6,0,0,4,7
IARE504008,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,15,0,0,0,4,0,0,3,4,0,0,0,9,6,0,3,16,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,20,6,9,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,5,5,6,0,0,0,19,0,0,0,10,0,0,0,13,0,0,0,3,0,0,0,10,0,0,0,3,0,0,0,9,5,7,8,30,6,0,4,62,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,9,0,0,0,0,0,0,15,15,0,0,0,0,0,0,11,11,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,47,47,0,0,0,0,3,0,3,8
IARE505001,0,0,0,7,6,0,13,26,0,0,0,26,3,0,8,40,0,14,12,71,5,5,6,111,3,0,6,34,0,0,6,60,0,6,7,19,0,0,9,44,5,0,5,23,0,0,4,33,0,0,0,9,0,0,3,17,6,21,36,193,20,7,48,332,0,0,12,169,124,8,53,370,18,189,126,560,154,31,66,1140,294,888,628,1989,144,59,169,4164,810,1425,911,1872,70,84,220,5392,358,728,551,1485,47,73,162,3404,206,387,426,1373,16,73,139,2614,176,355,394,1462,22,114,355,2871,1862,3966,3052,8905,571,440,1173,19962,0,0,0,0,0,0,121,118,0,0,0,0,0,0,138,141,0,0,0,0,0,0,374,377,5,0,0,0,0,0,401,411,3,0,3,6,0,0,327,331,0,0,0,5,0,0,251,259,0,0,3,6,0,0,174,186,6,4,8,27,0,0,1788,1825,0,0,12,177,129,8,194,521
IARE505002,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,9,0,3,3,7,0,0,0,13,0,0,0,3,0,0,0,9,0,0,3,5,0,0,0,10,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,8,29,4,0,3,50,0,0,4,24,19,4,0,48,6,50,18,84,17,7,16,197,89,270,97,260,18,0,31,761,136,245,122,280,13,8,19,830,102,174,115,266,11,19,22,696,71,109,91,245,11,11,20,566,43,91,98,329,3,20,65,651,454,934,543,1484,87,66,168,3748,0,0,0,0,0,0,15,15,0,0,0,0,0,0,25,25,0,0,0,0,0,0,83,83,0,0,0,0,0,0,76,76,0,0,0,0,0,0,57,56,0,0,0,3,0,0,41,45,0,0,0,6,0,0,66,64,0,0,0,3,0,0,359,365,0,0,4,28,19,4,20,66
IARE505003,0,0,0,4,0,0,0,7,0,5,0,10,3,0,0,23,4,14,4,27,5,0,0,53,0,4,10,21,0,0,3,37,0,4,0,12,0,0,0,23,0,3,0,7,0,0,5,20,0,0,6,4,0,0,3,13,8,34,20,84,9,4,10,175,0,0,13,75,62,3,17,174,51,271,179,319,74,14,64,966,571,1583,547,1141,60,59,145,4095,698,1481,545,978,30,52,149,3938,394,863,498,819,43,56,118,2787,302,542,369,877,15,57,107,2260,243,535,482,1187,17,90,265,2828,2255,5279,2643,5394,299,332,856,17050,0,0,0,0,0,0,48,48,0,0,0,0,0,0,84,90,0,0,0,0,0,0,281,281,0,0,0,0,0,0,246,254,0,0,0,0,0,0,186,189,0,0,5,3,0,0,158,162,0,0,5,3,0,0,215,224,0,4,11,16,0,0,1217,1243,0,0,18,83,65,3,62,228
IARE505004,0,0,0,3,6,0,3,18,0,0,0,16,8,0,6,26,4,5,10,28,8,0,7,60,0,7,0,15,0,0,3,30,4,0,6,13,0,0,6,24,0,4,0,10,0,0,3,19,0,4,0,0,0,0,4,10,8,18,16,85,22,9,28,182,0,3,10,66,51,4,11,139,22,192,139,261,61,17,57,753,423,1058,472,820,62,39,144,3014,453,732,405,634,35,35,125,2417,198,406,252,593,15,46,88,1596,124,229,233,556,16,44,68,1270,97,199,193,646,9,44,212,1408,1312,2824,1707,3574,248,222,700,10601,0,0,0,0,0,0,50,50,0,0,0,0,0,0,104,104,0,0,0,0,0,0,295,296,0,0,0,4,0,0,249,255,0,0,3,0,0,0,198,205,0,0,0,0,0,0,145,149,0,0,0,8,0,0,119,124,0,3,3,15,0,0,1166,1189,0,3,10,67,59,4,66,212
IARE505005,0,0,0,6,0,0,0,6,0,5,0,13,3,3,0,24,0,6,5,26,3,0,4,46,0,0,7,9,0,0,3,27,3,0,0,13,0,5,5,23,5,0,7,10,0,0,0,22,0,0,0,3,0,3,0,16,12,17,12,80,6,11,24,157,0,3,17,157,112,19,40,348,97,741,377,528,157,26,123,2041,1125,2297,851,1066,87,65,295,5778,1267,2024,751,989,47,56,206,5339,892,1477,565,1055,33,72,174,4276,585,898,483,1054,22,74,142,3256,449,919,660,1405,25,104,318,3883,4415,8357,3707,6244,475,415,1301,24917,0,0,0,0,0,0,68,66,0,0,0,3,0,0,189,191,3,5,0,0,0,0,393,399,0,0,3,0,0,0,291,298,0,0,0,0,0,0,232,233,3,5,0,9,0,0,186,197,0,0,0,12,0,0,142,163,6,11,10,24,0,0,1492,1545,0,3,23,159,110,25,104,420
IARE505006,0,0,0,9,0,0,0,12,0,3,0,21,3,3,0,33,4,11,8,46,7,4,3,91,9,0,14,38,0,0,8,65,0,9,10,25,0,0,3,43,0,9,8,16,0,3,0,33,0,6,0,3,0,0,0,13,20,28,42,157,17,9,21,292,0,0,18,191,142,19,50,407,43,401,195,829,159,32,79,1734,609,1848,713,2505,105,87,227,6091,939,1813,1007,2474,80,128,263,6695,594,1190,849,2184,63,135,223,5239,414,668,576,1846,39,117,190,3839,276,497,610,1836,30,128,480,3864,2875,6405,3960,11862,622,641,1504,27869,0,0,0,0,0,0,113,113,0,0,0,5,0,0,301,308,0,0,0,6,0,0,541,551,0,0,0,5,0,0,499,509,0,0,0,5,0,0,355,370,0,3,0,3,0,0,235,244,0,4,0,6,0,0,290,304,7,6,8,27,3,0,2337,2392,0,0,18,196,143,16,161,535
IARE505007,0,0,0,4,3,0,0,9,0,0,0,5,0,0,4,9,0,5,0,10,0,0,4,27,0,5,4,4,0,0,0,14,0,6,9,8,0,0,4,31,5,0,0,3,0,4,0,12,0,0,3,3,0,0,0,11,4,14,16,43,3,9,18,109,0,0,10,40,31,4,7,91,21,178,50,132,37,10,19,447,299,811,193,425,17,33,65,1840,459,773,263,455,18,24,69,2061,468,672,294,422,8,34,72,1973,450,593,282,473,18,49,79,1944,453,606,387,549,22,64,270,2349,2152,3637,1478,2493,157,219,571,10706,0,0,0,0,0,0,36,40,0,0,0,0,0,0,57,57,0,0,0,0,0,0,202,204,0,0,4,0,0,0,179,186,0,0,0,0,0,0,187,186,0,0,0,0,0,0,143,145,0,7,0,11,0,0,164,177,4,7,3,16,0,0,962,990,0,0,10,41,36,4,44,139
IARE505008,0,0,0,7,8,0,24,32,0,6,0,31,12,0,5,53,3,6,10,60,0,3,11,92,0,4,13,45,5,4,10,82,3,4,4,36,0,0,11,60,0,0,8,21,0,4,9,40,0,0,5,7,0,0,9,29,13,15,37,207,20,8,83,383,0,0,28,245,161,17,61,515,45,393,286,797,184,44,100,1850,535,1449,865,1857,138,83,320,5256,1079,1924,1026,2121,85,107,342,6694,600,1090,838,1946,55,111,283,4925,328,622,561,1716,28,94,205,3558,268,505,561,2132,31,137,496,4130,2867,5983,4172,10825,686,600,1808,26930,0,0,0,0,0,0,127,127,0,0,0,4,0,0,161,168,0,0,0,3,0,0,423,429,0,4,0,13,0,0,485,503,0,0,0,10,0,0,433,444,0,0,0,4,0,0,259,267,0,6,4,15,0,0,253,271,4,11,11,40,0,0,2141,2208,0,0,26,254,168,17,210,675
IARE505009,0,0,0,3,4,0,3,9,0,0,0,15,0,0,4,21,0,10,3,37,7,0,5,61,3,5,9,24,0,0,7,50,9,5,7,18,0,0,5,51,3,4,11,15,0,3,0,33,4,4,10,14,0,0,0,27,14,32,34,122,15,5,24,248,0,0,35,366,205,16,63,689,51,710,254,890,155,49,83,2189,591,1786,627,2545,92,74,191,5901,1079,2345,1189,2975,65,134,256,8038,1262,2320,1409,2870,49,170,300,8375,990,1697,1369,3175,42,170,231,7672,826,1616,1708,3657,56,276,662,8790,4790,10477,6588,16474,667,884,1782,41659,0,0,0,4,0,0,99,98,0,0,0,5,0,0,135,142,0,0,0,3,0,0,333,340,3,4,0,4,0,0,432,441,0,5,0,7,0,0,449,470,0,3,4,15,0,0,365,384,4,4,7,12,0,0,370,396,6,16,14,50,0,4,2180,2271,0,0,35,370,209,16,161,790
IARE505010,0,0,0,11,0,0,9,27,0,0,0,5,4,0,0,12,0,0,5,37,5,0,3,52,0,0,0,23,0,0,0,33,0,8,0,16,0,0,0,27,3,4,0,9,0,0,3,22,0,0,0,3,0,0,0,12,6,10,14,108,15,6,21,182,0,0,18,114,78,8,29,245,18,142,80,372,86,18,27,735,131,394,211,1132,61,25,62,2022,275,624,432,1190,31,46,95,2693,270,561,425,1158,21,57,96,2588,204,361,332,1102,16,56,98,2179,271,571,523,1387,17,104,309,3181,1175,2645,2016,6455,310,320,718,13633,0,0,0,0,0,0,44,43,0,0,0,5,0,0,72,76,0,0,0,0,0,0,174,180,0,0,0,0,0,0,196,200,0,0,0,3,0,0,179,183,0,0,0,7,0,0,163,170,0,0,4,0,0,0,140,145,3,0,4,20,0,0,968,999,0,0,18,126,84,8,77,313
IARE505011,0,0,0,4,3,0,3,15,0,0,0,20,5,0,9,29,4,6,3,37,11,0,5,67,0,0,4,30,0,0,0,41,0,0,5,10,0,0,9,27,3,0,4,6,0,0,0,11,0,0,0,7,0,0,6,15,8,15,15,116,17,3,30,210,0,0,3,80,67,6,22,184,8,96,55,341,91,12,40,654,124,444,296,1124,86,36,84,2186,304,654,346,1019,38,53,124,2539,94,312,289,809,20,49,103,1680,61,126,145,600,15,32,58,1039,47,86,120,553,16,31,129,974,648,1722,1259,4526,333,210,560,9260,0,0,0,0,0,0,64,65,0,0,0,0,0,0,58,61,0,0,0,0,0,0,241,242,0,0,0,4,0,0,216,215,0,0,0,10,0,0,148,153,0,0,0,3,0,0,105,110,0,0,0,6,0,0,67,77,0,0,4,22,0,0,900,931,0,0,3,87,70,6,92,268
