IARE_CODE_2021,IS_NS_25_34_PD_GD_GCL_F,IS_NS_25_34_BDL_F,IS_NS_25_34_ADip_DipL_F,IS_NS_25_34_Ct_III_IV_F,IS_NS_25_34_Ct_I_II_F,IS_NS_25_34_CL_nfd_F,IS_NS_25_34_LoE_NS_F,IS_NS_25_34_Tot_F,IS_NS_35_44_PD_GD_GCL_F,IS_NS_35_44_BDL_F,IS_NS_35_44_ADip_DipL_F,IS_NS_35_44_Ct_III_IV_F,IS_NS_35_44_Ct_I_II_F,IS_NS_35_44_CL_nfd_F,IS_NS_35_44_LoE_NS_F,IS_NS_35_44_Tot_F,IS_NS_45_54_PD_GD_GCL_F,IS_NS_45_54_BDL_F,IS_NS_45_54_ADip_DipL_F,IS_NS_45_54_Ct_III_IV_F,IS_NS_45_54_Ct_I_II_F,IS_NS_45_54_CL_nfd_F,IS_NS_45_54_LoE_NS_F,IS_NS_45_54_Tot_F,IS_NS_55_64_PD_GD_GCL_F,IS_NS_55_64_BDL_F,IS_NS_55_64_ADip_DipL_F,IS_NS_55_64_Ct_III_IV_F,IS_NS_55_64_Ct_I_II_F,IS_NS_55_64_CL_nfd_F,IS_NS_55_64_LoE_NS_F,IS_NS_55_64_Tot_F,IS_NS_65ov_PtgdDe_GdDp_GdCt_F,IS_NS_65ov_BDL_F,IS_NS_65ov_ADip_DipL_F,IS_NS_65ov_Ct_III_IV_F,IS_NS_65ov_Ct_I_II_F,IS_NS_65ov_CL_nfd_F,IS_NS_65ov_LoE_NS_F,IS_NS_65ov_Tot_F,IS_NS_Tot_PD_GD_GCL_F,IS_NS_Tot_BDL_F,IS_NS_Tot_ADip_DipL_F,IS_NS_Tot_Ct_III_IV_F,IS_NS_Tot_Ct_I_II_F,IS_NS_tot_CL_nfd_F,IS_NS_Tot_LoE_NS_F,IS_NS_Tot_Tot_F,Tot_15_19_PD_GD_GCL_F,Tot_15_19_BDL_F,Tot_15_19_ADip_DipL_F,Tot_15_19_Ct_III_IV_F,Tot_15_19_Ct_I_II_F,Tot_15_19_CL_nfd_F,Tot_15_19_LoE_NS_F,Tot_15_19_Tot_F,Tot_20_24_PD_GD_GCL_F,Tot_20_24_BDL_F,Tot_20_24_ADip_DipL_F,Tot_20_24_Ct_III_IV_F,Tot_20_24_Ct_I_II_F,Tot_20_24_CL_nfd_F,Tot_20_24_LoE_NS_F,Tot_20_24_Tot_F,Tot_25_34_PD_GD_GCL_F,Tot_25_34_BDL_F,Tot_25_34_ADip_DipL_F,Tot_25_34_Ct_III_IV_F,Tot_25_34_Ct_I_II_F,Tot_25_34_CL_nfd_F,Tot_25_34_LoE_NS_F,Tot_25_34_Tot_F,Tot_35_44_PD_GD_GCL_F,Tot_35_44_BDL_F,Tot_35_44_ADip_DipL_F,Tot_35_44_Ct_III_IV_F,Tot_35_44_Ct_I_II_F,Tot_35_44_CL_nfd_F,Tot_35_44_LoE_NS_F,Tot_35_44_Tot_F,Tot_45_54_PD_GD_GCL_F,Tot_45_54_BDL_F,Tot_45_54_ADip_DipL_F,Tot_45_54_Ct_III_IV_F,Tot_45_54_Ct_I_II_F,Tot_45_54_CL_nfd_F,Tot_45_54_LoE_NS_F,Tot_45_54_Tot_F,Tot_55_64_PD_GD_GCL_F,Tot_55_64_BDL_F,Tot_55_64_ADip_DipL_F,Tot_55_64_Ct_III_IV_F,Tot_55_64_Ct_I_II_F,Tot_55_64_CL_nfd_F,Tot_55_64_LoE_NS_F,Tot_55_64_Tot_F,Tot_65ov_PtgdDe_GdDp_GdCt_F,Tot_65ov_BDL_F,Tot_65ov_ADip_DipL_F,Tot_65ov_Ct_III_IV_F,Tot_65ov_Ct_I_II_F,Tot_65ov_CL_nfd_F,Tot_65ov_LoE_NS_F,Tot_65ov_Tot_F,Tot_Tot_PD_GD_GCL_F,Tot_Tot_BDL_F,Tot_Tot_ADip_DipL_F,Tot_Tot_Ct_III_IV_F,Tot_Tot_Ct_I_II_F,Tot_tot_CL_nfd_F,Tot_Tot_LoE_NS_F,Tot_Tot_Tot_F,Ind_15_19_PD_GD_GCL_P,Ind_15_19_BDL_P,Ind_15_19_ADip_DipL_P,Ind_15_19_Ct_III_IV_P,Ind_15_19_Ct_I_II_P,Ind_15_19_CL_nfd_P,Ind_15_19_LoE_NS_P,Ind_15_19_Tot_P,Ind_20_24_PD_GD_GCL_P,Ind_20_24_BDL_P,Ind_20_24_ADip_DipL_P,Ind_20_24_Ct_III_IV_P,Ind_20_24_Ct_I_II_P,Ind_20_24_CL_nfd_P,Ind_20_24_LoE_NS_P,Ind_20_24_Tot_P,Ind_25_34_PD_GD_GCL_P,Ind_25_34_BDL_P,Ind_25_34_ADip_DipL_P,Ind_25_34_Ct_III_IV_P,Ind_25_34_Ct_I_II_P,Ind_25_34_CL_nfd_P,Ind_25_34_LoE_NS_P,Ind_25_34_Tot_P,Ind_35_44_PD_GD_GCL_P,Ind_35_44_BDL_P,Ind_35_44_ADip_DipL_P,Ind_35_44_Ct_III_IV_P,Ind_35_44_Ct_I_II_P,Ind_35_44_CL_nfd_P,Ind_35_44_LoE_NS_P,Ind_35_44_Tot_P,Ind_45_54_PD_GD_GCL_P,Ind_45_54_BDL_P,Ind_45_54_ADip_DipL_P,Ind_45_54_Ct_III_IV_P,Ind_45_54_Ct_I_II_P,Ind_45_54_CL_nfd_P,Ind_45_54_LoE_NS_P,Ind_45_54_Tot_P,Ind_55_64_PD_GD_GCL_P,Ind_55_64_BDL_P,Ind_55_64_ADip_DipL_P,Ind_55_64_Ct_III_IV_P,Ind_55_64_Ct_I_II_P,Ind_55_64_CL_nfd_P,Ind_55_64_LoE_NS_P,Ind_55_64_Tot_P,Ind_65ov_PtgdDe_GdDp_GdCt_P,Ind_65ov_BDL_P,Ind_65ov_ADip_DipL_P,Ind_65ov_Ct_III_IV_P,Ind_65ov_Ct_I_II_P,Ind_65ov_CL_nfd_P,Ind_65ov_LoE_NS_P,Ind_65ov_Tot_P,Ind_Tot_PD_GD_GCL_P,Ind_Tot_BDL_P,Ind_Tot_ADip_DipL_P,Ind_Tot_Ct_III_IV_P,Ind_Tot_Ct_I_II_P,Ind_tot_CL_nfd_P,Ind_Tot_LoE_NS_P,Ind_Tot_Tot_P,NonI_15_19_PD_GD_GCL_P,NonI_15_19_BDL_P,NonI_15_19_ADip_DipL_P,NonI_15_19_Ct_III_IV_P,NonI_15_19_Ct_I_II_P,NonI_15_19_CL_nfd_P,NonI_15_19_LoE_NS_P,NonI_15_19_Tot_P,NonI_20_24_PD_GD_GCL_P,NonI_20_24_BDL_P,NonI_20_24_ADip_DipL_P,NonI_20_24_Ct_III_IV_P,NonI_20_24_Ct_I_II_P,NonI_20_24_CL_nfd_P,NonI_20_24_LoE_NS_P,NonI_20_24_Tot_P,NonI_25_34_PD_GD_GCL_P,NonI_25_34_BDL_P,NonI_25_34_ADip_DipL_P,NonI_25_34_Ct_III_IV_P,NonI_25_34_Ct_I_II_P,NonI_25_34_CL_nfd_P,NonI_25_34_LoE_NS_P,NonI_25_34_Tot_P
IARE503002,0,0,0,0,0,0,49,53,0,0,0,3,0,0,76,78,0,0,0,0,0,0,51,53,0,0,0,0,0,0,50,51,0,0,0,0,0,0,40,40,0,0,0,8,0,0,321,327,0,0,0,6,5,0,37,51,0,3,4,19,11,0,37,73,11,22,13,42,5,4,65,161,5,21,22,43,7,11,82,194,3,13,13,31,3,7,66,133,8,17,12,31,3,0,63,135,3,3,11,10,0,4,55,99,32,82,80,187,38,23,405,843,0,0,0,5,5,0,3,9,0,0,0,4,0,3,10,13,0,0,0,12,0,4,7,34,0,0,0,11,0,0,4,15,0,3,0,12,0,0,3,21,0,0,0,4,0,0,5,7,0,0,5,3,0,0,3,10,0,3,3,48,5,10,39,110,0,0,0,9,3,0,11,27,0,10,4,37,14,0,6,70,17,43,28,122,10,0,8,230
IARE503003,0,0,0,0,0,0,203,203,0,0,0,0,0,0,168,169,0,0,0,0,0,0,130,130,0,0,0,4,0,0,121,124,0,0,0,0,0,0,103,109,0,0,0,3,0,0,860,870,0,0,3,61,53,4,78,197,15,112,37,170,72,11,105,526,159,442,185,437,65,43,273,1601,172,370,215,352,43,34,221,1407,95,215,199,263,31,54,222,1073,70,132,147,167,13,39,206,767,16,58,66,52,9,24,251,489,530,1336,850,1500,282,208,1362,6062,0,0,0,9,10,0,22,34,0,3,0,26,15,0,24,76,0,11,4,82,10,5,29,142,3,9,13,54,3,5,32,103,6,16,12,35,0,4,28,102,0,9,9,29,0,0,26,68,0,8,5,9,4,0,42,60,11,44,38,233,44,17,195,587,0,0,3,93,77,3,26,208,34,165,50,395,128,21,45,825,282,695,273,1259,91,59,116,2774
IARE503004,0,0,0,0,0,0,42,42,0,0,0,0,0,0,16,14,0,0,0,0,0,0,20,20,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,120,0,0,0,0,0,0,8,14,0,4,0,3,0,0,16,21,0,20,4,20,4,0,46,88,0,6,9,10,4,0,22,49,3,9,0,4,4,0,25,45,0,7,8,12,5,3,23,63,0,0,0,0,0,0,7,9,12,41,20,49,13,8,148,291,0,0,0,4,0,0,13,16,0,0,0,0,0,0,4,5,0,0,0,11,0,0,10,22,0,0,0,13,0,0,7,29,0,0,0,5,0,5,3,13,0,0,0,0,0,5,0,12,0,0,0,0,0,0,3,6,0,0,0,37,8,7,42,108,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,13,0,35,7,46,4,0,3,101
IARE503005,0,0,0,0,0,0,34,34,0,0,0,0,0,0,23,23,0,0,0,0,0,0,21,21,0,0,0,0,0,0,24,24,0,0,0,0,0,0,6,6,0,0,0,0,0,0,132,132,0,0,0,0,0,0,9,15,0,4,3,5,6,0,24,42,13,13,9,16,0,0,31,86,0,10,10,13,0,4,27,63,3,4,10,10,0,0,26,62,4,5,7,9,0,4,28,59,0,3,8,0,0,0,11,22,24,38,52,63,11,11,155,347,0,0,0,0,0,0,4,6,0,0,0,3,0,0,0,6,0,0,0,6,0,4,0,11,0,0,0,9,0,0,0,8,0,0,0,12,0,0,7,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,5,22,7,3,9,51,0,0,0,0,3,0,0,7,0,11,3,23,15,0,6,53,17,29,29,85,6,0,7,176
IARE503006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,0,3,0,0,0,0,10,11,0,0,0,3,0,0,4,17,0,5,0,0,0,0,6,11,0,0,3,0,0,0,6,6,0,0,0,0,0,0,0,0,4,10,7,3,4,0,30,58,0,0,0,0,0,0,5,5,0,0,0,0,0,0,9,5,0,0,0,0,0,0,7,5,0,0,0,3,0,0,0,6,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,4,0,35,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7
IARE503007,0,0,0,0,0,0,8,8,0,0,0,0,0,0,11,11,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,35,35,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,0,8,0,4,0,0,7,24,0,0,3,4,0,0,14,22,0,0,0,3,0,0,8,14,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,9,3,11,8,16,3,0,44,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,7,25,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,3,10,4,16,0,0,5,39
IARE504001,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,24,24,0,0,0,0,0,0,5,5,0,5,0,5,3,0,4,10,4,11,5,7,5,0,9,43,0,4,0,7,3,3,3,24,0,4,5,3,0,0,6,19,0,5,6,3,0,0,9,24,0,4,3,0,0,0,8,17,6,24,13,26,7,7,37,138,0,0,0,4,3,0,7,6,0,0,0,9,0,0,5,14,0,0,0,20,6,3,5,40,0,0,0,18,3,3,5,34,0,0,0,9,0,0,3,18,0,0,0,5,5,4,5,14,0,0,0,0,0,0,0,0,0,3,0,71,21,14,22,133,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,7,3,17,4,14,0,0,0,41
IARE504002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,7,0,0,0,0,0,0,21,21,0,0,0,3,0,0,9,7,0,0,0,0,4,0,5,17,3,7,0,8,0,0,11,37,0,0,0,3,4,5,14,26,4,0,4,4,0,0,4,20,4,5,5,3,0,0,9,18,0,0,0,0,0,4,3,13,15,21,9,22,12,10,51,138,0,0,0,0,0,0,9,12,0,0,0,6,0,0,9,18,0,0,0,15,7,6,14,37,0,0,0,9,5,5,15,40,5,0,0,14,0,0,4,24,5,0,0,4,0,0,4,11,0,0,0,0,0,4,4,6,8,0,4,40,18,17,53,140,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,8,3,11,3,4,0,0,0,22
IARE504003,0,0,0,0,0,0,13,18,0,0,0,0,0,0,14,17,0,0,0,0,0,0,10,15,0,0,0,0,0,0,9,11,0,0,0,0,0,0,11,11,0,0,0,0,0,0,59,64,0,0,0,6,0,0,7,14,0,4,0,7,0,0,13,20,5,15,4,16,3,0,29,68,5,12,3,16,3,3,22,60,0,17,3,6,0,0,15,54,3,15,3,6,0,0,18,40,3,5,0,0,0,0,18,28,19,59,14,59,10,4,117,282,0,0,0,0,0,0,21,26,0,0,0,4,0,0,11,18,0,0,0,18,4,0,13,38,0,0,0,21,6,0,20,49,0,5,0,19,0,0,15,40,0,3,0,3,0,0,10,20,0,0,0,0,0,0,10,16,0,9,9,75,15,0,91,196,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,10,13,23,4,10,0,0,3,61
IARE504004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,10,0,0,0,3,0,0,3,4,0,0,0,3,0,0,6,9,0,0,0,0,3,0,8,20,0,0,0,4,0,0,0,6,0,0,3,0,0,0,4,9,0,0,0,0,0,0,3,5,0,3,8,18,8,0,39,66,0,0,0,5,0,0,15,18,0,0,0,3,0,0,8,17,0,0,0,7,0,0,11,22,0,0,0,9,8,0,18,30,0,0,0,8,0,0,5,16,0,0,0,3,0,0,8,10,0,0,0,0,0,0,5,9,0,0,4,39,8,0,66,114,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,3,0,0,0,8
IARE504005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,5,0,0,4,8,0,3,0,4,0,0,3,13,0,0,0,0,0,0,4,4,5,6,0,5,3,5,15,34,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,6,4,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
IARE504006,0,0,0,0,0,0,81,81,0,0,0,0,0,0,58,60,0,0,0,0,0,0,54,54,0,0,0,0,0,0,28,31,0,0,0,0,0,0,24,24,0,0,0,0,0,0,296,300,0,0,0,6,3,0,29,38,4,24,4,23,4,3,38,98,50,125,36,54,14,5,112,393,28,79,37,43,6,3,73,276,22,57,27,47,4,4,71,227,17,31,40,20,4,5,44,159,3,8,6,9,4,5,45,80,124,322,151,199,36,26,414,1279,0,0,0,5,3,0,20,27,0,0,0,6,3,3,16,35,0,8,3,29,12,4,25,81,0,3,5,24,3,0,15,50,5,6,17,15,3,5,25,67,0,8,6,7,0,3,10,37,0,0,4,7,0,4,26,39,7,22,33,97,24,18,137,342,0,0,0,8,4,0,6,19,4,33,7,36,3,0,9,92,63,179,60,123,11,7,25,458
IARE504007,0,0,0,0,0,0,19,19,0,0,0,0,0,0,15,16,0,0,0,0,0,0,20,20,0,0,0,0,0,0,14,14,0,0,0,0,0,0,10,10,0,0,0,0,0,0,79,84,0,0,0,0,0,0,3,4,0,3,0,0,0,0,9,12,9,17,4,3,0,0,22,53,7,15,8,7,0,0,20,58,9,17,12,10,0,4,25,80,4,10,15,7,3,4,13,62,0,7,8,5,0,0,10,31,31,67,51,35,5,9,102,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,0,0,7,8,0,0,0,7,0,0,8,17,0,0,0,3,0,0,3,11,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,7,0,0,0,20,3,0,25,61,0,0,0,4,0,0,0,10,0,3,0,8,0,0,3,8,5,19,7,25,0,0,3,63
IARE504008,0,0,0,0,0,0,13,13,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,12,0,0,0,0,0,0,10,10,0,0,0,0,0,0,41,41,0,0,0,4,0,0,4,7,0,0,0,0,0,0,0,4,0,10,0,7,0,3,13,33,0,4,0,5,3,0,16,25,7,5,0,7,0,0,6,24,0,4,3,0,4,4,14,28,0,0,3,0,0,0,11,16,5,24,8,28,10,4,59,138,0,0,0,0,3,0,5,9,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,22,0,0,0,8,3,0,15,25,0,0,0,9,6,0,8,23,0,3,0,5,4,0,6,19,0,0,0,0,0,0,3,6,4,4,5,36,8,11,36,107,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,6,0,0,0,22
IARE505001,0,3,4,0,0,0,324,333,0,3,0,0,0,0,295,299,0,0,4,4,0,4,212,219,0,0,0,3,0,0,154,163,0,0,6,3,0,0,188,204,0,11,12,17,4,0,1419,1462,4,0,20,219,139,26,168,567,34,280,210,632,159,48,182,1549,653,1797,841,1489,180,103,528,5589,949,2060,1044,1308,116,161,533,6163,423,895,718,905,90,167,366,3564,226,492,600,656,88,128,360,2552,141,430,460,406,62,149,791,2447,2433,5961,3899,5615,828,778,2927,22439,0,0,0,14,11,0,17,35,0,0,11,50,18,3,8,99,3,20,34,131,22,14,21,232,6,14,25,67,0,5,20,137,5,12,27,43,0,0,10,98,3,3,19,30,0,0,14,77,4,4,4,13,0,5,8,35,27,54,115,345,54,23,107,718,5,0,33,377,261,35,94,805,51,468,331,1167,293,74,126,2506,948,2684,1441,3421,305,149,360,9302
IARE505002,0,0,0,0,0,0,48,51,0,0,0,0,0,0,38,43,0,0,0,4,0,0,58,60,0,0,0,0,0,0,41,45,0,0,0,0,0,0,58,62,4,0,0,5,4,0,272,286,0,0,0,27,11,4,15,53,9,73,29,65,28,7,24,238,132,385,113,178,24,5,80,917,206,376,131,181,23,28,66,1005,157,242,137,131,15,33,77,790,107,153,133,118,4,44,80,641,57,129,124,91,14,34,182,638,667,1361,673,790,118,156,518,4287,0,0,0,0,0,0,3,7,0,0,0,6,6,0,6,20,0,7,6,16,4,0,4,33,3,3,0,8,3,0,0,17,0,5,4,4,0,3,0,19,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,7,11,16,12,48,10,6,12,116,0,0,0,45,26,3,8,89,17,121,52,145,43,12,16,409,214,656,208,423,39,8,58,1612
IARE505003,0,0,0,3,0,0,221,221,0,0,0,0,0,0,188,193,0,0,0,0,0,0,118,120,0,0,0,0,0,4,91,94,0,0,0,0,0,0,245,253,3,10,4,10,0,4,973,996,0,0,13,83,50,7,67,229,54,428,180,291,91,21,108,1177,907,2095,598,715,75,53,359,4804,928,1673,592,559,55,101,335,4243,563,987,554,517,54,118,241,3031,318,580,487,394,68,133,253,2229,263,543,522,319,56,193,714,2612,3026,6313,2947,2878,448,629,2084,18323,0,0,4,7,0,0,0,12,0,8,0,19,3,0,4,46,4,25,5,52,9,7,4,108,5,9,10,28,0,0,11,71,10,8,8,24,0,0,7,53,0,11,6,10,0,0,6,36,0,6,10,4,0,3,3,27,20,68,47,151,18,15,42,363,0,0,29,156,111,17,31,346,97,701,363,596,163,33,101,2056,1468,3664,1137,1831,130,103,277,8619
IARE505004,0,0,0,0,0,0,249,257,0,0,0,5,0,0,182,185,0,0,0,0,0,0,114,123,0,0,0,0,0,0,105,108,0,3,0,0,0,0,108,112,3,0,0,7,0,0,892,907,0,0,8,66,49,3,57,185,42,263,135,263,69,13,133,918,539,1361,484,514,50,47,388,3375,460,934,382,376,30,61,279,2529,228,442,333,274,29,64,211,1589,116,268,272,213,30,75,210,1180,79,230,219,177,31,73,483,1292,1467,3493,1836,1874,296,334,1760,11071,0,0,0,12,6,0,5,23,0,4,7,25,9,0,7,51,6,13,12,64,11,4,14,122,4,22,9,21,0,5,11,68,4,4,13,20,5,4,12,60,0,7,12,20,0,0,16,48,6,5,3,4,0,4,12,34,18,55,56,161,35,14,69,411,0,3,22,126,93,4,27,280,65,458,275,515,125,33,107,1567,962,2414,946,1297,108,80,267,6072
IARE505005,0,6,0,0,0,0,298,308,0,0,0,0,0,0,200,202,0,0,0,0,0,0,147,157,0,3,3,0,0,0,116,127,0,4,5,0,0,3,184,201,3,16,16,5,0,3,1145,1187,0,6,27,168,105,8,107,419,107,869,318,417,102,29,225,2069,1436,2613,641,643,72,74,547,6022,1426,2595,848,637,57,96,404,6056,896,1641,745,602,68,135,315,4396,516,926,705,481,64,158,296,3141,333,843,719,357,84,219,773,3321,4722,9483,4002,3298,546,720,2655,25426,0,0,0,3,6,4,8,19,0,3,7,35,13,3,5,58,3,19,10,60,9,0,8,100,0,14,17,27,6,0,8,67,10,5,8,19,0,5,8,46,0,4,8,14,0,4,4,40,4,0,4,8,0,4,8,31,20,46,42,160,28,16,43,356,5,10,43,318,211,31,74,689,205,1603,691,928,246,49,225,3949,2563,4893,1489,1677,155,133,531,11436
IARE505006,0,3,0,5,0,0,346,351,0,3,0,6,0,0,287,293,0,0,5,4,0,0,220,237,0,0,0,0,0,0,190,192,0,0,4,0,0,0,322,329,5,11,8,20,0,4,1603,1657,6,0,36,244,134,22,128,574,79,657,295,703,169,54,236,2200,1141,3029,1024,1483,153,101,567,7504,1278,2817,1241,1309,130,159,548,7481,767,1577,1134,1122,122,250,475,5455,416,857,856,817,92,231,437,3700,228,554,613,441,74,229,1057,3192,3910,9498,5198,6118,891,1047,3451,30116,0,0,5,8,5,0,6,29,0,14,4,53,18,3,3,92,13,34,31,94,17,8,13,208,18,15,26,61,0,4,11,137,4,12,23,41,3,3,11,97,0,20,9,18,0,4,9,65,5,6,3,6,0,4,9,37,40,97,99,283,45,26,61,656,6,0,53,428,277,39,90,881,122,1045,488,1502,318,89,145,3715,1740,4844,1720,3933,253,183,439,13122
IARE505007,0,0,0,0,0,0,155,161,0,0,0,0,0,0,125,128,0,0,0,0,0,0,115,115,0,0,3,0,0,0,85,92,0,8,4,0,0,0,169,185,3,11,9,0,0,4,753,779,0,0,7,47,35,8,48,144,13,300,56,123,30,18,90,624,469,1155,217,263,21,19,222,2380,651,1074,253,216,31,34,195,2459,614,925,334,224,28,59,183,2374,571,711,390,210,30,89,185,2192,451,728,423,152,26,110,606,2492,2781,4902,1685,1229,198,339,1522,12648,0,0,0,5,0,0,0,8,0,4,0,9,0,3,3,20,5,12,6,25,4,4,4,58,0,16,8,10,0,5,3,38,4,5,15,10,0,0,11,38,10,6,3,9,0,4,9,29,0,3,9,3,0,0,6,26,22,41,35,74,9,8,34,223,0,0,10,87,65,12,15,195,35,476,108,244,67,24,47,996,766,1964,408,680,38,52,127,4033
IARE505008,0,4,0,4,0,0,377,383,0,7,3,0,3,0,341,348,0,5,4,0,0,0,279,289,0,0,0,0,0,0,172,173,0,0,4,3,0,3,283,300,3,15,12,8,7,3,1733,1785,0,4,27,275,180,26,209,720,66,591,312,743,200,64,257,2228,999,2341,958,1328,155,113,661,6562,1266,2582,1126,1337,153,182,645,7293,569,1344,1018,1118,129,243,527,4947,319,720,690,793,93,189,468,3267,170,592,600,507,70,247,1188,3370,3386,8175,4722,6116,986,1058,3952,28393,0,0,0,13,12,0,30,55,0,6,4,62,25,0,15,110,3,22,27,120,16,8,28,224,11,15,19,92,14,4,27,179,10,13,24,59,8,3,17,137,8,9,17,26,4,3,21,91,5,10,8,14,0,4,12,62,35,82,104,402,72,26,147,866,0,3,56,515,336,42,127,1079,110,977,592,1508,371,105,198,3858,1534,3780,1801,3122,274,199,588,11299
IARE505009,0,3,4,0,0,0,237,239,0,8,0,0,0,0,212,230,3,3,0,8,0,0,212,225,6,0,3,3,0,0,212,221,0,4,7,7,0,0,416,435,8,23,18,21,0,5,1447,1517,3,3,43,360,169,34,131,731,93,907,342,626,134,56,171,2328,973,2889,943,1270,94,109,424,6706,1651,3797,1447,1477,141,234,494,9240,1423,2973,1850,1538,117,418,556,8880,990,1921,1793,1318,160,440,624,7243,575,1587,1535,881,178,554,1657,6967,5711,14076,7959,7468,989,1850,4045,42094,0,0,0,4,3,0,6,22,0,3,3,27,4,0,4,44,10,17,18,56,4,4,11,114,10,21,18,38,10,0,10,111,13,17,19,30,0,7,9,96,5,7,8,18,0,7,0,53,7,8,7,15,0,0,6,37,44,75,69,201,31,14,48,481,3,3,80,718,368,46,113,1335,142,1621,591,1497,285,100,162,4400,1554,4663,1552,3796,185,188,378,12305
IARE505010,0,0,0,3,0,0,126,130,0,0,0,0,0,0,139,146,0,0,0,3,0,0,104,111,0,0,0,0,0,0,107,107,0,5,0,6,0,0,161,164,0,3,3,14,0,0,727,753,0,0,13,148,105,12,85,359,18,200,125,296,88,19,69,816,267,832,357,719,63,41,223,2502,469,1070,523,666,80,80,247,3128,348,737,557,626,68,135,218,2695,228,509,524,446,54,134,249,2138,206,595,609,355,49,173,750,2730,1535,3939,2705,3260,494,596,1842,14368,0,0,0,11,5,0,19,37,0,0,6,17,12,5,0,40,3,3,22,59,3,4,9,106,0,12,10,43,8,4,3,79,4,18,12,35,3,0,3,72,7,3,6,12,3,0,3,42,0,0,0,7,0,0,7,20,18,43,52,184,35,19,41,394,0,0,29,257,177,16,51,540,37,340,199,654,171,38,57,1483,402,1216,551,1826,119,64,157,4337
IARE505011,0,0,0,0,0,0,162,163,0,0,0,0,0,0,138,137,0,0,0,0,0,0,99,100,0,0,0,0,0,0,82,81,0,0,0,0,0,0,77,82,0,7,3,3,0,0,654,671,0,0,5,110,59,10,81,269,23,141,124,340,101,19,97,846,315,870,427,827,120,59,253,2874,384,868,501,638,70,72,259,2795,181,409,339,437,55,121,200,1736,87,182,207,304,48,60,172,1066,38,159,148,137,20,64,277,843,1025,2627,1755,2787,474,411,1351,10426,0,0,0,13,8,0,6,26,0,0,5,36,16,0,8,65,6,10,17,79,16,3,13,140,0,10,12,51,6,0,6,86,5,12,12,18,4,0,5,58,3,4,10,17,5,5,3,37,0,7,0,8,0,0,6,24,13,44,48,214,48,10,52,436,0,0,12,187,128,20,48,389,33,235,171,661,182,31,88,1403,439,1305,709,1911,201,94,177,4833
