IARE_CODE_2021,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,Prim_Indig_M,Prim_Indig_F,Prim_Indig_P,Prim_NonInd_M,Prim_NonInd_F,Prim_NonInd_P,Prim_Indig_st_nsM,Prim_Indig_st_nsF,Prim_Indig_st_nsP,Prim_TotM,Prim_TotF,Prim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TVE_TAFE_ptp_FT_15_24_Ind_M,TVE_TAFE_ptp_FT_15_24_Ind_F,TVE_TAFE_ptp_FT_15_24_Ind_P,TVE_TAFE_ptp_FT_15_24_NoInd_M,TVE_TAFE_ptp_FT_15_24_NoInd_F,TVE_TAFE_ptp_FT_15_24_NoInd_P,TVE_TAFE_ptp_FT_15_24_In_ns_M,TVE_TAFE_ptp_FT_15_24_In_ns_F,TVE_TAFE_ptp_FT_15_24_In_ns_P,TVE_TAFE_ptp_FT_15_24_Tot_M,TVE_TAFE_ptp_FT_15_24_Tot_F,TVE_TAFE_ptp_FT_15_24_Tot_P,TVE_TAFE_ptp_FT_25_ov_Ind_M,TVE_TAFE_ptp_FT_25_ov_Ind_F,TVE_TAFE_ptp_FT_25_ov_Ind_P,TVE_TAFE_ptp_FT_25_ov_NoInd_M,TVE_TAFE_ptp_FT_25_ov_NoInd_F,TVE_TAFE_ptp_FT_25_ov_NoInd_P,TVE_TAFE_ptp_FT_25_ov_In_ns_M,TVE_TAFE_ptp_FT_25_ov_In_ns_F,TVE_TAFE_ptp_FT_25_ov_In_ns_P,TVE_TAFE_ptp_FT_25_ov_Tot_M,TVE_TAFE_ptp_FT_25_ov_Tot_F,TVE_TAFE_ptp_FT_25_ov_Tot_P,TVE_TAFE_ptp_PT_15_24_Ind_M,TVE_TAFE_ptp_PT_15_24_Ind_F,TVE_TAFE_ptp_PT_15_24_Ind_P,TVE_TAFE_ptp_PT_15_24_NoInd_M,TVE_TAFE_ptp_PT_15_24_NoInd_F,TVE_TAFE_ptp_PT_15_24_NoInd_P,TVE_TAFE_ptp_PT_15_24_In_ns_M,TVE_TAFE_ptp_PT_15_24_In_ns_F,TVE_TAFE_ptp_PT_15_24_In_ns_P,TVE_TAFE_ptp_PT_15_24_Tot_M,TVE_TAFE_ptp_PT_15_24_Tot_F,TVE_TAFE_ptp_PT_15_24_Tot_P,TVE_TAFE_ptp_PT_25_ov_Ind_M,TVE_TAFE_ptp_PT_25_ov_Ind_F,TVE_TAFE_ptp_PT_25_ov_Ind_P,TVE_TAFE_ptp_PT_25_ov_NoInd_M,TVE_TAFE_ptp_PT_25_ov_NoInd_F,TVE_TAFE_ptp_PT_25_ov_NoInd_P,TVE_TAFE_ptp_PT_25_ov_In_ns_M,TVE_TAFE_ptp_PT_25_ov_In_ns_F,TVE_TAFE_ptp_PT_25_ov_In_ns_P,TVE_TAFE_ptp_PT_25_ov_Tot_M,TVE_TAFE_ptp_PT_25_ov_Tot_F,TVE_TAFE_ptp_PT_25_ov_Tot_P,TVE_TAFE_ptp_FT_PT_Ind_M,TVE_TAFE_ptp_FT_PT_Ind_F,TVE_TAFE_ptp_FT_PT_Ind_P,TVE_TAFE_ptp_FT_PT_NoInd_M,TVE_TAFE_ptp_FT_PT_NoInd_F,TVE_TAFE_ptp_FT_PT_NoInd_P,TVE_TAFE_ptp_FT_PT_In_ns_M,TVE_TAFE_ptp_FT_PT_In_ns_F,TVE_TAFE_ptp_FT_PT_In_ns_P,TVE_TAFE_ptp_FT_PT_Tot_M,TVE_TAFE_ptp_FT_PT_Tot_F,TVE_TAFE_ptp_FT_PT_Tot_P,TVE_TAFE_ptp_TVETAFE_Ind_M,TVE_TAFE_ptp_TVETAFE_Ind_F,TVE_TAFE_ptp_TVETAFE_Ind_P,TVE_TAFE_ptp_TVETAFE_NoInd_M,TVE_TAFE_ptp_TVETAFE_NoInd_F,TVE_TAFE_ptp_TVETAFE_NoInd_P,TVE_TAFE_ptp_TVETAFE_In_ns_M,TVE_TAFE_ptp_TVETAFE_In_ns_F,TVE_TAFE_ptp_TVETAFE_In_ns_P,TVE_TAFE_ptp_TVETAFE_Tot_M,TVE_TAFE_ptp_TVETAFE_Tot_F,TVE_TAFE_ptp_TVETAFE_Tot_P,Uni_he_FT_15_24_Ind_M,Uni_he_FT_15_24_Ind_F,Uni_he_FT_15_24_Ind_P,Uni_he_FT_15_24_NoInd_M,Uni_he_FT_15_24_NoInd_F,Uni_he_FT_15_24_NoInd_P,Uni_he_FT_15_24_In_ns_M,Uni_he_FT_15_24_In_ns_F,Uni_he_FT_15_24_In_ns_P,Uni_he_FT_15_24_Tot_M,Uni_he_FT_15_24_Tot_F,Uni_he_FT_15_24_Tot_P,Uni_he_FT_25_ov_Ind_M,Uni_he_FT_25_ov_Ind_F,Uni_he_FT_25_ov_Ind_P,Uni_he_FT_25_ov_NoInd_M,Uni_he_FT_25_ov_NoInd_F,Uni_he_FT_25_ov_NoInd_P,Uni_he_FT_25_ov_In_ns_M,Uni_he_FT_25_ov_In_ns_F,Uni_he_FT_25_ov_In_ns_P,Uni_he_FT_25_ov_Tot_M,Uni_he_FT_25_ov_Tot_F,Uni_he_FT_25_ov_Tot_P,Uni_he_PT_15_24_Ind_M,Uni_he_PT_15_24_Ind_F,Uni_he_PT_15_24_Ind_P,Uni_he_PT_15_24_NoInd_M,Uni_he_PT_15_24_NoInd_F,Uni_he_PT_15_24_NoInd_P,Uni_he_PT_15_24_In_ns_M,Uni_he_PT_15_24_In_ns_F,Uni_he_PT_15_24_In_ns_P,Uni_he_PT_15_24_Tot_M,Uni_he_PT_15_24_Tot_F,Uni_he_PT_15_24_Tot_P,Uni_he_PT_25_ov_Ind_M,Uni_he_PT_25_ov_Ind_F,Uni_he_PT_25_ov_Ind_P,Uni_he_PT_25_ov_NoInd_M,Uni_he_PT_25_ov_NoInd_F,Uni_he_PT_25_ov_NoInd_P,Uni_he_PT_25_ov_In_ns_M,Uni_he_PT_25_ov_In_ns_F,Uni_he_PT_25_ov_In_ns_P,Uni_he_PT_25_ov_Tot_M,Uni_he_PT_25_ov_Tot_F,Uni_he_PT_25_ov_Tot_P,Uni_he_FTPT_ss_ns_Ind_M,Uni_he_FTPT_ss_ns_Ind_F,Uni_he_FTPT_ss_ns_Ind_P,Uni_he_FTPT_ss_ns_NoInd_M,Uni_he_FTPT_ss_ns_NoInd_F,Uni_he_FTPT_ss_ns_NoInd_P,Uni_he_FTPT_ss_ns_In_ns_M,Uni_he_FTPT_ss_ns_In_ns_F,Uni_he_FTPT_ss_ns_In_ns_P,Uni_he_FTPT_ss_ns_Tot_M,Uni_he_FTPT_ss_ns_Tot_F,Uni_he_FTPT_ss_ns_Tot_P,Uni_he_Tot_Uni_he_Ind_M,Uni_he_Tot_Uni_he_Ind_F,Uni_he_Tot_Uni_he_Ind_P,Uni_he_Tot_Uni_he_NoInd_M,Uni_he_Tot_Uni_he_NoInd_F,Uni_he_Tot_Uni_he_NoInd_P,Uni_he_Tot_Uni_he_In_ns_M,Uni_he_Tot_Uni_he_In_ns_F,Uni_he_Tot_Uni_he_In_ns_P,Uni_he_Tot_Uni_he_Tot_M,Uni_he_Tot_Uni_he_Tot_F,Uni_he_Tot_Uni_he_Tot_P,Ter_Tot_Ter_Ind_M,Ter_Tot_Ter_Ind_F,Ter_Tot_Ter_Ind_P,Ter_Tot_Ter_NonInd_M,Ter_Tot_Ter_NonInd_F,Ter_Tot_Ter_NonInd_P,Ter_Tot_Ter_IndSt_ns_M,Ter_Tot_Ter_IndSt_ns_F,Ter_Tot_Ter_IndSt_ns_P,Ter_Tot_Ter_Tot_M,Ter_Tot_Ter_Tot_F,Ter_Tot_Ter_Tot_P,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF
IARE503002,5,5,9,21,25,38,0,0,0,24,29,44,14,27,43,120,102,219,0,7,3,133,131,266,13,14,24,75,83,156,5,7,9,89,97,189,0,0,0,3,8,11,0,0,0,10,8,16,5,0,3,0,4,5,0,0,0,4,4,9,0,0,0,6,4,14,0,0,0,6,5,8,3,0,3,13,20,31,0,0,3,15,23,38,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,21,37,61,0,3,0,32,40,75,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,4,3,5,0,0,0,4,3,5,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,9,12,20,0,0,0,10,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,38,0,0,0,15,21,33,4,4,11,38,60,94,0,3,0,47,61,111,0,5,5,3,9,11,0,0
IARE503003,30,23,56,261,279,542,3,0,3,297,301,593,140,134,281,1220,1136,2360,0,0,3,1363,1277,2644,103,114,218,775,763,1538,0,0,4,883,880,1764,3,3,7,35,30,71,0,0,0,43,37,80,0,3,5,34,30,62,0,0,0,37,33,63,8,8,10,129,73,204,0,0,0,138,84,221,9,9,13,135,233,370,0,0,0,141,241,382,0,0,0,5,0,4,0,0,0,5,0,4,20,18,36,331,372,709,3,0,4,353,392,749,0,0,0,64,56,119,0,0,0,64,56,119,3,4,6,67,66,135,0,0,0,70,68,143,0,0,0,9,23,35,0,0,0,13,23,36,0,5,10,85,170,257,0,0,0,86,179,268,0,0,0,3,3,8,0,0,0,3,3,8,3,10,15,228,325,557,0,0,0,234,335,570,21,27,53,567,704,1266,3,0,4,591,732,1321,11,11,18,96,118,217,0,0
IARE503004,3,11,15,0,3,3,0,0,0,3,12,17,70,62,133,6,5,10,0,0,0,82,66,144,53,48,98,0,5,3,0,0,0,57,48,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,4,4,9,0,0,0,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,5,11,0,0,0,11,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,15,0,0,0,10,3,18,3,0,5,18,8,28,0,0,0,21,6,33,0,0,0,0,0,4,0,0
IARE503005,3,4,8,9,8,22,0,0,0,12,16,25,15,14,33,49,35,84,0,0,0,61,50,111,10,11,23,18,9,27,0,0,0,28,19,52,0,0,0,0,5,4,0,0,0,3,5,8,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,0,3,4,0,0,0,4,3,6,0,0,0,9,5,17,0,0,0,9,5,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,16,16,28,0,0,0,21,16,28,0,0,0,3,5,4,0,0,0,3,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,0,0,0,9,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18,0,0,0,10,13,23,3,0,4,21,28,49,0,0,0,21,24,48,0,0,0,7,4,8,0,0
IARE503006,0,5,8,0,0,0,0,0,0,0,5,8,29,13,47,0,0,6,0,0,0,33,19,54,11,13,24,0,0,0,0,0,0,11,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,4,5,4,0,0,0,4,3,7,0,0,0,4,5,3,0,0,0,0,0,0,0,0
IARE503007,0,0,0,0,0,0,0,0,0,0,0,0,11,7,20,5,9,12,0,0,0,13,19,31,5,6,13,0,0,4,0,0,0,9,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,5,0,7,7,7,4,10,0,0,0,7,7,15,0,0,0,6,4,11,0,0
IARE504001,10,10,18,0,0,0,0,0,0,11,10,22,32,39,64,0,0,0,0,0,0,37,37,69,14,21,40,0,0,3,0,0,0,18,25,43,5,0,8,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,3,4,0,0,0,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,9,5,4,11,5,4,6,0,0,0,12,10,18,0,0,0,0,0,0,0,0
IARE504002,9,9,17,0,0,0,0,0,0,9,7,17,72,59,130,3,0,5,0,0,0,72,62,136,27,17,42,0,0,0,0,0,0,27,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0,0,0,4,7,11,4,0,5,4,7,11,0,0,0,6,7,10,0,0,5,0,0,0,0,0
IARE504003,10,11,21,0,0,5,0,0,0,13,11,21,75,73,155,5,4,7,5,0,4,85,80,163,40,42,82,0,0,3,0,0,3,38,51,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,5,0,0,0,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,5,5,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,5,5,10,11,4,5,8,3,9,13,0,0,5,6,10,17,0,0,0,0,0,0,0,0
IARE504004,0,0,5,0,0,0,0,0,0,0,0,5,24,13,40,4,0,4,0,0,0,31,13,40,16,12,28,0,0,0,0,0,0,16,12,34,4,6,15,0,0,0,0,0,0,4,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,0,0,0,0,0,0,4,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,0,0,0,0,0,0,4,6,15,0,0,0,0,0,0,0,0
IARE504005,4,3,3,0,0,0,0,0,0,4,3,3,17,27,42,0,0,0,0,0,0,17,27,42,4,6,12,0,0,0,0,0,0,4,6,12,4,3,4,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,7,0,0,0,0,0,0,4,9,9,0,0,0,0,0,0,0,0
IARE504006,14,21,29,27,18,49,0,0,0,44,34,82,103,105,205,125,104,225,0,4,8,228,213,437,47,56,104,46,50,100,0,0,0,95,107,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,6,3,8,0,3,3,8,7,21,0,0,0,8,12,22,6,0,9,15,24,40,0,0,0,24,29,49,0,0,0,0,0,0,0,0,0,0,0,0,9,8,13,28,36,64,0,0,0,35,42,84,0,0,5,3,10,12,0,0,0,3,6,10,0,0,0,11,8,14,0,0,0,11,8,20,0,0,0,5,4,5,0,0,0,5,4,5,3,5,4,14,28,43,0,0,0,22,34,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,27,49,81,0,0,0,35,54,87,13,11,26,61,83,146,0,0,0,64,100,169,8,0,4,11,15,20,0,0
IARE504007,0,0,8,0,5,9,0,0,0,6,6,12,11,18,30,31,34,61,0,0,3,46,48,93,0,9,8,19,21,42,0,0,0,15,27,48,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,16,0,0,0,6,12,16,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,18,0,0,0,6,17,18,0,0,0,8,28,34,0,0,0,8,24,37,0,0,0,5,0,6,0,0
IARE504008,0,3,0,0,0,0,0,0,0,4,3,6,30,37,60,13,0,10,0,0,0,35,32,75,23,18,34,0,9,9,0,0,0,23,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,6,0,3,4,0,5,4,0,0,0,3,10,14,0,0,0,0,0,0,0,0
IARE505001,43,47,95,1045,901,1945,3,3,6,1090,958,2049,241,253,493,4758,4481,9241,6,7,12,5001,4747,9750,149,152,305,3066,3041,6113,12,3,15,3225,3203,6426,9,11,15,197,198,398,0,0,5,208,209,411,0,7,3,164,270,429,0,0,0,161,277,440,7,10,18,277,209,484,0,0,0,285,216,505,7,17,31,332,558,897,0,0,0,344,576,923,0,0,0,0,8,7,0,0,0,0,8,9,26,39,68,970,1242,2216,4,0,9,1005,1288,2288,3,6,13,556,782,1339,0,0,0,562,791,1354,11,7,25,229,394,627,0,4,3,238,408,651,0,0,0,105,166,266,0,0,0,105,169,272,5,11,19,294,538,828,0,0,6,297,549,851,0,0,0,3,7,5,0,0,0,3,7,5,19,33,53,1185,1889,3072,3,4,8,1207,1924,3134,51,74,123,2156,3140,5294,8,3,16,2213,3218,5429,18,17,38,372,585,962,4,0
IARE505002,3,3,12,144,130,272,0,0,0,147,135,282,26,19,44,592,535,1128,0,0,0,620,551,1167,30,23,50,414,392,807,3,0,7,445,408,860,4,7,5,28,36,64,0,0,0,27,41,68,0,0,0,26,39,64,0,0,0,26,38,62,5,3,6,43,24,65,0,0,0,45,27,71,0,0,0,51,107,163,0,0,0,58,107,163,0,0,0,0,0,0,0,0,0,0,0,0,8,6,15,149,204,349,0,0,0,158,208,367,4,3,12,96,137,235,0,0,0,106,141,246,0,3,3,47,66,113,0,0,0,47,75,117,0,0,3,31,24,60,0,0,0,35,24,60,0,0,0,84,133,218,0,0,0,84,130,223,0,0,0,0,0,3,0,0,0,0,0,3,3,11,16,269,363,632,0,0,0,271,379,649,14,18,31,415,572,989,0,0,0,432,585,1016,0,3,5,61,72,135,0,0
IARE505003,13,9,21,600,533,1134,0,0,0,611,539,1149,67,48,119,2182,2106,4290,3,4,12,2258,2161,4418,52,54,105,1841,1626,3463,14,4,14,1899,1684,3584,4,0,4,169,135,305,0,0,0,172,135,303,4,3,8,181,268,451,0,0,0,187,271,458,6,0,7,125,75,200,0,0,0,131,77,207,6,9,13,267,389,658,0,0,0,275,396,665,0,0,0,0,4,3,0,0,0,0,4,3,13,9,28,746,874,1621,0,0,0,765,881,1645,6,11,17,701,805,1503,0,0,0,703,824,1519,0,9,12,372,406,779,0,0,0,374,420,789,4,3,6,115,147,271,0,0,0,122,152,276,8,11,15,358,548,906,0,0,0,363,555,921,0,0,0,8,0,8,0,0,0,6,0,15,15,30,48,1549,1917,3468,3,0,4,1568,1948,3517,28,39,76,2309,2790,5102,0,0,3,2343,2835,5174,7,3,11,309,383,694,0,0
IARE505004,13,10,27,309,263,579,0,0,0,330,275,602,52,67,125,1335,1297,2636,4,4,9,1397,1368,2766,63,60,114,962,873,1836,9,8,10,1029,940,1968,4,0,4,134,111,253,0,0,0,139,113,258,0,3,8,141,232,378,0,0,0,145,240,383,0,0,6,87,48,141,0,0,0,95,50,143,4,4,6,189,323,516,0,0,0,198,330,523,0,0,0,7,3,7,0,0,0,7,3,7,8,10,22,564,723,1290,0,0,5,573,741,1315,6,14,13,379,499,878,0,0,0,382,512,897,5,5,12,265,309,574,0,0,0,267,313,586,0,0,4,83,100,177,0,0,0,82,102,185,6,8,13,211,275,481,0,0,0,215,283,497,0,0,0,4,0,7,0,0,0,4,0,7,7,23,36,940,1186,2122,0,4,7,950,1212,2164,18,41,60,1511,1914,3424,3,0,9,1535,1957,3489,5,3,11,237,259,497,4,0
IARE505005,22,14,37,743,741,1485,0,0,6,765,763,1531,85,102,184,4018,3715,7736,6,9,19,4110,3833,7940,67,69,142,3482,3292,6781,10,4,22,3558,3377,6936,7,3,10,407,265,674,3,0,4,414,270,685,3,7,8,370,462,834,0,0,0,374,469,841,6,0,10,239,126,362,0,0,0,243,126,370,0,7,11,378,581,960,0,0,0,376,589,965,0,0,0,4,4,9,0,0,0,4,8,9,13,26,35,1401,1435,2832,3,3,5,1414,1457,2871,4,21,23,1959,2104,4058,8,0,3,1968,2121,4091,10,3,11,903,904,1805,0,0,0,908,910,1815,0,4,4,233,255,481,0,0,0,233,259,484,0,10,15,388,554,946,0,0,0,387,566,954,0,0,0,5,10,16,0,0,0,5,10,16,13,38,49,3478,3824,7307,3,0,5,3503,3863,7361,22,63,89,4894,5267,10160,6,3,14,4927,5335,10257,10,9,20,511,599,1111,0,0
IARE505006,32,22,54,1155,1021,2174,0,0,3,1188,1048,2232,180,154,333,4818,4818,9635,13,6,17,5009,4980,9992,131,118,255,3704,3501,7203,4,16,22,3845,3630,7478,6,5,16,209,212,424,0,0,0,218,222,435,4,14,18,188,287,474,0,0,0,186,299,490,10,8,15,389,209,597,3,0,4,401,217,619,12,9,19,393,678,1073,0,3,4,410,688,1096,0,0,0,6,0,8,0,0,0,6,0,8,33,36,68,1183,1388,2568,7,4,11,1219,1428,2645,7,25,26,972,1437,2407,0,6,6,974,1464,2440,4,12,7,379,646,1029,0,0,0,386,653,1041,4,4,6,200,297,496,0,0,3,207,298,505,11,15,23,517,930,1440,0,0,0,526,945,1468,0,0,0,6,4,6,0,0,0,6,4,6,22,52,73,2067,3309,5380,0,3,6,2092,3364,5459,54,90,143,3253,4707,7955,10,10,12,3315,4799,8116,8,19,29,422,555,971,0,0
IARE505007,8,9,16,305,293,593,0,0,0,312,297,609,30,52,81,1167,1185,2346,6,0,5,1195,1232,2427,39,30,69,1070,1130,2198,8,0,10,1113,1159,2278,0,3,3,46,44,91,0,0,0,46,42,86,0,0,0,50,76,125,0,0,0,48,77,130,5,4,9,60,52,112,0,0,0,66,55,121,5,0,8,113,174,286,0,0,0,115,172,296,0,0,0,0,0,0,0,0,0,0,0,0,12,5,15,270,348,614,3,0,8,283,352,628,5,6,11,419,607,1025,4,0,4,430,612,1042,0,7,6,196,324,530,0,0,0,202,332,535,0,0,4,96,97,194,0,0,0,93,102,201,4,4,10,226,434,661,0,0,0,234,435,670,0,0,0,3,0,11,0,0,0,3,0,11,11,20,30,955,1466,2421,0,0,8,964,1486,2456,20,20,41,1219,1815,3035,8,0,8,1247,1842,3087,3,3,9,126,186,311,0,0
IARE505008,46,46,90,1108,1090,2197,6,0,6,1158,1138,2291,235,227,464,5754,5573,11324,21,17,36,6012,5816,11825,148,167,315,4401,4123,8524,14,12,24,4561,4306,8870,8,4,7,380,347,733,0,0,0,388,354,742,3,14,15,315,557,870,0,0,0,317,566,884,14,4,11,403,237,637,0,0,0,415,238,652,3,11,15,433,822,1252,3,0,6,437,829,1268,0,0,6,6,8,17,0,0,3,10,11,25,24,23,46,1540,1977,3514,12,7,12,1571,2007,3572,6,16,22,1261,1589,2847,5,3,3,1271,1604,2877,4,5,17,443,582,1023,0,0,0,448,587,1041,0,6,0,211,266,476,0,0,0,210,267,484,7,14,24,386,570,954,4,3,0,393,588,980,0,0,0,3,8,11,0,0,0,3,8,11,18,43,58,2304,3021,5318,6,6,10,2326,3061,5389,46,66,107,3850,5003,8849,12,12,23,3903,5076,8980,21,24,41,618,740,1363,3,0
IARE505009,19,12,29,1363,1237,2592,0,3,0,1378,1247,2633,107,122,232,7093,6651,13748,27,16,35,7224,6790,14020,89,83,178,6258,5921,12180,17,21,38,6362,6026,12395,4,0,6,330,310,638,0,0,3,333,319,651,4,0,3,157,286,437,0,0,0,158,285,442,3,5,8,591,227,818,0,3,3,596,231,832,6,3,13,418,673,1089,6,5,5,428,678,1106,0,0,0,0,0,5,0,0,0,0,0,6,16,12,31,1494,1500,2989,8,9,13,1517,1513,3033,4,18,19,1800,2189,3983,9,4,12,1806,2206,4016,3,6,10,527,646,1168,0,4,4,526,650,1181,4,6,9,296,369,665,0,3,3,299,375,676,0,3,7,591,1100,1691,0,3,3,595,1109,1703,0,0,0,9,5,16,0,0,0,9,5,16,13,32,41,3218,4306,7521,9,13,20,3235,4351,7591,30,44,75,4714,5813,10523,10,22,33,4754,5873,10632,8,11,16,533,744,1281,3,0
