IARE_CODE_2021,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,Prim_Indig_M,Prim_Indig_F,Prim_Indig_P,Prim_NonInd_M,Prim_NonInd_F,Prim_NonInd_P,Prim_Indig_st_nsM,Prim_Indig_st_nsF,Prim_Indig_st_nsP,Prim_TotM,Prim_TotF,Prim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TVE_TAFE_ptp_FT_15_24_Ind_M,TVE_TAFE_ptp_FT_15_24_Ind_F,TVE_TAFE_ptp_FT_15_24_Ind_P,TVE_TAFE_ptp_FT_15_24_NoInd_M,TVE_TAFE_ptp_FT_15_24_NoInd_F,TVE_TAFE_ptp_FT_15_24_NoInd_P,TVE_TAFE_ptp_FT_15_24_In_ns_M,TVE_TAFE_ptp_FT_15_24_In_ns_F,TVE_TAFE_ptp_FT_15_24_In_ns_P,TVE_TAFE_ptp_FT_15_24_Tot_M,TVE_TAFE_ptp_FT_15_24_Tot_F,TVE_TAFE_ptp_FT_15_24_Tot_P,TVE_TAFE_ptp_FT_25_ov_Ind_M,TVE_TAFE_ptp_FT_25_ov_Ind_F,TVE_TAFE_ptp_FT_25_ov_Ind_P,TVE_TAFE_ptp_FT_25_ov_NoInd_M,TVE_TAFE_ptp_FT_25_ov_NoInd_F,TVE_TAFE_ptp_FT_25_ov_NoInd_P,TVE_TAFE_ptp_FT_25_ov_In_ns_M,TVE_TAFE_ptp_FT_25_ov_In_ns_F,TVE_TAFE_ptp_FT_25_ov_In_ns_P,TVE_TAFE_ptp_FT_25_ov_Tot_M,TVE_TAFE_ptp_FT_25_ov_Tot_F,TVE_TAFE_ptp_FT_25_ov_Tot_P,TVE_TAFE_ptp_PT_15_24_Ind_M,TVE_TAFE_ptp_PT_15_24_Ind_F,TVE_TAFE_ptp_PT_15_24_Ind_P,TVE_TAFE_ptp_PT_15_24_NoInd_M,TVE_TAFE_ptp_PT_15_24_NoInd_F,TVE_TAFE_ptp_PT_15_24_NoInd_P,TVE_TAFE_ptp_PT_15_24_In_ns_M,TVE_TAFE_ptp_PT_15_24_In_ns_F,TVE_TAFE_ptp_PT_15_24_In_ns_P,TVE_TAFE_ptp_PT_15_24_Tot_M,TVE_TAFE_ptp_PT_15_24_Tot_F,TVE_TAFE_ptp_PT_15_24_Tot_P,TVE_TAFE_ptp_PT_25_ov_Ind_M,TVE_TAFE_ptp_PT_25_ov_Ind_F,TVE_TAFE_ptp_PT_25_ov_Ind_P,TVE_TAFE_ptp_PT_25_ov_NoInd_M,TVE_TAFE_ptp_PT_25_ov_NoInd_F,TVE_TAFE_ptp_PT_25_ov_NoInd_P,TVE_TAFE_ptp_PT_25_ov_In_ns_M,TVE_TAFE_ptp_PT_25_ov_In_ns_F,TVE_TAFE_ptp_PT_25_ov_In_ns_P,TVE_TAFE_ptp_PT_25_ov_Tot_M,TVE_TAFE_ptp_PT_25_ov_Tot_F,TVE_TAFE_ptp_PT_25_ov_Tot_P,TVE_TAFE_ptp_FT_PT_Ind_M,TVE_TAFE_ptp_FT_PT_Ind_F,TVE_TAFE_ptp_FT_PT_Ind_P,TVE_TAFE_ptp_FT_PT_NoInd_M,TVE_TAFE_ptp_FT_PT_NoInd_F,TVE_TAFE_ptp_FT_PT_NoInd_P,TVE_TAFE_ptp_FT_PT_In_ns_M,TVE_TAFE_ptp_FT_PT_In_ns_F,TVE_TAFE_ptp_FT_PT_In_ns_P,TVE_TAFE_ptp_FT_PT_Tot_M,TVE_TAFE_ptp_FT_PT_Tot_F,TVE_TAFE_ptp_FT_PT_Tot_P,TVE_TAFE_ptp_TVETAFE_Ind_M,TVE_TAFE_ptp_TVETAFE_Ind_F,TVE_TAFE_ptp_TVETAFE_Ind_P,TVE_TAFE_ptp_TVETAFE_NoInd_M,TVE_TAFE_ptp_TVETAFE_NoInd_F,TVE_TAFE_ptp_TVETAFE_NoInd_P,TVE_TAFE_ptp_TVETAFE_In_ns_M,TVE_TAFE_ptp_TVETAFE_In_ns_F,TVE_TAFE_ptp_TVETAFE_In_ns_P,TVE_TAFE_ptp_TVETAFE_Tot_M,TVE_TAFE_ptp_TVETAFE_Tot_F,TVE_TAFE_ptp_TVETAFE_Tot_P,Uni_he_FT_15_24_Ind_M,Uni_he_FT_15_24_Ind_F,Uni_he_FT_15_24_Ind_P,Uni_he_FT_15_24_NoInd_M,Uni_he_FT_15_24_NoInd_F,Uni_he_FT_15_24_NoInd_P,Uni_he_FT_15_24_In_ns_M,Uni_he_FT_15_24_In_ns_F,Uni_he_FT_15_24_In_ns_P,Uni_he_FT_15_24_Tot_M,Uni_he_FT_15_24_Tot_F,Uni_he_FT_15_24_Tot_P,Uni_he_FT_25_ov_Ind_M,Uni_he_FT_25_ov_Ind_F,Uni_he_FT_25_ov_Ind_P,Uni_he_FT_25_ov_NoInd_M,Uni_he_FT_25_ov_NoInd_F,Uni_he_FT_25_ov_NoInd_P,Uni_he_FT_25_ov_In_ns_M,Uni_he_FT_25_ov_In_ns_F,Uni_he_FT_25_ov_In_ns_P,Uni_he_FT_25_ov_Tot_M,Uni_he_FT_25_ov_Tot_F,Uni_he_FT_25_ov_Tot_P,Uni_he_PT_15_24_Ind_M,Uni_he_PT_15_24_Ind_F,Uni_he_PT_15_24_Ind_P,Uni_he_PT_15_24_NoInd_M,Uni_he_PT_15_24_NoInd_F,Uni_he_PT_15_24_NoInd_P,Uni_he_PT_15_24_In_ns_M,Uni_he_PT_15_24_In_ns_F,Uni_he_PT_15_24_In_ns_P,Uni_he_PT_15_24_Tot_M,Uni_he_PT_15_24_Tot_F,Uni_he_PT_15_24_Tot_P,Uni_he_PT_25_ov_Ind_M,Uni_he_PT_25_ov_Ind_F,Uni_he_PT_25_ov_Ind_P,Uni_he_PT_25_ov_NoInd_M,Uni_he_PT_25_ov_NoInd_F,Uni_he_PT_25_ov_NoInd_P,Uni_he_PT_25_ov_In_ns_M,Uni_he_PT_25_ov_In_ns_F,Uni_he_PT_25_ov_In_ns_P,Uni_he_PT_25_ov_Tot_M,Uni_he_PT_25_ov_Tot_F,Uni_he_PT_25_ov_Tot_P,Uni_he_FTPT_ss_ns_Ind_M,Uni_he_FTPT_ss_ns_Ind_F,Uni_he_FTPT_ss_ns_Ind_P,Uni_he_FTPT_ss_ns_NoInd_M,Uni_he_FTPT_ss_ns_NoInd_F,Uni_he_FTPT_ss_ns_NoInd_P,Uni_he_FTPT_ss_ns_In_ns_M,Uni_he_FTPT_ss_ns_In_ns_F,Uni_he_FTPT_ss_ns_In_ns_P,Uni_he_FTPT_ss_ns_Tot_M,Uni_he_FTPT_ss_ns_Tot_F,Uni_he_FTPT_ss_ns_Tot_P,Uni_he_Tot_Uni_he_Ind_M,Uni_he_Tot_Uni_he_Ind_F,Uni_he_Tot_Uni_he_Ind_P,Uni_he_Tot_Uni_he_NoInd_M,Uni_he_Tot_Uni_he_NoInd_F,Uni_he_Tot_Uni_he_NoInd_P,Uni_he_Tot_Uni_he_In_ns_M,Uni_he_Tot_Uni_he_In_ns_F,Uni_he_Tot_Uni_he_In_ns_P,Uni_he_Tot_Uni_he_Tot_M,Uni_he_Tot_Uni_he_Tot_F,Uni_he_Tot_Uni_he_Tot_P,Ter_Tot_Ter_Ind_M,Ter_Tot_Ter_Ind_F,Ter_Tot_Ter_Ind_P,Ter_Tot_Ter_NonInd_M,Ter_Tot_Ter_NonInd_F,Ter_Tot_Ter_NonInd_P,Ter_Tot_Ter_IndSt_ns_M,Ter_Tot_Ter_IndSt_ns_F,Ter_Tot_Ter_IndSt_ns_P,Ter_Tot_Ter_Tot_M,Ter_Tot_Ter_Tot_F,Ter_Tot_Ter_Tot_P,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF
IARE507006,17,13,26,248,209,457,0,5,3,259,224,488,82,58,139,1337,1221,2552,7,9,17,1424,1287,2706,50,49,98,1097,1086,2183,3,6,11,1149,1139,2293,3,8,6,45,45,89,0,0,0,45,53,102,0,3,3,15,54,71,0,0,0,13,60,78,4,5,6,105,63,165,0,0,0,114,59,173,0,5,4,80,173,253,0,0,0,81,177,257,0,0,0,0,0,0,0,0,0,0,0,0,9,16,25,245,338,580,3,0,3,260,352,609,0,0,0,33,84,114,0,0,0,33,78,116,0,0,0,12,71,83,0,0,0,12,73,84,0,0,0,13,22,37,0,0,0,13,22,37,5,9,7,67,122,186,0,0,0,66,130,197,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,123,303,427,0,0,0,125,314,440,12,27,36,367,643,1007,3,0,0,384,668,1046,10,7,9,92,97,184,0,0
IARE507007,3,4,9,54,49,109,0,0,3,59,55,119,31,30,62,283,295,577,0,0,4,315,322,642,17,25,40,106,117,221,0,0,0,122,143,265,0,0,0,6,5,10,0,0,0,6,5,10,0,0,0,0,9,9,0,0,0,0,4,4,0,0,0,14,8,21,0,0,0,14,9,21,0,0,0,14,29,43,0,0,0,14,34,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,56,82,0,0,0,34,57,83,0,0,0,7,29,27,0,0,0,7,29,27,0,0,0,3,7,9,0,0,0,3,7,9,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,6,25,31,0,0,0,6,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,61,74,0,0,0,14,63,75,0,6,6,42,114,157,0,0,0,42,116,160,0,3,3,13,30,35,0,0
IARE507008,6,6,14,61,41,103,0,0,0,70,50,116,22,32,58,293,288,585,0,6,8,317,325,644,18,20,40,120,133,256,0,0,5,141,159,297,0,0,0,4,4,9,0,0,0,4,4,9,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,12,3,13,0,0,0,12,3,13,0,3,3,10,51,59,0,0,0,9,54,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,27,65,87,0,0,0,26,66,92,0,0,0,0,16,17,0,0,0,0,16,17,0,0,0,5,13,10,0,0,0,5,13,17,0,0,0,6,9,16,0,0,0,6,10,14,0,0,0,0,27,25,0,0,0,0,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,54,68,0,0,0,16,59,72,0,3,5,40,119,160,0,0,0,40,125,164,4,0,6,5,14,24,0,0
IARE507009,40,32,79,667,664,1328,3,3,10,715,702,1414,235,242,481,3464,3504,6972,21,15,39,3722,3766,7487,165,195,363,2898,2769,5659,14,20,28,3075,2983,6052,4,11,18,163,189,346,0,0,0,173,203,372,7,0,7,79,225,304,0,0,0,80,233,309,12,15,20,321,193,521,5,0,0,335,210,543,9,9,20,247,515,764,0,3,3,253,532,782,0,0,0,0,0,3,0,0,0,0,0,5,31,37,68,809,1132,1935,3,6,7,844,1174,2012,7,15,21,340,664,1009,0,0,0,347,682,1029,4,10,14,102,301,403,0,0,0,107,313,420,0,3,3,62,124,187,0,0,0,62,130,197,4,15,15,198,432,632,0,0,0,203,442,641,0,0,0,5,5,5,0,0,0,5,5,5,10,40,53,709,1525,2239,0,0,0,722,1569,2292,47,76,119,1523,2661,4178,3,5,16,1568,2742,4315,14,13,33,286,456,743,0,0
IARE507010,10,7,17,136,129,266,0,0,0,148,134,281,40,41,85,715,649,1369,14,9,17,771,706,1473,42,51,86,617,604,1223,9,9,20,671,662,1335,0,0,3,36,24,53,0,0,0,39,28,62,0,0,0,12,18,34,0,0,0,16,18,32,3,3,3,78,29,112,0,0,0,81,33,113,0,6,6,41,124,164,0,0,0,41,132,170,0,0,0,0,0,0,0,0,0,0,0,0,4,10,13,164,192,359,0,5,6,173,205,379,0,0,0,13,22,27,0,0,0,13,25,34,0,0,4,10,27,40,0,0,0,13,32,43,0,0,0,0,10,20,0,0,0,0,13,14,0,4,4,30,84,110,0,0,4,29,91,118,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,54,150,204,0,0,3,52,161,209,11,11,23,214,346,560,6,6,7,226,364,591,0,3,7,53,70,118,0,0
IARE507011,4,0,9,88,91,179,0,0,5,96,97,190,55,60,107,606,554,1162,19,10,22,672,625,1295,66,54,125,464,474,941,5,5,15,542,540,1081,0,0,0,17,15,31,0,0,0,17,15,31,0,0,0,3,26,26,0,0,0,6,24,27,4,0,4,52,27,79,0,0,0,57,27,81,0,0,0,30,66,99,0,0,0,33,73,102,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,103,132,241,0,0,3,114,136,249,0,0,0,23,56,79,0,0,0,23,54,79,0,0,0,11,27,37,0,0,0,11,27,37,0,0,0,9,24,29,0,0,0,9,24,29,0,0,0,15,64,84,0,3,3,15,69,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,171,225,0,4,4,52,173,226,10,3,10,160,300,463,0,8,4,164,312,479,0,3,5,34,55,84,0,0
IARE507012,4,8,14,116,112,230,0,0,0,126,120,246,36,35,72,686,659,1343,0,3,7,721,704,1423,44,35,77,473,530,1002,5,11,15,528,569,1095,0,5,4,28,31,57,0,0,0,26,37,66,0,0,0,4,22,27,0,0,0,4,22,27,6,8,10,61,37,96,0,0,0,67,42,102,0,7,7,32,96,135,0,0,0,32,101,139,0,0,0,4,0,4,0,0,0,4,0,4,4,9,18,135,189,321,0,0,0,139,202,343,0,5,5,24,62,82,0,0,0,24,61,86,0,0,0,3,43,52,0,0,0,3,45,51,0,0,0,12,9,21,0,0,0,12,9,21,0,0,3,20,61,81,0,0,0,25,66,85,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,59,185,238,0,0,0,59,186,247,8,20,26,186,371,563,0,0,0,195,389,590,5,3,9,17,54,72,0,0
IARE507013,5,9,16,78,85,163,0,0,0,85,92,179,41,54,97,473,442,916,10,12,15,524,504,1030,39,39,78,356,343,701,8,0,7,400,382,788,4,0,3,15,12,29,0,0,0,18,19,38,0,0,3,6,19,27,0,0,0,8,21,27,3,5,3,36,32,66,0,0,0,42,32,70,0,3,3,28,83,115,0,0,0,28,90,117,0,0,0,3,0,3,0,0,0,3,0,3,4,13,19,96,146,236,0,0,0,101,152,253,0,0,0,12,28,41,0,0,0,12,27,39,0,3,3,9,21,23,0,0,0,9,19,26,0,0,0,9,12,18,0,0,0,9,12,18,0,0,0,16,51,67,0,0,0,16,56,65,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,40,112,148,0,0,0,40,116,156,4,12,19,130,256,394,0,0,0,141,270,410,3,0,3,18,40,62,0,0
IARE507014,10,9,16,40,43,85,0,0,0,55,51,101,40,38,84,218,222,441,0,0,0,265,265,527,39,41,75,189,173,354,0,0,0,224,214,437,0,0,0,0,4,6,0,0,0,0,7,6,0,0,0,9,11,13,0,0,0,9,11,13,3,0,3,24,23,41,0,0,0,25,23,47,0,0,0,7,47,54,0,0,0,7,49,54,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,36,79,119,0,0,3,41,83,124,0,0,0,8,8,14,0,0,0,8,8,14,0,0,0,3,10,10,0,0,0,3,10,13,0,0,0,3,4,11,0,0,0,3,4,11,0,0,0,15,25,36,0,0,0,15,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,47,78,0,0,0,32,49,78,5,3,4,70,126,196,4,0,8,76,134,204,0,4,6,17,22,38,0,0
IARE507015,33,31,62,568,600,1172,6,8,12,606,639,1243,155,150,300,3180,2852,6040,21,17,44,3359,3023,6380,104,130,232,2457,2439,4902,15,12,26,2577,2582,5159,5,8,16,97,98,193,0,0,0,103,103,204,0,10,7,43,142,185,0,4,5,48,153,195,12,11,26,265,134,401,0,0,0,276,149,427,6,15,18,207,480,682,3,0,3,213,498,704,0,0,0,5,5,13,0,0,0,9,5,14,24,45,67,613,858,1477,7,4,5,641,904,1547,0,4,4,74,179,252,0,0,0,85,180,257,0,7,7,58,156,215,0,0,0,58,164,218,0,0,0,22,54,70,0,0,0,22,56,75,0,0,10,139,381,515,0,0,0,138,379,520,0,0,0,0,0,0,0,0,0,0,0,0,3,10,18,294,768,1055,0,0,0,294,782,1074,24,55,79,907,1631,2541,5,3,13,940,1695,2633,4,9,14,192,308,501,0,0
IARE508001,13,12,29,10,5,16,0,0,0,28,22,47,74,70,146,37,23,59,0,0,0,105,96,204,37,35,74,17,8,26,0,0,0,56,41,101,0,0,0,0,0,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,0,9,6,0,3,5,5,9,15,0,0,0,5,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,5,13,21,0,0,0,11,18,35,0,0,4,0,0,0,0,0,0,0,4,7,0,0,0,0,5,6,0,0,0,0,4,8,0,0,0,0,7,5,0,0,0,0,7,5,0,3,3,9,10,16,0,0,0,9,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,18,25,0,0,0,10,20,33,3,10,19,15,32,46,0,0,0,21,44,67,0,4,4,4,0,3,0,0
IARE508003,16,6,25,0,0,0,0,0,0,16,6,25,90,75,162,0,0,5,0,0,0,97,78,168,31,40,69,0,3,3,0,0,0,31,38,74,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,5,0,4,8,0,3,3,0,0,0,4,4,10,0,0,0,0,0,0,0,0
IARE508005,21,13,32,0,0,0,0,0,0,21,11,28,78,68,145,14,7,18,0,0,0,90,70,160,14,40,55,3,5,8,0,0,0,17,46,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,14,0,0,0,0,11,12,0,0,3,3,13,21,0,0,0,4,21,20,0,3,3,3,0,3,0,0
IARE508006,17,8,20,0,0,0,0,0,0,17,10,19,46,38,91,6,11,10,0,0,0,56,50,107,37,49,86,0,0,0,0,0,0,37,54,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,6,0,0,0,4,3,7,3,4,9,7,3,12,0,0,0,7,4,16,0,0,4,0,0,0,0,0
IARE594994,9,0,9,17,18,36,0,0,0,22,18,41,15,22,41,106,94,201,0,0,0,121,114,243,5,11,16,42,52,91,0,0,0,51,55,109,0,4,4,10,8,12,0,0,0,13,11,16,0,0,0,7,19,28,0,0,0,9,18,33,0,0,0,12,6,18,0,0,0,11,6,15,0,0,0,7,23,36,0,0,0,7,25,34,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,40,52,91,0,0,0,44,59,99,0,4,4,14,22,37,0,0,0,14,25,42,0,0,0,10,17,31,0,0,0,13,17,31,0,0,0,0,3,9,0,0,0,0,3,9,3,3,3,19,29,44,0,0,0,15,25,46,0,0,0,3,0,3,0,0,0,3,0,3,0,3,7,46,65,116,0,0,0,52,68,122,6,13,15,85,122,206,0,0,0,96,130,224,0,0,0,22,34,57,0,0
IARE597997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,9,0,8,0,0,0,13,0,17,0,0,0,13,0,17,0,0,0,0,0,3,0,0
