IARE_CODE_2021,Tot_20_24_PD_GD_GCL_M,Tot_20_24_BDL_M,Tot_20_24_ADip_DipL_M,Tot_20_24_Ct_III_IV_M,Tot_20_24_Ct_I_II_M,Tot_20_24_CL_nfd_M,Tot_20_24_LoE_NS_M,Tot_20_24_Tot_M,Tot_25_34_PD_GD_GCL_M,Tot_25_34_BDL_M,Tot_25_34_ADip_DipL_M,Tot_25_34_Ct_III_IV_M,Tot_25_34_Ct_I_II_M,Tot_25_34_CL_nfd_M,Tot_25_34_LoE_NS_M,Tot_25_34_Tot_M,Tot_35_44_PD_GD_GCL_M,Tot_35_44_BDL_M,Tot_35_44_ADip_DipL_M,Tot_35_44_Ct_III_IV_M,Tot_35_44_Ct_I_II_M,Tot_35_44_CL_nfd_M,Tot_35_44_LoE_NS_M,Tot_35_44_Tot_M,Tot_45_54_PD_GD_GCL_M,Tot_45_54_BDL_M,Tot_45_54_ADip_DipL_M,Tot_45_54_Ct_III_IV_M,Tot_45_54_Ct_I_II_M,Tot_45_54_CL_nfd_M,Tot_45_54_LoE_NS_M,Tot_45_54_Tot_M,Tot_55_64_PD_GD_GCL_M,Tot_55_64_BDL_M,Tot_55_64_ADip_DipL_M,Tot_55_64_Ct_III_IV_M,Tot_55_64_Ct_I_II_M,Tot_55_64_CL_nfd_M,Tot_55_64_LoE_NS_M,Tot_55_64_Tot_M,Tot_65ov_PtgdDe_GdDp_GdCt_M,Tot_65ov_BDL_M,Tot_65ov_ADip_DipL_M,Tot_65ov_Ct_III_IV_M,Tot_65ov_Ct_I_II_M,Tot_65ov_CL_nfd_M,Tot_65ov_LoE_NS_M,Tot_65ov_Tot_M,Tot_Tot_PD_GD_GCL_M,Tot_Tot_BDL_M,Tot_Tot_ADip_DipL_M,Tot_Tot_Ct_III_IV_M,Tot_Tot_Ct_I_II_M,Tot_tot_CL_nfd_M,Tot_Tot_LoE_NS_M,Tot_Tot_Tot_M,Ind_15_19_PD_GD_GCL_F,Ind_15_19_BDL_F,Ind_15_19_ADip_DipL_F,Ind_15_19_Ct_III_IV_F,Ind_15_19_Ct_I_II_F,Ind_15_19_CL_nfd_F,Ind_15_19_LoE_NS_F,Ind_15_19_Tot_F,Ind_20_24_PD_GD_GCL_F,Ind_20_24_BDL_F,Ind_20_24_ADip_DipL_F,Ind_20_24_Ct_III_IV_F,Ind_20_24_Ct_I_II_F,Ind_20_24_CL_nfd_F,Ind_20_24_LoE_NS_F,Ind_20_24_Tot_F,Ind_25_34_PD_GD_GCL_F,Ind_25_34_BDL_F,Ind_25_34_ADip_DipL_F,Ind_25_34_Ct_III_IV_F,Ind_25_34_Ct_I_II_F,Ind_25_34_CL_nfd_F,Ind_25_34_LoE_NS_F,Ind_25_34_Tot_F,Ind_35_44_PD_GD_GCL_F,Ind_35_44_BDL_F,Ind_35_44_ADip_DipL_F,Ind_35_44_Ct_III_IV_F,Ind_35_44_Ct_I_II_F,Ind_35_44_CL_nfd_F,Ind_35_44_LoE_NS_F,Ind_35_44_Tot_F,Ind_45_54_PD_GD_GCL_F,Ind_45_54_BDL_F,Ind_45_54_ADip_DipL_F,Ind_45_54_Ct_III_IV_F,Ind_45_54_Ct_I_II_F,Ind_45_54_CL_nfd_F,Ind_45_54_LoE_NS_F,Ind_45_54_Tot_F,Ind_55_64_PD_GD_GCL_F,Ind_55_64_BDL_F,Ind_55_64_ADip_DipL_F,Ind_55_64_Ct_III_IV_F,Ind_55_64_Ct_I_II_F,Ind_55_64_CL_nfd_F,Ind_55_64_LoE_NS_F,Ind_55_64_Tot_F,Ind_65ov_PtgdDe_GdDp_GdCt_F,Ind_65ov_BDL_F,Ind_65ov_ADip_DipL_F,Ind_65ov_Ct_III_IV_F,Ind_65ov_Ct_I_II_F,Ind_65ov_CL_nfd_F,Ind_65ov_LoE_NS_F,Ind_65ov_Tot_F,Ind_Tot_PD_GD_GCL_F,Ind_Tot_BDL_F,Ind_Tot_ADip_DipL_F,Ind_Tot_Ct_III_IV_F,Ind_Tot_Ct_I_II_F,Ind_tot_CL_nfd_F,Ind_Tot_LoE_NS_F,Ind_Tot_Tot_F,NonI_15_19_PD_GD_GCL_F,NonI_15_19_BDL_F,NonI_15_19_ADip_DipL_F,NonI_15_19_Ct_III_IV_F,NonI_15_19_Ct_I_II_F,NonI_15_19_CL_nfd_F,NonI_15_19_LoE_NS_F,NonI_15_19_Tot_F,NonI_20_24_PD_GD_GCL_F,NonI_20_24_BDL_F,NonI_20_24_ADip_DipL_F,NonI_20_24_Ct_III_IV_F,NonI_20_24_Ct_I_II_F,NonI_20_24_CL_nfd_F,NonI_20_24_LoE_NS_F,NonI_20_24_Tot_F,NonI_25_34_PD_GD_GCL_F,NonI_25_34_BDL_F,NonI_25_34_ADip_DipL_F,NonI_25_34_Ct_III_IV_F,NonI_25_34_Ct_I_II_F,NonI_25_34_CL_nfd_F,NonI_25_34_LoE_NS_F,NonI_25_34_Tot_F,NonI_35_44_PD_GD_GCL_F,NonI_35_44_BDL_F,NonI_35_44_ADip_DipL_F,NonI_35_44_Ct_III_IV_F,NonI_35_44_Ct_I_II_F,NonI_35_44_CL_nfd_F,NonI_35_44_LoE_NS_F,NonI_35_44_Tot_F,NonI_45_54_PD_GD_GCL_F,NonI_45_54_BDL_F,NonI_45_54_ADip_DipL_F,NonI_45_54_Ct_III_IV_F,NonI_45_54_Ct_I_II_F,NonI_45_54_CL_nfd_F,NonI_45_54_LoE_NS_F,NonI_45_54_Tot_F,NonI_55_64_PD_GD_GCL_F,NonI_55_64_BDL_F,NonI_55_64_ADip_DipL_F,NonI_55_64_Ct_III_IV_F,NonI_55_64_Ct_I_II_F,NonI_55_64_CL_nfd_F,NonI_55_64_LoE_NS_F,NonI_55_64_Tot_F,NonI_65ov_PtgdDe_GdDp_GdCt_F,NonI_65ov_BDL_F,NonI_65ov_ADip_DipL_F,NonI_65ov_Ct_III_IV_F,NonI_65ov_Ct_I_II_F,NonI_65ov_CL_nfd_F,NonI_65ov_LoE_NS_F,NonI_65ov_Tot_F,NonI_Tot_PD_GD_GCL_F,NonI_Tot_BDL_F,NonI_Tot_ADip_DipL_F,NonI_Tot_Ct_III_IV_F,NonI_Tot_Ct_I_II_F,NonI_tot_CL_nfd_F,NonI_Tot_LoE_NS_F,NonI_Tot_Tot_F,IS_NS_15_19_PD_GD_GCL_F,IS_NS_15_19_BDL_F,IS_NS_15_19_ADip_DipL_F,IS_NS_15_19_Ct_III_IV_F,IS_NS_15_19_Ct_I_II_F,IS_NS_15_19_CL_nfd_F,IS_NS_15_19_LoE_NS_F,IS_NS_15_19_Tot_F,IS_NS_20_24_PD_GD_GCL_F,IS_NS_20_24_BDL_F,IS_NS_20_24_ADip_DipL_F,IS_NS_20_24_Ct_III_IV_F,IS_NS_20_24_Ct_I_II_F,IS_NS_20_24_CL_nfd_F,IS_NS_20_24_LoE_NS_F,IS_NS_20_24_Tot_F
IARE505012,71,656,163,399,102,31,141,1564,715,1976,414,1003,48,40,356,4554,1193,2292,621,1021,44,68,398,5644,1219,1925,786,1147,37,96,419,5621,997,1485,704,1268,26,107,407,5007,1114,1920,1246,1807,49,195,855,7180,5306,10261,3954,6815,409,547,2680,29967,0,0,0,0,3,0,9,13,0,5,3,4,0,0,4,23,4,12,7,8,6,0,0,32,6,4,3,13,3,0,6,35,5,8,7,0,0,0,8,28,7,6,6,0,0,6,9,35,0,7,0,0,0,0,0,13,21,48,32,33,13,6,34,179,0,0,33,198,120,19,55,428,76,857,173,351,86,21,74,1639,1072,2581,435,476,52,38,107,4765,1558,3045,775,537,75,95,154,6240,1308,2412,982,661,71,207,190,5830,938,1597,1055,583,83,266,232,4762,742,1730,1440,508,102,416,1017,5956,5691,12220,4897,3317,589,1059,1835,29612,0,0,0,0,0,0,67,64,0,4,0,0,0,0,72,78
IARE505013,8,64,40,263,55,8,51,491,71,244,116,830,41,21,177,1510,156,356,210,777,29,33,214,1772,185,393,300,864,18,44,222,2019,198,304,288,896,8,51,242,1996,213,379,422,1081,16,83,355,2535,833,1745,1378,4785,218,241,1327,10524,0,0,0,4,3,0,3,10,0,0,0,13,3,0,4,26,0,6,8,18,3,0,3,43,6,0,6,9,0,3,0,26,0,9,14,6,4,0,4,37,0,4,6,4,0,0,0,18,0,0,0,5,0,0,0,13,11,28,41,53,15,5,17,165,0,0,8,83,56,6,14,178,10,123,66,176,41,16,19,445,153,441,194,432,40,26,39,1333,265,606,332,421,42,56,70,1792,300,600,382,458,51,82,75,1945,257,402,409,388,38,119,116,1712,174,505,466,239,46,139,390,1956,1158,2677,1860,2199,315,438,718,9363,0,0,0,0,0,0,28,28,0,0,0,0,0,0,27,31
IARE505014,184,1563,305,480,95,22,410,3056,2509,4941,860,1283,96,72,1304,11058,2649,3927,888,976,45,74,924,9494,2339,3423,805,859,22,101,729,8284,1899,2741,785,899,32,86,633,7074,2104,3209,1241,1077,21,168,1290,9105,11685,19807,4910,5739,411,534,5448,48531,0,0,0,14,4,0,0,25,0,14,3,20,4,0,5,43,14,32,9,19,3,5,0,80,9,15,9,9,3,0,0,41,10,9,3,6,0,0,3,43,3,4,9,3,0,0,4,20,4,8,0,0,0,0,6,16,41,76,37,70,19,11,19,263,0,4,32,215,117,19,39,431,227,1853,383,403,89,39,99,3099,2933,5650,933,676,64,72,258,10578,2801,4444,872,501,49,97,226,8989,2483,3739,1047,460,50,184,238,8203,1773,2570,1229,396,63,219,260,6515,1571,2914,1668,376,99,415,1135,8186,11794,21178,6162,3028,530,1051,2259,46003,0,0,0,0,0,0,132,132,0,8,0,0,0,0,327,328
IARE505015,11,176,142,1038,244,47,294,1956,185,645,593,3460,201,101,823,6015,328,859,970,3153,72,121,935,6437,355,743,1030,3086,60,141,852,6259,278,450,876,2715,44,120,673,5146,228,456,663,2667,32,194,965,5210,1383,3331,4298,16447,896,753,4788,31902,0,0,3,16,6,0,5,33,0,5,11,49,16,3,4,89,4,20,34,67,22,5,9,159,7,18,15,55,9,4,3,109,7,18,17,44,8,0,7,96,0,17,4,15,6,0,8,47,0,10,4,8,0,0,16,39,22,70,92,257,52,11,58,569,4,0,29,372,233,33,77,746,46,390,312,887,217,66,89,2000,452,1497,1098,2418,274,145,240,6121,673,1722,1360,2071,192,243,273,6543,516,1276,1373,1771,154,280,260,5633,328,727,963,1218,135,274,333,3977,191,586,702,616,96,265,1070,3527,2206,6202,5846,9355,1301,1300,2345,28546,0,0,0,0,0,0,150,150,0,0,0,4,0,0,164,165
IARE505016,5,38,30,278,44,8,66,470,39,177,143,1004,33,23,167,1584,96,269,233,856,23,26,192,1699,80,157,197,694,7,39,183,1358,61,109,144,587,9,34,138,1077,37,91,117,490,3,35,137,916,326,837,866,3987,172,169,943,7291,0,0,0,8,4,0,0,14,0,0,0,11,3,0,0,15,5,8,9,30,0,0,0,47,4,3,10,13,0,0,0,34,0,3,8,9,0,0,0,20,0,4,5,5,0,0,0,12,0,0,0,0,0,0,0,3,6,13,25,76,13,3,3,144,0,0,10,96,46,12,18,179,13,73,67,239,35,14,14,465,132,454,355,673,58,40,69,1778,185,412,350,485,43,56,69,1603,102,256,287,345,31,77,67,1162,68,157,242,204,31,56,60,813,35,114,133,103,13,43,121,579,538,1472,1448,2145,263,304,416,6584,0,0,0,0,0,0,20,20,0,0,0,0,0,0,34,34
IARE505017,79,643,239,369,101,16,257,1705,1159,2521,558,1055,69,48,635,6050,1184,2009,524,823,31,57,468,5100,857,1303,507,673,19,58,402,3822,622,964,462,769,14,68,357,3267,621,1069,702,972,22,109,862,4358,4524,8505,3021,4788,340,359,3080,24620,0,0,0,8,0,0,6,20,0,10,3,17,0,4,6,31,5,21,13,17,3,0,11,69,0,8,4,13,0,0,0,31,5,11,12,12,0,0,12,54,5,8,8,3,0,0,7,24,0,3,0,0,0,0,18,26,24,57,44,76,11,3,55,266,0,0,26,123,69,7,27,255,125,845,280,392,104,13,69,1827,1471,2987,570,567,52,44,144,5843,1354,2250,597,451,49,64,129,4880,861,1512,598,421,47,115,117,3669,654,1021,619,362,53,125,178,3016,487,943,759,293,49,216,1154,3911,4949,9560,3442,2599,424,593,1825,23401,0,0,0,0,0,0,55,55,0,5,0,0,0,0,119,125
IARE505018,175,1263,512,1005,214,70,482,3719,2505,5625,1833,3642,182,147,1657,15587,2851,5473,2015,3068,132,178,1526,15242,2011,3731,1671,2534,75,213,1098,11329,1327,2538,1331,2528,64,200,845,8835,1292,2574,1917,3371,67,306,1737,11269,10160,21211,9322,16452,890,1138,7570,66731,0,0,0,7,4,0,3,17,0,9,8,22,8,5,3,61,10,42,21,60,11,4,13,160,12,24,13,41,0,3,15,119,11,11,21,23,0,9,10,90,5,13,19,21,0,6,8,68,3,12,9,9,0,0,9,36,48,107,90,174,35,29,61,540,3,5,46,322,175,34,70,661,232,1728,586,932,222,69,182,3953,3503,7802,2117,2005,217,214,583,16437,3523,6712,2179,1669,194,305,480,15057,2190,4161,2032,1451,174,472,426,10905,1403,2508,1761,1224,146,453,501,7993,1057,2643,2139,1032,188,656,1935,9660,11909,25558,10873,8633,1322,2199,4177,64664,0,0,0,0,0,0,182,183,0,3,0,0,0,0,266,270
IARE505019,29,376,220,1064,241,56,332,2317,491,1469,975,3628,212,116,934,7828,784,1666,1288,3235,126,137,952,8193,459,1089,978,2815,80,147,851,6405,309,694,781,2491,57,136,625,5093,272,602,643,2154,36,157,850,4708,2342,5896,4904,15734,965,782,4799,35434,0,0,0,18,11,3,11,46,0,8,0,51,12,0,16,89,4,27,40,137,19,3,18,254,10,16,26,56,4,5,19,134,8,15,23,37,4,6,11,117,4,18,13,25,4,8,13,84,0,7,15,12,0,3,8,48,28,93,123,342,55,24,104,765,0,4,23,323,183,45,73,655,80,590,378,969,195,82,126,2409,931,2693,1421,2292,243,181,355,8104,1075,2464,1556,1894,223,274,350,7830,606,1490,1307,1554,165,343,309,5779,386,830,956,1070,102,306,363,4003,232,636,636,553,87,225,885,3255,3312,8697,6283,8653,1188,1454,2448,32033,0,0,0,0,4,0,158,167,0,0,0,0,0,0,171,182
IARE505020,42,376,206,844,174,40,269,1951,348,1235,636,2563,128,83,595,5586,692,1559,1029,2560,72,130,620,6663,440,1023,891,2228,54,145,604,5394,245,542,593,1954,41,104,454,3929,179,422,560,1955,26,132,644,3915,1945,5156,3937,12369,675,655,3366,28105,0,0,0,6,3,3,5,20,0,5,5,22,7,3,0,46,4,20,17,41,13,4,12,98,3,9,8,13,0,3,4,40,4,4,13,17,4,0,3,49,0,7,12,14,0,0,9,48,0,4,0,0,0,4,16,29,14,48,50,116,27,22,46,326,5,0,41,277,169,39,81,610,61,550,344,689,162,75,97,1984,706,2266,1099,1557,166,129,256,6185,958,2377,1330,1458,159,221,329,6832,527,1358,1165,1254,156,278,319,5058,261,631,815,804,125,232,260,3120,138,499,592,438,76,239,808,2792,2650,7691,5385,6484,1006,1210,2151,26585,0,0,0,0,0,0,78,78,0,0,0,0,0,0,91,96
IARE505021,13,182,132,593,129,30,197,1276,181,638,452,2118,129,80,518,4110,302,754,610,1927,52,107,552,4303,339,611,721,1942,44,83,529,4270,212,360,466,1537,27,71,381,3047,155,290,442,1266,22,87,454,2699,1194,2837,2841,9573,532,475,2767,20226,0,0,0,11,5,0,3,12,0,0,4,13,0,0,0,17,5,9,18,43,10,0,4,92,0,9,8,24,8,0,3,59,3,8,8,16,3,0,0,44,0,5,9,6,0,0,8,17,0,0,0,0,0,0,4,7,17,26,44,109,32,6,26,259,0,0,14,181,150,26,45,422,38,334,252,566,147,46,80,1457,401,1338,902,1389,127,99,168,4423,522,1351,1001,1122,118,156,211,4476,401,1004,1047,1071,107,217,209,4063,209,510,687,655,70,146,181,2465,139,338,423,331,55,152,585,2028,1708,4869,4328,5326,773,845,1489,19337,0,0,0,0,0,0,94,91,0,0,0,4,0,0,105,108
IARE506001,0,19,4,82,13,4,102,230,35,119,54,451,23,9,493,1182,27,85,71,404,24,17,460,1083,18,49,62,287,12,7,349,789,15,20,37,184,6,9,236,511,8,7,10,30,0,0,45,103,111,291,244,1450,93,41,1728,3958,0,0,0,0,5,0,4,13,0,0,0,11,7,0,0,18,0,4,7,17,6,4,6,43,0,3,6,16,5,0,8,44,0,5,3,0,5,0,0,16,0,0,0,3,0,0,5,5,0,0,0,0,0,0,0,4,0,9,23,46,25,9,29,134,0,0,0,7,9,0,0,14,5,21,11,32,12,3,0,85,39,123,66,106,14,12,16,377,28,61,48,100,6,9,20,276,10,38,43,47,3,10,10,161,3,22,21,23,0,3,7,91,0,5,5,4,0,0,10,23,90,277,198,317,46,32,74,1037,0,0,0,0,0,0,21,21,0,0,0,0,0,0,53,53
IARE506002,0,15,5,86,8,7,81,203,37,93,52,443,14,6,237,882,29,93,78,472,15,13,239,939,22,54,62,300,8,7,201,653,13,32,52,207,3,9,140,458,0,12,15,100,0,9,65,201,104,304,264,1613,57,48,1012,3407,0,0,0,6,3,0,9,11,0,0,3,4,3,4,3,15,0,3,5,14,4,4,3,24,0,0,8,18,5,0,0,26,0,5,0,6,0,0,0,15,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,4,0,14,15,48,13,8,16,116,0,0,0,12,5,0,4,24,0,29,9,42,16,4,7,105,53,220,102,162,22,8,17,581,48,148,90,144,13,9,20,477,26,60,69,79,8,12,23,282,21,32,45,55,7,10,25,192,13,20,5,22,0,9,28,99,170,518,317,515,67,52,127,1756,0,0,0,0,0,0,26,26,0,0,0,0,0,0,37,37
IARE506003,3,12,0,133,28,0,100,282,64,152,67,647,21,10,291,1248,91,172,166,660,16,17,330,1450,54,117,119,462,8,17,227,1005,15,44,83,266,5,3,153,570,11,9,11,81,0,6,61,176,234,512,446,2280,107,65,1241,4890,0,0,0,0,0,5,9,18,0,0,0,9,0,0,0,15,3,0,5,37,5,0,12,66,3,4,3,30,0,4,6,50,3,9,7,10,3,5,8,41,0,0,3,0,0,0,5,11,0,0,0,0,0,0,3,4,8,20,26,93,18,3,42,209,0,0,3,16,23,5,0,45,12,49,24,70,21,4,8,182,134,359,144,239,38,17,33,960,125,326,167,222,36,26,28,927,83,150,123,150,25,31,33,588,28,55,57,55,16,22,20,239,9,15,23,13,5,6,15,71,379,953,535,759,152,105,134,3012,0,0,0,0,0,0,50,50,0,0,0,0,0,0,67,66
IARE506004,3,6,3,100,17,7,91,231,37,107,79,599,18,15,289,1143,56,124,133,597,13,19,269,1207,37,49,86,392,6,10,220,799,26,38,68,286,5,15,198,636,3,9,22,89,3,4,78,209,161,337,396,2088,81,74,1217,4348,0,0,0,0,5,0,14,20,0,4,3,15,11,0,6,32,0,10,11,50,17,4,14,101,3,5,16,31,11,0,17,82,3,5,14,21,11,5,18,78,4,13,9,8,4,0,14,54,5,5,0,0,0,0,20,27,12,42,56,128,53,12,102,401,0,0,0,11,15,0,3,35,3,47,15,44,19,3,11,146,80,284,132,217,37,19,43,806,75,248,134,170,30,25,25,704,36,100,82,89,9,22,22,365,30,47,52,61,3,9,15,223,6,9,10,13,5,4,17,63,222,740,422,609,116,83,144,2338,0,0,0,0,0,0,45,45,0,0,0,0,0,0,64,67
IARE506005,0,0,0,29,10,0,25,62,6,27,17,173,6,3,165,399,11,34,44,208,6,9,165,469,6,23,35,151,3,3,113,334,3,16,16,96,4,3,85,225,3,0,3,30,0,3,39,82,34,104,113,686,29,20,622,1611,0,0,0,0,5,0,0,5,0,0,0,3,3,0,0,9,0,0,0,8,0,0,0,16,0,0,5,7,0,0,0,12,0,0,3,13,0,0,0,17,0,4,0,7,3,0,0,14,0,0,0,0,0,0,5,9,0,9,12,44,15,4,9,85,0,0,0,5,0,0,0,4,0,4,8,13,7,0,0,37,22,52,25,57,8,5,4,180,25,72,24,62,6,0,11,206,13,41,31,37,3,3,11,138,7,9,27,17,0,4,8,72,0,3,3,0,0,0,12,29,62,189,123,204,27,15,48,665,0,0,0,0,0,0,15,15,0,0,0,0,0,0,24,24
IARE507001,11,28,24,282,58,10,71,472,67,171,121,804,42,19,194,1412,88,227,170,709,34,21,152,1404,113,259,213,734,22,31,181,1557,99,240,262,735,28,43,207,1606,165,330,353,892,16,93,459,2317,530,1257,1144,4258,300,222,1337,9045,0,0,0,3,9,0,10,18,3,0,0,13,3,0,6,22,3,0,5,18,10,4,4,40,0,5,3,17,0,0,0,34,0,8,10,16,0,0,7,55,0,8,12,17,0,0,9,39,0,4,3,7,0,3,13,24,6,23,37,87,24,9,47,228,0,0,9,93,69,15,17,203,16,77,47,197,87,9,20,454,122,383,201,499,62,26,40,1332,161,480,300,440,48,37,58,1523,194,463,355,467,56,93,60,1685,208,400,396,384,51,113,112,1669,171,462,486,273,41,110,509,2042,867,2267,1793,2366,409,391,813,8911,0,0,0,0,0,0,42,42,0,0,0,0,0,0,31,30
IARE507002,0,11,13,102,24,6,82,241,17,74,31,368,21,11,251,775,31,92,54,362,6,9,259,818,23,86,87,382,13,17,298,904,50,93,112,538,12,30,310,1140,54,138,207,666,18,61,490,1626,180,495,510,2447,121,127,1759,5638,0,0,0,0,0,0,4,6,0,0,0,8,0,0,4,9,0,0,0,6,0,0,4,20,0,0,3,4,0,6,3,9,0,5,8,8,3,0,10,36,0,6,3,5,0,0,6,25,0,4,0,7,0,0,14,21,4,11,15,44,6,6,41,128,0,0,0,34,27,0,19,83,5,35,12,71,24,10,14,168,56,183,90,178,37,14,19,571,65,224,117,233,35,19,42,728,58,195,162,214,35,28,46,748,73,161,218,230,32,50,74,844,91,171,268,163,24,69,280,1071,353,972,868,1124,215,188,493,4212,0,0,0,0,0,0,37,37,0,0,0,0,0,0,45,45
IARE507003,4,29,22,236,77,10,73,461,62,227,116,679,65,18,214,1380,103,204,171,659,20,28,190,1380,113,214,156,619,24,22,208,1364,103,191,165,645,14,35,173,1326,103,228,223,796,15,51,366,1768,487,1094,861,3695,252,169,1272,7835,0,0,0,11,5,0,4,22,0,0,4,21,10,0,0,33,5,4,4,17,9,0,5,43,3,9,0,15,0,0,8,31,0,9,0,8,4,4,6,33,3,5,9,9,5,0,3,29,6,4,4,4,0,4,7,27,9,29,17,79,29,14,33,215,0,0,8,105,43,6,13,182,9,89,29,276,55,12,12,484,129,415,182,457,75,24,52,1336,151,404,217,415,38,51,55,1327,155,333,235,410,40,63,65,1295,112,258,275,327,27,87,92,1192,105,274,318,219,46,75,327,1358,660,1771,1254,2222,319,325,620,7172,0,0,0,0,0,0,39,39,0,0,0,0,0,0,55,54
IARE507004,0,15,12,249,48,8,46,379,52,202,124,711,45,23,207,1353,104,315,216,915,21,28,235,1830,130,333,251,859,26,53,261,1904,96,287,267,778,13,46,218,1704,183,438,456,1093,22,77,414,2685,560,1587,1327,4659,237,240,1457,10065,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,13,7,0,0,12,4,0,0,24,5,3,6,11,0,0,3,29,4,0,9,12,0,0,0,26,3,0,0,3,0,0,0,8,0,0,0,4,0,0,6,11,18,16,13,49,11,5,15,122,0,0,6,83,55,9,38,191,9,60,49,153,52,17,17,348,122,427,234,427,38,37,73,1354,221,725,362,523,48,66,75,2011,236,574,414,505,56,87,78,1939,166,411,406,392,52,94,121,1651,170,489,476,284,51,142,446,2068,925,2687,1935,2371,357,442,841,9557,0,0,0,0,0,0,47,50,0,0,0,0,0,0,29,29
IARE507005,0,7,4,60,7,0,35,117,16,34,16,168,9,0,105,352,0,53,24,144,7,0,95,321,17,33,36,124,8,11,109,336,6,22,24,134,7,10,113,327,14,11,19,115,3,10,159,335,62,161,126,758,46,38,642,1831,0,0,0,0,0,0,6,5,0,0,0,5,0,0,0,11,0,0,0,0,6,0,5,12,0,0,0,6,0,0,6,10,0,0,3,5,0,0,0,5,0,0,4,0,0,0,3,6,0,0,3,0,0,0,3,7,3,0,7,17,7,0,15,53,0,0,0,21,0,0,6,29,0,13,6,33,16,0,3,66,25,82,27,66,19,0,3,228,19,86,28,68,12,8,20,242,23,61,49,53,14,15,18,225,14,44,54,54,8,17,20,208,9,28,52,26,0,18,78,210,86,316,215,319,70,63,153,1218,0,0,0,0,0,0,19,17,0,0,0,0,0,0,13,13
IARE507006,0,20,19,207,50,5,50,353,31,134,73,667,37,13,130,1079,52,180,129,777,16,30,162,1346,55,142,170,709,6,24,167,1279,59,125,168,629,12,32,173,1203,73,150,153,608,13,40,236,1271,263,748,712,3682,201,151,980,6741,0,0,0,5,3,0,4,11,0,0,3,4,0,0,0,16,0,3,0,18,0,0,4,23,4,3,4,16,0,0,0,28,0,4,3,6,0,0,0,24,0,6,0,0,0,0,0,9,0,0,5,7,0,0,5,9,0,15,13,57,8,4,15,124,0,0,3,108,57,4,20,189,10,48,26,180,43,9,9,320,71,286,159,421,65,22,30,1064,112,361,225,463,52,46,48,1310,100,296,221,407,32,70,49,1172,91,202,248,312,42,63,55,1004,69,193,211,175,24,61,225,945,446,1381,1091,2064,323,270,430,6013,0,0,0,0,0,0,28,28,0,0,0,0,0,0,30,30
IARE507007,0,8,4,50,11,3,31,110,4,33,13,130,6,3,39,234,3,50,31,130,7,9,56,289,5,21,24,119,4,9,76,261,8,21,23,123,6,11,93,278,5,14,36,132,5,10,133,332,28,153,133,700,43,46,447,1546,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,11,0,0,0,5,0,0,0,7,0,0,4,6,0,0,0,4,0,4,4,5,0,5,0,13,0,0,0,0,0,0,0,4,0,3,7,17,5,8,14,51,0,0,0,12,0,0,4,17,0,17,9,20,9,0,0,56,17,97,40,70,7,8,0,250,22,113,40,71,10,14,10,283,15,72,63,60,16,12,11,243,17,50,68,57,5,16,16,228,9,55,61,36,0,21,64,248,79,408,276,322,54,68,114,1317,0,0,0,0,0,0,16,16,0,0,0,0,0,0,20,20
IARE507008,0,14,4,36,8,0,20,80,0,46,17,125,10,3,36,233,8,52,26,115,8,5,54,266,3,39,28,88,3,14,60,237,9,27,36,105,0,6,89,280,7,16,40,98,6,13,107,291,34,190,152,589,43,43,378,1428,0,0,0,0,0,0,6,10,0,0,0,3,0,0,0,0,0,0,3,8,0,0,7,17,0,0,0,3,0,0,0,9,0,0,0,0,0,0,7,6,0,0,0,0,0,0,9,11,0,0,0,0,0,0,7,6,0,4,7,20,9,0,30,59,0,0,0,3,0,0,7,16,3,23,3,23,7,0,0,62,17,108,29,69,10,0,5,244,25,111,40,67,13,7,7,267,14,68,41,51,12,13,15,215,12,56,50,43,0,8,26,191,10,37,48,37,4,8,58,193,77,402,214,289,49,41,114,1190,0,0,0,0,0,0,14,14,0,0,0,0,0,0,12,12
IARE507009,12,111,86,607,142,21,196,1173,75,368,272,1790,98,48,476,3121,187,440,437,1770,53,63,576,3524,217,444,532,1965,38,77,600,3879,230,437,616,2099,41,89,524,4041,319,715,1000,3224,49,223,1281,6816,1039,2522,2959,11650,568,533,3815,23095,0,0,4,11,10,0,3,30,0,6,4,26,8,0,9,55,0,5,14,58,3,0,7,94,0,15,8,48,3,4,9,84,0,7,11,33,6,0,4,62,9,7,13,17,0,4,5,53,0,3,4,9,0,6,10,27,12,41,58,203,27,19,40,406,0,0,21,235,108,35,54,450,23,205,166,546,147,40,67,1199,235,880,571,1225,152,104,142,3306,347,1014,761,1181,133,148,178,3760,371,881,851,1180,98,185,191,3752,303,651,922,1024,115,232,300,3553,269,791,1012,779,137,334,1506,4825,1557,4427,4292,6170,897,1074,2440,20850,0,0,0,0,0,0,101,101,0,0,0,0,0,0,125,129
