IARE_CODE_2021,Ow_o_Dw_s_S_Hou_HATSIP,Ow_o_Dw_s_SDRTHT_HATSIP,Ow_o_Dw_s_Fl_Ap_HATSIP,Ow_o_Dw_s_Oth_d_Car_HATSIP,Ow_o_Dw_s_Oth_d_Cab_h_HATSIP,Ow_o_Dw_s_Oth_d_IHTSO_HATSIP,Ow_o_Dw_s_Oth_d_HFASO_HATSIP,Ow_o_Dw_s_Oth_d_Tot_HATSIP,Ow_o_Dw_s_Ns_HATSIP,Ow_o_Tot_HATSIP,Ow_wm_Dw_s_S_Hou_HATSIP,Ow_wm_Dw_s_SDRTHT_HATSIP,Ow_wm_Dw_s_Fl_Ap_HATSIP,Ow_wm_Dw_s_Oth_d_Car_HATSIP,Ow_wm_Dw_s_Oth_d_Cab_h_HATSIP,Ow_wm_Dw_s_Oth_d_IHTSO_HATSIP,Ow_wm_Dw_s_Oth_d_HFASO_HATSIP,Ow_wm_Dw_s_Oth_d_Tot_HATSIP,Ow_wm_Dw_s_Ns_HATSIP,Ow_wm_Tot_HATSIP,R_RAg_Dw_s_S_Hou_HATSIP,R_RAg_Dw_s_SDRTHT_HATSIP,R_RAg_Dw_s_Fl_Ap_HATSIP,R_RAg_Dw_s_Oth_d_Car_HATSIP,R_RAg_Dw_s_Oth_d_Cab_h_HATSIP,R_RAg_Dw_s_Oth_d_IHTSO_HATSIP,R_RAg_Dw_s_Oth_d_HFASO_HATSIP,R_RAg_Dw_s_Oth_d_Tot_HATSIP,R_RAg_Dw_s_Ns_HATSIP,R_RAg_Tot_HATSIP,R_STHA_Dw_s_S_Hou_HATSIP,R_STHA_Dw_s_SDRTHT_HATSIP,R_STHA_Dw_s_Fl_Ap_HATSIP,R_STHA_Dw_s_Ot_d_Car_HATSIP,R_STHA_Dw_s_Ot_d_Cab_h_HATSIP,R_STHA_Dw_s_Ot_d_IHTSO_HATSIP,R_STHA_Dw_s_Ot_d_HFASO_HATSIP,R_STHA_Dw_s_Ot_d_Tot_HATSIP,R_STHA_Dw_s_Ns_HATSIP,R_STHA_Tot_HATSIP,R_Pnsh_Dw_s_S_Hou_HATSIP,R_Pnsh_Dw_s_SDRTHT_HATSIP,R_Pnsh_Dw_s_Fl_Ap_HATSIP,R_Pnsh_Dw_s_Ot_d_Car_HATSIP,R_Pnsh_Dw_s_Ot_d_Cab_h_HATSIP,R_Pnsh_Dw_s_Ot_d_IHTSO_HATSIP,R_Pnsh_Dw_s_Ot_d_HFASO_HATSIP,R_Pnsh_Dw_s_Oth_d_Tot_HATSIP,R_Pnsh_Dw_s_Ns_HATSIP,R_Pnsh_Tot_HATSIP,R_CHP_Dw_s_S_Hou_HATSIP,R_CHP_Dw_s_SDRTHT_HATSIP,R_CHP_Dw_s_Fl_Ap_HATSIP,R_CHP_Dw_s_Oth_d_Car_HATSIP,R_CHP_Dw_s_Oth_d_Cab_h_HATSIP,R_CHP_Dw_s_Oth_d_IHTSO_HATSIP,R_CHP_Dw_s_Oth_d_HFASO_HATSIP,R_CHP_Dw_s_Oth_d_Tot_HATSIP,R_CHP_Dw_s_Ns_HATSIP,R_CHP_Tot_HATSIP,R_othLT_Dw_s_S_Hou_HATSIP,R_othLT_Dw_s_SDRTHT_HATSIP,R_othLT_Dw_s_Fl_Ap_HATSIP,R_othLT_Dw_s_O_d_Car_HATSIP,R_othLT_Dw_s_O_d_Cab_h_HATSIP,R_othLT_Dw_s_O_d_IHTSO_HATSIP,R_othLT_Dw_s_O_d_HFASO_HATSIP,R_othLT_Dw_s_O_d_Tot_HATSIP,R_othLT_Dw_s_Ns_HATSIP,R_othLT_Tot_HATSIP,R_LTns_Dw_s_S_Hou_HATSIP,R_LTns_Dw_s_SDRTHT_HATSIP,R_LTns_Dw_s_Fl_Ap_HATSIP,R_LTns_Dw_s_Ot_d_Car_HATSIP,R_LTns_Dw_s_Ot_d_Cab_h_HATSIP,R_LTns_Dw_s_Ot_d_IHTSO_HATSIP,R_LTns_Dw_s_Ot_d_HFASO_HATSIP,R_LTns_Dw_s_Ot_d_Tot_HATSIP,R_LTns_Dw_s_Ns_HATSIP,R_LTns_Tot_HATSIP,R_Tot_Dw_s_S_Hou_HATSIP,R_Tot_Dw_s_SDRTHT_HATSIP,R_Tot_Dw_s_Fl_Ap_HATSIP,R_Tot_Dw_s_Oth_d_Car_HATSIP,R_Tot_Dw_s_Oth_d_Cab_h_HATSIP,R_Tot_Dw_s_Oth_d_IHTSO_HATSIP,R_Tot_Dw_s_Oth_d_HFASO_HATSIP,R_Tot_Dw_s_Oth_d_Tot_HATSIP,R_Tot_Dw_s_Ns_HATSIP,R_Tot_Tot_HATSIP,Oth_TT_Dw_s_S_Hou_HATSIP,Oth_TT_Dw_s_SDRTHT_HATSIP,Oth_TT_Dw_s_Fl_Ap_HATSIP,Oth_TT_Dw_s_Ot_d_Car_HATSIP,Oth_TT_Dw_s_Ot_d_Cab_h_HATSIP,Oth_TT_Dw_s_Ot_d_IHTSO_HATSIP,Oth_TT_Dw_s_Ot_d_HFASO_HATSIP,Oth_TT_Dw_s_Ot_d_Tot_HATSIP,Oth_TT_Dw_s_Ns_HATSIP,Oth_TT_Tot_HATSIP,TT_ns_Dw_s_S_Hou_HATSIP,TT_ns_Dw_s_SDRTHT_HATSIP,TT_ns_Dw_s_Fl_Ap_HATSIP,TT_ns_Dw_s_Oth_d_Car_HATSIP,TT_ns_Dw_s_Oth_d_Cab_h_HATSIP,TT_ns_Dw_s_Oth_d_IHTSO_HATSIP,TT_ns_Dw_s_Oth_d_HFASO_HATSIP,TT_ns_Dw_s_Oth_d_Tot_HATSIP,TT_ns_Dw_s_Ns_HATSIP,TT_ns_Tot_HATSIP,Tot_Dw_s_S_Hou_HATSIP,Tot_Dw_s_SDRTHT_HATSIP,Tot_Dw_s_Fl_Ap_HATSIP,Tot_Dw_s_Oth_d_Car_HATSIP,Tot_Dw_s_Oth_d_Cab_h_HATSIP,Tot_Dw_s_Oth_d_IHTSO_HATSIP,Tot_Dw_s_Oth_d_HFASO_HATSIP,Tot_Dw_s_Oth_d_Tot_HATSIP,Tot_Dw_s_Ns_HATSIP,Tot_Tot_HATSIP,Ow_o_Dw_s_S_Hou_Oth_h,Ow_o_Dw_s_SDRTHT_Oth_h,Ow_o_Dw_s_Fl_Ap_Oth_h,Ow_o_Dw_s_Oth_d_Car_Oth_h,Ow_o_Dw_s_Oth_d_Cab_h_Oth_h,Ow_o_Dw_s_Oth_d_IHTSO_Oth_h,Ow_o_Dw_s_Oth_d_HFASO_Oth_h,Ow_o_Dw_s_Oth_d_Tot_Oth_h,Ow_o_Dw_s_Ns_Oth_h,Ow_o_Tot_Oth_h,Ow_wm_Dw_s_S_Hou_Oth_h,Ow_wm_Dw_s_SDRTHT_Oth_h,Ow_wm_Dw_s_Fl_Ap_Oth_h,Ow_wm_Dw_s_Oth_d_Car_Oth_h,Ow_wm_Dw_s_Oth_d_Cab_h_Oth_h,Ow_wm_Dw_s_Oth_d_IHTSO_Oth_h,Ow_wm_Dw_s_Oth_d_HFASO_Oth_h,Ow_wm_Dw_s_Oth_d_Tot_Oth_h,Ow_wm_Dw_s_Ns_Oth_h,Ow_wm_Tot_Oth_h,R_RAg_Dw_s_S_Hou_Oth_h,R_RAg_Dw_s_SDRTHT_Oth_h,R_RAg_Dw_s_Fl_Ap_Oth_h,R_RAg_Dw_s_Oth_d_Car_Oth_h,R_RAg_Dw_s_Oth_d_Cab_h_Oth_h,R_RAg_Dw_s_Oth_d_IHTSO_Oth_h,R_RAg_Dw_s_Oth_d_HFASO_Oth_h,R_RAg_Dw_s_Oth_d_Tot_Oth_h,R_RAg_Dw_s_Ns_Oth_h,R_RAg_Tot_Oth_h,R_STHA_Dw_s_S_Hou_Oth_h,R_STHA_Dw_s_SDRTHT_Oth_h,R_STHA_Dw_s_Fl_Ap_Oth_h,R_STHA_Dw_s_Ot_d_Car_Oth_h,R_STHA_Dw_s_Ot_d_Cab_h_Oth_h,R_STHA_Dw_s_Ot_d_IHTSO_Oth_h,R_STHA_Dw_s_Ot_d_HFASO_Oth_h,R_STHA_Dw_s_Ot_d_Tot_Oth_h,R_STHA_Dw_s_Ns_Oth_h,R_STHA_Tot_Oth_h,R_Pnsh_Dw_s_S_Hou_Oth_h,R_Pnsh_Dw_s_SDRTHT_Oth_h,R_Pnsh_Dw_s_Fl_Ap_Oth_h,R_Pnsh_Dw_s_Ot_d_Car_Oth_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Oth_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Oth_h,R_Pnsh_Dw_s_Ot_d_HFASO_Oth_h,R_Pnsh_Dw_s_Oth_d_Tot_Oth_h,R_Pnsh_Dw_s_Ns_Oth_h,R_Pnsh_Tot_Oth_h,R_CHP_Dw_s_S_Hou_Oth_h,R_CHP_Dw_s_SDRTHT_Oth_h,R_CHP_Dw_s_Fl_Ap_Oth_h,R_CHP_Dw_s_Oth_d_Car_Oth_h,R_CHP_Dw_s_Oth_d_Cab_h_Oth_h,R_CHP_Dw_s_Oth_d_IHTSO_Oth_h,R_CHP_Dw_s_Oth_d_HFASO_Oth_h,R_CHP_Dw_s_Oth_d_Tot_Oth_h,R_CHP_Dw_s_Ns_Oth_h,R_CHP_Tot_Oth_h,R_othLT_Dw_s_S_Hou_Oth_h,R_othLT_Dw_s_SDRTHT_Oth_h,R_othLT_Dw_s_Fl_Ap_Oth_h,R_othLT_Dw_s_O_d_Car_Oth_h,R_othLT_Dw_s_O_d_Cab_h_Oth_h,R_othLT_Dw_s_O_d_IHTSO_Oth_h,R_othLT_Dw_s_O_d_HFASO_Oth_h,R_othLT_Dw_s_O_d_Tot_Oth_h,R_othLT_Dw_s_Ns_Oth_h,R_othLT_Tot_Oth_h,R_LTns_Dw_s_S_Hou_Oth_h,R_LTns_Dw_s_SDRTHT_Oth_h,R_LTns_Dw_s_Fl_Ap_Oth_h,R_LTns_Dw_s_Ot_d_Car_Oth_h,R_LTns_Dw_s_Ot_d_Cab_h_Oth_h,R_LTns_Dw_s_Ot_d_IHTSO_Oth_h,R_LTns_Dw_s_Ot_d_HFASO_Oth_h,R_LTns_Dw_s_Ot_d_Tot_Oth_h,R_LTns_Dw_s_Ns_Oth_h,R_LTns_Tot_Oth_h
IARE505010,75,0,0,0,3,0,0,0,0,83,221,4,0,0,0,0,0,0,0,225,137,5,0,0,0,0,0,0,0,140,39,10,0,0,0,0,0,0,0,43,48,0,0,0,0,0,0,0,0,52,0,3,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,235,14,0,0,0,0,0,0,0,252,3,3,0,0,0,0,0,0,0,6,12,0,0,0,0,3,0,3,0,19,551,21,0,0,3,3,0,4,0,584,6983,277,16,15,82,5,27,120,4,7403,9152,178,15,0,3,0,4,13,3,9359,1581,185,21,0,0,0,0,0,4,1796,99,92,0,0,0,0,0,0,0,191,1013,89,8,3,0,0,3,6,0,1115,12,41,3,0,0,0,0,0,0,57,78,7,0,0,9,0,0,12,0,103,14,5,0,0,0,0,0,0,0,19
IARE505011,46,0,0,0,0,0,0,0,0,52,241,3,4,0,0,0,0,0,0,247,166,3,11,0,0,0,0,0,0,176,58,5,13,0,0,0,0,0,0,79,56,0,3,0,0,0,0,0,0,58,6,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,295,13,27,0,0,0,0,0,0,332,6,0,0,0,0,0,0,0,0,6,17,0,4,0,0,0,0,0,0,22,602,20,29,0,0,0,0,0,0,657,2403,67,40,0,0,0,0,3,0,2523,7968,105,75,0,0,0,0,0,5,8156,2131,106,196,0,0,0,0,0,0,2434,177,136,87,0,0,0,0,0,0,405,807,30,34,0,0,0,0,0,0,879,58,38,37,0,0,0,0,0,3,128,108,0,13,0,0,0,0,0,0,125,19,7,0,0,0,0,0,0,0,20
IARE505012,61,7,6,0,0,0,0,0,0,75,112,18,3,0,0,0,0,0,0,137,67,27,10,0,0,0,0,0,0,100,51,35,3,0,0,0,0,0,0,92,29,7,0,0,0,0,0,0,0,35,4,7,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,156,74,16,0,0,0,0,0,0,241,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,10,337,105,23,0,0,0,0,0,0,473,13285,2237,429,0,0,0,0,0,22,15971,11323,1907,427,0,0,0,0,0,7,13661,2854,1458,592,0,0,0,4,4,3,4907,265,378,22,0,0,0,0,0,0,666,1263,609,161,0,0,0,0,0,4,2040,41,45,27,0,0,0,0,0,0,107,80,40,23,0,0,0,0,0,0,144,15,17,6,0,0,0,0,0,0,41
IARE505013,67,3,0,0,0,0,0,0,0,68,225,3,0,0,0,0,0,0,0,231,41,3,0,0,0,0,0,0,0,49,19,9,0,0,0,0,0,0,0,35,36,0,0,0,0,0,0,0,0,33,0,3,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,104,21,0,0,0,0,0,0,0,126,3,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,405,25,0,0,0,0,0,0,0,425,5243,151,7,7,0,0,0,7,7,5413,6541,66,5,0,0,0,6,0,0,6621,629,72,0,0,0,0,0,0,0,702,29,91,3,0,0,0,0,0,0,128,518,55,0,0,0,0,0,4,4,581,10,36,0,0,0,0,0,0,0,49,33,17,0,0,0,0,0,0,0,58,7,12,0,0,0,0,0,0,0,14
IARE505014,55,6,13,0,0,0,0,0,0,75,67,9,27,0,0,0,0,0,0,100,57,37,140,0,0,0,0,0,0,234,0,17,34,0,0,0,0,0,0,55,29,11,39,0,0,0,0,0,0,77,0,0,12,0,0,0,0,0,0,14,8,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,93,68,222,0,0,0,0,0,4,397,3,0,0,0,0,0,0,0,0,8,0,3,7,0,0,0,0,0,0,9,223,91,271,0,0,0,0,0,4,587,12872,2311,3093,0,0,0,9,9,15,18300,10168,2085,3805,0,0,0,18,18,9,16090,3043,2174,10527,0,0,0,25,25,17,15780,87,397,848,0,0,0,0,0,0,1331,1429,826,2302,0,0,0,17,17,8,4577,22,97,242,0,0,0,0,0,5,362,223,93,250,0,0,0,0,6,9,567,12,24,53,0,0,0,0,0,0,89
IARE505015,172,5,0,0,0,0,0,0,0,182,673,11,0,0,0,0,0,0,0,687,366,15,27,0,0,0,0,0,0,413,91,9,3,0,0,0,0,0,0,106,133,10,9,0,0,0,0,0,0,149,0,4,3,0,0,0,0,0,0,10,33,0,3,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,6,627,40,45,0,4,0,0,3,0,715,12,4,0,0,0,0,0,0,0,14,26,0,6,0,0,0,0,0,0,28,1508,56,54,4,3,0,0,8,5,1626,10731,678,286,102,44,4,35,183,6,11883,21701,424,213,7,0,0,0,13,25,22369,5718,663,636,0,0,0,0,0,5,7026,321,232,149,0,0,0,0,0,0,697,2519,239,138,0,4,0,0,9,0,2902,47,65,38,0,0,0,0,0,0,152,421,39,24,20,18,0,7,47,5,533,37,10,5,0,0,0,0,0,0,49
IARE505016,41,0,0,0,0,0,0,3,0,45,251,0,0,0,0,0,0,0,0,251,49,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,6,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,376,6,0,0,0,0,0,3,0,384,2036,7,24,5,76,0,5,83,4,2153,6187,30,5,0,0,0,4,5,6,6239,654,16,0,0,0,0,0,0,0,672,4,0,0,0,0,0,0,0,0,6,450,11,3,0,0,0,4,4,0,465,3,10,0,0,0,0,0,0,0,12,36,5,6,0,5,0,3,9,0,49,12,0,0,0,0,0,0,0,0,12
IARE505017,42,9,0,0,0,0,0,0,0,50,81,19,12,0,0,0,0,0,0,107,94,82,31,0,0,0,0,0,0,202,90,41,18,0,0,0,0,0,0,144,32,18,8,0,0,0,0,0,0,61,3,9,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,219,158,61,0,0,0,0,0,0,433,4,0,4,0,0,0,0,0,0,7,6,9,4,0,0,0,0,0,0,16,345,186,75,0,0,0,0,0,4,610,5736,2185,905,0,0,0,0,0,3,8830,6190,2239,1021,0,0,0,4,4,9,9460,2525,3059,2578,0,0,0,3,3,7,8169,459,437,205,0,0,0,0,0,0,1098,1209,1062,641,0,0,0,0,0,0,2919,40,166,117,0,0,0,0,0,0,329,85,79,75,0,0,0,0,0,0,239,35,32,29,0,0,0,0,0,0,89
IARE505018,114,24,0,0,0,0,0,0,0,143,218,86,14,0,0,0,0,0,0,317,201,136,67,0,0,0,0,0,0,410,127,149,23,0,0,0,0,0,0,295,95,51,13,0,0,0,0,0,0,155,9,24,5,0,0,0,0,0,0,30,7,4,5,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,5,442,371,107,0,0,0,0,0,0,914,7,8,0,0,0,0,0,0,0,13,15,25,5,0,0,0,0,0,0,44,790,510,131,0,0,0,0,0,0,1431,20944,5933,1197,35,0,3,0,41,10,28133,21701,9234,1788,0,0,0,0,4,8,32733,6397,7787,4309,0,0,0,4,8,15,18514,657,1833,481,0,0,0,0,0,5,2969,3289,2970,1172,0,0,0,0,3,10,7446,95,309,197,0,0,0,0,0,0,601,451,336,175,3,0,0,0,4,0,966,77,87,28,0,0,0,0,0,0,192
IARE505019,165,7,0,0,4,0,0,4,0,171,864,28,0,0,0,0,0,0,0,898,368,73,24,0,0,0,0,0,0,462,191,82,5,0,0,0,0,0,0,286,134,20,0,0,0,0,0,0,0,154,27,5,0,0,0,0,0,0,0,31,16,4,0,0,4,0,0,4,0,24,11,4,0,0,0,0,0,0,0,15,741,188,34,0,0,0,0,3,0,972,22,0,0,0,0,0,0,0,0,19,36,9,3,0,0,0,0,0,0,48,1821,228,48,0,6,0,0,9,3,2108,10237,822,67,40,105,0,5,160,5,11294,26056,1119,116,10,0,0,3,10,24,27317,4342,1160,512,0,0,0,3,3,11,6033,446,533,81,0,0,0,0,0,4,1061,2365,392,58,0,0,0,6,6,9,2822,94,93,19,0,0,0,0,4,0,205,288,41,5,9,18,0,0,32,3,372,42,9,0,0,0,0,0,0,0,56
IARE505020,111,6,0,0,0,0,0,0,0,121,361,17,0,0,0,0,0,0,0,377,163,24,0,0,0,0,0,0,0,188,63,35,0,0,0,0,0,0,0,107,75,7,0,0,0,0,0,0,0,81,7,8,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,322,84,0,0,0,0,0,0,0,409,4,0,0,0,0,0,0,0,0,4,15,6,0,0,0,0,0,0,0,19,811,115,0,0,0,0,0,0,0,930,8973,676,19,68,6,26,5,104,6,9777,21062,892,25,0,0,5,5,8,4,21989,3510,592,37,0,0,0,0,0,0,4147,299,472,3,0,0,0,0,0,0,768,1848,238,9,12,0,0,0,14,0,2103,60,67,0,0,0,0,0,0,0,130,276,42,4,24,0,5,0,29,5,348,30,10,0,0,0,0,0,0,0,41
IARE505021,66,3,0,0,0,0,0,0,0,68,327,0,0,0,0,0,0,0,0,327,201,11,4,0,0,0,0,0,0,213,65,11,0,0,0,0,0,0,0,74,71,0,0,0,0,0,0,0,0,75,16,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,366,22,4,0,0,0,0,0,0,389,12,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,13,780,26,5,0,0,0,0,0,0,807,4653,329,31,0,0,0,0,3,0,5017,15381,326,47,0,0,0,0,0,11,15767,4368,308,87,0,0,0,0,0,0,4761,271,130,0,0,0,0,0,0,0,400,1688,97,18,0,0,0,0,0,0,1811,53,74,0,0,0,0,0,0,0,124,126,18,0,0,0,0,0,0,0,147,26,8,0,0,0,0,0,0,0,29
IARE506001,13,0,0,6,0,0,0,6,0,12,4,0,0,0,0,0,0,0,0,4,24,6,3,0,0,0,0,0,0,29,44,5,3,0,0,0,0,0,0,48,8,0,0,0,0,0,0,0,0,8,136,0,0,0,0,0,0,0,0,136,120,9,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,326,12,8,0,0,0,0,0,0,342,17,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,4,365,8,6,6,0,0,0,6,5,390,77,0,0,18,0,3,0,27,7,111,71,0,0,5,0,0,0,5,0,72,148,9,14,0,0,0,0,0,4,174,59,5,0,0,0,0,0,0,0,68,30,0,0,0,0,0,0,0,0,32,8,0,3,0,0,0,0,0,0,13,560,19,0,0,0,0,0,0,7,594,0,0,0,0,0,0,0,0,0,0
IARE506002,16,0,0,3,0,0,0,6,0,25,14,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,0,19,36,3,0,0,0,0,0,0,0,40,8,0,0,0,0,0,0,0,0,8,33,3,0,0,0,0,0,0,0,42,131,4,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,218,14,4,0,0,0,0,0,0,234,16,0,0,0,0,0,0,0,4,22,4,0,0,0,0,0,0,0,0,4,269,16,4,4,0,0,0,9,8,302,239,3,0,83,8,9,3,100,11,344,337,6,0,26,7,4,4,36,4,376,155,21,16,4,0,0,0,4,0,196,123,12,7,0,0,0,0,0,3,144,90,4,6,8,0,0,6,16,4,113,25,4,29,0,0,0,0,0,0,61,805,38,10,17,4,0,0,26,10,884,3,0,0,0,0,0,0,0,0,12
IARE506003,30,7,0,0,0,0,0,0,0,33,70,12,0,0,0,0,0,0,0,79,69,32,6,0,0,0,0,0,0,110,86,31,0,0,0,0,0,0,0,113,11,3,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,6,149,13,4,4,0,0,0,4,0,159,0,0,0,0,0,0,0,0,0,0,312,78,10,4,0,0,0,4,0,407,20,3,0,0,0,0,0,0,0,25,16,10,0,0,0,0,0,0,0,34,448,111,11,0,0,0,0,0,4,577,233,21,0,15,3,0,0,18,0,280,1083,114,8,0,0,0,0,4,0,1206,653,187,146,0,0,0,0,0,0,985,228,46,37,0,0,0,0,0,0,307,109,40,14,0,0,0,0,0,0,161,13,4,3,0,0,0,0,0,0,14,963,106,52,14,9,0,0,27,3,1154,4,4,0,0,0,0,0,0,0,5
IARE506004,59,4,3,0,0,0,0,4,0,68,117,6,0,0,0,0,3,3,0,125,101,33,17,0,0,0,0,0,3,156,206,65,0,0,0,0,0,0,0,275,11,5,0,0,0,0,0,0,0,14,38,10,0,0,0,0,0,0,0,52,196,58,30,0,0,0,0,0,0,285,5,0,0,0,0,0,0,0,0,5,562,176,50,0,0,0,0,0,3,792,17,6,6,5,0,0,0,7,3,34,19,5,3,0,0,0,0,0,0,35,777,198,60,9,0,0,3,8,9,1058,191,50,17,14,0,5,3,17,4,282,622,75,8,7,0,0,7,11,4,723,444,220,169,0,0,0,0,4,3,842,226,49,23,0,0,0,0,0,0,300,95,27,12,0,6,0,0,6,4,137,41,3,3,0,0,0,0,0,0,48,764,209,132,6,0,0,0,13,7,1122,7,8,0,0,0,0,0,0,0,11
IARE506005,13,0,0,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0,19,3,3,0,0,0,0,0,0,0,8,47,42,0,0,0,0,0,0,0,88,11,3,0,0,0,0,0,0,0,20,17,7,4,0,0,0,0,0,0,27,70,8,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,156,72,4,0,0,0,0,0,0,224,9,4,0,0,0,0,0,0,0,15,3,6,0,0,0,0,0,0,0,8,199,78,4,0,0,4,0,4,0,284,83,4,0,14,0,0,0,15,3,117,193,11,0,5,0,0,0,5,0,212,64,13,22,0,0,0,0,0,0,102,23,5,0,0,0,0,0,0,0,28,41,3,0,0,0,0,0,0,0,44,6,0,0,0,0,0,0,0,0,3,287,88,0,5,0,0,0,4,0,385,0,0,0,0,0,0,0,0,0,0
IARE507001,88,0,0,0,0,0,0,0,0,87,186,0,0,0,0,0,0,0,0,191,79,3,0,0,0,0,0,0,0,90,104,16,0,0,0,0,0,0,0,120,36,4,0,0,0,0,0,0,0,44,22,3,0,0,0,0,0,0,0,23,6,0,0,3,0,0,0,3,0,10,3,0,0,0,0,0,0,0,0,3,250,31,0,3,0,0,0,3,0,282,3,0,0,0,0,0,0,0,0,3,27,4,0,0,0,0,0,0,0,31,548,35,0,3,0,0,0,3,0,597,5124,175,12,51,84,0,0,138,7,5459,4477,85,12,5,0,0,0,6,9,4588,1248,228,15,0,0,0,0,3,0,1501,320,150,3,0,0,0,0,0,3,480,948,83,9,0,0,5,0,5,0,1041,75,151,10,0,0,0,0,0,0,238,141,36,6,22,25,0,0,46,4,226,7,16,0,0,0,0,0,0,0,28
IARE507002,86,0,0,0,0,0,0,0,0,86,121,0,0,0,0,0,0,0,0,120,32,4,0,0,0,0,0,0,0,37,49,21,0,0,0,0,0,0,0,66,47,3,0,0,0,0,0,0,0,51,8,0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,140,22,3,0,0,0,0,0,0,173,12,3,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,18,383,29,3,0,0,0,0,0,0,418,3775,26,5,27,8,6,4,38,18,3867,2564,13,3,0,6,5,4,19,13,2608,245,4,9,0,0,0,0,0,0,259,104,41,5,0,0,0,0,4,9,154,568,8,4,0,0,0,0,0,0,586,42,25,12,0,0,0,3,5,0,79,162,15,0,0,4,0,0,3,7,181,11,5,0,0,0,0,0,0,0,12
IARE507003,61,3,0,0,0,0,0,4,0,69,128,6,0,0,0,0,0,0,0,138,103,32,13,0,0,0,0,0,0,148,63,35,0,0,0,0,0,0,0,101,55,7,3,0,0,0,0,0,0,65,12,8,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,239,86,14,0,0,0,0,0,0,341,4,0,0,0,0,0,0,0,0,4,19,3,0,0,0,0,0,0,0,19,448,109,14,3,0,0,0,4,0,570,3384,492,69,44,27,0,0,76,3,4024,3681,330,50,0,0,0,5,5,8,4078,1348,625,234,0,0,0,4,3,4,2212,172,348,11,0,0,0,0,0,0,523,826,255,48,0,0,0,0,0,0,1123,27,116,29,0,0,0,0,0,0,182,67,48,9,8,6,0,3,13,0,139,10,18,0,0,0,0,0,0,0,29
IARE507004,51,4,0,0,3,0,0,4,0,57,111,3,0,0,0,0,0,0,0,119,61,5,0,0,0,0,0,0,0,69,42,12,0,0,0,0,0,0,0,52,32,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,147,22,0,0,0,0,0,0,0,169,6,0,0,0,0,0,0,0,0,8,8,3,0,0,0,0,0,0,0,13,322,35,0,5,0,0,0,11,0,361,4845,335,29,32,99,3,5,138,7,5352,4997,213,11,8,5,3,3,16,4,5236,1398,226,3,0,6,0,0,6,6,1635,220,204,0,0,0,0,0,0,0,427,874,81,8,0,5,0,0,7,4,982,22,58,0,0,0,0,0,0,0,82,119,14,4,29,34,0,3,66,5,214,13,3,0,0,0,0,0,0,0,15
