LGA_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
LGA51080,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,86,139,38,46,37,17,360,92,148,43,39,32,17,367,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,5,97,146,42,39,32,17,377
LGA51120,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,119,145,41,30,25,6,376,75,109,28,41,31,7,286,12,3,0,0,0,0,18,0,0,0,0,0,0,0,12,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,4,0,0,0,0,0,8,0,3,4,0,0,0,16,98,122,29,44,27,7,332
LGA51190,0,0,11,86,49,5,4,0,0,147,16,10,0,4,5,0,33,3775,4651,1733,1448,560,226,12392,2647,3918,1484,1384,509,231,10171,1343,552,151,66,10,10,2137,173,175,41,28,3,6,424,1517,722,188,89,21,16,2556,204,86,24,5,4,0,333,65,31,8,4,0,0,104,8,4,0,0,0,0,15,12,17,0,0,0,0,32,4,0,0,0,0,0,4,292,143,30,14,4,4,490,59,42,0,0,0,0,104,0,0,0,0,0,0,0,3,5,3,0,0,0,9,63,47,4,0,0,0,116,19,9,0,0,0,0,28,4538,4835,1707,1488,538,253,13356
LGA51260,0,0,18,213,205,9,10,7,0,437,15,19,5,7,7,0,50,2944,4966,1916,2010,829,299,12963,2822,5217,1944,2079,859,322,13238,639,372,82,53,13,0,1166,71,84,27,23,4,0,205,714,458,106,71,19,0,1366,13,19,0,0,0,0,31,0,0,0,0,0,0,0,5,9,0,0,0,0,18,0,0,0,0,0,0,0,14,3,3,3,0,0,31,26,38,10,3,0,0,74,155,73,3,4,0,4,239,3,0,3,0,0,0,10,3,8,0,0,0,5,14,158,81,13,8,4,4,268,14,9,8,3,0,0,36,3737,5798,2073,2167,882,331,14988
LGA51310,0,0,9,3,3,3,0,0,0,9,4,3,5,0,0,0,16,2092,2834,1416,1927,857,188,9309,1091,2317,1215,1971,836,189,7619,245,192,59,56,16,0,572,210,239,94,73,17,3,627,453,435,153,129,26,3,1202,226,140,17,10,0,0,391,194,146,27,14,3,0,377,345,187,26,10,0,0,568,95,74,16,4,0,0,188,4,0,0,0,0,0,10,860,547,89,33,3,0,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,16,2416,3305,1462,2135,871,195,10378
LGA51330,0,0,15,0,5,8,3,0,0,21,14,15,14,9,8,6,69,6316,9209,5445,6020,2500,1281,30775,4721,7856,4997,5614,2284,1130,26598,1740,1292,763,585,218,108,4701,197,240,124,113,41,29,736,1936,1525,886,694,256,136,5434,351,274,134,129,35,5,930,17,14,9,3,0,0,54,66,97,17,9,0,0,189,47,48,7,0,0,0,108,19,13,8,6,0,4,43,507,449,176,143,34,15,1317,10,3,0,0,0,0,16,0,0,0,0,0,0,0,5,5,7,4,3,0,15,14,8,7,4,7,0,38,30,13,4,10,0,0,61,7209,9848,6068,6461,2577,1275,33444
LGA51400,0,0,5,0,3,0,0,0,0,14,6,5,0,0,0,0,11,859,1914,993,1134,485,196,5580,917,2122,1037,1141,522,209,5949,115,43,9,8,0,4,174,10,0,0,0,0,0,15,121,42,11,8,0,4,188,55,12,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,12,0,0,0,0,69,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,6,3,0,0,0,8,1097,2185,1052,1152,525,207,6221
LGA51470,0,0,0,0,4,0,0,0,0,6,0,3,0,0,0,0,5,76,88,23,25,11,3,224,78,85,12,23,5,0,206,5,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,4,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,84,86,13,23,5,0,219
LGA51540,0,0,0,121,54,3,4,0,0,181,8,3,3,3,0,0,23,584,594,261,228,104,69,1842,324,483,186,201,79,57,1320,113,41,14,12,0,4,187,17,7,0,0,0,0,31,134,54,16,12,0,4,215,44,7,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0,0,0,0,48,72,52,6,4,3,0,140,9,4,0,0,0,0,11,0,0,0,0,0,0,4,78,56,11,4,6,3,147,14,11,0,0,0,0,30,589,606,213,217,86,65,1771
LGA51610,0,0,0,12,12,0,0,0,0,20,3,0,0,0,0,0,11,81,179,77,84,40,11,461,69,202,75,78,38,12,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,13,0,0,0,0,26,5,0,0,0,0,0,3,80,217,75,81,38,12,506
LGA51680,0,0,0,5,10,0,4,0,0,19,3,6,5,0,0,0,16,271,708,256,305,144,87,1767,292,722,338,300,147,101,1902,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,11,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,306,736,339,300,149,101,1926
LGA51710,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,6,94,132,63,62,26,20,399,34,62,33,36,20,0,193,27,18,13,10,3,3,83,0,3,3,0,0,0,10,35,21,16,10,3,7,96,40,23,6,5,3,0,76,8,11,4,3,7,0,51,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,38,11,10,12,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,6,131,129,60,58,34,10,422
LGA51750,0,0,5,0,3,0,0,0,0,4,10,7,4,3,0,0,21,1187,1325,515,523,224,50,3822,349,692,352,444,198,32,2070,197,203,101,66,29,9,604,126,149,57,47,15,0,398,324,351,158,117,37,10,999,138,73,20,8,3,0,242,167,59,8,0,0,0,234,282,249,41,25,4,0,600,143,74,16,8,0,0,248,0,0,0,0,0,0,0,729,459,83,44,10,0,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1403,1503,586,611,252,47,4399
LGA51820,0,0,6,84,49,6,4,0,0,146,80,31,7,5,4,0,135,7556,11869,6528,6939,2560,1031,36487,6006,11454,6933,7376,2601,1022,35391,1942,1315,463,260,79,30,4092,373,312,162,78,16,4,953,2317,1632,625,340,94,33,5041,401,206,29,9,3,0,652,506,259,62,24,5,0,856,481,387,63,24,3,0,958,157,109,21,5,0,0,295,22,34,14,3,0,0,73,1573,998,180,61,10,3,2832,126,74,5,0,0,0,202,0,0,0,0,0,0,0,0,3,0,0,0,0,5,133,75,5,3,0,0,212,29,9,7,0,0,0,42,10049,14162,7747,7782,2704,1062,43510
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37,22,21,15,29,128,7,34,18,13,14,26,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,35,18,13,14,26,122
LGA51890,0,0,6,10,9,5,0,0,0,22,9,4,0,0,0,0,12,941,1149,475,421,214,70,3271,919,1164,410,406,187,78,3165,69,25,8,0,0,0,108,0,0,0,0,0,0,0,69,25,8,0,0,0,108,70,22,7,4,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,22,7,4,0,0,104,3,4,6,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,6,4,0,0,17,10,0,3,0,0,0,16,1067,1223,434,415,188,82,3404
LGA51960,0,0,6,10,5,6,0,0,0,18,7,0,0,0,0,0,8,346,374,194,166,87,39,1200,273,365,155,118,55,33,998,32,16,6,4,0,0,58,21,0,0,0,0,0,27,54,22,3,4,0,0,83,17,7,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,3,0,0,0,19,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12,4,0,0,0,0,0,8,350,400,159,123,55,34,1126
LGA52030,0,0,3,10,0,0,0,0,0,11,0,0,0,0,0,0,0,146,197,29,32,14,6,431,118,181,33,36,8,8,394,6,0,0,0,0,0,10,0,0,0,0,0,0,0,6,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,7,135,191,34,36,6,8,418
