LGA_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
LGA54830,8,0,64,13,22,18,13,8,0,72,10,17,7,3,0,6,38,2700,4123,2392,2192,941,541,12892,2938,4397,2706,2653,1192,674,14566,257,140,32,20,8,10,462,48,28,14,5,0,0,87,304,171,39,25,8,9,552,216,75,11,5,0,0,308,113,54,21,7,6,0,201,3,0,0,0,0,0,7,0,0,0,0,0,0,0,7,6,4,5,0,0,15,344,135,41,13,4,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,9,0,4,0,0,0,0,7,3588,4706,2788,2695,1200,681,15666
LGA54900,0,0,0,9,0,0,0,0,0,10,6,0,0,0,0,0,11,155,153,66,58,24,11,472,117,167,47,64,35,9,438,11,0,0,0,0,0,16,0,0,0,0,0,0,0,11,0,0,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,4,4,0,0,0,0,4,133,167,47,64,35,9,469
LGA54970,0,0,3,9,5,0,0,0,0,8,0,3,0,0,0,0,8,60,56,20,14,12,13,176,48,42,15,17,6,15,149,6,8,3,0,0,0,18,0,0,0,0,0,0,0,6,8,3,0,0,0,18,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,7,64,53,18,17,10,15,183
LGA55040,0,0,8,10,14,3,0,0,0,27,4,0,0,0,0,0,10,109,90,46,35,23,16,314,63,85,33,31,25,14,248,15,5,0,0,0,0,18,0,0,0,0,0,0,0,15,5,0,0,0,0,18,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,7,10,8,0,0,0,0,19,0,0,0,0,0,0,0,6,3,0,0,0,0,6,14,13,0,0,0,0,29,4,0,3,4,0,0,9,99,100,38,36,25,13,314
LGA55110,3,0,8,143,66,7,5,3,0,221,27,21,11,6,5,0,64,7793,11907,4352,4036,1619,762,30470,6675,11555,4459,4236,1794,813,29540,2075,1149,172,60,24,8,3486,509,420,77,47,9,3,1069,2588,1572,245,111,35,16,4557,284,108,16,14,0,0,420,62,106,16,9,0,0,189,77,101,17,7,0,0,197,46,88,14,8,0,0,155,19,14,6,0,0,0,34,479,414,72,31,0,0,1006,144,58,0,4,0,0,208,10,0,0,0,0,0,9,7,0,0,0,0,0,7,159,58,0,9,0,0,224,17,13,0,0,0,0,32,9909,13616,4789,4382,1832,830,35358
LGA55180,0,0,3,11,15,0,0,5,0,29,12,7,0,4,0,0,25,985,1370,437,396,187,93,3477,915,1310,405,367,178,77,3251,159,27,7,5,0,0,200,4,0,0,0,0,0,4,166,27,7,5,0,0,203,16,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,19,0,0,0,0,0,23,5,4,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,6,0,0,0,0,9,19,8,0,0,0,0,28,1118,1357,412,377,180,79,3514
LGA55250,0,0,0,6,0,0,0,0,0,6,7,0,0,3,0,0,13,76,65,25,24,16,14,221,73,62,35,21,11,17,217,11,4,0,0,0,0,18,0,0,0,0,0,0,0,11,4,0,0,0,0,18,6,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,11,7,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,10,9,4,0,0,0,6,14,103,79,41,22,14,19,276
LGA55320,0,0,8,0,5,0,5,0,0,13,27,36,14,20,3,6,98,8422,11877,5920,6447,2348,828,35847,5020,9922,5165,6079,2322,755,29265,2806,1804,658,474,109,17,5862,394,450,198,208,57,13,1321,3198,2260,856,679,164,30,7179,537,238,64,24,4,0,874,236,139,21,8,0,0,397,262,252,46,16,7,0,581,94,74,9,0,0,0,177,13,23,5,0,0,3,41,1138,726,139,48,15,4,2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,4,15,16,9,3,3,0,44,9375,12927,6162,6814,2506,786,38566
LGA55390,0,0,0,5,6,0,0,0,0,9,4,4,0,0,0,0,8,35,18,7,3,5,14,83,20,11,9,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,8,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,10,5,7,0,0,0,0,12,31,15,10,6,3,3,66
LGA55460,0,0,0,0,0,0,0,0,0,9,4,4,6,0,0,0,8,349,442,160,135,82,46,1214,318,419,142,119,71,28,1092,27,9,3,0,0,0,40,0,0,0,0,0,0,0,27,9,7,0,0,0,43,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,3,0,0,0,0,0,6,359,426,142,119,65,25,1151
LGA55530,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,0,3,49,69,25,23,12,7,180,43,49,10,19,12,0,132,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,3,42,52,18,20,12,0,147
LGA55600,0,0,8,6,5,4,0,0,0,14,0,0,0,0,3,0,3,247,299,118,108,71,22,873,213,280,94,106,47,14,752,40,5,4,4,0,0,53,0,0,0,0,0,0,0,40,5,4,4,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,10,3,5,0,0,0,0,7,261,296,96,107,48,18,824
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,88,80,36,24,17,11,261,62,76,21,19,8,9,199,5,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,4,73,78,22,19,8,9,214
LGA55740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,1071,428,494,230,44,3312,318,714,369,489,228,47,2160,161,80,32,15,6,5,291,100,70,23,17,4,0,219,259,151,49,35,11,5,507,55,18,8,6,0,0,84,258,70,20,4,0,0,341,240,106,26,8,0,0,375,19,18,3,0,0,0,43,0,0,0,0,0,0,0,562,210,52,15,0,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1147,1071,473,541,238,51,3520
LGA55810,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,3,50,56,6,13,4,9,148,42,48,10,4,3,0,115,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,5,3,0,0,0,0,0,0,49,49,10,11,3,0,128
LGA55880,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,51,73,32,32,10,7,197,55,54,15,26,14,4,167,8,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,57,17,26,14,4,174
LGA55950,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,54,91,19,30,10,9,205,62,87,21,25,8,10,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,87,21,25,8,10,215
LGA56090,0,0,7,18,8,3,0,0,0,33,8,11,3,9,4,0,31,2528,4684,2094,2209,906,429,12848,2447,4895,2151,2147,957,390,12989,324,122,33,14,3,0,495,0,4,0,0,0,0,5,324,122,33,14,3,0,502,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,16,6,8,6,0,0,0,22,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,4,4,0,0,22,5,7,3,5,0,0,15,2792,5035,2195,2172,962,389,13541
LGA56160,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,9,13,12,3,3,0,6,36,6,6,4,3,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,5,10,10,5,3,5,6,32
LGA56230,0,0,5,110,64,9,3,5,0,192,9,5,0,0,0,0,17,1358,2407,852,808,372,195,5993,1337,2444,891,875,395,220,6154,143,86,7,4,0,0,245,11,5,5,0,0,0,20,160,91,10,4,0,0,268,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,8,4,0,0,0,0,14,118,52,5,0,0,0,173,0,5,0,0,0,0,10,0,0,0,0,0,0,5,119,60,5,0,0,6,192,8,6,0,0,0,0,9,1627,2604,906,885,399,222,6641
LGA56300,0,0,7,6,10,0,0,0,0,20,0,0,0,0,0,0,0,148,232,58,45,22,11,516,164,266,64,41,23,11,563,3,3,0,0,0,0,6,0,0,0,0,0,0,0,3,5,0,0,0,0,10,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,187,276,68,45,19,11,604
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,130,42,28,19,9,304,62,101,34,28,20,4,247,11,10,0,0,0,0,18,0,0,0,0,0,0,0,11,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,110,34,28,20,4,262
LGA56460,0,0,53,42,18,0,0,0,0,61,3,4,0,0,0,0,5,548,643,245,223,103,63,1821,522,612,221,182,98,36,1667,95,27,7,4,0,0,133,0,0,0,0,0,0,0,95,27,7,4,0,0,133,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,0,0,0,7,0,3,0,0,0,0,0,629,643,229,184,98,36,1819
LGA56580,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,1407,2195,1125,1488,718,203,7135,849,1950,1006,1516,707,178,6202,257,161,50,47,21,0,537,141,126,60,41,6,0,379,405,283,109,96,29,0,917,139,102,24,13,7,0,285,23,7,0,0,0,0,34,55,78,17,5,0,0,150,0,0,0,0,0,0,0,0,0,4,0,0,0,3,222,186,40,21,7,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1480,2415,1156,1629,742,179,7602
LGA56620,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,66,69,48,38,60,86,361,59,56,45,40,39,65,308,9,4,0,0,0,0,16,0,0,0,0,0,0,0,9,4,0,0,0,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,13,83,63,50,40,39,68,340
LGA56730,0,0,7,29,16,0,7,0,0,47,6,5,3,6,0,0,20,1107,1420,492,480,237,149,3877,1051,1458,510,464,219,148,3858,94,34,11,6,4,0,146,6,3,0,0,0,0,11,99,33,11,10,5,0,154,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,7,11,0,0,0,0,0,16,19,12,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,0,0,32,8,0,0,3,0,0,17,1181,1510,523,480,227,148,4070
LGA56790,0,0,5,58,28,0,0,0,0,90,3,10,0,3,0,0,13,393,558,137,124,58,20,1296,294,472,100,88,49,28,1029,24,23,3,0,0,0,47,15,12,0,0,0,0,30,38,29,0,4,0,0,77,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,16,16,29,0,0,0,0,46,0,0,0,0,0,0,4,4,0,0,0,0,0,4,16,25,0,0,6,0,51,6,7,0,8,0,0,19,371,537,105,97,52,28,1191
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,7,10,11,7,95,31,36,14,5,0,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,31,36,13,5,0,4,93
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,166,72,97,42,24,509,52,138,63,75,41,26,404,6,0,0,0,0,0,8,19,20,10,4,0,0,53,23,20,10,4,3,0,54,9,7,3,0,0,0,24,30,6,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,18,3,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,173,84,80,44,26,523
LGA57000,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,55,58,16,13,18,4,171,38,56,11,18,12,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,46,56,11,18,12,8,139
LGA57080,0,0,11,21,9,0,0,0,0,30,31,14,3,0,0,0,60,3888,4074,1219,524,130,52,9901,70,152,67,52,21,3,371,19,16,8,9,0,0,52,222,290,157,73,29,5,767,244,306,158,78,29,7,819,211,174,60,35,8,0,484,797,611,141,61,13,3,1632,1693,1483,360,112,28,5,3676,2262,2238,564,197,33,9,5308,0,0,0,0,0,0,0,4966,4507,1132,407,83,21,11107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,27,5303,4969,1359,535,132,33,12329
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,137,190,54,30,25,13,450,141,169,47,33,19,11,424,8,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,169,47,33,19,11,432
LGA57210,0,0,7,3,10,0,3,0,0,18,0,10,3,4,0,0,22,510,757,229,221,104,54,1871,519,805,252,199,97,64,1939,22,6,0,0,0,0,26,0,0,0,0,0,0,0,22,6,0,0,0,0,26,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,10,14,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,0,0,0,0,24,0,0,0,0,0,0,0,550,830,259,201,97,63,2001
LGA57280,0,0,7,49,22,0,0,0,3,76,16,8,5,0,0,0,36,965,1362,683,695,343,198,4235,644,1004,603,637,338,202,3419,251,185,99,66,26,21,644,70,76,43,36,16,12,249,319,263,136,101,46,25,888,156,79,19,10,3,0,266,58,46,6,3,0,0,116,42,26,6,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,148,32,8,4,0,452,20,18,0,5,0,0,47,4,0,0,0,0,0,3,6,4,5,7,0,0,23,29,26,9,8,0,0,69,16,13,0,0,4,0,34,1264,1452,779,763,391,224,4872
LGA57350,0,0,0,0,3,0,0,0,0,3,4,7,0,0,0,0,8,139,156,52,29,12,7,395,90,133,17,29,19,8,296,8,4,0,0,0,0,6,0,0,0,0,0,0,0,8,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,101,139,17,29,19,8,313
LGA57420,0,0,3,11,8,0,0,0,0,22,5,3,0,0,0,0,9,203,242,66,60,34,12,618,236,298,79,74,42,13,740,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,14,6,3,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,7,13,4,3,0,0,0,25,0,0,0,0,0,0,3,265,306,84,76,42,13,786
LGA57490,5,0,23,109,64,9,11,3,5,196,21,19,5,6,0,0,52,8719,14031,7351,7637,3251,1489,42480,8426,14429,7818,7960,3501,1646,43771,1326,648,124,48,13,3,2168,327,168,49,19,6,0,578,1653,819,181,71,17,10,2745,716,246,57,23,8,0,1046,125,50,16,5,0,0,190,147,104,22,0,0,0,275,11,15,0,0,0,0,27,15,7,3,12,4,0,40,1011,419,93,46,12,0,1582,143,69,8,0,0,0,219,4,0,0,0,0,0,6,27,21,0,0,0,0,44,172,93,8,4,0,0,271,30,13,3,6,6,6,56,11283,15771,8098,8077,3540,1660,48428
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,6,0,0,0,38,13,17,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,3,22,15,0,0,0,0,43
LGA57700,0,0,5,4,13,0,4,0,0,19,3,7,5,5,0,4,25,1102,2828,1564,1703,747,452,8398,1422,3124,1779,2048,1005,590,9959,40,17,17,3,5,0,74,0,0,0,0,0,0,0,40,17,17,3,5,0,74,12,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,0,0,0,17,24,7,6,0,0,0,36,40,54,3,0,0,0,100,0,0,0,0,0,0,3,8,6,0,0,0,0,15,47,60,4,0,0,0,112,10,3,0,3,0,0,26,1542,3205,1811,2058,1002,592,10211
LGA57770,0,0,9,39,23,0,3,0,0,62,14,3,0,0,0,0,13,154,146,26,43,13,5,391,89,107,23,27,6,3,264,10,0,0,0,0,0,17,3,0,0,0,0,0,3,12,3,0,0,0,0,20,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,23,28,3,3,0,0,64,0,0,4,0,0,0,4,0,0,0,0,0,0,0,25,29,4,3,0,0,69,3,0,0,0,0,0,4,137,145,31,37,6,11,360
