LGA_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
LGA50840,4,0,67,0,0,0,5,7,9,14,9,0,3,0,0,54,0,0,0,3,7,14,27,15,12,10,0,0,85,0,0,0,0,3,0,3,5,7,0,0,3,22,0,0,0,4,4,16,20,12,0,6,3,0,64,0,0,6,15,11,21,7,5,3,0,0,0,71,0,0,0,0,0,3,11,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,5,10,6,11,44,92,63,28,3,0,0,0,6,264,0,0,0,0,5,0,0,0,0,0,0,55,56,12,10,17,67,128,135,129,53,43,29,14,66,699,0,0,0,0,3,3,5,15,7,11,12,10,69,0,0,0,0,0,6,7,0,0,4,0,3,28,0,0,0,0,0,3,34,27,32,13,12,12,139,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,14,25,13,7,0,0,4,62,0,0
LGA50910,7,0,23,0,0,0,0,0,0,6,3,6,0,0,0,10,0,0,0,0,0,5,3,4,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,3,6,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,8,8,4,0,0,0,0,6,37,0,0,0,0,0,0,0,0,0,0,0,8,7,5,0,0,14,15,17,26,15,11,15,8,11,132,0,0,0,0,0,0,5,0,0,5,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,7,3,4,3,3,4,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,6,3,0,0,0,0,16,0,0
LGA50980,77,8,473,0,0,0,3,3,17,20,14,6,4,7,0,70,0,0,0,0,0,11,65,38,32,32,18,7,207,0,0,0,0,0,0,8,6,11,10,3,3,37,0,0,0,0,5,21,41,32,11,15,9,3,133,0,0,0,9,5,15,12,0,3,0,0,0,43,0,0,0,0,0,4,7,4,0,0,0,0,15,0,0,0,0,0,0,0,6,0,4,10,3,24,15,0,3,38,34,42,21,11,4,4,4,14,183,0,0,0,0,0,0,0,0,0,0,0,130,140,16,0,6,56,47,124,227,215,154,195,127,169,1338,0,0,0,0,0,7,33,65,89,99,69,37,395,0,0,0,0,0,8,9,18,4,7,3,12,60,0,0,0,0,5,17,74,82,89,77,52,27,432,0,0,0,0,0,0,4,19,13,25,18,9,96,0,0,0,5,7,23,61,47,9,25,20,10,206,0,0
LGA51080,6,0,38,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,7,4,0,0,7,0,19,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,16,8,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,5,19,25,22,10,8,12,7,8,117,0,0,0,0,0,0,3,4,3,3,3,10,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,8,3,3,0,3,9,34,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,4,8,0,0,0,0,0,17,0,0
LGA51120,3,0,31,0,0,0,0,0,6,3,0,0,0,0,0,12,0,0,0,0,0,3,3,0,0,5,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,0,0,9,0,0,0,0,7,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,8,3,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,13,13,3,0,0,4,20,18,24,11,11,6,11,19,127,0,0,0,0,3,0,5,0,3,9,4,3,23,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,4,0,0,9,0,9,3,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0,0,0,0,19,0,0
LGA51190,70,10,579,0,0,0,6,4,32,57,14,7,4,8,0,148,0,0,0,3,8,42,178,115,85,65,54,6,564,0,0,0,0,0,9,23,10,8,15,14,0,82,0,0,0,7,10,85,112,68,24,22,29,12,377,0,9,18,32,40,90,60,17,7,0,5,17,300,0,0,0,3,6,19,15,5,5,3,4,0,46,0,0,0,0,0,4,6,4,3,0,0,0,28,28,10,24,169,417,292,126,27,20,18,16,63,1213,0,0,0,0,5,6,4,0,0,3,0,285,308,28,25,43,228,495,592,702,400,266,255,195,398,3641,0,0,0,0,0,13,57,71,70,93,89,43,435,0,0,0,0,5,25,49,15,4,10,3,8,123,0,0,0,3,4,39,212,150,161,122,113,64,877,0,0,0,0,0,6,37,21,14,25,13,11,130,0,0,0,3,5,112,228,113,22,53,29,36,610,0,0
LGA51260,57,9,600,0,0,6,7,21,71,95,26,19,13,12,3,265,0,0,0,0,7,55,207,97,78,64,51,11,582,0,0,0,0,5,9,41,23,8,13,14,3,122,0,0,0,8,13,54,81,54,11,13,12,10,264,0,6,8,51,39,112,74,14,5,7,9,7,327,0,0,0,4,5,16,15,6,0,5,0,0,50,0,3,0,0,4,7,12,6,4,8,3,6,51,51,19,26,199,490,420,262,55,25,32,26,76,1681,0,0,0,0,3,6,5,0,5,3,0,320,340,64,30,43,275,594,772,911,436,257,273,188,444,4285,5,0,3,0,3,16,76,107,117,149,84,73,629,0,0,0,6,4,35,94,26,29,15,12,21,236,0,0,0,0,6,74,373,279,224,165,132,82,1330,0,0,0,5,0,9,38,32,33,32,15,17,179,0,0,3,7,12,93,242,132,37,56,27,41,650,0,0
LGA51310,190,3,450,0,0,0,3,11,32,36,10,11,13,25,3,151,0,0,0,0,0,14,55,52,42,61,110,0,331,0,0,0,0,0,0,4,0,9,13,19,7,52,0,0,0,4,7,21,36,36,13,39,62,0,218,0,3,0,19,20,31,49,14,22,18,27,0,204,0,0,0,3,0,4,7,4,0,3,0,0,21,0,0,0,0,0,0,0,0,0,4,3,3,9,24,5,10,62,90,178,172,68,43,45,66,28,792,0,0,0,0,5,0,0,0,0,0,0,188,200,28,11,19,87,122,280,386,245,209,296,503,243,2426,0,0,0,0,0,6,21,22,42,102,437,46,684,0,0,0,3,5,3,25,18,17,26,54,7,157,0,0,4,0,0,20,73,70,134,199,738,78,1320,0,0,0,0,0,0,3,3,9,32,68,3,132,0,0,5,0,0,15,80,86,26,222,332,40,811,0,0
LGA51330,207,18,1484,3,0,5,13,45,129,110,46,20,15,14,0,399,0,0,0,5,14,115,357,204,159,117,94,16,1080,0,0,0,3,6,20,39,30,29,27,17,9,180,5,0,4,27,56,211,337,148,51,64,41,15,956,5,19,50,112,87,186,140,39,17,12,20,17,694,0,0,3,6,3,26,15,9,4,8,3,9,84,0,0,0,0,0,5,9,8,8,0,4,7,48,201,61,82,351,655,641,335,80,36,19,30,79,2570,3,0,0,4,3,8,12,0,0,0,6,489,522,213,84,147,521,868,1370,1569,921,618,618,421,652,8019,3,0,0,4,4,38,215,281,311,490,522,130,2013,0,0,0,10,13,94,155,63,42,53,42,26,507,0,0,3,10,11,128,581,507,522,535,544,183,3014,0,0,0,0,4,13,66,71,50,86,68,26,381,9,0,3,42,70,430,767,488,173,307,248,132,2671,5,6
LGA51400,33,3,353,0,0,0,0,7,20,29,9,8,0,0,3,78,0,0,0,4,0,26,76,45,39,34,23,5,253,0,0,0,3,3,5,13,14,8,3,3,5,49,0,0,0,5,0,33,53,32,6,15,8,6,155,0,0,6,18,23,37,13,10,5,6,4,4,117,0,0,0,0,4,0,5,0,6,0,0,3,14,0,0,0,0,0,4,0,6,0,3,3,0,20,22,0,14,69,136,116,56,11,6,0,0,15,460,0,0,0,0,0,3,0,5,0,0,0,137,146,28,6,22,96,176,256,296,207,150,161,76,189,1652,0,0,0,0,3,9,42,55,67,103,85,49,419,0,0,0,0,5,13,29,18,23,9,8,9,110,0,0,0,3,0,13,138,166,131,129,89,47,726,0,0,0,0,0,0,18,19,22,17,6,7,93,0,0,0,5,4,43,155,107,27,52,36,34,467,0,0
LGA51470,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,11,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,7,11,7,20,7,10,4,3,13,79,0,0,0,0,0,0,0,0,3,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,13,0,0
LGA51540,11,8,144,0,0,0,0,4,3,3,0,0,0,0,0,16,0,0,0,0,0,7,24,11,6,3,8,3,69,0,0,0,0,0,4,0,3,0,3,0,0,14,0,0,0,0,3,13,15,11,0,11,6,0,61,0,0,0,3,5,4,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0,9,9,5,0,13,39,27,13,0,0,0,0,7,111,0,0,0,0,0,0,0,0,0,0,0,42,43,16,4,5,23,53,65,98,57,31,37,27,69,494,0,0,0,0,0,4,27,20,21,19,22,20,137,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,4,29,19,13,19,4,14,103,0,0,0,0,0,0,0,3,0,4,3,8,28,0,0,0,0,0,14,23,12,0,7,0,5,64,0,0
LGA51610,6,0,26,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,4,4,3,4,0,3,0,22,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,9,5,3,0,0,0,4,15,0,0,0,0,3,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,9,11,7,4,7,0,0,4,4,47,0,0,0,0,0,0,0,0,0,0,0,13,19,3,0,0,9,19,33,24,20,11,10,15,21,169,0,0,0,0,0,0,7,6,13,13,8,0,43,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,3,0,0,3,13,11,5,5,3,7,49,0,0,0,0,0,0,3,4,0,0,5,0,10,0,0,0,0,0,4,12,7,6,6,5,0,35,0,0
LGA51680,15,6,143,0,0,0,0,7,9,9,6,4,3,0,0,32,0,0,0,6,0,8,28,16,18,8,6,3,95,0,0,0,0,0,3,0,0,0,3,0,0,20,0,0,0,5,7,10,27,11,0,8,3,9,74,0,5,0,8,12,19,9,0,0,0,0,0,53,0,0,0,0,0,0,3,3,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,3,15,10,3,10,35,64,46,14,0,0,0,3,13,207,0,0,0,0,3,0,0,0,0,0,0,55,58,15,12,14,52,84,109,119,86,49,55,36,83,710,0,0,0,4,0,3,5,27,20,25,24,20,128,0,0,0,0,0,4,8,5,0,0,3,0,35,0,0,0,0,0,18,47,39,24,28,29,15,195,0,0,0,0,0,4,11,4,5,4,3,0,36,0,0,0,0,3,15,36,22,4,17,5,10,112,0,0
LGA51710,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,5,6,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,0,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,6,4,4,18,15,14,13,10,9,106,0,0,0,0,0,0,0,10,10,16,10,7,47,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,5,5,5,4,39,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,3,8,8,0,0,3,3,35,0,0
LGA51750,64,0,161,0,0,0,9,0,10,4,7,6,0,12,0,49,0,0,0,0,0,0,29,15,21,21,39,3,131,0,0,0,0,0,3,3,0,0,0,0,0,16,0,0,0,0,0,8,15,14,0,27,38,5,113,0,0,0,8,6,16,25,9,13,6,20,4,101,0,0,0,0,0,0,6,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,6,10,28,54,91,36,24,30,51,12,365,0,0,0,0,0,0,7,0,0,0,0,95,103,9,4,9,21,35,96,189,106,83,134,235,122,1043,0,0,0,0,0,0,3,7,8,27,112,19,178,0,0,0,0,0,3,9,5,7,0,18,9,55,0,0,0,0,0,9,16,18,35,43,203,24,351,0,0,0,0,0,0,3,0,5,9,17,6,31,3,0,0,0,0,3,25,28,12,75,105,20,265,0,0
LGA51820,352,47,2561,0,0,4,17,30,95,110,54,16,24,15,10,367,0,0,4,13,10,116,460,292,262,148,118,28,1454,4,0,0,0,0,12,47,43,43,38,34,9,227,4,5,0,28,55,204,397,179,68,108,56,23,1116,3,11,27,80,85,186,117,37,18,14,14,8,594,0,0,0,7,11,25,22,16,11,12,4,10,109,0,0,0,0,0,4,15,14,8,11,17,5,71,133,59,75,401,823,590,241,58,20,24,21,120,2577,0,0,0,3,16,13,6,3,0,0,5,790,840,151,78,108,552,1035,1270,1699,1274,1006,1068,624,1052,9922,0,0,5,0,5,24,188,341,401,684,615,201,2462,0,0,0,3,10,54,130,85,54,60,44,34,474,4,0,5,8,14,131,830,842,849,792,670,268,4428,0,0,0,0,4,14,75,107,110,150,111,48,619,3,6,3,21,44,351,862,603,208,404,240,153,2894,0,4
LGA51860,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,6,3,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,5,13,10,13,4,4,4,0,3,68,0,0,0,0,0,0,0,0,4,0,3,4,15,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,6,0,0,4,0,4,16,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,9,4,7,0,0,0,3,21,0,0
LGA51890,20,0,112,0,0,0,0,7,5,5,4,5,0,0,0,25,0,0,0,0,0,15,25,20,24,13,14,0,112,0,0,0,0,0,0,3,3,6,8,3,0,24,0,0,0,0,0,14,24,23,8,15,13,4,105,0,0,7,5,15,28,18,3,3,4,0,4,87,0,0,0,4,0,0,4,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,11,5,9,7,76,129,91,42,15,0,0,0,25,408,0,0,0,0,4,0,3,0,0,0,0,62,75,5,15,17,91,154,166,140,91,58,88,44,103,975,0,0,0,0,0,0,10,15,7,35,29,15,113,0,0,0,0,0,0,0,8,4,4,3,0,18,0,0,0,0,0,6,52,55,64,33,41,28,276,0,0,0,0,0,0,11,4,8,9,5,8,37,0,0,0,0,3,13,53,62,12,15,15,16,199,0,0
LGA51960,14,0,76,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,6,0,9,12,5,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,20,16,0,0,0,3,55,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,11,16,10,6,0,0,0,0,3,63,0,0,0,0,0,0,0,0,0,0,0,26,30,3,0,7,21,20,36,43,45,26,44,18,36,296,0,0,0,0,0,0,0,4,3,20,16,7,58,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,4,9,13,21,21,13,3,84,0,0,0,0,0,0,8,5,7,10,3,0,24,0,0,0,0,0,9,30,40,8,18,6,7,114,0,0
LGA52030,0,0,37,0,0,0,0,0,5,6,0,0,0,0,0,9,0,0,0,0,0,3,10,6,0,0,0,0,24,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,7,4,0,0,0,0,0,14,0,0,0,6,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,4,25,13,5,0,4,0,3,6,65,0,0,0,0,0,0,0,0,0,0,0,17,17,4,5,6,13,26,30,27,15,7,11,6,21,183,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,6,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0
LGA52100,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,5,10,9,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,6,0,15,0,0,0,3,0,0,4,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,12,12,5,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,11,10,4,0,0,9,17,26,30,16,19,14,8,18,159,0,0,0,0,0,4,0,4,0,5,0,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,11,0,6,8,38,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,5,9,0,0,0,0,0,15,0,0
LGA52170,93,0,168,0,0,0,0,0,7,9,4,0,3,13,0,37,0,0,0,0,0,6,12,8,15,12,51,0,112,0,0,0,0,0,0,0,7,3,0,10,0,12,0,0,0,0,0,6,10,13,8,26,39,0,97,0,0,0,4,3,6,20,8,9,5,23,0,86,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,11,26,28,42,19,19,23,26,6,210,0,0,0,0,0,0,0,0,0,0,0,80,80,3,3,0,13,26,58,105,67,62,116,258,91,817,0,0,0,0,0,0,3,7,7,18,94,16,143,0,0,0,0,0,5,0,0,3,3,17,4,35,0,0,0,0,0,0,15,12,25,30,184,24,283,0,0,0,0,0,0,3,0,0,7,22,4,33,0,0,0,0,0,0,10,24,4,56,95,15,213,0,0
LGA52240,0,3,40,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,4,9,0,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,20,0,0,0,4,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,4,3,0,0,0,0,5,37,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,3,9,25,27,29,15,7,4,4,16,152,0,0,0,0,0,0,5,4,0,6,3,3,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,14,0,0,3,0,4,36,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,11,9,3,0,0,0,0,21,0,0
LGA52310,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,3,3,0,0,0,0,19,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,13,7,3,6,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,10,10,6,3,3,10,27,18,25,15,9,5,8,15,131,0,0,0,0,0,0,7,0,4,5,3,4,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,5,7,0,4,4,25,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,4,0,0,0,3,13,0,0
