LGA_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
LGA55810,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,5,3,8,5,3,6,6,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
LGA55880,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,5,4,10,16,7,8,7,0,4,60,0,0,0,4,0,0,6,0,0,4,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,0,19,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,9,0,4,0,0,0,15,0,0
LGA55950,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,11,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,5,11,13,16,11,7,6,6,8,86,0,0,0,0,0,3,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,7,3,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,0,0
LGA56090,116,8,722,0,0,0,11,13,38,54,22,21,16,9,3,188,0,0,0,3,7,44,150,135,100,60,68,15,583,0,0,0,0,5,6,24,17,18,11,10,5,93,4,0,3,9,12,87,146,76,31,36,33,11,447,0,6,10,35,43,97,91,22,16,9,11,10,349,0,0,0,8,5,8,16,6,3,4,0,3,48,0,0,0,0,0,6,6,0,4,6,7,5,24,43,16,25,203,393,384,188,48,18,18,9,65,1421,0,0,0,0,0,7,4,3,0,0,0,317,336,49,23,44,278,485,685,739,512,365,340,260,444,4222,0,0,0,0,0,13,58,96,123,221,240,82,843,0,0,0,3,5,21,53,30,12,16,17,24,192,0,0,0,0,4,53,268,274,271,235,243,95,1446,0,0,0,0,0,5,26,28,44,41,38,12,196,0,3,3,8,6,84,243,204,75,116,94,55,890,0,3
LGA56160,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,49,4,257,0,0,0,10,11,27,22,8,0,8,6,4,87,0,0,4,3,4,13,60,50,41,29,11,5,228,0,0,0,0,0,4,5,12,3,7,7,0,46,0,0,0,5,11,31,56,32,12,20,9,10,178,0,3,6,18,24,45,28,3,5,5,3,3,147,0,0,0,0,0,8,10,7,3,0,0,5,35,0,0,0,0,0,4,8,0,0,3,3,0,18,27,15,19,139,296,243,105,31,12,4,13,54,963,0,0,0,3,3,0,3,0,0,0,0,173,189,34,15,30,179,346,390,349,193,130,133,90,255,2145,0,0,0,0,0,4,18,34,40,60,66,43,267,0,0,0,3,4,3,20,10,5,5,7,10,69,0,0,0,4,0,18,75,94,90,66,50,39,444,0,0,0,0,0,4,12,15,6,10,15,9,69,0,0,0,0,9,39,109,88,30,44,27,25,372,0,0
LGA56300,0,0,30,0,0,0,0,4,3,5,0,0,0,0,0,14,0,0,0,0,0,6,13,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,4,6,9,8,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,28,24,8,0,0,0,0,4,87,0,0,0,0,0,0,0,0,0,0,0,12,12,4,0,7,24,36,40,46,10,5,5,4,20,208,0,0,0,0,0,0,4,6,3,9,3,5,20,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,6,5,6,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,9,0,0
LGA56370,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,9,0,4,0,3,24,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,4,4,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,8,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,8,15,17,19,18,5,8,14,21,122,0,0,0,0,0,0,0,4,3,5,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,7,0,0,3,23,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,5,3,0,3,0,0,0,19,0,0
LGA56460,10,5,99,0,0,0,0,0,14,9,0,0,0,0,0,26,0,0,0,0,0,8,21,21,8,10,9,0,73,0,0,0,0,0,0,7,4,0,0,0,0,12,0,0,0,0,5,18,14,10,3,3,0,3,56,0,0,0,7,3,7,4,0,0,0,0,0,24,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,7,6,0,29,53,37,15,6,0,0,0,9,161,0,0,0,0,3,0,0,0,0,0,0,37,42,4,5,3,33,68,96,89,78,33,30,23,53,514,0,0,4,0,0,0,10,15,11,14,7,15,87,0,0,0,0,0,4,11,0,6,3,0,0,19,0,0,0,0,0,10,39,32,21,21,23,11,162,0,0,0,0,0,0,3,3,4,6,3,0,24,0,0,0,0,0,23,21,11,6,0,4,7,71,0,0
LGA56580,132,0,268,0,0,0,5,3,15,18,18,9,15,37,0,123,0,0,0,0,0,3,32,16,25,35,105,7,233,0,0,0,0,0,0,0,0,0,8,11,0,23,0,0,0,0,3,8,27,17,17,43,60,4,184,0,0,5,7,7,26,57,24,21,17,45,0,213,0,0,0,0,0,3,0,0,3,3,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,7,27,3,0,29,66,131,149,66,39,47,80,25,662,0,0,0,0,0,3,0,0,0,0,0,146,151,24,3,13,48,77,190,301,174,144,227,482,185,1875,3,0,0,0,0,0,11,17,23,83,355,41,539,0,0,0,0,0,0,15,7,6,18,56,15,122,0,0,0,0,0,8,26,65,76,126,627,83,1009,0,0,0,0,0,0,5,6,8,13,41,7,81,0,0,0,0,3,12,51,62,23,195,250,49,654,0,0
LGA56620,3,0,16,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,6,8,0,0,0,0,0,7,39,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,6,19,4,13,6,10,0,4,3,29,96,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,14,0,0
LGA56730,23,7,207,0,0,0,0,7,14,23,6,3,0,0,0,53,0,0,0,4,5,19,52,31,19,19,9,0,149,0,0,0,0,0,0,3,11,7,5,5,0,31,0,0,0,4,11,29,43,18,5,10,0,3,130,0,0,5,15,12,22,14,0,0,0,0,0,81,0,0,0,0,0,5,9,0,0,3,0,0,23,0,0,0,0,0,0,0,5,0,3,0,0,12,12,4,9,71,172,76,36,6,3,3,0,22,420,0,0,0,0,0,5,0,0,0,0,0,79,86,12,5,18,97,208,179,216,114,93,95,35,124,1192,0,0,0,0,0,0,14,31,31,47,19,26,173,0,0,0,0,0,8,15,6,3,0,0,3,39,0,0,0,5,0,18,80,57,36,38,29,21,277,0,0,0,0,0,5,11,12,7,5,9,5,45,0,0,0,0,5,29,64,51,17,19,7,16,202,0,0
LGA56790,5,8,67,0,0,0,0,5,11,11,5,0,0,0,0,28,0,0,0,0,3,3,18,14,6,4,5,0,62,0,0,0,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,7,5,3,0,5,7,0,35,0,0,0,4,5,10,6,0,0,0,0,0,32,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,8,12,0,3,41,65,29,19,5,0,3,7,12,197,0,0,0,0,0,0,0,0,0,0,0,47,58,15,4,0,51,84,72,80,43,25,22,28,69,497,0,0,0,0,0,7,6,4,6,5,0,3,39,0,0,0,0,0,0,4,0,0,0,0,5,13,0,0,0,0,0,9,26,9,8,3,8,13,90,0,0,0,0,0,0,9,4,0,0,0,0,13,0,0,0,4,0,10,16,9,0,4,0,5,43,0,0
LGA56860,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,8,7,4,0,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0
LGA56930,5,0,22,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,5,0,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,9,0,18,0,0,0,0,0,0,4,4,3,5,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,0,9,11,5,39,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,5,17,14,8,19,55,16,137,0,0,0,0,0,0,0,0,0,3,23,0,24,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,5,3,43,9,62,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,9,31,13,63,0,0
LGA57000,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,4,4,0,8,6,4,9,6,3,54,0,0,0,0,0,0,5,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,5,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,5,4,0,0,4,19,0,0
LGA57080,288,9,1037,0,3,0,5,17,57,36,10,13,14,21,0,177,0,0,0,0,3,28,155,57,72,45,91,12,458,0,0,0,0,0,9,12,18,4,6,17,3,63,0,0,0,8,17,65,129,82,34,89,59,7,500,0,4,21,34,23,40,35,10,7,5,20,0,198,0,0,0,0,0,0,8,3,5,3,3,0,32,0,0,0,0,0,0,3,6,3,4,8,5,37,59,12,16,42,50,89,87,29,13,21,47,16,475,0,0,0,0,0,0,3,0,0,0,0,322,323,70,16,37,104,120,292,565,410,321,462,550,373,3319,0,0,0,0,0,3,10,12,11,36,59,10,133,0,0,0,0,7,6,0,0,0,6,6,0,33,0,0,0,0,0,8,21,19,19,25,51,3,144,0,0,0,0,0,0,4,3,5,13,17,5,51,0,0,0,4,6,38,72,77,4,78,36,13,329,0,0
LGA57140,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,6,3,0,0,3,0,23,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,15,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,6,21,6,5,4,0,0,0,3,54,0,0,0,0,0,0,0,0,0,0,0,15,15,0,3,3,10,31,28,26,13,10,10,8,19,164,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,6,8,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,0,0,0,0,0,16,0,0
LGA57210,8,3,100,0,0,3,0,3,8,17,6,5,3,4,3,40,0,0,0,3,5,10,41,21,12,0,5,4,98,0,0,0,0,0,0,5,6,0,0,0,0,10,0,0,0,5,0,23,14,10,3,0,0,0,59,0,0,3,8,8,16,8,3,0,0,0,3,55,0,0,0,0,0,4,3,4,0,0,0,0,14,0,0,0,0,0,5,0,0,0,0,0,0,7,3,8,3,45,82,45,30,0,0,0,0,9,226,0,0,0,5,0,3,0,0,0,0,0,48,56,11,8,6,76,99,124,143,67,36,13,21,72,675,0,0,0,0,0,0,10,7,8,18,8,12,63,0,0,0,0,4,3,9,4,7,0,0,0,29,0,0,0,3,0,13,37,23,15,17,9,5,131,0,0,0,0,0,3,4,0,4,0,0,4,13,0,0,0,3,3,17,50,16,3,0,0,6,88,0,0
LGA57280,209,13,535,0,0,0,0,3,3,0,6,0,0,0,3,13,0,0,0,0,0,0,24,31,38,41,51,5,183,0,0,0,0,0,0,3,5,8,16,19,0,53,0,0,0,4,4,16,30,32,14,37,18,6,154,0,0,3,0,4,3,5,5,0,4,0,4,33,0,0,0,0,4,0,9,3,0,0,0,0,22,0,0,0,0,0,0,0,0,7,3,4,8,19,6,5,0,7,9,14,13,5,5,0,0,3,65,0,0,0,0,0,0,4,0,0,0,0,120,124,7,3,8,9,20,42,112,126,122,277,298,158,1187,0,0,0,0,0,0,10,26,26,87,178,31,362,0,0,0,0,0,3,3,7,0,8,4,4,35,0,0,0,0,0,3,42,49,62,68,133,18,385,0,0,0,0,0,0,7,4,15,30,28,3,83,0,0,0,0,0,13,76,105,22,111,63,20,418,0,0
LGA57350,4,0,25,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,7,3,3,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,18,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,14,4,0,0,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,0,9,27,28,26,14,8,5,8,11,137,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,6,0,0,3,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0
LGA57420,11,0,42,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,16,3,3,0,3,0,34,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,5,0,3,4,4,0,0,0,0,20,0,0,0,3,0,3,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,20,15,10,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,19,24,5,0,0,24,28,34,42,18,11,16,17,22,219,0,0,0,5,0,0,0,3,5,3,6,8,31,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,4,8,8,10,0,3,8,40,0,0,0,0,0,0,0,4,7,0,0,0,9,0,0,0,0,0,8,14,3,0,3,0,0,31,0,0
LGA57490,274,36,2366,4,0,0,15,21,96,118,42,22,17,10,5,352,0,0,5,5,4,116,507,339,253,144,89,27,1490,0,0,0,3,7,23,47,35,60,52,46,10,286,5,4,3,19,43,300,454,273,60,121,43,30,1354,0,3,24,115,103,205,129,33,27,11,8,20,677,3,0,4,5,9,24,36,26,8,12,5,7,142,0,0,0,0,4,5,15,16,14,11,4,11,83,146,66,97,528,1257,939,450,81,23,30,32,204,3853,4,8,0,7,12,11,12,4,0,4,3,1096,1163,161,90,134,694,1459,1758,2109,1449,956,1000,520,1441,11764,3,0,0,0,3,25,200,444,439,726,585,258,2688,3,0,0,8,12,54,120,64,52,41,30,20,393,4,0,9,4,10,110,954,870,816,601,523,251,4150,4,0,0,4,5,27,110,121,109,131,104,65,676,9,0,0,31,44,432,1284,851,238,394,229,196,3701,0,0
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,4,0,6,3,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,72,17,707,0,0,0,0,4,20,31,9,6,0,6,0,81,0,0,0,4,4,33,163,100,66,35,31,8,437,0,0,0,0,0,5,6,22,16,10,7,5,71,3,0,0,8,13,54,111,43,18,25,14,8,302,0,5,7,23,16,48,48,6,6,0,10,3,176,0,0,0,0,0,3,5,0,0,0,4,0,20,0,0,0,0,0,0,3,3,3,0,0,0,17,40,10,26,82,185,152,55,21,4,12,6,30,618,0,0,3,0,4,5,4,0,0,0,0,206,221,46,15,44,116,230,333,560,397,259,226,142,283,2650,0,0,0,0,0,11,72,118,103,153,145,67,672,0,0,0,3,3,17,39,21,16,12,11,10,118,5,0,0,0,3,48,260,250,194,168,111,58,1098,0,0,0,0,0,3,33,31,31,23,13,14,146,0,0,5,5,15,108,326,154,59,81,57,54,867,0,0
