LGA_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
LGA50840,47,1400,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,6,854,211,216,106,43,1430
LGA50910,13,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,40,43,12,13,229
LGA50980,220,3085,0,0,0,0,0,0,19,7,0,0,0,32,100,26,21,4,6,150,45,27,17,15,11,119,8,5,4,4,0,21,5,0,0,3,0,6,175,63,45,28,20,335,0,0,0,0,0,0,9,0,0,0,0,9,21,15,9,3,0,46,5,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,34,16,13,3,0,67,17,0,3,0,0,27,44,4,5,0,0,48,13,0,5,0,0,17,13,4,3,0,0,11,11,3,5,10,4,22,5,0,0,0,0,5,92,15,11,11,3,133,27,3,7,0,0,46,1417,743,856,400,243,3659
LGA51080,17,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,42,39,32,17,271
LGA51120,7,204,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,18,117,27,43,27,7,229
LGA51190,226,7157,0,0,0,0,0,0,13,3,0,0,0,22,211,42,4,0,0,257,349,119,54,13,10,545,46,9,29,3,5,97,9,0,0,0,0,12,637,171,91,21,16,938,0,0,0,0,0,0,6,0,0,0,0,6,74,16,7,0,0,96,38,13,7,3,0,62,0,0,0,0,0,7,3,0,0,0,0,3,123,27,9,4,4,173,3,0,0,0,0,3,12,0,0,0,0,12,25,0,0,0,0,24,4,3,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,41,4,0,0,0,51,8,0,0,0,0,10,4442,1641,1470,536,248,8327
LGA51260,322,10071,0,0,0,0,0,0,10,0,0,0,0,10,166,14,0,0,0,176,185,61,37,8,0,289,64,27,36,13,0,138,3,0,0,0,0,9,426,105,75,19,0,618,0,0,0,0,0,0,3,0,0,0,0,3,12,3,0,0,0,17,8,0,0,0,0,13,7,3,0,0,0,9,0,0,0,0,0,0,30,10,3,0,0,44,5,0,0,0,0,5,12,0,0,0,0,21,44,6,0,0,0,49,9,3,5,0,0,20,8,3,4,0,0,13,0,0,0,0,0,0,80,13,8,4,4,106,8,8,3,0,0,14,5491,2014,2149,880,328,10859
LGA51310,190,6356,0,0,0,0,0,0,21,0,0,0,0,21,123,23,5,0,0,158,230,98,86,16,0,430,25,22,35,12,0,96,4,0,0,0,0,4,401,140,128,26,3,705,6,0,0,0,0,6,120,7,0,0,0,128,304,60,17,0,0,380,64,16,11,0,0,93,5,0,0,0,0,12,4,0,0,0,0,3,495,86,32,3,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3146,1392,2097,865,193,7691
LGA51330,1093,20695,0,0,0,0,0,0,44,3,0,0,0,49,390,95,47,4,4,535,733,511,417,153,55,1865,99,118,138,59,43,470,14,8,6,0,3,32,1271,733,615,217,109,2945,0,0,0,0,0,0,44,0,0,0,0,47,206,72,32,4,0,316,111,74,89,27,5,308,9,3,16,3,7,38,3,3,0,0,0,8,370,157,136,34,15,707,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,0,19,10,4,3,0,0,23,8959,5575,6191,2457,1212,24392
LGA51400,209,4906,0,0,0,0,0,0,4,0,0,0,0,4,21,3,0,0,0,24,10,6,0,0,0,24,5,5,0,0,0,10,4,0,0,0,0,4,41,11,8,0,4,63,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,3,0,0,0,7,2080,1030,1146,526,207,4995
LGA51470,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,13,23,5,0,132
LGA51540,57,949,0,0,0,0,0,0,3,0,0,0,0,4,29,11,8,0,0,43,18,5,3,0,0,24,0,0,0,0,0,6,0,0,0,0,0,0,48,14,11,0,4,76,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,10,0,0,0,5,10,25,0,0,0,0,29,9,0,0,0,0,8,4,0,0,0,0,9,9,0,0,0,0,16,0,0,0,0,0,0,53,4,4,6,3,65,11,0,0,0,0,14,563,207,213,79,65,1117
LGA51610,12,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,20,0,0,0,0,0,0,216,74,81,38,12,422
LGA51680,101,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,5,0,7,0,0,0,0,0,0,5,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,334,298,149,101,1605
LGA51710,0,152,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,0,0,25,4,5,8,5,4,29,0,0,0,0,6,10,3,0,0,0,0,3,23,16,10,3,7,67,0,0,0,0,0,0,7,0,0,0,0,5,12,3,0,0,0,22,15,5,7,7,0,31,0,0,3,0,0,3,0,0,0,0,0,0,36,11,10,12,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,120,60,58,34,10,292
LGA51750,32,1671,0,0,0,0,0,0,11,0,0,0,0,11,86,23,7,0,0,116,177,92,54,13,0,342,50,29,55,27,8,170,0,0,0,0,0,0,330,144,111,41,13,637,0,0,0,0,0,0,52,3,0,0,0,59,238,43,20,0,0,302,87,26,19,3,0,141,0,0,0,0,0,10,0,0,0,0,0,0,387,77,40,10,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,551,588,249,45,2821
LGA51820,1015,28350,3,0,0,0,0,3,55,3,0,0,0,58,444,107,27,7,3,578,858,403,218,52,12,1540,90,78,85,37,20,303,9,5,5,0,0,21,1462,585,331,92,33,2506,0,0,0,0,0,0,136,10,0,0,0,155,598,128,40,8,0,770,108,36,14,7,0,163,15,0,4,5,0,19,6,0,0,0,0,6,868,170,61,10,3,1117,3,0,0,0,0,0,14,0,0,0,0,18,40,0,0,0,0,38,13,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,69,5,3,0,0,78,7,7,0,0,0,16,13144,7480,7703,2680,1053,32070
LGA51860,26,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,36,18,13,14,26,114
LGA51890,78,2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,8,4,0,0,31,3,0,0,0,0,3,0,0,0,0,0,0,25,8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,9,10,4,4,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,22,7,4,0,0,34,0,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,12,0,3,0,0,0,5,1150,425,415,190,82,2253
LGA51960,33,696,0,0,0,0,0,0,0,0,0,0,0,0,13,3,4,0,0,21,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,3,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,367,159,123,55,33,739
