LGA_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
LGA50840,3,0,3,0,0,11,0,0,0,0,0,0,14,0,6,0,0,21,15,0,3,0,0,18,6,0,11,0,0,19,11,3,20,0,0,34,3,4,18,0,0,24,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,59,8,62,0,0,138,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,7,7,0,3,0,0,12,11,0,6,0,0,11,14,4,10,0,0,22,17,0,21,3,0,41,10,3,14,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,9,53,5,0,126,3,0,0,0,0,5,0,0
LGA50910,0,0,0,0,0,5,0,0,0,0,0,0,5,0,3,0,0,9,6,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,11,0,11,0,5,27,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,3,5,0,0,0,0,4,0,0,3,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,17,0,14,0,0,26,0,0,0,0,0,0,0,0
LGA50980,29,10,94,3,15,153,24,5,37,3,3,71,58,3,47,0,5,113,72,11,81,9,9,176,38,3,14,0,0,54,22,5,30,0,0,58,36,4,28,4,3,73,67,3,34,4,4,111,50,3,37,0,4,89,50,4,39,8,5,102,44,3,34,4,0,90,21,0,19,3,0,45,9,0,12,0,0,26,14,3,15,0,3,30,33,0,31,4,5,71,559,62,556,39,62,1270,24,3,22,0,3,55,4,0,23,0,3,40,32,6,44,6,4,93,43,7,54,0,18,121,40,6,39,5,6,98,56,6,41,0,4,112,67,14,74,11,8,160,90,3,58,5,4,160,95,5,61,3,8,173,60,8,44,0,4,121,41,4,45,4,5,101,22,0,17,4,4,41,7,0,11,0,0,23,14,0,15,6,0,29,30,7,29,5,5,76,627,76,579,38,76,1405,16,5,15,0,0,31,13,3
LGA51080,3,0,7,0,0,10,0,0,0,0,0,0,6,3,0,0,0,12,0,0,7,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,19,4,17,3,0,44,0,0,4,0,0,4,0,0,0,0,0,0,3,0,5,0,0,5,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,16,0,7,32,0,0,0,0,0,0,0,0
LGA51120,0,0,5,3,0,9,3,0,0,0,0,3,0,0,6,0,0,10,5,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,14,3,0,33,3,0,0,0,0,6,0,0,0,0,0,0,8,0,5,0,0,12,8,0,4,0,0,10,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,16,0,0,42,0,0,6,0,0,6,0,0
LGA51190,7,0,4,0,0,13,7,0,0,0,0,13,74,6,21,3,5,103,61,4,36,3,7,107,64,9,38,0,4,122,192,8,136,6,12,350,239,26,235,16,29,541,77,10,93,16,11,211,24,3,30,5,0,55,10,0,9,0,0,26,4,0,0,0,0,10,0,0,8,3,0,9,0,0,0,0,0,0,0,0,5,0,0,11,25,0,3,0,6,28,790,67,614,46,71,1600,0,0,3,0,0,6,5,0,4,0,0,3,20,0,7,0,0,33,49,0,23,0,6,77,34,4,20,3,3,57,102,3,61,0,12,181,296,13,235,18,22,593,199,32,187,19,28,466,28,0,25,0,0,66,9,3,7,0,0,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,4,0,30,770,65,584,49,78,1545,5,0,0,0,0,5,0,0
LGA51260,3,0,0,0,0,6,0,0,0,0,0,4,81,3,22,0,0,112,47,0,44,0,4,100,36,5,26,4,8,71,119,10,88,7,9,236,257,37,291,25,19,628,126,31,187,16,16,375,14,7,18,0,0,44,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,3,16,0,17,4,0,40,710,102,704,57,60,1637,8,0,0,0,0,8,4,0,6,0,0,11,22,0,9,0,0,34,72,5,16,3,0,102,29,3,21,0,0,57,22,3,23,4,5,55,125,10,90,5,15,235,287,59,354,32,47,776,68,27,142,17,16,274,9,7,20,4,5,33,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,16,0,20,6,0,46,667,113,705,63,85,1648,5,0,3,0,0,7,0,0
LGA51310,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,12,12,0,0,0,0,18,26,0,3,0,0,31,59,0,17,0,0,78,87,3,23,0,0,122,89,10,55,6,5,162,80,3,65,12,4,169,35,5,48,8,0,99,16,9,49,10,0,85,16,9,22,0,3,56,4,4,25,0,0,34,3,15,73,18,0,107,5,0,3,0,0,11,447,60,405,53,22,984,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,8,7,0,0,0,0,9,9,0,7,0,0,19,38,0,11,0,0,46,78,0,36,7,0,115,94,0,44,6,3,142,86,0,59,3,0,153,58,3,74,7,4,150,36,8,64,11,0,114,15,9,61,7,0,97,3,8,34,7,0,53,15,16,75,10,4,125,9,6,12,5,0,25,466,45,474,50,22,1061,0,0,0,0,0,0,3,0
LGA51330,10,5,3,4,0,16,16,0,6,3,0,20,106,5,46,4,9,165,76,10,29,8,4,124,50,7,48,0,3,115,112,12,71,6,15,225,408,63,439,31,21,959,643,157,687,85,48,1624,109,40,190,42,23,407,24,15,40,9,3,81,6,3,11,3,7,24,8,4,8,0,0,16,0,0,6,0,0,0,8,4,11,3,0,24,52,5,33,5,7,102,1624,327,1613,199,142,3908,9,0,7,0,0,12,5,0,5,0,0,11,43,5,19,0,0,68,98,3,24,4,4,134,54,4,25,0,0,84,51,14,36,4,9,106,326,38,290,16,21,686,778,151,1077,98,53,2153,245,130,378,87,39,879,45,43,96,32,6,224,18,9,33,7,6,72,6,4,9,0,4,16,5,4,0,7,0,14,11,3,5,6,0,18,45,3,37,5,4,94,1738,407,2028,261,149,4593,7,0,0,0,0,10,0,0
LGA51400,0,0,0,0,0,3,0,0,0,0,0,4,15,0,8,0,0,29,8,0,13,0,4,24,11,0,4,0,3,19,9,0,19,0,4,27,50,11,87,0,5,157,68,24,160,6,12,269,5,0,17,0,0,31,0,0,5,0,0,3,0,0,4,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,7,0,8,0,4,15,188,40,323,17,30,596,0,0,0,0,0,5,4,0,0,0,0,4,8,0,6,0,0,13,17,0,4,0,3,25,14,0,5,0,0,19,12,0,5,0,4,20,44,3,32,3,6,88,95,38,177,14,18,342,21,15,32,4,4,71,3,6,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,12,223,60,268,24,35,607,0,0,0,0,0,0,0,0
LGA51470,3,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,12,0,12,0,0,22,0,0,0,0,0,0,4,0,3,0,0,3,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,18,0,0,0,0,0,0,0,0
LGA51540,6,0,7,0,0,11,8,0,23,0,4,41,43,0,26,0,0,75,26,6,32,0,0,66,18,0,21,0,0,35,12,5,16,3,5,33,24,0,19,0,6,51,3,0,11,0,0,18,4,0,5,0,0,13,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,23,153,15,175,7,16,365,9,0,11,0,0,21,0,0,5,0,0,6,8,5,11,0,0,24,23,3,23,0,0,49,12,0,6,0,5,26,7,3,13,0,0,23,26,5,29,6,0,61,16,0,12,0,6,39,10,0,5,0,0,22,0,0,3,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,26,130,15,139,4,21,309,6,0,8,0,0,16,4,0
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,10,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,11,0,13,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,12,0,11,0,4,23,0,0,0,0,0,0,0,0
LGA51680,3,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,4,0,7,0,0,14,3,0,8,0,0,17,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,28,6,29,3,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,4,5,4,0,4,0,0,10,5,3,10,0,0,25,0,0,10,0,0,9,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,3,30,0,6,73,0,0,0,0,0,4,0,0
LGA51710,20,0,10,0,0,34,5,0,5,0,0,16,5,0,3,0,0,11,8,0,10,0,0,12,0,0,0,0,0,5,5,0,5,0,0,9,0,0,3,0,0,6,6,0,0,0,0,7,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,9,49,9,52,4,3,116,3,0,13,0,0,23,3,0,5,0,0,9,3,0,3,0,0,13,9,4,11,0,4,22,0,0,6,0,0,9,3,0,0,0,0,4,6,0,0,0,0,5,0,0,5,0,0,8,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,16,37,6,55,10,8,118,9,0,9,0,0,27,7,0
LGA51750,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,0,3,0,0,10,0,0,0,0,0,4,11,4,0,0,0,15,35,0,12,0,0,48,57,4,24,0,0,87,35,5,23,3,0,64,25,5,15,5,0,44,4,3,10,0,0,19,6,0,10,0,0,23,3,0,3,3,0,16,13,13,44,6,3,75,7,0,0,0,0,13,215,27,148,20,11,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,8,30,0,6,0,0,42,61,0,19,0,0,80,45,0,16,7,0,65,27,0,15,5,4,55,18,3,15,0,0,37,3,0,27,7,0,31,4,0,15,0,0,26,8,9,49,6,9,76,6,0,4,0,0,14,221,27,162,33,12,458,0,0,0,0,0,3,0,0
LGA51820,7,0,4,0,0,10,6,0,5,0,0,13,96,4,29,3,4,140,79,9,37,0,12,137,47,3,25,0,12,91,94,18,85,4,19,212,292,45,284,23,28,665,604,83,626,56,80,1442,99,41,228,40,22,434,22,9,34,7,0,69,6,0,16,0,7,30,11,0,6,0,0,19,0,0,8,0,0,5,6,0,5,3,0,20,40,6,30,4,7,94,1416,213,1416,138,197,3374,7,0,0,0,0,8,9,0,0,0,0,8,31,4,8,0,3,41,78,5,23,0,9,119,45,3,15,4,6,76,79,5,53,0,12,155,256,22,150,6,20,452,880,89,652,65,78,1763,392,97,569,75,80,1208,84,19,106,16,25,249,19,0,22,10,5,63,11,0,11,0,0,28,0,3,10,4,0,16,5,4,5,0,3,17,50,7,29,11,13,108,1939,261,1652,199,266,4316,3,0,3,0,0,12,4,0
LGA51860,7,0,0,0,0,11,0,0,0,0,0,0,7,0,9,3,4,26,16,0,9,0,0,22,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,20,39,0,39,6,5,91,4,0,3,0,0,11,4,0,0,0,0,10,3,0,0,0,0,6,3,0,6,0,0,10,14,0,4,0,5,20,4,0,0,0,0,4,4,0,0,0,0,4,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,8,32,0,18,0,10,72,13,0,3,0,0,17,4,0
LGA51890,4,0,0,0,0,3,3,0,0,0,0,0,18,0,9,5,0,32,26,8,17,0,0,49,11,0,13,0,0,29,25,3,26,0,3,63,16,0,14,0,0,40,9,0,10,0,0,24,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,121,13,106,7,11,258,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,24,0,14,0,0,38,17,0,19,0,0,42,33,0,23,0,4,65,25,3,27,0,4,66,3,0,20,0,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,121,3,122,9,21,272,0,0,0,0,0,0,0,0
LGA51960,0,0,3,0,0,6,3,0,6,0,0,16,12,6,10,0,0,29,25,0,23,0,6,45,12,3,19,0,0,38,20,0,36,0,4,67,6,0,15,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,97,13,124,4,11,248,0,0,5,0,0,5,0,0,0,0,0,0,11,0,7,0,4,18,26,0,16,5,0,48,18,6,19,0,0,38,22,3,27,3,0,54,12,6,24,0,0,47,3,0,6,0,0,11,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,7,88,9,105,6,6,226,0,0,0,0,0,0,0,0
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,3,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,25,4,14,0,0,42,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,4,0,0,6,3,0,0,0,0,3,7,0,8,0,0,13,0,0,4,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,24,0,20,0,3,51,0,0,0,0,0,0,0,0
LGA52100,3,0,0,0,0,3,0,0,0,0,0,4,3,0,6,0,0,5,6,0,4,0,0,7,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,11,3,0,36,5,0,0,0,0,5,0,0,0,0,0,0,4,0,3,0,0,4,13,0,5,0,0,13,6,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,18,0,0,42,4,0,0,0,0,4,0,0
LGA52170,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,14,29,0,7,0,0,30,37,0,10,0,0,51,45,3,9,0,4,57,24,3,9,0,0,36,13,0,11,0,0,25,13,0,13,0,0,25,5,0,14,3,0,20,24,8,48,10,4,90,4,5,0,3,0,9,208,16,127,17,11,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,13,31,0,0,0,0,38,57,0,17,0,0,69,38,0,10,0,0,47,15,0,11,0,5,37,19,0,20,6,0,45,9,3,17,0,0,30,19,12,48,20,3,104,3,0,0,0,0,3,209,19,130,28,9,389,0,0,0,0,0,0,0,0
LGA52240,0,0,0,0,0,0,0,0,6,0,0,7,0,0,7,0,0,7,3,0,5,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9,10,0,18,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,9,5,0,3,0,0,12,4,0,3,0,0,7,7,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,20,0,18,0,0,43,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,20,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,6,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0
