LGA_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
LGA54280,9,0,9,0,5,26,10,0,8,0,0,19,71,7,70,4,9,160,90,14,73,6,10,190,57,0,32,0,4,102,92,10,83,0,7,191,210,19,184,17,23,446,161,13,228,9,20,429,59,18,93,5,6,173,17,9,40,5,3,75,7,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,7,19,7,34,0,0,68,806,93,852,55,93,1901,5,0,0,0,4,5,7,0,3,0,0,8,24,3,33,4,3,62,65,3,59,5,5,132,67,5,34,0,0,115,108,13,101,6,9,233,218,19,199,5,13,457,182,28,250,4,24,489,63,12,115,7,13,224,26,4,58,0,5,90,0,0,10,4,0,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,27,0,15,0,0,40,794,96,870,45,78,1885,0,0,0,0,0,0,8,0
LGA54310,193,48,353,25,49,669,28,0,30,0,3,64,111,12,86,4,19,224,98,21,96,5,9,240,39,6,27,4,4,72,23,4,37,0,5,71,24,6,43,6,8,77,26,4,22,0,3,62,21,3,27,0,6,61,8,3,16,0,0,27,9,0,6,0,0,24,9,0,8,0,0,21,10,0,3,0,0,17,174,16,147,6,29,372,115,19,164,14,28,336,893,135,1073,69,168,2329,156,34,272,25,41,535,33,5,30,3,4,74,81,7,86,9,14,190,66,20,150,16,12,265,55,6,53,5,8,125,69,12,76,3,5,169,92,10,101,16,11,230,159,16,130,9,16,327,94,20,99,6,4,229,60,7,69,4,6,147,27,5,48,6,4,89,25,3,52,0,0,91,7,4,35,5,0,55,27,8,50,0,4,86,79,18,134,22,11,267,1038,186,1400,118,132,2873,134,43,215,24,24,434,24,3
LGA54340,0,0,4,0,0,3,3,0,4,0,0,7,25,8,36,0,0,76,26,6,36,0,4,71,13,3,10,0,0,20,10,0,13,0,0,27,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,8,85,22,104,4,5,219,0,0,0,0,0,5,0,0,3,0,0,6,17,0,7,0,0,28,27,0,7,0,3,40,13,4,3,0,0,19,11,0,16,0,4,25,9,0,17,0,0,25,3,0,6,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,88,11,63,0,8,170,0,0,0,0,0,0,0,0
LGA54410,5,0,7,0,0,5,5,0,0,0,0,5,6,0,13,0,0,16,9,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,23,0,22,0,5,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,17,4,0,5,0,0,4,0,0,6,0,0,4,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,11,0,0,30,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,8,0,3,0,0,14,0,0,0,0,0,0,6,0
LGA54550,0,0,0,0,0,0,0,0,0,0,0,4,14,0,8,0,0,28,11,0,10,0,4,21,6,0,8,0,0,10,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,11,36,0,35,0,9,81,0,0,0,0,0,3,0,0,0,0,0,0,12,0,3,0,0,15,14,0,4,0,0,22,4,0,5,0,0,7,7,0,8,0,0,12,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,25,0,0,66,5,0,0,0,0,5,0,0
LGA54620,3,0,0,0,0,4,0,0,0,0,0,5,10,0,6,0,0,15,5,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,15,0,0,37,5,0,0,0,0,5,0,0,0,0,0,0,9,0,5,0,0,15,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,24,0,20,0,0,38,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,7,0,0,0,0,3,0,0,5,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,15,0,0,0,4,0,4,3,0,0,0,0,5,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,15,0,0,0,0,0,0,0,0
LGA54760,5,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,3,6,0,5,0,0,6,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,12,0,0,29,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,10,0,0,23,0,0,5,0,0,5,0,0
LGA54830,8,0,4,0,0,10,5,0,0,0,0,5,47,0,13,0,5,56,59,6,19,0,0,81,50,4,23,3,3,82,107,10,99,3,21,237,115,22,207,6,16,367,103,25,148,7,14,297,8,7,11,0,5,24,0,0,0,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,3,26,506,81,522,18,70,1193,0,0,0,0,0,0,7,0,0,0,0,7,17,0,10,0,0,30,45,0,9,0,0,59,39,5,13,6,4,63,60,5,47,3,6,125,161,24,176,3,20,388,279,33,367,22,38,740,33,7,48,3,14,92,5,4,4,0,0,13,4,4,3,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,0,0,21,667,76,675,44,80,1548,3,0,0,0,0,3,0,0
LGA54900,5,0,5,0,0,9,0,0,0,0,0,0,15,0,8,0,0,27,6,0,5,0,0,12,0,0,0,0,0,7,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,28,6,26,0,5,66,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8,0,0,9,4,0,4,0,0,8,0,0,9,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,22,0,6,40,4,0,0,0,0,4,0,4
LGA54970,16,0,8,0,0,27,6,0,5,0,0,12,0,0,15,0,4,20,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,29,0,4,65,6,0,9,0,0,18,8,0,3,0,0,11,4,0,11,0,0,21,9,0,0,0,0,8,5,0,0,0,0,5,4,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,26,0,0,62,10,0,3,0,3,19,4,0
LGA55040,5,0,4,0,0,8,0,0,5,0,0,6,9,0,4,0,3,9,0,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,20,24,3,33,0,6,62,0,0,0,0,0,3,4,0,0,0,0,4,9,0,0,0,0,12,3,0,5,0,0,4,0,0,0,0,0,3,5,0,6,0,0,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,16,24,0,22,0,3,52,14,3,22,0,3,43,3,0
LGA55110,11,0,5,0,0,21,9,0,0,0,0,15,108,0,22,0,8,139,175,11,41,7,10,235,114,9,80,5,13,215,315,24,245,15,31,629,473,79,612,45,60,1270,254,77,414,33,60,841,30,18,48,11,12,121,11,3,12,6,7,36,4,0,3,0,0,13,4,0,4,0,0,3,4,0,0,0,0,4,11,4,5,0,3,22,28,4,21,0,3,55,1552,227,1516,122,198,3611,6,0,0,0,0,6,7,0,0,0,0,7,47,0,5,0,3,55,90,6,11,3,0,108,92,4,23,4,6,128,183,0,89,3,11,286,466,37,374,42,51,966,492,113,708,84,76,1471,107,37,131,26,25,331,30,15,18,3,4,79,7,0,11,0,3,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,30,3,15,3,5,63,1564,217,1399,172,193,3537,9,0,5,0,0,10,9,0
LGA55180,3,0,0,0,0,3,9,0,4,0,0,14,36,0,29,0,4,67,31,6,45,3,4,84,11,5,19,0,0,38,11,0,21,0,0,37,9,0,17,0,0,38,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,3,0,20,132,14,136,11,14,305,0,0,0,0,3,7,0,0,0,0,0,4,22,0,6,0,0,34,30,0,18,4,0,52,22,8,8,0,6,43,19,3,34,0,3,57,32,8,32,6,4,79,6,0,13,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,12,142,22,126,12,18,321,5,0,3,0,4,13,0,0
LGA55250,4,0,4,0,0,13,8,0,5,0,0,16,4,0,9,0,6,18,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,15,34,5,24,0,4,71,5,0,0,0,0,3,4,0,3,0,0,9,8,0,6,0,0,16,6,0,3,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,20,0,0,46,9,0,3,0,0,13,0,0
LGA55320,5,0,0,0,0,12,10,0,3,0,0,18,78,0,17,0,4,99,44,4,14,5,4,67,56,0,28,4,7,96,95,3,43,4,10,152,344,19,195,12,26,594,542,67,469,64,38,1187,187,60,287,63,29,630,66,30,113,33,13,255,27,14,57,13,14,121,13,3,56,7,3,86,14,4,22,11,0,52,33,22,57,14,3,135,32,4,32,6,7,82,1546,240,1391,241,163,3591,8,0,4,0,0,13,3,0,0,0,0,7,28,0,0,0,0,28,67,0,13,0,6,89,34,0,17,0,4,58,53,7,28,3,5,89,180,6,97,7,8,299,561,39,373,41,36,1046,356,86,411,69,41,962,129,50,218,58,32,474,49,30,117,26,14,240,29,16,50,17,14,125,10,3,46,11,0,72,14,9,74,8,9,127,42,3,22,3,0,73,1565,255,1471,250,163,3706,0,0,0,0,0,0,0,0
LGA55390,4,0,0,0,0,8,0,0,0,0,0,3,3,0,3,0,4,8,0,0,6,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,17,0,9,30,0,0,0,0,0,6,0,0,4,0,0,6,0,0,3,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,3,31,5,0,0,0,0,3,0,0
LGA55460,3,0,0,0,0,9,3,0,0,0,0,7,17,4,13,0,0,32,13,0,14,0,0,29,6,0,6,3,0,14,4,0,5,0,0,12,5,0,3,0,0,4,5,0,0,0,0,11,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,6,58,6,56,8,9,139,4,0,0,0,0,4,0,0,0,0,0,7,9,0,4,0,0,14,11,0,16,0,0,31,3,0,4,0,0,9,13,0,16,0,0,33,14,4,5,0,4,25,3,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,10,68,10,64,3,8,158,0,0,0,0,0,4,0,0
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,7,0,14,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,12,0,0,0,0,0,0,0,0
LGA55600,5,0,3,0,0,6,0,0,5,0,0,3,11,0,9,0,0,17,8,0,16,0,3,27,4,5,4,0,0,12,8,0,7,0,0,10,5,0,0,0,0,5,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,9,43,5,40,4,6,91,3,0,0,0,0,3,0,0,0,0,0,3,3,0,5,0,3,13,5,0,4,0,0,13,8,0,3,0,0,8,4,4,12,0,0,16,4,0,5,0,0,12,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,37,5,39,6,4,87,0,0,0,0,0,0,0,0
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,4,0,5,0,0,13,3,0,0,0,0,4,5,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,15,0,18,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,0,0,8,3,0,3,0,0,7,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,5,10,3,17,0,6,31,0,0,0,0,0,0,0,0
LGA55740,0,0,0,0,0,3,0,0,0,0,0,0,17,0,5,0,0,23,7,0,4,0,0,10,12,0,6,0,0,24,36,0,11,0,0,48,47,0,21,0,0,71,74,4,24,4,0,99,16,0,22,7,0,46,11,0,14,3,0,29,7,0,6,0,0,13,0,0,6,3,0,22,0,0,10,0,0,8,7,6,39,0,0,52,7,0,0,0,0,4,247,18,160,25,8,456,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,12,0,0,0,0,14,8,0,0,0,0,13,29,0,4,0,0,30,62,0,19,0,0,85,73,0,16,3,0,93,24,0,11,0,0,35,16,0,11,6,0,38,4,0,10,0,0,19,8,0,13,8,0,35,0,0,7,0,0,10,10,15,19,10,0,53,5,0,0,0,0,4,261,27,120,35,9,448,0,0,0,0,0,0,0,0
LGA55810,3,0,0,0,0,3,0,0,0,0,0,0,3,0,7,0,0,16,13,0,8,0,0,19,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,24,3,16,0,0,47,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,0,0,7,0,0,4,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,5,31,3,0,0,0,0,3,0,0
LGA55880,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,7,0,0,16,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,14,0,0,0,0,0,0,0,0
LGA55950,4,0,3,3,0,8,0,0,4,0,0,4,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,3,0,19,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,10,0,0,15,0,0,0,0,0,0,0,0
