LGA_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
LGA50840,413,174,143,261,403,491,393,156,56,2494,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,14,11,4,0,0,43,3,0,5,9,14,11,4,0,0,45,395,119,148,203,205,203,95,21,9,1389,73,27,43,41,37,55,42,15,3,339,895,327,342,523,670,773,538,188,61,4322,6,0,9,6,9,10,13,0,0,57,101,70,40,88,164,210,241,109,44,1050,0,0,0,0,0,0,0,0,0,0,6,3,0,3,6,15,8,0,0,51,0,0,0,0,0,0,0,0,0,0,106,66,59,73,113,107,97,36,17,674,10,0,0,3,0,9,3,0,0,24,6,0,0,0,0,0,5,4,0,15,5,0,0,0,3,8,3,7,0,25
LGA50910,76,33,41,71,76,104,97,51,33,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,23,31,37,25,12,11,9,3,243,26,9,8,20,15,22,9,5,0,110,183,61,83,132,118,136,117,63,33,935,0,0,0,0,0,0,0,0,0,3,31,7,14,20,35,31,54,26,5,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,23,0,0,0,0,0,0,0,0,0,0,26,10,6,17,16,14,13,7,0,116,3,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA50980,1895,1031,1194,1372,1219,921,372,145,24,8182,5,6,17,0,0,0,0,0,0,38,27,10,22,9,13,0,9,6,0,81,0,0,0,0,0,3,0,0,0,5,12,8,5,3,12,0,0,0,0,34,0,0,0,0,0,0,0,0,0,9,5,5,10,11,3,9,0,0,0,31,12,7,14,16,12,8,0,0,0,67,1113,515,854,692,530,312,71,16,10,4123,548,301,441,408,320,191,72,22,4,2308,3624,1887,2595,2538,2133,1464,528,187,41,14997,42,14,47,46,50,44,4,0,0,246,192,76,149,215,257,251,175,53,9,1372,0,0,0,0,0,0,0,0,0,0,53,29,34,30,29,26,8,4,0,213,0,0,0,0,0,0,0,0,0,0,1198,554,702,610,644,483,190,74,17,4471,4,4,0,0,4,5,4,0,0,13,3,0,10,11,5,3,0,0,0,32,8,6,11,15,10,15,0,0,0,59
LGA51080,195,53,87,111,126,99,63,34,12,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,6,69,25,30,23,47,29,7,0,0,233,45,3,14,12,18,4,5,0,0,106,311,94,133,155,188,134,72,37,14,1139,0,0,0,0,0,5,0,0,0,10,15,4,9,14,37,31,21,10,4,150,0,0,0,0,0,0,0,0,0,0,44,15,15,26,10,17,0,0,0,128,0,0,0,0,0,0,0,0,0,0,40,5,23,32,17,20,14,3,0,166,10,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8
LGA51120,121,36,58,75,93,129,73,49,22,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,87,31,25,34,24,18,6,0,3,224,23,0,5,11,8,10,5,6,4,76,235,72,91,127,128,160,81,56,26,970,0,0,0,0,0,0,0,0,0,0,35,3,14,23,26,50,41,23,9,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,36,8,25,19,16,31,31,11,3,184,4,0,0,0,5,9,0,8,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA51190,2691,1969,1932,2322,2939,2830,1970,1395,580,18632,29,9,59,28,13,0,0,0,0,142,46,20,48,37,11,3,4,0,0,171,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,0,40,9,26,31,28,10,11,8,4,0,121,14,34,54,34,10,11,8,4,0,160,1985,1593,1563,1092,929,633,262,144,48,8256,703,570,617,561,475,373,211,121,49,3683,5501,4246,4325,4145,4423,3913,2456,1662,679,31348,60,34,62,90,62,48,22,5,0,387,523,382,328,557,860,1083,1005,600,298,5629,0,0,0,0,0,0,0,0,0,0,121,66,48,55,68,70,57,30,9,523,0,0,0,0,0,0,0,0,0,0,1224,701,805,859,949,986,681,410,205,6823,10,5,6,5,20,20,19,24,7,113,10,6,7,18,25,31,22,7,10,125,27,30,21,34,36,30,38,12,11,228
LGA51260,3242,1597,1432,2527,2707,2598,2083,1354,437,17969,8,5,8,9,4,3,0,0,0,36,27,11,22,15,7,10,4,0,0,97,0,0,0,5,0,4,0,0,0,9,4,0,0,0,0,0,0,0,0,3,5,0,11,0,3,0,0,0,0,15,23,9,23,20,9,8,7,5,0,104,29,12,31,26,16,8,7,5,0,125,2523,1225,1379,1370,1041,815,375,159,49,8944,678,327,358,411,334,324,188,140,106,2845,6549,3225,3281,4421,4158,3790,2661,1658,581,30331,56,49,62,91,71,48,25,5,0,406,970,492,326,773,1138,1248,1495,794,311,7551,0,0,0,0,0,0,0,0,0,0,98,67,45,67,77,74,85,38,13,564,5,0,0,3,0,0,0,0,0,8,1388,588,565,869,916,782,659,305,104,6173,41,13,10,17,35,25,31,18,3,190,16,0,5,15,7,8,3,3,0,73,49,20,25,35,34,36,26,15,0,231
LGA51310,3164,1752,1163,2157,2447,1752,1288,1059,574,15346,41,26,104,42,14,11,10,0,0,246,34,19,45,31,17,3,0,4,0,148,15,10,11,14,17,14,9,5,0,100,0,0,0,0,0,0,0,0,0,0,11,0,17,10,10,0,0,0,0,44,17,17,6,21,24,10,0,3,0,112,27,20,25,23,30,10,0,3,0,158,1496,1138,930,1039,1015,682,256,135,49,6740,327,268,238,245,247,209,100,92,104,1833,5141,3256,2575,3622,3843,2723,1699,1312,743,24895,47,20,52,87,57,46,30,11,4,368,728,400,184,484,772,563,494,364,256,4249,0,0,0,0,0,0,0,0,0,0,51,10,29,38,32,22,14,8,0,206,0,0,4,0,0,0,0,0,0,3,1620,837,571,823,1041,731,477,454,266,6822,19,6,4,9,15,3,10,10,5,90,110,65,47,69,72,69,45,63,22,572,6,0,3,6,6,10,0,0,0,33
LGA51330,7228,6720,5361,5824,6918,6447,4111,2534,1036,46177,610,510,662,496,324,118,44,24,3,2791,1383,898,921,730,362,176,79,26,7,4585,11,4,6,3,6,12,3,3,0,53,3,0,6,0,0,0,0,0,0,14,123,183,315,73,46,34,14,7,6,795,43,70,75,52,57,36,30,7,5,370,163,252,390,127,105,65,43,20,6,1179,3590,4512,3568,2507,2175,1522,643,276,94,18882,1131,1489,1198,837,807,658,337,263,117,6842,14726,15560,13084,11181,11412,9579,5470,3212,1288,85514,701,859,1093,832,746,565,349,109,31,5276,795,779,519,771,1411,1658,1545,909,364,8753,0,0,0,0,0,0,0,0,0,0,347,283,233,252,241,242,159,65,33,1854,50,37,47,28,25,10,24,12,0,236,3218,2530,2117,2337,2446,2237,1659,909,408,17857,33,29,29,28,28,35,34,17,0,239,59,39,50,57,73,68,35,20,11,421,40,24,30,49,41,36,31,25,11,290
LGA51400,2181,960,828,1492,1434,1043,624,225,42,8838,7,0,0,8,3,4,0,0,0,23,20,5,10,4,9,3,0,0,0,55,0,0,6,0,3,0,0,0,0,9,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,10,4,10,10,12,0,6,0,0,49,8,4,13,10,12,0,6,0,0,53,1300,628,575,670,501,291,107,17,6,4092,487,179,182,245,172,142,55,23,3,1485,4028,1794,1618,2447,2146,1495,789,274,59,14636,22,10,21,19,40,11,8,0,0,132,542,315,172,396,615,511,404,157,44,3153,0,0,0,0,0,0,0,0,0,0,88,43,28,58,51,47,29,3,3,358,0,0,0,0,0,0,0,4,0,4,761,451,318,493,506,351,225,77,23,3196,6,5,6,0,9,9,0,0,0,33,11,5,11,9,7,12,7,0,0,63,14,7,11,10,7,14,9,4,3,78
LGA51470,54,24,37,29,70,75,42,18,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,40,13,10,15,12,10,9,0,0,108,15,6,22,8,7,11,10,0,0,78,111,51,70,54,93,93,54,21,7,546,0,0,0,0,0,0,0,0,0,0,14,6,11,17,19,31,12,8,0,121,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,24,10,14,7,15,13,11,4,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,662,265,328,476,518,507,346,135,34,3276,0,0,4,0,0,0,0,0,0,12,4,0,4,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,5,0,0,0,0,24,4,0,3,5,10,0,0,0,0,20,389,191,238,204,159,114,71,23,3,1386,212,95,122,148,122,120,54,24,6,907,1312,557,728,879,838,770,480,183,50,5788,29,13,29,24,30,15,4,3,0,148,61,32,36,65,142,139,116,57,22,662,0,0,0,0,0,0,0,0,0,0,9,3,7,6,8,5,3,0,0,44,0,0,0,0,0,0,0,0,0,0,273,159,160,168,229,177,144,48,12,1366,29,8,9,12,10,14,7,3,0,92,0,0,0,3,3,5,0,3,0,14,9,0,6,7,9,3,4,8,0,50
LGA51610,164,51,64,92,115,164,84,27,0,766,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,61,29,31,53,41,27,15,4,5,260,27,17,13,18,13,20,15,5,0,127,258,99,108,170,170,211,113,33,0,1172,0,0,0,0,3,5,0,0,0,7,52,16,17,35,87,54,58,17,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,93,34,26,46,50,35,25,6,4,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,10
LGA51680,473,263,148,397,500,435,320,100,23,2668,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,8,4,0,0,4,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,15,0,0,0,9,0,3,0,0,0,15,378,179,116,183,201,123,58,20,5,1258,116,54,39,67,86,55,34,6,3,448,980,494,307,660,795,623,419,129,28,4431,4,8,0,9,9,9,0,0,0,44,160,125,65,147,230,217,187,80,21,1222,0,0,0,0,0,0,0,0,0,0,13,5,10,4,8,10,11,0,0,56,0,0,0,0,0,0,0,0,0,0,225,106,97,148,175,135,84,48,8,1020,0,3,0,0,0,4,4,0,0,6,0,0,0,0,0,0,3,0,0,7,0,0,0,5,4,0,3,0,0,14
LGA51710,70,31,33,59,82,51,14,0,0,346,6,0,3,0,0,0,0,0,0,9,78,65,49,33,50,26,3,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,10,52,13,24,38,37,21,4,0,0,190,34,185,440,134,41,23,3,0,0,869,265,319,580,318,274,238,65,12,0,2072,35,19,20,35,49,86,63,20,0,335,13,0,4,12,22,8,5,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,30,8,24,34,27,30,9,0,3,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA51750,889,686,453,593,798,753,678,433,283,5569,21,16,22,19,3,5,0,0,0,82,12,16,20,10,6,0,0,0,0,62,9,3,9,5,3,8,3,9,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,8,3,11,0,0,4,0,44,0,11,6,3,11,3,0,4,0,47,349,514,364,255,283,255,155,93,30,2305,184,225,132,100,114,85,89,49,74,1052,1459,1504,1018,1009,1241,1135,932,600,384,9282,12,19,17,13,19,19,11,8,0,113,261,213,104,179,270,310,356,281,187,2157,0,0,0,0,0,0,0,0,0,0,17,12,7,13,16,7,3,3,7,75,0,0,0,0,0,0,0,0,0,0,368,252,201,201,279,217,183,127,64,1891,0,3,0,0,4,0,0,4,3,24,21,9,11,10,24,15,10,3,9,97,0,0,0,0,0,0,0,0,0,8
LGA51820,10878,6835,7470,9023,8356,6584,4228,2496,795,56662,121,78,208,111,64,32,9,3,0,625,202,159,184,152,90,64,26,4,0,876,9,6,10,10,9,17,8,0,0,72,10,3,5,0,0,0,0,0,0,18,21,37,42,19,17,14,5,4,0,172,62,41,70,91,71,51,24,0,5,404,92,84,113,110,89,65,26,3,5,590,5563,3681,4474,3726,2340,1409,553,235,68,22051,1676,1039,1247,1128,889,620,329,211,71,7210,18751,12063,14096,14576,12051,8995,5241,2973,941,89686,261,205,355,417,270,222,112,24,9,1875,1478,1050,941,1635,2146,2024,1634,876,321,12100,0,0,0,0,0,0,0,0,0,0,342,215,193,251,228,172,112,59,14,1596,19,16,8,13,10,0,0,7,0,88,6305,3800,4060,4610,4364,3294,2323,1397,443,30598,27,23,22,22,24,18,17,7,3,168,168,121,174,166,170,141,80,39,16,1078,60,20,37,47,32,42,41,21,7,297
LGA51860,9,0,6,16,18,6,0,0,0,60,0,0,0,0,0,0,0,0,0,0,97,37,59,41,74,60,37,15,5,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,9,8,8,4,0,0,0,44,7,3,3,4,9,0,0,0,0,27,129,40,68,68,107,77,38,15,5,554,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,788,538,473,710,899,899,517,313,115,5249,0,0,4,0,0,0,0,0,0,6,3,0,4,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,7,4,0,0,33,0,0,8,7,4,13,4,0,0,33,772,463,416,406,306,218,100,39,20,2740,196,132,162,149,164,124,48,49,10,1035,1767,1142,1083,1285,1378,1254,670,406,144,9127,9,3,12,4,8,3,0,0,0,50,200,158,117,155,289,314,308,121,24,1685,0,0,0,0,0,0,0,0,0,0,19,8,14,10,15,31,18,7,3,136,0,0,0,0,0,0,0,0,0,0,341,213,201,207,275,281,197,100,37,1855,3,4,4,4,8,18,11,4,3,62,0,0,0,0,0,0,0,0,0,8,10,0,0,4,3,14,3,4,3,48
LGA51960,469,252,294,340,306,272,109,30,8,2074,0,0,0,0,0,0,0,0,0,8,3,6,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,0,0,0,0,18,4,0,3,4,3,0,0,0,0,19,339,204,212,171,105,69,16,7,0,1128,187,106,134,108,80,62,30,0,3,715,998,574,655,645,506,412,158,38,9,3998,10,5,0,11,9,4,0,0,0,35,89,34,38,63,90,92,46,9,3,466,0,0,0,0,0,0,0,0,0,0,20,8,8,4,8,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,106,86,83,85,112,67,48,12,3,598,21,12,6,4,12,8,4,0,0,66,0,0,0,0,0,3,0,0,0,7,6,0,0,5,3,4,0,0,0,27
LGA52030,84,30,36,87,113,146,104,48,3,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,92,37,50,46,42,24,17,10,0,314,13,11,0,11,18,13,15,4,0,94,185,72,96,146,172,186,142,63,3,1068,0,0,0,0,4,0,0,0,0,10,34,9,12,25,29,70,64,20,4,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,15,10,15,15,31,40,27,4,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA52100,93,37,68,81,121,138,104,61,32,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,27,39,32,30,24,11,5,5,252,15,0,8,7,15,10,11,4,0,76,190,66,119,127,162,171,126,71,33,1064,0,0,0,0,0,0,0,0,0,4,46,11,16,34,49,50,44,25,18,292,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,26,12,21,18,16,35,14,10,3,171,3,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,7,0,0,19
LGA52170,771,494,461,521,636,646,460,232,114,4328,7,3,3,11,4,0,0,0,0,25,0,0,4,4,0,0,0,0,0,9,5,0,3,9,0,5,4,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,12,0,0,0,27,0,8,4,0,0,12,0,0,0,27,364,348,371,274,299,289,117,57,22,2138,176,115,185,111,113,124,64,43,64,982,1325,965,1044,927,1068,1094,649,337,199,7605,0,10,7,13,18,18,12,3,0,69,295,152,120,139,265,233,273,145,83,1720,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,283,199,183,150,226,198,143,60,34,1477,0,0,0,0,0,0,4,0,0,6,21,12,9,9,18,12,10,8,4,94,0,0,0,0,0,3,0,0,0,3
LGA52240,103,33,61,92,103,114,79,40,13,638,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,6,95,37,28,45,36,27,16,6,0,287,29,19,19,17,21,12,13,4,0,133,234,88,119,156,159,158,107,52,13,1079,3,0,0,0,3,0,0,0,0,12,24,14,14,29,35,60,60,30,3,264,0,0,0,0,0,0,0,0,0,0,17,3,15,13,12,7,10,5,0,82,0,0,0,0,0,0,0,0,0,0,28,4,25,28,20,21,9,7,0,151,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,5,0,3,0,0,0,0,12
LGA52310,104,30,37,75,85,105,70,21,6,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,56,25,21,35,44,29,15,10,0,233,23,13,12,11,15,12,7,0,0,82,184,67,67,121,138,151,100,32,7,867,3,0,0,0,0,0,0,0,0,6,22,5,15,18,29,38,31,15,7,173,0,0,0,0,0,0,0,0,0,0,15,0,4,8,3,5,8,0,0,48,0,0,0,0,0,0,0,0,0,0,29,15,8,20,17,13,13,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,5,0,0,16
LGA52380,12,12,8,8,26,34,21,3,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,19,4,6,8,16,19,3,0,0,74,10,5,3,6,10,13,3,0,0,58,46,20,22,19,48,73,28,9,0,267,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,8,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,6,10,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
