LGA_CODE_2021,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85over,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85over,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85over,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85over,C11_P_FldStu_NS_Tot,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85over,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85over,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85over,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85over,C16_P_ArchBuild_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85over,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85over,C16_P_Health_Tot,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85over,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85over,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85over,C16_P_Soc_cult_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85over,C16_P_Creative_art_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85over,C16_P_FoodHos_PS_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85over,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85over,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85over,C16_P_FldStu_NS_Tot,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85over,C16_P_Tot_Tot
LGA50840,3,7,10,27,16,20,14,0,0,93,0,0,0,0,0,0,0,0,0,6,0,0,0,7,5,0,0,0,0,17,14,12,16,23,30,37,40,22,11,201,43,68,174,304,373,428,253,77,20,1746,0,0,0,10,5,19,4,0,0,44,4,0,0,4,3,5,3,0,0,15,4,17,41,64,90,103,100,26,0,446,7,3,22,10,14,26,22,10,0,123,0,4,11,20,27,17,12,4,5,103,0,0,9,27,42,55,37,14,8,212,0,8,15,44,49,57,53,4,0,226,4,8,21,37,40,57,51,10,3,238,3,12,14,47,50,51,38,8,0,216,3,5,10,18,12,18,8,4,0,75,10,12,15,28,20,18,12,3,0,114,0,0,0,0,0,3,0,0,0,7,0,0,0,0,9,8,7,0,0,25,29,18,34,44,85,72,71,63,15,437,67,87,209,359,441,513,426,149,36,2284
LGA50910,0,0,4,7,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,14,6,18,20,10,3,81,3,12,45,60,44,56,49,21,8,305,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,5,8,10,3,11,0,0,48,0,0,5,4,3,3,0,0,0,17,0,4,5,0,5,0,7,0,0,32,0,4,3,0,3,0,5,0,0,26,0,0,10,3,3,7,5,0,0,36,0,6,9,16,7,3,5,0,0,42,0,0,8,8,5,6,4,0,0,26,0,0,0,0,3,0,0,0,0,8,0,0,3,3,7,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,10,19,15,26,17,20,130,10,29,47,59,69,51,65,31,20,388
LGA50980,16,58,146,109,52,22,10,0,0,414,0,0,0,5,0,0,0,0,0,7,4,5,11,24,18,9,7,0,0,85,160,186,409,410,309,217,102,46,14,1850,244,550,1752,1721,1321,864,292,96,21,6854,0,3,58,48,20,13,6,0,0,152,0,9,13,22,12,9,0,0,0,65,10,45,277,223,218,152,79,17,0,1023,11,35,113,112,96,65,20,10,0,465,9,27,71,86,63,32,14,0,0,304,8,32,206,179,154,134,38,11,0,757,0,21,150,179,129,131,46,9,0,667,28,72,262,254,191,142,29,9,5,990,11,40,222,179,144,100,30,10,3,737,3,24,81,57,37,26,9,0,0,234,12,41,159,116,81,33,16,4,0,459,0,0,6,0,5,4,5,0,0,14,0,5,22,19,20,21,0,0,0,82,185,157,460,430,330,307,151,51,13,2092,290,509,2101,1920,1488,1162,437,120,30,8054
LGA51080,0,0,3,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,14,9,7,11,3,0,65,10,14,71,85,65,59,34,13,0,350,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,14,8,10,14,3,4,0,59,0,0,4,0,4,8,5,0,0,24,0,3,13,14,8,8,4,0,0,55,0,0,4,6,5,8,4,3,0,32,0,0,10,6,20,11,0,0,0,47,0,4,10,9,13,0,4,0,0,39,0,0,4,4,4,8,5,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,3,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,28,8,11,29,21,21,3,141,13,21,88,71,88,96,43,32,6,459
LGA51120,0,0,0,0,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,13,7,7,10,12,14,73,13,15,51,62,47,45,27,23,15,304,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,17,15,13,14,0,0,61,0,0,5,0,0,0,0,0,0,8,0,0,0,3,0,7,3,0,0,24,0,0,13,0,3,10,3,4,4,41,0,0,12,8,14,14,0,0,0,46,0,4,5,12,3,10,0,0,0,37,0,0,4,6,9,4,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,7,4,6,15,13,18,10,3,87,13,15,67,48,66,66,56,24,11,369
LGA51190,40,116,217,170,116,87,29,11,3,787,9,3,9,3,0,4,0,0,0,21,3,13,30,23,21,14,10,4,7,114,214,238,492,471,403,365,321,363,169,3036,485,1207,2860,2494,2543,2016,1078,704,259,13649,0,25,87,60,57,42,33,14,0,317,4,24,65,49,40,9,3,7,0,203,41,162,551,527,467,502,330,141,40,2764,11,84,220,167,166,160,123,48,10,999,5,29,62,84,55,44,28,10,6,318,13,72,304,242,269,329,159,88,26,1508,11,35,179,245,270,304,165,64,13,1288,47,170,449,430,409,362,164,59,21,2113,38,95,239,270,265,244,115,31,11,1314,8,44,76,62,43,40,32,14,3,319,29,96,214,192,129,100,58,15,11,845,9,4,6,0,0,4,7,0,3,47,0,10,34,41,43,22,9,0,0,160,186,197,476,450,457,385,354,266,155,2929,412,1048,2960,2823,2671,2545,1589,761,305,15108
LGA51260,33,87,230,277,157,119,39,22,8,967,3,5,0,0,4,0,3,0,0,16,0,6,24,23,29,20,11,0,0,107,191,112,221,288,288,266,231,281,130,2000,391,704,2125,2837,2567,2013,1329,776,238,12989,4,12,79,125,80,47,47,18,9,426,8,5,41,35,31,20,15,0,0,151,19,137,382,488,519,473,430,215,53,2720,18,88,251,280,264,248,157,71,16,1383,3,30,117,163,119,104,60,35,12,642,25,36,226,350,346,351,259,128,33,1758,11,33,194,382,348,369,234,79,11,1657,53,125,413,583,519,373,324,113,21,2523,32,71,246,327,293,267,167,56,11,1470,7,34,94,115,90,55,50,19,12,466,13,89,290,302,223,125,105,24,13,1180,4,3,7,4,0,0,5,5,3,38,0,6,19,38,34,20,21,8,0,145,204,139,329,411,435,442,407,343,244,2961,407,794,2686,3604,3304,2888,2279,1123,437,17519
LGA51310,7,42,64,65,55,42,17,17,8,311,6,0,0,0,0,0,0,0,5,14,0,9,29,26,32,19,14,13,13,142,75,83,184,175,156,163,125,179,138,1278,135,788,2165,3138,3189,2055,1161,773,413,13819,0,80,128,196,223,183,94,33,15,960,0,12,58,88,88,39,10,0,0,294,9,93,325,390,410,319,191,136,52,1915,0,39,131,118,134,95,56,41,22,648,0,14,35,39,32,28,16,12,0,174,0,89,362,541,574,433,229,162,81,2474,0,30,112,186,278,316,194,119,50,1277,3,153,531,821,879,504,264,128,75,3354,4,116,311,406,446,314,179,79,27,1879,13,67,149,126,100,60,45,13,9,579,8,21,76,60,66,51,24,29,14,346,4,6,7,0,0,0,7,0,3,30,0,15,24,33,43,31,19,19,5,178,65,75,242,203,203,164,144,164,125,1389,112,801,2481,3214,3489,2532,1470,922,487,15502
LGA51330,58,278,519,401,298,193,77,32,12,1869,10,27,8,10,14,12,12,3,4,96,8,48,85,77,89,64,31,8,8,416,490,742,1029,736,659,651,536,515,305,5660,988,4644,9849,7884,7406,5581,2900,1501,581,41336,8,234,576,475,428,251,151,36,8,2168,30,143,584,559,288,109,35,0,0,1747,58,692,1925,1744,1592,1246,857,379,88,8569,32,217,431,351,294,298,204,115,36,1982,14,48,131,124,116,84,49,17,9,598,37,407,1286,998,779,665,381,170,40,4767,22,144,454,601,719,670,449,175,33,3271,116,898,2880,2172,1755,1088,605,215,66,9787,74,366,1022,950,789,627,336,99,36,4290,50,219,421,236,149,91,51,22,12,1253,58,240,638,397,323,225,118,41,18,2052,22,26,22,13,12,13,18,15,4,141,8,42,144,127,123,73,54,27,8,596,325,522,1064,722,615,548,470,450,364,5075,842,4190,11585,9462,7974,5999,3770,1756,731,46304
LGA51400,8,32,64,95,49,41,9,3,0,299,0,0,0,0,0,0,0,0,0,0,0,0,4,15,14,4,6,0,0,48,106,42,113,197,149,121,73,52,9,862,222,368,1053,1613,1415,853,364,119,26,6028,6,7,29,45,57,22,15,6,0,183,6,11,31,32,8,8,0,3,0,104,33,100,256,398,412,252,154,36,5,1651,11,24,87,96,108,67,43,14,4,453,6,10,37,49,58,39,22,0,0,228,18,31,160,192,232,181,74,20,4,905,7,19,89,206,215,139,74,20,3,758,32,69,204,283,269,167,81,10,0,1125,46,44,131,170,168,104,59,12,4,735,10,12,27,25,30,21,9,0,0,125,15,37,87,81,72,40,25,5,0,355,0,3,0,0,3,0,4,6,0,22,0,5,11,18,32,12,7,0,0,88,111,67,150,176,203,141,114,61,14,1037,301,436,1291,1782,1863,1202,678,182,37,7774
LGA51470,0,3,4,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,10,3,13,14,15,0,0,58,6,18,45,23,40,46,25,6,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,14,3,5,0,0,52,0,0,0,0,0,4,6,0,0,15,0,0,0,3,3,3,0,0,0,14,0,0,3,0,0,4,3,0,0,17,0,0,8,7,5,0,0,0,0,22,0,5,3,4,6,6,5,0,0,30,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,16,12,5,9,0,56,3,15,41,38,45,47,24,12,0,223
LGA51540,0,12,29,47,25,12,7,5,0,137,3,0,0,0,0,0,0,0,0,6,0,0,4,4,0,9,0,0,0,15,47,42,112,136,127,143,102,57,15,779,74,141,438,485,444,383,222,96,21,2309,0,0,14,7,5,4,0,0,0,44,0,3,4,0,0,4,0,0,0,15,7,23,72,69,88,75,47,19,3,392,0,12,24,24,34,20,8,5,0,130,0,6,17,13,15,10,5,0,0,77,0,6,34,25,45,48,20,6,5,185,0,5,41,47,43,36,16,0,0,187,8,19,60,45,42,28,16,11,3,228,3,9,39,31,42,21,12,4,0,159,0,0,14,7,5,0,0,0,0,36,3,9,28,37,22,20,9,3,0,132,0,3,3,3,0,0,0,0,0,13,0,6,3,9,5,6,3,0,0,25,46,60,140,146,146,132,92,53,23,831,73,163,499,463,488,408,228,96,35,2445
LGA51610,0,0,0,5,0,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,4,9,10,27,8,11,0,78,15,21,61,85,86,104,48,12,0,441,0,0,0,0,0,0,0,0,0,8,0,5,0,0,4,0,0,0,0,8,7,4,17,23,18,25,11,4,0,116,0,0,5,9,7,5,4,0,0,34,0,3,8,9,7,3,5,0,0,34,0,0,4,9,19,11,7,3,0,54,0,4,8,16,19,13,5,0,0,53,7,8,14,27,20,12,8,4,0,87,0,3,0,6,7,4,9,4,0,41,0,0,0,0,6,0,0,0,0,4,0,0,4,4,5,5,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,8,7,6,13,32,37,28,18,9,0,149,17,26,83,143,156,104,69,22,3,623
LGA51680,3,3,14,29,20,15,6,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,4,0,0,15,36,19,19,56,64,35,37,16,0,283,64,60,185,384,433,298,205,49,9,1685,0,3,5,13,4,8,0,0,0,35,0,3,4,18,5,0,3,0,0,34,13,29,69,128,145,116,76,38,0,607,0,3,27,22,31,25,19,8,3,144,0,6,14,15,12,15,7,5,0,79,6,11,30,30,53,44,29,10,0,215,3,6,13,21,44,38,20,7,0,159,3,14,41,64,79,58,42,13,0,313,4,7,38,44,37,30,13,0,0,172,8,0,6,10,3,9,7,0,0,37,3,11,22,34,31,16,16,6,0,140,3,0,0,0,0,0,0,5,0,6,0,0,4,8,6,8,7,0,0,30,62,18,58,79,108,95,61,37,4,519,97,116,320,489,569,464,307,128,15,2497
LGA51710,0,6,5,10,6,0,0,0,0,18,0,0,0,0,0,6,0,0,0,4,0,0,5,0,0,0,0,0,0,7,44,149,450,143,54,45,7,0,0,893,58,178,535,263,175,119,21,3,0,1345,0,0,9,9,3,5,0,0,0,18,0,0,5,0,5,0,0,0,0,11,0,6,19,31,36,24,18,0,0,130,4,0,7,6,12,9,0,0,0,40,0,0,5,0,5,3,0,0,0,22,0,4,8,9,3,11,4,0,0,37,0,5,7,22,18,4,5,0,0,58,0,6,18,42,28,8,5,0,0,112,0,0,19,11,9,6,3,0,0,60,0,0,5,0,0,0,0,0,0,3,0,0,10,6,3,10,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,14,17,51,146,93,87,66,29,7,0,504,29,76,260,230,215,144,59,11,0,1029
LGA51750,5,14,23,14,17,15,10,8,0,108,0,0,0,0,0,0,0,0,0,0,5,7,3,15,8,8,11,6,5,65,99,64,85,70,87,65,70,75,83,703,130,355,861,874,1048,891,684,387,217,5433,0,38,71,47,55,51,40,23,22,369,0,5,23,22,26,8,0,0,0,88,4,31,98,107,111,89,66,43,14,560,0,14,58,32,46,33,30,9,0,229,0,0,4,8,20,8,6,12,9,67,0,29,143,121,198,174,166,120,64,1008,0,7,43,51,103,124,107,64,32,538,4,72,191,221,295,185,141,81,39,1222,8,43,146,153,156,157,129,54,31,878,0,32,56,29,29,26,21,15,8,215,0,11,23,14,15,12,8,6,0,106,0,0,0,0,0,0,0,0,0,3,0,6,5,18,18,19,5,5,0,83,50,50,114,105,102,111,103,99,60,791,73,340,988,929,1175,997,821,544,293,6162
LGA51820,98,299,621,589,352,211,110,31,7,2315,3,7,11,8,16,6,3,3,0,67,3,19,88,117,90,46,23,18,6,414,507,399,938,983,864,721,620,497,225,5756,1025,3095,10038,9541,7170,4704,2269,1155,367,39363,7,129,487,419,304,178,98,20,3,1650,26,94,437,478,159,76,15,3,0,1280,92,555,2322,2422,2041,1517,835,336,67,10180,35,225,669,607,500,372,227,116,17,2766,12,58,225,275,158,113,54,17,4,924,44,344,1461,1181,909,583,248,102,37,4898,39,169,732,910,778,582,255,92,29,3581,128,567,2420,2305,1626,1003,445,140,48,8683,102,387,1301,1227,940,638,236,61,22,4908,51,194,495,340,201,114,58,21,13,1485,91,289,818,670,532,279,150,59,17,2900,14,13,14,20,16,21,31,20,0,147,8,29,105,158,108,74,33,19,9,533,492,477,1349,1173,1056,848,678,610,403,7082,1118,3528,12825,12186,9334,6375,3368,1599,672,51011
LGA51860,0,0,5,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,11,11,11,9,4,6,4,58,8,3,43,41,48,26,3,6,4,180,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,5,9,7,9,3,0,0,35,0,0,0,4,7,9,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,5,0,5,0,0,0,0,9,0,0,6,4,4,3,0,0,0,26,0,0,13,10,8,0,3,0,0,32,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,6,5,8,13,6,6,0,57,13,12,48,46,35,41,14,11,0,215
LGA51890,7,22,39,45,31,9,10,7,0,172,0,0,0,3,0,0,0,0,0,4,0,0,0,14,10,4,3,0,0,31,62,47,122,120,149,140,79,98,54,873,133,289,673,709,731,573,285,156,66,3621,0,6,7,14,8,6,4,3,0,39,0,8,5,8,0,0,0,0,0,28,21,95,187,178,185,190,136,37,10,1027,4,16,40,18,22,31,20,14,0,166,4,4,5,8,15,11,6,0,0,63,0,10,25,42,41,88,47,16,0,271,0,14,45,56,67,47,30,3,0,265,14,40,87,84,65,41,23,6,4,361,10,19,62,44,65,46,16,5,0,261,0,3,10,3,0,3,7,0,0,37,10,15,44,46,38,20,11,6,0,196,0,4,0,0,8,0,4,4,3,24,0,6,0,8,8,10,6,0,0,32,89,49,118,91,119,132,131,103,44,886,147,291,647,593,648,630,432,193,66,3662
LGA51960,6,8,34,25,12,8,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,46,105,96,75,79,31,4,4,490,66,143,341,353,254,195,71,14,8,1444,0,0,15,8,8,9,0,0,0,40,0,0,6,4,5,0,0,0,0,10,3,31,99,82,78,62,32,9,0,391,0,0,14,5,13,8,6,4,0,53,0,0,6,9,5,3,4,0,0,21,0,4,16,19,21,9,4,0,0,81,0,3,11,14,20,11,4,6,0,69,3,14,36,28,19,17,0,3,0,119,6,8,26,16,15,13,0,0,0,89,0,0,9,3,0,0,0,0,0,9,5,11,32,24,12,7,6,0,0,91,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,3,0,0,0,11,39,34,101,81,92,60,37,17,0,459,55,104,368,296,277,200,102,40,4,1445
LGA52030,0,0,4,9,4,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,27,19,14,8,0,74,3,21,48,61,81,80,59,16,3,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,10,26,20,23,0,0,107,0,0,3,0,0,3,4,3,0,23,0,0,7,12,9,6,3,0,0,34,0,0,0,0,5,4,13,0,0,22,0,0,8,0,10,14,13,0,0,46,0,3,5,9,11,4,11,4,0,51,0,0,4,5,5,10,0,0,0,16,0,0,0,3,0,3,0,0,0,10,0,0,3,0,4,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,15,13,11,27,10,3,6,97,8,14,66,54,81,106,83,16,6,430
LGA52100,0,0,3,6,3,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,15,17,11,3,55,9,18,59,58,66,70,40,17,8,349,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,16,9,8,19,9,0,0,70,0,0,0,8,4,5,0,0,0,14,0,0,0,5,8,5,5,0,0,21,0,0,13,8,7,11,0,0,6,47,0,6,7,4,6,14,7,0,0,37,0,4,18,14,11,12,9,0,0,56,4,0,8,6,4,3,0,0,0,25,0,0,0,0,4,0,0,0,0,4,0,0,4,6,4,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,22,24,10,12,6,22,6,128,20,28,86,74,68,74,43,28,18,434
LGA52170,0,6,20,15,14,9,0,0,7,79,0,0,0,0,0,0,0,0,0,5,0,6,12,8,11,8,9,4,0,59,38,55,142,87,88,105,60,56,70,692,52,276,907,810,907,864,476,229,132,4644,0,28,48,54,48,52,30,7,5,286,0,4,9,12,8,21,3,0,0,49,3,27,80,74,70,93,63,35,13,457,0,19,50,40,43,41,22,8,6,223,0,5,15,16,3,21,8,10,0,79,0,22,161,120,167,161,84,52,31,800,0,6,37,31,74,113,99,36,13,414,3,38,173,203,266,157,104,37,15,998,3,27,107,93,159,141,102,26,15,666,0,21,51,35,33,27,18,7,0,197,0,10,25,15,14,11,5,5,7,89,0,0,0,0,0,0,0,0,0,3,0,0,15,15,17,14,7,5,0,68,33,34,94,53,91,81,60,30,24,492,43,230,845,762,1008,936,613,262,122,4818
LGA52240,0,4,0,3,0,5,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,16,15,20,8,9,7,4,87,9,31,64,74,73,54,29,13,8,350,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,12,5,15,12,4,0,55,0,0,0,0,0,7,0,6,0,13,5,3,19,17,15,18,4,0,0,88,0,0,7,5,8,7,0,6,0,36,0,6,3,10,8,8,6,0,0,39,0,6,8,11,13,8,4,0,0,51,0,0,4,8,9,4,0,0,0,32,0,0,0,0,0,0,3,0,0,9,3,0,5,4,0,6,8,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,5,4,16,20,14,21,19,11,5,114,13,19,73,77,81,91,61,35,6,455
LGA52310,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,10,11,4,8,8,0,54,11,6,38,60,71,52,36,18,0,293,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,13,13,12,17,8,0,0,65,0,0,4,0,3,0,3,3,0,18,0,0,7,8,4,5,4,0,0,36,0,0,8,3,5,0,6,0,0,32,0,0,3,3,6,6,0,0,0,26,0,3,6,5,6,8,10,0,0,39,0,0,0,9,5,9,4,0,0,28,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,5,8,13,4,21,15,14,20,24,8,6,122,16,13,61,59,74,66,65,17,5,383
LGA52380,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,9,14,13,8,4,0,58,3,7,12,11,23,37,17,4,0,112,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,8,8,0,0,40,0,3,20,10,12,24,17,3,0,95
