LGA_CODE_2021,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85over,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85over,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85over,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85over,C11_P_FldStu_NS_Tot,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85over,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85over,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85over,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85over,C16_P_ArchBuild_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85over,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85over,C16_P_Health_Tot,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85over,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85over,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85over,C16_P_Soc_cult_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85over,C16_P_Creative_art_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85over,C16_P_FoodHos_PS_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85over,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85over,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85over,C16_P_FldStu_NS_Tot,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85over,C16_P_Tot_Tot
LGA52450,0,0,3,0,7,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,4,7,13,12,11,5,13,11,89,25,34,85,73,67,74,45,27,10,438,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,8,3,10,31,28,17,11,18,3,0,130,0,0,0,0,3,8,0,0,0,11,17,0,9,5,5,9,5,3,0,49,0,0,17,4,4,10,0,3,0,38,0,0,9,7,9,7,3,5,0,45,0,13,14,9,14,10,3,0,0,62,0,0,6,11,4,8,6,0,0,39,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,14,17,14,32,13,16,8,132,36,36,106,96,80,95,52,30,8,541
LGA52520,0,0,0,4,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,7,17,11,8,7,3,70,8,44,90,57,73,47,31,19,3,370,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,10,36,42,10,18,7,0,0,125,0,0,6,0,0,4,3,0,0,14,5,0,16,12,9,5,3,0,0,56,0,0,10,5,9,6,4,0,0,37,0,4,7,9,7,4,6,3,0,40,0,9,19,15,6,4,0,3,0,60,0,3,9,10,7,8,0,0,0,38,0,0,3,0,0,0,0,0,0,4,0,0,0,3,4,5,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,12,25,27,19,16,11,10,8,136,15,35,145,133,69,72,43,21,9,542
LGA52590,0,10,16,19,10,8,8,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,26,16,42,49,44,69,44,39,7,352,40,70,227,257,236,249,165,74,14,1332,0,0,6,5,10,5,4,0,0,23,0,0,5,0,0,0,0,0,0,7,4,18,57,52,51,81,54,20,3,347,3,7,15,20,8,17,11,4,4,85,0,3,19,27,13,9,12,3,0,94,0,5,11,15,14,21,24,10,0,99,0,0,18,18,24,33,18,7,0,119,0,6,25,30,41,28,22,4,0,167,3,5,20,13,14,11,5,0,0,83,0,0,6,0,5,4,3,4,0,17,0,3,15,17,14,19,9,3,0,79,0,0,6,0,0,0,0,3,0,6,0,0,9,3,3,3,0,0,0,12,19,5,47,36,46,66,48,35,9,312,37,59,246,245,251,300,212,98,19,1459
LGA52660,13,49,76,70,52,24,15,3,0,304,0,3,0,0,0,0,0,0,0,5,0,0,6,14,4,3,4,6,0,41,79,57,99,125,126,84,98,125,96,889,180,425,1016,1064,956,619,345,233,120,4958,0,10,17,31,20,16,10,4,0,109,4,9,20,20,14,7,3,0,0,84,28,125,319,270,265,205,138,47,20,1418,12,28,107,50,58,53,36,20,0,370,6,3,26,31,40,24,6,11,0,152,11,27,93,131,100,119,46,27,8,553,5,19,82,107,134,108,40,25,4,521,23,69,212,195,169,97,62,24,5,853,22,45,97,114,106,68,30,12,0,492,14,8,26,25,17,11,10,8,0,116,15,36,115,87,66,35,25,6,3,394,0,0,0,0,0,0,0,5,0,12,0,7,6,10,14,14,5,4,0,54,67,45,122,126,126,149,143,159,116,1053,206,436,1250,1193,1117,906,553,340,164,6168
LGA52730,0,7,26,31,23,22,11,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,4,5,0,0,32,22,12,26,37,67,50,37,40,18,304,46,78,265,436,588,522,391,147,34,2502,0,4,8,28,24,24,31,8,0,129,0,0,4,3,8,10,9,0,0,31,0,8,35,60,80,92,109,33,13,429,7,20,31,28,30,33,26,16,3,190,11,3,18,30,36,38,20,12,3,170,0,5,26,55,69,78,61,17,6,315,0,0,16,45,62,94,81,31,0,345,7,13,29,48,70,63,69,20,10,327,9,0,32,58,64,73,56,19,7,310,0,4,13,24,28,29,23,4,0,125,0,5,27,31,39,23,10,3,0,148,0,0,0,0,0,4,0,0,0,3,0,4,7,3,6,7,5,3,0,35,42,12,41,79,103,107,99,73,21,572,83,71,275,495,643,676,597,244,62,3134
LGA52800,6,8,30,12,13,5,5,0,0,75,0,0,0,0,0,0,0,0,0,9,0,3,6,7,5,0,0,0,0,19,107,312,851,520,277,134,41,19,3,2272,145,455,1276,882,569,343,96,33,3,3805,0,0,10,13,0,7,3,0,0,38,0,4,10,3,5,0,0,0,0,20,11,28,76,53,70,52,21,8,0,314,0,4,32,37,22,28,13,0,0,132,4,23,40,29,15,10,3,0,0,122,0,11,55,59,47,58,15,3,0,256,0,15,80,69,57,57,14,0,0,298,15,23,85,51,49,37,10,0,0,266,0,5,68,56,38,26,15,0,0,218,0,6,8,8,4,5,3,0,0,41,3,5,40,22,19,8,4,0,0,100,0,0,0,4,4,3,0,0,0,14,0,4,9,3,4,0,0,0,0,34,143,149,314,215,196,128,78,23,11,1249,181,276,818,628,523,432,176,40,18,3091
LGA52870,12,5,15,23,18,12,12,0,0,98,0,0,0,0,4,0,0,0,0,7,0,0,5,5,0,7,3,0,0,19,22,9,34,48,59,73,46,35,20,346,62,93,245,414,491,489,274,90,30,2194,0,6,12,13,13,19,14,3,0,78,0,4,6,3,4,9,9,0,0,27,4,19,70,103,107,104,63,28,8,502,0,8,16,26,28,27,24,12,0,147,0,10,29,21,23,39,21,10,0,150,0,4,39,31,53,80,37,13,3,258,0,5,24,38,50,72,57,10,0,260,3,14,55,54,56,60,41,13,0,295,4,5,23,46,53,62,34,11,0,235,0,4,9,12,6,19,11,3,0,67,3,10,22,37,27,19,6,3,0,131,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,8,5,0,0,19,49,30,49,80,87,124,111,68,36,635,77,114,360,468,503,625,434,172,56,2805
LGA52940,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,0,6,8,3,31,0,12,43,35,30,49,23,13,4,207,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,3,9,12,3,5,3,3,0,41,0,0,0,0,5,0,3,0,0,11,0,0,3,4,9,3,4,0,0,25,0,0,5,7,0,5,3,6,0,27,0,0,7,4,3,4,0,4,0,17,0,0,7,0,7,7,4,0,0,24,0,0,13,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,6,5,9,5,6,49,3,10,45,48,30,41,38,10,6,239
LGA53010,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,10,0,0,25,3,9,53,42,42,29,17,5,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,9,3,4,4,3,0,0,35,0,0,0,0,0,0,4,0,0,8,0,3,9,9,7,0,6,0,0,32,0,3,4,7,3,5,0,0,0,17,0,0,8,3,9,3,0,0,0,27,0,0,13,9,0,0,4,0,0,32,0,0,6,5,3,5,0,0,0,21,0,0,3,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,8,4,17,8,12,0,72,4,20,58,45,39,55,28,18,0,269
LGA53080,0,5,7,5,4,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,5,18,39,30,37,29,20,8,0,186,11,44,110,99,80,62,51,11,0,460,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,11,0,14,16,8,0,0,60,0,0,0,3,0,3,7,0,0,17,0,0,0,0,3,3,0,0,0,10,0,0,0,0,6,9,0,0,0,11,0,6,4,0,7,3,6,0,0,23,3,4,7,3,0,5,4,0,0,21,0,0,8,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,8,0,6,5,3,0,0,20,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,10,26,20,32,27,17,7,0,147,3,17,65,34,78,73,50,14,0,338
LGA53150,0,9,21,33,22,17,10,3,0,109,0,0,0,0,0,0,0,0,0,4,0,0,0,8,12,11,0,3,0,36,34,35,47,65,73,59,50,66,55,495,52,201,517,821,953,696,326,180,83,3820,0,15,38,49,53,48,17,7,0,229,0,3,3,24,21,6,0,0,0,61,4,22,75,109,127,109,56,28,15,542,0,11,36,33,51,38,21,7,4,203,0,9,14,21,18,23,10,0,0,91,0,27,82,128,161,125,59,27,3,611,0,12,34,49,91,142,59,32,6,435,4,35,90,184,223,128,74,25,10,787,0,30,71,77,127,106,74,20,0,499,4,14,44,46,43,22,17,0,4,196,0,16,25,29,27,14,11,0,0,137,0,0,0,0,0,0,0,0,0,0,0,5,8,3,19,4,6,4,0,55,33,19,59,67,86,68,42,58,64,508,49,219,590,833,1053,848,452,216,106,4363
LGA53220,6,31,111,64,46,9,0,0,0,275,0,0,0,3,3,0,0,0,0,11,0,8,18,23,22,6,0,0,0,76,109,281,722,567,439,205,23,8,0,2353,143,740,2220,1682,1210,548,70,10,0,6630,0,7,56,34,13,7,0,0,0,126,0,0,10,5,7,0,0,0,0,32,10,118,730,477,346,147,23,0,0,1857,0,9,80,62,48,23,5,0,0,224,5,12,47,28,33,18,3,0,0,143,0,3,84,60,51,29,3,0,0,229,0,17,74,48,54,32,14,0,0,237,4,39,161,129,77,24,12,0,0,433,0,24,66,49,33,19,7,0,0,195,0,0,24,16,8,8,0,0,0,59,0,15,101,80,41,18,4,0,0,258,0,0,0,0,7,0,0,0,0,8,0,0,15,19,15,10,0,0,0,65,72,156,693,504,407,239,36,5,0,2115,93,410,2144,1505,1137,587,103,11,3,5985
LGA53290,9,38,62,68,54,29,7,4,4,288,0,0,0,0,0,7,0,0,0,9,6,4,4,9,9,10,9,0,0,49,125,63,136,155,179,137,163,149,68,1174,224,341,881,1103,1016,707,478,268,101,5110,0,6,16,25,16,15,9,0,0,86,0,0,10,7,8,7,4,0,0,40,15,69,191,206,217,171,100,37,9,1018,9,33,53,45,58,55,25,17,0,306,10,30,86,96,86,49,33,23,5,422,0,20,77,83,96,92,56,31,3,463,0,12,91,119,117,116,53,28,4,544,22,50,142,148,133,106,45,19,5,675,6,36,91,82,91,73,26,7,4,426,0,10,32,39,27,12,11,11,4,135,9,27,80,64,64,40,12,6,3,306,0,0,4,7,6,4,0,3,3,16,0,3,7,11,14,12,7,0,0,46,166,99,230,235,313,243,219,140,82,1727,249,404,1115,1159,1243,995,604,331,119,6219
LGA53360,0,8,24,19,17,6,12,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,9,7,20,40,48,41,28,18,7,3,213,18,64,257,291,211,159,90,23,8,1127,0,0,22,14,8,0,5,0,0,52,0,0,3,3,0,0,3,0,0,9,4,21,63,63,66,53,33,7,0,315,0,4,33,34,29,23,16,3,0,139,0,0,12,20,9,9,3,0,0,52,0,7,21,26,25,21,9,0,3,116,0,4,14,24,22,20,4,0,0,92,6,10,37,44,36,25,11,4,0,181,0,3,23,24,23,12,8,0,0,86,0,3,9,6,3,4,0,0,0,26,0,0,29,12,13,11,12,0,0,89,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,6,18,15,49,64,43,40,30,5,3,265,42,73,318,345,279,211,139,33,9,1433
LGA53430,13,61,129,116,98,70,29,9,4,525,0,5,0,0,0,0,0,3,0,11,0,3,27,39,34,30,8,8,5,152,140,121,349,284,310,322,288,360,206,2382,232,818,3053,2999,2829,2372,1237,720,300,14568,0,72,210,188,181,122,68,19,6,882,0,16,52,70,56,48,14,0,0,252,4,69,468,396,441,390,246,154,32,2205,4,47,218,175,172,129,92,53,18,902,0,18,90,109,79,61,36,9,3,396,11,77,504,400,388,313,181,74,15,1964,0,23,217,229,271,329,218,66,17,1364,19,99,476,478,481,365,231,70,28,2251,6,102,482,438,478,453,267,71,12,2315,17,83,301,228,179,129,71,16,0,1030,9,40,163,119,115,78,47,12,8,594,0,4,3,4,7,11,3,5,0,45,0,8,39,49,51,46,19,8,8,217,101,152,487,432,393,359,294,251,161,2630,193,813,3720,3299,3283,2829,1776,807,316,17041
LGA53570,3,11,19,33,17,23,8,4,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,11,38,19,32,81,45,91,54,40,5,422,56,83,221,367,304,420,270,97,20,1838,0,3,4,10,11,4,6,0,0,40,0,3,3,4,4,6,0,0,0,19,8,13,54,76,100,143,106,39,4,543,4,3,21,24,27,35,28,11,9,149,0,3,23,41,22,12,16,4,0,125,0,8,13,27,32,26,25,20,0,145,0,0,9,23,43,36,30,8,0,148,3,16,45,34,42,46,55,5,3,249,0,7,35,20,17,26,17,8,0,133,0,4,16,6,7,8,5,0,0,47,0,10,19,26,24,29,19,10,0,144,0,0,0,0,0,0,0,0,0,7,0,0,3,5,8,6,5,3,0,25,32,12,50,65,85,110,106,65,20,541,54,87,297,361,418,483,415,164,37,2316
LGA53640,0,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,6,10,17,9,3,0,3,70,12,30,66,85,79,72,23,5,5,381,0,0,0,5,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,19,13,8,9,3,0,0,59,0,0,3,3,6,0,0,0,0,22,0,6,18,18,11,13,10,5,0,84,0,0,10,6,0,3,5,0,0,31,0,0,8,7,6,14,0,0,0,44,0,4,16,13,13,15,0,0,0,66,0,3,11,5,12,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,6,16,9,34,23,18,9,5,126,15,38,94,85,105,95,49,13,10,494
LGA53710,0,0,3,0,4,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,9,11,8,15,0,57,10,11,64,60,60,59,24,15,4,306,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,8,14,9,11,5,4,0,66,0,0,4,3,3,0,4,0,0,16,0,0,10,0,6,10,0,3,0,40,0,0,3,6,9,12,4,0,0,33,0,3,10,3,4,11,8,0,0,34,7,3,21,6,9,16,0,0,0,66,0,0,5,3,5,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,8,16,14,26,10,5,8,110,18,17,75,70,71,82,52,17,12,406
LGA53780,116,376,726,578,330,255,123,35,0,2533,7,6,11,11,14,14,4,6,0,74,4,23,114,125,71,57,36,10,5,437,858,846,1649,1499,1192,1054,750,691,318,8860,1629,3955,10918,9356,7398,5578,3011,1465,453,43755,5,113,466,407,263,139,84,20,6,1504,51,147,695,541,229,73,23,11,0,1763,111,661,2341,2446,2025,1573,1011,446,102,10716,40,244,619,440,416,353,260,151,35,2555,12,46,162,158,133,85,41,18,0,653,40,365,1150,950,706,589,339,127,24,4289,24,157,614,713,659,511,263,102,14,3058,138,658,2820,2595,1608,989,507,217,50,9584,130,428,1350,1241,893,669,312,81,12,5132,69,170,403,260,146,67,58,33,3,1211,90,323,916,633,457,275,179,56,19,2937,13,22,15,18,23,28,25,13,5,166,4,36,145,156,117,78,38,24,6,605,522,712,1607,1381,1027,890,684,618,357,7802,1257,4076,13298,11943,8696,6327,3828,1923,641,51982
LGA53800,48,96,182,218,108,69,45,20,5,797,9,5,5,6,4,0,0,0,0,27,3,14,19,33,49,15,8,0,0,148,298,269,465,460,467,382,327,279,108,3051,622,1213,2716,3125,2826,2060,1057,570,174,14357,9,12,76,73,44,33,11,3,0,263,11,28,43,39,29,18,6,0,0,167,48,247,585,655,664,560,332,142,28,3267,23,109,229,177,216,196,111,42,14,1117,26,43,69,110,106,75,41,13,0,492,15,93,338,346,322,292,142,78,16,1641,10,57,248,326,398,259,130,35,10,1471,48,138,487,490,464,316,141,57,12,2156,41,98,258,289,273,226,98,13,0,1310,12,25,65,54,46,33,17,7,0,256,37,106,209,184,179,86,61,30,3,894,5,13,3,5,3,11,14,9,0,59,0,13,28,36,49,24,6,5,4,164,333,284,584,541,610,483,385,319,138,3682,612,1270,3230,3329,3407,2608,1508,758,222,16949
LGA53920,0,0,5,10,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,9,37,26,54,38,50,23,13,15,11,263,44,77,243,137,172,135,42,14,11,877,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,11,0,7,27,21,10,9,7,0,0,79,0,3,6,9,4,0,0,0,0,32,0,8,3,6,8,8,0,0,0,36,0,0,20,17,13,12,0,0,0,70,0,14,34,21,19,25,4,0,0,114,4,4,23,9,11,9,0,0,0,64,0,11,28,13,20,18,9,0,0,104,0,5,4,0,0,0,0,0,0,9,0,0,4,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,8,112,75,200,144,96,66,37,20,7,749,116,123,362,253,203,152,57,19,9,1296
LGA53990,20,61,128,144,91,40,28,13,0,527,0,0,4,0,0,0,3,0,0,10,4,0,12,29,25,18,8,0,0,88,167,98,242,275,266,239,173,132,38,1642,351,618,1672,2095,1954,1425,733,302,67,9215,0,10,41,51,54,35,14,8,0,212,9,21,38,26,22,12,0,5,0,135,46,162,495,566,556,422,273,78,18,2608,21,45,153,128,117,113,65,29,4,681,11,12,64,81,71,52,39,15,0,343,10,40,175,205,210,226,131,48,10,1061,13,20,164,244,260,237,120,38,8,1097,35,105,352,337,341,215,138,43,13,1564,37,46,184,228,180,174,69,15,3,927,8,15,45,49,33,16,18,11,8,198,12,65,152,161,112,73,48,6,3,631,3,0,10,4,4,0,7,6,0,26,0,5,29,30,24,30,12,4,0,128,237,101,275,322,339,299,300,181,57,2121,435,635,2163,2432,2318,1909,1220,489,123,11722
LGA54060,0,7,23,25,14,6,4,0,0,88,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,3,0,0,11,17,3,25,34,45,39,48,47,15,269,30,56,180,281,270,258,180,88,16,1347,4,0,4,5,5,4,3,0,0,20,0,0,0,3,0,4,0,0,0,11,4,13,46,53,76,71,58,33,7,364,0,12,15,14,21,35,21,5,0,124,3,4,5,20,9,12,5,5,5,78,0,0,21,22,22,28,31,3,0,132,0,0,12,20,31,35,15,3,0,124,4,7,22,33,32,27,27,11,4,169,0,6,16,14,13,12,14,7,0,89,0,0,0,0,5,5,4,5,0,27,0,3,22,20,20,10,8,0,0,90,0,0,0,0,0,0,3,4,0,9,0,0,0,0,4,8,4,0,0,17,25,3,29,43,51,57,72,35,13,327,41,61,190,267,285,304,271,119,25,1570
LGA54130,0,0,3,8,0,4,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,5,13,11,14,7,4,4,0,49,10,19,84,76,73,41,28,9,3,352,0,3,0,4,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,5,0,10,18,16,12,18,11,3,3,84,0,0,7,3,8,7,0,0,0,19,0,3,14,20,15,14,4,0,0,77,0,0,0,0,5,5,5,3,0,16,0,4,10,5,10,10,3,0,0,43,0,7,22,9,7,4,3,0,0,52,0,0,5,3,0,4,0,0,0,21,0,0,3,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,25,17,14,21,10,14,0,115,12,32,109,86,90,83,40,28,6,482
LGA54170,136,484,749,912,769,477,183,68,24,3798,13,12,7,11,13,12,11,4,5,88,9,32,100,132,158,124,45,24,11,634,790,594,953,1082,1255,1100,770,843,434,7822,1770,5388,11729,15792,16619,12355,5173,2397,855,72072,9,257,482,634,580,447,241,68,13,2737,32,130,380,560,479,232,68,8,0,1882,113,798,2149,2688,3117,3057,1935,653,176,14687,77,416,1228,1167,1203,922,533,223,41,5806,11,73,256,285,252,141,57,28,15,1120,57,533,1459,1709,1953,1526,757,268,88,8349,46,267,975,1579,1828,1771,868,258,83,7670,186,760,2399,3562,3617,2568,1520,428,137,15188,184,594,1418,1697,1564,1253,634,122,44,7506,110,338,562,511,333,230,166,54,23,2319,120,328,773,760,823,551,316,75,23,3774,23,18,12,13,22,20,18,22,8,162,6,46,116,153,213,129,90,44,13,803,548,451,947,1078,1089,1048,836,591,411,6997,1510,5013,13140,16404,17078,13904,8052,2839,1065,79002
LGA54200,49,142,288,303,177,141,85,17,0,1206,9,3,0,4,6,7,5,0,0,34,0,9,35,58,53,39,17,13,4,233,323,220,430,542,509,489,398,386,216,3524,675,1620,3924,4654,4478,4019,2429,1189,400,23382,5,55,166,204,157,121,137,39,8,894,12,32,162,186,104,54,17,0,0,576,57,366,1012,1148,1162,977,730,369,74,5901,28,130,294,259,232,241,193,94,16,1476,6,35,110,130,123,72,41,27,9,539,36,122,436,461,480,437,298,147,30,2450,13,85,308,470,489,479,353,155,32,2374,73,213,880,963,860,644,425,165,39,4255,45,174,441,512,521,397,273,97,15,2474,29,88,202,169,117,67,47,31,14,754,46,152,361,294,282,140,126,32,10,1451,12,3,16,8,5,3,13,4,5,75,4,17,48,65,77,54,29,15,8,310,260,216,526,489,481,509,443,398,202,3528,617,1688,4959,5353,5096,4196,3121,1581,458,27061
