LGA_CODE_2021,C11_70_74_Married_P,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Sep_P,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Div_P,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Wid_P,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_Nvr_marrd_P,C11_70_74_Tot_M,C11_70_74_Tot_F,C11_70_74_Tot_P,C11_75_79_Married_M,C11_75_79_Married_F,C11_75_79_Married_P,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Sep_P,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Div_P,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Wid_P,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_Nvr_marrd_P,C11_75_79_Tot_M,C11_75_79_Tot_F,C11_75_79_Tot_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Married_P,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Sep_P,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Div_P,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Wid_P,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_Nvr_marrd_P,C11_80_84_Tot_M,C11_80_84_Tot_F,C11_80_84_Tot_P,C11_85_over_Married_M,C11_85_over_Married_F,C11_85_over_Married_P,C11_85_over_Seprtd_M,C11_85_over_Seprtd_F,C11_85_over_Seprtd_P,C11_85_over_Divorce_M,C11_85_over_Divorce_F,C11_85_over_Divorce_P,C11_85_over_Wid_M,C11_85_over_Wid_F,C11_85_over_Wid_P,C11_85_over_Nvr_mard_M,C11_85_over_Nvr_mard_F,C11_85_over_Nvr_mard_P,C11_85_over_Tot_M,C11_85_over_Tot_F,C11_85_over_Tot_P,C11_Tot_Married_M,C11_Tot_Married_F,C11_Tot_Married_P,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Sep_P,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Div_P,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_Wid_P,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_nver_marrie_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Married_P,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Sep_P,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Div_P,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Wid_P,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_Nvr_marrd_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Married_P,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Sep_P,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Div_P,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Wid_P,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_Nvr_marrd_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Married_P,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Sep_P,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Div_P,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Wid_P,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_Nvr_marrd_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Married_P,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Sep_P,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Div_P,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Wid_P,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_Nvr_marrd_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Married_P,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Sep_P,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Div_P,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Wid_P,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_Nvr_marrd_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Married_P,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Sep_P,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Div_P,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Wid_P,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_Nvr_marrd_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Married_P,C16_45_49_Sep_M
LGA50840,141,9,3,12,15,15,29,8,21,35,4,0,4,116,102,213,43,26,75,5,0,5,0,9,11,0,22,26,6,0,6,62,51,116,19,19,38,0,0,0,0,4,3,8,27,32,0,0,0,28,45,72,15,8,19,0,0,0,0,0,0,8,29,36,0,0,3,26,36,61,939,958,1897,56,63,126,167,206,378,51,146,197,457,378,838,1674,1758,3424,0,0,0,0,0,0,0,0,0,0,0,0,140,121,254,138,121,261,0,4,5,0,0,0,0,0,0,0,0,0,58,62,118,62,70,127,16,26,43,0,0,6,0,0,0,0,0,0,56,31,88,74,61,133,39,50,86,0,3,8,0,3,3,0,0,0,35,37,72,76,93,171,63,71,135,4,10,12,6,5,6,0,0,0,30,40,67,93,128,223,80,99,184,0,6,11,10,13,24,0,0,0,35,36,69,130,154,285,83,92,179,5
LGA50910,37,0,0,4,0,5,5,0,6,8,3,0,3,21,30,52,13,10,20,0,0,0,4,0,5,3,4,10,0,0,0,18,22,40,8,4,14,0,0,0,0,0,0,4,9,8,0,0,0,8,13,19,6,0,4,0,0,0,0,0,0,7,13,23,0,0,0,14,23,33,206,202,411,11,10,14,44,21,62,20,47,71,113,82,196,384,362,749,0,0,0,0,0,0,0,0,0,0,0,0,16,20,37,16,20,37,0,0,0,0,0,0,0,0,0,0,0,0,16,22,37,16,21,41,0,8,6,0,0,0,0,0,0,0,0,0,19,15,29,21,18,41,8,8,10,0,0,0,0,0,3,0,0,0,22,5,25,27,18,40,10,25,39,0,3,4,0,0,0,0,0,0,11,3,14,20,30,56,14,11,26,0,0,0,0,0,5,0,0,0,7,7,15,23,21,42,18,31,51,0
LGA50980,85,11,8,17,20,4,27,7,20,31,16,9,29,105,79,186,34,17,52,3,0,8,11,3,8,0,14,21,15,11,18,59,46,107,17,10,22,0,0,0,4,4,5,13,16,29,6,6,15,43,38,81,13,5,14,0,0,0,0,0,0,12,11,27,0,5,5,29,18,41,2085,1995,4080,203,200,398,438,443,878,97,183,278,2978,2759,5742,5792,5582,11372,0,5,14,0,0,0,0,0,0,0,0,0,474,375,853,484,384,866,15,25,41,0,4,4,0,4,3,0,0,0,404,428,837,425,460,881,113,146,254,7,15,16,0,7,7,0,4,8,529,557,1086,645,721,1369,247,299,547,13,16,25,16,13,31,0,3,3,423,468,894,698,800,1501,274,339,617,20,29,41,19,43,62,0,7,7,292,345,631,602,752,1352,323,286,606,30,35,69,27,48,72,0,5,5,264,224,496,647,594,1243,285,259,542,30
LGA51080,24,3,0,0,0,0,0,0,4,5,0,0,0,24,15,42,6,4,12,0,0,0,0,0,3,0,7,7,4,0,4,10,12,21,8,5,8,0,0,0,0,0,0,0,3,4,0,0,0,5,11,18,5,0,5,0,0,0,0,0,0,0,8,8,0,0,0,5,8,14,242,237,479,13,13,20,25,36,58,9,29,38,145,90,236,419,408,830,0,0,0,0,0,0,0,0,0,0,0,0,33,21,50,33,21,47,0,0,0,0,0,0,0,0,0,0,0,0,27,22,50,27,22,50,3,9,13,0,0,0,0,0,0,0,0,0,22,21,44,24,34,64,33,25,58,0,0,5,0,0,0,0,0,0,8,14,22,42,37,83,17,22,45,0,0,0,0,0,0,0,0,0,12,14,28,30,38,70,21,17,36,3,0,3,0,0,3,0,0,0,5,8,15,33,28,65,23,28,55,0
LGA51120,25,0,0,0,5,4,11,0,7,9,5,0,5,16,22,41,14,10,22,0,0,0,0,0,6,0,10,10,0,0,0,16,19,33,7,0,8,0,0,0,0,0,0,0,15,16,0,0,0,10,16,27,0,0,4,0,0,0,0,0,0,6,20,19,0,0,0,11,17,26,216,225,439,10,10,17,38,20,56,15,53,69,89,64,156,371,367,743,0,0,0,0,0,0,0,0,0,0,0,0,17,12,27,17,12,30,0,0,0,0,0,0,0,0,0,0,0,0,11,17,27,11,17,28,5,7,14,0,0,0,0,0,0,0,0,0,16,11,25,26,18,42,11,19,35,0,0,0,0,0,0,0,0,0,7,8,21,23,31,49,16,13,30,0,0,0,0,0,4,0,0,0,8,3,8,24,18,42,27,22,45,0,0,5,0,5,5,0,0,0,5,5,11,29,33,64,18,14,34,3
LGA51190,706,11,9,20,61,60,122,20,174,191,30,7,38,513,567,1080,283,234,522,8,15,20,23,47,71,45,210,250,14,4,16,374,508,883,218,145,368,12,4,9,17,23,42,60,281,339,13,7,19,319,465,781,131,54,185,3,0,5,7,14,21,94,366,458,7,10,8,244,436,679,5836,5721,11555,467,516,977,1167,1536,2705,297,1327,1626,4994,3988,8981,12757,13084,25845,0,0,0,0,0,0,0,0,0,0,0,0,924,836,1757,924,839,1762,44,68,113,3,8,14,0,0,5,0,5,5,888,825,1714,933,902,1841,211,323,535,18,27,39,4,15,20,0,0,0,833,705,1542,1066,1064,2127,406,491,898,44,53,96,29,37,66,3,0,3,557,456,1008,1040,1038,2075,540,544,1092,57,54,107,54,64,120,0,4,4,388,325,713,1039,989,2030,528,515,1039,70,66,139,67,126,190,4,9,17,312,273,588,974,992,1968,577,586,1164,83
LGA51260,840,10,10,18,59,58,119,32,123,161,11,14,20,569,587,1159,332,291,621,9,10,13,29,36,62,39,162,202,12,18,25,413,507,919,233,153,393,4,7,10,12,24,39,61,219,283,10,6,19,326,415,738,127,46,176,3,0,4,3,16,22,64,303,365,4,14,14,207,374,581,6358,6476,12843,294,417,715,861,1244,2105,277,1049,1324,3600,3200,6800,11392,12385,23782,4,5,8,0,0,0,0,0,0,0,0,0,1096,1017,2118,1102,1022,2122,20,47,60,6,7,16,0,0,0,0,0,0,696,680,1383,723,743,1460,160,243,404,10,17,36,3,5,11,3,4,6,619,545,1160,804,818,1618,453,667,1118,17,36,54,19,33,49,0,8,7,519,410,919,1003,1146,2158,668,759,1422,46,66,111,34,58,92,0,7,6,327,322,651,1072,1214,2286,830,853,1684,57,78,133,81,151,230,0,8,10,299,303,602,1270,1392,2657,804,837,1643,69
LGA51310,552,3,11,16,31,37,71,22,86,106,30,32,57,377,428,810,217,195,416,5,5,8,13,37,49,22,137,160,8,54,65,269,428,696,206,126,330,3,8,11,12,21,35,28,169,197,8,36,38,257,358,617,144,81,230,3,3,4,3,14,19,70,317,390,7,91,96,232,510,743,5292,5418,10709,156,208,365,474,720,1194,179,859,1037,3384,3071,6453,9482,10272,19760,0,0,7,0,0,0,0,0,0,0,0,0,842,841,1682,843,842,1690,19,27,43,0,0,0,0,0,0,0,0,3,771,706,1481,788,731,1525,81,155,238,0,5,8,4,8,3,0,4,4,648,522,1167,736,685,1424,317,408,724,3,11,13,10,22,31,0,0,0,337,308,646,670,749,1423,511,655,1162,10,17,27,19,26,45,3,0,4,213,151,361,750,854,1604,732,840,1580,19,34,55,43,48,91,0,6,7,150,129,278,944,1061,2009,831,870,1706,25
LGA51330,1552,21,28,52,110,171,282,56,321,373,51,40,90,1077,1272,2347,616,436,1053,21,18,35,63,99,165,90,370,461,21,37,61,816,960,1771,437,273,701,10,13,18,36,59,99,93,477,568,24,26,48,596,844,1436,247,135,385,8,5,12,17,29,40,132,654,786,24,47,68,422,862,1288,17221,17282,34505,741,894,1636,1948,2950,4898,525,2576,3099,14827,11824,26653,35265,35525,70789,8,22,30,0,3,3,4,0,5,6,0,6,3278,2912,6188,3287,2936,6223,158,330,488,5,11,17,0,8,11,4,6,4,4339,3435,7770,4505,3791,8297,996,1380,2378,24,43,69,36,39,73,7,3,8,3041,2194,5240,4100,3663,7763,1963,2262,4227,64,83,137,64,88,150,9,10,15,1573,1058,2631,3659,3497,7160,2187,2217,4408,80,125,205,108,136,243,4,8,16,793,594,1387,3184,3073,6255,2142,2203,4342,83,117,206,152,252,400,9,25,32,523,418,943,2904,3015,5917,2135,2122,4253,108
LGA51400,215,0,3,4,10,18,25,9,34,39,3,8,5,140,156,293,64,40,97,0,3,3,6,8,9,9,32,38,5,4,6,79,81,157,54,21,72,0,0,0,0,0,0,10,23,34,0,4,7,68,51,120,15,6,17,0,0,0,0,0,7,4,23,28,0,0,3,24,33,59,3041,3119,6154,139,193,331,356,401,755,66,206,273,1633,1461,3097,5236,5376,10610,0,3,3,0,0,0,0,0,0,0,0,0,709,708,1420,709,713,1425,19,37,56,0,3,5,0,5,5,0,0,0,384,345,727,400,390,795,112,179,287,7,16,20,0,14,13,0,0,0,283,263,540,398,470,867,250,315,565,11,24,35,7,25,38,0,0,0,185,183,368,457,543,1006,329,394,724,20,29,49,26,28,55,0,0,0,141,129,270,517,585,1096,451,479,932,38,48,78,50,69,119,0,0,0,126,120,242,660,719,1375,495,526,1015,31
LGA51470,12,0,0,0,0,0,0,0,0,0,0,0,0,6,7,16,0,4,4,0,0,0,4,3,4,0,3,4,0,0,0,5,7,12,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,121,117,236,12,8,17,26,22,49,7,12,19,69,50,118,227,207,437,0,0,0,0,0,0,0,0,0,0,0,0,10,8,15,10,5,18,0,0,0,0,0,0,0,0,0,0,0,0,16,14,26,16,14,26,5,0,5,0,0,0,0,0,0,0,0,0,16,15,27,14,17,31,6,10,14,0,0,0,0,0,4,0,0,0,14,4,18,19,14,30,14,13,26,0,3,3,0,0,0,0,0,0,5,3,12,20,19,37,7,5,12,0,0,0,6,3,8,0,0,0,4,0,7,15,14,22,7,8,16,4
LGA51540,108,16,0,19,30,15,43,8,15,26,3,3,9,117,85,202,41,19,61,0,0,8,5,9,11,5,16,21,0,3,8,59,48,109,25,3,27,0,0,0,7,0,7,12,24,41,5,3,7,43,33,81,8,0,10,0,0,0,3,0,3,6,25,28,3,4,6,17,29,50,960,963,1919,111,64,176,239,190,426,52,164,217,943,792,1735,2303,2176,4479,0,0,0,0,0,0,0,0,0,0,0,0,128,135,260,128,135,260,0,7,7,0,0,0,0,0,0,0,0,0,143,149,293,141,158,300,34,56,88,6,5,9,0,4,5,0,0,0,139,142,283,180,207,386,58,81,143,3,11,14,7,8,13,4,0,4,118,90,207,185,189,372,80,100,171,4,9,10,19,16,33,0,0,0,66,81,146,163,198,358,100,85,183,7,3,9,9,14,24,0,0,0,74,60,133,184,164,350,103,86,188,9
LGA51610,34,0,0,0,8,0,8,3,3,7,0,0,0,32,15,43,8,6,9,0,0,4,4,0,4,0,0,0,3,0,3,13,6,21,3,3,5,3,0,3,0,0,0,8,0,4,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,282,279,564,18,11,34,43,34,77,15,13,30,132,83,211,481,433,910,0,0,0,0,0,0,0,0,0,0,0,0,35,42,73,35,42,73,0,4,4,0,0,0,0,0,0,0,0,0,22,15,33,23,17,40,0,10,12,0,0,0,0,0,0,0,0,0,16,5,21,20,17,35,14,24,43,0,0,0,0,0,0,0,0,0,18,9,27,38,40,74,38,43,83,3,0,3,0,0,0,0,0,0,0,12,13,43,58,99,27,34,64,3,6,4,4,3,7,0,0,0,13,3,23,50,46,97,51,54,102,3
LGA51680,134,4,0,5,9,10,20,3,14,14,5,0,5,100,78,178,40,17,54,0,0,0,6,4,8,0,7,9,4,0,3,56,31,83,17,6,21,0,0,0,3,4,8,3,10,7,3,0,3,20,23,40,6,0,8,0,0,0,0,0,0,3,8,13,0,0,0,17,10,28,1032,1064,2091,60,38,100,150,167,315,27,57,83,464,396,864,1728,1723,3452,0,0,0,0,0,0,0,0,0,0,0,0,228,180,408,230,180,413,0,5,4,0,0,0,0,0,0,0,0,0,98,113,211,101,111,220,19,41,63,7,0,5,0,0,0,0,0,0,69,64,130,92,112,206,53,86,143,5,0,4,4,6,9,0,0,0,54,54,109,115,152,262,96,98,194,3,8,9,12,11,27,0,0,0,63,24,89,171,135,311,134,160,293,8,6,19,9,12,27,0,4,4,41,29,72,199,215,414,165,172,342,6
LGA51710,22,0,0,0,0,0,0,4,5,5,0,0,0,22,7,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,298,921,36,9,48,44,26,72,9,25,33,614,127,734,1328,474,1809,0,0,0,0,0,0,0,0,0,0,0,0,34,36,70,34,36,70,0,5,10,0,0,0,0,0,0,0,0,0,75,30,99,79,33,108,27,20,48,0,0,0,0,0,0,0,0,0,84,23,105,110,47,157,35,36,65,7,0,7,4,0,8,0,3,3,63,22,81,106,62,160,59,42,99,7,0,7,3,4,10,0,0,0,30,10,40,101,58,151,44,38,79,9,0,6,3,9,8,0,0,0,22,6,31,81,50,125,40,42,83,6
LGA51750,270,0,6,9,21,30,47,7,40,54,19,14,32,205,202,411,83,80,163,0,4,0,15,21,37,17,52,66,7,14,22,123,168,294,79,52,131,3,0,3,5,16,25,19,115,129,4,14,24,110,193,305,71,34,107,0,0,0,4,14,18,35,212,252,3,15,21,115,276,384,1790,1823,3606,68,98,173,232,428,664,96,476,577,1517,1290,2809,3701,4125,7822,0,0,0,0,0,0,0,0,0,0,0,0,478,327,808,481,327,815,3,8,11,0,0,0,0,0,0,0,0,0,354,292,652,357,304,663,24,47,66,0,3,3,0,4,3,0,0,0,297,251,541,318,297,620,92,134,227,4,3,7,7,7,5,0,0,0,144,133,274,243,276,517,145,153,293,5,7,13,7,11,16,0,0,0,85,55,140,236,223,461,204,225,422,8,7,11,15,30,44,0,3,5,51,46,102,265,307,580,211,264,480,11
LGA51820,1467,25,24,47,112,170,275,63,311,370,34,25,58,1075,1147,2225,639,421,1059,19,15,28,71,88,158,85,402,490,23,15,39,838,941,1779,327,206,533,14,8,16,40,42,80,113,424,539,17,14,32,502,691,1198,155,79,234,7,5,7,11,18,27,125,504,627,11,21,39,311,633,941,17924,17972,35897,881,1094,1973,2440,3280,5722,598,2347,2948,13193,11198,24392,35042,35893,70932,5,15,15,0,0,0,0,3,0,5,0,5,3248,3134,6378,3255,3151,6405,87,191,279,7,9,15,6,6,11,0,0,6,3272,3139,6409,3378,3350,6722,786,1355,2143,38,59,95,31,51,81,4,4,6,2993,2612,5604,3845,4082,7929,2229,2780,5013,86,140,233,68,113,184,0,9,8,1948,1497,3442,4330,4542,8874,2725,2795,5522,130,187,318,172,209,383,3,21,24,1218,1002,2220,4244,4214,8461,2639,2576,5216,137,219,350,260,336,596,10,26,31,926,802,1724,3973,3952,7921,2508,2513,5020,164
LGA51860,15,0,0,0,0,0,0,0,0,0,0,0,0,11,6,19,0,5,11,0,0,0,0,0,0,4,0,4,0,0,0,3,6,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,175,171,343,0,0,0,6,0,7,5,5,12,33,31,62,215,204,421,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29,13,16,29,0,0,10,0,0,0,0,0,0,0,0,0,13,0,17,15,10,22,0,8,8,0,0,0,0,0,0,0,0,0,4,0,8,4,12,11,21,22,51,0,0,0,0,0,0,0,0,0,0,5,5,24,32,55,15,14,25,0,0,0,0,0,0,0,0,0,0,0,0,20,16,29,13,15,30,0,0,0,3,0,3,0,0,0,0,5,9,15,17,40,10,10,22,0
LGA51890,163,6,6,10,16,14,30,8,36,49,9,4,10,127,135,260,70,61,133,7,0,5,13,8,19,16,55,73,4,4,7,115,127,244,45,20,65,4,0,4,4,4,3,16,62,80,9,0,9,78,89,164,27,16,43,0,7,7,3,0,3,14,74,90,0,0,4,49,97,144,1891,1675,3569,151,129,274,368,305,671,81,323,404,1477,960,2438,3965,3392,7362,0,0,0,0,0,0,0,0,0,0,0,0,289,277,559,289,277,559,10,16,27,0,0,0,0,0,0,0,0,0,275,206,489,283,227,511,42,84,127,4,7,11,0,4,4,0,0,0,175,182,356,218,278,499,107,118,231,4,7,9,0,9,15,0,3,3,143,98,239,256,234,491,124,117,245,11,21,32,9,14,24,0,0,0,91,82,173,239,231,468,120,151,274,14,22,34,17,27,40,0,4,4,87,67,153,231,269,500,154,174,325,17
LGA51960,15,3,0,3,12,6,16,3,8,12,4,0,4,31,22,48,4,5,13,0,0,0,5,3,7,0,5,6,0,0,0,15,15,31,0,0,4,0,0,0,0,0,0,4,3,9,0,0,0,4,6,12,3,0,3,0,0,0,0,0,0,7,4,4,0,0,0,6,4,9,633,575,1210,83,54,139,168,114,277,20,60,86,800,492,1292,1696,1302,2996,0,0,0,0,0,0,0,0,0,0,0,0,119,112,228,119,112,228,4,11,15,0,0,0,0,0,0,0,0,0,96,91,182,104,98,199,36,53,91,3,0,3,0,0,0,0,0,3,117,87,209,167,141,302,62,63,126,9,4,12,0,0,5,0,0,0,90,69,157,159,132,293,68,68,128,6,8,16,3,0,6,0,0,0,55,44,96,131,111,246,57,62,122,11,13,20,0,9,12,0,0,0,42,46,87,117,127,244,80,74,159,3
LGA52030,29,0,0,3,8,0,10,3,5,4,4,0,4,36,18,54,16,13,27,0,0,0,7,0,7,0,7,7,3,0,3,23,16,41,7,5,10,0,0,0,0,0,0,3,0,5,0,0,0,5,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,245,245,487,16,9,15,71,41,108,10,23,38,145,86,225,480,404,876,0,0,0,0,0,0,0,0,0,0,0,0,22,8,32,22,8,32,0,0,0,0,0,0,0,0,0,0,0,0,11,18,26,11,18,26,0,0,3,0,0,0,0,0,0,0,0,0,39,21,65,44,25,68,5,5,12,0,0,0,0,0,0,0,0,0,10,8,23,19,14,30,8,13,23,0,0,0,4,0,4,0,0,0,12,8,22,28,18,47,16,16,33,0,0,0,0,0,0,0,0,0,17,10,25,31,23,53,25,21,44,0
LGA52100,45,0,0,0,0,3,0,0,0,4,0,0,0,27,30,56,17,12,29,0,0,0,0,0,0,4,8,13,0,0,0,17,22,40,14,6,19,0,0,0,0,3,3,0,10,10,0,0,0,11,17,32,9,6,11,0,0,3,0,0,0,0,16,21,0,0,0,11,24,33,259,255,516,13,15,26,46,40,89,16,48,69,113,68,180,444,433,876,0,0,0,0,0,0,0,0,0,0,0,0,29,15,44,27,15,48,0,4,4,0,0,0,0,0,0,0,0,0,30,20,47,30,19,57,7,9,19,0,0,0,0,0,0,0,0,0,30,15,45,41,21,60,16,20,29,0,5,5,0,0,3,0,3,3,5,8,16,22,29,56,19,21,39,0,0,0,0,4,0,0,0,0,7,9,19,35,28,66,24,32,53,0,0,4,4,0,7,0,0,0,6,9,10,31,41,71,23,26,44,0
LGA52170,179,0,0,0,13,23,40,0,25,25,11,3,16,127,129,254,65,39,104,4,0,3,4,13,22,10,30,41,10,8,14,89,92,184,44,34,72,0,0,0,3,11,10,9,47,58,6,9,10,61,96,158,29,12,40,0,0,0,13,7,19,20,115,131,5,7,13,61,137,199,1520,1571,3092,45,59,108,226,279,505,53,269,324,1199,1053,2252,3045,3238,6279,0,0,0,0,0,0,0,0,0,0,0,0,230,231,459,230,230,459,0,0,0,0,0,0,0,0,0,0,0,0,207,197,409,207,197,409,13,30,40,0,0,4,0,0,0,0,0,0,232,216,444,247,244,494,61,108,172,0,3,3,3,4,11,0,0,0,133,139,269,201,258,457,117,130,249,6,4,12,3,18,19,0,0,0,76,54,136,210,205,415,139,155,290,4,8,10,12,20,27,0,3,3,48,36,86,204,221,416,192,226,422,5
LGA52240,34,0,0,0,0,3,3,0,3,3,4,0,4,24,23,49,8,11,24,0,0,0,7,0,4,0,6,6,0,0,0,14,17,35,8,6,9,0,0,0,0,0,0,0,3,3,0,0,0,11,10,18,7,4,9,0,0,0,0,0,0,0,4,4,0,0,0,8,3,13,251,235,487,15,15,30,50,22,79,8,31,33,132,82,215,462,382,844,0,0,0,0,0,0,0,0,0,0,0,0,12,19,35,12,19,35,0,0,3,0,0,0,0,0,0,0,0,0,13,18,27,13,21,33,10,17,22,0,0,3,0,0,0,0,0,0,23,6,27,32,24,55,16,19,30,0,0,0,0,0,0,0,0,0,10,14,24,27,31,55,23,28,49,0,0,3,0,0,0,0,0,0,13,15,24,37,39,76,22,21,44,0,0,4,0,0,0,0,0,0,14,10,20,43,26,72,26,19,48,0
LGA52310,33,0,0,0,0,3,3,6,3,9,0,0,0,23,26,50,7,6,10,0,0,0,5,0,3,3,0,5,0,0,0,16,6,18,10,6,12,0,0,0,0,0,0,0,3,3,0,0,0,10,4,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,209,210,416,22,11,30,36,21,56,11,15,26,76,75,156,352,337,689,0,0,0,0,0,0,0,0,0,0,0,0,18,16,33,18,16,33,0,0,0,0,0,0,0,0,0,0,0,0,18,6,18,18,6,25,9,9,19,0,0,0,0,0,0,0,0,0,18,13,33,26,22,48,13,12,32,0,0,0,0,0,0,0,0,0,7,11,17,22,24,47,15,15,28,0,0,0,0,0,0,0,0,0,5,8,11,19,22,41,9,22,27,0,0,0,3,0,6,0,0,0,14,7,24,31,26,55,18,22,42,5
LGA52380,5,0,0,0,0,0,4,0,0,0,0,0,0,7,7,13,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,41,87,15,0,20,18,9,26,0,4,8,51,33,85,127,99,221,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,4,4,7,3,0,3,0,0,0,0,0,0,0,0,0,4,9,14,9,9,16,0,0,3,0,0,0,0,0,0,0,0,0,6,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,0,8,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,5,0,6,0
LGA52450,44,0,0,0,0,4,4,3,3,3,0,0,0,20,34,54,17,13,29,0,0,0,0,0,0,3,6,6,0,0,0,24,19,37,10,4,16,0,0,0,0,0,0,5,8,10,0,0,0,15,13,31,11,4,9,0,0,0,0,0,0,0,19,17,0,0,0,10,21,28,286,279,568,10,21,30,34,30,66,22,36,56,217,124,336,573,491,1060,0,0,0,0,0,0,0,0,0,0,0,0,130,45,175,128,45,175,0,5,5,0,0,0,0,0,0,0,0,0,40,19,62,37,22,61,12,22,32,0,0,0,0,0,0,0,0,0,25,20,44,42,38,73,23,29,51,0,0,0,0,0,0,0,0,0,18,12,30,42,41,82,36,37,65,0,0,0,0,0,0,0,0,0,9,7,20,49,45,92,36,31,69,0,4,4,0,0,0,0,0,0,13,11,23,50,41,93,19,25,46,0
