LGA_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
LGA50840,3,3,0,6,6,0,24,0,11,0,4,3,0,14,10,17,7,28,6,0,69,31,3,0,28,3,0,74,24,0,0,26,7,0,53,46,0,0,20,0,0,68,23,0,0,8,0,0,30,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,0,17,137,45,9,130,31,3,355,0,0,0,3,6,0,13,0,0,0,0,3,0,4,8,21,0,13,3,0,45,12,3,0,18,3,0,46,12,0,0,10,6,0,30,24,0,0,25,0,0,58,50,0,0,35,4,0,93,30,0,0,9,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50910,0,3,3,0,0,0,6,0,7,0,0,0,0,10,0,6,0,3,0,0,14,4,9,0,10,3,0,21,0,0,3,8,0,0,16,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,8,6,22,11,23,9,0,67,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,3,8,0,0,19,0,4,0,8,0,0,16,0,3,0,10,0,0,11,5,0,0,4,4,0,14,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50980,0,203,69,3,31,5,303,0,160,30,5,35,0,226,8,165,12,10,90,0,282,10,163,0,19,157,0,349,10,61,0,15,59,0,142,25,42,6,32,58,0,154,34,46,0,31,37,0,156,91,27,0,61,44,0,225,111,7,0,54,23,0,192,118,0,0,35,8,0,168,106,6,0,21,13,0,142,47,6,0,18,8,0,81,28,0,0,9,4,0,35,30,0,0,26,29,0,81,38,88,11,19,70,9,230,654,957,125,347,660,17,2767,3,121,11,4,15,0,154,0,83,0,4,16,0,102,0,235,6,12,28,7,291,17,168,12,16,78,7,293,8,72,4,19,77,0,190,36,116,0,19,103,0,270,85,91,0,34,99,3,319,177,33,4,58,68,4,338,198,9,3,48,30,0,289,142,7,0,30,13,0,195,97,3,0,25,25,0,145,49,3,0,14,0,0,66,16,0,0,3
LGA51080,0,0,6,7,7,0,17,0,0,0,0,0,0,0,0,7,0,7,0,0,22,0,9,0,0,0,0,15,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,11,0,22,6,25,16,0,72,0,0,0,0,3,0,5,0,0,0,4,0,0,8,0,5,0,5,5,0,15,7,5,0,10,0,0,22,0,3,0,4,0,0,5,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,5,10,5,9,0,25,0,0,0,0,5,0,10,0,7,0,6,7,0,17,0,0,0,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,15,12,36,25,0,88,0,0,0,0,4,0,6,0,8,3,0,0,0,18,0,7,0,9,3,0,22,0,0,0,11,0,0,19,0,0,0,7,0,0,12,0,0,0,3,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51190,0,131,20,8,0,0,160,5,192,10,3,5,3,216,16,185,61,78,15,3,363,134,98,11,155,18,6,427,141,40,5,193,31,5,398,589,25,3,338,38,4,999,749,6,9,379,42,3,1186,280,0,0,89,15,3,387,80,5,0,23,3,0,106,48,0,0,12,0,0,63,21,3,0,7,4,0,31,6,0,0,4,0,0,11,0,0,0,0,0,0,6,14,0,0,0,0,4,21,31,46,7,34,18,8,143,2114,737,125,1318,193,37,4520,5,38,0,6,4,0,59,3,37,3,5,0,0,52,14,267,4,36,9,4,333,44,153,61,73,9,11,348,52,43,10,87,15,4,212,341,50,11,195,32,9,642,941,27,14,449,50,8,1489,610,9,14,214,27,3,873,85,3,5,26,0,0,122,19,0,0,6,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0
LGA51260,3,48,6,10,4,0,75,0,126,3,4,3,0,142,15,187,26,66,27,11,319,51,90,0,100,40,0,282,83,29,4,102,7,0,220,324,18,0,193,30,5,562,770,4,0,320,18,3,1111,385,0,0,110,14,0,506,29,0,0,24,6,0,57,6,4,0,6,0,0,13,0,0,0,0,4,0,3,0,0,0,4,0,0,5,3,0,0,0,3,0,3,11,0,0,14,5,0,28,25,34,5,39,30,7,144,1685,541,41,981,187,32,3463,5,8,0,7,6,0,22,0,32,0,9,4,0,44,6,213,0,50,13,0,287,14,147,26,59,29,4,271,23,41,0,54,20,3,138,46,32,8,79,22,0,192,310,21,3,215,31,9,585,953,0,0,359,30,7,1348,290,0,0,93,16,4,406,30,0,0,16,3,0,52,4,0,0,5,5,0,17,0,0,0,0,0,0,8,0,0,0,0
LGA51310,0,3,3,0,0,0,11,0,9,0,3,0,0,17,3,8,3,24,7,0,39,25,4,4,35,5,0,70,47,0,0,40,4,0,90,150,0,0,69,7,0,229,191,0,0,112,9,0,319,209,0,0,136,9,0,354,187,0,0,101,0,0,291,94,0,4,58,6,0,159,70,0,0,32,0,0,111,57,0,0,12,0,0,71,31,0,0,11,0,0,43,88,0,0,36,4,0,127,19,0,10,20,0,3,55,1187,27,25,691,40,14,1983,0,3,0,7,0,0,11,0,0,0,3,0,0,5,0,14,8,14,0,0,40,8,9,0,25,0,0,39,33,0,0,11,0,0,49,109,0,0,35,8,0,158,193,0,0,97,11,0,305,180,0,0,85,7,0,276,218,0,0,86,6,0,302,162,0,0,70,3,0,232,133,0,0,39,0,0,173,99,0,0,37,0,0,134,56,0,0,8
LGA51330,10,201,13,16,0,0,244,9,369,7,25,0,3,415,56,253,19,176,11,5,525,68,122,15,206,15,0,427,60,52,11,161,11,0,292,179,32,0,304,20,3,540,1080,12,0,719,84,8,1904,1919,9,0,826,75,11,2844,460,4,5,212,13,0,689,84,5,0,57,0,0,149,39,0,0,20,4,0,63,19,0,0,20,3,0,42,5,4,0,3,0,0,15,29,0,0,23,4,0,61,76,83,13,117,11,22,325,4095,1147,94,2893,253,69,8546,3,67,12,15,10,0,111,7,73,5,12,0,0,96,41,411,8,145,17,13,637,63,153,32,165,18,0,435,31,71,14,111,7,4,240,101,51,9,131,16,0,312,736,46,6,477,39,4,1313,2317,15,13,992,112,12,3460,1029,0,4,378,42,5,1461,253,0,0,117,8,0,376,60,0,0,55,6,0,120,25,0,0,13,0,0,39,10,4,0,5
LGA51400,0,10,0,0,0,0,12,0,43,0,3,0,0,46,10,53,0,21,3,0,89,4,12,0,34,4,0,56,8,4,0,29,0,0,44,38,9,0,41,6,0,89,164,0,0,72,5,3,244,264,0,0,58,4,0,332,24,0,0,10,0,0,36,6,0,0,3,0,0,12,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,8,10,14,0,9,8,0,36,531,148,5,285,31,9,1006,0,10,0,0,0,0,8,0,10,0,0,0,0,12,6,64,5,7,0,0,81,4,65,27,7,4,6,111,6,15,13,16,4,0,51,16,10,0,35,5,0,68,120,10,0,75,0,0,208,420,0,0,118,7,0,546,65,0,0,20,0,0,91,9,0,0,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51470,0,0,0,0,4,0,4,0,7,0,0,0,0,9,0,6,0,5,7,0,13,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,11,24,0,42,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,5,0,9,8,0,12,0,0,0,5,0,0,8,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,0,26,6,0,14,0,45,0,73,0,3,15,0,94,13,68,7,20,60,0,172,16,62,6,32,51,0,162,20,11,3,11,16,0,62,24,19,0,26,24,0,79,33,11,0,27,16,0,89,17,0,0,9,4,0,39,5,0,0,7,10,0,20,0,0,0,4,4,0,10,3,0,0,3,4,0,12,0,0,0,0,7,0,4,0,0,0,0,4,0,5,0,0,0,11,15,0,32,9,16,0,22,29,8,77,132,293,23,178,272,13,914,0,36,4,7,10,0,51,0,21,0,6,5,0,28,0,61,6,14,32,3,117,10,68,7,19,32,0,135,3,18,0,20,22,0,64,23,27,0,19,24,0,97,47,20,3,41,34,0,151,34,4,0,20,10,0,69,14,3,0,3,9,0,31,10,0,0,5,0,0,11,0,0,0,6,3,0,12,0,0,0,0,0,0,0,0,0,0,0
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,3,0,14,4,0,0,6,0,0,11,3,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,9,15,0,0,23,19,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,6,0,0,4,0,0,0,7,0,0,3,0,0,0,4,0,0,7,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51680,0,0,0,3,4,0,10,0,0,0,4,0,0,9,0,8,0,5,0,0,19,6,0,0,4,0,0,12,0,0,0,0,6,0,8,3,0,0,7,0,0,6,9,0,0,24,0,0,30,18,0,0,8,0,0,30,14,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,0,9,48,8,3,67,20,0,148,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,5,0,4,0,0,14,0,0,0,11,0,0,14,0,0,0,6,0,0,5,6,0,0,6,0,0,13,10,0,0,11,3,0,25,24,0,0,19,0,0,38,7,0,0,8,0,0,19,8,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51710,0,33,0,0,31,0,63,0,21,0,0,8,0,25,0,15,0,0,3,0,19,0,20,0,4,0,0,26,0,5,0,13,0,0,19,0,0,0,8,0,0,17,6,3,0,7,0,0,16,0,0,0,7,0,0,7,0,0,0,3,0,0,6,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,4,0,6,13,0,27,11,99,0,58,58,0,233,0,12,0,0,24,0,35,0,14,0,0,11,0,18,0,9,0,0,3,0,13,0,28,0,0,0,0,30,0,8,0,4,0,0,10,0,0,0,4,0,0,7,5,0,0,12,0,0,17,0,0,0,11,0,0,12,0,0,0,4,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA51750,0,3,0,10,0,0,10,0,6,4,5,0,0,13,3,5,3,19,0,0,32,28,4,3,16,5,0,63,5,0,0,16,0,0,25,31,3,0,27,0,0,61,86,0,0,42,0,0,133,147,3,0,67,3,0,216,106,0,0,39,3,0,147,64,0,0,18,0,0,82,27,0,0,9,0,0,39,28,0,0,5,0,0,35,14,0,0,8,0,0,25,64,0,0,25,4,0,88,12,0,0,14,5,3,36,612,30,15,317,28,7,1001,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,12,0,6,0,0,19,10,5,3,8,0,0,31,13,0,0,9,0,0,26,32,0,0,15,0,0,48,77,5,0,28,3,0,119,137,0,0,66,0,0,205,123,0,0,49,5,0,177,85,0,0,30,0,0,122,53,0,0,19,0,0,71,47,0,0,10,0,0,59,28,0,0,7
LGA51820,0,180,4,15,3,0,203,0,335,23,7,10,0,367,14,281,52,89,27,4,472,49,166,17,142,33,5,416,46,44,9,169,20,0,289,182,73,10,253,46,4,567,801,31,6,561,52,11,1458,1701,5,3,688,56,19,2467,467,0,0,148,9,12,639,78,0,0,26,0,0,104,30,0,0,15,0,0,45,14,4,0,11,4,0,30,10,3,0,0,0,0,15,25,0,0,15,3,0,41,66,93,12,74,26,21,291,3473,1230,131,2212,287,76,7406,6,69,3,12,0,3,91,0,68,13,13,7,5,95,6,458,26,53,16,7,567,37,232,48,84,26,3,439,33,91,12,85,7,4,232,128,82,9,159,38,6,413,675,80,6,383,37,4,1181,2365,39,4,869,66,7,3362,1361,8,0,406,29,5,1805,246,3,0,78,9,0,336,58,0,0,27,0,0,88,35,0,0,13,4,0,53,17,0,0,3
LGA51860,0,3,0,0,8,0,10,0,0,0,0,0,0,0,0,18,0,0,0,0,19,0,11,0,0,0,4,14,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,19,0,48,0,8,15,0,84,0,3,0,0,9,0,11,0,6,0,0,4,0,9,0,5,0,0,0,0,3,0,3,0,0,0,0,4,0,17,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,0,19,0,3,6,0,32,0,55,5,6,0,0,64,4,42,0,22,9,0,84,29,39,0,37,15,0,116,39,10,0,31,0,0,78,89,3,0,40,10,0,137,46,3,0,36,0,0,86,40,0,0,3,0,0,45,8,0,0,5,0,0,12,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,3,4,25,263,173,6,191,46,9,689,0,12,0,4,0,0,9,0,0,0,0,0,0,6,0,61,0,12,0,0,78,19,43,3,28,0,5,103,37,20,0,47,4,0,114,94,11,0,63,7,0,168,68,6,0,43,3,0,125,36,0,0,17,0,0,55,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51960,0,11,9,0,4,0,26,0,7,15,0,3,0,31,21,15,4,12,21,0,67,70,4,3,16,10,0,106,45,0,3,32,7,0,86,71,0,0,20,5,0,95,29,0,0,6,6,0,47,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,3,5,4,20,255,43,34,93,58,13,487,0,0,4,0,0,0,3,0,5,7,5,0,0,10,29,11,6,10,8,0,67,72,13,3,18,9,0,112,53,3,6,17,7,0,83,64,0,3,14,10,0,91,38,4,0,16,4,0,56,11,0,0,6,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52030,0,0,0,0,5,0,12,0,6,0,7,3,0,4,0,6,0,3,3,0,10,7,0,0,7,0,0,20,10,0,0,6,0,0,17,4,0,0,8,0,0,12,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,15,29,7,0,34,21,0,97,0,0,0,0,9,0,9,0,6,0,0,0,0,5,0,8,0,5,3,0,17,5,0,0,5,3,0,16,0,0,0,0,0,0,12,0,0,0,15,0,0,23,4,0,0,9,3,0,18,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,0,4,0,4,3,0,14,0,4,10,0,0,0,19,0,13,3,15,0,0,33,0,3,0,17,8,0,24,0,0,0,6,0,0,6,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,23,18,53,14,0,108,0,0,0,0,5,0,6,0,0,0,0,0,0,5,0,8,8,10,0,0,29,0,3,0,24,3,0,31,0,0,0,8,0,0,14,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,0,5,0,0,0,0,5,0,17,0,3,0,0,24,0,4,0,6,0,0,22,9,0,0,11,0,0,17,12,0,0,14,0,0,23,32,0,0,22,6,0,55,46,0,0,42,3,0,89,85,0,0,55,0,0,141,89,0,0,52,4,0,141,56,0,0,31,0,0,91,41,0,0,16,0,0,55,31,0,0,8,0,0,41,17,0,0,9,0,0,27,88,0,0,34,0,0,122,9,4,0,11,0,4,26,502,34,0,318,12,3,871,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,24,0,6,0,0,27,0,4,0,5,0,0,16,0,0,0,9,0,0,16,8,0,0,18,0,0,26,35,0,0,20,0,0,53,63,0,0,37,4,0,105,99,0,0,51,0,0,149,63,0,0,29,0,0,92,38,0,0,29,0,0,68,39,0,0,24,0,0,64,34,0,0,7
LGA52240,0,0,0,4,3,0,6,0,5,4,7,3,0,12,10,6,0,12,8,0,24,9,0,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,13,15,9,8,33,24,0,85,0,0,0,3,0,0,0,0,3,0,6,0,0,4,3,5,0,8,3,0,18,6,0,3,16,6,0,24,0,0,0,8,0,0,8,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,7,0,0,0,7,0,0,7,0,0,0,3,0,0,3,7,0,0,4,0,0,6,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,9,9,5,0,15,9,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,4,0,0,0,0,0,0,6,4,0,0,0,0,0,5,6,0,0,3,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,4,0,15,11,0,28,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,3,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,0,6,3,0,14,0,6,0,0,0,0,14,0,10,0,12,0,0,25,0,8,0,14,5,0,25,3,0,3,3,0,0,14,8,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,9,16,31,4,40,20,0,112,0,0,0,0,4,0,3,0,4,0,0,0,0,4,0,4,9,5,4,0,21,0,6,0,10,6,0,26,4,5,0,6,5,0,12,15,3,0,8,3,0,31,3,0,0,6,3,0,19,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
