LGA_CODE_2021,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85over,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85over,C16_F_InfTec_Tot,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85over,C16_F_EngRT_Tot,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85over,C16_F_ArchBuild_Tot,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RS_85over,C16_F_AgEnv_RS_Tot,C16_F_Health_15_19,C16_F_Health_20_24,C16_F_Health_25_34,C16_F_Health_35_44,C16_F_Health_45_54,C16_F_Health_55_64,C16_F_Health_65_74,C16_F_Health_75_84,C16_F_Health_85over,C16_F_Health_Tot,C16_F_Educ_15_19,C16_F_Educ_20_24,C16_F_Educ_25_34,C16_F_Educ_35_44,C16_F_Educ_45_54,C16_F_Educ_55_64,C16_F_Educ_65_74,C16_F_Educ_75_84,C16_F_Educ_85over,C16_F_Educ_Tot,C16_F_MngtCom_15_19,C16_F_MngtCom_20_24,C16_F_MngtCom_25_34,C16_F_MngtCom_35_44,C16_F_MngtCom_45_54,C16_F_MngtCom_55_64,C16_F_MngtCom_65_74,C16_F_MngtCom_75_84,C16_F_MngtCom_85over,C16_F_MngtCom_Tot,C16_F_Soc_cult_15_19,C16_F_Soc_cult_20_24,C16_F_Soc_cult_25_34,C16_F_Soc_cult_35_44,C16_F_Soc_cult_45_54,C16_F_Soc_cult_55_64,C16_F_Soc_cult_65_74,C16_F_Soc_cult_75_84,C16_F_Soc_cult_85over,C16_F_Soc_cult_Tot,C16_F_Creative_art_15_19,C16_F_Creative_art_20_24,C16_F_Creative_art_25_34,C16_F_Creative_art_35_44,C16_F_Creative_art_45_54,C16_F_Creative_art_55_64,C16_F_Creative_art_65_74,C16_F_Creative_art_75_84,C16_F_Creative_art_85over,C16_F_Creative_art_Tot,C16_F_FoodHos_PS_15_19,C16_F_FoodHos_PS_20_24,C16_F_FoodHos_PS_25_34,C16_F_FoodHos_PS_35_44,C16_F_FoodHos_PS_45_54,C16_F_FoodHos_PS_55_64,C16_F_FoodHos_PS_65_74,C16_F_FoodHos_PS_75_84,C16_F_FoodHos_PS_85over,C16_F_FoodHos_PS_Tot,C16_F_MixFld_pr_15_19,C16_F_MixFld_pr_20_24,C16_F_MixFld_pr_25_34,C16_F_MixFld_pr_35_44,C16_F_MixFld_pr_45_54,C16_F_MixFld_pr_55_64,C16_F_MixFld_pr_65_74,C16_F_MixFld_pr_75_84,C16_F_MixFld_pr_85over,C16_F_MixFld_pr_Tot,C16_F_FldStu_ID_15_19,C16_F_FldStu_ID_20_24,C16_F_FldStu_ID_25_34,C16_F_FldStu_ID_35_44,C16_F_FldStu_ID_45_54,C16_F_FldStu_ID_55_64,C16_F_FldStu_ID_65_74,C16_F_FldStu_ID_75_84,C16_F_FldStu_ID_85over,C16_F_FldStu_ID_Tot,C16_F_FldStu_NS_15_19,C16_F_FldStu_NS_20_24,C16_F_FldStu_NS_25_34,C16_F_FldStu_NS_35_44,C16_F_FldStu_NS_45_54,C16_F_FldStu_NS_55_64,C16_F_FldStu_NS_65_74,C16_F_FldStu_NS_75_84,C16_F_FldStu_NS_85over,C16_F_FldStu_NS_Tot,C16_F_Tot_15_19,C16_F_Tot_20_24,C16_F_Tot_25_34,C16_F_Tot_35_44,C16_F_Tot_45_54,C16_F_Tot_55_64,C16_F_Tot_65_74,C16_F_Tot_75_84,C16_F_Tot_85over,C16_F_Tot_Tot,C21_F_NatPhy_sci_15_19,C21_F_NatPhy_sci_20_24,C21_F_NatPhy_sci_25_34,C21_F_NatPhy_sci_35_44,C21_F_NatPhy_sci_45_54,C21_F_NatPhy_sci_55_64,C21_F_NatPhy_sci_65_74,C21_F_NatPhy_sci_75_84,C21_F_NatPhy_sci_85over,C21_F_NatPhy_sci_Tot,C21_F_InfTec_15_19,C21_F_InfTec_20_24,C21_F_InfTec_25_34,C21_F_InfTec_35_44,C21_F_InfTec_45_54,C21_F_InfTec_55_64,C21_F_InfTec_65_74,C21_F_InfTec_75_84,C21_F_InfTec_85over,C21_F_InfTec_Tot,C21_F_EngRT_15_19,C21_F_EngRT_20_24,C21_F_EngRT_25_34,C21_F_EngRT_35_44,C21_F_EngRT_45_54,C21_F_EngRT_55_64,C21_F_EngRT_65_74,C21_F_EngRT_75_84,C21_F_EngRT_85over,C21_F_EngRT_Tot,C21_F_ArchBuild_15_19,C21_F_ArchBuild_20_24,C21_F_ArchBuild_25_34,C21_F_ArchBuild_35_44,C21_F_ArchBuild_45_54,C21_F_ArchBuild_55_64,C21_F_ArchBuild_65_74,C21_F_ArchBuild_75_84,C21_F_ArchBuild_85over,C21_F_ArchBuild_Tot,C21_F_AgEnv_RS_15_19,C21_F_AgEnv_RS_20_24,C21_F_AgEnv_RS_25_34,C21_F_AgEnv_RS_35_44,C21_F_AgEnv_RS_45_54,C21_F_AgEnv_RS_55_64,C21_F_AgEnv_RS_65_74,C21_F_AgEnv_RS_75_84,C21_F_AgEnv_RS_85over,C21_F_AgEnv_RS_Tot
LGA50840,0,0,0,11,0,4,0,0,0,19,0,0,0,4,0,3,3,0,0,9,0,0,3,0,4,4,5,0,0,18,0,0,0,0,0,4,0,0,0,3,0,3,7,8,14,4,3,0,0,44,0,0,12,22,33,52,25,15,4,168,0,8,15,34,34,42,36,6,0,174,4,8,16,23,28,46,29,5,3,164,3,12,10,35,46,46,29,4,0,185,0,5,5,15,8,13,4,5,0,51,10,12,12,19,14,7,11,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,0,0,15,13,4,12,20,42,36,35,26,8,210,35,47,103,195,232,266,185,59,15,1148,0,0,4,9,3,5,6,0,0,33,0,0,5,0,0,0,5,0,0,14,0,0,5,3,0,6,4,0,0,23,0,0,3,0,0,4,0,0,0,6,0,0,12,12,17,10,5,0,0,51
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,0,5,0,7,0,0,22,0,0,5,7,3,9,5,0,0,27,0,6,9,12,6,3,0,0,0,29,0,0,5,5,6,5,4,0,0,20,0,0,0,0,3,0,0,0,0,7,0,0,0,3,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,10,12,8,12,74,5,12,23,35,41,29,24,15,16,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,10
LGA50980,0,3,28,20,10,11,3,0,0,70,0,0,4,3,3,0,0,0,0,13,0,7,21,17,7,4,0,0,0,55,0,7,9,5,5,0,0,0,0,32,0,6,28,35,11,12,0,0,0,93,11,27,160,143,108,108,32,9,0,585,0,23,107,143,97,82,28,8,0,492,18,64,201,166,135,81,8,7,3,689,9,34,154,125,90,63,22,4,0,501,3,7,50,37,23,10,6,0,0,139,12,35,113,63,42,17,4,0,0,282,0,0,4,0,0,0,0,0,0,7,0,0,10,4,10,8,0,0,0,35,78,75,219,212,167,142,59,22,10,985,133,275,1107,975,716,541,174,51,16,3997,0,11,32,27,17,4,0,0,0,94,0,0,0,9,0,0,0,0,0,19,3,9,30,22,6,9,3,0,0,77,0,0,14,4,7,8,0,0,0,33,3,3,19,27,16,10,0,0,0,85
LGA51080,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,10,0,0,4,6,10,5,3,3,0,31,0,0,10,6,13,11,0,0,0,41,0,0,10,9,10,0,0,0,0,27,0,0,4,4,4,8,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,10,10,11,14,5,0,69,10,14,52,42,51,49,19,11,0,238,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,3,0,0,0,15
LGA51120,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,5,6,6,4,4,32,0,0,9,8,10,10,3,0,0,42,0,4,4,7,3,3,5,0,0,22,0,0,0,0,4,3,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,4,6,3,8,9,0,41,4,14,35,28,32,31,23,20,7,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9
LGA51190,0,15,59,35,29,13,9,0,0,147,3,3,16,10,13,6,3,0,0,57,0,13,52,41,27,14,8,6,7,169,0,6,27,22,15,7,0,0,0,77,6,10,30,36,21,11,5,0,0,118,13,60,228,176,203,270,122,80,24,1169,11,32,159,199,197,213,115,48,8,982,39,135,320,290,265,232,90,39,14,1435,29,75,188,214,211,195,80,15,7,1023,9,23,57,38,23,21,24,8,0,210,24,64,129,111,72,70,35,5,9,522,4,0,6,0,0,0,3,0,3,27,0,0,10,23,17,8,4,0,0,73,76,77,170,166,178,181,180,147,99,1271,209,523,1444,1372,1283,1235,681,356,177,7275,0,18,46,30,33,20,17,0,0,166,0,0,7,9,9,8,6,0,0,49,0,10,52,35,25,22,16,6,10,171,0,0,16,23,25,6,0,0,0,76,0,14,31,37,25,21,7,0,0,135
LGA51260,0,13,46,71,33,14,13,3,0,188,0,4,13,14,4,8,3,0,0,46,0,5,25,29,22,12,10,13,3,116,0,4,18,25,13,12,5,0,0,78,0,14,48,51,22,27,14,5,0,179,27,34,193,272,277,280,221,110,29,1440,5,25,163,322,278,268,158,54,6,1283,39,104,320,399,329,223,166,74,15,1668,24,57,189,262,244,211,97,31,0,1123,6,20,61,87,64,39,31,16,9,325,13,64,180,158,128,74,68,10,7,705,0,4,8,0,0,0,0,3,0,21,0,0,11,15,15,8,10,3,0,68,99,77,147,186,201,223,207,202,161,1512,212,422,1420,1894,1633,1399,1009,528,243,8761,0,6,36,67,62,41,24,9,0,240,0,0,9,10,12,12,5,0,0,51,4,11,11,26,29,22,16,8,3,135,0,3,20,26,21,9,5,3,0,95,4,10,37,59,52,36,15,3,0,225
LGA51310,0,49,65,91,97,70,24,11,3,407,0,4,10,25,30,12,5,0,0,81,0,8,58,78,42,10,3,12,6,217,0,11,33,31,33,12,3,0,0,126,0,5,19,14,14,3,7,0,0,63,0,62,263,359,393,313,160,115,73,1737,0,24,86,149,238,253,151,92,39,1024,3,71,289,458,426,201,113,62,33,1662,4,73,200,269,273,192,104,46,17,1169,8,38,91,103,68,34,27,11,3,384,8,11,38,38,46,26,20,18,9,227,0,3,0,0,0,0,3,0,4,11,0,3,13,16,25,9,17,8,0,95,32,35,107,101,97,80,71,112,100,735,60,400,1284,1720,1767,1210,702,494,279,7929,0,46,66,99,98,90,42,22,8,464,0,0,10,31,20,29,9,5,0,105,0,13,54,97,64,35,9,4,0,279,0,9,33,55,32,26,12,6,0,163,0,5,14,28,24,10,4,0,0,85
LGA51330,6,141,317,244,210,96,46,7,3,1072,4,33,165,156,105,35,10,0,0,512,8,83,275,225,116,59,33,22,7,832,0,41,92,52,46,24,4,0,0,272,4,24,70,57,32,23,7,0,0,224,30,308,966,746,608,522,294,138,35,3643,13,122,366,474,588,519,302,112,23,2519,62,483,1623,1294,980,581,294,126,44,5480,49,226,707,657,535,417,216,51,17,2871,27,135,253,143,85,52,35,10,11,753,43,137,335,224,189,146,60,24,16,1175,10,5,6,5,4,7,10,11,6,67,4,26,69,60,51,30,26,10,0,282,134,241,460,315,261,265,244,289,275,2490,395,2001,5698,4672,3812,2768,1591,811,439,22185,5,171,303,365,247,149,64,20,3,1320,4,37,298,255,118,53,15,0,4,778,0,70,291,301,150,87,49,22,16,989,7,27,98,71,39,35,14,3,3,293,0,27,56,71,50,25,7,0,0,241
LGA51400,0,9,11,29,26,10,0,0,0,86,0,0,9,15,4,0,0,0,0,33,4,6,21,18,16,6,6,0,0,85,0,3,10,7,7,0,0,0,0,31,0,4,10,20,19,0,0,0,0,63,14,28,125,155,175,137,63,15,3,707,4,15,78,173,168,99,45,15,0,597,28,64,160,212,188,106,49,9,0,813,29,35,118,137,133,79,38,4,0,569,3,10,20,16,26,4,3,0,0,87,14,25,65,46,52,25,18,3,0,236,0,3,0,0,3,0,4,0,0,13,0,3,3,5,15,10,3,0,0,33,57,24,74,76,96,70,56,27,9,497,162,218,702,911,935,546,276,83,18,3853,0,6,16,23,29,18,9,0,0,100,0,0,3,20,12,7,0,0,0,44,0,13,17,26,18,11,5,0,0,92,0,3,12,11,18,6,0,0,0,50,4,9,12,20,18,14,0,0,0,80
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,3,3,0,0,16,0,0,8,6,5,0,0,0,0,20,0,5,4,6,6,5,0,0,0,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,8,6,0,5,0,25,4,5,17,19,22,12,9,3,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
LGA51540,0,0,8,6,4,4,0,0,0,21,0,3,0,0,0,0,0,0,0,5,0,6,4,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,10,10,3,4,0,0,0,26,0,9,24,18,34,37,15,8,5,144,0,3,35,35,28,31,7,0,0,139,6,12,39,37,26,18,10,7,3,163,3,9,28,24,29,12,5,0,0,105,0,0,11,9,4,0,0,0,0,22,5,10,13,22,12,13,3,0,0,86,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,11,19,29,68,69,71,51,51,22,14,395,35,78,252,235,217,168,103,34,16,1149,0,8,6,5,0,0,0,0,0,25,0,0,0,4,0,0,0,0,0,10,0,0,3,5,3,0,0,0,0,20,0,0,0,4,0,0,0,0,0,4,0,4,8,13,4,0,0,0,0,30
LGA51610,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,3,0,0,15,0,0,3,10,16,11,4,3,0,44,0,4,8,15,13,13,5,0,0,43,4,5,17,17,13,8,3,0,0,63,0,3,0,10,7,3,8,0,0,25,0,0,0,0,4,0,0,0,0,3,0,0,4,4,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,15,20,15,7,4,0,63,7,14,40,70,80,46,32,10,0,303,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,21
LGA51680,0,0,7,5,0,5,0,0,0,14,0,0,0,3,0,0,0,0,0,7,0,3,6,12,6,0,0,0,0,31,0,3,3,0,5,0,3,0,0,9,0,5,10,5,3,3,3,0,0,29,4,10,30,31,41,36,26,11,0,181,3,6,13,22,35,27,9,4,0,122,3,8,28,52,54,38,29,11,0,225,0,5,33,29,29,18,8,0,0,134,0,0,6,6,3,3,4,0,0,24,3,7,23,22,17,13,12,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,19,23,17,23,36,49,36,35,17,4,244,39,63,169,239,265,184,133,48,8,1149,0,0,4,10,5,0,0,0,0,24,0,0,0,0,0,3,0,0,0,8,3,0,10,12,10,9,4,6,0,44,0,0,0,0,5,0,0,0,0,13,0,0,7,9,11,5,0,4,0,44
LGA51710,0,0,0,4,3,0,0,0,0,8,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,3,3,0,0,0,24,0,5,10,13,9,4,0,0,0,43,0,4,13,29,21,11,0,0,0,73,0,0,8,9,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,22,13,31,27,5,0,0,108,7,15,78,71,79,53,11,4,0,320,0,0,5,4,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
LGA51750,0,27,32,27,21,24,17,11,13,174,0,0,3,11,6,6,0,0,0,29,0,3,13,22,15,5,3,0,0,61,0,5,26,11,13,9,3,0,0,71,0,0,4,0,9,3,3,0,0,25,0,21,102,77,145,130,112,78,43,703,0,8,28,40,83,106,83,47,23,424,0,32,105,126,149,71,60,37,27,601,3,28,84,86,111,88,71,39,22,523,0,24,37,20,17,15,17,10,6,146,0,5,14,9,15,11,5,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,10,0,3,0,49,23,23,57,46,49,56,55,66,49,422,34,178,515,478,649,527,434,296,190,3291,0,22,42,27,32,28,18,19,11,194,0,0,3,3,9,3,0,0,0,22,0,5,26,26,21,13,4,4,5,93,0,5,32,14,21,15,8,0,6,91,0,3,3,4,4,9,3,0,0,26
LGA51820,3,81,300,255,133,69,29,0,0,870,0,17,121,103,35,19,6,0,0,309,4,35,222,175,117,74,42,14,7,692,0,32,80,76,33,16,7,0,0,240,5,31,109,113,56,38,9,3,0,358,38,288,1148,888,703,470,193,90,33,3843,33,145,593,752,615,434,176,58,21,2828,92,392,1586,1496,1008,597,251,88,36,5542,61,266,958,914,673,470,158,38,11,3541,27,109,312,211,122,62,27,6,3,893,70,221,585,420,344,167,84,26,9,1938,8,4,3,8,11,12,15,10,0,70,0,13,45,63,52,29,11,5,4,225,218,221,641,519,469,422,360,321,284,3454,569,1865,6699,5985,4369,2869,1372,661,410,24794,7,104,322,344,197,124,43,22,0,1166,0,16,95,163,55,36,11,0,0,381,8,66,262,238,163,98,46,19,11,924,0,20,122,103,47,22,8,0,0,324,8,34,102,121,74,37,17,11,0,397
LGA51860,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,7,0,0,7,5,4,4,4,0,0,15,0,0,7,5,4,0,0,0,0,21,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,0,8,6,3,10,0,34,10,4,28,22,20,15,3,10,0,105,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,0,0,4,4,8,4,0,0,0,21,0,0,0,5,0,0,0,0,0,6,0,6,7,6,3,5,3,0,3,45,0,0,0,0,3,0,0,0,0,8,0,0,3,3,9,0,0,0,0,20,0,7,17,30,27,72,40,12,0,219,0,15,43,49,51,39,23,3,0,227,14,37,76,73,48,31,20,4,0,298,9,17,49,33,58,40,13,5,0,222,0,0,7,4,0,3,4,0,0,24,10,13,41,31,20,6,4,3,0,131,0,4,0,0,0,0,0,4,0,17,0,0,0,0,3,0,0,0,0,14,50,26,54,40,55,64,67,53,26,438,84,129,309,291,304,275,174,81,39,1691,0,0,4,0,4,0,3,0,0,17,0,0,0,3,0,0,0,0,0,3,0,8,6,9,13,0,0,0,0,42,0,0,0,0,3,0,0,0,0,12,3,8,8,7,6,4,0,0,0,33
LGA51960,0,0,8,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,9,10,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,3,3,4,0,0,0,0,12,0,4,11,9,11,8,3,0,0,54,0,3,9,16,12,5,0,6,0,57,4,5,29,27,15,12,0,0,0,91,6,8,20,13,6,8,0,0,0,69,0,0,3,3,0,0,0,0,0,6,0,6,27,17,0,3,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,19,16,33,38,29,24,17,6,0,174,22,47,153,139,87,75,29,12,0,570,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,8
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,0,13,0,0,0,0,3,4,11,0,0,17,0,0,8,0,7,11,11,0,0,37,0,3,3,9,13,6,3,0,0,34,0,0,0,5,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,3,0,3,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,8,11,3,4,0,43,3,9,27,26,35,49,33,9,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,14
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,10,4,7,10,0,0,6,48,0,3,6,4,4,10,7,0,0,37,0,0,9,10,6,4,3,0,0,39,4,0,3,6,4,0,0,0,0,16,0,0,0,0,4,0,0,0,0,4,0,0,3,4,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,11,8,0,5,15,3,57,10,11,41,46,38,32,19,18,10,227,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,0,0,0,13
LGA52170,0,12,24,23,16,24,5,4,4,105,0,0,0,3,6,3,0,0,0,14,0,0,8,6,7,3,0,0,7,36,0,6,9,12,19,7,3,0,0,58,0,0,8,3,6,4,5,0,0,26,0,17,119,75,108,94,59,36,25,538,0,6,31,25,71,99,88,27,8,351,0,21,84,110,110,57,37,16,11,450,4,15,64,57,98,88,49,11,12,391,0,9,29,26,19,19,11,7,0,126,0,4,15,12,10,12,3,3,5,61,0,0,0,0,0,0,0,0,0,0,0,0,6,12,11,10,7,0,0,43,16,16,45,21,42,34,24,14,18,233,17,111,448,385,516,455,286,124,87,2432,0,18,28,23,20,19,18,4,0,127,0,0,0,0,0,9,0,0,0,10,0,4,13,14,11,7,0,0,0,55,0,6,15,7,15,4,6,0,0,52,0,0,4,5,3,4,4,5,0,28
LGA52240,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,5,4,4,5,4,5,0,0,0,22,0,0,7,0,4,6,0,6,0,27,0,6,5,10,6,9,3,0,0,36,0,6,6,11,10,8,4,0,0,40,0,0,4,0,9,5,0,0,0,24,0,0,0,0,0,0,0,0,0,4,3,0,5,4,0,6,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,4,14,8,3,47,10,12,38,46,47,34,30,15,4,231,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,8,0,0,0,20
LGA52310,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,8,3,5,0,6,0,0,22,0,0,4,4,8,6,0,0,0,19,0,0,6,3,3,3,3,0,0,24,0,0,0,9,3,9,0,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,9,6,4,0,53,6,5,33,29,39,28,19,8,7,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,15
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,0,15,0,4,5,3,0,7,5,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
