LGA_CODE_2021,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85over,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85over,C16_F_InfTec_Tot,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85over,C16_F_EngRT_Tot,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85over,C16_F_ArchBuild_Tot,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RS_85over,C16_F_AgEnv_RS_Tot,C16_F_Health_15_19,C16_F_Health_20_24,C16_F_Health_25_34,C16_F_Health_35_44,C16_F_Health_45_54,C16_F_Health_55_64,C16_F_Health_65_74,C16_F_Health_75_84,C16_F_Health_85over,C16_F_Health_Tot,C16_F_Educ_15_19,C16_F_Educ_20_24,C16_F_Educ_25_34,C16_F_Educ_35_44,C16_F_Educ_45_54,C16_F_Educ_55_64,C16_F_Educ_65_74,C16_F_Educ_75_84,C16_F_Educ_85over,C16_F_Educ_Tot,C16_F_MngtCom_15_19,C16_F_MngtCom_20_24,C16_F_MngtCom_25_34,C16_F_MngtCom_35_44,C16_F_MngtCom_45_54,C16_F_MngtCom_55_64,C16_F_MngtCom_65_74,C16_F_MngtCom_75_84,C16_F_MngtCom_85over,C16_F_MngtCom_Tot,C16_F_Soc_cult_15_19,C16_F_Soc_cult_20_24,C16_F_Soc_cult_25_34,C16_F_Soc_cult_35_44,C16_F_Soc_cult_45_54,C16_F_Soc_cult_55_64,C16_F_Soc_cult_65_74,C16_F_Soc_cult_75_84,C16_F_Soc_cult_85over,C16_F_Soc_cult_Tot,C16_F_Creative_art_15_19,C16_F_Creative_art_20_24,C16_F_Creative_art_25_34,C16_F_Creative_art_35_44,C16_F_Creative_art_45_54,C16_F_Creative_art_55_64,C16_F_Creative_art_65_74,C16_F_Creative_art_75_84,C16_F_Creative_art_85over,C16_F_Creative_art_Tot,C16_F_FoodHos_PS_15_19,C16_F_FoodHos_PS_20_24,C16_F_FoodHos_PS_25_34,C16_F_FoodHos_PS_35_44,C16_F_FoodHos_PS_45_54,C16_F_FoodHos_PS_55_64,C16_F_FoodHos_PS_65_74,C16_F_FoodHos_PS_75_84,C16_F_FoodHos_PS_85over,C16_F_FoodHos_PS_Tot,C16_F_MixFld_pr_15_19,C16_F_MixFld_pr_20_24,C16_F_MixFld_pr_25_34,C16_F_MixFld_pr_35_44,C16_F_MixFld_pr_45_54,C16_F_MixFld_pr_55_64,C16_F_MixFld_pr_65_74,C16_F_MixFld_pr_75_84,C16_F_MixFld_pr_85over,C16_F_MixFld_pr_Tot,C16_F_FldStu_ID_15_19,C16_F_FldStu_ID_20_24,C16_F_FldStu_ID_25_34,C16_F_FldStu_ID_35_44,C16_F_FldStu_ID_45_54,C16_F_FldStu_ID_55_64,C16_F_FldStu_ID_65_74,C16_F_FldStu_ID_75_84,C16_F_FldStu_ID_85over,C16_F_FldStu_ID_Tot,C16_F_FldStu_NS_15_19,C16_F_FldStu_NS_20_24,C16_F_FldStu_NS_25_34,C16_F_FldStu_NS_35_44,C16_F_FldStu_NS_45_54,C16_F_FldStu_NS_55_64,C16_F_FldStu_NS_65_74,C16_F_FldStu_NS_75_84,C16_F_FldStu_NS_85over,C16_F_FldStu_NS_Tot,C16_F_Tot_15_19,C16_F_Tot_20_24,C16_F_Tot_25_34,C16_F_Tot_35_44,C16_F_Tot_45_54,C16_F_Tot_55_64,C16_F_Tot_65_74,C16_F_Tot_75_84,C16_F_Tot_85over,C16_F_Tot_Tot,C21_F_NatPhy_sci_15_19,C21_F_NatPhy_sci_20_24,C21_F_NatPhy_sci_25_34,C21_F_NatPhy_sci_35_44,C21_F_NatPhy_sci_45_54,C21_F_NatPhy_sci_55_64,C21_F_NatPhy_sci_65_74,C21_F_NatPhy_sci_75_84,C21_F_NatPhy_sci_85over,C21_F_NatPhy_sci_Tot,C21_F_InfTec_15_19,C21_F_InfTec_20_24,C21_F_InfTec_25_34,C21_F_InfTec_35_44,C21_F_InfTec_45_54,C21_F_InfTec_55_64,C21_F_InfTec_65_74,C21_F_InfTec_75_84,C21_F_InfTec_85over,C21_F_InfTec_Tot,C21_F_EngRT_15_19,C21_F_EngRT_20_24,C21_F_EngRT_25_34,C21_F_EngRT_35_44,C21_F_EngRT_45_54,C21_F_EngRT_55_64,C21_F_EngRT_65_74,C21_F_EngRT_75_84,C21_F_EngRT_85over,C21_F_EngRT_Tot,C21_F_ArchBuild_15_19,C21_F_ArchBuild_20_24,C21_F_ArchBuild_25_34,C21_F_ArchBuild_35_44,C21_F_ArchBuild_45_54,C21_F_ArchBuild_55_64,C21_F_ArchBuild_65_74,C21_F_ArchBuild_75_84,C21_F_ArchBuild_85over,C21_F_ArchBuild_Tot,C21_F_AgEnv_RS_15_19,C21_F_AgEnv_RS_20_24,C21_F_AgEnv_RS_25_34,C21_F_AgEnv_RS_35_44,C21_F_AgEnv_RS_45_54,C21_F_AgEnv_RS_55_64,C21_F_AgEnv_RS_65_74,C21_F_AgEnv_RS_75_84,C21_F_AgEnv_RS_85over,C21_F_AgEnv_RS_Tot
LGA56090,0,17,38,104,69,41,18,0,3,295,0,0,13,15,18,14,4,3,0,69,4,8,36,41,36,27,16,14,6,187,0,5,15,23,9,9,6,3,0,70,9,7,34,54,58,31,14,0,0,202,12,66,195,228,331,331,210,99,17,1486,3,35,137,248,349,308,182,64,14,1323,24,83,258,340,378,294,178,55,16,1627,16,75,203,243,305,245,154,33,6,1280,15,37,68,92,74,54,42,7,4,382,20,58,140,102,105,61,46,12,4,554,0,0,0,3,6,0,0,0,0,11,0,8,16,19,25,8,3,0,0,86,100,57,120,138,189,147,176,118,80,1125,208,454,1270,1643,1947,1581,1049,406,153,8712,0,21,54,85,99,51,29,5,3,348,0,8,11,14,23,17,6,3,0,81,3,7,41,36,33,29,22,8,11,197,0,7,8,26,21,12,7,5,0,91,3,9,36,56,67,36,14,4,3,227
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,0,20,0,0,6,5,5,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,3,12,14,7,0,0,3,0,46,0,0,7,5,3,7,0,0,0,28,0,0,13,23,3,9,10,4,4,65,0,4,11,6,0,0,0,0,0,18,0,8,12,19,17,10,4,0,0,75,13,30,74,70,82,101,75,45,11,486,4,11,61,96,105,83,49,15,4,420,7,50,107,134,131,114,84,22,9,657,17,32,82,86,97,76,36,13,0,444,0,5,14,10,10,12,6,5,3,70,11,40,53,56,38,43,28,13,0,278,0,0,0,5,0,0,0,4,0,10,0,0,3,0,7,3,3,3,0,25,60,32,69,81,98,103,115,85,24,664,121,221,520,606,599,557,408,214,47,3288,0,4,21,14,12,4,4,0,0,62,0,0,0,3,8,5,6,0,0,27,0,7,11,20,18,10,5,10,4,83,0,0,3,0,0,0,4,0,0,11,4,3,18,29,16,17,4,0,0,86
LGA56300,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,12,0,0,3,4,9,22,11,3,0,65,0,0,6,4,5,11,12,0,0,43,0,4,10,10,6,7,6,0,0,46,0,0,7,8,13,15,10,0,0,43,0,0,0,0,0,4,0,0,0,6,0,0,4,0,0,4,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,12,11,9,10,3,59,3,13,26,37,60,82,62,18,5,313,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,5,6,0,7,0,6,0,21,0,0,7,3,6,4,0,5,4,31,0,0,7,7,0,3,0,0,0,18,0,0,4,0,0,8,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,8,6,8,3,6,41,6,9,35,14,11,32,22,12,8,154,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,7
LGA56460,0,0,0,6,5,5,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,4,0,0,4,4,0,0,3,21,0,0,0,0,0,0,0,0,0,0,9,4,12,7,7,3,0,0,0,43,4,14,32,37,29,53,27,14,10,213,0,9,22,30,39,41,18,11,0,165,3,13,52,22,27,15,16,4,0,156,4,8,23,25,33,33,18,5,0,140,0,0,3,0,0,0,4,0,0,14,0,8,17,17,3,0,4,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,24,30,26,44,60,47,34,16,316,62,82,196,183,193,223,120,64,25,1149,0,5,0,4,5,0,4,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,5,4,7,3,0,0,4,20,0,0,0,0,0,0,5,0,0,5,0,5,7,7,14,5,3,0,0,41
LGA56580,0,73,57,57,89,58,33,19,4,393,0,0,8,17,26,9,4,0,0,61,0,21,25,47,45,17,4,3,4,171,0,11,16,23,24,16,12,0,0,93,0,10,9,15,14,11,6,0,0,59,0,55,165,252,316,274,196,98,37,1399,0,14,54,98,162,241,194,75,26,857,9,74,170,285,329,193,114,34,26,1227,3,69,115,205,245,214,141,60,24,1063,8,24,47,59,46,39,34,13,10,268,14,10,23,23,33,16,20,7,5,150,0,0,0,0,0,0,3,3,0,7,0,8,13,15,22,16,13,7,0,96,31,35,50,64,76,82,53,41,54,490,58,407,749,1153,1420,1187,817,364,191,6345,0,72,53,66,96,79,53,25,7,458,0,0,5,8,23,19,0,6,0,67,0,12,25,68,46,31,11,0,4,194,0,9,26,19,34,18,14,3,0,126,0,9,9,7,18,9,6,0,0,62
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,18,0,0,8,3,6,3,0,0,0,28,0,0,5,0,0,4,0,0,0,13,0,0,0,4,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,15,49,30,34,13,15,7,0,178,28,21,67,44,40,35,19,7,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,0,3,11,10,7,7,3,0,0,41,0,0,4,4,3,0,0,0,0,16,0,0,8,7,13,3,8,0,3,47,0,0,0,5,5,0,0,0,0,8,3,4,20,15,13,14,0,0,0,65,4,11,56,48,40,69,46,17,6,304,0,10,36,50,60,56,39,11,0,264,18,26,93,73,68,58,31,11,3,376,3,10,44,62,62,73,27,6,0,292,3,5,15,8,4,14,0,0,0,53,8,15,38,22,17,14,14,0,5,137,0,0,0,0,0,0,0,0,4,0,0,0,4,8,3,3,4,0,0,24,41,31,58,72,82,96,83,61,42,576,84,120,389,394,379,424,252,113,60,2209,0,4,10,14,8,11,3,0,0,53,0,0,6,0,7,3,0,0,0,16,0,0,6,6,15,5,10,5,0,48,0,0,4,4,8,0,0,0,0,17,4,0,8,26,21,10,6,0,0,81
LGA56790,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,4,0,14,0,0,0,0,0,0,0,0,0,4,0,4,0,10,7,0,0,0,0,19,4,4,4,12,21,28,23,4,0,100,0,4,17,25,20,21,11,13,0,111,0,9,10,15,29,18,18,0,0,99,0,4,15,6,16,11,11,0,0,56,0,0,0,4,8,5,0,0,0,15,6,0,9,13,13,10,0,4,0,51,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,8,7,9,18,20,30,28,27,28,9,177,15,29,82,108,140,130,99,48,16,662,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,4,0,0,0,20
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,8,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,4,3,14,9,8,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA56930,0,5,5,4,8,7,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,5,4,0,0,6,0,0,18,0,0,0,0,0,0,0,0,0,3,0,4,17,11,20,18,7,14,4,97,0,0,0,3,11,18,9,0,4,58,0,6,16,16,18,19,9,0,0,89,0,4,12,6,26,11,15,7,0,83,0,4,4,6,3,4,5,0,0,17,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,3,0,0,0,9,9,5,12,3,15,9,3,0,0,52,9,36,66,65,102,95,51,34,16,479,0,5,0,0,6,4,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,16,0,0,3,0,6,4,0,0,0,15,0,0,0,0,0,0,0,0,0,5
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,10,0,0,3,3,7,4,0,0,0,21,0,0,4,3,4,0,0,0,0,13,0,0,4,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,5,0,5,0,23,3,0,20,15,20,14,5,5,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,3,130,232,77,29,18,11,4,0,515,0,8,65,35,14,8,3,0,0,142,0,57,199,72,23,13,8,4,0,376,0,15,68,37,20,4,3,0,0,152,0,10,41,10,6,0,0,0,0,73,4,91,427,134,87,92,76,28,12,963,4,19,103,59,61,87,60,19,8,422,27,238,880,350,188,140,73,21,6,1916,16,122,537,197,95,90,63,25,5,1150,9,67,159,58,20,16,19,5,0,343,3,64,166,57,33,19,13,7,0,353,11,10,4,3,3,4,0,0,0,39,0,19,42,19,12,11,3,0,0,105,56,254,665,246,177,146,101,70,17,1727,139,1101,3596,1334,773,657,428,184,58,8272,7,168,248,110,46,21,28,7,5,638,5,23,102,77,23,11,6,0,0,234,3,57,269,120,39,16,11,4,0,514,0,19,87,29,19,19,3,6,0,185,0,19,42,32,0,0,0,0,0,93
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,11,0,5,4,0,3,10,9,0,0,37,0,0,6,7,3,9,0,5,0,31,0,0,8,7,4,7,4,0,0,29,0,0,8,9,9,10,3,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5,5,4,8,7,6,18,8,9,0,68,8,8,38,30,35,61,35,16,5,234,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,4
LGA57210,0,0,9,5,3,0,0,0,0,19,0,0,0,0,0,3,0,0,0,6,0,0,0,4,5,6,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,5,10,15,10,10,0,0,0,48,4,4,21,23,36,50,26,8,4,178,0,0,12,21,42,43,26,11,0,150,3,12,17,42,49,41,23,5,0,199,3,11,23,25,39,34,21,0,0,152,0,0,0,4,11,10,4,0,0,32,8,3,10,19,14,7,7,0,0,62,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,18,12,17,28,39,45,38,29,17,235,37,56,116,186,250,237,150,58,29,1118,0,0,0,6,10,9,0,0,0,19,0,0,0,3,3,0,0,0,0,13,0,0,0,0,3,4,4,4,0,18,0,0,0,0,0,0,0,0,0,3,0,0,11,12,15,7,5,0,0,60
LGA57280,0,3,22,13,8,4,0,0,0,46,0,0,4,11,0,0,0,0,0,25,3,23,49,20,5,0,3,0,0,105,5,0,7,7,0,0,0,0,0,15,0,0,9,16,4,0,0,0,0,38,5,19,147,92,70,47,11,4,0,396,0,20,106,89,52,24,13,0,0,311,7,52,248,168,99,50,6,0,0,642,4,26,123,89,55,29,12,0,0,333,0,7,32,12,3,8,0,0,0,65,5,25,73,41,20,7,5,0,0,184,0,0,3,0,0,0,0,0,0,10,0,0,16,10,6,0,0,0,0,26,77,91,260,172,170,88,34,12,4,914,112,264,1100,748,508,266,88,16,8,3110,0,6,23,26,8,3,5,0,0,62,0,0,13,4,0,0,0,0,0,24,4,6,67,28,19,3,0,0,0,138,0,0,8,3,3,0,0,0,0,17,0,0,13,12,8,6,0,0,0,33
LGA57350,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,3,4,9,9,7,4,0,37,0,0,7,3,8,7,0,6,0,35,0,0,6,5,8,5,0,5,0,29,0,0,0,0,4,8,3,0,0,16,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,9,15,8,14,3,66,0,5,24,29,49,48,26,23,9,219,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
LGA57420,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,14,0,0,7,5,15,10,14,4,0,59,0,0,5,8,10,13,9,3,0,49,0,4,15,14,13,11,4,4,0,60,0,0,8,4,3,9,6,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,15,12,12,20,21,3,0,91,4,15,74,60,64,61,53,20,4,352,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,6,11,6,0,3,0,0,26
LGA57490,7,42,159,153,103,56,15,4,4,549,5,17,53,74,52,21,16,3,0,242,22,46,129,124,91,55,40,40,16,547,6,20,54,37,31,10,3,0,0,169,4,40,86,70,61,21,10,4,0,294,66,285,784,790,859,565,311,140,45,3850,28,159,669,838,743,431,188,82,14,3141,119,484,1480,1333,1078,637,318,132,31,5621,111,384,1071,1006,826,536,224,45,14,4215,35,100,212,142,88,54,35,13,3,675,103,364,760,568,400,198,107,46,10,2563,6,7,14,7,14,14,19,7,6,90,5,20,41,50,42,26,9,7,3,197,333,400,776,633,658,475,460,505,291,4533,849,2364,6283,5828,5041,3092,1761,1020,435,26678,0,68,155,163,143,93,39,10,4,681,0,19,58,87,69,36,15,5,0,296,23,69,187,171,95,61,32,16,11,666,5,19,59,57,34,16,16,0,0,201,7,24,95,97,75,43,19,5,0,366
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,12,0,0,0,0,8,7,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,3,14,50,45,27,11,0,0,0,148,0,4,19,6,10,4,0,0,0,46,0,3,31,26,22,16,4,9,5,112,0,8,16,7,6,3,0,0,0,34,9,16,45,30,22,12,6,0,0,133,12,73,225,172,154,118,58,23,5,847,3,44,153,154,124,90,49,10,0,629,24,112,354,285,222,136,56,17,5,1212,23,79,259,193,160,89,29,0,6,843,7,20,47,34,16,13,11,0,0,144,22,81,189,116,86,58,24,4,3,583,3,0,3,4,0,0,0,3,0,15,0,0,15,16,11,0,5,0,0,52,59,67,142,124,125,83,66,41,11,724,174,524,1551,1217,983,624,312,107,35,5531,0,7,46,53,48,22,5,0,0,175,3,0,17,22,6,9,0,0,0,56,4,21,63,41,25,15,11,0,0,184,0,6,20,8,9,0,5,0,0,46,5,6,45,34,28,23,6,5,0,150
LGA57770,0,0,0,0,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,3,4,4,5,0,0,21,0,0,6,3,4,0,0,0,0,19,0,0,4,10,8,5,3,0,0,29,0,0,10,4,6,0,4,0,0,21,0,0,5,5,0,0,0,0,0,13,0,0,3,6,6,4,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,4,12,0,0,39,0,12,47,41,25,24,32,7,0,198,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,11
LGA57840,0,80,164,152,123,66,21,14,5,620,3,5,39,36,37,17,9,0,0,154,0,33,160,110,50,39,7,16,5,427,4,18,80,33,18,18,3,0,0,171,3,17,37,48,20,9,9,0,0,139,8,158,565,357,365,347,173,97,39,2118,6,37,206,233,279,366,179,90,28,1420,34,240,740,595,539,401,223,80,47,2888,8,123,446,318,308,270,151,56,11,1692,13,75,181,115,60,55,35,11,7,547,19,45,142,86,77,65,46,13,5,495,0,0,4,0,0,4,8,7,4,28,0,16,34,31,31,17,6,6,4,142,85,131,280,200,196,205,190,171,256,1711,181,982,3065,2319,2107,1874,1055,556,413,12551,0,87,175,170,121,93,46,15,7,703,0,8,32,47,48,37,11,0,0,180,0,17,128,141,63,56,17,11,9,450,0,13,67,56,30,23,10,4,0,198,4,15,40,52,28,14,9,0,0,157
LGA57910,4,233,692,537,353,198,73,26,7,2122,3,56,252,206,124,75,18,3,0,745,10,108,479,369,209,139,77,99,56,1538,7,76,297,187,102,73,11,8,0,762,4,26,171,138,85,36,16,9,0,482,31,579,2657,1727,1395,1188,718,372,112,8790,16,198,1323,1228,1383,1330,785,324,88,6681,112,834,3935,3252,2284,1296,797,417,159,13088,55,537,2318,1837,1276,1034,537,172,36,7801,51,341,946,554,327,164,115,58,16,2571,85,322,1048,622,496,298,189,76,33,3170,4,12,26,27,14,20,27,27,9,173,13,49,191,142,101,79,43,26,4,634,322,484,1570,1060,844,830,844,862,798,7608,718,3859,15889,11891,8992,6745,4262,2482,1328,56166,3,269,721,683,437,271,144,44,10,2591,5,41,337,270,168,104,38,7,0,974,13,93,587,498,267,170,123,67,57,1879,4,64,329,229,141,91,36,4,0,902,3,36,209,175,81,59,34,4,3,613
LGA57980,0,41,74,60,71,35,13,3,0,296,0,0,18,27,8,11,0,0,0,65,0,15,60,50,29,8,0,4,0,165,0,9,24,24,25,13,4,3,0,102,0,3,25,15,8,6,6,0,0,60,0,61,300,167,186,176,124,74,27,1115,0,11,58,62,101,133,122,46,10,544,4,52,231,260,189,126,73,31,17,989,3,49,228,190,172,137,113,33,11,935,5,37,79,65,46,31,17,8,4,288,0,8,37,30,18,11,16,7,3,128,0,0,0,0,0,0,0,0,0,8,0,9,12,20,16,11,7,4,0,76,21,39,142,94,64,80,76,79,60,655,45,316,1285,1063,929,776,582,301,134,5425,0,44,95,62,54,49,34,9,4,360,0,5,7,25,16,14,9,0,0,68,0,10,52,61,30,15,5,8,6,178,0,6,33,32,31,21,8,4,0,129,0,9,15,12,11,6,4,4,0,64
