LGA_CODE_2021,C11_M_NatPhy_sci_15_19,C11_M_NatPhy_sci_20_24,C11_M_NatPhy_sci_25_34,C11_M_NatPhy_sci_35_44,C11_M_NatPhy_sci_45_54,C11_M_NatPhy_sci_55_64,C11_M_NatPhy_sci_65_74,C11_M_NatPhy_sci_75_84,C11_M_NatPhy_sci_85over,C11_M_NatPhy_sci_Tot,C11_M_InfTec_15_19,C11_M_InfTec_20_24,C11_M_InfTec_25_34,C11_M_InfTec_35_44,C11_M_InfTec_45_54,C11_M_InfTec_55_64,C11_M_InfTec_65_74,C11_M_InfTec_75_84,C11_M_InfTec_85over,C11_M_InfTec_Tot,C11_M_EngRT_15_19,C11_M_EngRT_20_24,C11_M_EngRT_25_34,C11_M_EngRT_35_44,C11_M_EngRT_45_54,C11_M_EngRT_55_64,C11_M_EngRT_65_74,C11_M_EngRT_75_84,C11_M_EngRT_85over,C11_M_EngRT_Tot,C11_M_ArchBuild_15_19,C11_M_ArchBuild_20_24,C11_M_ArchBuild_25_34,C11_M_ArchBuild_35_44,C11_M_ArchBuild_45_54,C11_M_ArchBuild_55_64,C11_M_ArchBuild_65_74,C11_M_ArchBuild_75_84,C11_M_ArchBuild_85over,C11_M_ArchBuild_Tot,C11_M_AgEnv_RS_15_19,C11_M_AgEnv_RS_20_24,C11_M_AgEnv_RS_25_34,C11_M_AgEnv_RS_35_44,C11_M_AgEnv_RS_45_54,C11_M_AgEnv_RS_55_64,C11_M_AgEnv_RS_65_74,C11_M_AgEnv_RS_75_84,C11_M_AgEnv_RS_85over,C11_M_AgEnv_RS_Tot,C11_M_Health_15_19,C11_M_Health_20_24,C11_M_Health_25_34,C11_M_Health_35_44,C11_M_Health_45_54,C11_M_Health_55_64,C11_M_Health_65_74,C11_M_Health_75_84,C11_M_Health_85over,C11_M_Health_Tot,C11_M_Educ_15_19,C11_M_Educ_20_24,C11_M_Educ_25_34,C11_M_Educ_35_44,C11_M_Educ_45_54,C11_M_Educ_55_64,C11_M_Educ_65_74,C11_M_Educ_75_84,C11_M_Educ_85over,C11_M_Educ_Tot,C11_M_MngtCom_15_19,C11_M_MngtCom_20_24,C11_M_MngtCom_25_34,C11_M_MngtCom_35_44,C11_M_MngtCom_45_54,C11_M_MngtCom_55_64,C11_M_MngtCom_65_74,C11_M_MngtCom_75_84,C11_M_MngtCom_85over,C11_M_MngtCom_Tot,C11_M_Soc_cult_15_19,C11_M_Soc_cult_20_24,C11_M_Soc_cult_25_34,C11_M_Soc_cult_35_44,C11_M_Soc_cult_45_54,C11_M_Soc_cult_55_64,C11_M_Soc_cult_65_74,C11_M_Soc_cult_75_84,C11_M_Soc_cult_85over,C11_M_Soc_cult_Tot,C11_M_Creative_art_15_19,C11_M_Creative_art_20_24,C11_M_Creative_art_25_34,C11_M_Creative_art_35_44,C11_M_Creative_art_45_54,C11_M_Creative_art_55_64,C11_M_Creative_art_65_74,C11_M_Creative_art_75_84,C11_M_Creative_art_85over,C11_M_Creative_art_Tot,C11_M_FoodHos_PS_15_19,C11_M_FoodHos_PS_20_24,C11_M_FoodHos_PS_25_34,C11_M_FoodHos_PS_35_44,C11_M_FoodHos_PS_45_54,C11_M_FoodHos_PS_55_64,C11_M_FoodHos_PS_65_74,C11_M_FoodHos_PS_75_84,C11_M_FoodHos_PS_85over,C11_M_FoodHos_PS_Tot,C11_M_MixFld_pr_15_19,C11_M_MixFld_pr_20_24,C11_M_MixFld_pr_25_34,C11_M_MixFld_pr_35_44,C11_M_MixFld_pr_45_54,C11_M_MixFld_pr_55_64,C11_M_MixFld_pr_65_74,C11_M_MixFld_pr_75_84,C11_M_MixFld_pr_85over,C11_M_MixFld_pr_Tot,C11_M_FldStu_ID_15_19,C11_M_FldStu_ID_20_24,C11_M_FldStu_ID_25_34,C11_M_FldStu_ID_35_44,C11_M_FldStu_ID_45_54,C11_M_FldStu_ID_55_64,C11_M_FldStu_ID_65_74,C11_M_FldStu_ID_75_84,C11_M_FldStu_ID_85over,C11_M_FldStu_ID_Tot,C11_M_FldStu_NS_15_19,C11_M_FldStu_NS_20_24,C11_M_FldStu_NS_25_34,C11_M_FldStu_NS_35_44,C11_M_FldStu_NS_45_54,C11_M_FldStu_NS_55_64,C11_M_FldStu_NS_65_74,C11_M_FldStu_NS_75_84,C11_M_FldStu_NS_85over,C11_M_FldStu_NS_Tot,C11_M_Tot_15_19,C11_M_Tot_20_24,C11_M_Tot_25_34,C11_M_Tot_35_44,C11_M_Tot_45_54,C11_M_Tot_55_64,C11_M_Tot_65_74,C11_M_Tot_75_84,C11_M_Tot_85over,C11_M_Tot_Tot,C16_M_NatPhy_sci_15_19,C16_M_NatPhy_sci_20_24,C16_M_NatPhy_sci_25_34,C16_M_NatPhy_sci_35_44,C16_M_NatPhy_sci_45_54,C16_M_NatPhy_sci_55_64,C16_M_NatPhy_sci_65_74,C16_M_NatPhy_sci_75_84,C16_M_NatPhy_sci_85over,C16_M_NatPhy_sci_Tot,C16_M_InfTec_15_19,C16_M_InfTec_20_24,C16_M_InfTec_25_34,C16_M_InfTec_35_44,C16_M_InfTec_45_54,C16_M_InfTec_55_64,C16_M_InfTec_65_74,C16_M_InfTec_75_84,C16_M_InfTec_85over,C16_M_InfTec_Tot,C16_M_EngRT_15_19,C16_M_EngRT_20_24,C16_M_EngRT_25_34,C16_M_EngRT_35_44,C16_M_EngRT_45_54,C16_M_EngRT_55_64,C16_M_EngRT_65_74,C16_M_EngRT_75_84,C16_M_EngRT_85over,C16_M_EngRT_Tot,C16_M_ArchBuild_15_19,C16_M_ArchBuild_20_24,C16_M_ArchBuild_25_34,C16_M_ArchBuild_35_44,C16_M_ArchBuild_45_54,C16_M_ArchBuild_55_64,C16_M_ArchBuild_65_74,C16_M_ArchBuild_75_84,C16_M_ArchBuild_85over,C16_M_ArchBuild_Tot,C16_M_AgEnv_RS_15_19,C16_M_AgEnv_RS_20_24,C16_M_AgEnv_RS_25_34,C16_M_AgEnv_RS_35_44,C16_M_AgEnv_RS_45_54,C16_M_AgEnv_RS_55_64,C16_M_AgEnv_RS_65_74,C16_M_AgEnv_RS_75_84,C16_M_AgEnv_RS_85over,C16_M_AgEnv_RS_Tot
LGA50840,0,0,6,0,6,7,6,0,0,24,0,0,3,3,4,4,3,0,0,15,5,12,25,53,88,87,60,16,3,348,0,12,8,17,25,19,16,4,4,102,4,0,3,3,13,13,9,3,0,54,0,0,0,9,8,7,12,0,0,34,0,0,0,9,12,19,4,0,0,46,0,0,6,15,7,15,9,3,0,59,0,0,3,8,9,7,6,0,0,34,0,0,4,6,10,10,3,0,0,34,0,0,6,9,10,6,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,5,12,16,16,20,7,3,102,16,29,71,147,204,216,157,41,14,902,0,0,0,0,3,7,0,0,0,23,4,0,0,0,5,0,0,0,0,12,4,15,40,62,83,99,97,26,0,427,7,3,21,10,14,22,22,10,0,119,0,5,9,5,11,7,10,4,0,62
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,7,13,11,4,4,52,0,0,0,0,0,5,0,0,0,8,0,0,0,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,10,8,5,4,42,0,8,14,27,22,31,20,11,3,145,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,5,8,10,3,11,0,0,48,0,0,5,4,0,3,0,0,0,16,0,4,0,0,5,0,7,0,0,30
LGA50980,0,0,16,18,6,9,3,0,0,60,0,5,16,8,12,4,0,0,0,43,10,66,226,233,205,127,48,13,9,933,3,41,98,113,89,46,25,13,0,424,8,11,44,44,30,17,3,0,0,159,0,0,29,45,28,17,5,0,0,127,3,0,20,37,29,31,5,0,0,134,5,16,66,71,59,43,12,0,0,267,0,7,40,50,41,26,4,0,0,166,0,8,22,21,11,17,3,0,0,81,4,16,56,40,25,9,4,0,0,151,0,0,0,5,0,0,0,0,0,5,4,3,11,12,14,8,7,0,0,48,72,99,240,238,186,129,56,29,6,1052,114,271,873,931,725,483,164,59,14,3647,0,0,26,28,6,8,4,0,0,76,0,9,14,17,6,0,0,0,0,51,7,43,260,208,209,150,82,17,0,970,9,28,103,105,90,61,15,10,0,431,6,18,40,56,49,26,14,0,0,211
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,7,6,9,12,4,0,0,39,0,0,0,5,0,3,4,0,0,11,4,0,12,13,4,9,0,0,0,41,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,8,4,5,0,0,34,6,5,36,39,28,31,18,3,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,8,10,12,3,4,0,54,0,0,0,0,4,8,3,0,0,20,0,3,5,16,10,3,4,0,0,42
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,11,7,8,0,0,55,0,0,0,5,0,4,0,0,0,8,0,0,6,0,9,3,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,5,0,4,4,3,34,11,10,21,27,29,20,17,8,3,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,8,11,14,0,0,63,0,0,5,3,0,0,0,0,0,7,0,0,0,3,3,7,3,0,0,13
LGA51190,0,9,33,36,28,23,17,0,0,136,12,24,47,25,13,5,3,0,0,132,40,224,539,448,500,414,233,103,28,2528,30,137,189,125,178,144,82,36,11,934,5,19,47,39,41,19,13,3,0,183,0,0,44,55,61,50,16,15,0,246,0,4,34,38,57,66,29,5,0,245,7,26,107,119,120,94,50,12,3,536,7,21,41,50,60,44,23,18,3,278,3,13,23,17,16,12,0,0,0,91,7,31,87,71,45,31,14,3,0,292,0,0,0,0,0,6,0,0,0,6,3,7,17,9,12,14,6,0,4,64,125,163,333,305,232,208,144,133,71,1709,236,685,1534,1332,1370,1134,626,339,123,7372,0,14,27,30,33,27,28,10,0,167,4,22,48,36,25,4,0,5,0,140,41,152,506,481,435,490,321,137,34,2593,11,75,191,151,153,151,119,48,10,918,0,12,31,43,38,33,23,12,5,203
LGA51260,0,4,34,38,29,25,23,11,3,165,7,16,15,16,13,10,3,0,0,81,25,84,259,374,389,342,261,106,30,1873,18,103,173,237,221,168,108,60,11,1096,3,20,97,82,70,51,35,21,0,395,0,3,30,64,54,38,23,13,0,229,7,0,25,50,70,90,44,19,0,301,6,22,94,164,144,129,86,17,8,680,3,13,31,47,44,40,25,17,3,225,3,6,29,31,21,10,6,4,0,117,5,20,91,116,62,48,11,11,0,380,0,3,0,0,0,0,0,0,0,11,0,4,13,9,11,12,12,0,0,58,107,66,130,167,145,136,109,115,42,1009,190,356,1019,1403,1289,1102,763,406,98,6612,4,3,34,56,47,31,35,12,4,236,9,4,31,21,21,11,9,0,0,99,19,126,361,459,495,461,421,206,43,2608,15,82,230,255,246,235,148,71,16,1303,3,15,72,109,100,78,49,33,12,467
LGA51310,0,22,70,99,120,104,60,19,3,500,0,19,57,55,50,16,0,0,0,195,5,75,256,314,400,281,154,101,33,1618,5,37,79,86,113,69,50,27,9,478,0,12,21,23,31,17,12,7,3,123,0,20,95,168,177,96,57,27,5,647,0,9,28,31,59,69,35,17,10,243,4,66,175,379,402,214,115,62,40,1454,6,42,93,150,147,103,49,31,7,622,7,26,46,36,32,28,14,3,0,188,0,15,24,21,25,15,4,4,0,113,0,0,0,0,0,0,0,0,0,10,0,6,12,14,14,5,3,4,4,65,37,48,96,91,78,90,46,52,24,567,68,386,1035,1458,1646,1110,610,347,149,6823,0,30,64,104,128,120,66,19,17,554,0,7,47,65,63,30,4,0,0,217,5,82,268,314,369,312,188,116,51,1701,0,34,98,88,103,82,54,41,22,528,0,3,14,24,22,23,11,7,0,111
LGA51330,7,99,246,224,204,138,73,16,5,1008,22,130,507,232,150,50,12,0,0,1095,72,543,1379,1323,1476,1198,621,289,72,6977,25,178,284,259,265,276,181,103,21,1602,7,22,76,78,71,59,29,15,0,363,5,72,247,139,127,116,50,32,0,785,0,20,92,115,149,174,103,39,12,697,30,502,1019,692,633,465,184,61,17,3603,25,122,278,247,218,189,105,30,9,1222,15,104,170,82,53,29,28,0,0,486,16,102,231,147,108,73,33,10,6,722,6,12,3,8,4,8,3,4,0,40,8,26,39,45,45,40,18,7,4,228,266,456,633,433,357,324,263,188,95,3012,500,2380,5201,4020,3870,3137,1696,804,237,21842,0,91,252,229,218,155,104,28,7,1096,26,114,425,397,180,73,16,0,0,1236,51,600,1651,1519,1471,1190,821,349,76,7742,33,173,343,296,249,271,196,119,36,1707,12,19,65,69,80,60,44,14,7,377
LGA51400,5,0,10,8,20,17,9,0,0,62,8,10,15,9,7,7,0,0,0,58,17,75,202,343,327,174,89,21,0,1254,6,30,63,82,82,61,20,5,0,359,4,6,17,32,35,22,14,0,0,138,0,3,14,41,59,22,8,4,0,154,0,0,16,35,35,40,9,0,0,138,6,24,40,81,68,39,11,6,0,265,7,0,17,29,18,19,8,3,0,108,0,3,6,9,5,4,5,0,0,30,0,9,24,26,22,21,7,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,28,58,24,62,102,92,70,37,24,6,471,108,194,494,791,783,497,223,70,11,3167,0,7,14,17,30,16,15,6,0,97,6,8,23,21,4,5,6,0,0,72,28,92,238,376,395,244,152,38,4,1571,13,19,77,90,104,63,43,14,4,433,3,6,25,34,38,40,21,0,0,165
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,9,3,0,0,43,0,0,0,0,0,3,4,0,0,8,0,0,4,0,3,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,7,7,0,0,31,0,11,20,9,26,29,17,8,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,8,3,5,0,0,46,0,0,0,0,0,4,6,0,0,15,0,0,0,9,0,3,0,0,0,12
LGA51540,0,0,8,0,0,4,0,0,0,16,0,0,0,3,0,0,0,0,0,12,9,29,58,62,79,70,44,17,0,371,0,3,23,25,23,20,21,8,0,128,0,0,7,12,4,8,3,7,0,45,0,0,3,11,8,9,4,0,0,34,0,3,5,11,8,14,0,0,0,42,0,0,15,15,11,14,5,0,0,64,0,6,13,11,6,6,0,0,0,48,0,0,0,0,0,0,3,0,0,3,0,3,15,17,16,4,5,5,0,57,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,0,0,13,24,24,54,74,77,68,55,28,9,417,36,69,203,248,246,223,144,62,7,1240,0,0,6,6,5,3,0,0,0,21,0,3,4,0,0,0,0,0,0,14,7,20,71,63,88,77,40,20,3,377,0,12,23,25,31,18,8,5,0,124,0,3,6,3,15,8,5,0,0,50
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,11,17,21,22,5,6,0,91,0,0,5,5,10,4,3,0,0,26,0,0,5,5,5,4,3,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,12,0,0,3,3,0,0,0,0,0,19,0,0,0,0,0,3,6,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,5,5,12,5,6,0,51,8,10,27,46,51,56,25,15,0,238,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,0,0,0,7,7,4,17,22,18,25,11,4,0,113,0,0,5,9,7,5,4,0,0,34,0,0,0,7,7,3,8,0,0,21
LGA51680,0,0,0,0,8,0,0,0,0,9,0,0,0,9,0,0,0,0,0,11,3,13,36,85,119,64,57,7,3,375,6,0,7,21,39,27,19,0,0,123,0,0,14,7,6,5,5,3,0,38,0,0,0,8,11,4,3,0,0,29,0,0,0,0,3,11,6,0,0,22,3,0,3,17,10,20,8,4,0,76,0,0,6,8,8,0,4,3,0,28,0,0,0,5,0,0,0,0,0,8,0,5,5,7,5,3,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,7,17,8,7,27,43,22,18,10,0,152,31,33,83,192,254,172,123,34,4,921,0,0,0,0,0,8,0,0,0,17,0,0,4,14,7,0,0,0,0,26,13,28,61,114,136,116,75,37,0,573,0,3,23,24,30,25,18,8,3,137,0,3,5,9,11,17,8,3,0,51
LGA51710,0,0,0,6,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,0,0,3,12,21,34,27,10,0,0,110,0,0,4,6,10,3,0,0,0,21,0,0,0,3,0,0,0,0,0,10,0,0,3,0,0,3,0,0,0,5,0,0,3,5,3,3,0,0,0,17,0,0,5,4,10,5,0,0,0,30,0,3,3,7,9,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,5,37,139,434,126,40,30,5,4,0,825,40,156,473,186,114,85,17,0,0,1079,0,0,4,4,0,5,0,0,0,19,0,0,4,0,0,0,0,0,0,3,0,5,19,31,35,22,18,0,0,129,4,0,7,6,12,9,0,0,0,33,0,0,4,0,5,4,0,0,0,14
LGA51750,0,9,34,32,32,32,23,9,10,169,0,6,20,10,10,3,0,0,0,47,0,39,75,66,81,81,69,28,10,447,0,8,21,15,27,27,22,5,5,131,0,3,6,8,7,14,11,3,3,64,0,9,30,56,57,46,49,31,13,282,0,5,10,14,27,21,17,14,3,103,0,28,84,101,121,93,84,20,10,544,4,13,54,43,64,66,38,25,8,309,0,12,21,3,7,3,0,0,0,53,4,3,7,4,3,4,4,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,22,81,43,60,42,46,38,39,22,24,401,93,185,414,410,481,428,360,162,81,2610,0,15,39,19,38,31,26,17,9,200,0,5,20,16,20,3,0,0,0,58,4,31,87,85,99,82,65,44,10,500,0,11,29,28,37,24,25,9,3,158,0,0,4,5,7,4,10,12,5,46
LGA51820,0,38,146,179,124,72,33,0,4,608,29,67,341,207,92,36,9,0,0,783,85,534,1842,1955,1666,1140,543,229,44,8029,39,187,436,441,405,317,182,59,13,2081,5,28,118,130,97,47,15,10,3,459,0,40,190,201,109,86,25,11,4,666,3,16,108,126,129,116,53,19,3,571,16,166,606,635,439,294,94,41,4,2302,19,89,246,258,201,124,49,22,4,995,10,56,156,104,58,43,13,4,0,438,21,57,201,192,145,72,53,17,0,762,3,7,7,6,8,5,3,3,0,38,4,11,43,71,52,37,16,12,3,247,259,221,555,537,497,374,303,218,75,3039,491,1504,5004,5032,4019,2772,1382,641,158,20999,0,47,185,168,170,107,72,19,3,774,22,81,317,370,121,50,4,0,0,972,84,521,2099,2247,1927,1439,796,319,59,9487,33,195,581,535,465,357,224,115,17,2532,6,29,116,163,104,78,42,15,3,560
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,9,0,0,0,0,31,0,0,7,3,0,7,4,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,10,7,4,0,4,30,0,0,23,25,27,19,3,0,4,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,7,9,3,0,0,34,0,0,0,4,7,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0
LGA51890,0,0,4,5,0,5,0,0,0,21,3,0,5,4,0,4,0,0,0,16,16,111,243,223,247,171,95,23,7,1137,10,23,45,29,51,23,19,8,0,221,0,7,8,16,10,9,4,0,0,46,0,8,11,3,13,5,6,0,0,48,0,0,9,4,11,8,0,0,0,38,0,3,14,17,14,13,3,0,0,70,0,3,4,9,4,7,0,0,0,29,0,0,3,0,0,3,0,0,0,10,4,0,5,15,14,6,7,7,0,51,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8,4,3,0,0,22,34,34,94,81,104,95,40,47,22,548,71,191,445,426,479,361,183,85,22,2267,0,0,3,0,4,3,3,3,0,20,0,8,6,11,0,0,0,0,0,22,20,84,175,166,177,181,133,32,12,982,4,16,40,18,22,33,20,14,0,166,4,4,4,8,10,10,0,0,0,42
LGA51960,0,0,3,9,0,6,0,0,0,18,3,0,5,3,0,0,0,0,0,11,4,42,86,89,76,55,17,9,0,376,0,0,10,11,12,13,3,0,0,54,0,0,0,12,4,4,6,0,0,19,0,4,4,3,3,9,0,0,0,19,0,0,7,3,5,0,0,0,0,9,0,0,10,8,4,4,0,0,0,21,0,0,3,4,4,0,0,0,0,18,0,0,0,0,0,5,0,0,0,3,0,3,12,11,8,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,26,65,68,47,43,20,0,0,300,42,84,201,222,165,126,51,9,4,900,0,0,11,8,9,6,0,0,0,20,0,0,3,0,5,0,0,0,0,7,3,27,92,73,76,61,32,9,0,368,0,0,15,5,10,8,6,4,0,50,0,0,0,4,4,3,4,0,0,10
LGA52030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,7,10,18,26,25,10,5,0,90,0,0,0,0,6,3,5,0,0,13,0,0,3,8,3,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,13,10,10,3,0,43,3,11,18,35,50,43,32,9,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,12,22,15,23,0,0,104,0,0,5,0,0,3,4,3,0,18,0,0,0,6,6,5,3,0,0,20
LGA52100,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,9,14,8,12,5,3,0,67,0,0,0,3,0,3,0,0,0,11,0,0,3,3,8,0,0,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,5,3,0,4,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,8,4,4,32,3,13,27,26,33,32,15,6,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,9,8,15,9,0,0,65,0,0,0,8,4,5,0,0,0,14,0,0,0,0,5,5,5,0,0,13
LGA52170,0,9,32,21,36,25,16,7,4,148,0,0,12,5,8,9,6,0,0,40,4,22,68,60,79,92,48,14,8,400,0,24,41,9,37,26,11,4,0,154,0,3,13,7,9,7,8,4,3,64,0,8,40,48,57,48,32,11,0,248,0,0,9,6,8,10,16,0,0,51,0,25,86,111,108,88,39,13,5,478,0,14,41,42,57,54,41,17,4,264,0,6,18,3,18,16,0,0,0,74,0,0,3,3,7,8,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,6,4,3,3,3,0,0,24,21,27,85,39,42,50,27,26,13,332,25,141,466,366,460,431,248,110,40,2292,0,19,27,34,36,27,23,7,0,180,0,4,9,12,7,14,7,0,0,37,3,23,76,68,64,90,63,31,10,420,0,8,34,27,26,30,22,8,3,162,0,0,4,14,0,15,7,6,0,55
LGA52240,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,10,8,4,0,29,0,0,0,0,0,5,3,4,0,10,0,3,9,13,17,12,4,0,0,54,0,0,0,0,5,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,9,12,4,8,0,0,52,6,19,24,32,35,36,17,8,6,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,16,9,0,0,48,0,0,0,0,0,7,0,6,0,13,0,0,16,12,13,8,7,0,0,64
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,21,12,4,5,0,63,0,0,0,0,0,0,3,0,0,10,0,4,4,3,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,6,0,0,16,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,28,5,7,15,29,35,28,25,11,0,153,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,10,13,8,17,8,0,0,60,0,0,4,0,0,0,3,3,0,15,0,0,3,8,5,6,3,0,0,29
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,0,0,19,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,7,0,0,0,38,0,4,4,13,17,24,10,0,0,75,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
