LGA_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
LGA58050,634,1105,211,612,134,63,226,3156,9,0,22,63,69,149,122,37,47,20,7,54,596,0,0,9,4,5,59,77,13,50,18,7,37,282,0,0,0,6,0,9,38,23,15,25,18,49,183,19,7,57,130,67,194,137,32,32,19,6,101,811,3,0,3,6,3,9,13,0,5,0,0,1299,1344,61,27,122,270,328,1551,3590,1873,1813,1542,621,2397,14198,5,10,9,42,134,389,490,122,105,60,13,181,1553,0,13,92,238,205,263,154,42,20,10,3,110,1139,0,4,6,21,21,40,32,7,0,3,0,25,163,7,6,72,75,29,38,16,5,6,4,0,27,274,56,48,295,384,192,261,147,44,33,4,7,180,1643,0,0,7,9,0,4,3,0,0,0,0,76,100,70,76,483,758,581,984,839,219,165,72,20,599,4872,234,124,807,2225,1500,3904,6291,3403,2718,2367,872,4031,28478,8,4,0,0,5,57,530,869,652,682
LGA58190,3,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,5,0,5,0,9,47,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,4,17,0,0,6,16,8,23,25,4,0,5,0,13,100,0,0,0,0,0,0,0,0,0,0
LGA58260,8,8,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,6,3,18,11,10,4,0,0,10,60,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,4,0,0,0,0,6,20,8,6,12,20,10,26,37,11,8,5,3,19,163,0,0,0,0,0,0,6,3,5,0
LGA58330,15,32,3,16,0,0,21,107,0,0,3,0,0,0,6,0,4,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,3,7,9,0,0,0,0,8,42,0,0,0,0,0,0,0,0,0,0,0,71,73,4,0,8,9,11,49,97,42,45,34,10,132,441,0,0,10,0,0,7,5,0,0,0,0,4,44,0,0,8,18,5,6,3,0,0,0,0,7,46,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,3,0,0,0,0,0,0,0,0,8,5,0,12,4,10,6,6,0,0,0,0,11,56,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,26,28,20,21,24,0,3,0,0,30,165,19,4,58,130,101,184,224,98,88,76,29,252,1265,0,0,0,3,0,4,15,15,25,19
LGA58400,3,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,11,0,0,0,0,0,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,5,12,11,21,14,13,0,4,0,20,94,0,0,0,0,0,0,4,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,5,0,0,0,0,0,18,3,0,9,10,0,9,11,5,0,0,0,8,56,0,0,0,0,0,0,0,6,0,0
LGA58510,112,167,30,214,38,19,31,644,0,0,11,17,14,28,28,5,6,5,0,11,131,0,0,0,0,5,5,12,3,11,0,0,4,39,0,0,0,0,0,0,7,3,6,5,0,5,24,14,4,18,30,17,31,25,7,5,6,5,21,189,0,0,0,0,0,4,0,0,0,0,0,201,205,15,5,40,60,76,267,521,302,450,407,196,341,2687,0,4,4,10,26,72,93,31,49,17,3,36,345,0,0,11,35,34,45,42,3,5,0,0,19,198,0,0,0,3,6,10,0,5,4,0,0,8,39,5,4,14,7,0,6,0,0,0,0,0,11,46,11,6,51,86,49,74,37,11,4,4,0,49,378,0,0,0,0,0,6,0,0,0,0,0,16,18,14,14,85,148,116,209,175,44,58,21,3,128,1017,92,29,196,493,402,932,1272,783,885,946,443,810,7270,0,0,0,0,0,19,121,228,234,317
LGA58540,10,0,0,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,5,6,6,17,23,8,8,3,3,22,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,5,0,4,13,3,0,13,27,18,36,42,21,7,8,5,38,222,0,0,0,0,0,4,9,7,0,9
LGA58570,51,106,34,274,62,37,27,601,5,0,3,10,8,31,21,6,11,6,9,4,112,0,0,0,7,0,8,9,5,5,4,0,9,44,0,0,0,0,0,0,0,5,5,3,4,3,22,7,0,19,21,13,26,31,7,7,12,0,18,167,0,0,0,0,4,0,0,0,0,0,0,205,211,14,8,25,56,33,187,382,277,565,560,356,350,2801,0,0,0,3,12,48,78,28,53,13,5,45,287,3,0,17,16,20,42,36,0,12,0,0,12,171,0,0,0,4,5,5,5,0,5,0,0,6,20,0,0,4,3,0,7,5,0,0,0,0,0,23,18,4,39,56,41,66,49,13,7,8,0,29,313,0,0,0,0,0,0,0,0,0,0,0,11,9,24,5,61,90,77,162,172,44,75,23,3,98,837,69,20,145,441,250,688,1066,702,966,1162,813,826,7151,3,0,0,0,0,11,110,222,194,370
LGA58610,14,8,0,0,0,0,0,35,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,4,13,25,31,44,14,7,5,4,34,191,0,0,0,0,0,3,0,0,0,0,0,6,13,0,0,0,4,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,5,8,5,3,0,0,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9,12,10,8,3,0,0,0,0,16,60,8,3,24,69,48,88,111,37,23,9,9,72,492,0,0,0,0,0,0,14,17,6,7
LGA58680,7,4,0,5,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,8,12,3,6,3,0,18,63,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,5,8,7,20,32,7,12,11,9,28,138,0,0,0,0,0,4,0,4,6,0
LGA58760,866,1683,312,1109,238,83,270,4866,7,5,42,84,85,235,195,53,66,27,4,73,882,3,0,5,14,26,80,125,31,81,28,11,62,464,0,0,3,0,0,10,65,54,36,43,23,56,292,43,15,72,183,113,262,217,64,42,23,13,148,1198,0,0,0,0,3,20,19,7,6,3,5,1963,2030,127,53,168,409,500,2199,5314,2922,2933,2455,895,3451,21426,3,3,22,63,184,525,583,163,141,65,18,212,1984,6,18,112,285,304,376,175,53,13,17,0,134,1502,0,3,13,22,31,38,33,11,8,9,5,34,206,9,10,87,102,33,37,12,0,0,0,0,29,322,79,57,381,499,255,354,193,36,14,8,12,222,2110,3,0,0,3,0,10,5,0,0,0,0,83,106,104,93,618,978,805,1341,1006,265,189,91,31,715,6232,393,161,1108,3051,2241,5400,8896,5069,4160,3757,1228,5549,41003,0,0,0,8,7,61,628,1102,894,861
LGA58820,12,41,5,29,4,3,11,108,0,0,0,3,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,5,3,6,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,12,6,39,104,39,53,50,11,74,389,0,0,0,5,3,3,6,0,0,0,0,0,24,0,0,7,10,3,6,4,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,4,0,0,0,0,0,0,0,0,0,12,0,0,12,20,9,4,4,0,0,0,0,11,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,42,18,17,17,8,0,0,0,10,142,9,9,41,130,61,114,192,87,92,81,21,145,985,0,0,0,0,0,8,7,8,10,12
LGA58890,10,7,0,3,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,5,6,0,8,9,11,26,19,0,7,5,5,17,105,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,8,21,12,0,16,30,34,51,42,11,7,14,9,35,256,0,0,0,0,0,5,6,0,3,6
LGA59030,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,6,9,0,6,0,0,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,8,0,6,13,5,8,6,8,18,66,0,0,0,0,0,0,5,0,0,0
LGA59100,0,8,0,0,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,6,14,13,20,4,3,3,0,18,76,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,6,0,0,0,0,0,4,36,5,5,8,28,23,38,42,8,10,4,0,35,210,0,0,0,0,0,0,6,4,0,3
LGA59170,3,6,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,4,18,36,12,6,3,6,17,103,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,3,3,0,0,0,0,0,28,3,0,6,24,28,50,73,25,12,11,8,34,272,0,0,0,3,0,10,5,5,10,10
LGA59250,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,0,0,4,33,0,0,0,0,0,4,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,6,6,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,12,3,0,0,0,0,4,37,0,3,7,19,0,26,16,4,4,0,3,14,99,0,0,0,0,0,0,0,0,0,4
LGA59310,12,15,3,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,15,4,0,3,7,10,21,49,22,6,0,3,33,156,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,5,4,7,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,5,10,3,0,0,0,0,8,41,3,5,13,29,17,63,101,40,19,15,10,65,368,0,0,0,0,0,0,9,15,9,8
LGA59320,5,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,11,5,5,5,0,15,53,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,0,0,0,0,0,19,0,0,6,16,10,23,24,9,5,9,0,16,116,0,0,0,0,0,0,3,6,3,3
LGA59330,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,5,0,14,10,0,0,0,0,12,49,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,6,0,0,0,0,0,0,14,6,4,7,26,15,27,20,6,4,4,0,18,132,0,0,0,0,0,0,4,0,0,3
LGA59340,21,34,10,19,3,3,11,103,0,0,0,15,4,10,8,0,0,0,0,4,34,0,0,0,0,0,0,4,3,4,0,0,8,26,0,0,0,0,0,3,0,4,0,4,0,0,11,0,0,3,16,3,4,3,0,0,0,0,9,44,0,0,0,4,0,0,0,0,0,0,0,80,89,0,0,5,37,18,68,134,72,68,56,36,146,641,0,0,0,3,9,20,27,6,6,5,0,11,82,0,0,18,3,0,3,3,0,0,0,0,5,37,0,0,0,3,0,3,0,0,0,0,0,3,17,0,0,9,0,0,0,6,0,0,0,0,0,20,6,5,48,29,21,14,9,0,0,0,0,31,160,0,0,5,0,0,0,0,0,0,0,0,14,20,5,5,71,49,32,47,51,7,4,5,3,62,338,20,4,91,118,69,175,304,190,124,173,78,305,1641,0,0,0,0,0,7,37,59,52,59
LGA59350,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,12,0,0,0,6,0,6,0,0,4,0,0,14,42,0,0,0,0,0,0,0,4,0,0
LGA59360,4,7,4,12,0,0,5,33,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,23,0,0,0,6,5,16,29,4,22,14,3,38,145,0,0,0,0,0,3,4,0,0,0,0,4,14,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,10,8,6,6,3,3,0,0,10,44,3,3,10,36,20,43,64,24,34,25,5,62,330,0,0,0,0,0,4,3,5,3,6
LGA59370,16,24,0,11,3,0,7,67,0,0,3,0,0,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,4,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,50,44,4,0,5,14,7,37,92,27,31,14,7,86,330,0,0,0,0,4,7,9,0,4,0,0,5,25,0,0,7,10,7,9,5,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,6,0,0,0,0,0,0,0,0,12,0,0,6,9,12,10,0,0,0,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,23,29,11,0,4,0,0,13,127,18,6,38,134,81,143,194,63,69,38,22,172,965,0,0,0,0,3,6,17,15,16,14
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
