LGA_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
LGA50840,20,33,3,12,0,0,4,82,0,0,0,8,4,6,0,0,3,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,3,4,7,4,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,65,69,5,0,6,17,18,65,116,42,45,29,6,93,444,0,0,0,0,4,16,4,0,6,0,0,5,34,0,0,3,16,11,10,3,0,0,0,0,6,44,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,0,0,0,0,0,0,0,0,6,0,3,19,12,8,8,4,0,0,0,0,8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,32,20,31,14,7,9,0,0,18,153,8,6,60,184,101,213,235,98,74,55,13,183,1229,0,0,0,0,0,7,17,10,10,6
LGA50910,4,7,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,13,13,4,0,4,5,0,18,23,3,3,3,0,30,99,0,0,0,0,0,6,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,4,0,0,0,0,0,20,10,0,17,20,15,44,42,25,10,13,9,44,235,0,0,0,0,0,5,7,3,4,3
LGA50980,40,64,14,31,16,4,12,196,0,0,0,13,8,15,3,0,6,3,0,5,50,0,0,0,8,0,7,3,0,9,0,0,4,34,0,0,0,0,0,0,0,0,4,0,0,4,16,4,0,20,34,12,39,15,0,0,0,0,24,149,0,0,0,4,0,0,0,0,0,0,0,179,189,10,7,29,70,37,142,261,192,182,178,66,295,1460,0,0,3,10,8,53,63,19,24,7,5,23,215,0,0,9,17,16,23,17,3,0,0,0,14,103,0,0,0,3,6,0,3,0,0,0,0,10,26,3,0,12,5,0,6,0,0,0,0,0,4,33,4,6,70,63,34,34,15,0,3,3,0,35,273,0,0,3,3,0,0,0,0,0,0,0,22,25,5,12,102,96,68,116,101,26,29,14,5,108,679,31,13,147,226,140,364,579,428,340,362,137,573,3345,0,0,0,0,0,14,59,106,88,128
LGA51080,13,3,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,18,9,28,20,15,9,3,5,30,141,0,0,0,0,0,3,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,0,6,0,0,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,6,0,9,4,0,0,0,0,11,45,13,0,15,39,20,67,59,30,14,8,3,51,306,0,0,0,0,0,6,12,7,0,4
LGA51120,5,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,11,11,3,0,3,0,9,16,18,16,3,3,3,28,100,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,9,0,0,0,0,5,26,4,0,10,36,21,41,42,28,10,7,9,46,270,0,0,0,0,0,0,4,4,4,3
LGA51190,130,249,40,175,43,19,51,747,0,0,0,16,12,32,29,7,10,4,0,13,130,0,0,0,0,0,16,16,3,6,8,0,13,63,0,0,0,0,0,0,10,7,0,3,0,7,28,0,4,13,29,27,60,29,6,4,0,3,22,187,0,0,0,0,0,9,5,0,5,0,0,274,286,14,6,26,52,74,333,750,343,407,348,125,513,2994,0,0,7,13,46,118,107,22,41,12,0,48,411,0,4,36,95,98,76,41,8,8,0,0,38,402,0,0,0,6,4,19,5,3,0,0,0,11,56,4,4,25,42,11,10,4,0,0,0,0,9,108,9,6,85,134,72,99,43,7,0,0,0,62,531,0,0,4,0,0,4,0,0,0,0,0,23,36,11,16,162,295,236,321,206,42,55,17,0,194,1551,53,30,276,857,594,1214,1638,786,701,663,239,1069,8127,0,0,0,0,0,11,126,128,105,124
LGA51260,145,252,26,102,24,11,41,650,0,0,4,12,17,46,32,8,13,3,0,22,162,0,0,0,5,4,9,29,3,20,0,0,12,76,0,0,0,0,0,0,14,9,6,5,7,9,49,4,0,0,32,21,28,31,6,7,3,5,15,161,0,0,0,0,0,0,4,0,0,0,0,420,429,13,3,23,91,108,426,924,426,358,277,109,700,3463,0,0,3,10,29,89,69,11,12,11,0,46,284,0,4,39,96,85,73,27,3,4,0,0,33,374,0,0,3,3,10,14,3,0,0,0,0,10,40,0,5,10,17,7,3,0,0,0,0,0,8,59,5,9,81,113,51,60,12,4,0,0,0,36,376,0,0,0,0,0,0,0,0,0,0,0,14,20,20,24,142,250,179,235,111,23,16,13,0,151,1154,72,33,257,893,631,1360,1737,783,534,485,196,1218,8209,5,0,6,4,0,26,124,148,96,119
LGA51310,28,97,19,394,116,101,47,820,0,0,0,3,8,11,20,0,20,20,17,9,110,0,0,4,0,0,0,3,0,14,0,3,3,38,0,0,0,0,0,3,5,0,3,8,4,0,29,4,0,4,0,8,10,24,19,11,13,9,14,109,0,0,0,0,0,6,0,0,4,0,0,273,279,7,0,9,13,27,96,302,208,712,837,752,488,3458,0,0,3,0,5,26,42,13,50,17,3,27,195,0,4,8,12,10,38,36,10,18,8,0,19,164,0,0,0,0,0,0,3,4,3,0,0,3,17,0,0,4,6,4,6,0,0,0,0,0,0,13,10,7,15,11,15,32,30,18,13,7,3,21,180,0,0,0,0,0,0,0,0,0,0,0,3,3,12,10,34,39,38,97,117,40,84,39,9,74,582,39,13,87,172,169,494,792,475,1028,1223,1089,796,6381,0,0,0,0,0,3,20,63,67,101
LGA51330,378,727,136,658,164,83,135,2420,5,10,33,58,48,119,101,24,51,23,12,41,525,0,0,4,0,16,27,36,15,34,15,7,31,177,0,0,0,0,0,3,17,25,12,34,10,19,125,46,14,47,96,47,153,158,47,30,26,13,74,750,0,0,4,6,3,6,6,0,0,0,0,901,927,67,35,114,222,249,994,2177,1258,1582,1526,773,1642,10634,4,0,10,30,77,256,291,118,119,50,13,149,1112,0,14,48,120,101,167,118,32,24,9,0,68,697,0,9,4,3,9,17,18,8,5,7,0,14,84,12,9,29,26,12,8,9,3,0,3,0,12,113,47,36,159,180,118,190,120,41,22,6,7,120,1042,0,0,0,0,4,7,0,0,0,0,0,30,37,69,59,252,363,313,642,555,196,169,72,22,387,3092,269,103,598,1542,1195,2910,4162,2375,2372,2271,1043,2715,21562,0,0,0,0,0,25,220,354,289,355
LGA51400,54,186,29,153,15,3,25,488,0,0,4,3,3,15,8,4,7,4,0,5,52,0,0,0,0,0,3,13,0,10,0,4,3,43,0,0,0,0,0,0,4,7,10,0,3,3,29,0,0,4,14,12,13,0,0,0,0,0,8,50,0,0,0,0,0,0,0,0,0,0,0,239,242,7,0,14,25,36,141,485,282,368,253,78,377,2059,0,0,3,6,18,43,63,9,10,0,0,12,160,0,3,12,42,32,26,13,3,0,0,0,7,141,0,0,3,6,3,4,0,0,0,0,0,4,17,0,0,8,8,3,0,0,0,0,0,0,7,27,4,5,36,43,21,15,12,3,0,0,0,13,147,0,0,0,0,0,0,0,0,0,0,0,5,5,6,9,58,103,83,87,86,12,10,3,0,50,499,28,9,105,296,213,431,840,453,505,373,102,591,3954,0,0,0,0,0,16,49,76,69,92
LGA51470,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,7,5,17,6,0,0,3,15,58,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,10,5,0,8,23,9,15,36,9,5,4,5,24,139,0,0,0,0,0,0,5,0,8,0
LGA51540,10,30,4,15,4,0,5,84,0,0,0,3,3,4,3,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,3,9,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,9,17,8,8,5,0,0,0,0,11,56,0,0,0,0,0,0,0,0,0,0,0,64,68,5,0,5,25,22,67,115,67,58,49,10,121,552,0,0,0,6,7,15,14,3,5,0,0,12,57,0,0,3,7,3,11,3,0,0,0,0,7,38,0,0,0,0,5,0,0,0,0,0,0,3,5,0,0,9,0,0,0,4,0,0,0,0,4,19,6,0,24,22,6,15,5,0,3,0,0,23,98,0,0,0,0,0,0,0,0,0,0,0,8,10,7,0,35,37,20,43,23,5,6,0,0,54,233,23,9,54,147,76,194,242,113,103,105,32,259,1350,3,0,0,0,5,4,37,24,17,18
LGA51610,5,15,0,10,0,0,0,35,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,8,21,51,14,13,12,4,41,160,0,0,0,0,0,3,6,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,6,0,0,0,0,4,24,8,3,8,27,20,51,87,21,22,24,4,67,331,0,0,0,0,0,0,4,8,7,0
LGA51680,23,36,3,23,9,6,11,123,0,0,0,4,0,6,3,0,0,0,0,5,16,0,0,0,0,0,0,8,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,7,4,0,4,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,80,78,0,0,0,7,14,53,141,72,82,53,25,124,581,0,0,0,0,4,6,9,6,0,0,0,13,38,0,0,0,10,6,4,3,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,7,3,0,10,4,0,0,0,0,7,39,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,15,14,15,15,17,3,8,3,0,22,107,12,4,46,102,75,161,267,128,129,85,35,222,1259,0,3,0,0,0,4,20,40,19,34
LGA51710,7,8,3,6,3,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,4,14,34,22,25,28,15,25,173,0,0,0,0,0,7,3,0,4,0,0,3,22,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,4,3,0,3,32,0,0,5,9,8,41,64,51,43,46,20,47,337,0,0,0,0,0,0,3,6,5,4
LGA51750,10,20,5,103,46,26,14,225,0,0,0,0,0,3,4,0,9,5,0,4,31,0,0,0,0,0,0,0,0,3,0,0,3,12,0,0,0,0,0,0,0,0,0,7,5,0,12,0,6,0,0,4,10,4,0,3,7,3,9,42,0,0,0,0,0,0,0,0,0,0,0,79,85,9,3,5,3,5,26,68,51,185,227,224,158,961,0,0,0,0,0,18,32,5,29,9,5,10,108,4,0,4,3,10,17,16,0,6,7,0,16,83,0,0,0,0,0,0,4,0,3,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,3,8,4,4,11,6,5,24,20,12,8,0,4,11,99,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,20,10,21,57,63,19,47,17,7,42,313,20,15,40,61,63,206,272,175,334,395,344,297,2218,0,0,0,0,0,0,17,18,14,43
LGA51820,413,876,171,671,159,71,162,2646,4,0,8,36,31,104,97,31,45,23,6,43,418,0,0,3,6,6,36,50,16,42,18,0,28,218,3,0,0,0,0,11,37,24,28,28,12,31,188,15,3,15,71,66,122,129,36,40,12,11,104,628,0,0,0,0,0,10,14,4,0,3,0,1113,1145,52,13,53,160,213,1019,2683,1615,1809,1630,695,2033,11990,6,0,10,32,76,291,340,99,96,43,16,155,1165,4,15,79,189,168,232,129,25,15,7,3,84,955,0,0,9,19,14,30,34,8,8,3,0,20,144,9,10,47,34,11,18,15,0,0,0,0,22,160,34,26,199,274,128,203,123,38,22,17,4,129,1196,0,0,9,8,5,0,4,0,0,0,0,48,68,57,56,352,550,400,778,642,176,138,66,24,462,3694,214,82,605,1784,1167,2864,4861,3009,2725,2642,1014,3393,24355,0,3,0,6,7,32,287,584,565,697
LGA51860,0,0,5,6,0,0,7,10,0,0,0,0,0,4,3,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,9,22,15,8,6,6,0,25,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,12,17,37,26,15,15,10,0,38,171,0,0,0,0,0,0,4,0,0,0
LGA51890,17,87,23,85,18,6,18,268,0,0,0,4,0,13,15,3,3,4,0,3,40,0,0,0,0,0,0,5,3,10,3,0,4,31,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,4,15,7,21,9,3,0,4,0,10,70,0,0,0,0,0,3,0,0,4,0,0,60,64,6,0,3,20,15,75,221,86,201,169,72,142,1006,0,0,0,3,4,14,22,6,12,3,0,17,88,0,0,19,29,10,8,3,0,0,0,0,4,74,0,0,0,6,0,0,0,0,4,0,0,0,9,0,0,4,5,0,0,0,0,0,0,0,0,18,6,0,35,28,20,24,8,4,4,5,0,26,161,0,0,0,0,0,0,0,0,0,0,0,10,8,6,0,56,75,34,50,42,10,16,9,0,49,355,19,4,87,285,115,256,393,180,324,276,83,301,2324,0,0,0,0,0,4,21,20,11,38
LGA51960,0,41,4,72,10,3,8,151,0,0,0,0,0,0,0,0,7,0,0,0,14,0,0,0,0,0,0,3,0,6,0,0,0,10,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,4,3,4,6,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,51,50,0,4,3,4,6,17,81,34,115,69,26,69,442,0,0,0,0,5,7,8,0,4,5,0,3,34,0,0,4,8,0,4,0,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,6,0,0,0,0,0,0,0,0,18,4,0,20,22,9,4,7,0,0,0,0,5,63,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,29,32,17,16,19,8,4,6,0,13,142,10,8,37,64,34,68,148,70,173,114,46,126,898,0,0,0,0,0,0,11,15,10,31
LGA52030,6,14,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,19,24,9,10,7,0,23,97,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,3,26,10,3,12,34,17,48,56,19,10,17,0,48,281,0,0,0,0,0,4,8,4,6,10
LGA52100,0,3,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,8,8,17,24,7,3,9,4,22,99,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,5,24,8,0,14,28,27,51,60,26,8,11,5,45,287,0,0,0,0,0,3,0,7,5,3
LGA52170,3,17,7,114,35,27,24,224,0,0,0,0,0,0,8,4,5,0,6,0,32,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,3,0,0,6,8,11,3,4,0,5,44,0,0,0,0,0,0,0,0,0,0,0,82,82,0,0,3,5,5,19,53,49,181,210,188,159,865,6,0,0,0,4,9,12,8,25,6,0,6,74,0,0,0,6,10,5,6,0,10,3,0,5,50,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,6,9,0,3,5,3,4,17,8,6,0,0,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,10,18,19,36,15,35,11,0,19,192,20,3,15,53,50,113,198,131,303,337,333,262,1813,0,0,0,0,0,0,8,9,12,39
LGA52240,3,4,5,0,0,0,5,26,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,3,9,14,25,25,11,3,0,0,31,118,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,7,5,0,3,0,0,3,37,7,0,22,38,28,56,56,21,11,3,6,44,297,0,0,0,3,3,7,13,6,4,5
LGA52310,7,3,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,3,5,11,25,19,13,9,5,0,16,100,0,0,0,0,4,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,4,0,0,0,0,0,24,6,4,14,31,21,50,49,19,13,14,0,31,262,0,0,0,0,0,0,5,7,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,6,9,3,15,8,3,3,0,0,8,55,0,0,0,0,0,0,0,0,0,0
