LGA_CODE_2021,C11_Neg_Ni_inc_1PF_1C,C11_Neg_Ni_inc_1PF_2C,C11_Neg_Ni_inc_1PF_3C,C11_Neg_Ni_inc_1PF_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_1PF_1C,C11_1_149_1PF_2C,C11_1_149_1PF_3C,C11_1_149_1PF_4mC,C11_1_149_Tot,C11_150_299_1PF_1C,C11_150_299_1PF_2C,C11_150_299_1PF_3C,C11_150_299_1PF_4mC,C11_150_299_Tot,C11_300_399_1PF_1C,C11_300_399_1PF_2C,C11_300_399_1PF_3C,C11_300_399_1PF_4mC,C11_300_399_Tot,C11_400_499_1PF_1C,C11_400_499_1PF_2C,C11_400_499_1PF_3C,C11_400_499_1PF_4mC,C11_400_499_Tot,C11_500_649_1PF_1C,C11_500_649_1PF_2C,C11_500_649_1PF_3C,C11_500_649_1PF_4mC,C11_500_649_Tot,C11_650_799_1PF_1C,C11_650_799_1PF_2C,C11_650_799_1PF_3C,C11_650_799_1PF_4mC,C11_650_799_Tot,C11_800_999_1PF_1C,C11_800_999_1PF_2C,C11_800_999_1PF_3C,C11_800_999_1PF_4mC,C11_800_999_Tot,C11_1000_1499_1PF_1C,C11_1000_1499_1PF_2C,C11_1000_1499_1PF_3C,C11_1000_1499_1PF_4mC,C11_1000_1499_Tot,C11_1500_1999_1PF_1C,C11_1500_1999_1PF_2C,C11_1500_1999_1PF_3C,C11_1500_1999_1PF_4mC,C11_1500_1999_Tot,C11_2000_2499_1PF_1C,C11_2000_2499_1PF_2C,C11_2000_2499_1PF_3C,C11_2000_2499_1PF_4mC,C11_2000_2499_Tot,C11_2500_2999_1PF_1C,C11_2500_2999_1PF_2C,C11_2500_2999_1PF_3C,C11_2500_2999_1PF_4mC,C11_2500_2999_Tot,C11_3000_3999_1PF_1C,C11_3000_3999_1PF_2C,C11_3000_3999_1PF_3C,C11_3000_3999_1PF_4mC,C11_3000_3999_Tot,C11_4000more_1PF_1C,C11_4000more_1PF_2C,C11_4000more_1PF_3C,C11_4000more_1PF_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_1PF_1C,C11_Par_inc_st_1PF_2C,C11_Par_inc_st_1PF_3C,C11_Par_inc_st_1PF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_1PF_1Ch,C11_All_inc_ns_1PF_2C,C11_All_inc_ns_1PF_3C,C11_All_inc_ns_1PF_4mC,C11_All_inc_ns_Tot,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1PF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_1PF_1C,C16_Neg_Ni_inc_1PF_2C,C16_Neg_Ni_inc_1PF_3C,C16_Neg_Ni_inc_1PF_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_1PF_1C,C16_1_149_1PF_2C,C16_1_149_1PF_3C,C16_1_149_1PF_4mC,C16_1_149_Tot,C16_150_299_1PF_1C,C16_150_299_1PF_2C,C16_150_299_1PF_3C,C16_150_299_1PF_4mC,C16_150_299_Tot,C16_300_399_1PF_1C,C16_300_399_1PF_2C,C16_300_399_1PF_3C,C16_300_399_1PF_4mC,C16_300_399_Tot,C16_400_499_1PF_1C,C16_400_499_1PF_2C,C16_400_499_1PF_3C,C16_400_499_1PF_4mC,C16_400_499_Tot,C16_500_649_1PF_1C,C16_500_649_1PF_2C,C16_500_649_1PF_3C,C16_500_649_1PF_4mC,C16_500_649_Tot,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_Tot,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_Tot,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_Tot,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_Tot,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_Tot,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_Tot,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_Tot,C16_4000more_1PF_1C,C16_4000more_1PF_2C,C16_4000more_1PF_3C,C16_4000more_1PF_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_Tot,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_1PF_1C,C21_Neg_Ni_inc_1PF_2C,C21_Neg_Ni_inc_1PF_3C,C21_Neg_Ni_inc_1PF_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_1PF_1C,C21_1_149_1PF_2C,C21_1_149_1PF_3C,C21_1_149_1PF_4mC,C21_1_149_Tot,C21_150_299_1PF_1C,C21_150_299_1PF_2C,C21_150_299_1PF_3C,C21_150_299_1PF_4mC,C21_150_299_Tot,C21_300_399_1PF_1C,C21_300_399_1PF_2C,C21_300_399_1PF_3C,C21_300_399_1PF_4mC,C21_300_399_Tot,C21_400_499_1PF_1C,C21_400_499_1PF_2C,C21_400_499_1PF_3C,C21_400_499_1PF_4mC,C21_400_499_Tot,C21_500_649_1PF_1C,C21_500_649_1PF_2C,C21_500_649_1PF_3C,C21_500_649_1PF_4mC,C21_500_649_Tot
LGA50840,0,0,0,0,0,3,0,0,0,3,6,0,0,0,7,10,6,3,0,17,5,14,0,3,28,0,5,0,0,3,9,12,0,0,20,15,0,4,0,16,15,4,5,0,22,3,7,0,0,8,0,0,0,0,7,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,3,3,0,5,73,58,24,3,153,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,3,3,0,10,6,0,0,0,7,4,11,5,0,17,6,8,3,0,17,8,6,0,0,16,14,0,0,0,20,5,7,0,0,9,10,0,0,0,12,5,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,10,3,0,16,0,0,0,0,0,74,47,20,3,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,6,4,0,0,11,9,0,3,0,10
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,8,8,7,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA50980,4,0,0,0,5,3,7,0,0,12,31,10,3,4,53,24,15,9,0,47,34,25,3,3,66,15,6,4,6,33,30,21,12,6,68,33,17,5,3,61,58,36,5,4,100,27,20,7,0,56,17,8,0,3,26,19,4,0,0,29,9,4,0,0,14,0,4,0,0,5,23,25,18,11,72,14,12,4,8,41,332,209,80,50,679,3,4,0,0,12,3,7,0,0,10,22,0,0,0,29,14,22,11,6,48,30,17,7,3,55,26,15,10,3,63,43,15,16,4,77,34,18,6,4,63,58,23,12,10,106,39,25,0,6,72,19,16,3,6,42,13,8,0,0,17,0,0,0,0,4,3,4,0,0,11,29,22,18,8,76,16,8,9,4,37,361,202,98,60,719,9,0,0,0,8,3,4,0,0,6,21,7,3,3,35,20,8,13,6,50,17,15,7,0,37,30,10,9,7,55
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,4,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,0,0,0,0,0,20,5,7,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,6,0,0,0,4,0,0,0,0,6,3,0,0,0,3,6,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,4,21,0,5,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,6,5,0,0,0,5,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,17,3,0,6,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,7,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA51190,5,3,0,0,11,4,4,5,0,16,44,9,5,0,63,58,31,6,0,101,108,88,33,9,233,43,18,4,0,64,138,58,23,13,236,95,36,15,7,160,158,76,19,9,259,65,31,14,0,110,24,6,3,0,42,30,16,3,0,55,14,5,0,0,17,0,0,0,0,0,65,51,29,6,150,24,10,8,0,42,889,449,168,54,1551,11,6,0,0,15,7,3,0,4,18,24,13,8,3,51,36,23,4,0,67,71,38,5,0,114,120,75,18,5,216,116,64,21,4,208,107,29,12,8,159,188,83,12,14,292,67,48,13,5,133,45,21,5,0,77,23,14,0,0,30,13,8,0,0,23,11,0,0,0,12,69,52,23,9,147,20,12,0,8,37,938,471,124,68,1602,12,3,0,0,23,6,0,0,0,3,11,5,0,4,25,34,15,4,0,59,49,22,3,4,78,99,56,15,7,183
LGA51260,8,3,3,0,20,13,3,6,0,24,23,11,9,0,45,52,38,12,0,96,106,72,18,6,209,22,17,8,0,46,91,68,14,13,179,78,38,13,0,127,95,51,9,4,158,43,11,6,0,57,12,6,0,3,23,4,9,0,0,16,7,0,0,0,13,0,0,0,0,0,49,43,21,6,125,15,12,0,4,31,625,376,122,39,1154,17,12,0,0,31,9,5,0,0,18,30,11,6,0,50,34,31,3,0,69,49,32,7,4,95,71,50,24,5,152,68,57,17,4,146,91,43,8,8,147,135,91,34,13,273,66,26,13,0,106,30,22,3,4,58,7,3,3,0,13,6,14,0,3,21,6,0,0,0,6,69,43,16,8,129,10,4,0,0,21,693,440,149,51,1334,8,5,0,0,19,3,0,0,0,9,7,3,0,0,17,14,15,3,0,30,32,24,7,0,65,56,37,11,5,108
LGA51310,3,5,0,0,12,5,0,0,0,10,3,11,3,0,18,15,11,0,0,18,17,10,0,0,30,5,0,0,0,5,16,11,3,0,38,21,12,4,0,44,73,27,11,0,106,38,23,0,0,66,28,8,3,0,40,39,27,16,4,84,18,6,5,0,39,0,4,0,0,9,25,32,7,6,67,8,0,0,0,8,315,185,65,14,582,9,11,3,0,27,0,4,4,0,9,6,0,0,0,10,4,3,0,0,7,14,8,0,0,17,20,10,4,0,31,23,11,4,0,38,28,17,4,0,45,46,37,16,0,96,46,30,8,0,82,44,28,3,0,76,10,4,7,0,22,19,27,13,0,61,15,25,7,0,46,35,28,20,8,86,6,0,0,0,3,322,235,83,11,649,6,6,0,0,18,0,3,0,0,6,6,4,0,0,8,6,0,0,0,14,9,0,0,0,11,19,10,0,0,25
LGA51330,40,20,6,0,69,35,18,9,0,59,67,18,6,3,95,97,38,15,0,157,141,81,31,12,269,68,11,9,4,95,184,89,32,5,313,182,80,25,9,299,350,157,38,12,567,197,95,32,3,335,108,60,19,11,196,82,64,25,3,169,30,25,6,3,72,4,7,9,0,22,159,115,44,4,319,30,15,8,3,65,1769,908,317,91,3092,58,41,14,3,119,18,16,5,4,41,46,20,7,6,75,51,26,10,6,85,77,36,13,5,136,125,66,23,10,238,151,66,23,8,259,159,65,17,13,258,398,175,47,14,636,229,105,24,9,371,154,77,17,0,256,71,31,8,3,109,51,45,11,3,115,27,16,8,4,48,125,93,38,13,270,14,13,8,0,32,1766,882,292,99,3039,46,19,10,5,82,16,5,8,0,24,29,12,11,3,50,35,14,6,3,66,79,36,11,8,132,97,63,18,7,179
LGA51400,4,0,0,0,6,5,8,0,0,9,6,7,0,0,19,24,13,6,0,40,32,38,11,3,88,7,0,0,0,15,35,28,11,4,83,22,13,0,4,43,49,22,3,0,76,29,18,8,0,49,7,0,0,0,12,8,3,3,0,10,0,0,0,0,3,0,0,0,0,0,10,15,6,4,41,0,4,3,0,7,240,179,62,20,499,7,7,3,0,13,0,4,0,0,5,4,6,3,0,13,13,11,0,0,30,34,17,3,3,55,37,29,7,0,80,31,27,16,0,76,29,30,11,3,77,64,44,6,6,114,52,21,12,7,90,20,11,9,0,40,7,4,0,0,10,9,7,0,0,10,3,0,0,0,8,31,15,7,0,58,3,7,0,0,10,334,244,84,27,690,0,4,0,0,3,3,4,0,0,7,10,3,0,0,11,10,9,0,0,18,18,12,9,3,36,28,15,7,4,61
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,4,0,0,0,7,0,0,0,0,0,10,0,3,0,16,13,3,0,0,21,9,8,3,3,26,3,5,0,0,9,10,0,3,5,20,15,3,3,0,22,13,13,0,3,28,6,0,0,3,13,0,0,0,0,5,6,0,3,0,6,0,0,0,0,0,0,0,0,0,0,17,7,5,8,33,13,6,3,0,26,122,54,30,23,233,3,0,0,0,3,5,0,0,0,0,0,3,0,0,8,6,7,0,0,11,14,11,0,5,22,12,4,5,4,22,12,5,0,0,20,11,3,0,0,19,18,3,0,3,27,11,6,0,0,22,5,6,0,0,8,0,0,0,0,0,4,0,0,0,4,4,0,0,0,4,10,3,8,5,21,15,3,6,0,21,125,55,24,20,221,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,7,3,0,0,8,7,0,3,0,11,7,6,4,3,18
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,17,4,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,0,0,0,0,0,16,10,0,0,29,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8
LGA51680,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,9,3,0,0,11,4,3,0,0,12,0,0,0,0,4,4,3,3,0,15,3,3,0,0,12,9,3,4,0,17,3,7,0,0,6,0,0,0,0,3,0,3,0,0,8,0,0,0,0,3,0,0,0,0,0,5,4,0,6,13,6,0,4,0,6,51,30,16,9,107,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,10,3,5,0,0,12,14,5,3,0,14,5,3,0,0,12,4,3,0,0,14,5,0,4,0,5,3,0,0,0,14,0,4,0,0,7,3,6,0,0,5,0,0,0,0,0,10,4,0,3,17,0,0,0,0,0,63,29,9,8,110,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,7,0,0,15
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,4,0,0,11,3,0,0,0,3,4,0,0,0,4,0,3,0,0,4,3,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,20,15,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,7,9,0,0,0,9,0,0,0,0,3,4,3,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,29,6,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA51750,4,6,0,0,5,0,0,0,0,3,9,0,0,0,5,6,5,0,0,8,8,0,0,0,8,0,0,0,0,0,10,5,3,0,21,21,7,3,0,26,37,17,0,4,54,27,7,4,0,40,13,3,3,0,19,30,10,4,0,47,4,10,0,0,17,0,5,4,0,7,17,15,4,4,42,0,0,0,0,0,181,98,27,10,313,9,4,3,3,14,3,0,0,0,6,0,0,0,0,3,3,0,0,0,10,0,3,0,0,4,17,3,0,0,17,13,3,0,0,21,13,11,0,0,23,31,16,8,0,47,31,9,6,0,43,25,9,0,0,33,5,3,0,0,10,12,7,3,0,24,9,3,3,0,15,17,18,7,0,44,5,0,0,0,5,196,93,30,7,324,12,0,0,0,12,3,0,0,0,3,4,0,0,0,5,7,0,0,0,7,8,5,0,0,15,10,5,3,0,13
LGA51820,32,18,5,5,57,24,21,4,0,56,91,37,15,8,146,111,72,15,7,209,213,150,49,16,424,89,25,3,3,126,219,125,43,17,400,218,105,26,8,365,421,194,60,18,690,219,98,36,5,362,120,41,18,0,176,73,50,19,0,138,28,25,7,3,66,6,9,7,0,24,162,137,35,31,362,54,25,10,4,96,2079,1119,356,140,3694,47,28,8,0,91,18,11,4,0,37,63,43,9,3,120,63,37,14,0,118,137,60,23,7,234,178,124,37,18,355,217,106,37,9,371,246,116,41,16,425,455,228,65,22,774,282,155,33,3,476,205,117,24,5,355,78,46,11,5,139,42,41,11,0,94,24,22,8,3,53,190,132,48,13,385,44,17,6,6,76,2298,1275,411,126,4106,36,17,3,0,61,23,9,0,6,38,35,13,5,5,59,73,30,12,4,115,116,55,16,7,193,181,95,31,10,308
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,0,0,0,0,6,0,6,0,0,0,14,4,0,0,15,28,10,4,3,40,19,22,5,9,56,7,5,5,4,21,18,8,5,4,34,9,13,0,3,28,24,6,4,0,32,17,9,5,0,29,9,0,0,0,10,13,5,0,0,16,0,0,0,0,9,0,0,0,0,0,14,11,10,0,34,5,7,4,0,20,190,106,36,26,355,6,0,0,0,9,0,0,0,0,0,7,10,0,0,12,16,8,3,5,22,18,9,5,0,35,25,16,8,7,56,22,17,7,4,54,24,10,5,7,42,21,15,5,5,45,16,13,5,0,31,11,0,3,0,17,4,4,0,0,13,4,0,0,0,5,0,0,0,0,0,13,8,7,4,24,5,0,0,0,10,194,108,42,27,373,4,3,0,0,3,0,0,0,0,0,5,0,0,0,5,7,4,0,0,15,18,7,5,0,33,30,7,5,4,43
LGA51960,5,0,0,0,5,0,0,0,0,0,5,0,5,0,13,12,7,3,0,20,13,8,3,5,29,5,0,0,0,5,5,3,0,0,17,3,0,0,0,7,7,7,4,0,17,3,3,0,4,11,6,0,0,0,8,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,4,0,0,0,6,6,0,0,0,5,75,38,24,13,142,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,3,0,0,12,9,3,0,0,12,8,4,6,0,11,7,6,3,0,20,7,6,3,0,12,13,4,0,0,22,4,0,0,0,7,13,0,0,0,15,0,0,0,0,3,0,7,0,0,6,7,0,0,0,7,3,3,0,0,6,0,0,6,0,6,77,43,16,5,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,7,0,4,0,7,5,9,0,0,12
LGA52030,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,6,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,14,3,3,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,14,4,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,10,5,3,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,9,0,0,0,0,6,3,0,0,0,3,11,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,20,8,0,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
LGA52170,0,4,5,0,9,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,9,6,0,0,12,0,0,0,0,4,14,0,0,0,18,9,3,0,0,11,17,3,0,0,23,15,4,3,0,22,12,3,3,0,15,15,16,4,0,35,8,6,0,0,11,0,0,0,0,0,8,3,3,0,19,0,0,0,0,0,112,50,27,3,192,6,4,0,0,11,0,3,0,0,4,3,0,0,0,3,0,0,0,0,5,0,0,0,0,4,11,0,0,0,11,5,0,0,0,13,11,6,0,0,13,18,6,6,0,32,11,11,3,0,24,14,0,0,0,17,4,6,0,0,4,6,13,3,0,19,12,8,3,0,17,18,8,6,0,34,0,0,0,0,0,118,60,25,3,212,5,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4
LGA52240,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,8,3,0,0,0,3,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,5,3,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,17,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
