LGA_CODE_2021,C11_AP_15_19_NCB_0,C11_AP_15_19_NCB_1,C11_AP_15_19_NCB_2,C11_AP_15_19_NCB_3,C11_AP_15_19_NCB_4,C11_AP_15_19_NCB_5,C11_AP_15_19_NCB_6mor,C11_AP_15_19_NCB_NS,C11_AP_15_19_Tot,C11_AP_20_24_NCB_0,C11_AP_20_24_NCB_1,C11_AP_20_24_NCB_2,C11_AP_20_24_NCB_3,C11_AP_20_24_NCB_4,C11_AP_20_24_NCB_5,C11_AP_20_24_NCB_6mor,C11_AP_20_24_NCB_NS,C11_AP_20_24_Tot,C11_AP_25_29_NCB_0,C11_AP_25_29_NCB_1,C11_AP_25_29_NCB_2,C11_AP_25_29_NCB_3,C11_AP_25_29_NCB_4,C11_AP_25_29_NCB_5,C11_AP_25_29_NCB_6mor,C11_AP_25_29_NCB_NS,C11_AP_25_29_Tot,C11_AP_30_34_NCB_0,C11_AP_30_34_NCB_1,C11_AP_30_34_NCB_2,C11_AP_30_34_NCB_3,C11_AP_30_34_NCB_4,C11_AP_30_34_NCB_5,C11_AP_30_34_NCB_6mor,C11_AP_30_34_NCB_NS,C11_AP_30_34_Tot,C11_AP_35_39_NCB_0,C11_AP_35_39_NCB_1,C11_AP_35_39_NCB_2,C11_AP_35_39_NCB_3,C11_AP_35_39_NCB_4,C11_AP_35_39_NCB_5,C11_AP_35_39_NCB_6mor,C11_AP_35_39_NCB_NS,C11_AP_35_39_Tot,C11_AP_40_44_NCB_0,C11_AP_40_44_NCB_1,C11_AP_40_44_NCB_2,C11_AP_40_44_NCB_3,C11_AP_40_44_NCB_4,C11_AP_40_44_NCB_5,C11_AP_40_44_NCB_6mor,C11_AP_40_44_NCB_NS,C11_AP_40_44_Tot,C11_AP_45_49_NCB_0,C11_AP_45_49_NCB_1,C11_AP_45_49_NCB_2,C11_AP_45_49_NCB_3,C11_AP_45_49_NCB_4,C11_AP_45_49_NCB_5,C11_AP_45_49_NCB_6mor,C11_AP_45_49_NCB_NS,C11_AP_45_49_Tot,C11_AP_50_54_NCB_0,C11_AP_50_54_NCB_1,C11_AP_50_54_NCB_2,C11_AP_50_54_NCB_3,C11_AP_50_54_NCB_4,C11_AP_50_54_NCB_5,C11_AP_50_54_NCB_6mor,C11_AP_50_54_NCB_NS,C11_AP_50_54_Tot,C11_AP_55_59_NCB_0,C11_AP_55_59_NCB_1,C11_AP_55_59_NCB_2,C11_AP_55_59_NCB_3,C11_AP_55_59_NCB_4,C11_AP_55_59_NCB_5,C11_AP_55_59_NCB_6mor,C11_AP_55_59_NCB_NS,C11_AP_55_59_Tot,C11_AP_60_64_NCB_0,C11_AP_60_64_NCB_1,C11_AP_60_64_NCB_2,C11_AP_60_64_NCB_3,C11_AP_60_64_NCB_4,C11_AP_60_64_NCB_5,C11_AP_60_64_NCB_6mor,C11_AP_60_64_NCB_NS,C11_AP_60_64_Tot,C11_AP_65_69_NCB_0,C11_AP_65_69_NCB_1,C11_AP_65_69_NCB_2,C11_AP_65_69_NCB_3,C11_AP_65_69_NCB_4,C11_AP_65_69_NCB_5,C11_AP_65_69_NCB_6mor,C11_AP_65_69_NCB_NS,C11_AP_65_69_Tot,C11_AP_70_74_NCB_0,C11_AP_70_74_NCB_1,C11_AP_70_74_NCB_2,C11_AP_70_74_NCB_3,C11_AP_70_74_NCB_4,C11_AP_70_74_NCB_5,C11_AP_70_74_NCB_6mor,C11_AP_70_74_NCB_NS,C11_AP_70_74_Tot,C11_AP_75_79_NCB_0,C11_AP_75_79_NCB_1,C11_AP_75_79_NCB_2,C11_AP_75_79_NCB_3,C11_AP_75_79_NCB_4,C11_AP_75_79_NCB_5,C11_AP_75_79_NCB_6mor,C11_AP_75_79_NCB_NS,C11_AP_75_79_Tot,C11_AP_80_84_NCB_0,C11_AP_80_84_NCB_1,C11_AP_80_84_NCB_2,C11_AP_80_84_NCB_3,C11_AP_80_84_NCB_4,C11_AP_80_84_NCB_5,C11_AP_80_84_NCB_6mor,C11_AP_80_84_NCB_NS,C11_AP_80_84_Tot,C11_AP_85over_N_c_b_0,C11_AP_85over_N_c_b_1,C11_AP_85over_N_c_b_2,C11_AP_85over_N_c_b_3,C11_AP_85over_N_c_b_4,C11_AP_85over_N_c_b_5,C11_AP_85over_N_c_b_6mor,C11_AP_85over_N_c_b_NS,C11_AP_85over_Tot,C11_AP_Tot_NCB_0,C11_AP_Tot_NCB_1,C11_AP_Tot_NCB_2,C11_AP_Tot_NCB_3,C11_AP_Tot_NCB_4,C11_AP_Tot_NCB_5,C11_AP_Tot_N_c_b_6mor,C11_AP_Tot_NCB_NS,C11_AP_Tot_Tot,C16_AP_15_19_NCB_0,C16_AP_15_19_NCB_1,C16_AP_15_19_NCB_2,C16_AP_15_19_NCB_3,C16_AP_15_19_NCB_4,C16_AP_15_19_NCB_5,C16_AP_15_19_NCB_6mor,C16_AP_15_19_NCB_NS,C16_AP_15_19_Tot,C16_AP_20_24_NCB_0,C16_AP_20_24_NCB_1,C16_AP_20_24_NCB_2,C16_AP_20_24_NCB_3,C16_AP_20_24_NCB_4,C16_AP_20_24_NCB_5,C16_AP_20_24_NCB_6mor,C16_AP_20_24_NCB_NS,C16_AP_20_24_Tot,C16_AP_25_29_NCB_0,C16_AP_25_29_NCB_1,C16_AP_25_29_NCB_2,C16_AP_25_29_NCB_3,C16_AP_25_29_NCB_4,C16_AP_25_29_NCB_5,C16_AP_25_29_NCB_6mor,C16_AP_25_29_NCB_NS,C16_AP_25_29_Tot,C16_AP_30_34_NCB_0,C16_AP_30_34_NCB_1,C16_AP_30_34_NCB_2,C16_AP_30_34_NCB_3,C16_AP_30_34_NCB_4,C16_AP_30_34_NCB_5,C16_AP_30_34_NCB_6mor,C16_AP_30_34_NCB_NS,C16_AP_30_34_Tot,C16_AP_35_39_NCB_0,C16_AP_35_39_NCB_1,C16_AP_35_39_NCB_2,C16_AP_35_39_NCB_3,C16_AP_35_39_NCB_4,C16_AP_35_39_NCB_5,C16_AP_35_39_NCB_6mor,C16_AP_35_39_NCB_NS,C16_AP_35_39_Tot,C16_AP_40_44_NCB_0,C16_AP_40_44_NCB_1,C16_AP_40_44_NCB_2,C16_AP_40_44_NCB_3,C16_AP_40_44_NCB_4,C16_AP_40_44_NCB_5,C16_AP_40_44_NCB_6mor,C16_AP_40_44_NCB_NS,C16_AP_40_44_Tot,C16_AP_45_49_NCB_0,C16_AP_45_49_NCB_1
LGA56090,1207,9,0,0,0,0,0,105,1321,748,60,31,4,0,0,0,47,898,370,124,87,46,11,3,0,34,684,230,152,232,103,34,5,0,31,797,189,161,446,224,62,7,8,61,1162,191,180,576,297,103,23,19,77,1465,171,180,580,365,138,34,17,75,1559,163,146,547,356,142,33,18,59,1463,121,139,497,329,134,41,12,52,1316,98,115,493,335,114,28,11,67,1266,71,62,328,242,99,16,14,35,856,36,29,153,164,103,38,23,48,606,26,14,102,104,83,33,28,29,412,22,26,59,61,58,25,23,28,307,19,30,75,60,31,23,12,56,306,3671,1440,4209,2690,1109,307,189,796,14407,1034,0,0,0,0,0,0,141,1177,727,69,17,4,0,0,0,70,881,482,147,119,35,9,0,0,58,848,274,192,262,105,36,4,3,57,934,181,172,382,188,56,13,4,58,1051,187,164,485,259,74,19,7,65,1264,214,189
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,9,6,0,3,4,42,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0
LGA56230,352,7,0,0,0,0,0,54,408,212,54,15,6,0,0,0,24,314,100,60,83,39,9,0,0,23,323,67,57,120,66,27,5,3,20,362,38,62,163,88,24,11,6,26,425,52,31,189,129,37,13,5,30,477,49,41,189,124,50,13,6,33,500,44,54,186,131,59,13,3,17,498,35,31,170,126,52,12,7,29,469,47,45,199,137,68,18,7,29,548,33,24,148,127,54,23,3,25,434,27,21,94,109,68,13,11,16,360,16,16,45,55,41,19,14,16,222,13,13,43,31,23,10,6,17,159,3,4,17,23,13,9,7,9,93,1077,512,1658,1187,536,163,89,355,5577,439,14,0,0,0,0,0,63,517,277,60,33,0,0,0,0,27,407,181,82,80,25,4,9,0,33,416,80,64,128,78,25,6,7,29,412,43,59,167,89,36,17,10,24,447,57,55,198,129,48,13,10,47,548,53,52
LGA56300,20,0,0,0,0,0,0,0,25,10,3,0,0,0,0,0,0,16,4,4,0,0,0,0,0,0,17,11,7,3,0,0,0,0,6,27,5,3,6,12,0,0,0,0,29,9,4,14,14,3,0,0,6,47,10,4,11,12,9,0,0,0,52,5,3,15,19,3,5,0,0,44,3,8,35,16,0,0,0,0,64,12,3,21,16,5,0,0,3,61,8,4,16,13,5,3,0,0,48,0,0,7,3,4,0,0,0,24,0,4,0,3,3,4,0,0,16,0,0,5,0,0,0,0,0,10,0,0,0,0,3,0,0,0,9,104,51,140,114,40,12,8,24,499,15,0,0,0,0,0,0,4,18,8,5,0,0,0,0,0,0,16,5,10,0,0,0,0,0,0,19,6,8,11,4,0,0,0,3,35,0,5,10,0,0,0,0,4,18,4,3,4,10,3,3,0,4,31,9,9
LGA56370,6,0,0,0,0,0,0,3,11,16,0,0,0,0,0,0,3,23,6,5,7,4,0,0,0,0,17,0,4,5,6,0,0,0,0,9,9,4,5,0,0,0,0,0,22,4,6,11,8,4,0,0,0,31,0,0,13,12,8,0,0,0,30,4,0,8,15,3,0,3,4,39,6,5,11,3,0,0,0,0,25,0,0,11,5,5,0,0,0,18,0,0,8,10,6,0,0,0,20,6,0,7,0,5,0,0,0,15,0,0,6,6,9,5,0,0,20,0,0,3,4,3,0,0,5,15,0,5,0,6,0,3,0,0,19,52,26,82,84,36,21,7,18,325,16,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,15,11,4,0,5,0,0,0,3,29,13,7,9,6,0,0,0,0,31,0,0,0,9,0,0,0,0,6,3,0,3,5,5,0,0,6,21,0,4
LGA56460,182,10,0,0,0,0,0,15,207,95,28,12,6,3,0,0,8,151,54,28,32,11,0,0,0,4,134,35,26,42,21,11,4,0,3,147,20,13,45,43,14,5,4,4,154,26,12,64,43,14,9,0,12,176,13,12,51,39,17,7,3,0,144,18,10,76,58,23,5,11,9,207,10,3,42,48,17,9,3,9,136,6,5,51,39,22,0,8,4,140,9,10,29,34,12,4,7,5,105,12,0,18,22,23,4,4,4,83,0,0,11,20,16,16,7,6,80,4,5,11,23,11,5,6,3,64,9,3,17,11,11,11,9,3,76,492,164,515,413,187,86,63,98,2019,160,0,0,0,0,0,0,34,205,86,14,12,0,0,0,0,20,137,50,23,29,6,6,0,6,17,143,40,20,49,15,5,0,5,10,155,19,26,45,30,10,3,3,12,143,14,14,40,42,12,0,7,7,134,16,17
LGA56580,716,0,0,0,0,0,0,36,753,746,12,0,0,0,0,0,48,798,347,35,19,3,0,0,0,23,419,151,82,95,25,5,0,4,16,381,75,78,229,116,23,0,3,18,531,67,83,324,224,41,8,0,22,764,83,85,372,183,59,10,0,28,825,81,91,378,233,46,10,7,25,885,72,72,277,200,59,16,4,27,723,64,83,280,153,47,8,6,23,673,64,38,182,137,45,7,5,21,499,39,20,98,100,48,9,9,12,334,26,20,59,90,47,14,11,11,274,30,18,63,52,51,11,7,16,254,35,31,89,100,49,16,13,52,388,2579,745,2468,1612,530,116,72,376,8503,681,0,0,0,0,0,0,62,742,624,4,0,0,0,0,0,60,684,348,26,7,0,0,0,0,31,420,178,96,102,27,10,0,0,19,426,73,103,242,104,12,0,0,20,565,67,70,327,171,48,8,0,37,725,58,97
LGA56620,44,6,0,0,0,0,0,12,60,15,17,18,4,0,0,0,10,60,24,18,20,11,4,0,0,3,79,12,13,10,15,5,0,4,6,63,15,8,3,5,6,5,4,5,44,4,9,9,6,5,0,0,5,37,10,11,13,12,4,7,0,5,59,4,3,9,3,7,8,0,0,37,10,7,14,13,3,0,0,0,43,0,0,6,4,10,5,0,0,21,0,5,0,5,3,0,3,0,19,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,148,93,101,87,50,23,19,44,554,39,4,0,0,0,0,0,27,66,33,18,10,0,0,0,0,12,76,24,11,14,9,0,0,0,19,75,14,21,13,13,6,4,4,23,92,9,10,10,10,4,4,0,14,61,7,10,10,8,3,0,0,10,52,10,4
LGA56730,243,11,0,0,0,4,0,44,301,161,31,24,12,0,0,0,20,248,128,57,59,15,10,6,3,22,302,61,48,89,52,26,5,10,21,309,47,36,117,78,29,11,11,29,360,43,45,118,67,40,15,15,23,367,46,32,118,79,33,10,12,12,356,43,29,131,105,47,27,6,31,421,53,24,115,106,42,14,9,27,389,25,24,116,83,50,19,9,24,362,25,19,70,66,43,21,6,19,262,13,10,39,46,32,17,16,19,180,6,7,15,32,35,11,13,21,134,3,12,12,21,22,15,21,22,124,3,6,23,16,24,4,9,24,113,896,381,1054,781,431,175,130,367,4222,271,0,0,0,0,0,0,51,327,157,28,16,3,0,0,0,21,233,112,59,56,17,8,0,0,33,288,82,43,88,35,21,8,6,32,304,44,30,87,59,28,4,7,24,286,57,32,122,67,35,6,5,41,366,49,46
LGA56790,52,4,0,0,0,0,0,11,67,18,7,3,0,0,0,0,6,40,22,11,12,6,0,0,0,0,55,27,9,19,18,8,0,0,0,84,8,6,40,30,8,4,0,3,105,10,17,46,21,8,0,0,0,102,24,11,44,45,5,0,3,6,138,12,10,46,27,11,3,0,9,119,15,10,53,36,16,3,0,3,134,11,10,33,36,17,10,0,8,125,8,6,34,26,13,10,5,4,101,3,3,19,24,10,4,5,5,73,0,0,11,17,9,6,8,7,60,0,0,0,10,10,6,9,5,32,3,0,6,3,3,0,7,6,21,226,106,363,288,112,49,31,75,1255,48,0,0,0,0,0,0,12,59,48,9,0,0,0,0,0,9,63,18,14,11,8,0,0,0,3,51,13,10,18,12,3,0,0,8,70,10,6,20,20,7,3,0,10,78,11,15,40,27,6,3,3,7,100,16,12
LGA56860,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,3,4,3,0,0,0,10,0,0,5,4,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,4,16,3,13,23,16,10,0,6,81,8,0,0,0,0,0,0,0,8,8,3,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8,0,0,5,0,0,0,0,0,5,0,0,0,6,5,3,0,6,16,0,0
LGA56930,93,0,0,0,0,0,0,18,105,52,0,0,0,0,0,0,8,58,30,0,0,0,0,0,0,5,36,12,4,5,3,0,0,0,0,27,5,3,11,3,0,0,0,3,32,0,6,22,13,5,0,0,0,44,3,9,19,12,11,5,0,3,54,5,6,20,18,8,0,0,4,68,14,3,29,14,8,0,0,9,72,9,4,13,11,3,4,0,0,50,4,3,6,9,6,0,0,3,35,3,0,5,8,4,0,0,0,26,0,0,3,15,0,0,0,3,25,0,0,6,3,0,5,3,0,20,0,0,6,8,3,0,0,4,25,229,31,147,130,50,14,9,67,673,154,0,0,0,0,0,0,11,161,46,0,0,0,0,0,0,9,59,38,0,0,0,0,0,0,4,42,15,6,0,3,0,0,0,3,30,13,4,9,5,0,0,0,4,33,4,0,16,11,9,0,0,5,44,0,5
LGA57000,9,0,0,0,0,0,0,0,14,12,5,0,0,0,0,0,0,16,22,3,3,0,0,0,0,0,38,9,6,0,0,0,0,0,0,22,4,0,5,4,0,0,0,0,15,7,0,11,13,0,0,4,0,31,5,0,7,8,3,0,0,0,25,0,0,10,4,0,0,0,0,26,0,0,6,7,0,5,0,3,21,0,0,8,4,0,0,0,0,20,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,68,21,53,49,23,9,4,15,233,4,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,16,6,0,5,3,0,0,0,4,17,0,4,3,5,0,0,0,0,17,0,0,6,0,0,0,0,0,9,0,0
LGA57080,454,3,0,0,0,0,0,53,516,1236,23,5,0,0,0,0,184,1443,1424,90,16,4,0,0,0,274,1814,758,145,56,5,3,0,0,183,1147,290,94,75,21,0,0,0,73,558,179,72,72,26,6,0,0,61,412,151,68,87,36,13,0,3,59,415,103,63,134,56,18,0,0,60,442,96,65,139,73,25,4,3,62,459,60,55,149,66,32,4,0,54,423,30,21,107,57,17,6,0,33,273,23,13,65,48,22,0,3,26,205,21,13,17,26,15,6,4,16,116,14,7,19,19,19,7,3,3,101,17,10,32,24,12,10,7,11,122,4852,735,990,447,184,52,29,1152,8441,578,0,0,0,0,0,0,74,653,1558,21,0,0,0,0,0,283,1861,1705,102,18,4,0,0,0,386,2218,1207,243,84,4,6,0,0,302,1845,499,157,90,23,4,0,0,140,902,265,96,98,22,5,0,0,112,606,197,78
LGA57140,20,0,0,0,0,0,0,3,18,17,3,9,0,0,0,0,0,22,13,8,3,3,0,0,0,5,27,0,3,7,7,0,0,0,0,22,0,4,10,10,0,0,0,3,28,7,3,7,14,0,0,0,3,38,0,5,11,9,4,0,0,3,37,3,0,12,8,9,3,0,3,44,0,0,18,11,8,0,0,0,49,4,5,10,9,4,6,0,0,37,0,0,10,16,4,0,0,0,37,0,0,12,13,10,0,0,0,34,0,0,4,6,3,4,0,0,19,0,0,0,0,3,4,0,0,13,0,0,5,0,3,3,4,0,22,68,35,116,112,51,22,18,30,448,16,0,0,0,0,0,0,6,23,9,0,0,0,0,0,0,4,14,10,5,5,3,8,0,0,3,34,7,4,7,7,0,0,0,3,26,0,3,5,11,0,0,0,4,23,4,4,11,7,5,0,0,4,23,3,5
LGA57210,120,5,0,0,0,0,0,13,139,48,14,14,4,0,0,0,3,85,34,22,35,11,3,0,0,4,108,23,25,38,22,9,0,0,9,134,29,24,43,28,12,3,0,10,147,24,23,48,39,17,8,3,7,170,23,23,52,36,23,8,4,5,176,21,16,68,53,26,3,8,11,209,20,14,63,45,23,11,0,15,193,15,17,53,47,19,8,7,10,173,9,11,55,26,17,7,0,9,139,7,5,27,28,18,3,9,4,95,8,0,13,12,12,11,3,0,59,3,0,13,8,12,3,8,10,59,0,0,17,14,14,5,0,0,49,389,194,538,380,202,73,48,99,1925,118,0,0,0,0,0,0,20,136,64,6,10,3,0,0,0,17,97,38,13,17,9,3,0,0,3,96,21,12,37,17,5,0,0,3,101,14,14,42,32,14,4,7,13,135,28,17,50,41,13,6,6,10,172,25,27
LGA57280,252,17,0,0,0,0,0,93,367,366,81,23,4,7,0,0,117,596,365,123,83,31,9,7,0,136,755,201,123,124,56,22,12,3,136,680,95,79,154,117,21,11,11,106,588,59,48,123,83,41,24,12,88,474,42,53,122,94,40,17,12,85,468,53,23,121,77,41,10,8,87,419,17,8,83,59,30,12,6,38,257,8,5,44,26,33,15,4,23,160,6,4,14,9,8,0,8,6,53,3,0,5,6,3,7,3,6,49,3,0,3,4,0,4,6,4,21,0,3,3,3,0,0,0,6,16,7,4,6,0,0,0,0,3,15,1474,572,900,567,254,120,87,934,4904,259,6,6,0,0,0,0,79,351,288,57,37,11,5,0,0,81,474,392,124,96,47,9,3,0,132,797,238,142,185,78,20,10,8,125,799,95,81,185,84,40,13,8,101,612,68,58,135,84,36,14,8,62,464,59,52
LGA57350,8,0,0,0,0,0,0,0,11,7,0,3,0,0,0,0,0,15,6,7,0,4,0,0,0,0,18,6,3,6,3,5,0,0,3,30,6,5,7,6,5,0,0,0,29,9,4,16,9,4,0,3,0,35,8,4,14,13,7,0,0,0,42,5,3,12,20,3,4,0,0,46,3,3,5,14,3,4,0,0,49,9,0,7,6,3,0,0,0,32,0,0,11,14,5,0,3,0,39,0,0,8,11,4,0,0,0,25,0,0,7,4,11,0,4,0,29,0,0,0,3,3,0,3,0,18,7,0,3,3,3,0,0,0,20,73,37,111,111,56,18,17,11,435,9,0,0,0,0,0,0,3,14,5,3,0,0,0,0,0,3,14,7,4,6,4,3,0,0,3,27,7,4,3,4,0,0,0,3,17,4,0,5,4,4,0,0,6,28,0,4,8,0,0,0,0,0,17,7,0
LGA57420,22,0,0,0,0,0,0,3,22,29,9,0,0,0,0,0,3,42,28,10,19,5,0,0,0,4,66,19,10,28,18,8,0,0,4,86,13,6,24,18,4,0,0,4,73,6,9,12,17,8,5,0,4,57,7,5,26,11,3,4,5,5,64,10,8,25,20,11,0,4,4,79,3,8,13,19,9,0,0,4,55,4,3,17,17,4,5,0,4,52,9,0,14,12,16,0,0,6,55,0,4,0,11,14,7,0,3,36,0,0,0,6,9,0,0,7,22,0,0,0,3,0,0,0,5,12,0,0,0,0,6,0,0,3,5,150,59,183,165,83,17,13,55,721,7,0,0,0,0,0,0,0,9,22,3,0,0,0,0,0,3,33,21,10,5,5,0,0,0,8,45,16,8,17,7,3,0,0,9,65,0,7,16,13,4,0,0,10,47,10,8,18,8,0,0,0,6,51,9,0
LGA57490,3355,77,8,0,0,0,0,329,3771,2380,536,262,41,3,0,0,183,3402,1470,782,739,270,66,14,3,151,3496,752,728,1047,481,182,45,19,157,3406,492,576,1466,790,275,83,45,188,3921,414,527,1679,851,298,105,59,214,4154,413,400,1473,902,354,99,62,159,3872,273,293,1202,813,289,102,37,149,3163,230,273,980,673,285,86,40,126,2689,140,184,932,659,258,65,37,112,2383,113,129,703,551,247,71,31,100,1939,78,83,425,435,278,92,52,104,1550,58,68,286,315,210,116,47,102,1205,69,69,195,224,138,95,78,102,970,47,66,161,143,121,48,52,102,734,10285,4802,11559,7147,3008,1018,563,2266,40653,3561,53,8,0,0,0,0,405,4023,2947,492,213,41,7,3,0,442,4152,1979,957,841,284,79,13,11,405,4569,1058,913,1460,636,210,55,33,346,4712,559,698,1514,807,295,77,48,244,4241,475,578,1726,962,329,114,69,298,4544,479,575
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,7,3,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,9,6,5,0,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
LGA57700,573,8,0,0,0,0,0,51,631,416,68,40,6,0,0,0,32,568,220,107,95,36,13,0,0,20,498,125,87,181,97,23,8,5,13,537,102,72,267,150,52,10,7,21,675,82,81,301,165,59,24,20,33,759,82,72,271,153,70,17,12,26,696,58,68,224,144,61,18,8,24,606,51,36,208,126,60,10,10,20,513,30,24,198,107,46,15,12,21,463,5,20,107,76,42,11,9,10,276,15,13,54,79,29,8,8,13,212,11,9,17,25,25,10,9,13,123,6,0,18,13,16,8,7,13,85,0,5,10,7,6,3,3,33,76,1779,669,1976,1183,501,149,114,340,6716,758,5,0,0,0,0,0,81,853,658,141,52,9,0,0,0,77,935,510,230,239,58,10,4,0,58,1113,260,234,331,155,50,14,4,78,1117,166,123,343,165,54,21,8,49,930,124,95,318,209,82,19,15,57,935,107,102
LGA57770,4,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,15,16,4,5,4,0,0,0,0,23,6,12,11,7,0,0,0,0,42,14,5,9,0,3,0,0,0,35,7,5,9,3,0,0,0,0,27,5,0,7,3,0,0,0,0,27,8,4,12,7,3,4,0,0,35,0,3,20,8,4,0,0,0,32,6,0,12,14,4,0,0,0,42,0,0,9,6,0,0,0,0,17,0,0,0,4,0,4,0,0,10,0,0,3,4,0,0,0,0,12,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,77,38,90,67,28,14,3,14,327,10,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,23,20,0,6,0,0,0,0,3,41,6,6,12,5,0,0,0,7,29,10,4,14,10,0,0,0,3,43,5,8,8,3,0,3,0,0,26,3,0
LGA57840,1159,3,0,0,0,0,0,86,1245,1914,52,17,0,3,0,0,157,2138,1478,144,43,12,3,0,3,124,1808,844,282,198,63,7,4,5,100,1506,426,248,412,142,31,4,9,78,1355,314,228,493,187,32,5,9,62,1336,296,209,491,228,52,3,9,59,1339,286,200,504,267,83,16,10,72,1440,281,163,512,259,77,17,10,73,1382,181,108,482,240,81,13,7,66,1172,122,72,270,187,67,20,13,52,803,70,54,181,127,71,22,22,45,582,51,42,112,124,82,35,28,46,530,64,40,122,143,63,35,17,73,545,81,69,197,153,84,28,35,142,781,7554,1908,4024,2114,737,207,174,1242,17970,1076,10,0,0,0,0,0,139,1222,1619,27,12,0,0,0,0,176,1833,1405,142,45,13,3,0,0,174,1785,918,343,234,48,7,0,0,151,1704,460,293,396,130,17,5,3,108,1414,291,232,458,172,49,8,11,87,1306,280,253
LGA57910,4815,71,14,0,0,0,5,505,5413,6239,429,155,37,9,0,5,561,7426,6487,1105,514,152,44,13,8,673,8999,3794,1631,1284,388,104,41,27,483,7751,2058,1359,2300,851,205,89,49,398,7307,1538,1005,2572,999,238,79,70,335,6823,1291,858,2369,1093,291,112,66,303,6373,976,753,2237,1241,349,101,70,288,6014,832,669,2121,1297,403,112,67,304,5797,625,521,1998,1236,406,124,56,268,5244,412,357,1482,1058,427,123,78,245,4180,304,246,1003,1035,485,176,108,198,3559,261,159,761,799,475,210,165,246,3079,185,156,628,651,389,169,151,272,2616,220,237,623,537,346,189,148,458,2773,30044,9551,20055,11366,4181,1530,1068,5546,83338,4828,39,3,0,0,0,0,537,5420,5668,294,103,30,0,0,4,633,6739,7150,1147,445,130,32,7,0,909,9823,4817,2205,1553,372,82,28,14,813,9891,2287,1602,2424,802,187,71,32,532,7929,1533,1214,2630,1068,250,88,62,484,7327,1327,1010
LGA57980,319,3,0,0,0,0,0,25,345,526,9,0,0,0,0,0,33,581,601,35,11,0,0,0,0,68,713,362,102,79,11,0,0,0,47,607,202,120,143,50,12,0,0,33,559,153,71,202,70,12,5,0,29,533,147,68,177,92,10,4,0,36,530,120,63,183,79,16,3,0,30,501,98,67,185,86,31,0,3,37,518,96,54,172,93,18,10,6,21,464,53,21,124,90,35,8,5,22,355,40,19,82,80,27,6,6,20,279,22,11,56,46,32,10,8,21,209,20,16,46,40,30,7,11,21,177,20,21,45,26,25,6,7,60,203,2781,687,1499,768,257,57,37,502,6587,329,0,0,0,0,0,0,39,371,456,6,0,0,0,0,0,49,510,644,45,8,0,0,0,0,88,780,370,118,74,12,0,0,0,57,646,202,111,179,55,8,0,0,46,598,120,106,202,85,16,0,0,39,565,123,89
