LGA_CODE_2021,C11_AP_15_19_NCB_0,C11_AP_15_19_NCB_1,C11_AP_15_19_NCB_2,C11_AP_15_19_NCB_3,C11_AP_15_19_NCB_4,C11_AP_15_19_NCB_5,C11_AP_15_19_NCB_6mor,C11_AP_15_19_NCB_NS,C11_AP_15_19_Tot,C11_AP_20_24_NCB_0,C11_AP_20_24_NCB_1,C11_AP_20_24_NCB_2,C11_AP_20_24_NCB_3,C11_AP_20_24_NCB_4,C11_AP_20_24_NCB_5,C11_AP_20_24_NCB_6mor,C11_AP_20_24_NCB_NS,C11_AP_20_24_Tot,C11_AP_25_29_NCB_0,C11_AP_25_29_NCB_1,C11_AP_25_29_NCB_2,C11_AP_25_29_NCB_3,C11_AP_25_29_NCB_4,C11_AP_25_29_NCB_5,C11_AP_25_29_NCB_6mor,C11_AP_25_29_NCB_NS,C11_AP_25_29_Tot,C11_AP_30_34_NCB_0,C11_AP_30_34_NCB_1,C11_AP_30_34_NCB_2,C11_AP_30_34_NCB_3,C11_AP_30_34_NCB_4,C11_AP_30_34_NCB_5,C11_AP_30_34_NCB_6mor,C11_AP_30_34_NCB_NS,C11_AP_30_34_Tot,C11_AP_35_39_NCB_0,C11_AP_35_39_NCB_1,C11_AP_35_39_NCB_2,C11_AP_35_39_NCB_3,C11_AP_35_39_NCB_4,C11_AP_35_39_NCB_5,C11_AP_35_39_NCB_6mor,C11_AP_35_39_NCB_NS,C11_AP_35_39_Tot,C11_AP_40_44_NCB_0,C11_AP_40_44_NCB_1,C11_AP_40_44_NCB_2,C11_AP_40_44_NCB_3,C11_AP_40_44_NCB_4,C11_AP_40_44_NCB_5,C11_AP_40_44_NCB_6mor,C11_AP_40_44_NCB_NS,C11_AP_40_44_Tot,C11_AP_45_49_NCB_0,C11_AP_45_49_NCB_1,C11_AP_45_49_NCB_2,C11_AP_45_49_NCB_3,C11_AP_45_49_NCB_4,C11_AP_45_49_NCB_5,C11_AP_45_49_NCB_6mor,C11_AP_45_49_NCB_NS,C11_AP_45_49_Tot,C11_AP_50_54_NCB_0,C11_AP_50_54_NCB_1,C11_AP_50_54_NCB_2,C11_AP_50_54_NCB_3,C11_AP_50_54_NCB_4,C11_AP_50_54_NCB_5,C11_AP_50_54_NCB_6mor,C11_AP_50_54_NCB_NS,C11_AP_50_54_Tot,C11_AP_55_59_NCB_0,C11_AP_55_59_NCB_1,C11_AP_55_59_NCB_2,C11_AP_55_59_NCB_3,C11_AP_55_59_NCB_4,C11_AP_55_59_NCB_5,C11_AP_55_59_NCB_6mor,C11_AP_55_59_NCB_NS,C11_AP_55_59_Tot,C11_AP_60_64_NCB_0,C11_AP_60_64_NCB_1,C11_AP_60_64_NCB_2,C11_AP_60_64_NCB_3,C11_AP_60_64_NCB_4,C11_AP_60_64_NCB_5,C11_AP_60_64_NCB_6mor,C11_AP_60_64_NCB_NS,C11_AP_60_64_Tot,C11_AP_65_69_NCB_0,C11_AP_65_69_NCB_1,C11_AP_65_69_NCB_2,C11_AP_65_69_NCB_3,C11_AP_65_69_NCB_4,C11_AP_65_69_NCB_5,C11_AP_65_69_NCB_6mor,C11_AP_65_69_NCB_NS,C11_AP_65_69_Tot,C11_AP_70_74_NCB_0,C11_AP_70_74_NCB_1,C11_AP_70_74_NCB_2,C11_AP_70_74_NCB_3,C11_AP_70_74_NCB_4,C11_AP_70_74_NCB_5,C11_AP_70_74_NCB_6mor,C11_AP_70_74_NCB_NS,C11_AP_70_74_Tot,C11_AP_75_79_NCB_0,C11_AP_75_79_NCB_1,C11_AP_75_79_NCB_2,C11_AP_75_79_NCB_3,C11_AP_75_79_NCB_4,C11_AP_75_79_NCB_5,C11_AP_75_79_NCB_6mor,C11_AP_75_79_NCB_NS,C11_AP_75_79_Tot,C11_AP_80_84_NCB_0,C11_AP_80_84_NCB_1,C11_AP_80_84_NCB_2,C11_AP_80_84_NCB_3,C11_AP_80_84_NCB_4,C11_AP_80_84_NCB_5,C11_AP_80_84_NCB_6mor,C11_AP_80_84_NCB_NS,C11_AP_80_84_Tot,C11_AP_85over_N_c_b_0,C11_AP_85over_N_c_b_1,C11_AP_85over_N_c_b_2,C11_AP_85over_N_c_b_3,C11_AP_85over_N_c_b_4,C11_AP_85over_N_c_b_5,C11_AP_85over_N_c_b_6mor,C11_AP_85over_N_c_b_NS,C11_AP_85over_Tot,C11_AP_Tot_NCB_0,C11_AP_Tot_NCB_1,C11_AP_Tot_NCB_2,C11_AP_Tot_NCB_3,C11_AP_Tot_NCB_4,C11_AP_Tot_NCB_5,C11_AP_Tot_N_c_b_6mor,C11_AP_Tot_NCB_NS,C11_AP_Tot_Tot,C16_AP_15_19_NCB_0,C16_AP_15_19_NCB_1,C16_AP_15_19_NCB_2,C16_AP_15_19_NCB_3,C16_AP_15_19_NCB_4,C16_AP_15_19_NCB_5,C16_AP_15_19_NCB_6mor,C16_AP_15_19_NCB_NS,C16_AP_15_19_Tot,C16_AP_20_24_NCB_0,C16_AP_20_24_NCB_1,C16_AP_20_24_NCB_2,C16_AP_20_24_NCB_3,C16_AP_20_24_NCB_4,C16_AP_20_24_NCB_5,C16_AP_20_24_NCB_6mor,C16_AP_20_24_NCB_NS,C16_AP_20_24_Tot,C16_AP_25_29_NCB_0,C16_AP_25_29_NCB_1,C16_AP_25_29_NCB_2,C16_AP_25_29_NCB_3,C16_AP_25_29_NCB_4,C16_AP_25_29_NCB_5,C16_AP_25_29_NCB_6mor,C16_AP_25_29_NCB_NS,C16_AP_25_29_Tot,C16_AP_30_34_NCB_0,C16_AP_30_34_NCB_1,C16_AP_30_34_NCB_2,C16_AP_30_34_NCB_3,C16_AP_30_34_NCB_4,C16_AP_30_34_NCB_5,C16_AP_30_34_NCB_6mor,C16_AP_30_34_NCB_NS,C16_AP_30_34_Tot,C16_AP_35_39_NCB_0,C16_AP_35_39_NCB_1,C16_AP_35_39_NCB_2,C16_AP_35_39_NCB_3,C16_AP_35_39_NCB_4,C16_AP_35_39_NCB_5,C16_AP_35_39_NCB_6mor,C16_AP_35_39_NCB_NS,C16_AP_35_39_Tot,C16_AP_40_44_NCB_0,C16_AP_40_44_NCB_1,C16_AP_40_44_NCB_2,C16_AP_40_44_NCB_3,C16_AP_40_44_NCB_4,C16_AP_40_44_NCB_5,C16_AP_40_44_NCB_6mor,C16_AP_40_44_NCB_NS,C16_AP_40_44_Tot,C16_AP_45_49_NCB_0,C16_AP_45_49_NCB_1
LGA50840,93,0,0,0,0,0,0,11,106,35,10,3,0,0,0,0,0,50,32,12,16,8,0,0,0,4,76,20,18,45,17,4,0,0,0,108,14,28,41,39,10,3,5,4,144,21,14,60,37,12,3,4,0,156,24,12,50,29,16,6,3,4,157,26,18,62,42,24,8,0,0,175,22,17,71,45,38,3,0,0,196,16,14,77,61,28,4,0,7,205,12,14,57,32,29,3,0,0,148,4,7,27,28,19,9,3,4,102,5,0,14,9,10,0,8,0,51,0,4,3,8,6,8,7,0,45,3,3,4,13,9,4,0,0,36,339,170,532,369,208,47,37,57,1758,101,0,0,0,0,0,0,17,121,50,5,4,3,0,0,0,4,70,20,10,9,9,0,0,0,5,61,22,8,23,15,9,8,0,4,93,14,14,43,36,12,0,0,10,128,17,26,49,37,12,0,6,6,154,29,14
LGA50910,14,0,0,0,0,0,0,0,16,7,7,4,0,0,0,0,0,20,6,0,4,3,0,0,0,0,17,4,3,9,4,4,0,0,3,30,0,4,9,5,0,0,0,0,26,7,0,11,11,0,3,4,0,37,6,3,12,11,3,0,0,0,26,3,4,10,0,3,0,0,0,25,0,0,3,10,5,0,0,3,26,3,0,11,7,3,0,0,0,30,0,0,7,3,4,0,5,4,27,0,3,11,9,0,5,0,0,30,3,0,3,7,6,4,0,0,22,0,0,3,4,0,3,0,0,13,3,0,0,9,4,3,0,0,23,55,27,92,78,44,26,17,25,362,21,0,0,0,0,0,0,3,20,12,3,3,0,0,0,0,7,21,8,4,7,5,3,0,0,0,18,0,5,10,6,0,0,0,0,18,0,0,8,10,0,0,0,0,30,6,5,8,0,0,0,0,0,21,9,4
LGA50980,303,21,0,0,0,0,0,72,398,345,81,39,18,8,0,0,68,555,370,97,84,38,11,8,0,81,685,237,97,118,75,36,8,10,64,645,139,95,166,77,42,19,24,60,620,119,70,176,105,49,20,22,63,636,102,52,158,80,40,22,23,52,537,75,44,123,111,57,36,17,42,503,53,44,112,79,48,16,17,43,412,29,18,75,53,28,9,13,22,247,16,15,40,26,18,5,13,17,151,6,4,13,14,13,5,13,11,79,4,4,6,7,8,7,8,0,46,0,3,3,8,5,0,8,9,38,3,4,5,8,0,3,6,0,18,1804,651,1123,695,367,160,173,605,5582,280,20,0,0,0,0,0,78,384,282,79,29,0,5,0,0,67,460,377,105,81,32,12,8,3,107,721,330,128,133,55,35,10,11,104,800,166,91,172,129,48,24,12,108,752,100,71,188,90,42,23,17,69,594,115,60
LGA51080,23,0,0,0,0,0,0,0,24,11,4,0,0,0,0,0,0,18,22,9,0,0,0,0,0,0,33,3,7,11,5,3,0,0,0,37,3,5,14,7,3,0,3,5,36,0,3,17,12,3,0,0,5,47,4,9,18,13,6,0,0,0,51,0,0,9,15,5,0,0,0,40,0,0,10,14,3,0,0,0,34,0,3,13,5,8,3,4,0,35,0,0,3,4,3,0,0,0,13,0,0,3,5,3,0,3,0,15,0,0,4,5,0,3,0,0,12,0,0,0,0,0,4,6,0,11,0,0,7,0,0,0,0,0,8,83,29,107,86,50,14,17,18,408,15,0,0,0,0,0,0,5,21,14,3,0,0,0,0,0,7,22,13,3,7,6,0,0,0,6,34,5,6,6,10,3,0,0,3,37,5,8,9,13,6,0,0,6,38,0,0,9,9,0,0,0,0,28,0,0
LGA51120,15,0,0,0,0,0,0,0,15,11,9,0,0,0,0,0,0,14,13,8,4,0,0,0,0,0,30,0,0,4,3,0,5,0,0,16,9,3,9,6,3,0,0,0,35,3,0,17,10,0,0,0,0,32,0,6,7,5,6,6,0,0,27,0,4,15,11,5,0,0,0,32,0,0,11,12,9,3,0,0,34,0,3,12,14,3,0,0,3,41,4,0,8,3,4,0,0,0,20,0,0,4,9,11,0,5,5,22,0,0,3,5,0,6,4,0,19,0,0,0,3,4,5,6,0,16,0,0,0,4,8,9,0,3,17,54,32,100,78,50,32,13,12,367,11,0,0,0,0,0,0,7,12,10,0,0,0,0,0,0,4,17,14,4,5,0,0,0,0,0,18,7,7,7,8,0,0,0,0,31,3,0,5,7,0,0,3,0,18,4,4,12,8,3,3,0,0,33,0,7
LGA51190,893,26,0,0,0,0,0,98,1014,742,149,44,14,5,0,0,71,1031,548,190,173,51,22,3,0,61,1046,321,221,233,114,45,11,11,62,1022,154,152,360,158,54,17,8,61,955,141,138,413,225,77,19,15,75,1104,127,98,378,247,96,19,6,66,1055,115,100,433,291,114,34,24,63,1170,90,79,371,292,95,38,28,57,1043,78,76,363,249,114,24,12,48,968,35,42,210,211,99,42,22,40,701,27,29,129,156,100,47,33,36,567,18,23,91,133,102,57,39,56,508,26,22,87,91,86,49,43,57,465,28,26,75,102,64,35,36,68,436,3349,1374,3362,2337,1075,400,285,911,13084,720,20,0,0,0,0,0,94,839,620,116,57,15,4,0,0,93,902,570,204,133,46,15,9,0,90,1064,329,206,277,101,33,15,0,74,1038,187,152,347,149,55,16,10,80,989,147,139,365,174,61,18,13,70,992,121,143
LGA51260,833,12,3,0,0,0,0,82,926,446,88,42,8,4,0,0,42,629,404,147,122,46,14,0,0,35,764,261,182,291,118,36,14,5,46,950,152,165,452,221,65,12,8,43,1123,138,157,470,256,90,22,20,45,1200,130,120,394,282,97,26,15,30,1098,102,94,395,311,98,26,13,47,1084,108,87,403,258,98,23,6,42,1019,64,73,350,254,105,22,3,44,926,67,40,295,214,90,27,7,22,771,42,26,129,196,110,38,17,38,587,36,16,106,132,114,58,22,28,507,18,16,90,89,89,42,30,36,415,31,29,63,56,64,30,27,75,374,2822,1259,3609,2437,1072,338,189,661,12385,884,10,0,0,0,0,0,124,1022,565,58,35,3,0,0,0,71,743,414,159,127,43,7,3,0,71,818,298,269,314,157,30,8,9,76,1146,177,159,471,241,72,16,11,65,1214,146,166,560,292,97,17,16,93,1392,149,178
LGA51310,786,0,0,0,0,0,0,48,837,661,7,4,0,0,0,0,34,707,538,44,8,0,0,0,0,42,640,326,134,125,39,0,0,0,27,655,171,122,347,158,23,3,0,35,861,147,131,454,259,43,16,8,32,1091,171,111,437,210,51,9,7,28,1020,146,93,366,214,65,10,3,32,928,100,79,275,186,47,3,0,37,723,85,73,240,143,51,11,0,31,625,53,32,169,128,45,6,4,23,456,60,38,121,120,43,11,15,24,428,67,21,88,125,64,28,13,26,428,46,20,86,70,52,23,22,39,358,84,46,112,98,58,17,20,77,510,3433,959,2826,1747,546,132,93,539,10272,782,0,0,0,0,0,0,62,842,678,8,0,0,0,0,0,48,731,572,32,19,0,0,0,0,69,685,360,198,116,23,4,0,0,59,749,161,143,347,137,12,0,0,47,854,122,118,464,265,41,11,3,44,1061,115,139
LGA51330,2863,22,7,0,0,0,0,222,3118,3681,191,70,26,5,0,0,318,4292,2294,527,238,64,20,3,4,191,3338,996,663,647,217,51,4,8,148,2743,525,463,980,415,112,41,25,109,2663,417,461,1267,490,162,36,36,112,2978,368,374,1208,701,213,46,25,97,3038,340,334,1129,695,234,32,24,105,2915,265,291,1068,664,199,61,32,86,2654,218,242,897,540,171,55,32,109,2271,158,134,573,375,181,48,36,79,1580,103,87,335,350,204,72,45,75,1272,75,59,236,233,172,65,58,72,960,65,53,181,200,121,66,76,84,844,77,89,184,156,106,53,64,136,862,12450,3981,9039,5123,1941,581,470,1939,35525,2616,20,4,3,0,0,0,299,2936,3202,137,36,8,5,0,0,405,3791,2524,524,219,64,20,5,3,309,3663,1399,826,768,209,49,13,8,236,3497,567,615,1135,439,100,30,19,168,3073,384,483,1281,529,124,50,30,128,3015,357,425
LGA51400,494,8,0,0,0,0,0,43,542,232,46,22,0,0,0,0,24,328,148,71,112,18,11,0,4,24,386,82,83,175,98,29,3,3,26,493,62,69,287,116,34,13,8,30,618,67,74,279,155,52,7,10,39,689,53,52,232,158,50,7,7,19,582,49,43,186,103,50,13,3,21,456,28,40,147,116,39,6,4,23,403,28,21,128,97,39,14,8,14,342,15,16,69,72,27,14,4,4,219,10,6,33,49,37,17,3,9,156,3,4,13,22,27,7,9,3,81,0,0,14,14,11,5,4,0,51,3,4,3,3,5,5,3,4,33,1281,512,1695,1023,416,109,66,281,5376,622,9,0,0,0,0,0,73,713,286,48,15,4,0,0,0,30,390,188,101,94,35,9,0,0,35,470,123,88,192,77,27,5,0,38,543,69,66,224,142,41,9,0,29,585,57,75,329,147,54,13,16,32,719,77,84
LGA51470,11,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,13,4,0,3,0,0,0,0,0,15,5,4,8,4,0,0,0,3,18,0,0,5,5,0,0,0,0,13,0,3,3,3,0,0,0,0,15,0,0,6,0,0,0,0,0,14,0,0,10,9,0,3,4,3,25,0,5,8,11,3,0,0,0,20,0,0,10,7,3,0,0,0,18,0,0,9,4,0,0,0,4,16,0,0,0,4,6,0,0,0,7,0,0,0,0,5,0,0,0,7,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,39,19,56,49,18,0,6,15,207,8,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,5,14,10,7,3,0,0,0,0,0,17,5,0,7,0,0,0,0,0,14,0,0,10,4,0,0,0,0,19,3,0,5,4,0,0,0,0,14,5,5
LGA51540,99,11,4,0,0,0,0,24,132,78,17,13,3,0,0,0,20,139,92,25,22,6,7,0,0,14,170,67,41,53,25,15,7,5,27,225,21,28,62,40,25,10,9,21,209,23,25,53,44,23,7,10,31,224,40,19,66,35,14,9,3,28,221,18,17,43,60,19,0,9,14,175,10,14,55,40,23,9,0,23,180,15,12,40,40,27,3,10,35,181,11,11,33,28,17,4,11,10,126,0,4,9,22,22,14,4,14,85,0,6,14,10,4,4,3,14,48,3,3,10,7,0,3,5,3,33,0,0,0,3,3,3,4,3,29,471,224,482,369,191,79,65,286,2176,102,7,0,0,0,0,0,20,135,104,16,12,3,0,0,0,22,158,100,34,28,14,3,5,0,28,207,62,30,40,10,6,10,4,33,189,37,28,53,27,7,4,5,35,198,19,17,53,22,19,8,5,21,164,23,25
LGA51610,21,0,0,0,0,0,0,3,24,13,5,0,0,0,0,0,0,17,6,10,7,0,0,0,0,0,23,6,4,17,0,0,0,0,4,37,3,0,16,9,0,0,0,0,26,8,11,27,13,0,3,0,0,57,5,0,18,5,7,0,0,0,41,5,5,13,8,5,4,0,3,41,4,8,18,23,5,0,0,0,58,8,3,16,12,5,4,0,6,52,0,0,10,5,9,4,0,0,31,0,0,0,3,3,0,0,0,15,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,78,44,149,78,46,13,7,14,433,34,0,0,0,0,0,0,6,42,14,0,0,0,0,0,0,0,17,5,0,5,4,0,0,0,0,17,3,3,15,10,0,0,0,3,40,4,8,22,11,5,0,0,7,58,0,7,21,8,5,0,0,3,46,6,11
LGA51680,164,0,0,0,0,0,0,12,184,51,4,4,0,0,0,0,9,68,23,15,21,8,0,0,0,0,72,26,14,29,15,0,0,4,7,99,19,26,66,27,13,4,0,12,170,19,21,68,50,16,3,0,9,181,22,15,82,44,28,6,0,8,213,29,16,60,43,17,3,4,11,179,11,13,67,35,19,5,6,6,161,12,11,60,37,18,9,5,9,153,6,9,34,32,15,3,0,6,110,3,0,19,26,18,7,3,0,78,3,0,0,7,3,3,4,0,31,0,0,12,4,9,0,0,0,23,0,0,3,3,0,0,0,0,10,397,154,523,343,162,45,21,92,1723,151,0,0,0,0,0,0,24,180,88,9,3,0,0,0,0,14,111,52,25,17,3,0,0,0,18,112,26,24,59,26,9,3,0,11,152,29,9,45,34,3,0,0,8,135,27,18,79,43,13,3,3,23,215,26,22
LGA51710,21,0,0,0,0,0,0,5,30,27,3,0,0,0,0,0,3,41,18,6,3,0,0,0,0,3,39,17,7,6,9,0,0,0,4,48,10,9,16,7,0,0,0,3,39,13,18,21,11,0,0,0,9,68,9,7,20,7,10,3,6,4,64,4,8,17,15,7,0,5,0,52,5,5,21,15,8,0,0,5,55,6,0,9,6,6,0,0,0,22,0,0,5,0,0,3,0,0,11,0,0,4,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,59,122,66,31,8,8,47,474,28,0,0,0,0,0,0,6,36,27,0,0,0,0,0,0,9,33,19,10,7,4,0,0,0,8,47,23,10,12,3,0,0,0,12,62,12,5,13,15,0,0,0,7,58,8,4,22,11,0,0,0,7,50,11,7
LGA51750,293,0,0,0,0,0,0,26,310,348,8,0,0,0,0,0,25,375,264,7,8,0,0,0,0,21,299,116,31,43,10,0,0,0,9,214,48,33,83,35,3,0,0,10,220,52,38,125,65,11,0,0,21,309,52,52,117,78,14,5,0,12,323,44,38,135,85,27,4,0,18,348,42,41,120,65,21,6,4,14,314,36,28,104,67,30,3,3,5,279,43,24,85,79,19,10,0,10,278,22,11,50,70,35,5,0,12,202,20,9,32,56,25,14,5,7,168,28,11,42,46,37,8,11,16,193,31,22,51,64,35,16,3,47,276,1444,353,1001,724,255,63,32,246,4125,295,0,0,0,0,0,0,35,327,272,3,0,0,0,0,0,29,304,245,13,10,0,0,0,0,30,297,160,44,34,9,4,0,0,25,276,55,51,79,28,3,0,0,13,223,39,59,117,65,4,5,0,25,307,51,40
LGA51820,2579,57,9,3,0,0,0,248,2888,2576,256,70,14,3,0,0,174,3099,2060,633,381,95,19,12,3,158,3358,1227,850,965,337,90,30,10,163,3671,693,611,1429,581,140,45,27,163,3688,506,549,1456,650,205,60,42,149,3612,408,410,1284,703,215,45,32,110,3199,290,320,1140,662,253,73,31,104,2876,220,241,996,672,178,59,35,95,2492,141,198,803,583,204,54,26,79,2092,78,119,539,419,196,49,42,70,1509,68,67,329,319,177,65,45,67,1147,49,66,219,248,170,68,48,61,941,41,52,165,158,117,56,55,44,691,45,58,148,126,110,48,45,46,633,10989,4493,9923,5566,2078,670,439,1735,35893,2792,20,3,0,0,0,0,328,3151,2761,220,70,14,4,0,0,288,3350,2618,609,377,93,20,6,7,353,4082,1629,1070,1129,292,74,27,11,307,4542,826,761,1569,615,150,38,15,237,4214,584,600,1571,706,177,53,30,235,3952,503,586
LGA51860,10,0,0,0,0,0,0,0,10,3,6,6,0,0,0,0,0,13,10,6,6,0,0,0,0,0,19,3,0,4,0,0,0,0,0,15,4,4,7,5,0,0,0,0,20,0,0,0,6,3,0,0,0,14,6,4,12,10,6,0,0,0,27,0,0,8,8,0,0,0,0,24,4,0,11,4,0,0,4,0,23,0,4,3,0,5,0,0,4,16,0,5,0,0,0,0,0,0,9,0,0,5,5,0,0,0,0,6,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,35,52,53,10,11,3,10,204,7,0,0,0,0,0,0,6,16,5,0,0,0,0,0,0,4,10,5,3,4,5,0,0,0,0,12,9,7,7,0,0,0,0,0,32,0,7,3,4,0,0,0,0,16,0,8,5,0,6,0,0,0,17,5,0
LGA51890,256,13,0,0,0,0,0,20,291,138,49,22,0,0,0,0,16,218,83,53,49,22,10,0,0,12,221,41,43,76,42,16,3,0,10,235,33,39,111,61,20,5,4,12,292,30,22,130,81,36,9,7,10,326,17,34,110,80,33,12,4,9,294,28,26,101,96,37,10,0,11,313,22,19,108,91,32,11,3,9,295,15,11,97,80,41,6,0,9,271,10,11,51,65,32,8,6,11,185,12,9,20,35,27,14,11,6,135,3,7,21,33,24,16,15,11,127,4,4,9,18,15,15,16,5,89,5,5,11,24,19,8,15,3,97,694,341,919,728,358,124,75,143,3392,221,6,0,0,0,0,0,48,277,148,36,16,10,0,0,0,21,227,101,52,66,19,7,0,0,29,278,38,36,76,47,13,10,0,19,234,35,32,68,56,21,8,6,19,231,16,31,114,59,20,5,10,18,269,30,21
LGA51960,83,7,5,0,0,0,0,19,106,72,32,12,3,0,0,0,21,141,47,28,31,21,4,0,0,12,148,32,29,36,24,11,4,0,13,144,23,23,40,31,15,4,3,15,144,17,8,40,29,14,0,8,6,130,12,9,31,29,15,3,9,11,119,8,11,29,28,14,6,4,4,104,8,9,40,21,18,3,3,15,118,3,0,18,15,9,4,0,10,67,0,0,12,6,6,0,0,11,36,0,4,3,3,0,0,0,0,22,0,0,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,300,155,299,210,115,40,40,141,1302,88,3,0,0,0,0,0,14,112,56,24,11,0,0,0,0,9,98,43,26,31,17,4,0,0,18,141,27,24,32,20,8,3,4,11,132,24,16,22,19,9,0,5,16,111,18,17,33,21,9,4,8,10,127,19,17
LGA52030,15,0,0,0,0,0,0,0,16,10,0,3,0,0,0,0,3,15,9,8,7,0,0,0,0,0,28,8,3,3,3,0,0,0,0,19,4,5,8,11,3,0,0,3,36,0,0,20,5,5,0,0,0,33,0,4,9,6,4,4,0,4,30,0,0,14,18,6,0,0,3,45,0,3,16,15,3,0,0,0,47,0,7,16,13,3,0,6,0,42,0,0,22,8,5,0,0,7,41,3,0,0,4,0,0,5,0,18,0,0,3,8,5,4,4,0,16,0,0,0,0,4,6,0,0,9,0,0,0,0,0,0,0,0,0,56,33,125,99,48,10,11,23,404,8,0,0,0,0,0,0,0,8,11,8,3,0,0,0,0,0,18,11,4,8,0,0,0,0,4,25,3,0,3,0,0,0,6,0,14,5,0,7,9,0,0,0,0,18,0,0,8,4,5,0,0,7,23,0,3
LGA52100,14,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,12,15,3,4,0,0,0,0,3,30,3,4,7,9,0,6,0,0,30,4,0,13,7,5,4,0,0,34,3,0,18,7,3,0,0,0,30,4,0,17,13,3,0,0,0,36,3,5,15,10,6,5,0,0,44,0,6,16,11,3,0,0,0,43,0,0,15,12,0,4,0,0,38,0,0,11,5,6,4,0,3,36,0,0,3,10,3,0,0,0,30,0,0,4,0,10,6,0,0,22,0,0,7,3,6,5,0,0,17,0,0,9,7,4,0,0,0,24,65,30,131,97,56,28,4,19,433,12,0,0,0,0,0,0,5,15,8,3,0,0,3,0,0,5,19,11,7,4,0,0,0,0,3,21,4,4,6,5,5,0,0,4,29,3,0,5,13,6,0,0,4,28,3,0,11,13,8,0,0,7,41,5,6
LGA52170,219,0,0,0,0,0,0,11,230,216,3,0,0,0,0,0,32,250,228,3,3,0,0,0,0,26,266,127,33,24,3,0,0,0,32,231,66,31,56,35,3,0,0,16,207,52,25,106,67,21,3,0,22,307,38,36,84,73,17,5,0,20,271,46,28,95,58,17,4,0,16,271,41,29,101,68,18,3,0,33,301,29,16,105,66,21,7,0,13,266,13,8,74,65,20,4,3,11,190,8,5,44,32,17,0,0,17,129,7,5,15,28,20,0,3,9,92,13,6,12,31,10,3,5,11,96,11,11,29,28,17,5,6,38,137,1112,258,761,554,187,30,21,305,3238,202,0,0,0,0,0,0,22,230,174,0,0,0,0,0,0,24,197,209,10,5,0,0,0,0,17,244,159,33,26,8,0,0,0,27,258,57,38,52,40,4,0,0,12,205,37,27,73,53,17,0,0,8,221,32,34
LGA52240,20,0,0,0,0,0,0,6,20,11,4,0,0,0,0,0,0,14,9,0,3,0,0,3,0,0,23,16,4,5,8,0,0,0,3,44,5,4,10,10,3,0,0,0,29,7,3,7,13,4,4,0,6,37,0,0,7,14,0,0,0,4,36,0,3,10,9,5,0,3,4,33,0,4,9,13,8,0,0,0,36,4,0,12,10,3,0,0,0,35,0,4,10,11,8,0,0,0,29,0,0,0,9,3,8,0,0,23,0,5,3,5,3,0,0,0,17,0,0,0,0,0,3,0,0,10,0,0,0,0,4,0,0,0,3,78,38,91,107,39,12,3,24,382,18,0,0,0,0,0,0,0,19,18,0,0,0,0,0,0,0,21,12,0,8,4,0,0,0,0,24,8,4,9,10,0,0,0,3,31,0,9,12,6,0,0,0,3,39,4,0,13,6,0,0,0,8,26,3,4
LGA52310,27,0,0,0,0,0,0,3,32,4,0,0,0,0,0,0,0,8,5,4,6,3,0,0,0,0,21,0,0,7,7,3,0,0,0,13,0,3,12,8,0,0,0,0,25,5,4,13,6,4,5,5,0,33,0,0,10,12,5,3,0,4,40,0,5,9,10,0,0,0,0,32,4,3,10,17,3,0,5,0,43,4,0,12,9,5,0,0,0,31,0,0,8,7,3,3,0,0,16,0,0,5,8,5,5,0,0,26,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,56,29,102,82,31,20,3,18,337,15,0,0,0,0,0,0,5,16,3,0,0,0,0,0,0,0,6,9,4,6,0,0,0,0,3,22,0,0,3,7,0,0,0,5,24,5,0,7,0,4,0,0,0,22,0,0,6,3,3,0,0,4,26,0,4
LGA52380,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,3,5,0,0,0,0,11,3,0,0,5,0,0,0,0,13,0,0,4,0,0,0,0,0,11,0,0,0,3,0,4,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,21,16,5,5,9,15,99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
