LGA_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
LGA50840,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,0,16,3,0,0,0,3,6,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,6,0,19,33,7,0,0,0,6,0,0,0,9,687,421,137,7,1255,558,44,167,2023,764,473,147,11,1400,512,42,153,2106,7,3,0,0,13,42,0,4,60,0,0,0,0,0,0,0,0,0,7,3,0,0,13,42,0,4,60,6,0,0,0,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,0,7,4,0,0,0,6,10,0,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50910,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,4,0,6,10,0,0,16,0,0,0,0,0,4,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,16,0,0,0,0,0,3,0,0,6,128,93,28,0,247,117,3,39,411,111,83,18,0,220,95,3,39,358,4,0,0,0,5,6,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50980,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,3,3,80,53,29,5,165,130,29,86,410,116,19,11,0,146,199,11,1794,2148,8,4,0,0,10,28,0,245,278,8,6,0,0,24,3,0,5,37,134,27,11,0,178,226,13,2043,2464,28,15,11,0,54,50,6,18,128,1286,1549,659,77,3569,1292,253,2919,8031,959,1466,600,56,3085,713,192,708,4694,71,64,78,11,220,241,21,140,616,66,24,21,0,111,97,17,45,272,139,85,97,11,335,337,37,183,886,27,25,19,0,70,44,10,16,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,27,25,17,0,67,47,10,21,147,77,18,9,0,112,96,8,2095,2306,0,3,0,4,9,12,5,96,118,12,0,3,0
LGA51080,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,8,114,111,36,4,269,86,4,55,413,125,105,42,3,269,92,6,48,406,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,6,0,0,0,5,126,95,24,0,244,119,7,28,404,102,85,19,4,204,75,5,49,340,3,0,0,0,3,12,5,3,20,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,5,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51190,4,0,23,13,4,11,52,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,160,41,38,7,240,456,17,86,800,42,7,0,0,50,76,0,39,173,0,0,0,0,0,0,0,17,21,0,0,0,0,4,5,0,0,11,50,9,0,0,58,86,0,63,207,7,6,0,0,19,16,0,6,35,3585,2902,1556,113,8152,3775,466,942,13333,3034,2601,1416,111,7157,2647,366,483,10653,349,123,221,20,714,1343,79,175,2314,128,54,39,0,227,173,30,52,471,479,171,263,19,938,1517,100,226,2785,59,26,28,6,109,204,15,40,373,10,8,13,5,35,65,5,19,123,4,0,0,0,5,8,0,9,24,17,4,0,0,21,12,0,6,36,0,0,0,0,0,4,0,0,6,94,37,34,5,173,292,18,76,561,37,0,0,0,40,59,0,34,135,0,0,0,0,0,0,0,43,43,4,0,0,0
LGA51260,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,4,0,0,6,4,5,0,0,11,27,0,13,47,169,11,14,5,193,203,6,110,510,10,4,0,0,17,6,0,4,22,10,0,0,0,14,4,0,0,20,183,16,14,5,217,213,7,117,557,14,12,6,0,38,15,0,10,67,4221,4068,1304,78,9674,2944,350,997,13961,4535,4118,1340,80,10071,2822,352,816,14056,305,92,96,3,493,639,29,103,1262,70,43,11,0,130,71,8,40,247,371,131,105,3,618,714,34,140,1507,14,0,0,0,18,13,0,9,42,0,0,0,0,0,0,0,0,0,9,0,0,0,9,5,0,0,20,0,0,0,0,0,0,0,0,0,4,5,0,0,17,14,0,0,31,30,9,5,0,44,26,3,11,85,68,13,7,0,88,155,4,110,350,0,3,0,0,10,3,0,60,72,8,6,0,0
LGA51310,11,3,161,235,26,61,479,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,301,70,33,13,422,625,65,112,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,4,0,0,11,3,0,4,13,3,4,0,0,11,3,0,8,17,0,3,0,0,5,4,0,0,17,2389,3774,642,96,6908,2092,316,488,9796,1989,3738,554,67,6356,1091,178,134,7750,152,104,47,7,311,245,16,21,594,190,132,70,6,400,210,29,16,648,342,236,115,10,705,453,41,38,1234,114,15,22,7,158,226,14,15,406,121,31,15,3,169,194,17,26,405,149,29,23,3,206,345,21,33,607,52,20,11,3,86,95,13,5,196,0,4,0,0,4,4,0,0,10,435,101,67,22,617,860,61,84,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
LGA51330,7,0,33,108,9,22,172,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,4,177,207,77,25,476,381,74,87,1023,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,10,5,8,3,0,0,11,3,0,0,15,9,3,3,0,18,0,0,8,27,15,17,5,5,43,14,7,4,72,7550,11407,2923,651,22534,6316,1922,1374,32149,6645,11038,2613,398,20695,4721,1178,675,27272,964,1051,415,112,2544,1740,416,277,4970,177,141,66,19,405,197,138,35,777,1137,1194,478,131,2945,1936,549,314,5751,191,226,78,16,514,351,66,53,987,15,12,0,0,26,17,5,9,62,80,11,4,7,94,66,21,29,218,35,5,4,6,43,47,8,12,115,10,11,5,0,26,19,3,0,49,326,261,96,29,707,507,103,104,1425,0,0,0,0,8,10,0,9,27,0,0,0,0,0,0,0,10,9,4,5,0,0
LGA51400,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,24,0,9,0,33,85,5,4,127,3,0,0,0,3,0,0,5,8,0,5,0,0,5,0,0,5,7,5,0,0,0,5,0,0,0,3,3,6,0,0,7,0,0,4,17,5,5,0,0,5,6,0,0,11,1603,2295,663,30,4594,859,122,321,5898,1797,2359,720,34,4906,917,122,234,6186,31,7,20,0,61,115,0,16,192,0,0,0,0,3,10,0,0,15,32,9,20,0,63,121,0,21,203,12,0,0,0,12,55,0,12,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,55,0,11,75,0,0,0,0,7,0,0,7,15,0,0,0,0,0,0,0,3,4,0,0,0,0
LGA51470,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,0,0,4,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,14,16,3,0,0,0,3,0,0,0,5,79,48,12,0,138,76,6,37,254,78,42,11,0,125,78,0,46,253,0,0,0,0,0,5,0,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,24,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,4,0,8,11,0,0,0,0,0,0,0,6,6,0,0,0,0
LGA51540,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,9,5,0,14,27,4,13,57,45,11,0,0,51,111,0,1034,1194,0,0,0,0,4,7,7,90,105,0,0,0,0,0,0,0,0,0,45,14,0,0,54,121,10,1117,1304,3,7,0,0,17,8,0,12,37,479,484,203,28,1192,584,64,1478,3324,400,370,167,15,949,324,50,270,1593,22,14,22,3,68,113,5,84,271,3,3,3,0,12,17,0,6,35,29,15,31,3,76,134,8,96,310,7,0,0,0,10,44,0,16,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,44,0,16,71,47,9,7,0,62,72,4,1031,1161,4,3,0,0,3,9,0,25,37,0,0,0,0
LGA51610,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,12,0,15,32,6,0,0,0,3,0,0,3,10,0,0,0,0,0,0,0,0,0,11,0,0,0,14,12,0,21,42,0,0,0,0,0,3,0,0,7,163,183,25,0,383,81,8,86,545,187,177,33,0,407,69,6,74,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,14,6,0,16,37,0,0,0,0,0,0,0,4,3,3,0,0,0
LGA51680,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,4,0,3,0,11,8,0,0,17,0,0,0,0,3,0,0,0,5,6,8,0,0,12,0,0,4,18,0,0,0,0,0,0,0,0,0,9,8,0,0,15,5,0,0,22,5,8,0,0,11,3,3,0,17,668,686,106,7,1463,271,30,150,1920,697,729,155,4,1590,292,19,153,2052,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,6,3,5,0,0,11,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,10,4,0,0,17,0,0,0,0,0,0,0,5,6,0,0,0,0,0,3,0,0,3,0,0,0,0
LGA51710,0,0,0,5,0,0,5,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,19,39,10,4,63,36,3,38,150,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,3,0,0,0,7,3,0,3,9,100,154,38,0,295,94,7,82,478,58,86,11,0,152,34,0,28,223,21,24,7,0,58,27,0,7,95,3,4,3,0,5,0,0,4,15,22,33,11,0,67,35,0,11,111,21,9,3,0,29,40,6,15,94,10,22,9,3,36,8,0,4,54,0,3,0,0,3,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,10,3,71,58,6,26,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51750,32,0,181,188,41,72,484,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,212,63,60,11,350,494,67,187,1102,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,4,0,0,0,8,9,7,0,0,11,10,0,4,21,1032,1077,321,50,2477,1187,160,354,4181,600,874,176,16,1671,349,54,43,2115,141,147,76,5,377,197,25,25,627,125,88,42,3,258,126,11,16,420,268,236,123,12,637,324,40,46,1042,43,19,21,5,89,138,11,19,259,44,5,6,3,60,167,4,20,256,166,47,56,4,277,282,41,68,665,48,17,18,5,87,143,18,11,259,0,0,0,0,0,0,0,0,0,306,91,100,11,513,729,82,109,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51820,52,16,375,326,49,125,876,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,461,148,124,39,771,837,108,275,2000,44,6,5,0,54,79,0,68,206,0,6,0,0,4,0,0,11,16,0,0,0,0,4,0,0,0,5,43,12,6,0,59,84,0,81,228,25,13,12,0,42,80,4,24,160,9558,13715,3945,440,27656,7556,1270,2211,38700,9440,14440,4082,385,28350,6006,1034,943,36329,905,555,479,48,1994,1942,162,284,4372,221,159,121,13,513,373,59,67,1017,1127,715,601,56,2506,2317,217,350,5387,120,26,56,14,218,401,31,36,682,143,65,83,13,300,506,49,68,924,304,61,47,16,425,481,49,73,1032,94,18,18,0,126,157,11,14,308,23,12,16,0,47,22,0,0,78,681,179,218,40,1117,1573,137,196,3030,65,3,6,0,75,126,4,81,286,0,0,0,0,0,0,0,66,70,0,0,0,0
LGA51860,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,4,43,74,3,0,122,6,0,17,146,46,64,9,0,112,7,0,37,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,19,0,0,0,0,0,14,0,0,20,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0,0,0,12,3,3,0,0,9,10,0,4,29,4,0,0,0,3,9,0,4,15,949,926,364,32,2271,941,64,245,3518,973,803,366,26,2164,919,81,208,3374,23,8,9,0,36,69,0,20,123,0,0,0,0,0,0,0,0,0,23,8,9,0,36,69,0,20,123,18,6,7,0,33,70,4,12,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,7,0,34,70,4,12,112,5,0,4,0,9,3,0,4,19,0,0,0,0,0,0,0,8,8,0,0,0,0
LGA51960,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,3,0,7,19,0,9,34,0,0,0,0,0,10,0,13,22,0,0,0,0,0,0,0,8,14,5,0,0,0,6,0,0,0,9,5,0,0,0,10,10,0,28,48,0,0,0,0,0,7,0,0,7,299,377,138,5,818,346,34,188,1390,292,279,117,12,696,273,28,242,1238,10,5,8,0,19,32,4,16,72,0,0,3,6,4,21,0,25,53,10,5,9,4,29,54,4,44,128,5,3,0,0,10,17,3,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10,17,3,9,32,3,0,0,0,3,5,0,14,25,0,0,0,0,0,0,0,6,6,0,0,0,0
LGA52030,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,4,10,0,17,32,0,0,0,0,0,0,0,0,0,183,72,23,4,281,146,5,59,489,177,66,21,0,262,118,3,81,475,0,0,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,4,0,0,3,5,4,0,0,0,5,4,0,0,10,156,94,30,0,288,117,14,42,459,145,95,17,0,258,104,3,24,398,0,0,0,0,3,9,0,0,14,0,0,0,0,0,3,0,3,5,0,0,0,0,3,19,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,3,0,37,38,8,5,89,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,161,28,23,4,212,266,50,55,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,9,803,901,206,25,1937,732,136,200,3002,649,819,151,15,1643,353,60,53,2111,27,34,14,0,82,47,8,8,144,68,48,23,0,146,68,17,16,245,97,86,37,4,226,116,22,24,391,52,14,3,0,75,74,11,24,178,78,10,18,3,110,195,26,32,366,24,13,3,0,38,48,3,9,92,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,159,40,28,6,223,313,38,63,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52240,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,0,3,0,0,4,0,0,0,4,148,110,22,0,285,99,9,35,429,132,110,23,3,271,121,5,52,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,4,0,0,0,127,75,11,7,215,91,3,42,349,134,82,25,4,244,98,7,39,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
