LGA_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
LGA54170,17,22,165,141,45,26,374,..,..,..,..,..,..,..,..,..,0,0,0,0,0,4,0,0,10,330,76,71,37,511,625,99,99,1329,37,3,0,0,45,100,0,15,166,3,0,0,0,3,0,0,4,6,0,10,0,0,13,0,3,0,23,45,14,5,0,63,103,5,28,196,19,15,0,3,39,21,3,3,69,15496,22119,5143,535,43285,9251,1270,1823,55633,15547,21506,5025,391,42469,7575,936,894,51879,886,436,413,36,1766,1758,93,121,3738,372,191,155,10,730,472,84,49,1337,1265,620,560,41,2491,2231,178,177,5074,106,13,36,5,154,291,16,29,495,116,27,44,3,190,242,37,28,495,109,39,49,12,204,224,42,48,522,0,0,0,0,0,0,0,0,0,19,10,3,0,39,41,0,9,88,345,91,132,17,589,804,90,112,1595,27,3,0,0,33,66,0,15,115,0,0,0,0,0,0,0,117,116,7,8,0,0
LGA54200,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,5,0,0,0,9,38,0,4,51,16,0,0,0,23,43,4,67,127,3,5,0,0,9,4,0,3,11,9,15,3,0,27,6,3,3,35,29,21,4,0,50,50,4,74,181,9,17,4,0,32,13,7,8,52,5952,7221,2147,202,15529,4055,497,1017,21100,5947,7231,2235,204,15613,3885,432,531,20462,202,70,97,9,380,572,24,42,1015,23,12,6,0,39,34,3,0,82,224,77,108,9,421,606,30,47,1093,13,4,3,0,16,27,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,21,19,0,7,41,26,10,4,0,42,46,0,10,96,35,3,3,0,44,73,0,27,147,0,3,5,0,6,7,0,62,75,11,13,5,0
LGA54280,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,36,14,11,3,64,117,15,37,236,33,4,4,0,41,112,0,266,418,0,0,0,0,0,0,0,45,45,3,8,0,0,11,4,0,0,17,32,10,3,0,52,116,0,315,485,10,9,3,0,21,32,0,69,118,2458,3583,953,112,7099,2441,406,1374,11321,2111,2990,875,99,6072,1766,275,663,8778,240,227,107,10,588,712,66,218,1588,64,48,11,0,124,55,18,47,248,300,273,127,17,715,768,89,267,1837,26,15,7,3,39,76,9,13,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,15,7,3,43,76,5,13,141,37,3,9,0,51,85,0,449,592,0,0,0,0,0,0,0,75,75,5,0,0,0
LGA54310,4,0,21,31,3,67,115,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,54,14,9,3,79,123,8,148,352,34,10,0,0,43,43,0,377,470,3,0,0,0,9,10,0,24,39,0,0,0,0,0,3,5,4,8,40,9,9,0,52,58,5,403,514,8,7,6,0,19,15,0,30,64,1537,2626,487,71,4727,1235,221,1401,7577,1181,2474,377,36,4061,747,148,774,5730,187,148,71,11,420,292,30,249,990,38,26,5,0,73,75,13,31,188,222,176,79,12,492,365,34,286,1177,29,5,0,0,34,57,6,74,171,16,5,0,0,21,33,0,26,83,13,7,0,0,19,19,0,15,57,32,10,5,0,40,85,6,58,192,0,0,0,0,0,0,0,0,0,89,24,3,0,121,191,16,177,501,33,5,4,0,44,37,5,560,645,0,0,0,0,4,0,0,31,32,0,3,0,0
LGA54340,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,7,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,0,0,0,10,420,370,137,21,949,390,59,198,1600,418,358,129,18,933,337,50,124,1439,21,10,12,0,43,75,9,19,145,0,0,0,0,0,0,0,5,4,18,10,12,0,41,74,9,23,144,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54410,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,3,3,5,0,0,7,4,0,0,9,158,116,43,6,315,128,7,46,493,136,88,38,3,270,121,12,43,440,0,0,0,0,0,7,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,13,0,0,0,0,0,13,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,18,0,0,0,0,0,5,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,5,9,0,0,0,0,0,0,0,0,0,55,76,6,0,135,48,0,42,231,42,70,0,0,115,50,4,17,186,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,4,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,3,0,0,0,4,252,210,57,3,520,216,7,61,806,212,199,44,0,454,226,17,58,760,0,0,4,0,10,21,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,10,21,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,3,3,0,0,0,0
LGA54620,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,0,0,0,5,11,4,0,17,0,0,0,0,0,4,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,10,0,0,0,0,3,0,0,0,3,105,93,22,3,213,91,9,34,347,99,66,26,3,192,83,9,57,345,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,3,0,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,44,17,0,116,53,0,15,186,54,36,10,0,94,61,4,6,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,104,80,11,0,202,89,3,30,334,96,78,14,0,187,64,6,32,292,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,72,32,46,3,156,258,25,100,537,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,13,14,25,14,0,46,12,0,28,92,14,21,14,3,58,13,0,35,109,15,17,0,0,29,10,4,0,38,3199,4613,1778,178,9772,2700,414,931,13820,3258,5614,2095,173,11141,2938,487,566,15129,97,48,45,4,191,257,16,18,482,11,8,18,0,37,48,9,7,94,106,53,61,3,228,304,22,27,584,26,9,29,10,77,216,19,46,359,35,20,27,0,81,113,8,22,222,0,0,4,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,3,5,0,0,11,7,0,0,11,60,32,55,13,164,344,23,73,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,33,0,0,0,0
LGA54900,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,18,5,0,0,0,0,6,0,7,14,135,140,28,0,298,155,13,57,529,151,144,20,0,313,117,10,46,486,0,0,0,0,4,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,18,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,5,0,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,21,24,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,5,4,0,0,0,4,9,0,26,29,3,0,0,0,3,0,0,0,8,44,38,27,0,117,60,5,65,243,38,34,24,9,101,48,0,43,193,9,0,0,0,12,6,0,10,24,0,0,0,0,0,0,0,0,0,9,0,0,0,12,6,0,10,24,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,10,0,47,59,5,0,0,0,5,0,0,10,12,3,0,0,0,3,0,0,0,11,12,6,0,0,15,10,0,57,82,0,4,0,0,3,4,0,7,15,82,83,35,4,200,109,8,139,451,75,80,25,3,181,63,6,80,334,0,0,0,0,3,15,4,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,33,52,0,0,0,0,4,3,0,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,3,0,28,39,8,0,0,0,11,10,0,54,74,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA55110,14,0,156,86,3,35,280,..,..,..,..,..,..,..,..,..,0,0,0,0,0,4,0,0,4,439,69,56,6,575,651,31,120,1374,62,5,3,4,69,133,0,68,275,0,0,3,0,3,4,0,42,53,0,0,0,0,8,0,0,0,8,62,8,7,0,78,143,0,118,335,22,13,7,0,38,27,3,0,66,9930,8200,3470,237,21835,7793,843,1822,32298,9654,8490,3768,254,22172,6675,695,1046,30586,941,156,233,25,1348,2075,65,184,3672,318,87,114,8,523,509,37,73,1133,1254,240,347,34,1869,2588,101,256,4807,73,17,27,5,126,284,14,40,468,90,22,18,0,125,62,5,13,203,82,14,17,0,121,77,3,13,212,86,16,7,4,114,46,0,13,170,3,3,4,5,15,19,0,3,38,332,77,71,15,496,479,31,81,1087,53,3,3,3,59,144,0,26,235,0,3,0,0,3,10,0,46,54,0,0,0,0
LGA55180,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,17,0,7,0,26,79,3,7,121,6,0,0,0,10,5,0,27,44,4,4,0,0,7,0,0,3,12,4,0,0,0,4,0,0,0,3,15,8,0,0,23,11,0,29,61,9,0,3,0,12,12,0,3,24,1157,894,336,31,2417,985,76,367,3848,1130,817,293,36,2267,915,69,284,3533,20,9,7,0,32,159,0,11,213,0,0,0,0,0,4,0,0,4,20,9,7,0,32,166,0,11,213,0,0,0,0,0,16,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,19,0,7,29,3,0,0,0,5,5,0,21,29,0,0,0,0,5,0,0,12,17,0,0,0,0
LGA55250,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,3,0,0,8,19,0,7,33,3,0,0,0,3,0,0,18,22,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,22,26,6,0,0,0,5,7,0,20,33,58,41,40,0,132,76,11,99,316,57,42,37,12,144,73,8,59,279,5,0,3,0,9,11,3,7,21,0,0,0,0,0,0,0,0,0,5,0,3,0,9,11,3,7,21,7,0,0,0,3,6,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,6,0,3,18,5,0,0,0,8,7,0,63,75,0,0,0,0,0,0,0,3,11,0,0,0,0
LGA55320,5,0,139,111,5,35,287,..,..,..,..,..,..,..,..,..,0,0,0,0,0,6,0,0,6,317,86,52,16,466,778,36,172,1453,0,5,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,5,4,5,3,0,7,0,0,3,16,29,35,5,0,70,27,0,4,96,9786,12656,3371,489,26308,8422,1121,1532,37381,8466,12030,2716,300,23525,5020,721,604,29867,1227,915,640,69,2846,2806,209,220,6077,375,364,125,22,884,394,44,31,1355,1600,1283,760,87,3734,3198,249,250,7432,173,62,55,13,303,537,28,52,923,101,21,18,8,141,236,30,25,428,228,52,28,3,311,262,9,56,639,62,8,10,4,83,94,5,14,182,11,6,3,3,26,13,3,0,44,570,146,114,32,863,1138,72,146,2219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0
LGA55390,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,20,26,4,0,3,0,9,4,0,8,15,17,16,12,6,46,35,0,40,120,7,5,0,7,22,20,0,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,12,4,0,0,0,4,8,0,26,40,0,0,0,0,0,0,0,3,5,0,0,0,0
LGA55460,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,13,0,0,0,0,4,0,0,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,32,41,4,6,0,0,4,4,0,0,10,377,317,119,9,822,349,45,144,1361,340,288,104,3,742,318,30,146,1239,3,4,6,0,13,27,0,20,60,0,0,0,0,0,0,0,0,0,3,5,6,0,11,27,0,20,65,0,0,0,0,0,4,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,0,0,9,0,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55530,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,55,56,0,0,0,0,0,3,0,7,10,61,49,13,0,129,49,3,76,259,38,43,4,0,90,43,0,35,171,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,53,0,0,0,0,3,0,0,4,6,0,0,0,0
LGA55600,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,5,0,0,10,6,0,21,35,0,3,0,0,7,0,0,8,12,257,260,76,9,599,247,23,130,998,238,201,83,10,531,213,17,103,857,5,4,6,0,18,40,0,11,64,0,0,0,0,0,0,0,0,0,5,4,6,0,18,40,0,11,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,24,35,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55670,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,70,64,26,4,167,88,3,43,301,64,48,19,0,133,62,0,36,230,0,0,0,0,0,5,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,11,4,153,178,35,48,411,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,188,38,24,8,257,456,58,126,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,852,985,268,40,2146,1043,122,253,3565,605,984,184,16,1787,318,58,66,2231,58,28,29,6,126,161,8,12,302,41,38,21,3,107,100,11,15,235,100,73,50,6,230,259,20,30,538,13,3,3,0,20,55,3,9,91,54,13,7,4,80,258,13,34,376,70,25,15,5,117,240,24,38,412,15,0,3,3,26,19,0,4,45,0,0,0,0,0,0,0,0,0,153,48,28,7,236,562,44,85,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
