LGA_CODE_2021,C11_SH_0b_s_a_b_NPFH_2,C11_SH_0b_s_a_b_NPFH_3,C11_SH_0b_s_a_b_NPFH_4,C11_SH_0b_s_a_b_NPFH_5,C11_SH_0b_s_a_b_NPFH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPFH_2,C11_SDRTHT_0b_s_a_b_NPFH_3,C11_SDRTHT_0b_s_a_b_NPFH_4,C11_SDRTHT_0b_s_a_b_NPFH_5,C11_SDRTHT_0b_s_a_b_NPFH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPFH_2,C11_F_a_0b_s_a_b_NPFH_3,C11_F_a_0b_s_a_b_NPFH_4,C11_F_a_0b_s_a_b_NPFH_5,C11_F_a_0b_s_a_b_NPFH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPFH_2,C11_F_a_1b_NPFH_3,C11_F_a_1b_NPFH_4,C11_F_a_1b_NPFH_5,C11_F_a_1b_NPFH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPFH_2,C11_F_a_2b_NPFH_3,C11_F_a_2b_NPFH_4,C11_F_a_2b_NPFH_5,C11_F_a_2b_NPFH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPFH_2,C11_F_a_3b_NPFH_3,C11_F_a_3b_NPFH_4,C11_F_a_3b_NPFH_5,C11_F_a_3b_NPFH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPFH_2,C11_F_a_4mb_NPFH_3,C11_F_a_4mb_NPFH_4,C11_F_a_4mb_NPFH_5,C11_F_a_4mb_NPFH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPFH_2,C11_F_a_NB_NS_NPFH_3,C11_F_a_NB_NS_NPFH_4,C11_F_a_NB_NS_NPFH_5,C11_F_a_NB_NS_NPFH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPFH_2,C11_F_a_Tot_NPFH_3,C11_F_a_Tot_NPFH_4,C11_F_a_Tot_NPFH_5,C11_F_a_Tot_NPFH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPFH_2,C11_OD_0b_s_a_b_NPFH_3,C11_OD_0b_s_a_b_NPFH_4,C11_OD_0b_s_a_b_NPFH_5,C11_OD_0b_s_a_b_NPFH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_Tot,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPFH_2,C16_SH_0b_s_a_b_NPFH_3,C16_SH_0b_s_a_b_NPFH_4,C16_SH_0b_s_a_b_NPFH_5,C16_SH_0b_s_a_b_NPFH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3
LGA55810,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,12,28,23,6,7,7,71,12,6,0,4,9,26,0,4,0,0,0,4,42,40,9,13,18,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,43,40,9,13,18,119,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,25,4
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,43,13,14,0,0,71,19,14,15,4,6,53,0,0,0,0,0,0,67,26,25,9,5,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,26,25,9,5,139,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,12,38,20
LGA55950,0,0,0,0,0,0,4,0,0,0,0,4,11,4,4,0,0,15,47,18,10,8,0,84,28,5,12,7,3,50,0,0,0,0,0,0,91,27,24,14,3,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,91,22,24,14,3,156,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,17,43,12
LGA56090,3,0,0,0,0,7,37,3,0,3,0,42,333,87,35,10,0,470,1860,724,553,160,50,3345,1964,1128,1514,775,343,5719,55,17,12,4,11,92,4253,1956,2121,958,396,9685,0,0,0,0,0,0,3,0,0,0,0,3,43,11,0,0,0,54,35,11,3,0,5,57,10,4,12,4,0,29,0,0,0,0,0,0,96,27,12,5,5,144,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,26,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,31,0,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,3,0,0,4,4382,1982,2143,968,403,9878,5,0,0,0,0,7,34,7,9,0,5,59,375,73,40,11,4,501,1756,689
LGA56160,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,9,0,3,0,0,8,6,0,5,0,0,10,0,0,0,0,0,0,18,4,8,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,8,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
LGA56230,3,0,0,0,0,6,33,4,0,0,0,39,268,22,19,3,0,309,761,217,179,53,29,1241,779,395,531,250,119,2075,25,4,5,3,3,35,1870,642,740,307,147,3708,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,29,19,0,0,0,0,20,4,0,0,3,0,11,0,0,0,0,0,0,51,9,4,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,18,4,4,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,22,4,3,0,0,30,3,0,0,0,0,3,30,0,0,0,0,31,22,9,0,0,0,31,3,0,0,0,0,8,0,0,0,5,0,9,0,0,0,0,0,0,61,17,0,5,0,80,0,0,0,0,0,0,1997,675,744,318,152,3882,0,0,0,0,0,3,22,6,0,0,0,29,241,30,15,9,7,291,830,250
LGA56300,0,0,0,0,0,0,4,0,0,0,0,5,37,0,0,0,0,42,105,18,20,10,0,159,61,24,20,18,7,134,0,0,0,0,0,0,218,48,44,27,8,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,4,0,0,0,8,0,0,0,0,0,0,220,50,42,26,9,357,0,0,0,0,0,0,6,0,0,0,0,10,30,9,3,0,0,46,102,22
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,21,69,23,11,9,0,118,46,15,18,7,4,90,0,0,0,0,0,0,133,40,32,16,3,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,40,32,16,3,235,5,0,0,0,0,5,0,0,0,0,0,3,18,0,0,0,0,18,63,18
LGA56460,0,0,0,0,0,0,7,0,0,0,0,8,74,27,5,0,0,108,311,109,105,35,11,568,188,84,110,86,40,501,8,0,0,4,0,11,584,220,222,122,49,1195,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,3,13,3,0,0,0,19,14,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,642,226,230,126,49,1269,0,0,0,0,0,0,3,0,0,0,0,3,60,17,5,3,0,87,290,119
LGA56580,0,0,0,0,0,0,8,0,0,0,0,11,224,61,30,3,0,325,653,331,340,67,10,1408,775,563,1004,575,178,3100,19,4,4,0,0,24,1676,960,1387,655,190,4870,0,0,0,0,0,0,6,0,0,0,0,6,74,14,7,0,0,95,72,36,17,4,0,124,19,12,18,10,0,55,0,0,0,0,0,5,166,57,41,10,3,282,0,0,0,0,0,0,13,0,0,0,0,12,57,16,3,0,0,82,25,18,8,7,0,53,0,0,0,0,0,0,0,0,0,0,0,0,95,36,12,10,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942,1062,1443,670,199,5307,0,0,0,0,0,0,6,0,0,0,0,11,131,48,20,9,0,216,613,267
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,13,38,27,22,27,43,165,3,11,8,3,23,49,0,0,0,3,0,7,57,46,34,33,73,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,46,34,33,73,245,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,18,37,38
LGA56730,0,0,4,0,0,5,13,0,0,0,3,16,186,56,25,8,0,272,646,230,206,90,21,1197,376,195,242,147,107,1067,13,5,9,0,0,23,1243,485,482,237,141,2585,0,0,0,0,0,0,6,0,0,0,0,6,12,0,3,0,0,19,4,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,21,0,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5,0,25,9,0,0,0,0,10,4,0,0,0,0,3,0,0,0,0,0,0,31,4,3,4,0,37,0,0,0,0,0,0,7,0,0,0,0,7,12,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,21,3,0,0,0,29,5,0,0,0,0,9,1321,495,499,244,139,2688,5,0,0,0,0,5,16,0,0,0,0,19,204,38,25,6,3,282,618,237
LGA56790,0,0,0,0,0,0,15,0,0,0,0,21,94,14,4,0,0,110,228,65,66,23,4,394,124,46,55,43,16,283,12,0,3,0,3,17,473,129,129,68,24,823,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,13,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,13,5,0,0,0,0,5,10,0,0,0,0,13,4,0,0,0,0,6,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,35,5,0,0,0,50,4,0,0,0,0,0,524,136,131,72,26,902,0,0,0,0,0,0,7,0,0,0,0,10,79,6,8,0,0,98,234,62
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,11,0,4,0,0,19,12,3,0,5,3,25,0,0,0,0,0,0,30,11,4,5,8,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,11,4,5,8,53,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,10,5
LGA56930,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,10,44,13,9,4,0,75,79,31,72,38,27,246,0,0,0,0,0,0,132,49,82,42,27,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,13,9,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,56,87,43,27,373,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,42,14
LGA57000,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,10,27,10,21,4,4,59,32,8,19,12,0,70,0,0,0,0,0,0,69,25,34,13,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,24,34,13,0,148,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,26,6
LGA57080,0,0,0,0,0,0,3,0,0,0,0,3,24,8,10,0,0,39,51,18,15,6,0,87,28,25,16,8,3,70,0,0,0,0,0,4,111,46,35,14,3,209,0,0,0,0,0,0,11,0,0,0,0,16,93,11,6,0,0,112,125,53,35,5,0,220,23,26,9,10,0,63,0,0,0,0,0,0,258,84,49,16,0,411,24,3,0,0,0,26,551,69,12,0,0,629,1289,318,97,16,0,1725,494,142,84,13,5,743,33,11,6,6,0,59,16,3,0,0,0,25,2402,553,198,36,9,3194,0,0,0,0,0,0,3,0,0,0,0,3,15,5,0,0,0,23,5,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0,0,0,37,9,0,0,0,0,13,2808,699,278,64,14,3860,0,0,0,0,0,0,6,0,0,0,0,6,24,7,0,0,0,29,35,19
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,25,5,3,0,0,33,104,31,15,4,0,160,49,25,22,22,9,123,0,0,0,0,0,0,188,58,43,27,13,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,191,58,41,27,11,324,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,29,94,27
LGA57210,3,0,0,0,0,8,22,0,0,0,0,28,98,22,8,0,0,136,345,113,89,26,13,584,202,94,110,56,30,492,4,7,4,7,5,16,684,235,204,89,46,1260,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,13,12,4,4,5,0,25,10,8,3,0,3,22,0,0,0,0,0,0,29,10,16,5,3,54,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,5,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,9,0,3,0,0,14,0,0,0,0,0,4,726,251,220,98,47,1340,3,0,0,0,0,3,25,0,0,0,0,30,124,17,9,9,0,150,332,98
LGA57280,0,0,0,0,0,5,14,0,0,0,0,14,47,25,9,4,5,86,418,304,230,99,50,1096,184,127,246,184,103,846,21,5,3,0,11,40,689,462,487,287,166,2088,0,0,0,0,0,0,18,4,0,0,0,21,49,12,7,3,4,85,80,53,30,3,7,173,13,9,31,18,12,90,0,0,0,0,0,3,166,85,71,31,20,373,0,0,0,0,0,0,13,3,0,0,0,11,37,8,0,0,0,46,35,15,13,5,0,72,0,0,3,0,0,7,3,0,0,0,0,4,88,31,19,3,7,141,12,4,4,0,0,21,33,9,4,0,0,47,9,8,0,0,0,13,10,5,0,0,0,21,0,3,4,4,0,13,26,8,3,0,0,39,88,34,21,6,0,154,6,4,0,0,0,12,1033,612,597,328,199,2769,4,0,0,0,0,5,37,13,6,0,0,58,92,26,9,6,0,126,487,292
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,28,3,9,0,3,37,78,21,26,7,7,135,63,16,14,11,6,113,0,0,0,0,0,0,176,36,42,11,20,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,39,42,11,20,292,0,0,0,0,0,0,0,0,0,0,0,0,21,4,5,0,0,30,72,28
LGA57420,0,0,0,0,0,0,4,0,0,0,0,4,32,5,3,0,0,46,133,34,43,20,6,236,64,33,48,34,14,187,0,0,0,0,0,0,238,71,92,53,19,474,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,12,0,5,0,0,15,0,0,0,0,0,0,262,72,97,53,19,503,0,0,0,0,0,0,5,0,0,0,0,10,26,3,6,0,0,36,121,30
LGA57490,9,3,3,7,0,23,39,8,6,0,0,49,387,76,30,11,8,512,3867,1510,1033,241,66,6719,5851,3916,5267,2397,1176,18610,126,37,30,24,6,227,10280,5540,6368,2686,1265,26132,0,0,0,0,0,0,21,0,0,0,0,17,205,34,6,6,0,243,323,80,45,14,0,462,35,17,27,15,7,99,8,0,0,0,0,14,589,129,79,30,4,831,0,0,0,0,0,0,24,0,0,0,0,22,210,35,9,7,0,257,220,66,21,10,0,312,16,6,4,0,0,26,5,0,0,0,0,6,470,107,33,18,4,634,7,0,0,0,0,13,38,0,0,0,0,43,52,4,0,0,0,58,3,4,4,0,0,13,4,0,0,0,0,7,5,0,0,0,0,5,114,10,4,0,3,131,0,3,0,0,0,4,11448,5790,6489,2732,1275,27733,9,4,5,6,0,22,51,10,9,3,0,80,498,98,37,12,4,648,4383,1791
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,3,5,0,0,15,4,0,0,0,3,7,0,0,0,0,0,0,20,3,5,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,5,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
LGA57700,4,0,3,0,0,5,21,0,0,0,0,25,156,30,13,3,0,203,549,242,228,54,16,1090,1100,702,880,455,293,3429,21,3,6,0,0,33,1848,977,1125,515,314,4783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,9,3,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,4,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,4,0,13,0,0,0,0,0,3,1861,986,1129,518,318,4816,0,0,0,0,0,5,33,4,0,0,0,35,143,44,20,8,4,210,801,326
