LGA_CODE_2021,C11_SH_0b_s_a_b_NPFH_2,C11_SH_0b_s_a_b_NPFH_3,C11_SH_0b_s_a_b_NPFH_4,C11_SH_0b_s_a_b_NPFH_5,C11_SH_0b_s_a_b_NPFH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPFH_2,C11_SDRTHT_0b_s_a_b_NPFH_3,C11_SDRTHT_0b_s_a_b_NPFH_4,C11_SDRTHT_0b_s_a_b_NPFH_5,C11_SDRTHT_0b_s_a_b_NPFH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPFH_2,C11_F_a_0b_s_a_b_NPFH_3,C11_F_a_0b_s_a_b_NPFH_4,C11_F_a_0b_s_a_b_NPFH_5,C11_F_a_0b_s_a_b_NPFH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPFH_2,C11_F_a_1b_NPFH_3,C11_F_a_1b_NPFH_4,C11_F_a_1b_NPFH_5,C11_F_a_1b_NPFH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPFH_2,C11_F_a_2b_NPFH_3,C11_F_a_2b_NPFH_4,C11_F_a_2b_NPFH_5,C11_F_a_2b_NPFH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPFH_2,C11_F_a_3b_NPFH_3,C11_F_a_3b_NPFH_4,C11_F_a_3b_NPFH_5,C11_F_a_3b_NPFH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPFH_2,C11_F_a_4mb_NPFH_3,C11_F_a_4mb_NPFH_4,C11_F_a_4mb_NPFH_5,C11_F_a_4mb_NPFH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPFH_2,C11_F_a_NB_NS_NPFH_3,C11_F_a_NB_NS_NPFH_4,C11_F_a_NB_NS_NPFH_5,C11_F_a_NB_NS_NPFH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPFH_2,C11_F_a_Tot_NPFH_3,C11_F_a_Tot_NPFH_4,C11_F_a_Tot_NPFH_5,C11_F_a_Tot_NPFH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPFH_2,C11_OD_0b_s_a_b_NPFH_3,C11_OD_0b_s_a_b_NPFH_4,C11_OD_0b_s_a_b_NPFH_5,C11_OD_0b_s_a_b_NPFH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_Tot,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPFH_2,C16_SH_0b_s_a_b_NPFH_3,C16_SH_0b_s_a_b_NPFH_4,C16_SH_0b_s_a_b_NPFH_5,C16_SH_0b_s_a_b_NPFH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3
LGA50840,0,0,0,0,0,0,13,0,0,0,0,11,90,16,11,9,4,117,356,109,86,28,12,590,210,79,112,55,25,477,4,5,0,0,0,9,670,203,204,91,39,1205,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,12,0,0,0,0,0,6,692,205,200,91,39,1233,3,0,0,0,0,3,11,0,0,0,0,14,104,20,12,0,5,137,358,70
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,24,5,3,0,0,32,60,24,17,6,5,106,31,14,21,6,5,85,0,0,0,0,0,4,118,43,41,13,12,223,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,124,45,41,17,12,237,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,27,70,20
LGA50980,5,0,0,0,4,9,40,5,4,4,4,52,90,39,31,9,4,170,455,325,306,124,120,1336,250,164,273,147,121,961,21,9,5,4,15,55,860,541,627,292,271,2592,0,3,0,0,0,5,19,8,6,0,0,23,67,25,4,0,0,103,43,20,15,8,10,87,0,5,7,4,5,19,8,0,0,0,4,5,133,53,18,9,15,239,7,0,0,0,0,4,23,0,0,0,0,28,49,29,10,5,0,86,9,11,3,6,4,30,0,0,0,0,0,0,4,0,0,0,0,5,93,46,10,11,3,160,37,11,6,0,0,55,73,4,7,0,0,85,22,8,9,0,0,40,29,3,0,3,0,39,9,4,4,3,3,20,13,0,0,0,0,13,181,33,25,9,4,248,11,5,0,0,0,19,1278,679,690,325,290,3259,9,4,0,0,0,15,24,8,0,0,0,33,129,50,33,16,12,242,563,325
LGA51080,0,0,0,0,0,0,4,0,0,0,0,3,24,0,3,0,0,28,61,28,18,13,3,120,49,33,32,22,13,141,0,0,0,0,0,5,135,56,60,31,20,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,61,58,31,19,306,0,0,0,0,0,0,0,0,0,0,0,5,18,4,0,0,0,24,55,16
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,23,70,17,12,10,5,121,57,17,26,12,12,120,3,0,0,0,0,3,148,34,44,22,17,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,156,34,44,22,17,269,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,26,72,16
LGA51190,3,0,0,0,0,11,12,4,0,0,4,20,271,68,25,4,5,365,1792,719,538,134,52,3232,1319,682,804,349,159,3316,39,12,11,3,7,73,3436,1482,1383,495,223,7016,0,0,0,0,0,0,25,0,0,0,0,28,189,45,5,4,0,238,264,103,39,17,0,422,20,15,8,4,5,54,6,3,0,0,0,18,505,164,58,21,9,761,0,0,0,0,0,0,7,5,0,0,0,12,107,27,4,0,0,139,85,33,13,12,0,148,6,0,0,5,0,16,3,0,0,0,0,8,205,65,29,18,0,311,7,0,0,0,0,7,19,0,0,0,0,19,19,7,0,0,0,22,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,48,9,8,0,0,57,4,4,0,0,0,8,4199,1730,1467,533,224,8151,0,0,0,0,0,6,10,0,4,0,0,21,263,46,23,4,5,334,1701,712
LGA51260,0,3,0,0,0,7,33,3,3,4,0,45,358,42,30,10,0,441,1555,563,445,90,35,2691,1550,833,1208,567,210,4366,31,7,3,6,0,49,3534,1451,1688,672,250,7596,0,0,0,0,0,0,5,0,0,0,0,5,82,3,0,0,0,87,137,31,14,6,0,183,34,10,7,9,0,59,3,0,0,0,0,7,263,45,26,15,0,344,0,0,0,0,0,0,0,0,0,0,0,0,48,3,5,0,0,55,44,11,9,0,0,70,8,0,4,0,0,9,0,0,0,0,0,0,102,14,14,0,0,132,0,0,0,0,0,4,15,0,3,0,0,16,47,4,0,0,0,46,14,0,5,3,0,17,0,0,0,0,0,7,0,0,0,0,0,0,75,9,6,4,0,98,5,0,3,0,0,7,3979,1516,1733,697,255,8180,0,4,0,0,0,3,23,9,5,0,0,40,292,56,28,11,4,397,1731,602
LGA51310,0,0,0,0,0,0,13,0,0,0,0,16,253,78,47,13,0,389,932,411,549,115,17,2013,811,571,1053,619,179,3237,15,8,3,0,0,29,2022,1066,1655,741,196,5687,0,0,0,0,0,0,10,0,0,0,0,10,108,9,0,0,0,126,152,59,31,6,3,253,13,10,13,6,4,42,4,0,0,0,0,4,297,81,45,18,5,441,3,0,0,0,0,3,99,8,5,0,0,109,107,13,8,0,0,134,27,3,7,0,0,40,6,0,0,0,0,7,5,0,0,0,0,5,242,32,21,0,4,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2569,1176,1716,761,203,6418,0,0,0,0,0,0,11,3,4,0,0,11,202,64,34,11,0,312,831,401
LGA51330,6,5,8,4,0,26,26,7,6,3,0,47,374,92,40,9,5,523,3179,1549,1299,391,124,6543,3267,2391,3251,1583,766,11256,67,35,33,21,22,176,6919,4079,4637,2005,927,18566,4,3,4,0,0,11,17,5,0,0,0,24,242,72,32,6,6,360,625,330,250,94,31,1334,99,69,92,44,30,325,7,12,7,4,0,35,994,493,383,150,69,2080,0,0,0,0,0,5,15,8,0,0,3,29,182,51,18,4,0,259,324,165,109,49,16,665,35,19,17,15,10,104,10,6,0,4,3,21,563,251,156,79,32,1081,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,5,0,0,3,8486,4816,5176,2227,1029,21735,0,0,3,0,0,10,42,9,9,3,0,61,338,91,60,17,7,506,2860,1542
LGA51400,0,0,0,0,0,0,3,0,0,0,0,5,83,25,6,0,0,115,555,186,146,43,10,947,826,581,845,374,160,2786,9,5,5,3,0,25,1479,791,1007,425,173,3877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,11,0,0,0,0,0,3,1499,802,1013,429,174,3914,3,0,0,0,0,3,5,0,0,0,0,8,63,18,16,7,0,98,592,245
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,39,9,14,4,6,71,22,11,17,6,0,54,0,0,0,0,0,0,70,22,30,11,6,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,22,30,11,6,137,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,8,41,15
LGA51540,0,0,0,0,0,0,12,0,0,0,0,17,57,24,15,0,7,112,260,118,138,50,39,599,115,79,82,64,34,370,10,5,6,3,0,24,455,226,233,117,84,1118,0,0,0,0,0,0,4,0,0,0,0,10,17,3,0,0,0,23,5,3,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,4,27,7,4,3,6,56,0,0,0,0,0,0,6,0,0,0,0,9,3,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,5,0,19,15,4,0,0,0,19,32,3,3,0,0,37,13,0,0,0,0,15,10,0,0,0,0,15,20,5,0,0,0,21,12,0,0,0,0,12,101,9,8,0,0,118,8,3,0,0,0,14,601,257,248,127,88,1326,0,0,0,0,0,0,11,6,0,0,0,13,57,13,19,9,0,97,252,144
LGA51610,0,0,0,0,0,0,0,3,0,0,0,7,30,9,0,0,0,34,64,29,31,6,0,133,42,25,53,13,4,138,0,0,0,0,0,0,139,60,82,20,9,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,158,62,85,20,5,330,0,0,0,0,0,0,5,0,0,0,0,8,20,3,3,3,0,32,66,29
LGA51680,5,0,0,0,0,3,6,0,0,0,0,13,46,17,4,5,0,68,196,66,47,15,8,336,295,127,182,100,51,769,6,0,5,0,0,13,554,217,247,124,61,1201,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,12,0,6,3,0,23,4,0,0,0,0,4,569,219,257,127,60,1234,3,0,0,0,0,3,13,0,0,0,0,14,53,11,7,7,6,89,216,61
LGA51710,0,0,0,0,0,0,6,0,0,0,0,6,13,8,4,0,0,27,43,24,23,10,7,107,6,6,5,3,0,19,0,0,0,0,0,0,66,38,36,17,9,161,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,0,0,22,6,4,0,0,0,18,0,5,0,0,0,0,6,0,0,0,0,6,19,16,8,3,0,42,0,0,0,0,0,0,8,6,0,0,0,9,19,20,4,0,0,44,21,14,12,10,4,63,0,3,0,0,3,4,0,3,0,0,0,5,52,40,22,7,8,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,144,92,57,32,14,338,0,0,0,0,0,0,8,0,0,0,0,6,18,9,8,0,0,31,43,22
LGA51750,0,0,0,0,0,0,8,0,0,0,0,8,120,19,11,0,0,156,377,154,162,26,4,713,237,165,259,170,28,862,8,4,5,0,0,8,750,333,432,195,32,1749,0,0,0,0,0,0,3,0,0,0,0,3,42,6,0,0,0,50,87,21,6,3,0,126,13,0,10,3,0,24,7,0,0,0,0,3,150,33,22,8,0,214,0,0,0,0,0,0,32,4,0,0,0,39,141,30,10,5,0,186,57,16,11,0,0,85,6,0,0,3,0,8,4,0,0,0,0,4,241,50,24,5,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,412,478,209,34,2277,0,0,0,0,0,0,4,5,0,0,0,9,86,10,7,4,0,111,314,128
LGA51820,11,0,0,5,0,12,32,3,4,0,3,45,371,76,19,12,5,483,3557,1678,1201,320,103,6855,4393,3228,4338,1846,752,14564,82,42,31,12,20,178,8444,5027,5597,2193,883,22140,0,0,0,0,0,0,20,0,0,0,0,27,237,54,17,9,4,320,485,202,111,31,15,845,90,58,70,36,8,261,13,9,0,0,0,18,841,330,198,72,26,1465,3,0,0,0,0,3,47,3,0,0,0,45,238,58,17,7,0,319,132,53,28,8,0,227,17,0,4,4,0,28,10,0,3,3,0,16,436,117,52,21,4,633,0,0,0,0,0,7,20,0,0,0,0,19,3,0,0,0,0,4,3,0,0,0,0,3,0,0,6,0,0,4,3,0,0,0,0,0,30,4,5,0,0,40,7,0,0,0,0,7,9759,5472,5853,2286,913,24282,4,7,6,0,0,13,50,14,6,4,0,70,308,90,38,14,9,459,3669,1671
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,14,19,13,9,0,60,9,10,10,6,27,60,0,0,0,0,0,4,33,34,25,23,22,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,25,23,22,131,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,7,18,10
LGA51890,0,0,0,0,0,0,6,4,3,0,0,12,124,42,9,4,0,173,551,241,203,67,20,1079,334,200,220,132,74,959,25,5,6,0,0,36,1036,489,437,199,95,2259,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,3,4,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,19,4,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,8,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,19,5,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,7,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,12,0,3,0,0,22,0,0,0,0,0,0,1082,501,450,195,101,2327,4,0,0,0,0,4,11,0,0,0,0,13,133,42,12,0,0,184,547,232
LGA51960,0,0,0,0,0,0,7,0,0,0,0,7,27,6,0,0,0,29,208,119,115,46,19,503,56,51,82,46,36,272,5,4,4,5,0,12,306,175,201,94,55,830,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,22,4,0,0,0,0,4,5,0,0,0,0,9,0,0,0,0,0,0,21,3,6,0,0,28,0,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,17,0,0,0,0,0,0,348,186,199,97,58,883,0,0,0,0,0,0,3,0,0,0,0,3,32,8,3,6,0,44,207,117
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,21,4,4,0,0,28,77,20,19,5,0,131,58,9,24,15,3,112,0,0,0,0,0,0,161,36,50,23,9,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,165,41,46,23,9,283,0,0,0,0,0,0,3,0,0,0,0,3,23,3,0,0,0,25,98,16
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,30,87,24,21,10,0,138,57,16,25,15,12,118,0,0,0,0,0,0,167,37,45,21,12,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,38,46,21,12,292,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,3,26,67,19
LGA52170,0,0,0,0,0,0,17,3,0,0,0,19,92,19,8,3,0,124,284,113,140,27,0,572,179,137,215,150,49,725,10,5,0,0,0,19,578,278,364,182,52,1451,0,0,0,0,0,0,0,0,0,0,0,0,32,11,0,0,0,45,65,17,18,4,0,103,14,8,13,11,0,41,0,0,0,0,0,0,114,30,33,12,0,190,7,0,0,0,0,7,36,0,0,0,0,34,96,20,7,0,0,116,23,17,5,0,0,41,3,0,0,0,0,3,0,0,0,0,0,0,159,34,12,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,340,401,195,56,1845,0,0,0,0,0,0,10,0,0,0,0,11,79,24,6,0,0,117,256,119
LGA52240,0,0,0,0,0,0,3,0,0,0,0,3,19,3,0,0,0,27,84,25,18,9,0,136,51,19,26,15,7,125,0,0,0,0,0,0,156,46,48,24,12,289,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,47,44,24,12,294,0,0,0,0,0,0,4,0,0,0,0,4,16,3,6,0,0,30,78,23
LGA52310,0,0,0,0,0,0,0,0,0,0,0,5,18,3,0,0,0,22,74,13,23,10,0,120,40,20,23,9,7,103,0,0,0,0,0,0,134,34,48,17,10,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,34,48,17,10,251,0,0,0,0,0,0,4,0,0,0,0,4,19,5,4,0,0,19,62,10
