LGA_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
LGA52310,15,3,0,91,47,18,12,8,12,93,0,0,0,0,0,3,130,32,30,17,10,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129,33,29,17,10,215,0,0,0,0,0,0,10,0,0,0,0,8,24,5,0,0,0,30,75,16,9,3,0,109,44,12,24,10,6,95,0,0,0,0,0,0,147,33,36,12
LGA52380,0,0,0,14,4,0,0,5,0,8,0,0,0,0,0,0,13,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,22,3,0,0,0,31,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,9,10,0,0,0,0,10,0,0,0,0,0,0,22,0,0,0
LGA52450,24,7,8,152,40,36,24,23,9,137,5,5,0,0,0,6,147,69,57,32,15,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,13,150,73,57,33,15,336,0,0,0,0,0,0,0,0,0,0,0,0,19,4,4,0,0,25,64,16,28,8,4,117,49,28,27,25,17,149,3,0,0,0,0,5,138,46,58,35
LGA52520,22,13,4,146,58,33,31,30,16,160,0,0,0,0,0,3,155,61,56,39,19,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,7,157,65,62,42,15,347,0,0,0,0,0,0,6,0,0,0,0,6,8,0,0,0,0,12,61,28,17,8,5,123,53,26,44,24,15,157,0,0,0,5,0,7,130,54,62,37
LGA52590,46,8,0,296,217,78,91,35,19,440,8,3,0,0,0,16,485,130,138,42,18,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,3,6,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,516,135,145,45,18,852,0,0,0,0,0,0,9,0,0,0,0,4,42,5,3,0,0,49,199,38,37,17,0,294,241,69,81,47,20,459,4,0,0,0,0,5,498,117,120,60
LGA52660,145,45,12,941,870,544,661,273,131,2482,24,4,3,4,0,37,1574,750,816,325,148,3615,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,0,0,43,38,18,6,0,0,66,10,0,5,0,0,12,0,0,0,0,0,3,86,21,13,3,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,5,0,0,0,0,11,1689,774,829,327,148,3771,0,0,0,0,0,0,7,0,0,0,0,6,118,4,8,0,0,133,581,206,136,39,16,977,989,585,656,313,131,2683,13,6,7,4,0,33,1715,802,809,359
LGA52730,121,28,13,736,224,92,112,55,24,503,13,6,0,3,0,15,828,279,258,89,34,1492,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,9,5,0,0,0,0,10,4,0,0,0,0,3,0,0,0,0,0,0,18,8,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,12,0,0,5,0,15,864,286,259,94,36,1533,6,0,0,0,0,5,27,4,0,0,0,32,132,26,13,3,0,178,415,144,102,35,3,693,252,78,106,73,39,542,13,4,0,0,3,13,833,249,226,110
LGA52800,116,85,129,680,79,60,100,57,108,403,9,4,3,3,5,25,391,247,247,155,252,1294,0,0,0,0,0,0,3,0,0,0,0,5,32,5,8,5,0,45,12,7,3,6,0,34,3,4,0,0,0,10,0,0,0,0,0,4,52,19,9,10,4,95,0,0,0,0,0,0,5,0,0,0,0,5,16,0,0,3,0,17,9,0,3,0,0,15,0,0,0,0,3,5,0,0,0,0,0,3,25,3,4,5,5,40,3,0,0,0,0,3,15,0,0,0,0,15,5,6,0,0,0,9,5,3,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,3,33,7,3,0,4,45,0,0,0,0,0,4,497,282,269,171,266,1486,0,0,0,0,0,0,20,0,0,0,0,19,67,36,23,10,15,148,200,111,101,77,101,582,100,50,70,51,89,365,0,0,0,5,5,14,392,203,194,140
LGA52870,84,24,6,581,338,130,180,84,42,779,8,0,0,5,0,16,846,236,278,114,53,1519,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,5,0,0,0,0,10,866,243,281,119,53,1556,3,0,0,0,0,7,15,4,0,0,0,16,101,23,4,5,0,133,394,99,102,26,14,640,404,128,167,97,44,838,8,4,0,3,0,19,930,252,276,130
LGA52940,7,4,0,79,29,16,15,20,5,85,5,0,0,0,0,8,95,30,23,23,4,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,30,23,23,4,182,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,49,11,12,8,0,76,30,8,18,17,3,85,4,0,0,0,0,4,87,26,24,26
LGA53010,3,3,0,72,29,23,22,8,0,81,4,0,0,0,0,3,95,32,26,13,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,97,37,31,13,0,179,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,45,10,10,5,0,67,25,15,20,14,4,81,0,0,0,0,0,0,82,22,26,20
LGA53080,5,3,0,61,19,5,5,5,4,45,5,0,0,0,0,4,86,25,10,9,9,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,91,25,16,8,9,142,0,0,0,0,0,0,5,0,0,0,0,0,13,4,3,0,0,22,35,10,13,5,0,64,20,3,3,0,3,32,0,0,0,0,0,6,74,21,19,5
LGA53150,166,25,5,611,159,140,271,137,30,736,5,8,0,3,0,15,521,314,448,170,37,1483,0,0,0,0,0,0,4,0,0,0,0,3,66,13,0,0,0,80,104,49,22,6,0,180,16,7,8,3,4,42,8,0,0,0,0,4,202,68,33,6,4,318,0,0,0,0,0,0,18,0,0,0,0,18,76,5,0,0,0,82,29,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,115,17,3,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,845,394,483,178,36,1940,0,0,0,0,0,0,5,0,0,0,0,4,79,21,3,0,0,105,278,138,148,29,4,601,217,162,293,131,40,837,4,0,0,0,0,7,577,323,454,157
LGA53220,175,50,64,613,75,62,78,102,54,375,12,4,8,0,3,23,366,212,266,152,137,1134,0,0,0,0,0,0,6,0,0,0,0,6,3,4,0,0,0,10,6,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,17,4,0,5,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,14,4,0,0,0,0,5,400,218,272,160,139,1192,0,0,0,0,0,0,0,0,0,0,0,6,58,12,9,0,4,76,234,160,170,45,62,679,63,57,78,84,69,352,6,4,0,0,3,10,361,232,264,134
LGA53290,251,73,29,1392,552,297,367,219,107,1544,22,10,0,4,5,45,1475,626,640,301,142,3180,0,0,0,0,0,0,5,0,0,0,0,5,46,5,6,0,0,62,24,10,13,0,0,47,0,0,3,0,0,7,5,0,0,0,0,7,85,20,20,4,4,130,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,5,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,19,5,4,0,0,32,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,3,4,5,4,0,0,9,3,0,0,0,0,11,0,0,0,0,0,0,19,8,4,0,0,32,18,4,11,6,6,43,1619,660,668,313,156,3417,0,0,0,0,0,3,30,5,0,0,0,38,112,26,12,5,0,157,762,278,219,82,24,1363,627,278,369,185,105,1572,13,0,8,0,0,22,1552,581,616,272
LGA53360,73,22,3,341,46,35,57,28,16,179,10,0,0,0,0,13,263,122,138,50,19,593,0,0,0,0,0,0,5,0,0,0,0,5,4,0,3,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,11,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,12,0,0,0,0,18,6,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,31,5,5,0,4,41,5,0,0,0,0,3,310,128,150,50,17,652,0,0,0,0,0,3,8,0,0,0,0,8,37,9,0,3,0,46,171,67,79,31,6,352,65,35,68,35,9,206,5,0,0,0,0,11,278,117,153,64
LGA53430,497,115,4,2483,541,371,535,266,96,1808,45,15,3,5,0,65,2276,1179,1105,390,102,5048,0,0,0,0,0,0,48,0,3,0,0,52,432,92,26,3,0,556,389,189,109,21,4,721,46,33,40,15,3,135,6,4,0,0,0,11,930,323,180,36,15,1480,3,0,0,0,0,3,87,8,3,0,0,92,218,39,8,0,0,267,102,38,10,0,0,153,10,0,9,0,0,26,3,0,0,0,0,6,421,91,33,6,3,553,0,0,0,0,0,7,11,0,0,0,0,12,13,4,0,0,0,19,5,0,0,0,0,3,0,6,0,0,0,5,0,0,0,0,0,0,38,8,0,0,0,49,24,8,4,0,0,39,3689,1606,1325,436,122,7169,5,4,0,0,0,11,53,0,0,0,0,60,441,133,56,9,7,640,1401,693,603,109,20,2824,657,445,616,286,94,2104,15,11,11,0,0,34,2572,1283,1285,402
LGA53570,75,24,13,460,305,114,131,78,48,673,16,3,0,0,0,23,692,199,212,104,58,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,12,4,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,3,11,0,0,0,0,19,14,0,0,3,0,22,734,208,223,113,62,1333,4,0,0,0,0,9,23,0,0,0,0,23,73,18,3,4,0,97,312,74,51,14,13,465,350,141,136,86,56,767,6,4,4,0,0,17,777,230,195,103
LGA53640,13,12,4,119,49,29,36,16,9,142,3,0,0,0,0,3,148,60,46,32,13,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,153,58,47,29,13,304,0,0,0,0,0,0,4,0,0,0,0,4,18,0,0,0,0,24,69,22,30,6,0,130,54,22,40,18,14,146,5,0,0,0,0,5,148,51,69,29
LGA53710,16,5,3,115,46,20,18,16,6,106,5,0,0,0,0,5,130,53,38,21,13,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,138,58,38,21,13,260,0,0,0,0,0,0,3,0,0,0,0,3,26,4,0,0,0,30,63,16,14,5,0,100,50,15,19,22,5,111,8,0,0,0,0,5,146,35,33,30
LGA53780,1786,634,325,9282,4616,3756,4611,2452,1626,17066,136,64,54,32,41,330,9363,6267,6510,3142,2022,27303,9,0,0,0,0,8,26,8,0,0,0,36,302,69,30,5,0,405,653,389,232,90,37,1394,78,78,100,50,30,334,21,13,6,0,0,43,1086,558,364,142,70,2219,0,4,0,0,0,4,3,3,0,0,0,9,65,19,12,0,0,93,58,35,23,12,6,134,0,0,0,3,0,4,0,0,0,0,0,4,134,58,38,12,6,244,5,0,0,0,0,6,15,0,0,0,0,12,8,5,0,0,0,13,12,11,4,0,0,30,9,8,7,6,3,28,0,0,0,0,0,6,46,21,14,4,7,92,23,11,9,4,0,44,10646,6913,6932,3316,2104,29900,6,5,0,0,4,17,25,7,8,0,4,49,367,107,51,25,9,558,4444,2452,2140,702,300,10043,5189,4111,5132,2574,1752,18761,118,37,45,39,33,273,10154,6720,7376,3337
LGA53800,562,198,85,3398,1800,1023,1263,607,302,4996,72,8,15,13,12,126,4018,1849,1880,822,403,8975,0,0,0,0,0,0,13,3,0,0,0,11,148,26,24,3,0,207,147,58,35,13,6,256,53,23,15,19,6,118,10,0,3,0,0,14,371,112,80,39,9,607,0,0,0,0,0,0,4,0,0,0,0,6,27,0,5,0,0,40,16,6,5,5,0,32,3,0,0,0,0,0,3,0,0,0,0,6,57,14,16,3,0,88,5,0,5,0,0,5,21,0,0,0,0,25,41,5,4,0,0,40,14,7,8,0,7,36,6,8,10,6,3,29,5,0,0,0,0,8,90,17,19,3,13,142,13,3,6,4,0,27,4554,1993,2002,869,426,9843,5,0,0,0,0,9,38,3,0,0,0,44,297,52,16,5,0,373,1856,717,510,164,82,3327,1982,1127,1250,624,329,5309,41,22,3,0,8,74,4222,1924,1788,800
LGA53920,48,31,73,238,18,10,13,11,30,84,5,8,0,4,0,10,100,62,77,46,114,403,0,0,0,0,0,0,0,0,0,0,0,5,19,7,0,0,4,27,3,7,0,0,0,12,0,0,0,0,0,3,0,6,0,0,0,6,23,18,8,7,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,16,0,0,0,0,0,5,135,91,80,61,122,482,0,0,0,0,0,0,6,0,0,0,0,10,35,20,10,12,16,101,56,68,50,46,94,316,15,21,21,14,49,119,5,8,6,0,3,24,123,122,93,74
LGA53990,295,82,27,1780,1686,937,1256,584,271,4728,39,16,13,8,0,70,2889,1353,1573,677,305,6801,0,0,0,0,0,0,3,0,0,0,0,3,37,3,5,0,0,45,66,14,11,5,0,102,3,3,0,0,0,13,0,0,0,0,0,3,115,27,26,7,4,170,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,3,0,23,0,0,0,0,0,0,8,0,0,0,0,11,3,4,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,0,0,24,22,10,6,0,0,34,3046,1393,1606,686,309,7042,4,0,3,0,0,5,26,0,5,0,0,30,144,28,16,3,0,190,1183,402,302,65,33,1988,2035,1003,1323,652,294,5308,35,10,10,0,6,56,3427,1444,1650,725
LGA54060,50,15,4,407,212,85,91,62,17,462,3,0,0,0,0,9,520,159,145,75,26,930,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,7,0,5,0,0,10,571,163,154,77,24,986,3,0,0,0,0,3,6,0,0,0,0,6,35,9,0,0,0,48,241,65,40,19,3,362,222,87,88,51,15,462,11,0,0,0,0,17,515,164,130,69
