LGA_CODE_2021,C21_75_99_CF_CU15_NDS,C21_75_99_CF_NCU15_DS,C21_75_99_CF_NDCO,C21_75_99_Tot,C21_100_149_CF_NC,C21_100_149_CF_Cu15DS_,C21_100_149_CF_CU15_NDS,C21_100_149_CF_NCU15_DS,C21_100_149_CF_NDCO,C21_100_149_Tot,C21_150_199_CF_NC,C21_150_199_CF_Cu15DS_,C21_150_199_CF_CU15_NDS,C21_150_199_CF_NCU15_DS,C21_150_199_CF_NDCO,C21_150_199_Tot,C21_200_224_CF_NC,C21_200_224_CF_Cu15DS_,C21_200_224_CF_CU15_NDS,C21_200_224_CF_NCU15_DS,C21_200_224_CF_NDCO,C21_200_224_Tot,C21_225_274_CF_NC,C21_225_274_CF_Cu15DS_,C21_225_274_CF_CU15_NDS,C21_225_274_CF_NCU15_DS,C21_225_274_CF_NDCO,C21_225_274_Tot,C21_275_349_CF_NC,C21_275_349_CF_Cu15DS_,C21_275_349_CF_CU15_NDS,C21_275_349_CF_NCU15_DS,C21_275_349_CF_NDCO,C21_275_349_Tot,C21_350_449_CF_NC,C21_350_449_CF_Cu15DS_,C21_350_449_CF_CU15_NDS,C21_350_449_CF_NCU15_DS,C21_350_449_CF_NDCO,C21_350_449_Tot,C21_450_549_CF_NC,C21_450_549_CF_Cu15DS_,C21_450_549_CF_CU15_NDS,C21_450_549_CF_NCU15_DS,C21_450_549_CF_NDCO,C21_450_549_Tot,C21_550_649_CF_NC,C21_550_649_CF_Cu15DS_,C21_550_649_CF_CU15_NDS,C21_550_649_CF_NCU15_DS,C21_550_649_CF_NDCO,C21_550_649_Tot,C21_650_749_CF_NC,C21_650_749_CF_Cu15DS_,C21_650_749_CF_CU15_NDS,C21_650_749_CF_NCU15_DS,C21_650_749_CF_NDCO,C21_650_749_Tot,C21_750_849_CF_NC,C21_750_849_CF_Cu15DS_,C21_750_849_CF_CU15_NDS,C21_750_849_CF_NCU15_DS,C21_750_849_CF_NDCO,C21_750_849_Tot,C21_850_949_CF_NC,C21_850_949_CF_Cu15DS_,C21_850_949_CF_CU15_NDS,C21_850_949_CF_NCU15_DS,C21_850_949_CF_NDCO,C21_850_949_Tot,C21_950over_CF_NC,C21_950over_CF_Cu15DS_,C21_950over_CF_CU15_NDS,C21_950over_CF_NCU15_DS,C21_950over_CF_NDCO,C21_950over_Tot,C21_Rns_CF_NC,C21_Rns_CF_Cu15DS_,C21_Rns_CF_CU15_NDS,C21_Rns_CF_NCU15_DS,C21_Rns_CF_NDCO,C21_Rns_Tot,C21_Tot_CF_NC,C21_Tot_CF_Cu15DS_,C21_Tot_CF_CU15_NDS,C21_Tot_CF_NCU15_DS,C21_Tot_CF_NDCO,C21_Tot_Tot
LGA50840,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,7,4,0,0,0,0,6,9,0,9,0,0,18,26,0,19,0,4,48,15,5,25,0,0,46,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,6,74,9,57,3,4,145
LGA50910,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,10,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,10,15,0,10,0,0,26
LGA50980,30,0,4,47,31,5,49,0,6,94,36,9,28,3,13,88,21,0,20,0,0,43,49,3,58,8,8,123,60,11,62,7,11,153,73,0,55,7,10,148,70,6,58,3,4,142,52,0,43,0,10,107,42,12,43,0,3,95,25,0,31,3,0,63,13,3,23,0,0,39,9,3,21,0,0,34,47,7,40,3,7,97,552,69,561,38,71,1299
LGA51080,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,12,0,6,0,3,23
LGA51120,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,8,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,25
LGA51190,0,0,0,0,15,0,5,0,3,28,51,0,11,0,3,65,36,3,18,4,4,69,119,10,54,0,7,194,243,13,180,16,30,479,192,17,173,21,13,415,48,7,45,3,3,113,10,0,7,0,8,29,7,0,10,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,15,0,0,33,751,60,516,47,67,1433
LGA51260,0,0,0,8,11,0,6,0,0,17,34,0,12,3,4,43,41,0,14,0,0,53,37,6,14,9,0,62,114,5,72,4,0,198,259,37,254,30,33,613,146,27,162,23,14,376,22,13,58,9,5,99,9,0,13,0,5,26,4,0,0,0,0,10,0,0,0,0,0,4,4,0,3,0,0,3,27,0,20,4,6,57,710,93,632,67,70,1576
LGA51310,0,0,0,3,5,0,0,0,0,3,3,0,4,0,0,3,18,0,4,0,0,27,52,0,7,0,0,54,66,0,16,0,0,88,103,4,42,3,0,156,93,3,74,4,3,180,56,8,67,7,4,141,30,6,71,14,5,125,21,14,48,11,0,86,12,8,36,8,0,60,20,13,74,12,5,128,9,5,10,4,0,26,484,61,456,68,20,1087
LGA51330,4,0,0,7,36,6,18,0,0,59,70,5,13,8,5,102,48,0,11,0,0,68,139,8,84,8,6,243,563,48,526,40,25,1208,861,196,1034,135,64,2291,210,117,405,86,57,871,51,44,101,25,18,237,17,18,46,7,5,91,12,9,14,0,0,38,0,0,3,0,0,11,4,0,6,0,0,13,57,3,43,11,9,124,2075,452,2316,320,188,5357
LGA51400,0,0,0,0,5,0,5,0,0,4,8,0,4,0,3,18,19,3,9,0,0,28,23,0,13,0,0,41,38,3,48,7,3,103,100,19,173,11,13,327,21,16,39,8,5,84,0,0,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,6,8,0,3,0,4,12,236,47,288,28,32,636
LGA51470,0,0,0,6,0,0,0,0,0,0,9,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,13,3,7,0,0,26
LGA51540,4,0,0,10,12,0,10,0,0,17,32,0,4,0,4,36,10,0,7,0,0,16,31,0,31,0,0,61,23,0,29,0,0,57,15,5,12,0,3,32,7,0,3,0,0,11,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,22,153,6,121,3,7,290
LGA51610,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,5,0,5,0,0,5,0,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,8,25,0,12,0,0,39
LGA51680,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,5,0,0,0,0,8,3,0,6,0,5,16,8,0,6,0,0,20,0,0,4,0,0,9,0,6,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,27,7,35,6,9,78
LGA51710,5,0,0,12,4,3,9,0,0,15,8,0,6,0,0,23,6,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,3,0,0,7,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,44,13,49,3,5,108
LGA51750,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,9,0,3,0,0,12,20,0,9,0,0,36,70,0,17,0,0,85,59,4,13,9,0,80,36,0,23,9,0,67,18,4,13,6,0,34,8,0,19,8,3,35,11,4,10,6,3,34,9,17,44,11,4,91,8,0,7,0,0,15,252,33,156,41,12,492
LGA51820,3,0,0,11,27,0,7,0,0,36,81,4,18,0,10,112,69,4,17,0,3,94,121,7,74,4,10,215,383,26,177,15,32,628,1027,79,734,67,117,2024,383,77,499,55,87,1098,100,47,107,18,24,294,28,8,22,8,8,74,12,7,15,3,5,40,3,3,7,9,0,22,15,6,5,0,5,22,50,4,41,7,7,113,2311,265,1729,188,294,4792
LGA51860,0,0,0,0,8,0,7,0,0,10,5,0,0,0,0,3,0,0,0,0,0,0,13,0,12,0,7,34,4,0,0,0,0,4,0,0,0,0,0,3,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,4,20,50,3,33,0,15,102
LGA51890,0,0,0,0,3,0,0,0,0,6,11,0,6,0,0,21,20,0,13,0,8,34,18,0,36,0,3,56,23,8,27,6,6,63,9,8,11,0,0,31,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,11,90,13,104,5,15,231
LGA51960,0,0,0,3,8,0,5,0,0,8,8,0,10,0,0,23,10,0,10,0,5,23,17,0,26,0,3,48,13,3,16,0,0,35,6,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,10,74,9,83,5,9,170
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,10,5,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,16,3,14,0,0,30
LGA52100,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,3,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,21,0,12,0,0,32
LGA52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,14,0,0,0,0,21,25,0,11,0,0,39,43,0,17,3,0,61,28,0,15,0,0,40,13,0,18,0,0,38,15,3,13,0,0,26,3,3,13,0,0,25,24,7,43,26,3,111,8,0,5,0,0,11,191,15,128,32,13,375
LGA52240,0,0,0,0,3,0,5,0,0,3,5,0,6,0,0,11,4,0,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,16,0,0,33
LGA52310,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,18,0,7,0,0,27
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4
LGA52450,0,0,0,0,5,0,0,0,0,8,3,0,0,0,0,5,0,0,0,0,0,4,4,0,6,0,0,10,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,3,14,4,0,39
LGA52520,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,4,0,0,5,0,0,0,3,0,5,0,0,13,6,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,10,22,0,19,0,0,49
LGA52590,0,0,0,0,8,0,3,0,0,6,4,0,3,0,0,8,6,0,0,0,0,3,10,0,5,0,0,8,23,0,21,0,0,49,14,5,23,0,0,39,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,12,64,8,62,0,5,141
LGA52660,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,11,12,0,0,0,0,18,25,0,13,0,0,40,47,0,51,5,12,120,71,23,113,6,15,233,15,4,19,0,7,44,4,0,4,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,8,202,32,212,14,32,490
LGA52730,0,0,0,0,4,0,0,0,0,3,5,0,3,0,0,5,4,0,7,0,0,11,12,0,5,0,0,20,23,3,25,6,0,57,22,3,25,0,3,57,4,0,12,0,0,19,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,5,75,3,93,4,11,185
LGA52800,71,0,5,111,51,9,65,3,5,130,26,0,24,0,4,61,8,0,9,0,0,20,20,0,22,0,6,54,15,3,13,3,0,36,13,0,10,0,0,24,8,0,9,0,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,17,0,5,59,288,36,339,9,49,717
LGA52870,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,6,0,3,0,0,6,6,0,3,0,0,18,11,3,24,0,3,49,18,0,20,0,0,41,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,8,57,10,58,3,7,147
LGA52940,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,10,3,8,0,0,22
LGA53010,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,8,0,0,19
LGA53080,0,0,0,5,3,0,0,0,0,4,7,0,8,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,6,0,0,28
LGA53150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,5,0,0,7,12,0,4,6,0,17,39,0,13,0,0,53,29,4,17,0,8,52,17,6,19,0,0,44,10,5,15,3,3,30,0,3,7,0,0,17,6,3,7,0,0,11,5,7,8,0,4,21,4,0,0,0,0,0,125,23,96,9,7,266
LGA53220,16,0,0,28,102,26,173,10,9,321,19,0,22,0,0,36,11,3,23,0,0,37,0,0,8,0,0,10,8,0,6,0,0,10,14,0,10,0,0,24,19,0,21,0,6,42,11,0,17,0,0,30,3,0,4,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,3,31,0,0,66,295,47,413,22,38,813
LGA53290,0,0,0,4,7,0,4,0,0,12,20,3,7,0,0,24,23,0,10,0,3,43,51,4,43,0,4,97,70,10,59,6,8,157,54,15,62,0,9,149,8,0,17,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,0,13,4,3,39,265,43,218,20,29,574
LGA53360,0,0,0,0,5,0,0,0,0,5,3,0,6,0,0,14,9,0,0,0,0,12,18,0,21,0,0,37,14,0,0,0,0,17,34,5,13,0,0,48,17,4,16,0,0,40,10,0,6,0,0,17,5,0,0,5,0,11,5,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,4,0,4,0,0,10,121,9,78,3,7,219
LGA53430,0,0,0,3,15,0,7,0,0,21,30,0,8,0,0,32,17,0,10,0,0,27,37,0,15,5,0,54,96,0,36,3,7,142,224,6,71,3,10,313,207,3,78,3,0,304,125,6,51,13,4,197,54,6,53,4,0,107,34,0,25,4,4,61,13,6,6,6,0,25,22,6,8,8,0,43,22,0,8,0,3,33,884,39,369,44,40,1378
LGA53570,0,0,0,0,3,0,0,0,0,6,7,0,0,0,0,10,6,0,3,0,0,4,8,0,6,0,0,16,15,0,9,0,0,22,16,4,19,0,3,42,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,12,62,11,43,0,6,125
LGA53640,0,0,0,0,6,0,0,0,0,10,6,0,0,0,0,10,0,3,3,0,0,9,0,5,4,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,8,19,6,0,48
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,17
LGA53780,0,0,0,11,32,0,3,0,9,44,67,0,20,4,3,93,76,6,26,0,4,114,183,21,181,10,29,422,582,76,657,30,66,1413,620,181,959,82,102,1947,174,87,290,37,53,642,22,22,46,13,7,110,4,5,6,4,0,25,0,0,8,0,0,8,0,0,4,0,0,4,0,0,7,0,0,6,66,12,50,8,15,152,1838,411,2271,194,287,5010
LGA53800,0,0,0,6,25,0,9,0,6,38,79,6,25,3,7,119,70,3,48,6,6,135,118,12,96,4,8,228,221,34,242,24,25,548,139,31,180,9,15,379,30,4,38,4,4,82,6,0,9,0,0,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,24,0,4,60,741,88,678,54,78,1627
LGA53920,40,0,8,77,24,4,42,0,7,82,7,4,18,0,0,33,0,0,3,0,0,3,4,0,3,0,0,10,7,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,13,94,24,200,0,34,362
LGA53990,3,0,0,3,8,0,6,0,0,14,23,0,9,0,5,31,30,0,13,0,0,51,39,5,47,5,10,95,97,15,117,10,14,247,119,31,180,15,20,365,26,7,36,10,4,89,6,3,5,0,0,16,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,3,3,24,365,65,417,42,63,947
LGA54060,0,0,0,0,4,0,0,0,0,6,11,0,0,0,0,13,3,0,3,0,0,3,6,5,15,0,5,28,19,4,12,0,4,38,14,6,8,0,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,59,8,46,0,12,126
LGA54130,0,0,0,0,4,0,0,0,0,6,3,0,0,0,0,10,0,0,3,0,0,8,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,17,20,3,22,5,0,45
LGA54170,0,0,0,7,16,0,8,0,0,24,49,0,4,0,0,55,35,3,12,0,4,57,72,0,28,0,7,111,292,5,112,6,13,426,705,65,613,53,66,1495,364,85,455,81,78,1064,147,69,261,57,47,577,54,31,136,40,27,284,36,20,74,29,15,169,15,3,35,8,5,72,8,9,33,8,14,73,45,5,30,3,5,90,1839,309,1803,282,278,4509
