LGA_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
LGA57840,3150,1095,566,0,0,4813,2892,1050,552,0,0,4498,911,1185,1475,0,0,3571,416,139,152,0,0,701,9,28,50,0,0,93,588,614,519,0,0,1719,36,37,29,0,0,103,5,8,12,0,0,31,1964,2016,2242,0,5,6223,143,221,134,0,0,497,468,326,434,0,5,1236,8623,4708,3938,0,13,17278,3167,1562,363,6,16,5111,2851,1444,381,0,10,4689,877,1651,904,0,9,3451,339,184,135,0,0,656,14,33,13,0,0,60,472,701,290,0,4,1470,45,34,22,0,7,110,8,11,0,0,0,22,1756,2617,1370,0,25,5763,198,191,82,3,11,483,492,498,369,9,4,1372,8459,6307,2567,24,64,17423,3503,1629,524,0,3,5663,3140,1411,484,0,7,5043,1050,1947,1118,0,3,4115,326,205,128,0,0,659,11,56,36,0,0,100,491,674,340,0,0,1512,40,33,32,0,3,110,9,13,5,0,0,32,1939,2924,1653,0,14,6522,129,235
LGA57910,18161,4313,1384,98,4,23959,16399,6497,2164,9,9,25083,4514,4540,3348,5,6,12401,1069,1497,666,0,0,3233,35,164,245,0,0,446,3590,2611,1588,9,5,7807,350,229,164,36,5,776,49,40,29,0,0,124,9598,9085,6049,47,9,24788,631,468,344,4,3,1450,2565,1706,1380,32,0,5681,47356,22073,11319,188,29,80956,17732,5554,932,73,25,24321,17058,9506,1404,7,74,28052,4444,6912,2657,7,32,14050,723,1828,489,0,4,3054,50,240,182,0,0,476,2874,3163,903,4,21,6963,317,283,112,9,3,730,45,66,13,0,0,125,8460,12503,4353,21,62,25399,594,678,250,6,8,1533,2694,2621,957,50,34,6358,46544,30867,7898,153,191,85660,19833,5736,1107,70,10,26760,20683,8999,1585,4,8,31280,6291,7632,3800,7,16,17745,772,1964,494,0,5,3233,98,316,206,0,0,623,3268,2954,1044,0,9,7272,451,341,169,31,4,1001,77,85,32,0,0,194,10958,13300,5740,37,36,30072,624,644
LGA57980,1251,400,228,0,0,1889,968,286,238,6,3,1503,405,414,705,5,0,1532,13,22,296,0,0,338,0,6,33,0,0,39,251,188,250,0,3,684,8,21,23,0,0,52,0,5,5,0,0,15,680,651,1318,5,3,2655,58,31,202,0,0,284,148,116,231,4,0,504,3104,1488,2222,16,9,6832,1345,363,347,0,3,2059,1067,315,309,0,0,1704,381,405,865,0,3,1658,11,56,249,0,3,317,0,0,25,0,0,22,218,157,243,0,0,620,11,19,23,0,0,55,0,3,4,0,0,5,621,643,1413,0,4,2675,48,23,158,0,0,231,137,107,328,5,3,581,3218,1450,2548,8,17,7252,1568,347,441,0,0,2353,1177,316,378,3,0,1865,455,468,1142,4,0,2063,5,38,245,0,0,293,0,0,33,0,0,39,189,160,289,0,5,639,10,15,31,0,0,55,0,0,9,0,0,11,654,688,1740,8,4,3097,46,23
LGA58050,7899,298,233,219,14,8659,17409,529,243,12,9,18211,2707,524,274,4,3,3513,759,361,301,0,0,1422,78,32,22,0,0,129,2093,229,130,6,4,2464,245,43,11,31,10,335,32,12,7,0,0,44,5924,1191,746,43,13,7904,377,44,23,10,0,458,1776,191,188,107,3,2276,33391,2253,1431,398,36,37510,8576,815,14,193,17,9615,21833,1770,56,35,32,23730,3287,1246,245,0,12,4789,629,644,96,0,0,1367,59,65,12,0,4,135,2079,427,21,10,12,2558,224,51,4,38,0,315,30,22,7,0,0,55,6314,2448,383,47,32,9229,415,85,6,6,6,525,2451,537,104,113,18,3226,39593,5657,563,397,107,46324,10482,813,70,183,11,11557,27164,1148,116,10,21,28466,4763,1241,539,3,11,6555,665,634,97,0,4,1398,120,118,22,4,0,261,2556,416,64,7,13,3046,326,63,6,55,4,454,52,21,3,5,0,81,8480,2492,725,70,30,11798,397,81
LGA58190,66,0,0,0,0,71,31,0,0,0,0,31,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,11,0,0,0,0,17,11,0,0,0,0,11,146,0,0,6,0,155,61,0,0,0,0,61,27,0,0,0,0,29,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,12,0,0,0,0,10,8,0,0,0,0,8,0,0,0,0,0,0,32,0,0,0,0,29,8,0,0,0,0,14,18,0,0,7,0,23,147,0,0,12,3,153,68,0,0,0,0,71,21,0,0,0,0,21,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,11,0,0,0,0,0,0,32,0,0,0,0,32,14,0
LGA58260,102,0,0,0,0,106,45,0,0,0,0,45,0,0,0,0,0,0,9,0,0,0,0,14,0,3,0,0,0,4,21,0,0,0,0,21,8,3,0,0,0,8,0,3,0,0,0,3,38,7,0,0,0,52,37,0,0,0,0,39,11,6,0,0,0,19,243,6,0,0,0,252,86,0,0,0,3,93,36,0,0,0,3,41,8,0,0,0,0,8,9,4,0,0,0,9,0,0,0,0,0,0,23,0,4,0,0,25,14,0,3,0,0,17,0,0,0,0,0,0,46,4,7,0,0,58,24,0,0,0,0,28,17,0,0,0,0,21,215,4,10,0,3,229,83,0,0,9,3,96,34,0,0,0,0,34,4,0,0,0,0,4,4,4,0,0,0,9,0,0,0,0,0,0,13,3,0,0,0,20,16,0,0,0,0,20,0,0,0,0,0,0,51,7,0,0,0,60,29,0
LGA58330,657,3,0,20,0,678,682,0,0,0,0,688,87,0,0,0,0,86,13,0,0,0,0,13,0,9,0,0,0,9,79,0,0,0,0,78,11,0,0,14,0,24,0,0,0,0,0,3,192,14,0,13,0,216,39,0,0,0,0,37,127,0,0,4,0,131,1687,21,6,42,0,1754,697,4,0,17,6,720,722,0,0,9,3,737,76,0,0,0,0,78,8,0,0,0,0,10,0,6,0,0,0,6,84,0,0,0,0,88,6,0,0,6,0,14,0,0,0,0,0,0,173,15,0,10,0,194,42,0,0,0,0,43,192,4,0,15,5,217,1826,21,3,54,14,1916,750,0,0,13,3,770,693,3,0,0,4,697,76,0,0,0,0,76,8,0,0,0,0,12,0,0,0,0,0,0,95,0,0,0,0,101,10,0,0,4,0,17,3,0,0,0,0,3,200,4,0,4,0,211,33,0
LGA58400,61,0,0,0,0,63,30,0,0,0,0,33,0,0,0,0,0,0,4,0,3,0,0,11,0,0,0,0,0,0,12,0,0,0,0,12,8,0,0,0,0,10,0,0,0,0,0,0,29,0,6,0,0,35,8,0,0,0,0,8,7,0,0,0,0,7,134,0,6,0,0,144,74,0,0,0,0,71,21,0,0,0,0,21,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,26,15,4,0,0,0,13,31,0,0,0,0,31,159,4,0,6,0,166,77,0,0,0,0,81,20,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,3,16,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,20,3,0,0,0,28,12,0
LGA58470,17,0,0,6,0,23,5,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,27,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,34,12,0,0,0,0,12,8,0,0,3,0,11,75,0,0,15,0,90,6,0,0,28,0,37,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,19,0,0,0,0,18,13,0,0,18,0,30,65,0,0,50,0,119,5,0,0,43,3,52,4,0,0,3,4,6,0,0,0,0,0,0,14,4,0,0,0,16,7,0,0,0,0,7,0,0,0,4,0,4,4,0,0,10,0,15,0,0,0,0,0,0,20,4,0,12,0,37,10,0
LGA58510,1949,474,342,0,0,2765,2595,741,466,3,0,3803,1132,739,1177,5,6,3056,265,185,178,0,0,626,17,36,189,0,0,232,809,423,358,0,0,1584,62,40,61,0,0,164,18,14,13,0,0,40,2302,1424,1968,5,6,5700,130,99,194,3,0,424,436,309,464,0,0,1214,7410,3047,3432,14,13,13905,2022,547,271,0,6,2851,2717,855,443,9,7,4033,1199,1076,1134,0,14,3423,215,255,86,0,0,558,29,130,81,0,3,249,704,443,258,4,3,1410,54,58,26,0,0,138,6,24,10,0,0,33,2210,1983,1590,6,23,5810,185,107,133,0,5,432,595,379,415,8,14,1412,7729,3875,2859,22,56,14541,2320,599,412,0,3,3334,3146,874,556,4,3,4577,1593,1224,1519,3,4,4344,217,274,103,0,0,595,34,126,87,0,0,245,775,433,324,0,0,1531,57,51,46,0,4,155,26,20,23,0,0,64,2698,2133,2098,4,12,6936,179,110
LGA58540,153,0,0,8,0,159,65,0,0,0,0,61,0,0,0,0,0,0,15,0,3,0,0,12,3,0,0,0,0,3,14,0,0,0,0,14,29,9,0,0,0,36,0,0,0,0,0,0,63,9,3,0,0,68,52,0,0,0,0,49,17,0,0,5,0,21,345,5,0,14,0,368,145,3,0,4,0,150,70,0,0,0,0,70,7,0,0,0,0,7,10,0,0,0,0,10,0,0,0,0,0,0,22,0,0,0,0,22,16,9,0,0,0,20,0,0,0,0,0,0,55,9,0,0,0,66,47,0,0,0,4,49,25,0,0,0,0,26,338,9,0,3,4,357,126,0,0,6,0,136,58,0,0,0,0,51,6,0,0,0,0,6,4,0,0,0,0,3,4,0,0,0,0,4,26,0,0,0,0,29,27,0,0,0,4,38,0,0,0,0,0,0,73,4,0,0,7,79,33,0
LGA58570,2533,409,249,13,0,3205,2574,660,707,10,0,3945,925,695,1276,5,5,2910,44,128,239,0,0,415,10,37,26,0,0,74,815,345,491,10,0,1658,56,26,41,0,0,124,5,9,9,0,0,25,1866,1231,2076,18,5,5205,122,65,33,0,0,230,463,268,451,49,0,1235,7562,2638,3520,96,14,13826,2377,536,273,3,11,3205,2587,879,856,12,12,4344,868,771,1652,26,14,3336,48,173,148,3,0,370,6,34,39,0,3,79,648,335,449,5,9,1445,36,23,32,0,0,89,8,9,3,0,0,11,1614,1338,2316,37,25,5334,110,56,64,0,3,233,494,265,596,52,7,1420,7184,3075,4105,108,56,14533,2667,653,356,10,0,3691,2883,994,1020,11,5,4911,1003,977,2364,15,3,4369,36,198,129,0,0,362,6,48,53,0,6,116,644,378,568,15,0,1602,39,45,49,0,0,131,11,12,7,0,0,22,1740,1661,3168,30,14,6609,120,89
LGA58610,295,3,0,3,0,307,228,0,0,0,0,229,18,8,0,0,0,24,18,10,0,0,0,26,0,10,0,0,0,12,50,3,0,5,0,52,25,0,0,0,0,22,0,3,0,0,0,3,108,32,0,5,0,142,27,0,0,0,0,28,27,0,0,4,0,35,688,37,0,15,0,741,298,0,0,11,0,315,214,0,0,0,0,216,23,0,0,0,0,23,10,6,0,0,0,21,0,16,0,0,0,16,52,4,0,0,0,53,15,0,0,0,0,16,5,0,0,0,0,8,106,30,0,0,0,138,24,0,0,0,0,21,77,4,0,3,0,91,722,42,0,13,6,786,307,4,0,3,4,317,186,0,0,0,0,187,34,5,0,0,0,40,17,8,0,0,0,24,3,17,0,0,0,23,48,0,0,0,0,52,12,0,0,0,0,17,0,0,0,0,0,0,120,32,0,0,0,151,24,0
LGA58680,78,0,0,0,0,83,40,0,0,3,0,41,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,21,0,0,0,0,21,13,0,0,0,0,13,167,0,0,9,0,170,69,0,0,5,6,78,45,0,0,0,7,51,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,19,0,0,0,0,19,21,0,0,0,0,21,18,0,0,0,5,24,169,0,0,5,16,189,91,0,0,0,0,91,53,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,8,0,0,0,0,12,0,0,0,0,0,0,19,0,0,0,0,23,17,0
LGA58760,9316,590,211,220,0,10336,25457,1167,229,10,0,26866,4890,491,121,0,0,5506,738,402,143,0,0,1282,55,35,23,0,0,118,2932,252,88,12,0,3280,285,17,11,52,0,363,54,7,5,0,0,65,8953,1209,393,63,0,10617,642,401,58,10,0,1113,2314,239,113,41,0,2711,46684,3606,1006,348,4,51645,10896,1033,9,109,8,12056,31592,2008,22,15,35,33674,6430,1268,62,7,12,7781,665,622,13,0,0,1302,57,62,4,0,0,127,3192,418,3,7,5,3635,328,54,0,26,0,411,59,10,4,0,0,71,10733,2436,94,41,23,13319,660,526,0,5,5,1196,3435,558,35,59,8,4102,57321,6560,163,231,75,64346,13873,1021,53,112,5,15065,37225,1238,77,8,17,38561,8288,940,125,0,0,9356,705,651,8,0,0,1357,133,150,0,0,0,285,3714,349,26,16,0,4107,445,65,3,38,7,555,59,15,0,0,0,77,13342,2177,170,55,9,15747,795,551
LGA58820,460,15,0,16,0,491,487,9,0,0,0,499,89,13,0,0,0,104,20,5,9,0,0,37,0,0,0,0,0,0,99,16,0,0,0,115,11,6,0,0,0,11,0,0,0,0,0,0,213,44,11,0,0,271,27,21,0,0,0,46,64,9,0,6,0,72,1257,86,11,23,0,1378,532,8,12,4,3,553,518,3,5,4,4,537,89,12,6,0,0,114,13,0,12,0,0,25,0,0,0,0,0,3,90,7,8,0,0,102,14,0,0,3,0,15,0,0,0,0,0,0,205,17,24,6,0,262,29,0,15,4,4,51,141,14,12,24,4,187,1429,45,64,39,18,1595,631,21,0,13,4,662,580,7,0,0,3,588,78,14,0,0,0,90,15,8,0,0,0,24,0,11,0,0,0,10,94,16,0,5,0,110,24,9,0,9,5,48,3,0,0,0,0,7,217,49,0,18,0,284,34,16
LGA58890,177,0,0,3,0,179,69,0,0,9,0,73,5,0,0,0,0,3,5,0,4,0,0,8,0,0,3,0,0,3,29,0,0,3,0,31,13,0,0,0,0,13,0,0,0,0,0,0,46,0,9,3,0,62,34,0,0,0,0,34,15,0,0,0,0,15,337,0,9,7,0,361,169,0,0,0,0,171,67,0,0,0,0,63,0,0,0,0,0,0,3,0,0,0,0,3,4,5,0,0,0,5,38,0,0,0,0,38,6,0,0,0,0,6,3,0,0,0,0,3,57,3,0,0,0,60,32,0,0,0,0,32,25,0,0,0,0,37,350,7,0,10,0,361,157,0,0,0,0,161,54,0,0,0,0,54,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,9,24,0,0,0,0,33,12,0,0,0,0,12,0,0,0,0,0,0,45,7,0,0,0,52,33,0
LGA59030,55,0,0,0,0,55,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,21,12,0,0,0,0,12,7,0,0,0,0,7,102,0,0,0,0,105,42,0,0,5,0,47,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16,8,0,0,0,0,8,10,0,0,5,0,17,92,0,0,5,0,102,52,0,0,0,0,53,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,23,0,0,0,0,23,17,0
LGA59100,147,0,0,8,0,150,57,0,0,0,0,57,0,0,0,0,0,0,0,0,9,0,0,8,0,0,3,0,0,3,21,0,0,0,0,20,11,0,0,0,0,11,0,0,0,0,0,0,30,0,9,0,0,46,16,0,0,0,0,19,23,0,0,0,0,23,273,0,9,6,0,286,133,0,0,4,0,136,61,0,0,0,0,61,6,0,0,0,0,6,8,4,5,0,0,12,0,0,0,0,0,0,19,0,0,0,0,19,10,0,0,0,0,11,0,0,0,0,0,0,35,4,5,0,0,45,23,0,0,0,0,23,27,0,0,0,0,29,282,4,5,7,0,295,123,0,0,0,0,120,47,0,0,0,0,47,0,0,0,0,0,0,5,5,0,0,0,9,0,0,0,0,0,0,19,0,0,0,0,19,13,0,0,0,0,13,0,0,0,0,0,0,40,5,0,0,0,42,15,0
LGA59170,156,0,0,6,0,159,95,0,0,0,0,102,3,0,0,0,0,3,9,8,3,0,0,18,0,0,0,0,0,3,28,0,0,0,0,29,13,0,0,0,0,13,0,0,0,0,0,0,59,12,3,0,0,71,41,0,0,0,0,43,5,0,0,0,0,5,353,12,3,7,0,378,149,0,0,0,4,152,90,0,0,0,0,90,8,0,0,0,0,8,6,9,0,0,0,12,0,0,0,0,0,0,27,0,0,0,0,27,11,0,0,0,0,9,0,0,0,0,0,0,55,11,0,0,0,66,35,0,0,0,0,35,30,0,0,0,0,31,359,11,0,0,7,377,163,0,0,0,3,164,82,0,0,0,0,80,7,0,0,0,0,11,0,4,0,0,0,6,4,0,0,0,0,3,40,0,0,0,0,38,16,0,0,0,0,22,3,0,0,0,0,4,71,9,0,0,4,81,40,0
LGA59250,15,0,0,11,22,45,3,0,0,0,0,5,0,0,0,0,0,0,24,3,0,0,0,31,6,0,0,0,0,6,5,0,0,0,0,6,5,0,0,4,0,9,0,0,0,0,0,0,40,5,0,3,0,49,26,0,6,0,5,41,11,0,0,0,8,24,98,5,10,15,38,173,12,0,0,21,3,35,5,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,31,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,41,0,0,0,0,46,35,0,0,6,0,44,21,0,0,15,0,40,118,0,0,41,9,160,13,0,0,5,5,25,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,8,0,0,0,0,14,5,0,0,0,3,8,11,0,0,3,0,18,0,0,0,0,0,0,42,4,0,8,4,56,28,3
LGA59310,208,0,4,14,0,220,145,0,5,0,0,150,16,0,0,0,0,17,11,0,15,0,0,30,0,0,6,0,0,12,47,0,5,3,0,56,21,4,3,0,0,25,0,0,0,0,0,0,99,4,33,5,0,137,30,0,0,8,0,42,24,0,3,0,0,28,507,4,38,25,0,578,223,0,0,8,0,236,132,0,0,4,0,136,19,0,0,0,0,19,29,0,0,0,0,29,7,9,0,0,0,11,49,0,0,0,0,55,23,0,0,0,0,27,0,0,0,0,0,0,124,10,0,0,0,141,44,0,0,0,0,42,23,0,0,3,0,24,540,10,0,22,4,577,218,5,0,10,3,238,107,0,0,3,0,109,5,0,0,0,0,11,17,7,0,0,0,30,7,5,0,0,0,17,61,6,0,0,0,67,35,3,0,0,0,33,0,0,0,0,0,0,127,23,0,4,0,152,32,0
LGA59320,72,0,0,0,0,75,41,0,0,0,0,40,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,17,21,0,0,0,0,21,5,0,0,0,0,5,152,0,0,6,0,155,66,0,0,3,0,69,43,0,0,0,0,43,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,14,23,0,0,0,0,23,12,0,0,0,0,12,161,0,0,0,0,164,83,0,0,0,0,83,35,0,0,0,0,35,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,26,19,0
LGA59330,102,0,0,0,0,108,47,0,0,0,0,47,6,0,0,0,0,6,9,3,0,0,0,12,0,3,3,0,0,7,24,0,0,0,0,25,7,0,0,0,0,7,0,0,0,0,0,0,40,10,7,0,0,50,19,0,0,0,0,19,25,0,0,0,0,30,225,6,11,7,0,246,103,0,0,0,0,103,40,0,0,0,0,40,0,0,0,0,0,0,13,0,0,0,0,13,8,0,0,0,0,8,23,0,0,0,0,23,6,0,0,0,0,14,0,0,0,0,0,0,48,0,0,0,0,51,8,0,0,0,0,8,45,0,0,0,0,45,246,0,0,0,0,249,111,0,0,0,0,111,38,0,0,0,0,36,0,0,0,0,0,4,3,6,0,0,0,5,9,0,0,0,0,6,21,0,0,0,0,21,10,0,0,0,0,10,0,0,0,0,0,0,41,6,0,0,0,50,16,0
LGA59340,205,7,0,836,54,1101,299,21,10,80,7,416,114,31,20,7,0,172,334,48,24,0,0,408,92,3,0,8,0,105,85,7,0,44,4,145,209,32,35,124,6,404,7,0,0,3,0,12,845,117,82,185,7,1248,156,5,10,133,12,321,138,33,10,253,5,438,1652,178,109,1490,86,3516,193,4,4,668,21,892,309,15,7,72,6,403,138,53,14,9,4,223,273,62,16,4,4,350,113,4,4,0,0,126,153,14,9,40,3,215,186,42,16,115,6,370,7,3,0,7,0,14,867,183,66,173,17,1302,102,9,10,65,0,187,225,56,24,292,16,612,1696,260,106,1273,67,3397,222,10,9,518,29,781,255,25,7,39,15,335,115,49,42,4,5,206,263,65,33,0,0,361,197,19,11,4,0,228,163,27,7,42,15,256,185,37,20,255,31,526,13,0,0,0,0,15,921,191,102,317,51,1586,98,18
