LGA_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
LGA50840,689,13,0,4,0,704,588,3,0,7,0,601,126,3,4,4,0,139,32,11,0,0,0,44,0,4,0,0,0,9,114,0,0,5,0,121,23,0,0,0,0,23,0,0,0,0,0,0,305,25,6,6,0,340,43,12,0,0,6,56,42,5,0,9,0,55,1666,50,9,28,6,1759,791,9,0,3,0,804,625,0,0,0,0,628,116,3,7,0,0,132,25,11,0,0,0,36,4,4,0,0,0,9,114,0,3,0,0,117,26,0,0,0,0,25,3,0,0,0,0,0,287,24,13,0,0,323,51,13,0,0,0,64,155,4,0,26,0,187,1910,52,16,33,9,2009,908,4,0,10,3,932,697,0,0,4,0,707,137,3,3,0,0,147,31,10,0,0,0,41,8,6,0,0,0,13,111,0,5,0,0,114,32,0,0,10,0,42,0,0,0,0,0,5,323,19,7,10,0,359,51,26
LGA50910,153,3,0,5,0,158,67,0,0,0,0,69,6,0,0,0,0,6,16,5,0,0,0,20,0,11,0,0,0,11,25,0,0,0,0,25,3,0,0,0,0,5,0,0,0,0,0,0,45,14,0,0,0,65,34,0,0,0,0,31,20,3,0,7,0,32,319,26,0,11,0,354,174,0,6,9,0,187,66,0,0,0,0,72,8,0,0,0,0,8,14,3,7,0,0,21,3,0,5,0,0,5,30,0,0,0,0,34,8,0,0,0,0,8,0,0,0,0,0,0,59,6,5,0,0,78,24,0,0,0,0,31,39,0,0,7,0,45,368,4,16,16,6,403,166,0,0,0,0,174,63,0,0,0,0,63,3,0,0,0,0,3,10,3,0,0,0,17,0,4,0,0,0,5,28,0,0,0,0,27,15,0,0,0,0,15,0,0,0,0,0,0,57,8,0,0,0,68,27,0
LGA50980,480,33,19,1617,39,2191,872,55,37,86,6,1057,375,105,103,32,6,619,609,172,77,5,6,866,107,5,6,3,0,117,204,35,41,52,3,331,304,38,52,196,11,596,8,0,0,0,0,8,1599,348,282,283,26,2541,164,13,25,90,22,307,380,69,71,256,10,797,3504,515,433,2345,102,6891,558,21,18,1584,18,2199,1144,38,37,82,11,1317,530,135,160,25,6,856,796,71,44,0,23,938,41,0,0,7,3,48,217,23,30,33,11,309,311,62,18,182,6,576,19,0,0,4,4,27,1909,296,253,254,49,2760,185,10,16,64,23,297,604,99,80,454,19,1248,4399,475,402,2438,124,7821,644,52,7,1656,98,2466,1257,71,14,83,6,1433,533,217,62,15,8,838,708,226,6,4,6,953,165,30,0,0,3,206,313,49,20,54,20,452,307,51,6,387,65,821,12,3,0,11,0,28,2040,577,98,476,106,3302,153,21
LGA51080,194,0,0,0,0,197,86,0,0,0,0,85,0,0,0,0,0,0,19,4,0,0,0,19,0,6,0,0,0,6,28,0,0,0,0,28,8,0,0,0,0,15,0,0,0,0,0,0,59,11,0,0,0,61,37,0,0,0,0,37,15,0,0,0,0,17,387,11,0,9,0,400,166,0,0,3,5,177,81,0,0,0,0,79,3,0,0,0,0,3,16,0,0,0,0,18,4,0,0,0,0,4,26,0,0,0,0,26,8,0,0,0,0,8,0,0,0,0,0,0,65,0,0,0,0,63,36,0,0,0,0,36,50,0,0,0,0,54,395,0,0,3,8,403,195,0,0,3,0,196,76,0,0,0,0,76,6,0,0,0,0,6,14,0,0,0,0,13,0,4,0,0,0,10,20,0,0,0,0,20,14,0,0,0,0,18,0,0,0,0,0,0,56,3,0,0,4,61,37,0
LGA51120,215,0,0,0,0,218,59,0,0,0,0,62,0,0,0,0,0,0,12,0,3,0,0,15,0,0,12,0,0,12,27,0,0,0,0,30,18,0,3,0,0,23,0,0,0,0,0,0,58,0,17,0,4,78,20,0,0,0,0,20,19,0,0,0,0,19,369,0,16,3,3,396,182,0,0,4,0,183,62,0,0,0,0,61,0,0,0,0,0,0,7,8,0,0,0,18,0,9,3,0,0,8,38,0,0,0,0,44,18,4,0,0,0,19,0,0,0,0,0,0,64,20,3,0,3,88,22,4,0,0,3,31,32,4,0,0,0,40,361,23,4,4,5,396,151,0,0,3,8,168,58,0,0,0,0,61,6,0,0,3,0,9,5,0,0,0,0,6,0,12,0,4,0,11,16,0,0,0,0,20,19,0,0,4,0,18,0,0,0,0,0,0,45,15,0,12,0,70,30,0
LGA51190,2923,359,98,109,0,3498,3601,206,88,11,4,3905,1307,468,310,0,0,2084,352,261,75,0,0,692,17,72,20,0,0,118,915,197,165,6,0,1288,81,24,33,39,0,174,9,3,8,3,0,27,2690,1035,618,44,0,4376,128,121,25,7,0,286,629,180,88,17,0,902,9967,1900,907,194,7,12970,3024,372,147,109,7,3666,3563,329,49,7,11,3953,1289,603,224,3,4,2127,228,387,13,0,0,627,21,48,54,0,0,118,805,244,67,4,4,1116,77,44,11,24,0,157,13,18,7,0,0,36,2431,1339,369,33,5,4183,115,36,114,4,3,269,710,251,115,55,4,1134,9850,2320,790,203,35,13204,3475,502,67,82,6,4137,3823,343,51,0,7,4234,1464,674,254,3,4,2400,229,394,11,0,0,633,39,124,33,0,0,199,903,270,50,0,4,1223,89,60,9,24,4,181,14,18,0,0,0,30,2740,1537,354,30,11,4667,116,139
LGA51260,3163,223,72,150,9,3613,3464,87,28,17,0,3596,1418,175,66,0,0,1663,240,182,82,0,0,509,16,19,5,0,0,36,845,62,29,6,0,941,102,8,11,39,0,155,13,0,4,0,0,23,2637,449,191,46,0,3324,254,29,22,25,3,334,480,41,29,46,0,590,9998,826,335,290,17,11458,3798,300,4,341,16,4462,4430,125,5,21,19,4599,1462,217,4,0,0,1681,280,221,0,0,0,503,3,21,12,0,0,38,859,84,5,4,3,961,106,10,0,65,0,185,14,8,0,0,0,23,2721,561,27,79,14,3395,235,86,8,17,8,352,782,150,13,83,12,1033,11969,1217,47,540,65,13838,5061,354,29,166,7,5619,5177,225,11,15,4,5436,1481,238,3,7,4,1729,264,225,0,0,0,489,28,60,0,0,0,90,978,93,11,11,9,1107,155,24,3,99,9,291,14,3,0,0,0,21,2917,643,22,122,18,3726,258,162
LGA51310,3157,296,109,0,3,3561,2688,201,130,0,0,3019,619,141,408,0,4,1171,5,16,0,0,0,27,6,4,5,0,0,16,449,76,150,0,0,673,17,4,19,0,0,39,3,0,6,0,0,4,1096,242,583,0,4,1930,101,148,40,0,0,294,263,71,87,0,0,424,7309,959,954,3,11,9228,3096,333,172,0,6,3602,2852,318,161,5,8,3336,607,251,442,0,0,1305,0,12,5,0,0,28,0,3,6,0,0,16,340,76,135,3,0,562,12,5,26,0,0,42,0,0,3,0,0,7,971,355,618,3,0,1948,95,19,99,0,0,213,384,87,165,10,0,640,7388,1112,1215,17,17,9741,3505,368,253,0,5,4127,3039,332,328,0,6,3697,695,248,638,0,3,1583,3,20,5,0,0,31,0,5,5,0,0,16,275,94,197,0,0,565,20,0,16,0,0,39,0,3,0,0,0,0,998,372,856,0,4,2234,80,126
LGA51330,8631,738,282,10,0,9660,9411,923,446,0,8,10786,2487,944,584,0,0,4014,343,333,395,0,0,1068,41,25,18,0,0,77,2026,490,258,4,3,2772,153,42,31,5,0,237,24,11,5,0,0,40,5073,1837,1282,12,9,8218,370,124,133,3,0,628,1017,390,242,3,0,1654,24498,4012,2390,32,12,30944,8717,890,133,6,8,9752,9537,1244,210,7,11,11006,2971,1417,269,4,24,4685,349,411,147,0,3,912,42,50,0,0,0,96,1801,722,115,0,10,2646,184,83,6,0,0,279,28,12,8,0,0,41,5375,2699,539,7,41,8664,349,232,11,0,0,597,1218,494,115,8,12,1846,25191,5559,1011,27,72,31860,9343,869,186,13,11,10421,10147,1200,299,7,4,11660,4096,1774,515,14,18,6414,345,429,53,0,0,829,86,82,13,0,0,187,1799,659,130,3,11,2597,274,103,37,11,4,426,26,22,8,0,0,57,6627,3072,759,22,30,10513,365,237
LGA51400,1250,0,4,3,3,1264,2268,0,3,6,4,2279,527,0,0,0,0,525,110,9,19,0,0,134,5,0,0,0,0,5,273,0,0,0,3,275,22,0,0,0,0,22,9,0,0,0,0,9,939,13,19,0,3,969,82,0,0,4,0,84,220,0,4,3,0,233,4759,13,31,18,11,4829,1446,8,5,5,0,1467,2716,12,3,7,5,2739,604,30,3,0,0,640,60,72,55,0,0,183,3,7,43,0,0,53,293,4,0,0,0,299,18,0,0,0,0,21,9,0,0,0,0,7,984,113,102,0,4,1199,66,5,0,0,0,73,347,12,12,7,4,384,5559,146,118,17,11,5858,1742,18,0,5,0,1774,3012,16,0,0,4,3027,646,16,0,0,0,668,81,79,24,0,0,187,7,38,37,0,0,80,345,7,0,3,0,356,39,0,0,0,0,43,9,4,0,0,0,9,1126,142,63,5,0,1336,63,3
LGA51470,87,0,0,4,0,92,65,0,0,0,0,65,0,0,0,0,0,0,6,3,0,0,0,11,0,0,0,0,0,0,13,0,0,0,0,13,15,0,0,0,0,15,0,0,0,0,0,0,36,3,0,0,0,42,20,0,0,0,0,20,21,0,0,0,0,21,226,4,0,6,0,242,89,0,0,18,0,101,59,0,0,0,0,60,3,0,0,0,0,3,4,0,5,0,0,9,0,0,0,0,0,0,12,0,0,0,0,12,15,0,0,0,0,17,0,0,0,0,0,0,42,0,5,0,0,45,18,0,0,0,0,22,27,0,0,0,0,27,231,0,4,15,5,252,104,3,0,0,3,107,38,0,0,0,0,38,5,0,0,0,0,7,5,3,0,0,0,6,0,0,5,0,0,3,21,0,0,0,0,24,24,7,0,0,0,27,0,0,0,0,0,0,55,10,5,0,0,70,22,7
LGA51540,416,16,4,973,30,1445,414,17,0,31,7,469,92,19,10,0,0,130,207,43,28,0,0,277,8,4,5,0,0,23,112,10,0,22,0,156,109,10,6,115,4,242,6,0,0,0,0,8,532,97,51,144,11,835,90,4,0,42,9,139,181,41,9,221,4,461,1636,168,68,1416,58,3349,430,16,4,829,14,1289,383,6,8,42,11,445,109,18,14,0,0,145,201,52,3,0,4,261,14,13,0,0,0,26,128,10,5,15,3,165,81,19,10,84,0,192,3,0,0,0,0,4,531,123,33,100,6,792,59,14,0,47,0,122,281,38,7,270,7,601,1688,194,52,1290,31,3255,431,32,3,784,49,1309,360,6,0,44,6,418,80,35,8,3,0,123,125,61,6,0,4,201,36,15,25,0,0,72,138,46,0,30,3,223,128,35,9,217,20,414,3,0,4,3,0,11,516,187,52,262,32,1046,60,8
LGA51610,168,6,0,39,0,210,142,3,0,4,0,146,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,24,5,3,0,3,0,12,0,0,0,0,0,0,39,3,0,3,0,45,30,0,0,5,0,34,27,0,0,4,0,33,405,9,0,54,6,479,179,0,0,31,0,213,191,0,0,3,0,194,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,33,0,0,0,0,33,19,0,0,0,0,26,63,0,0,6,6,86,489,0,0,42,7,546,188,0,0,29,3,212,207,0,0,6,0,214,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,29,8,0,0,10,0,17,0,0,0,0,0,0,58,0,0,12,0,66,32,0
LGA51680,528,3,0,14,4,538,734,0,0,17,0,754,42,0,0,0,0,46,0,8,0,0,0,8,0,3,0,0,0,3,68,0,0,0,0,69,14,0,0,0,0,13,0,0,0,0,0,0,123,14,0,0,0,142,48,0,0,4,0,53,74,0,0,3,0,74,1507,21,0,39,5,1563,548,0,0,0,8,552,953,0,0,14,8,977,51,0,0,0,0,51,0,0,7,0,0,7,0,0,0,0,0,6,69,0,0,0,0,73,11,0,0,0,0,10,0,0,0,0,0,0,130,0,10,0,0,147,59,0,0,0,0,68,158,0,4,0,0,163,1852,4,17,22,17,1908,621,3,0,5,0,625,1091,0,0,0,0,1092,59,0,0,0,0,55,0,0,3,0,0,3,0,0,5,0,0,5,83,0,0,4,4,87,8,0,3,0,0,14,0,0,0,0,0,0,150,0,9,4,3,167,50,0
LGA51710,66,16,64,0,0,150,34,12,9,0,0,60,5,0,0,0,0,8,13,7,78,0,0,100,0,0,0,0,0,0,13,14,19,0,0,48,31,10,10,0,0,46,0,0,0,0,0,0,65,25,111,0,0,205,22,7,8,0,0,37,14,7,63,0,0,89,204,70,248,5,3,535,67,20,26,0,3,121,44,9,8,0,0,63,0,0,3,0,5,4,14,27,27,0,0,63,0,0,0,0,0,0,22,16,9,0,0,49,23,12,13,0,0,49,0,0,0,0,0,0,58,50,53,0,6,168,12,10,15,0,0,45,15,7,32,4,0,57,202,98,136,4,12,450,62,22,24,0,0,113,40,12,6,0,0,63,0,0,0,0,0,0,7,31,49,0,0,86,0,0,3,0,0,5,26,19,12,0,0,65,29,9,17,0,0,54,0,0,0,0,0,0,66,56,89,0,0,213,32,5
LGA51750,1089,158,227,0,0,1478,734,66,98,0,0,908,238,81,280,0,5,600,22,9,6,0,0,28,0,0,16,0,0,12,129,49,119,0,0,301,8,0,12,0,0,22,3,0,0,0,0,5,400,135,432,0,5,971,82,11,85,0,0,177,123,44,113,0,0,271,2427,416,959,0,3,3804,989,376,209,0,5,1573,681,199,111,4,6,1006,170,154,354,0,0,681,14,8,3,0,0,26,0,3,9,0,0,12,97,68,109,0,0,278,4,3,4,0,0,12,0,0,0,0,0,0,286,242,479,0,0,1011,41,23,92,0,9,164,97,81,200,0,11,387,2099,922,1090,8,21,4144,1073,427,332,0,3,1832,690,257,177,0,0,1130,171,181,578,0,0,936,9,11,0,0,0,17,0,4,3,0,0,8,88,80,137,0,0,309,12,3,8,0,0,24,0,0,0,0,0,3,280,289,728,0,0,1297,20,24
LGA51820,7928,510,180,72,4,8699,13773,785,347,12,0,14916,2490,510,411,0,0,3407,543,420,168,0,0,1132,23,54,46,0,0,117,1674,281,184,0,3,2138,192,39,21,12,0,260,37,6,7,0,0,52,4956,1308,833,14,3,7117,303,88,14,13,0,419,1226,209,153,45,0,1630,28185,2899,1531,156,9,32784,8279,934,167,119,7,9506,15100,1404,450,7,27,16983,3228,1041,706,3,16,4996,507,460,157,0,5,1135,25,70,22,0,0,112,1626,411,143,0,6,2182,157,52,11,18,0,242,19,13,8,0,0,45,5568,2044,1042,21,31,8706,312,121,12,7,6,461,1772,532,300,71,94,2766,31032,5030,1976,222,159,38420,9852,1069,374,172,12,11482,18201,1472,623,4,9,20306,4348,1227,1318,3,5,6896,525,505,170,0,8,1206,47,87,63,0,0,196,1785,429,237,0,6,2454,215,66,23,44,5,357,28,20,8,0,0,49,6934,2335,1807,51,23,11156,269,167
LGA51860,19,0,0,8,0,21,6,0,0,0,0,6,0,0,0,0,0,0,38,0,0,0,0,38,0,0,0,0,0,0,8,0,0,0,0,8,15,0,0,0,0,15,6,0,0,0,0,6,71,0,0,0,0,71,32,0,0,0,0,32,6,0,0,3,0,8,133,0,0,9,0,140,12,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,30,5,0,0,0,0,5,11,0,0,0,0,11,14,0,0,0,0,14,4,0,0,0,0,4,62,0,0,0,0,62,40,0,0,0,0,41,12,0,0,5,3,19,138,0,0,5,4,142,12,0,4,0,0,13,0,0,0,0,0,0,4,0,0,0,0,6,47,0,0,0,0,47,9,0,0,0,0,9,4,0,0,0,3,8,22,0,0,0,0,17,0,0,0,0,0,0,80,0,0,0,5,89,21,0
LGA51890,1137,22,25,40,0,1229,1270,8,6,6,0,1293,233,13,14,0,0,260,127,30,12,0,0,165,0,0,6,0,0,7,173,9,9,3,0,186,35,0,3,5,0,47,0,0,0,0,0,3,566,49,44,7,0,665,52,0,3,7,0,58,150,4,12,0,0,168,3173,83,89,66,0,3408,1192,21,4,11,3,1232,1197,4,0,0,4,1211,232,27,0,0,0,265,117,25,7,0,0,155,3,5,0,0,0,9,208,8,0,0,0,222,18,0,0,3,0,24,3,0,0,0,0,8,589,69,9,7,0,675,46,8,0,0,0,61,277,17,3,3,0,305,3307,121,17,26,15,3479,1336,25,24,14,6,1401,1214,12,10,0,0,1237,211,14,37,3,0,265,70,37,25,0,0,131,8,0,0,0,0,12,209,18,4,0,0,230,33,0,3,3,3,48,4,0,4,0,0,3,529,70,75,9,4,688,47,0
LGA51960,214,3,3,33,3,253,455,8,5,4,0,474,184,29,29,0,0,243,27,5,6,0,0,35,37,0,0,0,0,34,84,0,4,0,0,91,39,4,7,4,0,53,8,0,0,0,0,6,374,42,44,5,0,462,25,6,0,10,0,41,150,11,16,17,3,188,1217,62,69,65,6,1418,228,9,0,9,5,252,443,14,0,0,0,455,209,43,12,0,0,265,22,6,6,0,0,31,24,0,4,0,0,26,82,0,0,0,0,85,29,3,0,0,0,32,3,0,0,0,0,3,365,57,19,5,0,442,20,0,0,4,0,28,135,17,15,24,0,188,1191,95,33,48,7,1371,298,5,0,17,10,337,354,10,0,0,0,366,179,62,11,0,0,256,17,0,0,0,0,14,25,0,5,0,0,31,72,3,0,0,0,85,26,0,0,0,3,32,9,0,0,0,0,9,319,68,19,3,5,421,19,0
LGA52030,216,0,0,17,0,232,70,0,0,0,0,81,23,0,0,0,0,27,7,0,5,0,0,7,0,0,0,0,0,0,26,0,4,0,0,30,7,0,0,9,0,13,0,0,0,0,0,0,67,0,7,6,0,81,45,0,0,5,0,42,26,0,0,4,0,31,426,0,13,28,0,467,217,5,0,23,0,243,66,0,0,4,0,63,20,0,0,0,0,20,9,0,0,0,0,9,0,0,0,0,0,0,40,0,0,0,0,42,12,0,0,4,0,20,0,0,0,0,0,0,85,0,3,4,0,95,31,0,0,0,0,40,34,0,0,0,0,41,443,8,0,33,0,483,222,9,0,11,10,243,89,0,0,0,0,92,12,0,0,0,0,12,4,6,0,0,0,7,4,0,0,0,0,4,29,4,0,0,0,35,16,0,0,6,0,19,0,0,0,0,0,0,71,5,0,7,0,86,30,0
LGA52100,206,0,0,0,0,213,98,0,0,0,0,98,0,0,0,0,0,0,9,12,0,0,0,23,0,0,13,0,0,18,48,0,0,0,0,53,8,0,0,3,0,12,0,0,0,0,0,0,74,12,14,4,0,100,31,0,0,0,0,31,17,0,0,0,0,17,420,12,15,12,0,452,196,3,0,4,6,205,86,0,0,0,0,89,4,0,0,0,0,4,10,4,0,0,0,13,7,5,0,0,0,9,41,0,0,0,0,45,21,0,0,0,6,18,0,0,0,0,0,0,81,10,0,0,4,94,24,0,0,0,0,24,34,0,0,0,0,34,424,12,0,5,10,452,194,0,0,0,0,199,84,0,0,0,0,80,5,0,0,0,0,3,7,6,0,0,0,14,0,8,0,0,0,9,36,0,0,0,0,39,23,0,0,3,0,18,0,0,0,0,0,0,68,14,0,0,0,88,27,0
LGA52170,904,131,100,0,0,1132,592,58,52,0,0,707,206,57,227,0,0,497,6,0,27,0,0,33,0,0,0,0,0,0,129,60,118,0,0,308,3,0,7,0,0,10,0,0,0,0,0,0,344,114,387,0,0,846,42,14,13,0,0,66,166,30,112,0,0,306,2052,343,659,0,0,3051,900,160,99,0,3,1168,600,91,65,0,0,758,182,96,216,0,0,494,3,0,29,0,0,36,0,0,0,0,0,0,118,52,96,0,0,259,9,0,4,0,0,10,0,0,0,0,0,3,306,150,343,0,0,802,35,9,5,0,0,55,114,42,60,0,0,224,1962,449,576,0,9,2995,1073,151,124,0,0,1350,630,79,67,0,0,776,211,85,258,0,0,546,5,0,42,0,0,42,0,0,0,0,0,5,109,37,100,0,0,245,3,0,5,0,0,6,0,0,0,0,0,3,327,123,399,0,0,851,25,18
LGA52240,181,0,0,4,0,178,97,0,0,0,0,97,15,0,0,0,0,15,9,0,0,0,0,9,0,4,0,0,0,3,29,0,0,0,0,29,16,3,0,0,0,18,0,0,0,0,0,0,69,4,0,0,0,70,51,0,0,0,0,53,28,0,0,0,0,29,417,3,0,4,0,422,179,0,0,5,0,185,68,0,0,0,0,72,9,0,0,0,0,9,7,0,0,0,0,6,0,0,0,0,0,5,41,0,0,0,0,35,8,3,0,0,0,14,0,0,0,0,0,0,68,0,0,0,0,73,34,3,0,0,0,39,43,0,0,3,0,42,393,6,4,7,3,412,183,0,0,0,4,187,68,0,0,0,0,68,14,0,0,0,0,14,5,0,0,0,0,5,5,0,3,0,0,8,39,0,0,0,0,37,30,0,0,0,0,33,0,0,0,0,0,0,87,0,3,3,0,95,54,0
LGA52310,151,0,0,3,0,155,125,0,0,0,0,122,9,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11,6,0,0,0,0,3,0,0,0,0,0,0,30,0,0,4,0,34,21,0,0,0,0,22,8,0,0,0,0,11,335,0,0,7,0,344,155,0,0,0,0,160,100,0,0,0,0,100,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,18,5,0,0,0,0,5,0,0,0,0,0,0,30,0,0,0,0,29,17,0,0,0,0,16,39,0,0,0,0,39,334,0,0,5,0,347,190,0,0,5,0,196,98,0,0,0,0,102,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31,11,0,0,0,0,11,0,0,0,0,0,0,45,0,0,0,0,49,15,0
