LGA_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
LGA54170,10,0,0,6,17,78,548,910,522,878,392,34,3395,3,0,14,40,61,202,212,91,31,48,25,16,738,6,0,0,16,24,247,791,502,259,385,73,31,2337,4,0,0,5,14,38,117,97,34,88,21,20,446,7,0,3,33,89,361,516,95,416,79,31,57,1695,0,3,38,180,151,305,202,46,44,30,6,28,1031,6,0,0,24,17,53,48,13,28,11,0,5,203,0,0,4,5,3,20,41,38,17,31,13,8,190,110,16,235,1204,660,1043,406,84,42,48,22,133,4000,3,0,9,32,11,23,12,4,10,5,0,1152,1249,150,25,309,1539,1050,2371,2887,1877,1412,1594,582,1491,15279,11,3,8,7,13,48,337,583,544,1148,937,437,4078,0,0,0,10,19,96,206,120,85,97,52,62,747,7,3,11,10,21,259,1547,1526,1239,1910,588,609,7737,0,0,3,0,0,39,203,158,176,243,109,95,1034,13,13,13,17,53
LGA54200,4,0,3,4,7,38,245,408,204,270,101,18,1301,0,0,0,15,19,72,57,25,9,15,10,0,225,3,0,6,15,9,92,279,167,93,131,18,11,815,0,0,3,5,4,16,53,26,21,15,13,7,165,5,0,3,18,48,149,208,32,123,43,11,20,652,4,0,18,64,49,120,45,15,17,7,3,13,353,0,0,3,3,5,17,18,7,11,0,3,3,73,0,0,0,0,0,8,15,12,3,14,5,6,66,45,9,112,619,321,459,162,26,22,16,11,52,1858,0,0,0,19,9,7,7,0,0,0,0,474,511,64,13,151,744,470,986,1085,721,504,506,174,606,6021,3,0,5,0,4,28,143,242,195,338,223,131,1306,0,0,0,6,5,31,63,38,16,25,6,25,214,9,3,3,9,16,116,531,423,316,384,140,169,2112,0,0,0,0,0,20,58,63,48,61,23,33,310,3,9,0,5,25
LGA54280,6,0,0,0,5,36,144,234,169,380,162,21,1155,0,0,3,3,0,11,18,9,3,8,0,0,54,0,0,0,8,3,36,100,63,53,92,7,14,380,4,0,0,0,0,7,26,17,8,21,3,3,83,0,0,5,4,22,67,106,16,76,20,8,16,332,0,0,7,24,18,13,11,9,3,0,0,0,74,0,0,6,5,7,9,14,0,3,0,0,0,38,0,0,0,0,0,0,7,0,3,10,0,7,36,8,0,21,99,31,44,9,4,3,0,0,14,236,0,0,0,0,0,0,0,0,0,0,0,267,272,19,3,36,145,78,222,429,356,319,514,189,345,2659,3,0,0,0,0,9,71,119,114,257,162,80,823,0,0,0,0,0,6,8,9,7,10,0,8,44,0,0,4,0,0,24,190,146,181,263,55,65,934,0,0,0,0,0,4,22,44,29,48,14,18,174,3,0,3,4,12
LGA54310,0,0,0,0,4,4,48,76,94,301,281,8,826,0,0,0,0,0,3,6,0,0,4,0,0,11,0,0,0,0,0,11,33,31,29,78,23,0,211,0,0,0,0,0,0,8,5,3,14,22,3,51,0,0,0,0,3,11,27,11,81,16,13,4,153,0,0,0,9,0,3,3,3,0,5,0,0,18,0,0,0,0,5,0,6,0,7,0,0,3,22,0,0,0,0,0,0,3,0,0,5,7,0,28,3,0,10,18,8,10,9,0,0,3,0,5,58,0,0,0,6,3,0,0,0,0,0,0,137,155,12,0,16,37,16,38,134,131,213,427,346,165,1536,0,0,0,0,4,3,15,26,52,168,239,51,554,0,0,0,0,0,0,3,0,8,8,0,0,23,0,3,0,0,0,8,52,63,132,241,85,39,629,0,0,0,0,0,0,3,10,28,40,41,3,132,0,0,4,0,0
LGA54340,0,0,0,0,0,13,20,31,9,13,0,7,96,0,0,0,3,0,6,7,0,0,0,0,0,17,0,0,0,5,3,23,19,6,6,0,0,0,62,0,0,0,0,0,0,5,0,3,0,0,0,16,0,0,0,0,8,11,13,0,4,6,0,4,38,0,0,0,6,0,3,0,0,0,0,0,0,20,0,0,0,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,3,10,0,0,0,0,0,18,0,0,11,58,13,25,11,0,0,0,0,6,127,0,0,0,0,0,0,0,0,0,0,0,27,35,6,0,11,79,34,86,83,36,25,19,4,46,437,4,0,0,6,0,5,15,15,8,14,4,8,74,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,15,29,13,5,16,3,7,95,0,0,0,0,0,7,5,3,5,5,0,8,29,4,0,0,0,3
LGA54410,0,0,0,0,0,4,3,7,3,0,3,0,26,0,0,0,0,4,4,3,0,0,0,0,0,11,0,0,0,0,5,10,7,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,3,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,6,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,8,33,8,29,21,14,5,4,7,17,147,0,0,3,0,0,0,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,11,0,3,0,0,11,45,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7
LGA54480,0,0,0,0,0,3,7,9,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,8,0,4,0,5,9,21,13,6,0,3,7,76,0,0,0,0,0,0,4,3,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA54550,3,0,6,4,0,7,23,16,5,8,3,0,69,0,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,9,16,0,0,0,0,0,44,0,0,0,0,0,4,0,5,0,0,0,0,9,0,0,0,4,3,7,11,0,0,0,0,0,21,0,0,0,0,0,0,7,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,32,4,16,4,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,17,17,3,3,10,51,16,44,64,25,9,10,3,22,258,0,0,0,4,0,5,13,3,5,0,0,16,48,0,0,0,0,0,3,6,0,0,0,0,0,12,0,0,0,5,0,13,14,3,6,11,5,8,63,0,0,0,0,0,5,0,0,3,0,0,0,14,0,0,4,5,4
LGA54620,0,0,0,3,4,3,11,5,4,6,0,0,41,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,5,0,4,8,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,3,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,6,15,11,25,23,9,7,8,0,15,121,0,0,0,4,4,3,11,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
LGA54690,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,14,7,12,6,3,0,4,0,5,54,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA54760,7,0,0,0,0,5,8,9,5,0,0,0,35,0,0,0,0,0,0,4,0,0,0,0,0,7,3,0,0,0,0,7,9,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,14,14,6,0,4,14,9,22,26,10,5,3,0,16,104,0,0,4,0,0,5,7,0,0,0,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,9,10,0,0,3,0,9,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA54830,3,0,0,0,0,23,182,214,86,104,25,12,655,0,0,5,0,9,27,22,7,0,0,0,0,72,0,0,0,5,6,60,141,84,29,37,3,0,369,0,0,0,0,9,5,33,19,13,14,0,8,89,4,0,0,10,31,101,111,11,31,12,0,9,330,0,3,10,24,16,28,19,4,5,3,0,0,112,0,0,0,0,4,13,3,0,0,0,0,3,31,0,0,0,0,0,4,12,8,3,0,4,0,32,18,0,38,336,112,116,22,0,0,0,0,35,690,5,0,0,7,4,4,0,0,0,0,0,234,261,29,7,46,384,191,383,557,349,169,174,35,303,2635,4,0,0,0,0,17,94,153,74,88,47,60,539,0,0,0,4,3,20,30,16,3,9,0,7,94,3,0,0,3,3,94,294,155,95,113,21,63,839,0,0,0,0,0,13,55,39,29,25,4,13,173,0,5,3,3,34
LGA54900,6,0,7,5,3,6,26,19,10,3,3,4,84,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,3,0,5,6,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,5,0,0,0,8,3,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,23,25,9,0,9,11,9,25,40,28,11,0,3,30,191,3,0,0,0,0,3,4,8,4,4,3,3,32,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,17,19,5,0,4,0,10,58,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,4
LGA54970,0,0,0,0,0,0,9,5,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,9,4,0,5,8,4,8,8,8,0,4,0,9,57,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,5,3,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,0,0,0,0,4,17,4,11,3,0,40,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,5,9,5,13,16,14,24,3,17,104,0,0,0,0,0,0,0,7,6,11,0,7,34,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,11,10,0,7,31,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0
LGA55110,7,0,0,4,12,55,245,279,145,263,108,11,1128,0,0,8,20,22,83,63,30,9,18,7,4,266,0,0,0,15,15,163,292,161,106,126,30,19,914,0,0,0,7,6,23,50,35,24,29,6,4,192,3,0,3,28,59,185,258,44,184,28,0,26,819,7,4,35,127,87,154,67,10,11,5,8,20,542,0,0,0,12,5,22,30,6,27,4,4,0,111,3,0,0,0,0,5,12,18,3,14,8,6,77,84,8,195,1579,760,949,288,36,39,18,32,124,4123,4,0,6,28,11,15,3,3,0,0,0,799,873,113,16,258,1823,976,1661,1320,613,546,501,205,1021,9042,5,0,0,6,6,21,152,195,145,257,122,97,1002,0,0,0,8,11,45,74,22,17,22,7,23,233,0,4,3,8,10,110,471,364,268,308,65,131,1739,6,0,0,0,0,15,63,56,39,48,20,24,274,0,6,6,13,36
LGA55180,5,0,9,8,5,22,78,50,16,20,4,4,216,0,0,3,9,14,25,22,6,0,4,0,0,84,0,0,3,7,12,45,72,18,3,8,3,4,169,0,0,0,5,0,6,9,6,0,0,0,0,28,0,0,0,7,13,28,21,0,6,0,0,4,92,0,0,8,19,16,28,6,0,0,0,0,0,81,0,0,0,6,0,3,5,0,3,0,0,0,17,0,0,0,0,0,5,7,4,0,6,0,4,22,5,0,23,159,39,55,17,0,3,0,0,13,321,0,0,0,3,6,0,0,0,0,0,0,98,106,13,0,43,214,107,218,226,85,39,36,11,133,1137,0,0,0,0,3,6,43,34,22,13,10,15,156,0,0,0,3,4,10,11,0,6,0,0,6,40,0,0,4,8,9,63,122,47,23,28,10,18,332,0,0,0,0,0,8,19,6,3,9,0,5,53,0,0,0,3,8
LGA55250,0,0,0,0,0,0,6,8,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,10,4,0,0,9,4,12,15,15,3,5,6,13,82,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
LGA55320,0,0,5,5,0,35,245,439,276,568,397,25,2002,3,0,12,22,33,107,116,61,32,49,30,4,463,3,0,0,8,13,119,306,228,180,323,89,11,1279,0,0,0,4,8,17,39,43,30,59,30,7,242,7,0,0,14,44,163,272,74,276,65,36,32,984,10,0,22,92,92,190,159,27,56,31,15,17,717,0,0,5,10,13,20,22,0,20,8,0,12,100,0,0,5,0,5,4,9,17,8,16,8,4,82,92,7,164,841,497,875,394,111,55,47,67,114,3272,0,0,4,22,4,20,3,0,3,0,0,668,732,125,12,214,1014,707,1552,1573,1012,928,1170,684,893,9883,8,0,0,3,3,29,146,243,256,628,673,211,2203,0,0,3,8,10,48,92,56,57,76,61,38,451,5,0,5,13,14,133,565,630,653,1152,506,295,3978,0,0,0,0,0,18,64,60,88,144,91,54,533,8,3,4,13,45
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,5,0,0,0,0,10,36,23,13,13,4,6,113,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,3,0,10,25,8,5,3,7,6,57,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,3,0,12,14,6,3,0,0,0,33,0,0,0,5,6,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,39,12,15,4,0,0,0,0,3,79,0,0,0,0,0,0,0,0,0,0,0,33,37,6,0,4,48,22,54,84,40,26,22,14,47,369,0,0,0,0,0,3,14,12,15,12,5,10,66,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,3,12,33,24,4,6,0,20,106,0,0,0,0,0,0,4,4,3,5,0,0,14,0,0,0,0,9
LGA55530,0,0,0,0,0,0,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,8,0,13,12,3,0,6,0,6,58,0,0,0,0,0,0,5,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,0,3,0,13,25,11,9,7,0,0,83,0,0,0,3,0,0,3,4,5,0,0,0,9,4,0,0,6,4,10,20,13,3,3,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,9,5,0,3,0,0,0,27,0,0,3,3,4,0,5,0,0,0,0,3,21,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26,0,6,4,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,30,30,3,0,6,38,15,43,59,40,22,12,5,38,278,0,0,0,0,0,6,21,13,5,7,0,9,62,0,0,0,0,0,7,5,0,0,0,0,3,19,0,0,0,4,5,14,33,11,7,4,3,9,88,0,0,0,0,0,0,4,0,3,0,0,0,15,0,0,0,4,0
LGA55670,0,0,0,0,0,4,7,0,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,3,11,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,6,10,5,0,6,11,3,15,14,6,5,6,3,11,78,0,0,0,0,0,0,6,0,0,3,4,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,3,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
LGA55740,0,0,0,0,0,4,25,42,25,39,39,4,178,0,0,0,0,3,5,9,8,0,9,10,0,53,0,0,0,0,0,18,21,20,9,28,17,5,118,0,0,0,0,0,7,7,8,0,0,4,0,24,0,0,0,0,8,0,18,4,24,4,9,0,78,4,0,4,5,6,11,14,5,7,0,6,0,71,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,13,36,17,44,23,17,13,13,17,3,202,0,0,0,0,0,0,0,0,0,0,0,81,84,14,0,18,44,38,92,114,103,84,110,101,103,818,0,0,0,0,0,0,3,7,11,24,81,13,137,0,0,0,0,0,4,7,4,0,4,6,0,28,0,0,0,0,0,9,27,23,39,99,59,23,276,0,0,0,0,0,0,7,0,4,12,21,0,44,0,0,0,4,7
