LGA_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
LGA50840,0,0,4,6,0,13,31,19,4,7,6,0,81,0,0,5,0,4,19,13,6,0,3,0,0,52,0,0,0,0,6,17,33,10,10,13,0,0,91,0,0,0,0,0,7,0,8,0,0,0,0,20,0,0,0,7,3,19,5,0,10,0,0,7,53,0,3,3,14,9,7,9,0,0,0,0,4,52,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,17,100,39,38,7,4,0,0,0,13,225,0,0,0,0,0,0,0,0,0,0,0,52,48,3,4,26,133,66,121,100,48,20,24,6,75,634,0,0,0,0,5,10,14,13,5,19,3,8,70,0,0,3,3,0,4,8,4,0,0,0,3,29,0,0,0,0,4,13,49,20,13,7,0,3,118,0,0,0,0,0,0,3,5,3,3,0,0,18,0,0,0,0,0
LGA50910,0,0,0,3,6,3,8,6,0,0,0,0,32,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,7,0,3,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,9,4,0,3,0,0,3,27,0,0,0,3,0,0,0,0,0,0,0,6,11,4,0,3,16,11,19,14,17,4,4,4,10,116,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,3,0,5,0,8,31,0,0,0,0,0,3,0,0,5,0,0,0,7,0,0,3,0,0
LGA50980,0,0,0,0,0,18,94,126,73,103,45,5,470,0,0,0,0,3,11,9,7,0,5,0,0,42,0,0,0,0,0,20,47,46,12,35,7,3,176,3,0,0,0,0,0,13,8,14,14,3,0,52,3,0,0,7,11,22,31,9,22,10,0,7,121,0,0,0,4,4,7,10,4,0,0,0,0,31,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,6,0,0,4,0,0,18,4,0,9,46,16,28,11,3,4,0,5,9,146,0,0,0,0,0,3,0,0,0,0,0,142,145,14,4,18,61,40,108,214,211,131,179,62,170,1207,0,0,0,0,0,3,45,67,62,73,40,34,337,0,0,0,0,0,6,12,5,0,6,0,6,40,0,0,0,5,3,32,99,92,47,59,18,21,373,0,0,0,0,0,4,17,11,21,21,4,4,83,0,0,5,3,3
LGA51080,6,0,0,0,0,5,15,6,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,7,0,0,3,0,0,19,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,0,4,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,6,13,0,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,8,13,8,25,25,11,6,3,0,9,123,0,0,0,0,0,4,7,12,5,0,5,9,30,0,0,0,0,0,0,5,0,0,0,0,4,8,0,0,3,6,6,13,4,0,0,3,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,4,0,0,4,0,4,6,11,3,3,0,0,34,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,4,3,12,0,0,3,0,0,30,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,5,0,0,0,0,0,0,34,0,0,0,3,0,0,0,0,0,0,0,16,19,6,0,0,28,12,17,26,16,7,8,8,19,145,0,0,0,0,0,0,4,9,5,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,7,0,4,0,5,3,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA51190,0,0,0,0,7,33,153,217,70,162,65,18,724,3,0,0,11,13,45,21,15,3,9,8,4,131,0,0,0,9,12,87,210,113,63,74,18,3,587,0,0,0,3,0,19,22,23,12,27,4,5,116,0,0,5,14,22,80,142,19,63,14,3,13,364,0,0,13,49,46,60,33,3,5,5,0,4,231,0,0,5,7,3,11,17,0,3,0,0,0,56,0,0,0,0,0,4,12,10,8,6,7,4,43,18,0,65,404,178,216,63,15,10,6,9,39,1032,0,0,0,9,0,3,0,0,0,0,0,276,298,30,4,94,504,289,559,683,409,239,299,111,363,3581,3,0,0,0,3,12,80,83,65,116,63,58,476,0,0,0,0,3,18,19,18,0,16,0,9,86,3,0,5,0,4,57,280,167,120,142,35,67,872,0,0,0,0,0,8,40,12,16,16,12,11,119,6,4,0,3,24
LGA51260,3,0,3,9,5,35,195,147,43,84,28,6,563,3,0,6,21,20,65,50,19,6,10,12,3,216,0,0,5,13,21,92,190,92,43,49,15,11,527,0,0,3,5,3,17,32,17,5,14,5,0,104,0,0,5,13,25,79,75,14,28,11,0,10,248,0,0,15,61,37,73,29,6,6,9,3,4,235,0,0,4,0,0,6,11,0,3,4,0,10,50,0,0,0,4,0,13,16,4,9,7,0,0,51,31,8,57,437,233,313,114,27,13,11,12,37,1286,0,0,0,8,3,9,0,0,0,0,0,295,314,45,11,98,554,343,702,704,329,161,192,82,366,3587,3,0,4,8,8,23,102,94,69,93,55,72,524,0,0,0,12,5,41,49,22,12,12,0,19,185,5,0,3,13,21,113,365,226,102,113,26,77,1072,4,0,0,7,7,14,44,23,23,20,6,15,160,3,0,4,13,33
LGA51310,0,0,0,0,0,7,53,86,60,159,196,3,569,0,0,0,8,9,26,22,9,7,19,18,0,119,3,0,0,0,0,29,34,49,45,84,43,6,295,0,0,0,0,0,5,12,4,5,14,23,0,58,0,0,0,4,6,24,53,11,74,27,12,6,215,0,3,8,7,10,27,40,9,18,18,8,9,161,0,0,0,0,0,4,6,4,7,0,0,0,21,0,0,0,0,0,0,3,5,0,5,4,6,22,18,5,36,93,69,180,146,42,27,26,23,22,686,0,0,0,0,0,0,8,0,0,0,0,183,203,23,3,48,121,105,301,371,231,235,346,329,230,2344,0,0,0,0,0,0,26,27,36,147,247,50,533,0,0,0,3,6,12,18,18,15,30,21,3,123,0,0,0,4,7,20,108,100,191,446,295,71,1241,0,0,0,0,0,3,12,11,22,60,45,14,178,3,0,0,3,6
LGA51330,6,0,0,6,5,62,348,491,264,412,172,17,1783,6,0,13,33,51,114,94,43,11,32,6,0,398,3,0,6,5,13,147,373,230,113,135,27,12,1071,0,0,3,6,8,27,55,37,26,26,10,6,200,7,0,4,24,72,229,287,58,137,34,14,27,885,3,3,50,95,95,164,72,17,21,5,3,12,545,4,0,6,13,7,22,29,10,16,5,0,3,100,0,0,0,5,6,9,18,15,5,9,8,8,82,107,10,145,753,387,493,149,28,18,15,14,76,2191,6,0,5,16,4,9,7,0,0,0,0,536,578,135,15,235,960,640,1274,1425,930,620,676,244,685,7837,3,6,0,6,3,46,273,363,294,515,364,179,2049,0,0,3,17,25,88,95,45,23,36,21,33,388,3,0,4,11,18,150,688,539,407,633,219,190,2859,0,0,0,5,4,24,83,58,58,81,50,50,418,5,9,18,29,87
LGA51400,4,0,0,0,4,15,80,66,52,59,19,6,320,0,0,0,5,4,15,19,7,0,0,5,0,57,0,0,0,0,8,32,78,50,27,38,0,4,240,0,0,4,0,3,0,8,12,3,11,0,0,46,0,0,0,3,9,37,34,10,31,4,0,3,137,0,0,9,22,15,26,10,0,0,0,0,5,88,0,0,0,3,0,7,4,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,3,0,0,18,6,0,17,125,55,73,26,5,3,4,0,13,324,0,0,0,3,3,0,0,0,0,0,0,132,145,10,3,30,173,93,202,272,154,123,123,31,170,1394,6,0,0,4,3,10,39,72,50,101,38,32,356,0,0,0,0,0,8,16,12,3,3,0,7,52,0,0,0,0,6,29,182,139,125,98,24,39,642,0,0,0,0,0,5,26,20,14,31,0,10,113,0,0,3,3,12
LGA51470,0,0,0,3,0,3,6,4,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,8,8,5,0,5,14,3,10,15,4,0,3,0,12,66,0,0,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
LGA51540,4,0,3,7,3,19,38,30,24,37,15,7,177,0,0,5,0,3,5,7,0,0,0,0,0,26,0,0,0,0,0,10,21,14,4,9,0,0,56,0,0,0,0,0,7,4,6,0,7,0,0,17,0,0,0,0,4,12,9,0,5,3,0,0,43,0,0,0,8,4,8,0,0,0,0,0,0,23,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,8,4,0,12,59,21,30,9,0,0,0,0,9,143,0,0,0,0,0,0,0,0,0,0,0,57,64,14,0,17,84,35,90,97,43,35,53,18,83,570,6,0,0,0,0,14,29,33,14,21,12,25,153,0,0,0,0,0,5,5,5,0,3,0,0,16,0,0,0,0,0,14,44,20,13,13,3,10,117,0,0,0,0,0,5,3,5,3,8,0,3,30,0,0,0,0,4
LGA51610,0,0,0,0,0,5,15,6,4,5,0,0,36,0,0,0,0,0,3,0,0,0,0,0,4,9,0,0,0,0,0,4,13,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,3,0,0,14,3,3,6,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,12,14,6,0,5,14,13,25,33,10,11,11,0,17,151,0,0,0,0,0,3,6,0,0,5,0,3,25,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,3,5,11,9,7,6,0,9,46,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4
LGA51680,0,0,5,0,0,18,29,25,16,12,8,0,120,0,0,3,3,3,7,7,0,0,0,0,0,25,0,0,3,0,5,14,30,20,3,6,0,0,85,0,0,0,0,0,4,3,0,0,3,0,0,14,0,0,0,0,4,14,20,3,13,0,0,3,65,0,0,4,10,10,9,5,0,5,0,0,0,38,0,0,4,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,22,61,22,26,11,0,0,0,0,6,160,0,0,0,4,0,0,0,0,0,0,0,54,60,11,0,32,80,42,95,110,52,41,24,9,75,569,0,0,0,0,0,0,18,15,30,24,9,10,106,0,0,0,0,0,6,12,4,0,0,0,0,21,0,0,0,0,4,13,57,36,19,18,3,16,171,0,0,0,0,0,0,3,6,9,3,4,0,19,0,0,0,0,8
LGA51710,0,0,0,0,0,5,13,18,7,13,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,7,3,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,5,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,6,5,15,28,19,13,15,3,20,135,0,0,0,0,0,0,8,13,11,11,9,3,61,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,4,11,8,3,10,0,6,32,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0
LGA51750,0,0,0,0,0,7,16,32,14,52,62,3,180,0,0,0,0,0,7,6,6,3,9,7,0,51,0,0,0,0,0,5,22,31,15,29,11,0,118,0,0,0,0,0,0,3,0,0,6,4,0,21,0,0,0,0,0,9,23,9,38,24,9,5,113,0,3,9,8,3,14,22,8,12,19,5,0,92,0,0,0,0,4,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,9,32,31,76,52,22,12,19,21,0,294,0,0,0,0,0,0,0,0,0,0,0,74,80,12,6,19,41,41,125,144,109,109,154,114,87,952,0,0,0,0,0,0,8,3,11,34,81,13,150,0,0,0,0,0,0,3,6,3,6,15,4,51,0,0,0,0,0,9,19,26,48,104,87,33,325,0,0,0,0,0,0,8,6,4,7,5,3,29,6,0,0,0,0
LGA51820,5,0,0,5,6,76,434,767,382,618,217,24,2530,3,0,9,12,24,78,66,23,23,12,9,5,262,0,0,0,15,19,155,415,268,137,174,35,22,1232,5,0,0,3,8,19,60,52,33,57,16,8,267,4,0,3,17,67,204,313,41,157,31,11,36,890,0,4,23,107,85,109,70,14,15,12,0,13,455,0,0,0,13,7,27,23,5,18,3,0,7,104,0,0,0,0,0,7,19,17,15,22,7,9,89,86,12,147,899,330,370,128,23,10,12,3,88,2107,3,0,13,13,5,8,3,3,0,0,0,685,739,105,13,199,1082,545,1061,1530,1219,773,941,303,899,8675,8,0,4,3,10,40,263,387,298,514,318,204,2036,0,3,3,4,11,54,139,61,27,38,10,39,387,7,4,8,6,20,213,940,750,579,705,222,258,3702,0,0,3,4,0,28,138,127,87,135,39,51,612,8,3,8,31,70
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,10,12,6,3,4,3,0,8,66,0,0,0,0,0,0,4,0,3,6,0,3,19,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,5,4,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
LGA51890,0,0,0,0,4,3,22,32,17,50,9,0,144,0,0,0,5,0,6,10,0,5,5,0,0,27,0,0,0,0,0,11,37,28,23,29,3,3,133,0,0,0,0,0,5,4,4,7,9,3,0,36,0,0,0,4,3,21,32,9,48,5,0,4,122,0,0,5,21,14,7,7,3,0,0,0,0,62,0,0,3,4,0,0,4,0,4,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,17,161,39,64,9,0,3,0,0,12,320,0,0,0,4,0,9,0,0,0,0,0,74,91,7,0,30,191,66,126,128,81,110,102,13,108,961,0,0,0,0,0,0,13,21,24,42,33,13,137,0,0,0,0,3,0,6,3,5,8,0,4,28,0,0,0,0,5,8,69,30,64,79,19,23,302,0,0,0,0,0,0,11,10,8,16,3,5,51,3,0,0,0,3
LGA51960,0,0,0,0,0,0,14,17,23,27,15,3,99,0,0,0,0,5,0,5,0,0,0,0,0,9,0,0,0,0,0,4,10,4,3,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,15,19,5,25,3,0,8,78,0,0,0,4,0,3,6,0,0,0,0,0,15,0,0,0,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,17,3,5,0,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,23,23,4,0,4,30,10,32,56,33,56,40,14,32,315,0,0,0,0,0,0,9,9,6,27,23,0,78,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,26,12,17,29,7,3,94,0,0,0,0,0,0,7,0,0,4,0,0,15,0,0,0,0,6
LGA52030,3,0,0,0,4,4,14,4,0,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,6,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,0,3,0,0,0,20,0,0,0,4,0,5,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,25,7,9,3,0,0,0,3,0,59,0,0,0,0,0,0,0,0,0,0,0,14,12,4,0,7,26,13,27,30,9,4,11,3,14,162,0,0,0,0,0,0,9,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,3,6,0,4,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
LGA52100,3,0,0,0,3,8,13,13,4,0,0,0,44,0,0,0,0,5,0,0,0,0,5,0,0,7,0,0,0,0,0,9,10,6,0,0,0,0,28,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,11,9,12,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,17,14,7,0,10,12,16,30,37,19,8,6,0,24,169,0,0,0,0,0,5,5,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,5,0,0,0,4,37,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3
LGA52170,0,0,0,0,0,4,10,18,17,34,73,0,157,0,0,0,0,3,6,11,3,4,9,6,0,42,0,0,0,0,0,4,7,12,17,28,27,0,103,0,0,0,0,0,0,0,0,4,8,9,0,20,0,0,0,0,0,3,13,3,26,18,9,3,78,0,0,0,7,3,13,19,5,5,11,9,0,74,0,0,0,0,0,5,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,12,5,0,4,16,21,38,44,14,9,9,17,4,200,0,0,0,0,0,0,0,0,0,0,0,67,68,7,0,8,30,32,77,109,69,83,122,141,81,756,0,0,0,0,0,0,0,8,5,30,60,16,113,0,0,0,0,0,4,6,4,0,10,9,3,41,0,0,0,0,0,0,6,17,37,103,64,29,271,0,0,0,0,0,0,3,0,8,14,16,3,49,0,0,0,0,0
LGA52240,3,0,0,0,4,10,12,6,0,4,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,8,10,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,19,3,8,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,7,24,12,29,22,9,5,4,4,5,143,0,0,0,0,0,0,3,0,0,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,3,0,0,0,9,34,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,8
LGA52310,0,0,0,0,0,6,5,8,4,6,0,0,29,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,6,7,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,15,0,0,0,5,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,12,3,6,3,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,12,12,4,0,12,22,4,25,26,12,7,6,0,16,129,0,0,0,0,0,0,6,6,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,8,9,6,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0
