Age group,Sex,Date,NSW_Population,Vic_Population,Qld_Population,WA_Population,SA_Population,Tas_Population,ACT_Population,NT_Population,National_Population
5-9,Total,2017-03-31,503274,393015,332905,171408,104835,32442,26635,18423,1583232
5-9,Total,2017-06-30,504405,394773,333750,171811,105108,32447,26892,18504,1587988
5-9,Total,2017-12-31,1011206,795161,669222,344867,210542,64863,54551,36970,3187976
5-9,Total,2018-03-31,507032,400626,335661,173198,105428,32394,27686,18410,1600731
5-9,Total,2018-06-30,507774,402338,336391,173692,105525,32391,27936,18373,1604716
5-9,Total,2018-12-31,1017230,808652,673948,348617,211477,64682,56344,36591,3218130
5-9,Total,2019-03-31,509376,406406,337711,175229,105988,32325,28409,18202,1613943
5-9,Total,2019-06-30,509629,407597,337816,175818,106157,32325,28550,18172,1616363
5-9,Total,2019-12-31,1018852,817735,675761,353325,212260,64739,57529,36214,3237006
5-9,Total,2020-03-31,509438,410206,338054,177640,106319,32373,29011,18107,1621442
5-9,Total,2020-06-30,508380,409760,337510,177875,106214,32310,29063,18077,1619484
5-9,Total,2020-12-31,1015121,817841,673628,357149,212242,64441,58210,36179,3235399
5-9,Total,2021-03-31,507009,408174,336499,179397,106076,32141,29171,18099,1616858
5-9,Total,2021-06-30,506610,407748,336411,179916,105989,32067,29210,18065,1616307
5-9,Total,2021-12-31,1008572,813782,672888,360421,210970,63820,58153,35967,3225147
5-9,Total,2022-03-31,503087,407155,336681,180800,105361,31873,28988,17969,1612197
5-9,Total,2022-06-30,502354,407561,336525,181428,105246,31824,29009,17884,1612113
5-9,Total,2022-12-31,1001587,815638,672232,364495,210308,63376,57644,35439,3221290
5-9,Total,2023-03-31,499737,408392,335795,183324,105087,31512,28649,17542,1610328
50-54,Female,2012-03-31,247874,187853,152918,80073,58128,19103,12380,7268,765693
50-54,Female,2012-06-30,248920,188800,154059,80473,58324,19132,12446,7315,769565
50-54,Female,2012-12-31,500176,380318,310638,162326,116960,38297,24917,14754,1548576
50-54,Female,2013-03-31,251140,191560,156638,81895,58679,19171,12456,7431,779064
50-54,Female,2013-06-30,251935,192450,157504,82291,58812,19173,12469,7450,782177
50-54,Female,2013-12-31,505530,387078,316538,165163,117572,38337,24983,14970,1570359
50-54,Female,2014-03-31,253568,194741,159126,82876,58790,19154,12515,7486,788350
50-54,Female,2014-06-30,254160,195488,159659,83009,58799,19169,12519,7504,790402
50-54,Female,2014-12-31,507513,392067,319772,166024,117295,38116,25021,14985,1580989
50-54,Female,2015-03-31,253315,196564,160129,82988,58529,18935,12494,7457,790509
50-54,Female,2015-06-30,252988,196868,160226,82938,58401,18853,12488,7449,790311
50-54,Female,2015-12-31,503699,394250,319710,165467,116272,37251,24974,14914,1576733
50-54,Female,2016-03-31,250744,197405,159616,82586,57869,18417,12528,7497,786755
50-54,Female,2016-06-30,249991,197624,159506,82447,57655,18266,12518,7509,785688
50-54,Female,2016-12-31,497797,395146,318804,164960,114886,36314,24969,14949,1568161
50-54,Female,2017-03-31,247654,197616,159286,82488,57205,18055,12444,7438,782352
50-54,Female,2017-06-30,246739,197523,159209,82514,57045,17998,12427,7440,781057
50-54,Female,2017-12-31,491500,395507,318194,165072,113750,35900,24906,14905,1560059
50-54,Female,2018-03-31,244568,197958,159049,82559,56736,17913,12437,7451,778838
50-54,Female,2018-06-30,243819,198132,159021,82566,56660,17871,12446,7443,778123
50-54,Female,2018-12-31,487370,398099,319073,166087,113300,35745,25039,14882,1559929
50-54,Female,2019-03-31,243510,200034,160014,83454,56658,17840,12615,7440,781736
50-54,Female,2019-06-30,243384,200748,160262,83825,56661,17800,12656,7468,782974
50-54,Female,2019-12-31,489325,405202,323603,169069,113800,35795,25622,15033,1577795
50-54,Female,2020-03-31,245763,204337,163377,85308,57168,18002,12939,7593,794659
50-54,Female,2020-06-30,246041,204913,164097,85629,57234,18046,13007,7641,796781
50-54,Female,2020-12-31,496619,412975,332367,173137,115125,36527,26238,15397,1608731
50-54,Female,2021-03-31,250612,207954,168329,87535,57905,18498,13254,7760,812020
50-54,Female,2021-06-30,252243,209130,169808,88221,58117,18654,13337,7799,817482
50-54,Female,2021-12-31,508780,421732,344494,178069,116936,37470,26914,15612,1650358
50-54,Female,2022-03-31,256895,212898,174657,89984,58871,18839,13622,7814,833759
50-54,Female,2022-06-30,258761,214448,176110,90671,59167,18907,13713,7806,839765
50-54,Female,2022-12-31,520702,431288,355515,182398,118497,37794,27740,15588,1689885
50-54,Female,2023-03-31,261835,216742,179379,91648,59317,18898,14017,7787,849801
50-54,Male,2012-03-31,242897,182059,149438,80438,56857,18706,11786,7873,750166
50-54,Male,2012-06-30,243804,183051,150474,80880,57007,18716,11876,7947,753867
50-54,Male,2012-12-31,489596,368717,303230,163112,114239,37299,23868,16017,1516310
50-54,Male,2013-03-31,245758,185608,152740,82208,57247,18578,11998,8057,762312
50-54,Male,2013-06-30,246468,186501,153410,82577,57365,18535,12028,8128,765131
50-54,Male,2013-12-31,493943,374330,308198,165783,114847,37049,24042,16275,1534709
50-54,Male,2014-03-31,247532,187971,154729,83175,57472,18521,12034,8168,769729
50-54,Male,2014-06-30,247855,188470,155160,83350,57529,18503,12059,8180,771232
50-54,Male,2014-12-31,494622,377681,310052,166713,114892,36690,24062,16374,1541343
50-54,Male,2015-03-31,246798,189205,154917,83321,57353,18204,12004,8168,770099
50-54,Male,2015-06-30,246446,189390,154855,83291,57251,18094,11991,8170,769616
50-54,Male,2015-12-31,490253,378860,308369,166086,113862,35681,23897,16283,1533559
50-54,Male,2016-03-31,243877,189566,153635,82829,56584,17604,11925,8133,764289
50-54,Male,2016-06-30,243196,189663,153319,82645,56305,17444,11892,8120,762788
50-54,Male,2016-12-31,483601,378912,306056,165338,112165,34522,23727,16208,1520925
50-54,Male,2017-03-31,240374,189355,152862,82657,55839,17069,11860,8055,758265
50-54,Male,2017-06-30,239525,189097,152797,82700,55666,16941,11863,8048,756829
50-54,Male,2017-12-31,476907,378590,305699,165419,111063,33752,23849,15941,1511592
50-54,Male,2018-03-31,237185,189466,152955,82783,55387,16812,11981,7868,754616
50-54,Male,2018-06-30,236376,189540,153012,82845,55322,16771,11990,7827,753860
50-54,Male,2018-12-31,472121,380696,307015,166740,110624,33557,24122,15559,1510787
50-54,Male,2019-03-31,235693,191277,153963,83809,55333,16781,12172,7746,756950
50-54,Male,2019-06-30,235380,191805,154281,84110,55363,16763,12225,7740,757842
50-54,Male,2019-12-31,473097,386957,311408,169861,111212,33733,24764,15458,1526841
50-54,Male,2020-03-31,237610,195009,157109,85798,55820,16970,12518,7722,768733
50-54,Male,2020-06-30,238082,195684,157975,86300,55944,17023,12601,7756,771543
50-54,Male,2020-12-31,480689,394208,320686,174949,112806,34484,25615,15665,1559463
50-54,Male,2021-03-31,242680,198602,162845,88734,56907,17472,13033,7889,788344
50-54,Male,2021-06-30,244279,199667,164593,89598,57240,17629,13154,7921,794263
50-54,Male,2021-12-31,492369,402584,333656,180934,114880,35512,26499,15905,1602704
50-54,Male,2022-03-31,248399,202880,168937,91451,57751,17914,13428,7961,808905
50-54,Male,2022-06-30,249895,204050,170211,92090,57967,17992,13514,7968,813870
50-54,Male,2022-12-31,502873,409904,343552,185229,115900,35896,27165,15997,1636888
50-54,Male,2023-03-31,252991,205803,173354,93063,57962,17913,13685,8023,822984
50-54,Total,2012-03-31,490771,369912,302356,160511,114985,37809,24166,15141,1515859
50-54,Total,2012-06-30,492724,371851,304533,161353,115331,37848,24322,15262,1523432
50-54,Total,2012-12-31,989772,749035,613868,325438,231199,75596,48785,30771,3064886
50-54,Total,2013-03-31,496898,377168,309378,164103,115926,37749,24454,15488,1541376
50-54,Total,2013-06-30,498403,378951,310914,164868,116177,37708,24497,15578,1547308
50-54,Total,2013-12-31,999473,761408,624736,330946,232419,75386,49025,31245,3105068
50-54,Total,2014-03-31,501100,382712,313855,166051,116262,37675,24549,15654,1558079
50-54,Total,2014-06-30,502015,383958,314819,166359,116328,37672,24578,15684,1561634
50-54,Total,2014-12-31,1002135,769748,629824,332737,232187,74806,49083,31359,3122332
50-54,Total,2015-03-31,500113,385769,315046,166309,115882,37139,24498,15625,1560608
50-54,Total,2015-06-30,499434,386258,315081,166229,115652,36947,24479,15619,1559927
50-54,Total,2015-12-31,993952,773110,628079,331553,230134,72932,48871,31197,3110292
50-54,Total,2016-03-31,494621,386971,313251,165415,114453,36021,24453,15630,1551044
50-54,Total,2016-06-30,493187,387287,312825,165092,113960,35710,24410,15629,1548476
50-54,Total,2016-12-31,981398,774058,624860,330298,227051,70836,48696,31157,3089086
50-54,Total,2017-03-31,488028,386971,312148,165145,113044,35124,24304,15493,1540617
50-54,Total,2017-06-30,486264,386620,312006,165214,112711,34939,24290,15488,1537886
50-54,Total,2017-12-31,968407,774097,623893,330491,224813,69652,48755,30846,3071651
50-54,Total,2018-03-31,481753,387424,312004,165342,112123,34725,24418,15319,1533454
50-54,Total,2018-06-30,480195,387672,312033,165411,111982,34642,24436,15270,1531983
50-54,Total,2018-12-31,959491,778795,626088,332827,223924,69302,49161,30441,3070716
50-54,Total,2019-03-31,479203,391311,313977,167263,111991,34621,24787,15186,1538686
50-54,Total,2019-06-30,478764,392553,314543,167935,112024,34563,24881,15208,1540816
50-54,Total,2019-12-31,962422,792159,635011,338930,225012,69528,50386,30491,3104636
50-54,Total,2020-03-31,483373,399346,320486,171106,112988,34972,25457,15315,1563392
50-54,Total,2020-06-30,484123,400597,322072,171929,113178,35069,25608,15397,1568324
50-54,Total,2020-12-31,977308,807183,653053,348086,227931,71011,51853,31062,3168194
50-54,Total,2021-03-31,493292,406556,331174,176269,114812,35970,26287,15649,1600364
50-54,Total,2021-06-30,496522,408797,334401,177819,115357,36283,26491,15720,1611745
50-54,Total,2021-12-31,1001149,824316,678150,359003,231816,72982,53413,31517,3253062
50-54,Total,2022-03-31,505294,415778,343594,181435,116622,36753,27050,15775,1642664
50-54,Total,2022-06-30,508656,418498,346321,182761,117134,36899,27227,15774,1653635
50-54,Total,2022-12-31,1023575,841192,699067,367627,234397,73690,54905,31585,3326773
50-54,Total,2023-03-31,514826,422545,352733,184711,117279,36811,27702,15810,1672785
55-59,Female,2012-03-31,222325,168809,134805,71648,53472,17778,10739,6085,685745
55-59,Female,2012-06-30,223577,169952,135647,72042,53678,17843,10756,6146,689724
55-59,Female,2012-12-31,450846,342895,273934,145052,107845,35785,21657,12402,1390584
55-59,Female,2013-03-31,227234,172989,138200,73020,54152,17973,10869,6244,700766
55-59,Female,2013-06-30,228477,173973,139077,73362,54309,18036,10892,6274,704484
55-59,Female,2013-12-31,460463,351218,280758,147674,109289,36266,22066,12649,1420554
55-59,Female,2014-03-31,231973,177234,141661,74347,54971,18235,11138,6348,715994
55-59,Female,2014-06-30,233057,178304,142516,74646,55200,18283,11216,6354,719662
55-59,Female,2014-12-31,469676,359902,287703,150199,111183,36804,22602,12766,1451009
55-59,Female,2015-03-31,236611,181602,145193,75557,56016,18539,11358,6419,731382
55-59,Female,2015-06-30,237719,182725,146041,75851,56311,18688,11420,6453,735291
55-59,Female,2015-12-31,479302,368888,294933,152649,113320,37715,22957,12989,1482934
55-59,Female,2016-03-31,241570,186262,149073,76754,56977,19033,11499,6549,747812
55-59,Female,2016-06-30,242832,187547,150144,76996,57215,19133,11546,6581,752177
55-59,Female,2016-12-31,489126,378183,303785,155354,115001,38490,23291,13252,1516852
55-59,Female,2017-03-31,246203,190567,153603,78335,57833,19357,11738,6658,764481
55-59,Female,2017-06-30,247235,191477,154821,78814,58029,19429,11834,6655,768483
55-59,Female,2017-12-31,496551,385229,312274,158977,116657,39091,23703,13435,1546291
55-59,Female,2018-03-31,249180,193708,157497,80105,58637,19673,11896,6759,777647
55-59,Female,2018-06-30,249967,194491,158461,80552,58834,19745,11926,6807,780974
55-59,Female,2018-12-31,501594,390996,319130,162216,117818,39633,23932,13591,1569297
55-59,Female,2019-03-31,251546,196580,160744,81638,58983,19856,11995,6773,788310
55-59,Female,2019-06-30,252267,197516,161583,82137,59055,19894,12090,6768,791505
55-59,Female,2019-12-31,506142,398009,324815,165613,118513,39655,24328,13579,1591040
55-59,Female,2020-03-31,253714,200290,163355,83481,59435,19778,12248,6822,799316
55-59,Female,2020-06-30,253282,200134,163639,83651,59386,19744,12282,6804,799113
55-59,Female,2020-12-31,502676,397966,326581,167411,118235,39097,24522,13584,1590459
55-59,Female,2021-03-31,249161,197469,162920,83732,58838,19361,12192,6764,790628
55-59,Female,2021-06-30,247965,196785,162654,83775,58641,19239,12126,6738,788117
55-59,Female,2021-12-31,491802,391919,325227,167163,116658,38240,23984,13342,1568708
55-59,Female,2022-03-31,244235,195515,162562,83545,58067,18977,11925,6675,781679
55-59,Female,2022-06-30,243259,195335,162481,83562,57927,18878,11914,6662,780192
55-59,Female,2022-12-31,483449,390453,324531,167265,115336,37488,23782,13380,1556031
55-59,Female,2023-03-31,240076,195044,162149,83678,57406,18612,11875,6707,775717
55-59,Male,2012-03-31,217826,162691,133168,71164,51603,17441,10185,6771,670951
55-59,Male,2012-06-30,218815,163562,133723,71545,51773,17443,10206,6800,673971
55-59,Male,2012-12-31,440161,329517,269023,144026,103966,34993,20528,13604,1356022
55-59,Male,2013-03-31,221309,166034,135238,72488,52210,17575,10298,6826,682076
55-59,Male,2013-06-30,222134,166857,135710,72797,52368,17586,10338,6839,684725
55-59,Male,2013-12-31,446902,336824,273506,146417,105403,35430,20773,13758,1379203
55-59,Male,2014-03-31,224861,170037,137802,73576,53004,17836,10419,6892,694523
55-59,Male,2014-06-30,225732,171071,138573,73833,53225,17922,10426,6880,697760
55-59,Male,2014-12-31,454243,344916,279178,148593,106953,35953,21002,13772,1404814
55-59,Male,2015-03-31,228427,173932,140711,74711,53760,18060,10566,6904,707176
55-59,Male,2015-06-30,229280,174873,141468,74989,53924,18136,10638,6927,710341
55-59,Male,2015-12-31,461436,352339,285293,150521,108588,36379,21466,13939,1430174
55-59,Male,2016-03-31,232192,177564,144055,75529,54716,18243,10839,6983,720233
55-59,Male,2016-06-30,233212,178575,144940,75661,54984,18283,10893,6997,723738
55-59,Male,2016-12-31,469978,360129,292558,152686,110622,36842,22021,14078,1459309
55-59,Male,2017-03-31,236693,181544,147705,77042,55621,18586,11127,7076,735598
55-59,Male,2017-06-30,237775,182472,148585,77549,55882,18670,11199,7118,739458
55-59,Male,2017-12-31,478209,367348,299452,156555,112294,37410,22439,14326,1488444
55-59,Male,2018-03-31,240404,184846,150942,79027,56435,18759,11305,7185,749107
55-59,Male,2018-06-30,241259,185798,151824,79492,56627,18790,11339,7184,752518
55-59,Male,2018-12-31,484211,373153,305780,160244,113561,37713,22761,14363,1512190
55-59,Male,2019-03-31,242902,187356,154027,80796,56896,18934,11433,7157,759703
55-59,Male,2019-06-30,243549,187886,154738,81252,56980,18939,11501,7155,762202
55-59,Male,2019-12-31,488053,377522,310635,163815,114074,37787,23039,14282,1529600
55-59,Male,2020-03-31,244330,189489,156049,82562,57170,18852,11568,7138,767352
55-59,Male,2020-06-30,244232,189586,156379,82861,57178,18799,11607,7153,767984
55-59,Male,2020-12-31,486345,377673,312427,166262,113882,37258,23172,14282,1531682
55-59,Male,2021-03-31,242172,188022,156104,83419,56733,18477,11567,7132,763817
55-59,Male,2021-06-30,241583,187581,156075,83629,56616,18381,11521,7107,762686
55-59,Male,2021-12-31,479011,373654,312558,167302,112613,36312,22837,14093,1518763
55-59,Male,2022-03-31,237678,186175,156379,83683,56023,17900,11405,7008,756440
55-59,Male,2022-06-30,236491,185881,156267,83761,55826,17712,11381,6995,754503
55-59,Male,2022-12-31,469157,371500,312258,167624,111170,35149,22832,13910,1503972
55-59,Male,2023-03-31,232718,185549,156059,83827,55380,17437,11435,6917,749501
55-59,Total,2012-03-31,440151,331500,267973,142812,105075,35219,20924,12856,1356696
55-59,Total,2012-06-30,442392,333514,269370,143587,105451,35286,20962,12946,1363695
55-59,Total,2012-12-31,891007,672412,542957,289078,211811,70778,42185,26006,2746606
55-59,Total,2013-03-31,448543,339023,273438,145508,106362,35548,21167,13070,1382842
55-59,Total,2013-06-30,450611,340830,274787,146159,106677,35622,21230,13113,1389209
55-59,Total,2013-12-31,907365,688042,554264,294091,214692,71696,42839,26407,2799757
55-59,Total,2014-03-31,456834,347271,279463,147923,107975,36071,21557,13240,1410517
55-59,Total,2014-06-30,458789,349375,281089,148479,108425,36205,21642,13234,1417422
55-59,Total,2014-12-31,923919,704818,566881,298792,218136,72757,43604,26538,2855823
55-59,Total,2015-03-31,465038,355534,285904,150268,109776,36599,21924,13323,1438558
55-59,Total,2015-06-30,466999,357598,287509,150840,110235,36824,22058,13380,1445632
55-59,Total,2015-12-31,940738,721227,580226,303170,221908,74094,44423,26928,2913108
55-59,Total,2016-03-31,473762,363826,293128,152283,111693,37276,22338,13532,1468045
55-59,Total,2016-06-30,476044,366122,295084,152657,112199,37416,22439,13578,1475915
55-59,Total,2016-12-31,959104,738312,596343,308040,225623,75332,45312,27330,2976161
55-59,Total,2017-03-31,482896,372111,301308,155377,113454,37943,22865,13734,1500079
55-59,Total,2017-06-30,485010,373949,303406,156363,113911,38099,23033,13773,1507941
55-59,Total,2017-12-31,974760,752577,611726,315532,228951,76501,46142,27761,3034735
55-59,Total,2018-03-31,489584,378554,308439,159132,115072,38432,23201,13944,1526754
55-59,Total,2018-06-30,491226,380289,310285,160044,115461,38535,23265,13991,1533492
55-59,Total,2018-12-31,985805,764149,624910,322460,231379,77346,46693,27954,3081487
55-59,Total,2019-03-31,494448,383936,314771,162434,115879,38790,23428,13930,1548013
55-59,Total,2019-06-30,495816,385402,316321,163389,116035,38833,23591,13923,1553707
55-59,Total,2019-12-31,994195,775531,635450,329428,232587,77442,47367,27861,3120640
55-59,Total,2020-03-31,498044,389779,319404,166043,116605,38630,23816,13960,1566668
55-59,Total,2020-06-30,497514,389720,320018,166512,116564,38543,23889,13957,1567097
55-59,Total,2020-12-31,989021,775639,639008,333673,232117,76355,47694,27866,3122141
55-59,Total,2021-03-31,491333,385491,319024,167151,115571,37838,23759,13896,1554445
55-59,Total,2021-06-30,489548,384366,318729,167404,115257,37620,23647,13845,1550803
55-59,Total,2021-12-31,970813,765573,637785,334465,229271,74552,46821,27435,3087471
55-59,Total,2022-03-31,481913,381690,318941,167228,114090,36877,23330,13683,1538119
55-59,Total,2022-06-30,479750,381216,318748,167323,113753,36590,23295,13657,1534695
55-59,Total,2022-12-31,952606,761953,636789,334889,226506,72637,46614,27290,3060003
55-59,Total,2023-03-31,472794,380593,318208,167505,112786,36049,23310,13624,1525218
60-64,Female,2012-03-31,199654,152048,122082,62086,49710,16365,9547,4351,615894
60-64,Female,2012-06-30,199867,152195,122241,62213,49639,16374,9551,4392,616525
60-64,Female,2012-12-31,402182,306591,246255,125496,99731,32996,19200,8960,1241534
60-64,Female,2013-03-31,202350,154440,124022,63258,50099,16626,9632,4579,625073
60-64,Female,2013-06-30,203172,155195,124673,63577,50279,16701,9665,4611,627944
60-64,Female,2013-12-31,409460,313340,251444,128083,101180,33667,19416,9375,1266110
60-64,Female,2014-03-31,206356,158103,126746,64521,50882,16979,9727,4759,638144
60-64,Female,2014-06-30,207417,158998,127425,64815,51067,17071,9722,4801,641390
60-64,Female,2014-12-31,418077,320672,256577,130774,102446,34266,19531,9729,1292229
60-64,Female,2015-03-31,210593,161705,129139,65940,51353,17199,9802,4914,650723
60-64,Female,2015-06-30,211569,162635,129641,66265,51444,17281,9843,4957,653717
60-64,Female,2015-12-31,426264,328439,261162,133745,103286,34715,19843,9994,1317607
60-64,Female,2016-03-31,214700,165768,131559,67457,51855,17449,9982,5033,663877
60-64,Female,2016-06-30,215756,166732,132272,67821,51970,17523,10025,5049,667305
60-64,Female,2016-12-31,435514,336470,266903,136994,104772,35397,20153,10239,1346765
60-64,Female,2017-03-31,219547,169795,134603,69174,52778,17864,10113,5164,679203
60-64,Female,2017-06-30,220763,170784,135417,69667,53001,17968,10140,5209,683115
60-64,Female,2017-12-31,445023,344442,273625,140702,106639,36148,20370,10445,1377731
60-64,Female,2018-03-31,224180,173533,138265,70981,53643,18217,10249,5239,694481
60-64,Female,2018-06-30,225363,174446,139284,71394,53899,18293,10288,5222,698364
60-64,Female,2018-12-31,454007,351745,281649,144299,108795,36952,20721,10544,1409067
60-64,Female,2019-03-31,228674,177428,142341,72928,54891,18629,10457,5324,710854
60-64,Female,2019-06-30,230159,178988,143447,73617,55304,18729,10553,5387,716369
60-64,Female,2019-12-31,466319,364230,290978,149724,112173,37945,21467,10985,1454194
60-64,Female,2020-03-31,236140,185093,147589,76200,56893,19202,10915,5604,737824
60-64,Female,2020-06-30,237116,185876,148597,76678,57242,19353,10999,5635,741684
60-64,Female,2020-12-31,476799,372886,300680,154640,115270,39097,22099,11404,1493256
60-64,Female,2021-03-31,239337,186501,152078,77911,58007,19767,11072,5756,750622
60-64,Female,2021-06-30,240317,186920,153298,78355,58267,19912,11086,5777,754125
60-64,Female,2021-12-31,482296,375116,310190,157693,116961,40014,22165,11521,1516351
60-64,Female,2022-03-31,242262,188533,156879,79480,58767,20084,11101,5803,763109
60-64,Female,2022-06-30,243127,189418,158092,79937,58957,20161,11132,5812,766838
60-64,Female,2022-12-31,488169,380745,318663,161084,118422,40402,22268,11710,1541872
60-64,Female,2023-03-31,244960,191336,160626,81118,59487,20252,11108,5880,774971
60-64,Male,2012-03-31,198091,145947,123427,62977,47864,16650,9020,5472,609556
60-64,Male,2012-06-30,197795,145989,123428,62989,47746,16634,9003,5484,609179
60-64,Male,2012-12-31,396449,293836,247922,126528,95874,33296,18019,11006,1223164
60-64,Male,2013-03-31,198688,147829,124339,63506,48147,16670,9026,5520,613844
60-64,Male,2013-06-30,198840,148342,124612,63591,48293,16676,9053,5562,615091
60-64,Male,2013-12-31,399441,298775,249872,127742,96807,33374,18155,11141,1235553
60-64,Male,2014-03-31,200608,150364,125276,64103,48470,16742,9092,5588,620365
60-64,Male,2014-06-30,201173,150921,125399,64244,48505,16751,9100,5585,621800
60-64,Male,2014-12-31,403928,303921,251579,128974,97326,33512,18216,11185,1248880
60-64,Male,2015-03-31,202702,152971,126149,64726,48795,16782,9115,5613,626966
60-64,Male,2015-06-30,203146,153614,126376,64819,48845,16802,9118,5618,628448
60-64,Male,2015-12-31,408374,309883,253667,130190,97937,33706,18257,11280,1263502
60-64,Male,2016-03-31,205178,156255,127381,65352,49102,16925,9156,5697,635144
60-64,Male,2016-06-30,205857,157176,127778,65504,49222,16977,9171,5737,637586
60-64,Male,2016-12-31,414922,316657,257182,131961,99053,34070,18442,11519,1284135
60-64,Male,2017-03-31,208923,159465,129405,66498,49839,17127,9259,5775,646459
60-64,Male,2017-06-30,209923,160165,129934,66882,50024,17169,9270,5795,649333
60-64,Male,2017-12-31,422203,322537,261920,134995,100699,34602,18564,11541,1307401
60-64,Male,2018-03-31,212276,162297,132051,68114,50668,17444,9320,5763,658109
60-64,Male,2018-06-30,213124,163087,132754,68547,50887,17545,9375,5748,661245
60-64,Male,2018-12-31,429140,329221,268278,138667,102557,35538,18763,11463,1333982
60-64,Male,2019-03-31,216094,166245,135556,70118,51696,17967,9407,5710,672973
60-64,Male,2019-06-30,217330,167543,136562,70705,52012,18086,9451,5717,677588
60-64,Male,2019-12-31,439615,339648,276540,143733,105105,36516,19217,11523,1372273
60-64,Male,2020-03-31,222059,171820,140113,73036,53090,18412,9748,5841,694313
60-64,Male,2020-06-30,223003,172421,141074,73607,53347,18494,9822,5878,697841
60-64,Male,2020-12-31,448919,345909,285349,148706,107622,37155,19802,11811,1405665
60-64,Male,2021-03-31,225912,173287,144335,75114,54293,18690,9967,5925,707715
60-64,Male,2021-06-30,226979,173732,145470,75640,54641,18760,10001,5923,711335
60-64,Male,2021-12-31,456405,349440,294333,152490,109996,37825,20081,11906,1432864
60-64,Male,2022-03-31,229548,175883,148726,76942,55360,19071,10124,6014,721864
60-64,Male,2022-06-30,230521,176727,149658,77402,55610,19186,10135,6054,725493
60-64,Male,2022-12-31,463183,355656,301688,156326,111566,38376,20410,12177,1459781
60-64,Male,2023-03-31,232720,178991,152128,78950,56002,19210,10231,6112,734545
60-64,Total,2012-03-31,397745,297995,245509,125063,97574,33015,18567,9823,1225450
60-64,Total,2012-06-30,397662,298184,245669,125202,97385,33008,18554,9876,1225704
60-64,Total,2012-12-31,798631,600427,494177,252024,195605,66292,37219,19966,2464698
60-64,Total,2013-03-31,401038,302269,248361,126764,98246,33296,18658,10099,1238917
60-64,Total,2013-06-30,402012,303537,249285,127168,98572,33377,18718,10173,1243035
60-64,Total,2013-12-31,808901,612115,501316,255825,197987,67041,37571,20516,2501663
60-64,Total,2014-03-31,406964,308467,252022,128624,99352,33721,18819,10347,1258509
60-64,Total,2014-06-30,408590,309919,252824,129059,99572,33822,18822,10386,1263190
60-64,Total,2014-12-31,822005,624593,508156,259748,199772,67778,37747,20914,2541109
60-64,Total,2015-03-31,413295,314676,255288,130666,100148,33981,18917,10527,1277689
60-64,Total,2015-06-30,414715,316249,256017,131084,100289,34083,18961,10575,1282165
60-64,Total,2015-12-31,834638,638322,514829,263935,201223,68421,38100,21274,2581109
60-64,Total,2016-03-31,419878,322023,258940,132809,100957,34374,19138,10730,1299021
60-64,Total,2016-06-30,421613,323908,260050,133325,101192,34500,19196,10786,1304891
60-64,Total,2016-12-31,850436,653127,524085,268955,203825,69467,38595,21758,2630900
60-64,Total,2017-03-31,428470,329260,264008,135672,102617,34991,19372,10939,1325662
60-64,Total,2017-06-30,430686,330949,265351,136549,103025,35137,19410,11004,1332448
60-64,Total,2017-12-31,867226,666979,535545,275697,207338,70750,38934,21986,2685132
60-64,Total,2018-03-31,436456,335830,270316,139095,104311,35661,19569,11002,1352590
60-64,Total,2018-06-30,438487,337533,272038,139941,104786,35838,19663,10970,1359609
60-64,Total,2018-12-31,883147,680966,549927,282966,211352,72490,39484,22007,2743049
60-64,Total,2019-03-31,444768,343673,277897,143046,106587,36596,19864,11034,1383827
60-64,Total,2019-06-30,447489,346531,280009,144322,107316,36815,20004,11104,1393957
60-64,Total,2019-12-31,905934,703878,567518,293457,217278,74461,40684,22508,2826467
60-64,Total,2020-03-31,458199,356913,287702,149236,109983,37614,20663,11445,1432137
60-64,Total,2020-06-30,460119,358297,289671,150285,110589,37847,20821,11513,1439525
60-64,Total,2020-12-31,925718,718795,586029,303346,222892,76252,41901,23215,2898921
60-64,Total,2021-03-31,465249,359788,296413,153025,112300,38457,21039,11681,1458337
60-64,Total,2021-06-30,467296,360652,298768,153995,112908,38672,21087,11700,1465460
60-64,Total,2021-12-31,938701,724556,604523,310183,226957,77839,42246,23427,2949215
60-64,Total,2022-03-31,471810,364416,305605,156422,114127,39155,21225,11817,1484973
60-64,Total,2022-06-30,473648,366145,307750,157339,114567,39347,21267,11866,1492331
60-64,Total,2022-12-31,951352,736401,620351,317410,229988,78778,42678,23887,3001653
60-64,Total,2023-03-31,477680,370327,312754,160068,115489,39462,21339,11992,1509516
65+,Female,2012-03-31,581524,436292,317747,158298,147352,45060,22063,6256,1714653
65+,Female,2012-06-30,585835,440092,321239,159834,148461,45418,22366,6367,1729676
65+,Female,2012-12-31,1182385,890421,651224,323789,299373,91707,45569,13040,3497638
65+,Female,2013-03-31,598523,451040,330637,164207,151306,46375,23221,6674,1772046
65+,Female,2013-06-30,602485,454832,333962,165687,152304,46753,23511,6750,1786348
65+,Female,2013-12-31,1216252,920012,677462,335522,307271,94620,47878,13827,3612979
65+,Female,2014-03-31,614675,465688,343694,170030,155100,47950,24371,7055,1828629
65+,Female,2014-06-30,618308,468893,346826,171318,156024,48227,24618,7126,1841411
65+,Female,2014-12-31,1246610,948434,703212,346920,314417,97698,49990,14593,3722025
