Date,Sex,Age group,Region,Population
30-06-2020,Total,70-74,WA,110616
31-12-2020,Total,70-74,WA,112018
31-12-2020,Total,70-74,WA,113463
31-03-2021,Total,70-74,WA,114890
30-06-2021,Total,70-74,WA,116323
31-12-2021,Total,70-74,WA,116375
31-12-2021,Total,70-74,WA,116592
31-03-2022,Total,70-74,WA,116808
30-06-2022,Total,70-74,WA,117060
31-12-2022,Total,70-74,WA,117497
31-12-2022,Total,70-74,WA,118005
31-03-2023,Total,70-74,WA,118471
31-03-2012,Total,All ages,SA,1652716
30-06-2012,Total,All ages,SA,1656725
31-12-2012,Total,All ages,SA,1660198
31-12-2012,Total,All ages,SA,1663082
31-03-2013,Total,All ages,SA,1668056
30-06-2013,Total,All ages,SA,1671488
31-12-2013,Total,All ages,SA,1675313
31-12-2013,Total,All ages,SA,1678052
31-03-2014,Total,All ages,SA,1683544
30-06-2014,Total,All ages,SA,1686945
31-12-2014,Total,All ages,SA,1690133
31-12-2014,Total,All ages,SA,1693107
31-03-2015,Total,All ages,SA,1698433
30-06-2015,Total,All ages,SA,1700668
31-12-2015,Total,All ages,SA,1703703
31-12-2015,Total,All ages,SA,1705937
31-03-2016,Total,All ages,SA,1710334
30-06-2016,Total,All ages,SA,1712843
31-12-2016,Total,All ages,SA,1717275
31-12-2016,Total,All ages,SA,1719580
31-03-2017,Total,All ages,SA,1725253
30-06-2017,Total,All ages,SA,1728673
31-12-2017,Total,All ages,SA,1733055
31-12-2017,Total,All ages,SA,1735654
31-03-2018,Total,All ages,SA,1742255
30-06-2018,Total,All ages,SA,1746137
31-12-2018,Total,All ages,SA,1751849
31-12-2018,Total,All ages,SA,1755715
31-03-2019,Total,All ages,SA,1762889
30-06-2019,Total,All ages,SA,1767395
31-12-2019,Total,All ages,SA,1774006
31-12-2019,Total,All ages,SA,1778928
31-03-2020,Total,All ages,SA,1787847
30-06-2020,Total,All ages,SA,1790355
31-12-2020,Total,All ages,SA,1792178
31-12-2020,Total,All ages,SA,1794514
31-03-2021,Total,All ages,SA,1798586
30-06-2021,Total,All ages,SA,1802601
31-12-2021,Total,All ages,SA,1802068
31-12-2021,Total,All ages,SA,1805733
31-03-2022,Total,All ages,SA,1815442
30-06-2022,Total,All ages,SA,1821086
31-12-2022,Total,All ages,SA,1828860
31-12-2022,Total,All ages,SA,1834846
31-03-2023,Total,All ages,SA,1844616
31-03-2012,Female,All ages,WA,1193753
30-06-2012,Female,All ages,WA,1201893
31-12-2012,Female,All ages,WA,1210308
31-12-2012,Female,All ages,WA,1217874
31-03-2013,Female,All ages,WA,1226479
30-06-2013,Female,All ages,WA,1232622
31-12-2013,Female,All ages,WA,1238303
31-12-2013,Female,All ages,WA,1242247
31-03-2014,Female,All ages,WA,1247760
30-06-2014,Female,All ages,WA,1250714
31-12-2014,Female,All ages,WA,1254400
31-12-2014,Female,All ages,WA,1257067
31-03-2015,Female,All ages,WA,1261339
30-06-2015,Female,All ages,WA,1263974
31-12-2015,Female,All ages,WA,1267047
31-12-2015,Female,All ages,WA,1268953
31-03-2016,Female,All ages,WA,1272719
30-06-2016,Female,All ages,WA,1274010
31-12-2016,Female,All ages,WA,1278690
31-12-2016,Female,All ages,WA,1281303
31-03-2017,Female,All ages,WA,1286242
30-06-2017,Female,All ages,WA,1289817
31-12-2017,Female,All ages,WA,1294645
31-12-2017,Female,All ages,WA,1297852
31-03-2018,Female,All ages,WA,1303071
30-06-2018,Female,All ages,WA,1307064
31-12-2018,Female,All ages,WA,1312359
31-12-2018,Female,All ages,WA,1316570
31-03-2019,Female,All ages,WA,1323190
30-06-2019,Female,All ages,WA,1328458
31-12-2019,Female,All ages,WA,1336046
31-12-2019,Female,All ages,WA,1343735
31-03-2020,Female,All ages,WA,1352770
30-06-2020,Female,All ages,WA,1355781
31-12-2020,Female,All ages,WA,1359275
31-12-2020,Female,All ages,WA,1363193
31-03-2021,Female,All ages,WA,1368393
30-06-2021,Female,All ages,WA,1373048
31-12-2021,Female,All ages,WA,1374881
31-12-2021,Female,All ages,WA,1379201
31-03-2022,Female,All ages,WA,1386408
30-06-2022,Female,All ages,WA,1393302
31-12-2022,Female,All ages,WA,1402333
31-12-2022,Female,All ages,WA,1411624
31-03-2023,Female,All ages,WA,1424030
31-03-2012,Female,55-59,Tas,17778
30-06-2012,Female,55-59,Tas,17843
31-12-2012,Female,55-59,Tas,17866
31-12-2012,Female,55-59,Tas,17919
31-03-2013,Female,55-59,Tas,17973
30-06-2013,Female,55-59,Tas,18036
31-12-2013,Female,55-59,Tas,18107
31-12-2013,Female,55-59,Tas,18159
31-03-2014,Female,55-59,Tas,18235
30-06-2014,Female,55-59,Tas,18283
31-12-2014,Female,55-59,Tas,18359
31-12-2014,Female,55-59,Tas,18445
31-03-2015,Female,55-59,Tas,18539
30-06-2015,Female,55-59,Tas,18688
31-12-2015,Female,55-59,Tas,18803
31-12-2015,Female,55-59,Tas,18912
31-03-2016,Female,55-59,Tas,19033
30-06-2016,Female,55-59,Tas,19133
31-12-2016,Female,55-59,Tas,19200
31-12-2016,Female,55-59,Tas,19290
31-03-2017,Female,55-59,Tas,19357
30-06-2017,Female,55-59,Tas,19429
31-12-2017,Female,55-59,Tas,19503
31-12-2017,Female,55-59,Tas,19588
31-03-2018,Female,55-59,Tas,19673
30-06-2018,Female,55-59,Tas,19745
31-12-2018,Female,55-59,Tas,19786
31-12-2018,Female,55-59,Tas,19847
31-03-2019,Female,55-59,Tas,19856
30-06-2019,Female,55-59,Tas,19894
31-12-2019,Female,55-59,Tas,19841
31-12-2019,Female,55-59,Tas,19814
31-03-2020,Female,55-59,Tas,19778
30-06-2020,Female,55-59,Tas,19744
31-12-2020,Female,55-59,Tas,19609
31-12-2020,Female,55-59,Tas,19488
31-03-2021,Female,55-59,Tas,19361
30-06-2021,Female,55-59,Tas,19239
31-12-2021,Female,55-59,Tas,19170
31-12-2021,Female,55-59,Tas,19070
31-03-2022,Female,55-59,Tas,18977
30-06-2022,Female,55-59,Tas,18878
31-12-2022,Female,55-59,Tas,18790
31-12-2022,Female,55-59,Tas,18698
31-03-2023,Female,55-59,Tas,18612
31-03-2012,Male,30-34,ACT,14983
30-06-2012,Male,30-34,ACT,15169
31-12-2012,Male,30-34,ACT,15325
31-12-2012,Male,30-34,ACT,15436
31-03-2013,Male,30-34,ACT,15682
30-06-2013,Male,30-34,ACT,15835
31-12-2013,Male,30-34,ACT,15983
31-12-2013,Male,30-34,ACT,16091
31-03-2014,Male,30-34,ACT,16248
30-06-2014,Male,30-34,ACT,16344
31-12-2014,Male,30-34,ACT,16516
31-12-2014,Male,30-34,ACT,16566
31-03-2015,Male,30-34,ACT,16756
30-06-2015,Male,30-34,ACT,16873
31-12-2015,Male,30-34,ACT,16913
31-12-2015,Male,30-34,ACT,16845
31-03-2016,Male,30-34,ACT,17018
30-06-2016,Male,30-34,ACT,17084
31-12-2016,Male,30-34,ACT,17132
31-12-2016,Male,30-34,ACT,17196
31-03-2017,Male,30-34,ACT,17342
30-06-2017,Male,30-34,ACT,17413
31-12-2017,Male,30-34,ACT,17496
31-12-2017,Male,30-34,ACT,17571
31-03-2018,Male,30-34,ACT,17668
30-06-2018,Male,30-34,ACT,17803
31-12-2018,Male,30-34,ACT,17892
31-12-2018,Male,30-34,ACT,17976
31-03-2019,Male,30-34,ACT,18060
30-06-2019,Male,30-34,ACT,18070
31-12-2019,Male,30-34,ACT,18204
31-12-2019,Male,30-34,ACT,18363
31-03-2020,Male,30-34,ACT,18619
30-06-2020,Male,30-34,ACT,18795
31-12-2020,Male,30-34,ACT,18836
31-12-2020,Male,30-34,ACT,18965
31-03-2021,Male,30-34,ACT,19056
30-06-2021,Male,30-34,ACT,19257
31-12-2021,Male,30-34,ACT,19260
31-12-2021,Male,30-34,ACT,19309
31-03-2022,Male,30-34,ACT,19506
30-06-2022,Male,30-34,ACT,19627
31-12-2022,Male,30-34,ACT,19860
31-12-2022,Male,30-34,ACT,20077
31-03-2023,Male,30-34,ACT,20407
31-03-2012,Total,5-9,Qld,299006
30-06-2012,Total,5-9,Qld,300928
31-12-2012,Total,5-9,Qld,303230
31-12-2012,Total,5-9,Qld,305465
31-03-2013,Total,5-9,Qld,307913
30-06-2013,Total,5-9,Qld,310197
31-12-2013,Total,5-9,Qld,312094
31-12-2013,Total,5-9,Qld,314109
31-03-2014,Total,5-9,Qld,316310
30-06-2014,Total,5-9,Qld,318211
31-12-2014,Total,5-9,Qld,319764
31-12-2014,Total,5-9,Qld,321379
31-03-2015,Total,5-9,Qld,323233
30-06-2015,Total,5-9,Qld,325144
31-12-2015,Total,5-9,Qld,326088
31-12-2015,Total,5-9,Qld,327329
31-03-2016,Total,5-9,Qld,328893
30-06-2016,Total,5-9,Qld,330526
31-12-2016,Total,5-9,Qld,331266
31-12-2016,Total,5-9,Qld,332033
31-03-2017,Total,5-9,Qld,332905
30-06-2017,Total,5-9,Qld,333750
31-12-2017,Total,5-9,Qld,334275
31-12-2017,Total,5-9,Qld,334947
31-03-2018,Total,5-9,Qld,335661
30-06-2018,Total,5-9,Qld,336391
31-12-2018,Total,5-9,Qld,336639
31-12-2018,Total,5-9,Qld,337309
31-03-2019,Total,5-9,Qld,337711
30-06-2019,Total,5-9,Qld,337816
31-12-2019,Total,5-9,Qld,337796
31-12-2019,Total,5-9,Qld,337965
31-03-2020,Total,5-9,Qld,338054
30-06-2020,Total,5-9,Qld,337510
31-12-2020,Total,5-9,Qld,336922
31-12-2020,Total,5-9,Qld,336706
31-03-2021,Total,5-9,Qld,336499
30-06-2021,Total,5-9,Qld,336411
31-12-2021,Total,5-9,Qld,336198
31-12-2021,Total,5-9,Qld,336690
31-03-2022,Total,5-9,Qld,336681
30-06-2022,Total,5-9,Qld,336525
31-12-2022,Total,5-9,Qld,336141
31-12-2022,Total,5-9,Qld,336091
31-03-2023,Total,5-9,Qld,335795
31-03-2012,Male,25-29,Tas,15345
30-06-2012,Male,25-29,Tas,15357
31-12-2012,Male,25-29,Tas,15300
31-12-2012,Male,25-29,Tas,15287
31-03-2013,Male,25-29,Tas,15271
30-06-2013,Male,25-29,Tas,15165
31-12-2013,Male,25-29,Tas,15151
31-12-2013,Male,25-29,Tas,15186
31-03-2014,Male,25-29,Tas,15183
30-06-2014,Male,25-29,Tas,15134
31-12-2014,Male,25-29,Tas,15192
31-12-2014,Male,25-29,Tas,15224
31-03-2015,Male,25-29,Tas,15281
30-06-2015,Male,25-29,Tas,15288
31-12-2015,Male,25-29,Tas,15259
31-12-2015,Male,25-29,Tas,15301
31-03-2016,Male,25-29,Tas,15327
30-06-2016,Male,25-29,Tas,15344
31-12-2016,Male,25-29,Tas,15580
31-12-2016,Male,25-29,Tas,15785
31-03-2017,Male,25-29,Tas,16066
30-06-2017,Male,25-29,Tas,16278
31-12-2017,Male,25-29,Tas,16514
31-12-2017,Male,25-29,Tas,16760
31-03-2018,Male,25-29,Tas,17070
30-06-2018,Male,25-29,Tas,17339
31-12-2018,Male,25-29,Tas,17642
31-12-2018,Male,25-29,Tas,17946
31-03-2019,Male,25-29,Tas,18185
30-06-2019,Male,25-29,Tas,18436
31-12-2019,Male,25-29,Tas,18597
31-12-2019,Male,25-29,Tas,18915
31-03-2020,Male,25-29,Tas,19074
30-06-2020,Male,25-29,Tas,19172
31-12-2020,Male,25-29,Tas,19372
31-12-2020,Male,25-29,Tas,19731
31-03-2021,Male,25-29,Tas,20100
30-06-2021,Male,25-29,Tas,20497
31-12-2021,Male,25-29,Tas,20189
31-12-2021,Male,25-29,Tas,20172
31-03-2022,Male,25-29,Tas,20140
30-06-2022,Male,25-29,Tas,19946
31-12-2022,Male,25-29,Tas,19697
31-12-2022,Male,25-29,Tas,19593
31-03-2023,Male,25-29,Tas,19364
31-03-2012,Male,30-34,NSW,253461
30-06-2012,Male,30-34,NSW,255021
31-12-2012,Male,30-34,NSW,256933
31-12-2012,Male,30-34,NSW,258903
31-03-2013,Male,30-34,NSW,260900
30-06-2013,Male,30-34,NSW,262688
31-12-2013,Male,30-34,NSW,264292
31-12-2013,Male,30-34,NSW,266011
31-03-2014,Male,30-34,NSW,268165
30-06-2014,Male,30-34,NSW,269880
31-12-2014,Male,30-34,NSW,271544
31-12-2014,Male,30-34,NSW,273194
31-03-2015,Male,30-34,NSW,275398
30-06-2015,Male,30-34,NSW,276941
31-12-2015,Male,30-34,NSW,278308
31-12-2015,Male,30-34,NSW,279679
31-03-2016,Male,30-34,NSW,281562
30-06-2016,Male,30-34,NSW,283211
31-12-2016,Male,30-34,NSW,284795
31-12-2016,Male,30-34,NSW,286155
31-03-2017,Male,30-34,NSW,287944
30-06-2017,Male,30-34,NSW,289299
31-12-2017,Male,30-34,NSW,290453
31-12-2017,Male,30-34,NSW,291160
31-03-2018,Male,30-34,NSW,292301
30-06-2018,Male,30-34,NSW,293079
31-12-2018,Male,30-34,NSW,294314
31-12-2018,Male,30-34,NSW,294989
31-03-2019,Male,30-34,NSW,296130
30-06-2019,Male,30-34,NSW,296769
31-12-2019,Male,30-34,NSW,297959
31-12-2019,Male,30-34,NSW,298686
31-03-2020,Male,30-34,NSW,299471
30-06-2020,Male,30-34,NSW,299129
31-12-2020,Male,30-34,NSW,297921
31-12-2020,Male,30-34,NSW,297160
31-03-2021,Male,30-34,NSW,296365
30-06-2021,Male,30-34,NSW,295922
31-12-2021,Male,30-34,NSW,294518
31-12-2021,Male,30-34,NSW,294343
31-03-2022,Male,30-34,NSW,295162
30-06-2022,Male,30-34,NSW,296170
31-12-2022,Male,30-34,NSW,297965
31-12-2022,Male,30-34,NSW,300239
31-03-2023,Male,30-34,NSW,302533
31-03-2012,Total,60-64,ACT,18567
30-06-2012,Total,60-64,ACT,18554
31-12-2012,Total,60-64,ACT,18588
31-12-2012,Total,60-64,ACT,18631
31-03-2013,Total,60-64,ACT,18658
30-06-2013,Total,60-64,ACT,18718
31-12-2013,Total,60-64,ACT,18760
31-12-2013,Total,60-64,ACT,18811
31-03-2014,Total,60-64,ACT,18819
30-06-2014,Total,60-64,ACT,18822
31-12-2014,Total,60-64,ACT,18842
31-12-2014,Total,60-64,ACT,18905
31-03-2015,Total,60-64,ACT,18917
30-06-2015,Total,60-64,ACT,18961
31-12-2015,Total,60-64,ACT,19007
31-12-2015,Total,60-64,ACT,19093
31-03-2016,Total,60-64,ACT,19138
30-06-2016,Total,60-64,ACT,19196
31-12-2016,Total,60-64,ACT,19282
31-12-2016,Total,60-64,ACT,19313
31-03-2017,Total,60-64,ACT,19372
30-06-2017,Total,60-64,ACT,19410
31-12-2017,Total,60-64,ACT,19433
31-12-2017,Total,60-64,ACT,19501
31-03-2018,Total,60-64,ACT,19569
30-06-2018,Total,60-64,ACT,19663
31-12-2018,Total,60-64,ACT,19700
31-12-2018,Total,60-64,ACT,19784
31-03-2019,Total,60-64,ACT,19864
30-06-2019,Total,60-64,ACT,20004
31-12-2019,Total,60-64,ACT,20205
31-12-2019,Total,60-64,ACT,20479
31-03-2020,Total,60-64,ACT,20663
30-06-2020,Total,60-64,ACT,20821
31-12-2020,Total,60-64,ACT,20911
31-12-2020,Total,60-64,ACT,20990
31-03-2021,Total,60-64,ACT,21039
30-06-2021,Total,60-64,ACT,21087
31-12-2021,Total,60-64,ACT,21087
31-12-2021,Total,60-64,ACT,21159
31-03-2022,Total,60-64,ACT,21225
30-06-2022,Total,60-64,ACT,21267
31-12-2022,Total,60-64,ACT,21337
31-12-2022,Total,60-64,ACT,21341
31-03-2023,Total,60-64,ACT,21339
31-03-2012,Male,60-64,ACT,9020
30-06-2012,Male,60-64,ACT,9003
31-12-2012,Male,60-64,ACT,9003
31-12-2012,Male,60-64,ACT,9016
31-03-2013,Male,60-64,ACT,9026
30-06-2013,Male,60-64,ACT,9053
31-12-2013,Male,60-64,ACT,9070
31-12-2013,Male,60-64,ACT,9085
31-03-2014,Male,60-64,ACT,9092
30-06-2014,Male,60-64,ACT,9100
31-12-2014,Male,60-64,ACT,9093
31-12-2014,Male,60-64,ACT,9123
31-03-2015,Male,60-64,ACT,9115
30-06-2015,Male,60-64,ACT,9118
31-12-2015,Male,60-64,ACT,9112
31-12-2015,Male,60-64,ACT,9145
31-03-2016,Male,60-64,ACT,9156
30-06-2016,Male,60-64,ACT,9171
31-12-2016,Male,60-64,ACT,9208
31-12-2016,Male,60-64,ACT,9234
31-03-2017,Male,60-64,ACT,9259
30-06-2017,Male,60-64,ACT,9270
31-12-2017,Male,60-64,ACT,9262
31-12-2017,Male,60-64,ACT,9302
31-03-2018,Male,60-64,ACT,9320
30-06-2018,Male,60-64,ACT,9375
31-12-2018,Male,60-64,ACT,9369
31-12-2018,Male,60-64,ACT,9394
31-03-2019,Male,60-64,ACT,9407
30-06-2019,Male,60-64,ACT,9451
31-12-2019,Male,60-64,ACT,9541
31-12-2019,Male,60-64,ACT,9676
31-03-2020,Male,60-64,ACT,9748
30-06-2020,Male,60-64,ACT,9822
31-12-2020,Male,60-64,ACT,9875
31-12-2020,Male,60-64,ACT,9927
31-03-2021,Male,60-64,ACT,9967
30-06-2021,Male,60-64,ACT,10001
31-12-2021,Male,60-64,ACT,10008
31-12-2021,Male,60-64,ACT,10073
31-03-2022,Male,60-64,ACT,10124
30-06-2022,Male,60-64,ACT,10135
31-12-2022,Male,60-64,ACT,10196
31-12-2022,Male,60-64,ACT,10214
31-03-2023,Male,60-64,ACT,10231
31-03-2012,Total,20-24,WA,181161
30-06-2012,Total,20-24,WA,181616
31-12-2012,Total,20-24,WA,182696
31-12-2012,Total,20-24,WA,182587
31-03-2013,Total,20-24,WA,183689
30-06-2013,Total,20-24,WA,183357
31-12-2013,Total,20-24,WA,183144
31-12-2013,Total,20-24,WA,181644
31-03-2014,Total,20-24,WA,181490
30-06-2014,Total,20-24,WA,179972
31-12-2014,Total,20-24,WA,179399
31-12-2014,Total,20-24,WA,177996
31-03-2015,Total,20-24,WA,177904
30-06-2015,Total,20-24,WA,176645
31-12-2015,Total,20-24,WA,176339
31-12-2015,Total,20-24,WA,175121
31-03-2016,Total,20-24,WA,175059
30-06-2016,Total,20-24,WA,173500
31-12-2016,Total,20-24,WA,173392
31-12-2016,Total,20-24,WA,172100
31-03-2017,Total,20-24,WA,171811
30-06-2017,Total,20-24,WA,170686
31-12-2017,Total,20-24,WA,170313
31-12-2017,Total,20-24,WA,169088
31-03-2018,Total,20-24,WA,169216
30-06-2018,Total,20-24,WA,168541
31-12-2018,Total,20-24,WA,169245
31-12-2018,Total,20-24,WA,168800
31-03-2019,Total,20-24,WA,169759
30-06-2019,Total,20-24,WA,169444
31-12-2019,Total,20-24,WA,170273
31-12-2019,Total,20-24,WA,169852
31-03-2020,Total,20-24,WA,170963
30-06-2020,Total,20-24,WA,169909
31-12-2020,Total,20-24,WA,168926
31-12-2020,Total,20-24,WA,167889
31-03-2021,Total,20-24,WA,167287
30-06-2021,Total,20-24,WA,166551
31-12-2021,Total,20-24,WA,165351
31-12-2021,Total,20-24,WA,164780
31-03-2022,Total,20-24,WA,165910
30-06-2022,Total,20-24,WA,166455
31-12-2022,Total,20-24,WA,168733
31-12-2022,Total,20-24,WA,170183
31-03-2023,Total,20-24,WA,173680
31-03-2012,Male,35-39,Qld,156248
30-06-2012,Male,35-39,Qld,155878
31-12-2012,Male,35-39,Qld,155673
31-12-2012,Male,35-39,Qld,155375
31-03-2013,Male,35-39,Qld,154904
30-06-2013,Male,35-39,Qld,154298
31-12-2013,Male,35-39,Qld,153861
31-12-2013,Male,35-39,Qld,153431
31-03-2014,Male,35-39,Qld,153061
30-06-2014,Male,35-39,Qld,152545
31-12-2014,Male,35-39,Qld,152574
31-12-2014,Male,35-39,Qld,152583
31-03-2015,Male,35-39,Qld,152626
30-06-2015,Male,35-39,Qld,152625
31-12-2015,Male,35-39,Qld,152959
31-12-2015,Male,35-39,Qld,153276
31-03-2016,Male,35-39,Qld,153810
30-06-2016,Male,35-39,Qld,154378
31-12-2016,Male,35-39,Qld,155357
31-12-2016,Male,35-39,Qld,156320
31-03-2017,Male,35-39,Qld,157464
30-06-2017,Male,35-39,Qld,158566
31-12-2017,Male,35-39,Qld,159883
31-12-2017,Male,35-39,Qld,161324
31-03-2018,Male,35-39,Qld,162874
30-06-2018,Male,35-39,Qld,164477
31-12-2018,Male,35-39,Qld,165829
31-12-2018,Male,35-39,Qld,167043
31-03-2019,Male,35-39,Qld,168333
30-06-2019,Male,35-39,Qld,169586
31-12-2019,Male,35-39,Qld,170824
31-12-2019,Male,35-39,Qld,172212
31-03-2020,Male,35-39,Qld,173560
30-06-2020,Male,35-39,Qld,174547
31-12-2020,Male,35-39,Qld,175271
31-12-2020,Male,35-39,Qld,176237
31-03-2021,Male,35-39,Qld,177312
30-06-2021,Male,35-39,Qld,178566
31-12-2021,Male,35-39,Qld,179220
31-12-2021,Male,35-39,Qld,180114
31-03-2022,Male,35-39,Qld,181043
30-06-2022,Male,35-39,Qld,181893
31-12-2022,Male,35-39,Qld,182557
31-12-2022,Male,35-39,Qld,183443
31-03-2023,Male,35-39,Qld,184379
31-03-2012,Female,20-24,SA,56093
30-06-2012,Female,20-24,SA,56103
31-12-2012,Female,20-24,SA,56111
31-12-2012,Female,20-24,SA,55931
31-03-2013,Female,20-24,SA,56092
30-06-2013,Female,20-24,SA,56030
31-12-2013,Female,20-24,SA,56096
31-12-2013,Female,20-24,SA,56008
31-03-2014,Female,20-24,SA,56189
30-06-2014,Female,20-24,SA,56163
31-12-2014,Female,20-24,SA,56246
31-12-2014,Female,20-24,SA,56140
31-03-2015,Female,20-24,SA,56301
30-06-2015,Female,20-24,SA,56175
31-12-2015,Female,20-24,SA,56356
31-12-2015,Female,20-24,SA,56239
31-03-2016,Female,20-24,SA,56363
30-06-2016,Female,20-24,SA,56277
31-12-2016,Female,20-24,SA,56286
31-12-2016,Female,20-24,SA,56003
31-03-2017,Female,20-24,SA,56273
30-06-2017,Female,20-24,SA,56191
31-12-2017,Female,20-24,SA,56333
31-12-2017,Female,20-24,SA,56141
31-03-2018,Female,20-24,SA,56409
30-06-2018,Female,20-24,SA,56354
31-12-2018,Female,20-24,SA,56555
31-12-2018,Female,20-24,SA,56316
31-03-2019,Female,20-24,SA,56626
30-06-2019,Female,20-24,SA,56474
31-12-2019,Female,20-24,SA,56466
31-12-2019,Female,20-24,SA,55924
31-03-2020,Female,20-24,SA,56021
30-06-2020,Female,20-24,SA,55724
31-12-2020,Female,20-24,SA,55321
31-12-2020,Female,20-24,SA,54873
31-03-2021,Female,20-24,SA,54529
30-06-2021,Female,20-24,SA,54144
31-12-2021,Female,20-24,SA,53563
31-12-2021,Female,20-24,SA,53346
31-03-2022,Female,20-24,SA,53967
30-06-2022,Female,20-24,SA,53857
31-12-2022,Female,20-24,SA,54242
31-12-2022,Female,20-24,SA,54129
31-03-2023,Female,20-24,SA,54736
31-03-2012,Female,35-39,Qld,158540
30-06-2012,Female,35-39,Qld,157927
31-12-2012,Female,35-39,Qld,157652
31-12-2012,Female,35-39,Qld,157388
31-03-2013,Female,35-39,Qld,157102
30-06-2013,Female,35-39,Qld,156582
31-12-2013,Female,35-39,Qld,156310
31-12-2013,Female,35-39,Qld,156099
31-03-2014,Female,35-39,Qld,155841
30-06-2014,Female,35-39,Qld,155553
31-12-2014,Female,35-39,Qld,155689
31-12-2014,Female,35-39,Qld,155832
31-03-2015,Female,35-39,Qld,156071
30-06-2015,Female,35-39,Qld,156271
31-12-2015,Female,35-39,Qld,156797
31-12-2015,Female,35-39,Qld,157429
31-03-2016,Female,35-39,Qld,158139
30-06-2016,Female,35-39,Qld,158844
31-12-2016,Female,35-39,Qld,159939
31-12-2016,Female,35-39,Qld,161076
31-03-2017,Female,35-39,Qld,162149
30-06-2017,Female,35-39,Qld,163296
31-12-2017,Female,35-39,Qld,164979
31-12-2017,Female,35-39,Qld,166672
31-03-2018,Female,35-39,Qld,168415
30-06-2018,Female,35-39,Qld,170088
31-12-2018,Female,35-39,Qld,171538
31-12-2018,Female,35-39,Qld,173120
31-03-2019,Female,35-39,Qld,174565
30-06-2019,Female,35-39,Qld,175839
31-12-2019,Female,35-39,Qld,177257
31-12-2019,Female,35-39,Qld,178765
31-03-2020,Female,35-39,Qld,180158
30-06-2020,Female,35-39,Qld,181057
31-12-2020,Female,35-39,Qld,181724
31-12-2020,Female,35-39,Qld,182639
31-03-2021,Female,35-39,Qld,183571
30-06-2021,Female,35-39,Qld,184594
31-12-2021,Female,35-39,Qld,185375
31-12-2021,Female,35-39,Qld,186526
31-03-2022,Female,35-39,Qld,187750
30-06-2022,Female,35-39,Qld,188850
31-12-2022,Female,35-39,Qld,189518
31-12-2022,Female,35-39,Qld,190477
31-03-2023,Female,35-39,Qld,191355
31-03-2012,Total,5-9,SA,96089
30-06-2012,Total,5-9,SA,96490
31-12-2012,Total,5-9,SA,96994
31-12-2012,Total,5-9,SA,97353
31-03-2013,Total,5-9,SA,97771
30-06-2013,Total,5-9,SA,98314
31-12-2013,Total,5-9,SA,98815
31-12-2013,Total,5-9,SA,99264
31-03-2014,Total,5-9,SA,99803
30-06-2014,Total,5-9,SA,100357
31-12-2014,Total,5-9,SA,100829
31-12-2014,Total,5-9,SA,101358
31-03-2015,Total,5-9,SA,102007
30-06-2015,Total,5-9,SA,102596
31-12-2015,Total,5-9,SA,102914
31-12-2015,Total,5-9,SA,103244
31-03-2016,Total,5-9,SA,103668
30-06-2016,Total,5-9,SA,104162
31-12-2016,Total,5-9,SA,104463
31-12-2016,Total,5-9,SA,104556
31-03-2017,Total,5-9,SA,104835
30-06-2017,Total,5-9,SA,105108
31-12-2017,Total,5-9,SA,105268
31-12-2017,Total,5-9,SA,105274
31-03-2018,Total,5-9,SA,105428
30-06-2018,Total,5-9,SA,105525
31-12-2018,Total,5-9,SA,105688
31-12-2018,Total,5-9,SA,105789
31-03-2019,Total,5-9,SA,105988
30-06-2019,Total,5-9,SA,106157
31-12-2019,Total,5-9,SA,106121
31-12-2019,Total,5-9,SA,106139
31-03-2020,Total,5-9,SA,106319
30-06-2020,Total,5-9,SA,106214
