LGA_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
LGA50840,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,4,0,0,0,4,7,0,6,0,0,11,0,0,0,10,0,9,12,3,0,34,3,21,22,39,26,35,30,21,10,199,105,303,225,473,351,472,452,206,57,2649,0,0,0,0,0,0,0,0,0,0,207,578,361,683,477,547,536,229,56,3676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,72,139,170,102,15,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,3,6,7,10,5,6,3,3,0,46,27,52,39,91,65,53,57,51,22,455,0,0,0,0,0,0,0,0,0,0,53,88,51,126,118,103,105,73,29,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50980,0,0,6,10,0,0,0,0,0,21,0,0,0,6,0,0,0,0,0,6,0,0,0,8,3,4,0,0,0,19,0,0,13,123,20,15,8,6,0,178,62,166,113,423,168,121,61,21,8,1145,602,1344,967,3094,1159,928,438,140,33,8706,0,0,0,0,0,0,0,0,0,0,1085,2359,1466,3645,1610,1203,629,185,44,12228,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,31,0,0,0,18,0,0,0,0,0,18,0,0,5,73,3,0,0,0,0,89,0,0,0,4,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,6,3,5,14,160,98,111,53,22,0,477,0,0,0,3,0,0,0,0,0,9,0,0,8,53,0,3,0,0,0,71
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,15,8,15,8,3,0,71,31,95,46,121,64,82,47,29,9,525,0,0,0,0,0,0,0,0,0,0,53,143,79,199,99,127,72,30,13,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,7,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,6,3,6,8,11,15,7,12,5,74,30,63,33,86,59,77,68,46,12,476,0,0,0,0,0,0,0,0,0,0,54,112,66,155,93,95,109,45,11,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51190,0,0,0,15,12,5,3,0,0,44,0,0,0,5,8,6,3,11,4,36,0,0,9,15,8,10,12,5,4,54,0,14,11,94,42,48,30,21,8,273,48,90,101,255,121,103,107,72,57,961,837,1791,1789,4071,2198,2299,2025,1158,622,16790,0,0,0,3,0,0,0,0,0,3,1575,3277,2952,5848,3034,3091,2701,1426,587,24485,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,24,3,0,0,0,0,26,0,0,3,0,0,0,0,0,0,4,0,0,3,31,5,6,3,0,3,63,0,0,0,6,0,4,0,0,0,14,0,0,7,56,14,14,0,0,0,102,0,0,0,0,0,4,5,4,0,16,0,0,0,5,0,0,0,0,0,7,0,37,63,191,251,440,348,293,119,1752,0,0,0,0,0,0,0,0,0,9,0,0,0,10,3,4,3,9,4,31
LGA51260,0,0,10,18,10,3,0,0,0,35,0,0,0,9,8,9,11,4,3,46,0,0,0,17,12,16,9,0,0,57,0,19,8,102,43,59,41,23,15,311,39,137,83,279,118,146,156,123,46,1127,1029,2715,1730,4724,2854,2837,2844,1510,645,20894,0,4,9,38,7,9,0,0,0,64,1926,5061,3167,6375,3966,3666,3700,1820,669,30356,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,33,5,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,8,0,0,50,29,12,12,3,0,110,0,0,0,0,6,0,0,0,0,6,0,0,0,18,13,9,0,4,0,50,0,0,0,5,0,5,3,0,0,10,0,0,0,0,0,0,7,0,0,11,5,65,93,424,433,645,785,562,167,3185,0,0,0,5,3,0,0,4,0,13,0,0,3,52,13,9,9,0,4,90
LGA51310,0,0,0,19,12,11,3,4,0,57,0,0,0,9,0,3,5,4,7,30,0,0,0,10,16,20,12,0,0,54,7,44,29,200,80,82,39,28,16,527,19,33,34,114,46,47,56,36,44,415,667,2072,1657,3461,2259,1857,1355,861,621,14807,0,0,0,0,0,3,0,0,0,3,1300,3591,2796,3801,2649,2108,1535,914,550,19240,0,0,0,5,3,3,0,0,0,15,0,0,0,7,0,6,0,0,0,17,0,0,0,39,6,3,0,0,0,59,0,0,5,6,0,0,0,0,0,6,8,18,11,41,39,31,14,3,0,165,0,6,5,24,3,5,0,0,0,38,0,23,25,173,72,39,30,16,10,391,0,0,0,3,5,8,8,3,4,29,0,0,5,8,6,7,7,8,6,41,4,112,121,382,400,442,276,188,104,2022,0,0,0,0,0,4,0,0,5,10,0,14,8,50,18,4,0,3,0,104
LGA51330,3,10,55,165,61,52,28,12,6,389,0,0,5,11,14,16,18,11,3,73,0,5,31,49,34,30,11,7,0,169,17,237,260,1012,272,209,154,82,33,2284,66,161,216,573,169,153,113,132,67,1651,2541,5868,6528,14249,5867,5256,4274,2310,959,47844,9,14,26,124,23,16,16,0,0,228,4854,8753,7027,8864,4160,4023,3389,1757,644,43460,3,38,38,199,82,20,13,0,0,388,0,0,0,14,4,4,3,6,0,30,0,13,10,73,12,6,5,0,0,126,0,8,15,22,17,10,8,0,0,83,3,12,15,56,22,15,7,3,8,141,0,0,0,22,22,25,13,9,3,92,18,241,499,2236,758,465,271,64,39,4599,0,0,0,14,7,11,20,11,3,70,0,33,14,48,16,3,13,12,7,153,4,185,283,573,631,1022,811,643,246,4409,0,0,0,7,10,5,4,3,0,31,0,7,5,48,9,15,5,3,3,93
LGA51400,0,0,0,9,0,0,0,0,0,10,0,3,0,0,3,0,0,0,0,14,0,0,12,35,16,21,8,0,0,97,4,15,7,51,35,25,16,6,0,164,19,46,46,94,53,52,50,15,9,390,534,1445,1143,2333,1409,1162,831,356,82,9287,0,0,0,0,0,0,0,0,0,0,1000,2639,1824,2983,1789,1466,1097,446,69,13318,0,5,0,10,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,6,7,17,4,4,0,0,49,0,0,0,0,0,5,0,0,0,4,0,4,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,13,0,25,70,148,210,292,209,115,31,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,12
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,11,0,11,8,17,7,3,0,3,0,47,12,24,24,77,28,46,35,13,4,261,0,0,0,0,0,0,0,0,0,0,29,38,25,95,42,61,61,15,6,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,9,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,0,0,0,24,21,10,0,0,0,60,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,0,3,0,23,13,21,8,7,0,73,28,52,57,118,62,48,33,24,3,415,162,292,273,683,355,367,237,114,40,2520,0,0,0,0,0,0,0,0,0,0,285,485,388,736,465,479,361,139,33,3371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,5,6,12,7,6,33,0,0,0,0,0,0,0,0,0,0,0,0,4,31,19,41,37,19,11,159,0,0,0,0,4,5,0,0,0,6,0,0,4,10,0,0,0,0,0,15
