LGA_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
LGA54170,0,51,0,51,..,99,12,109,5,110,..,65,0,66,0,76,..,103,12,112,0,112,..,316,24,337,5,343,..,291,23,315,4,321,..,55,0,57,5,60,..,89,7,95,0,98,..,20,0,23,0,23,..,160,44,207,0,211,..,926,99,1023,25,1046,..,7085,603,7683,92,7778,..,237,13,250,2570,2822,68598,7324,613,7930,2661,79198,69263,..,..,..,..,69263,..,878,13,891,3,897,..,273,23,293,0,299,..,29,0,29,0,29,..,322,85,410,0,407,..,609,178,785,3,797,..,67,0,70,0,70,..,997,267,1269,11,1277,..,86,10,96,0,96,..,290,11,304,3,305,..,431,9,447,7,449,..,158,8,166,3,168,..,30,0,32,0,32,..,243,15,263,4,266,..,116,11,128,0,124,..,27,0,27,0,25,..,97,10,109,0,105,..,54,0,53,0,53,..,54,6,56,0,56,..,34,0,38
LGA54200,7,117,3,121,..,54,3,57,0,58,..,171,4,174,0,173,..,81,3,83,4,87,..,408,17,424,10,434,..,52,4,53,0,60,..,77,6,83,0,87,..,33,5,37,0,43,..,11,0,10,0,10,..,29,3,32,0,32,..,685,98,783,19,798,..,3050,304,3353,60,3417,..,105,13,116,1262,1376,24318,3149,315,3468,1321,29108,24550,..,..,..,..,24550,..,98,0,99,0,99,..,65,3,66,0,63,..,37,0,37,0,37,..,91,19,109,0,108,..,266,64,334,0,336,..,14,0,14,0,14,..,370,85,452,3,456,..,22,0,22,0,22,..,80,3,84,0,82,..,132,5,133,3,138,..,16,0,22,0,22,..,70,4,76,0,79,..,27,4,28,0,28,..,109,9,116,0,122,..,12,0,12,0,12,..,114,17,128,3,134,..,61,7,70,0,70,..,35,6,38,0,38,..,28,0,28
LGA54280,3,142,0,142,..,26,0,26,0,26,..,149,0,152,4,156,..,22,5,25,0,25,..,335,11,347,4,350,..,52,5,55,0,53,..,24,0,26,4,27,..,24,4,32,0,32,..,9,0,9,0,9,..,23,7,19,0,24,..,450,40,492,15,509,..,1717,124,1839,28,1864,..,98,17,113,1782,1893,11684,1814,133,1951,1811,15441,10619,..,..,..,..,10619,..,151,0,151,0,151,..,15,0,15,0,15,..,80,5,87,0,87,..,5,5,8,0,8,..,69,12,84,0,84,..,0,0,0,0,0,..,74,19,93,0,93,..,15,0,14,0,14,..,24,0,26,0,26,..,34,0,34,0,34,..,6,0,6,5,4,..,5,0,5,0,5,..,27,0,23,0,23,..,55,5,62,0,62,..,9,0,12,0,12,..,42,7,52,0,47,..,11,0,19,0,19,..,22,0,29,0,29,..,20,4,23
LGA54310,9,85,0,85,..,21,0,19,0,19,..,128,3,128,4,130,..,10,0,13,0,13,..,237,9,251,4,251,..,31,0,32,0,32,..,12,0,11,0,11,..,41,0,45,0,42,..,3,0,3,0,3,..,17,4,24,0,24,..,419,20,440,18,456,..,1281,87,1361,26,1388,..,70,9,75,2222,2300,8344,1350,92,1441,2250,12032,7246,..,..,..,..,7246,..,60,4,59,0,56,..,12,0,11,0,11,..,258,3,259,4,270,..,17,0,17,0,17,..,52,12,64,0,64,..,4,0,3,0,3,..,78,11,91,0,91,..,6,0,6,0,6,..,25,0,25,0,25,..,18,0,22,0,22,..,7,0,6,0,6,..,7,0,7,0,7,..,11,4,12,0,12,..,36,6,40,0,40,..,19,7,21,0,24,..,26,0,26,0,28,..,17,4,20,0,20,..,18,0,18,0,18,..,12,0,12
LGA54340,0,7,0,7,..,4,0,4,0,4,..,3,0,4,0,4,..,80,30,111,3,117,..,89,32,125,3,124,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,4,0,4,..,120,88,208,6,210,..,268,136,403,9,411,..,18,6,18,212,236,1438,284,138,424,224,2085,1399,..,..,..,..,1399,..,18,0,18,0,18,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,13,10,17,0,17,..,0,0,0,0,0,..,13,10,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA54410,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,20,0,21,0,21,..,4,0,4,61,66,502,24,0,21,61,584,465,..,..,..,..,465,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA54480,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,29,25,233,13,0,13,29,275,190,..,..,..,..,190,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA54550,0,8,0,8,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,20,0,25,0,25,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,7,7,0,7,..,8,0,8,0,12,..,50,5,50,0,53,..,0,0,3,77,81,845,51,10,55,83,981,800,..,..,..,..,800,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA54620,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,13,0,12,0,12,..,0,0,0,63,67,378,16,0,17,63,457,327,..,..,..,..,327,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA54690,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,7,7,192,3,0,0,7,201,156,..,..,..,..,156,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA54760,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,47,47,351,4,0,4,47,398,324,..,..,..,..,324,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA54830,8,467,6,475,..,62,0,68,0,68,..,611,24,629,5,632,..,109,7,117,5,117,..,1242,37,1277,16,1296,..,110,11,120,0,122,..,73,3,79,0,81,..,27,3,32,0,32,..,0,0,0,0,0,..,37,15,54,0,54,..,672,57,731,23,750,..,4236,384,4624,78,4697,..,103,14,110,2440,2549,16232,4333,397,4732,2516,23482,16219,..,..,..,..,16219,..,118,0,118,0,122,..,67,10,75,0,75,..,38,0,38,0,40,..,65,18,86,4,89,..,171,56,230,0,230,..,12,5,19,0,17,..,256,81,335,5,336,..,17,3,25,0,25,..,57,0,57,0,58,..,58,0,57,0,57,..,7,5,15,0,15,..,28,4,34,0,34,..,92,11,98,0,98,..,151,23,177,0,180,..,43,5,47,4,54,..,425,55,480,14,493,..,63,7,61,0,67,..,63,3,63,3,66,..,24,3,27
LGA54900,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,30,0,34,0,34,..,0,0,0,48,55,599,36,3,35,51,680,506,..,..,..,..,506,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA54970,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,74,0,78,0,78,..,109,6,118,0,118,..,8,0,5,363,367,433,111,8,120,363,916,199,..,..,..,..,199,..,6,0,6,0,6,..,0,0,0,0,0,..,90,3,94,0,94,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA55040,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,42,3,40,0,45,..,85,3,93,3,91,..,0,0,4,364,367,523,91,3,92,364,979,381,..,..,..,..,381,..,0,0,0,0,0,..,0,0,0,0,0,..,36,0,38,0,38,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA55110,5,151,0,149,..,71,3,72,0,72,..,168,7,176,0,172,..,33,3,35,0,35,..,421,9,432,0,436,..,70,3,75,5,79,..,17,0,13,0,13,..,56,14,71,0,76,..,0,0,0,0,0,..,43,12,60,0,60,..,522,50,572,22,590,..,2461,201,2662,40,2702,..,159,8,166,2699,2868,37805,2618,213,2827,2739,43372,40965,..,..,..,..,40965,..,311,3,317,0,315,..,30,0,27,0,30,..,70,0,70,0,70,..,46,17,65,0,65,..,125,50,175,6,174,..,10,5,16,0,16,..,182,68,252,6,252,..,25,3,27,0,27,..,75,3,79,0,79,..,122,3,131,0,134,..,24,0,24,0,23,..,5,0,10,0,10,..,31,7,39,0,39,..,51,4,56,0,56,..,23,0,27,0,30,..,79,3,83,0,83,..,26,0,26,0,26,..,20,3,22,0,22,..,14,0,14
LGA55180,0,7,0,7,..,4,0,4,0,4,..,3,0,3,0,3,..,10,3,12,0,12,..,26,3,33,0,33,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,84,15,100,0,104,..,256,37,294,6,295,..,13,0,11,331,339,3930,265,38,304,333,4574,3914,..,..,..,..,3914,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,12,0,8,..,0,0,3,0,3,..,16,3,21,0,20,..,3,0,3,0,3,..,22,7,28,0,31,..,0,0,0,0,0,..,17,0,17,0,17,..,20,0,20,0,20,..,0,4,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA55250,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,10,0,10,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,48,9,53,0,52,..,93,9,103,0,104,..,0,0,0,180,178,432,94,9,102,182,717,300,..,..,..,..,300,..,0,0,0,0,0,..,0,0,0,0,0,..,33,4,38,0,39,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA55320,3,63,0,63,..,651,81,726,4,734,..,69,0,69,3,68,..,107,13,116,0,112,..,885,94,976,10,987,..,250,14,268,5,275,..,217,0,224,0,224,..,85,12,94,0,94,..,28,5,27,0,27,..,112,16,127,0,127,..,637,62,701,11,711,..,8642,842,9488,79,9565,..,181,14,199,1736,1933,38138,8830,859,9689,1816,49641,40597,..,..,..,..,40597,..,171,3,175,0,175,..,212,13,225,3,226,..,14,0,15,0,15,..,939,183,1123,4,1129,..,2211,420,2633,19,2649,..,216,21,242,0,239,..,3365,627,3998,21,4020,..,150,7,154,0,161,..,228,0,229,4,235,..,238,4,243,3,244,..,72,7,72,0,72,..,79,5,82,0,90,..,47,8,52,0,52,..,222,10,234,4,229,..,47,0,47,0,52,..,144,4,145,3,148,..,166,6,170,0,170,..,61,4,70,0,68,..,47,3,52
LGA55390,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,5,..,0,0,0,0,0,..,8,0,8,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,33,0,32,4,38,..,50,0,55,4,55,..,0,0,0,130,134,206,53,0,49,138,394,67,..,..,..,..,67,..,0,0,0,0,0,..,0,0,0,0,0,..,34,6,33,0,37,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA55460,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,20,0,20,0,20,..,74,3,77,0,77,..,5,0,9,189,192,1334,76,4,81,189,1603,1268,..,..,..,..,1268,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,5,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA55530,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,38,38,184,0,0,0,38,230,155,..,..,..,..,155,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA55600,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,34,0,37,0,42,..,3,0,4,128,138,977,42,0,42,134,1153,946,..,..,..,..,946,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA55670,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,61,61,265,8,0,8,61,333,246,..,..,..,..,246,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA55740,0,5,0,5,..,7,3,13,0,14,..,5,0,5,0,5,..,10,0,10,0,10,..,22,3,25,0,24,..,37,6,42,0,42,..,6,0,6,0,6,..,6,0,8,0,8,..,4,0,4,0,4,..,10,0,9,0,9,..,110,9,124,0,124,..,512,43,561,4,568,..,23,5,22,245,265,3520,539,48,589,251,4355,3876,..,..,..,..,3876,..,8,0,8,0,8,..,11,0,14,0,14,..,7,0,4,0,4,..,31,0,31,0,31,..,93,13,107,0,107,..,4,0,4,0,4,..,133,13,142,0,142,..,6,0,6,0,6,..,38,0,38,0,45,..,31,0,31,0,31,..,10,0,13,0,13,..,0,0,4,0,4,..,0,0,0,0,0,..,8,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,13,0,13,..,3,0,3,0,3,..,0,0,0
