LGA_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
LGA50840,0,5,0,5,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,4,0,4,..,17,0,18,0,16,..,79,0,80,0,85,..,5,0,5,209,211,2294,80,0,85,211,2587,2379,..,..,..,..,2379,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA50910,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,8,0,8,..,15,0,10,0,19,..,0,0,0,55,53,403,14,0,19,56,474,385,..,..,..,..,385,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA50980,0,36,0,35,..,9,0,9,0,9,..,42,0,47,0,47,..,5,0,11,0,11,..,96,0,95,0,97,..,39,0,40,0,44,..,5,0,5,0,5,..,18,0,18,0,18,..,3,0,5,0,11,..,5,0,8,0,8,..,399,19,421,18,435,..,841,45,887,24,916,..,71,9,76,1176,1257,6090,914,56,965,1204,8255,6344,..,..,..,..,6344,..,11,0,11,0,11,..,5,0,5,0,5,..,407,21,423,7,436,..,26,9,31,0,31,..,58,5,65,0,63,..,0,0,0,0,0,..,84,12,92,0,89,..,3,0,3,0,3,..,37,4,44,0,41,..,56,3,52,0,52,..,11,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,8,0,8,..,8,0,9,0,9,..,0,0,0
LGA51080,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,16,0,16,0,16,..,0,0,0,56,56,453,16,0,16,56,526,436,..,..,..,..,436,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA51120,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,3,5,0,6,..,17,3,21,0,22,..,0,0,0,78,78,412,17,3,21,74,503,385,..,..,..,..,385,..,3,0,3,0,3,..,0,0,0,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA51190,0,84,0,84,..,31,0,32,0,32,..,70,5,72,0,72,..,27,3,30,0,30,..,203,16,219,0,219,..,47,3,50,0,51,..,10,0,12,0,12,..,3,0,4,0,4,..,5,0,5,0,5,..,20,4,28,0,28,..,181,25,207,3,204,..,1141,146,1285,12,1296,..,46,4,50,1518,1565,13330,1194,152,1337,1525,16194,14287,..,..,..,..,14287,..,54,0,58,0,58,..,33,0,40,0,40,..,37,0,35,0,35,..,31,9,40,0,40,..,106,40,149,0,156,..,6,0,11,0,11,..,150,56,200,3,206,..,13,0,13,0,13,..,36,0,36,0,36,..,18,0,18,0,18,..,35,4,41,0,41,..,8,0,6,0,6,..,9,4,10,0,10,..,12,4,18,0,18,..,26,0,26,0,24,..,42,3,45,0,45,..,12,0,12,0,12,..,21,0,18,0,20,..,0,0,0
LGA51260,0,12,0,10,..,19,0,21,0,21,..,29,0,27,0,27,..,3,0,6,0,6,..,58,3,63,0,65,..,33,0,33,0,33,..,7,0,7,0,10,..,14,9,18,0,18,..,0,0,0,0,0,..,20,13,29,0,29,..,156,40,197,10,208,..,821,105,917,17,933,..,59,5,66,1195,1260,17556,878,107,985,1208,19752,18631,..,..,..,..,18631,..,89,0,92,0,92,..,3,0,7,0,7,..,25,0,25,0,25,..,11,4,15,0,15,..,43,9,57,0,57,..,6,0,6,0,6,..,61,12,78,0,78,..,4,0,4,0,4,..,63,3,69,0,69,..,138,4,136,3,144,..,7,0,7,0,10,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,7,0,7,..,11,0,11,0,11,..,31,7,34,0,34,..,14,0,12,0,12,..,3,0,3,0,3,..,0,0,0
LGA51310,0,6,0,6,..,21,0,22,0,22,..,11,0,11,0,11,..,18,0,18,0,18,..,50,0,52,0,52,..,84,0,84,0,84,..,25,0,25,0,25,..,17,0,15,0,15,..,4,0,4,0,4,..,25,0,27,0,34,..,255,13,265,0,264,..,1748,116,1865,20,1881,..,43,0,46,358,402,11782,1793,116,1906,376,14066,12023,..,..,..,..,12023,..,49,0,49,0,48,..,28,0,34,0,34,..,3,0,3,0,3,..,116,11,129,0,129,..,318,62,373,4,380,..,31,4,31,0,31,..,465,70,536,4,538,..,25,0,26,0,26,..,100,0,105,0,106,..,92,0,92,0,92,..,96,7,97,0,97,..,5,0,11,0,11,..,25,4,29,3,30,..,45,0,53,0,53,..,23,0,26,0,27,..,23,6,27,0,27,..,23,5,28,0,28,..,11,0,11,0,11,..,18,3,22
LGA51330,9,266,0,270,..,723,53,775,10,788,..,300,11,310,9,314,..,364,20,376,6,384,..,1648,83,1735,23,1755,..,176,16,191,0,191,..,643,20,663,8,672,..,81,16,101,0,102,..,198,50,248,0,248,..,252,64,316,3,317,..,1925,166,2092,58,2146,..,17782,2343,20126,219,20347,..,277,46,325,1888,2215,25464,18061,2394,20453,2107,48021,25291,..,..,..,..,25291,..,115,0,118,0,118,..,555,116,665,7,671,..,42,0,42,0,45,..,1301,331,1629,12,1641,..,3782,1057,4845,42,4882,..,270,45,311,0,311,..,5352,1436,6789,52,6838,..,28,4,29,0,29,..,153,9,165,6,163,..,84,0,89,0,88,..,53,8,57,0,56,..,241,16,265,0,265,..,168,12,181,0,181,..,569,35,602,5,608,..,364,30,391,3,399,..,1197,113,1310,12,1328,..,544,38,579,0,577,..,432,35,465,4,474,..,169,3,171
LGA51400,0,50,5,53,..,0,0,0,0,0,..,66,0,68,0,68,..,15,0,16,0,18,..,125,0,133,3,141,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,5,7,9,0,9,..,101,13,114,0,119,..,699,37,735,15,749,..,18,3,27,457,481,7656,719,45,761,466,8882,8056,..,..,..,..,8056,..,183,3,177,0,182,..,24,0,27,0,27,..,16,0,16,0,16,..,0,0,0,0,0,..,29,3,33,0,35,..,0,0,0,0,0,..,28,3,32,0,33,..,0,0,0,0,0,..,13,0,15,0,15,..,20,0,20,0,20,..,5,0,5,0,5,..,11,0,11,0,11,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,18,0,20,0,20,..,4,0,4
LGA51470,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,13,0,13,0,13,..,0,0,0,45,45,237,13,0,13,45,287,204,..,..,..,..,204,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA51540,0,6,0,6,..,0,0,0,0,0,..,11,0,11,0,11,..,15,10,24,0,27,..,25,9,42,0,40,..,0,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,49,30,85,0,83,..,55,10,69,0,64,..,247,74,316,6,323,..,16,0,11,480,499,1909,259,73,332,488,2732,1761,..,..,..,..,1761,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,4,0,4,..,24,0,25,0,25,..,0,0,0,0,0,..,23,3,24,0,24,..,16,6,24,0,24,..,11,0,11,0,11,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA51610,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,19,0,19,..,0,0,0,105,110,679,24,0,26,105,806,627,..,..,..,..,627,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA51680,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,52,0,53,0,56,..,127,7,136,4,134,..,10,0,10,250,257,2610,132,7,140,255,3005,2594,..,..,..,..,2594,..,22,0,22,0,22,..,4,0,4,0,4,..,11,0,11,0,11,..,0,0,0,0,0,..,7,0,7,0,8,..,0,0,0,0,0,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA51710,0,4,0,4,..,8,4,8,0,8,..,4,0,4,0,4,..,134,27,160,0,161,..,151,27,182,0,185,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,275,112,384,3,391,..,0,4,4,335,340,283,275,111,387,342,1006,215,..,..,..,..,215,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,25,5,31,0,31,..,61,39,100,5,102,..,11,8,20,0,20,..,94,57,145,5,157,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA51750,0,0,0,0,..,12,0,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,17,0,17,..,41,0,40,0,46,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,64,0,67,0,68,..,575,47,623,9,635,..,9,0,12,254,262,4488,580,53,636,263,5379,4841,..,..,..,..,4841,..,18,0,21,0,21,..,5,0,10,0,10,..,0,0,0,0,0,..,34,6,42,0,42,..,156,38,196,0,191,..,6,0,12,0,12,..,194,53,244,0,246,..,8,0,8,0,8,..,42,0,43,0,43,..,31,0,31,0,31,..,15,0,15,0,17,..,3,0,3,0,3,..,3,0,3,0,3,..,17,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,14,0,14,..,0,0,0,0,0,..,4,0,4
LGA51820,5,445,0,454,..,287,22,309,7,312,..,652,16,665,5,670,..,155,5,161,0,158,..,1530,49,1580,16,1592,..,422,32,461,6,472,..,151,3,153,0,158,..,83,11,90,0,87,..,32,0,31,0,31,..,113,26,143,5,144,..,1126,168,1295,35,1333,..,10503,1300,11803,144,11942,..,256,29,280,2564,2846,43396,10756,1322,12075,2706,58179,44022,..,..,..,..,44022,..,294,8,298,4,306,..,190,16,208,0,208,..,57,0,57,0,57,..,381,89,467,8,474,..,1270,405,1672,19,1693,..,66,11,78,0,78,..,1715,508,2226,23,2244,..,617,120,731,3,735,..,264,23,282,8,291,..,264,3,270,0,273,..,53,4,57,3,62,..,99,4,107,0,108,..,148,16,159,3,165,..,225,9,233,3,234,..,87,14,99,0,99,..,172,19,185,0,185,..,130,12,140,0,140,..,138,9,145,0,147,..,55,0,58
LGA51860,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,130,56,181,0,186,..,130,56,181,0,186,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,132,56,189,0,193,..,0,4,3,43,49,61,134,60,198,44,302,46,..,..,..,..,46,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA51890,0,9,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,14,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,26,0,31,0,29,..,97,13,112,0,116,..,18,0,18,348,365,3985,113,13,127,346,4468,3886,..,..,..,..,3886,..,10,5,8,0,8,..,0,0,0,0,0,..,9,0,9,0,10,..,0,0,5,0,5,..,8,0,9,0,9,..,0,0,0,0,0,..,6,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA51960,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,31,0,34,0,34,..,79,8,85,0,85,..,8,0,8,430,444,1350,90,8,94,430,1881,1148,..,..,..,..,1148,..,4,0,4,0,4,..,0,0,0,0,0,..,11,0,18,0,18,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA52030,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,9,..,0,0,0,80,85,484,12,0,8,81,577,409,..,..,..,..,409,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA52100,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,5,..,12,0,12,0,15,..,0,0,0,27,27,464,12,0,12,25,503,450,..,..,..,..,450,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA52170,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,3,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,28,0,25,0,25,..,196,14,218,0,212,..,12,0,8,180,182,3541,209,18,225,176,3943,3566,..,..,..,..,3566,..,12,0,12,0,12,..,7,0,7,0,7,..,0,0,0,0,0,..,7,0,7,0,7,..,23,0,23,0,22,..,0,0,0,0,0,..,29,0,29,0,29,..,0,0,3,0,3,..,21,4,26,0,26,..,12,0,12,0,12,..,11,4,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0
LGA52240,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,0,0,0,..,19,3,17,0,17,..,3,0,3,62,67,484,19,3,22,62,572,453,..,..,..,..,453,..,3,0,3,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA52310,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,36,38,428,8,0,8,36,470,379,..,..,..,..,379,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
