LGA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
LGA53290,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,6,22,42,94,43,25,236,0,4,6,18,43,94,43,25,241,695,658,706,831,839,578,342,75,4724,105,88,82,118,98,78,59,11,643,798,754,791,965,981,752,446,112,5611,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,0,30,3,0,0,4,5,10,4,0,34,610,732,750,838,836,654,412,155,4979,77,64,99,86,78,70,47,18,541,693,798,854,930,911,732,466,171,5553,4,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,9,23,46,105,47,27,268,3,10,9,25,51,105,47,27,276,1304,1389,1455,1668,1673,1232,753,228,9707,182,149,181,206,177,149,108,26,1185,1488,1548,1642,1899,1894,1486,918,284,11164
LGA53360,0,6,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,9,13,6,22,25,9,0,85,0,11,18,15,20,25,9,0,98,146,208,210,194,167,99,45,5,1062,20,23,27,27,28,19,4,0,148,166,241,254,235,214,133,59,8,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,9,0,5,0,5,3,4,0,0,14,135,273,223,171,144,95,41,9,1094,19,24,22,13,17,11,4,0,107,161,300,246,188,169,108,46,9,1217,0,3,5,5,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,10,11,9,24,30,9,0,97,0,15,18,17,28,30,9,0,117,281,483,429,364,312,190,84,11,2159,39,45,46,43,41,27,8,0,254,323,544,498,425,379,244,101,16,2523
LGA53430,10,53,18,10,5,0,0,0,94,0,12,7,10,6,0,0,0,30,0,16,49,73,88,139,120,60,534,17,79,71,86,96,139,120,60,660,1406,1882,2014,1861,1954,1477,728,239,11557,95,206,168,176,134,83,56,32,949,1513,2166,2260,2121,2177,1702,902,335,13174,11,19,3,5,0,0,0,0,37,0,3,0,3,0,0,0,0,9,0,11,12,24,19,7,15,7,92,13,28,12,26,22,7,15,7,133,1563,2185,2112,2073,2145,1774,946,440,13233,114,151,112,114,80,96,73,73,806,1687,2365,2241,2211,2247,1874,1029,518,14176,24,71,19,13,9,0,0,0,133,7,11,12,9,3,0,0,0,39,9,28,61,95,107,145,127,69,624,30,108,95,113,114,145,127,69,795,2967,4064,4132,3931,4094,3251,1676,680,24794,201,363,278,292,213,180,129,104,1759,3203,4531,4498,4338,4423,3573,1936,849,27353
LGA53570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,33,61,29,10,153,0,0,3,14,34,61,29,10,155,230,237,251,354,397,408,212,33,2122,22,29,32,52,43,38,25,4,239,255,271,291,417,471,510,269,42,2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,0,29,0,0,0,0,15,3,3,0,31,190,288,273,336,392,376,171,43,2064,20,21,12,28,23,41,22,6,171,214,310,288,367,424,414,202,45,2264,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,21,46,63,33,11,181,0,0,4,21,44,63,33,11,184,422,532,528,687,788,786,386,76,4186,45,48,47,78,66,80,45,5,410,462,574,577,782,898,928,462,88,4781
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,15,0,0,0,0,4,10,0,0,15,45,76,70,69,92,70,20,5,455,3,6,11,6,14,10,0,0,45,51,80,79,83,112,86,22,5,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,45,84,70,68,67,51,12,7,407,3,7,7,4,8,6,0,0,32,44,89,73,72,76,60,12,7,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,0,0,16,0,0,0,5,4,10,0,0,16,94,161,140,140,164,124,31,10,856,9,12,17,9,15,13,0,0,71,98,175,155,150,181,143,34,8,952
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,4,21,0,0,0,3,4,9,3,4,21,30,34,53,52,57,67,26,6,326,9,3,6,12,7,6,8,3,57,41,37,61,64,73,86,36,12,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,56,52,73,62,27,11,335,6,3,7,8,11,8,7,0,50,36,31,66,60,82,71,34,12,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,3,4,29,0,0,0,3,4,11,3,4,29,63,66,111,97,135,127,51,17,663,15,8,11,21,19,14,12,6,106,76,65,117,122,153,158,68,24,792
LGA53780,6,12,8,8,7,0,0,0,37,7,13,11,7,0,0,0,0,41,25,61,104,238,321,461,271,113,1590,38,89,122,250,323,461,271,113,1672,7894,7716,9113,7401,5692,4284,1978,487,44571,528,955,889,630,349,215,139,114,3814,8462,8758,10134,8278,6373,4954,2388,717,50056,5,3,3,3,0,0,0,0,11,0,7,0,4,3,0,0,0,9,6,11,21,58,61,54,32,20,254,10,16,23,60,63,54,32,20,277,7383,8281,9224,7547,6288,4950,2525,944,47145,394,567,477,338,221,221,216,195,2633,7794,8866,9731,7942,6571,5225,2770,1156,50054,11,15,13,9,3,0,0,0,53,7,16,10,11,7,0,0,0,53,36,76,129,286,375,517,305,133,1847,54,107,150,307,388,517,305,133,1952,15273,15999,18345,14946,11982,9234,4501,1435,91708,925,1516,1368,969,572,432,354,304,6447,16250,17620,19859,16225,12945,10175,5162,1869,100107
LGA53800,0,4,5,0,3,0,0,0,9,0,12,0,3,3,0,0,0,20,6,18,41,85,132,267,119,95,762,4,37,46,88,139,267,119,95,795,2055,1947,1985,2217,2223,1531,795,202,12959,252,327,331,299,245,149,100,56,1762,2309,2310,2360,2601,2602,1944,1023,355,15514,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,9,0,4,16,28,30,28,16,4,114,3,6,16,26,31,28,16,4,120,2053,2142,2239,2549,2360,1843,1005,385,14586,213,213,246,198,171,165,110,98,1414,2264,2369,2502,2775,2559,2030,1125,481,16116,0,5,5,0,3,0,0,0,12,0,9,0,6,6,0,0,0,27,3,24,58,109,160,293,137,101,878,5,37,61,117,166,293,137,101,913,4106,4095,4226,4760,4584,3378,1806,586,27540,465,550,575,502,409,307,211,155,3170,4581,4684,4866,5377,5164,3981,2149,839,31634
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,9,0,0,21,0,6,3,3,8,9,0,0,24,278,250,207,172,99,58,20,5,1083,39,35,33,48,25,8,11,3,204,322,283,247,221,131,72,36,5,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,287,284,226,174,120,66,23,7,1181,36,37,35,25,22,19,4,4,189,330,318,259,202,145,90,25,9,1372,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,8,9,0,0,29,3,6,7,3,8,9,0,0,28,563,527,433,346,223,124,38,9,2267,82,68,64,73,51,27,15,3,395,648,605,505,421,277,158,62,11,2685
LGA53990,0,0,0,6,0,0,0,0,7,0,4,0,0,3,0,0,0,10,3,11,52,75,120,177,96,45,595,3,15,55,82,122,177,96,45,611,1523,1445,1678,1635,1569,1257,568,115,9785,97,108,118,128,136,70,41,12,720,1620,1567,1849,1857,1833,1503,708,177,11113,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,10,7,19,32,18,6,7,93,0,8,12,19,32,18,6,7,101,1453,1573,1835,1796,1847,1460,702,199,10858,75,79,69,76,76,81,50,22,528,1526,1660,1910,1894,1955,1560,760,224,11485,0,0,3,6,0,0,0,0,7,0,3,0,0,3,0,0,0,14,6,16,63,95,154,201,107,51,693,6,23,67,106,158,201,107,51,712,2971,3022,3511,3434,3413,2712,1268,312,20642,168,193,186,208,213,154,92,36,1249,3146,3228,3762,3741,3784,3061,1466,400,22603
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,18,40,32,11,110,0,0,7,5,18,40,32,11,108,155,94,130,195,261,274,120,25,1247,22,15,32,31,40,29,25,6,201,170,111,160,229,323,344,184,41,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,0,22,0,0,3,3,3,5,3,0,22,118,101,176,222,285,301,158,39,1388,11,14,16,24,30,26,20,4,150,132,116,196,253,321,330,182,45,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,27,47,35,11,131,0,0,5,10,27,47,35,11,134,268,191,304,419,553,570,278,58,2635,36,36,51,55,69,59,50,12,353,308,222,359,479,644,673,362,78,3126
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,4,0,23,0,0,0,3,7,12,4,0,23,50,55,74,62,87,59,22,0,417,6,4,7,8,11,4,0,3,43,56,63,83,74,107,76,27,6,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,30,74,70,63,78,51,19,3,382,3,0,3,14,7,0,0,0,38,32,74,76,76,87,56,16,3,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,3,0,31,0,0,0,3,6,16,3,0,31,81,128,146,123,165,111,37,6,798,12,6,12,21,18,10,4,5,85,90,137,158,148,191,133,46,12,911
LGA54170,14,29,28,33,6,0,0,0,109,18,36,36,32,31,0,0,0,152,16,109,280,437,575,956,531,203,3108,44,179,342,497,614,956,531,203,3369,9829,7508,9569,10177,9399,7605,3043,745,57876,280,387,490,523,397,256,160,89,2581,10156,8074,10404,11192,10413,8819,3731,1043,63822,7,6,9,9,0,0,0,0,31,4,11,6,12,0,0,0,0,34,5,20,55,100,139,100,57,36,517,21,38,72,120,139,100,57,36,581,8918,7882,10601,11207,10935,8929,3843,1528,63842,202,291,258,249,258,246,229,180,1909,9139,8214,10932,11573,11331,9274,4122,1746,66334,19,38,33,38,10,0,0,0,137,24,45,40,39,32,0,0,0,184,25,134,336,539,712,1057,585,243,3628,62,216,411,615,756,1057,585,243,3953,18746,15394,20171,21381,20338,16536,6883,2276,121717,489,684,749,769,648,497,381,269,4488,19300,16285,21336,22768,21744,18096,7853,2782,130156
LGA54200,0,3,6,0,0,0,0,0,17,6,8,8,7,4,0,0,0,40,7,50,64,166,208,318,233,93,1136,17,67,72,180,216,318,233,93,1191,3399,2858,3609,3544,3123,2532,1365,402,20833,137,209,223,200,187,113,80,51,1202,3553,3137,3904,3919,3531,2962,1686,539,23227,4,0,0,0,0,0,0,0,8,0,5,0,4,0,0,0,0,7,0,9,21,34,43,34,24,7,172,3,12,20,38,46,34,24,7,181,3092,3151,3890,3795,3516,3126,1763,674,23009,122,151,155,129,125,104,119,66,981,3217,3315,4066,3963,3689,3266,1902,750,24174,8,3,6,3,0,0,0,0,24,6,14,5,13,9,0,0,0,43,11,56,83,198,259,351,254,96,1308,23,80,91,217,263,351,254,96,1376,6490,6007,7497,7336,6639,5654,3135,1078,43839,259,365,385,334,313,216,200,118,2183,6770,6450,7970,7889,7218,6227,3593,1292,47399
LGA54280,0,3,0,0,4,0,0,0,9,10,3,5,4,3,0,0,0,25,5,27,51,91,100,94,48,18,431,11,29,55,94,109,94,48,18,463,1670,2103,1939,1724,1559,771,266,36,10060,240,354,313,261,219,118,41,12,1558,1915,2491,2299,2085,1879,991,354,60,12083,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,10,14,11,7,3,4,61,7,9,11,14,11,7,3,4,68,1507,2066,1878,1653,1383,701,287,114,9596,175,244,208,161,139,84,27,24,1063,1691,2322,2097,1833,1534,794,322,138,10734,4,4,0,0,4,0,0,0,11,10,4,5,4,3,0,0,0,27,3,34,57,106,118,104,52,21,496,16,42,64,109,119,104,52,21,531,3174,4172,3819,3378,2944,1466,555,148,19658,414,601,518,430,357,206,69,31,2626,3610,4812,4401,3915,3416,1782,678,202,22815
LGA54310,3,5,15,5,3,0,0,0,34,0,13,5,4,0,0,0,0,32,0,36,71,88,69,38,5,0,307,9,56,88,99,78,38,5,0,371,1046,1567,1809,1293,823,224,58,0,6826,269,486,500,335,214,74,15,0,1890,1321,2108,2402,1730,1114,335,73,7,9092,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,4,20,20,19,0,0,0,70,3,4,28,25,19,0,0,0,81,870,1675,1644,1191,604,207,53,5,6249,171,323,285,190,123,35,8,0,1132,1048,2003,1954,1405,750,239,59,8,7466,3,5,13,14,3,0,0,0,38,0,13,5,5,0,0,0,0,32,3,39,93,110,95,36,4,0,377,13,61,117,129,98,36,4,0,450,1915,3240,3454,2492,1426,429,106,10,13078,444,815,783,521,337,105,17,0,3026,2369,4115,4351,3142,1864,574,135,12,16560
LGA54340,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,11,32,15,5,66,0,8,0,0,11,32,15,5,63,226,244,226,218,248,165,88,21,1431,34,30,37,28,19,16,10,7,180,256,276,258,245,273,208,111,32,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,5,0,0,0,0,8,214,226,194,214,222,200,109,46,1428,34,24,25,20,19,20,14,16,157,247,250,218,240,237,217,120,64,1596,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,7,10,27,15,9,72,0,8,5,7,12,27,15,9,78,436,473,416,435,468,363,193,66,2859,67,55,60,43,33,37,22,21,336,503,531,486,489,518,427,232,100,3271
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,3,28,0,0,0,0,5,9,9,3,28,45,46,55,58,84,67,39,12,405,9,6,6,10,19,4,11,3,67,57,59,60,75,108,83,57,12,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,34,52,71,87,62,49,26,428,12,0,5,10,7,7,11,4,62,54,39,60,77,98,68,55,34,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,9,3,31,0,0,0,6,5,9,9,3,31,93,84,111,130,173,128,84,36,837,20,16,10,21,28,15,20,7,130,109,93,119,154,206,153,114,46,992
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,24,24,42,35,28,16,10,0,178,9,0,9,3,4,0,0,0,23,29,28,48,46,29,19,10,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,30,29,20,15,4,0,142,0,3,3,7,0,4,0,0,19,14,29,39,37,20,16,10,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,35,52,74,64,47,30,15,0,319,5,7,16,11,4,3,0,0,49,41,59,84,84,47,32,19,0,370
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,8,3,34,0,0,0,5,4,11,8,3,34,64,83,122,96,145,97,57,22,688,3,4,13,8,18,5,9,0,61,70,88,130,115,169,121,78,20,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,0,3,0,4,0,0,0,6,68,81,106,112,120,96,64,32,678,0,7,5,10,16,6,12,4,59,65,91,117,120,134,98,73,32,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,15,8,3,41,0,0,9,5,6,15,8,3,41,130,160,224,212,265,191,127,52,1368,5,15,22,17,30,14,19,0,127,137,179,249,236,305,222,150,54,1532
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,0,10,0,0,3,0,0,6,6,0,10,36,36,47,64,62,53,21,6,319,5,6,12,0,11,8,0,3,41,48,37,57,69,67,60,28,11,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,21,34,46,49,56,38,22,11,276,8,5,7,9,10,0,3,3,42,26,39,52,56,62,47,25,11,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,10,6,0,13,0,0,3,6,0,10,6,0,13,58,74,93,109,111,89,46,19,598,13,8,14,4,16,15,5,8,83,74,82,114,125,130,110,51,18,702
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,12,0,0,0,0,0,4,3,0,16,12,14,20,28,26,29,18,3,146,0,0,0,4,0,0,0,0,12,12,20,22,30,27,34,15,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,17,24,31,23,6,7,127,0,0,0,3,0,0,0,0,3,8,12,17,27,31,23,6,7,136,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,4,3,0,12,0,0,0,4,0,4,3,0,16,17,26,41,44,61,52,19,4,273,3,0,0,3,0,0,0,0,12,14,28,41,56,69,60,27,6,302
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,10,0,0,12,22,31,46,57,50,35,24,4,273,5,7,4,10,5,0,0,0,33,26,35,54,63,53,53,29,9,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,41,52,51,42,13,0,253,0,8,4,0,3,4,3,0,33,17,42,50,49,56,47,17,4,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,11,0,0,0,0,0,10,4,0,11,42,63,93,106,99,80,38,8,530,4,11,17,11,15,8,3,0,67,41,78,107,117,114,94,43,11,605
LGA54830,48,87,23,20,3,0,0,0,186,7,6,11,3,5,0,0,0,29,6,62,78,135,173,173,81,19,733,60,151,108,154,178,173,81,19,940,2586,3089,3325,2472,1689,1041,517,141,14862,349,751,580,323,161,87,33,17,2292,2998,3988,4018,2950,2031,1301,628,179,18092,15,18,11,0,4,0,0,0,41,0,0,0,0,0,0,0,0,4,5,18,32,36,24,25,8,0,146,21,35,36,36,27,25,8,0,192,2483,3650,3503,2563,1980,1327,634,219,16350,140,184,156,121,95,60,41,21,820,2648,3861,3693,2719,2106,1416,685,236,17364,60,101,33,20,3,0,0,0,225,9,8,8,3,5,0,0,0,33,13,75,106,168,200,202,93,22,875,83,183,146,191,214,202,93,22,1131,5071,6732,6828,5033,3662,2368,1150,357,31211,484,928,740,444,256,152,68,34,3110,5642,7857,7718,5670,4134,2717,1314,416,35457
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,19,0,0,0,0,5,6,3,0,19,56,69,83,92,93,58,25,5,487,10,3,5,9,15,8,0,0,45,68,76,88,97,108,70,31,3,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,66,81,68,82,56,29,6,437,8,3,5,8,7,3,5,6,34,51,74,85,76,85,55,30,10,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,20,0,0,0,0,5,6,3,0,20,106,137,166,158,177,112,59,14,917,15,4,12,14,20,9,5,6,79,119,144,178,173,200,128,67,13,1017
LGA54970,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,5,6,0,0,22,0,4,3,7,5,6,0,0,27,52,112,90,85,84,23,8,0,463,34,99,82,82,53,12,0,0,350,90,217,174,174,142,38,5,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,34,66,52,42,53,15,3,0,261,10,31,18,14,14,4,0,0,95,50,101,61,56,64,15,3,0,358,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,8,3,6,0,0,22,0,9,3,10,3,6,0,0,26,94,183,140,123,135,40,14,0,722,43,133,96,89,71,16,0,0,447,136,323,236,223,207,56,11,5,1197
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,4,0,3,24,0,3,3,4,9,4,0,3,24,71,127,90,84,65,38,8,0,485,57,115,73,45,38,10,3,0,343,129,241,166,131,111,51,11,4,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,50,82,73,64,57,26,5,0,359,27,30,19,18,15,0,0,0,115,73,110,91,86,73,28,11,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,10,0,3,25,0,3,3,5,9,10,0,3,25,126,203,165,151,122,64,16,0,848,82,140,96,66,53,11,5,0,454,205,351,265,216,180,81,26,3,1324
