LGA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
LGA50840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,8,27,39,49,29,13,171,0,7,8,26,39,49,29,13,169,181,169,214,277,354,379,170,27,1770,13,19,28,42,29,39,16,3,187,189,191,253,346,424,465,216,43,2132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,10,10,0,0,39,0,3,4,8,10,10,0,0,39,201,177,258,318,430,424,190,44,2041,25,8,25,22,30,24,15,9,158,225,191,285,351,472,452,206,57,2237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,8,34,53,57,32,17,209,0,10,12,35,53,57,32,17,209,377,344,475,600,779,803,361,75,3816,40,30,52,66,58,63,29,10,345,413,381,537,699,896,922,426,104,4367
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,23,0,0,0,0,0,8,0,4,23,26,23,40,66,65,64,37,10,335,3,0,9,11,8,7,0,0,38,33,30,50,73,75,76,40,19,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,41,43,66,51,51,43,22,346,9,5,10,5,6,3,4,0,35,39,41,51,65,53,57,51,22,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,20,0,0,0,0,0,8,0,0,20,58,62,88,121,114,118,81,34,676,15,4,12,6,15,8,3,0,72,68,67,102,137,134,133,90,41,770
LGA50980,0,4,0,0,0,0,0,0,6,3,8,3,7,0,0,0,0,20,5,17,28,52,48,42,22,9,216,3,20,34,61,49,42,22,9,238,738,1029,1015,929,702,403,106,28,4936,161,212,183,207,153,68,26,9,1029,905,1265,1231,1194,903,512,149,37,6206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,12,13,8,3,0,42,0,4,10,11,13,8,3,0,43,813,1355,1280,973,797,378,115,23,5730,147,263,184,173,119,60,22,11,982,967,1620,1469,1159,928,438,140,33,6766,0,4,0,0,0,0,0,0,6,3,5,4,4,0,0,0,0,24,5,21,34,65,57,45,21,9,257,3,27,43,72,63,45,21,9,282,1548,2387,2289,1902,1494,773,221,49,10672,313,470,376,379,270,126,45,23,2012,1869,2890,2707,2353,1828,953,289,75,12969
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,17,0,0,0,4,3,0,0,5,17,43,54,51,56,84,54,24,3,357,6,4,7,11,4,5,4,0,44,48,54,58,69,95,59,31,4,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,3,38,51,60,52,70,38,22,9,341,10,6,5,9,14,0,3,0,51,46,57,70,64,82,47,29,9,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,6,5,24,0,0,0,8,4,5,6,5,24,82,100,108,101,156,92,42,11,697,16,12,14,14,15,9,12,0,95,95,114,125,129,179,104,52,13,816
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,6,0,23,0,0,0,0,5,11,6,0,23,45,46,46,48,56,60,22,5,327,7,3,10,13,12,17,9,0,72,51,48,58,59,70,90,27,8,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,4,26,38,48,59,61,54,32,8,319,6,3,4,11,15,10,11,6,66,33,37,51,59,77,68,46,12,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,6,0,25,0,0,0,0,5,14,6,0,25,70,77,95,105,115,112,52,16,644,14,7,14,18,26,27,20,9,133,87,88,111,123,143,155,72,26,798
LGA51190,0,4,0,0,3,0,0,0,4,4,0,6,0,3,0,0,0,16,11,18,38,90,112,240,156,76,740,8,24,41,90,120,240,156,76,760,1595,1756,1688,1760,1860,1478,778,220,11147,148,362,320,242,165,125,61,46,1465,1757,2146,2045,2097,2138,1847,997,344,13376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,9,19,29,32,17,9,120,0,9,12,19,35,32,17,9,125,1684,1905,1876,2070,2171,1897,1068,516,13177,108,147,121,111,99,96,76,103,861,1789,2067,2009,2198,2299,2025,1158,622,14159,0,4,5,0,5,0,0,0,6,3,3,6,0,3,0,0,0,15,11,23,46,103,147,276,168,85,859,13,32,49,103,156,276,168,85,883,3279,3666,3562,3830,4027,3374,1847,734,24328,253,514,439,355,257,226,133,145,2328,3544,4214,4053,4290,4440,3875,2158,968,27536
LGA51260,0,3,0,0,0,0,0,0,3,0,4,4,7,0,0,0,0,16,0,20,50,105,120,297,220,116,933,0,27,48,118,125,297,220,116,951,1821,1641,2161,2337,2225,2246,1138,247,13818,104,181,201,198,167,128,89,38,1106,1926,1851,2408,2649,2518,2673,1447,404,15871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,10,34,34,48,24,16,172,3,4,13,31,34,48,24,16,180,1613,1819,2615,2704,2676,2647,1370,579,16030,114,136,134,120,130,143,115,45,940,1730,1965,2760,2854,2837,2844,1510,645,17146,0,3,0,0,0,0,0,0,4,0,5,0,9,0,0,0,0,20,0,24,53,140,150,344,248,140,1101,0,34,61,148,154,344,248,140,1127,3433,3468,4774,5043,4902,4896,2509,828,29853,219,313,333,314,298,273,208,82,2044,3663,3812,5162,5504,5355,5509,2960,1045,33019
LGA51310,3,16,3,0,0,0,0,0,23,0,0,9,9,5,0,0,0,22,0,21,30,64,65,98,109,81,464,3,34,47,70,68,98,109,81,506,1755,1275,1639,1994,1632,1116,604,246,10258,35,68,58,73,45,49,39,20,390,1799,1371,1749,2138,1746,1264,749,345,11155,0,0,0,3,0,0,0,0,3,0,0,0,4,5,0,0,0,8,0,0,3,12,17,8,5,15,61,0,6,3,18,18,8,5,15,69,1612,1389,1948,2196,1785,1289,810,541,11573,40,72,44,42,48,60,48,66,418,1657,1462,1993,2259,1857,1355,861,621,12062,3,16,3,3,0,0,0,0,23,4,4,11,12,7,0,0,0,34,0,21,35,74,80,98,112,98,521,3,34,50,88,89,98,112,98,577,3367,2663,3584,4186,3421,2409,1410,785,21833,78,139,107,116,92,107,85,88,809,3456,2837,3743,4391,3602,2616,1608,969,23216
LGA51330,5,10,11,4,4,0,0,0,34,8,14,10,5,7,0,0,0,56,11,60,96,156,196,338,242,125,1222,22,79,114,166,213,338,242,125,1310,6808,7208,6390,5443,4433,3379,1657,454,35769,336,520,363,269,221,100,83,52,1944,7172,7804,6867,5879,4867,3817,1987,631,39025,3,0,4,0,0,0,0,0,6,0,5,3,0,0,0,0,0,9,3,4,17,42,45,41,33,13,200,9,13,27,37,49,41,33,13,218,6264,6674,6877,5651,5057,4122,2134,845,37632,259,392,266,173,147,112,142,91,1584,6528,7085,7168,5867,5256,4274,2310,959,39434,5,8,14,4,7,0,0,0,42,8,18,15,9,7,0,0,0,60,12,64,113,194,244,382,274,138,1424,34,93,137,209,260,382,274,138,1531,13070,13886,13267,11090,9487,7497,3788,1303,73400,595,908,620,444,368,211,230,147,3525,13703,14885,14030,11751,10116,8086,4299,1591,78459
LGA51400,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,6,33,62,58,109,50,10,330,0,6,33,63,60,109,50,10,336,1079,770,1009,1158,1039,697,278,34,6071,64,43,73,95,65,50,19,13,428,1146,821,1117,1318,1165,861,353,56,6833,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,10,15,14,9,3,0,58,4,3,10,14,14,9,3,0,67,1080,974,1245,1344,1103,783,326,69,6922,56,51,53,47,49,46,18,9,326,1143,1022,1308,1409,1162,831,356,82,7313,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,3,0,12,43,79,72,116,58,12,392,5,12,43,82,74,116,58,12,405,2159,1742,2258,2500,2143,1480,600,105,12989,120,89,130,139,121,92,40,17,749,2289,1842,2425,2727,2332,1692,701,136,14148
