LGA_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
LGA53430,0,4,4,4,9,20,18,23,33,111,0,0,4,7,24,59,92,57,43,289,49,325,411,322,297,248,177,86,68,1990,5,0,0,5,8,14,24,31,22,112,63,132,168,202,230,276,248,153,129,1600,1892,1038,1508,1414,1307,1165,750,270,82,9408,159,152,210,172,180,150,132,80,79,1318,2241,1687,2365,2241,2211,2247,1874,1029,518,16419,8,19,65,144,253,564,762,581,270,2659,228,269,347,361,307,312,278,137,61,2298,3,10,18,59,120,223,332,239,81,1084,0,0,0,0,5,9,26,96,161,297,9,11,28,60,104,202,337,238,108,1098,7,6,17,16,71,197,369,327,209,1218,0,7,7,17,18,37,42,64,61,250,5,0,7,20,41,107,179,120,70,560,95,478,599,566,534,456,326,142,106,3304,7,0,0,10,19,40,65,76,45,273,168,222,264,315,388,483,431,262,210,2745,3760,2071,2987,2901,2579,2332,1425,527,141,18721
LGA53570,0,0,0,0,0,4,7,3,3,17,0,0,0,0,4,14,33,14,5,63,4,20,37,36,39,44,28,9,0,224,0,0,0,5,0,4,13,15,4,37,12,4,11,26,27,43,37,17,8,186,333,150,222,180,224,204,161,53,12,1543,37,20,26,20,33,37,46,23,5,240,397,214,310,288,367,424,414,202,45,2660,5,5,3,20,54,142,225,118,28,603,48,34,39,43,52,72,64,35,4,396,0,4,0,3,11,41,90,43,8,202,0,0,0,0,0,4,3,10,3,26,0,5,10,5,24,63,88,67,12,272,0,0,0,5,14,66,112,91,25,323,0,0,0,0,5,4,18,13,3,44,0,0,0,0,11,18,71,46,10,150,12,26,54,54,64,76,71,20,3,388,0,0,0,5,0,16,35,24,4,80,17,12,15,41,54,79,85,41,5,352,647,346,409,371,488,424,350,124,25,3188
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,13,21,14,11,8,9,0,0,69,0,0,0,0,0,4,4,0,0,8,0,0,8,5,10,4,11,3,0,33,101,23,55,41,42,42,15,0,0,321,20,8,9,13,9,4,9,0,0,64,123,44,89,73,72,76,60,12,7,564,0,5,6,8,14,29,40,6,9,103,7,7,20,12,8,13,5,0,0,73,0,0,3,0,3,8,18,0,0,37,0,0,0,0,0,0,0,0,6,8,0,0,5,4,3,18,30,4,5,63,0,0,0,0,0,15,18,3,4,40,0,0,0,0,0,3,0,0,0,10,0,0,0,0,3,5,12,0,0,21,4,17,30,15,16,25,13,0,0,118,0,0,0,0,0,4,6,0,3,12,3,5,8,6,12,11,15,3,0,66,203,63,112,103,91,87,39,7,0,706
LGA53710,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,10,0,3,5,11,6,14,5,0,0,52,0,0,0,0,0,4,0,0,4,3,4,3,0,9,3,8,12,9,0,31,69,21,18,35,29,38,20,9,3,245,7,9,3,7,8,13,10,6,0,62,87,36,31,66,60,82,71,34,12,470,0,0,0,5,5,22,32,16,9,95,11,10,3,10,12,12,11,4,0,71,0,0,0,4,0,3,8,14,3,42,0,0,0,0,0,0,0,4,5,12,0,0,0,3,6,22,18,9,3,59,0,0,3,0,3,12,24,12,6,66,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,4,12,0,25,3,11,8,19,16,23,10,0,0,85,0,0,0,0,0,4,0,0,4,8,9,3,5,8,6,12,16,7,0,64,129,38,47,67,63,64,51,17,8,492
LGA53780,7,11,16,35,52,74,107,103,73,484,16,8,16,36,115,205,313,246,76,1033,200,977,1059,978,899,752,425,190,97,5574,4,0,6,26,47,55,102,118,63,425,387,438,523,799,794,876,670,388,155,5029,10735,5455,6219,6562,4536,2969,1832,577,168,39035,990,614,714,668,555,428,333,237,159,4696,12832,7794,8866,9731,7942,6571,5225,2770,1156,62887,14,81,220,500,1119,1889,2403,1765,660,8651,1389,1217,1190,1396,1229,1031,842,443,120,8859,27,29,67,157,314,571,831,587,190,2767,4,4,3,9,11,21,101,243,239,625,30,86,205,620,1228,1677,1849,966,294,6955,33,29,52,149,400,830,1315,1057,429,4297,34,27,37,78,92,146,252,236,122,1023,38,18,31,66,200,389,616,474,153,1983,439,1528,1629,1610,1492,1204,710,326,129,9068,3,3,16,39,93,131,267,271,119,947,1027,813,833,1336,1443,1521,1211,659,246,9085,21597,11779,12511,13626,9521,6094,3586,1140,272,80129
LGA53800,0,3,4,11,21,33,66,60,32,235,3,3,5,19,40,84,127,86,35,405,71,313,400,369,390,306,179,96,71,2198,0,0,3,11,19,30,53,46,35,195,129,119,171,209,269,278,226,149,75,1627,2917,1406,1395,1415,1451,1123,659,262,66,10697,549,299,274,312,304,256,206,125,78,2401,3870,2264,2369,2502,2775,2559,2030,1125,481,19992,9,24,68,162,454,745,960,679,289,3389,582,417,425,480,480,432,369,181,67,3432,5,9,24,48,133,268,386,272,118,1252,0,0,0,7,11,18,44,134,155,374,15,29,67,130,296,583,611,368,125,2216,10,12,17,39,140,327,473,401,226,1652,4,6,12,18,38,83,123,112,77,475,12,10,4,23,83,172,262,179,73,816,149,478,603,579,647,560,320,159,109,3601,0,4,4,11,35,59,99,105,57,369,340,228,270,344,419,503,410,263,125,2897,5800,2957,2849,2799,2897,2293,1354,524,128,21603
LGA53920,0,0,0,6,8,5,4,0,0,22,0,0,0,0,0,5,3,0,0,13,0,4,13,6,4,5,0,0,0,41,0,0,0,0,3,0,0,0,0,16,0,4,10,14,18,21,10,4,0,75,271,249,228,161,100,50,29,4,0,1104,125,55,55,40,37,24,18,5,4,355,412,330,318,259,202,145,90,25,9,1789,0,0,0,6,15,15,10,7,0,56,7,15,23,22,23,26,10,7,0,131,0,0,0,3,3,8,4,0,0,21,0,0,0,0,0,0,3,7,0,11,0,5,3,37,56,53,30,15,0,203,5,5,8,15,31,24,14,8,0,109,0,0,0,0,12,10,4,3,0,28,4,0,3,3,0,6,11,0,0,28,4,13,22,17,14,12,6,0,0,82,0,0,4,0,8,8,4,5,0,23,14,7,20,24,27,33,12,4,0,143,612,498,432,315,222,106,56,18,3,2264
LGA53990,4,0,6,10,16,19,14,20,11,93,6,0,0,14,25,66,88,51,14,257,73,230,270,289,258,228,133,39,25,1539,0,0,4,0,11,20,23,25,17,95,123,77,136,162,161,245,173,72,23,1171,2227,1015,1047,1191,1069,914,543,207,37,8262,214,136,121,119,123,138,114,69,18,1048,2801,1526,1660,1910,1894,1955,1560,760,224,14286,11,14,63,168,365,654,796,460,141,2680,481,253,287,344,319,294,283,104,27,2383,9,5,25,49,93,189,283,213,37,896,0,0,0,3,6,11,25,54,46,142,8,19,31,85,176,334,428,235,63,1372,4,10,9,25,66,209,343,261,111,1037,7,4,5,21,28,46,49,51,21,225,7,9,4,13,51,118,165,125,27,526,161,348,407,458,428,394,238,79,26,2535,0,3,3,7,17,48,67,53,23,227,287,161,174,269,278,433,330,144,40,2108,4664,2175,2162,2420,2174,1795,1065,399,74,16939
LGA54060,0,0,0,0,0,0,5,11,0,17,0,0,0,0,0,10,26,16,0,58,4,11,17,32,27,29,20,7,0,158,0,0,0,0,0,4,5,4,0,23,7,5,8,21,18,19,29,13,8,126,224,89,64,123,144,148,131,44,12,981,36,20,18,23,27,39,39,24,5,221,286,132,116,196,253,321,330,182,45,1851,0,4,0,10,32,113,156,95,23,438,31,12,21,19,48,53,50,27,6,262,0,0,0,0,7,30,53,46,4,147,0,0,0,0,0,0,3,15,9,28,0,0,5,12,24,58,79,53,6,230,0,0,0,5,3,32,57,67,16,185,0,0,0,0,4,5,14,21,0,47,0,0,0,0,8,21,38,32,11,109,16,20,22,47,44,64,40,12,5,276,0,0,0,0,3,7,12,9,4,37,15,9,16,24,35,49,54,23,6,241,428,219,136,223,286,294,261,79,17,1936
LGA54130,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,4,0,10,0,3,7,13,6,14,3,0,0,45,0,0,0,0,0,0,4,0,0,3,0,5,6,4,6,11,4,7,0,40,100,19,54,42,43,40,25,3,0,321,12,5,0,10,11,6,0,0,0,63,117,32,74,76,76,87,56,16,3,541,0,0,3,4,8,36,31,20,6,95,0,5,11,16,19,22,10,4,0,92,0,0,0,0,0,8,4,5,0,24,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,5,7,13,5,40,0,0,0,3,3,10,16,11,6,44,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,8,4,4,0,21,0,8,17,21,9,18,7,0,0,75,0,0,0,0,0,0,6,0,0,5,3,4,7,6,8,14,4,8,0,67,207,55,94,106,84,90,56,11,0,701
LGA54170,14,4,14,31,39,75,99,105,70,440,14,9,13,37,70,221,401,286,139,1181,317,1323,1144,1402,1214,1005,616,294,185,7502,0,6,7,26,43,82,134,126,111,535,531,557,603,878,1048,1324,1273,575,294,7073,12222,6317,5555,7211,7159,6033,3663,1082,259,49496,791,543,500,576,676,600,440,248,164,4545,14476,9139,8214,10932,11573,11331,9274,4122,1746,80810,35,108,212,575,1434,2945,4211,2511,1014,13042,1710,1478,1330,1861,1817,1544,1398,624,187,11941,28,37,68,250,573,1030,1711,1021,304,5022,0,0,0,3,6,50,145,341,457,999,60,107,112,268,646,1363,2046,1137,347,6087,43,36,51,122,410,1123,2095,1514,643,6035,22,25,26,63,83,164,249,256,135,1023,36,23,24,64,127,364,785,568,213,2212,662,2067,1840,2202,2034,1673,1123,469,255,12330,6,12,13,51,83,170,359,336,196,1217,1279,1047,971,1368,1754,2258,2263,975,448,12361,24791,13995,11421,14608,14453,11745,7103,2083,450,100657
LGA54200,3,0,7,12,21,24,49,59,37,221,3,7,9,11,43,89,171,167,59,561,111,488,562,600,511,381,258,120,80,3106,0,0,3,9,19,36,58,88,52,264,178,205,251,370,385,439,383,243,118,2573,4601,2166,2116,2544,2290,1854,1207,488,127,17397,347,210,217,270,244,222,168,125,73,1879,5485,3217,3315,4066,3963,3689,3266,1902,750,29654,12,37,98,262,554,1032,1514,1137,454,5094,687,562,536,679,615,554,509,274,92,4511,9,16,23,88,213,313,573,448,137,1829,0,0,0,4,5,12,67,156,155,397,23,28,61,178,384,607,924,541,176,2925,10,9,17,48,189,388,737,648,349,2392,10,3,12,30,45,49,125,119,84,481,23,7,14,21,88,173,331,311,90,1066,251,771,850,935,837,626,466,213,120,5068,0,4,3,16,42,58,148,181,110,567,462,360,405,588,678,765,720,408,182,4560,9308,4804,4319,5202,4739,3668,2221,936,229,35422
LGA54280,6,0,10,8,16,30,21,18,13,120,3,0,4,4,16,45,59,26,14,168,31,210,291,234,203,115,53,21,28,1189,0,0,9,0,16,16,19,16,7,84,83,67,137,151,150,149,86,44,34,904,2522,1111,1441,1313,991,704,272,75,18,8452,383,224,307,264,238,185,96,33,20,1758,3136,1691,2322,2097,1833,1534,794,322,138,13864,11,13,64,141,279,452,401,206,75,1646,319,259,356,297,244,241,122,57,19,1914,4,9,25,44,96,138,146,73,26,556,0,0,0,0,0,11,26,35,41,114,9,14,59,107,228,365,303,124,28,1240,11,7,12,15,89,213,211,111,48,721,7,4,19,14,34,51,59,43,23,245,7,0,9,13,35,95,131,63,16,363,67,298,419,374,340,217,112,39,34,1899,0,5,9,6,17,44,47,31,11,166,192,142,205,238,273,294,164,82,43,1629,5105,2457,3180,2801,2207,1627,598,159,27,18160
LGA54310,3,0,0,4,7,4,6,3,0,35,6,0,0,3,12,8,7,9,0,47,34,87,188,176,106,45,10,0,0,639,0,0,0,6,6,0,6,0,0,18,69,44,83,89,106,54,12,12,0,464,2092,675,1260,1220,773,337,82,12,0,6451,424,189,352,325,219,156,43,12,3,1720,2701,1048,2003,1954,1405,750,239,59,8,10166,0,9,48,68,165,203,89,36,3,611,215,126,264,258,180,106,42,12,0,1201,0,4,15,46,62,51,28,15,4,229,0,0,0,0,0,4,6,6,0,30,10,15,38,69,153,164,96,32,0,566,9,6,13,14,56,83,45,24,0,255,8,6,5,7,20,19,13,9,0,77,9,3,4,3,23,26,25,16,0,104,65,150,289,268,179,111,21,11,0,1093,0,0,0,9,9,5,12,14,0,52,152,94,134,164,172,117,43,14,0,888,4305,1530,2588,2731,1769,847,209,23,0,13998
LGA54340,0,0,0,5,3,5,4,4,0,25,0,0,0,5,3,7,6,8,7,39,7,26,42,34,29,30,17,13,3,202,0,0,0,0,0,3,6,9,4,18,15,11,9,19,26,26,16,12,13,148,287,174,150,121,121,114,66,24,14,1071,65,31,27,25,22,23,22,12,7,228,375,247,250,218,240,237,217,120,64,1970,3,0,3,22,53,105,109,89,31,420,38,35,48,41,45,44,40,11,5,301,0,0,4,4,12,22,36,24,3,106,0,0,0,0,0,0,5,13,10,32,0,0,10,21,27,62,72,47,8,244,0,0,5,0,11,28,44,38,14,151,0,0,0,0,5,10,8,14,6,39,4,0,0,5,9,16,12,8,11,63,7,36,56,55,43,57,38,20,9,322,0,0,0,0,0,4,12,14,12,43,23,18,18,21,39,54,41,21,25,259,591,359,351,302,270,238,142,53,25,2322
LGA54410,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,8,10,8,21,0,7,4,4,13,13,10,6,0,56,0,0,0,0,0,0,0,0,0,3,0,4,0,5,9,17,6,10,6,62,55,29,30,36,29,42,16,10,4,250,6,8,0,9,12,7,11,8,5,66,62,54,39,60,77,98,68,55,34,554,0,0,3,11,27,36,50,33,14,170,9,20,7,15,25,16,21,13,3,134,0,0,0,3,0,3,9,11,4,36,0,0,0,0,0,0,6,6,11,26,0,0,0,4,15,15,24,8,7,72,0,0,0,3,4,14,19,19,5,76,0,0,0,0,4,6,4,4,0,15,0,0,0,5,5,6,10,7,8,40,7,11,7,12,23,19,12,7,0,99,0,0,0,0,0,6,3,3,4,13,5,11,0,10,17,23,11,19,14,114,119,61,67,74,60,88,49,22,8,541
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,13,46,12,25,21,19,7,3,0,0,135,6,0,3,4,8,3,4,5,0,29,59,14,29,39,37,20,16,10,0,219,0,0,0,0,4,8,11,7,0,28,10,5,4,10,7,5,5,0,0,37,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,5,3,11,4,5,3,0,31,0,0,0,0,0,8,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,6,5,10,5,0,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,9,3,0,0,29,101,32,42,60,42,19,15,3,0,312
LGA54550,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,13,0,19,3,7,20,9,15,16,7,8,8,91,0,0,0,0,0,0,0,0,0,7,3,0,8,6,13,13,5,11,6,67,151,44,53,75,71,60,38,18,3,510,20,5,7,11,14,19,8,11,5,97,182,65,91,117,120,134,98,73,32,921,0,0,0,15,28,51,59,53,25,227,27,8,23,19,25,20,19,20,0,163,0,0,4,6,10,16,18,29,13,86,0,0,0,0,0,0,4,10,7,16,6,0,5,9,12,15,32,33,5,103,0,5,0,0,3,16,23,33,12,80,0,0,0,0,0,0,3,9,0,16,0,0,0,0,0,5,5,12,3,30,6,9,28,22,20,25,23,12,5,155,0,0,0,0,0,3,4,5,6,18,11,0,14,15,21,23,13,10,12,123,296,102,109,148,129,146,82,26,9,1052
LGA54620,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,4,0,0,11,0,6,11,8,10,8,5,0,3,45,0,0,0,0,0,5,0,0,0,5,0,4,0,6,5,3,3,0,0,23,52,12,23,34,24,17,23,4,0,195,11,8,8,7,9,10,0,3,3,57,67,26,39,52,56,62,47,25,11,388,0,0,0,3,12,30,23,20,9,85,6,4,8,13,9,10,12,3,0,71,0,0,0,0,3,3,7,0,0,16,0,0,0,0,0,0,0,4,3,4,0,0,0,3,4,19,9,4,4,47,0,0,0,3,3,10,9,6,9,35,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,10,6,0,0,21,5,10,6,9,18,16,8,0,3,78,0,0,0,0,0,5,0,0,0,5,4,5,8,6,7,6,9,6,0,45,113,41,52,74,70,45,41,14,4,457
LGA54690,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,22,7,12,15,12,19,11,3,0,89,0,0,0,0,0,0,0,0,0,7,23,8,12,17,27,31,23,6,7,159,0,0,0,0,0,12,27,7,3,52,5,0,5,0,3,12,9,4,0,36,0,0,0,0,0,6,4,4,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,8,10,7,4,32,0,0,0,0,3,0,12,3,8,20,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,9,4,0,11,0,0,0,8,7,8,8,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,5,0,23,52,20,20,29,26,30,22,4,0,201
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,4,4,3,10,5,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,0,5,0,17,70,8,24,25,26,27,17,8,0,208,10,0,9,4,6,7,3,4,0,50,88,17,42,50,49,56,47,17,4,373,0,0,0,11,9,19,17,9,4,70,12,6,8,7,14,11,4,3,0,73,0,0,0,0,4,5,7,3,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,10,10,0,30,0,0,0,0,0,0,7,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,14,0,5,4,9,16,12,7,7,0,57,0,0,0,0,0,0,5,0,0,3,0,0,4,3,3,4,5,4,0,37,127,24,45,66,64,64,43,12,3,444
LGA54830,3,0,12,17,15,37,47,28,9,164,0,4,10,19,39,116,107,73,22,391,112,455,679,562,377,320,148,73,38,2754,0,0,3,5,21,37,38,27,9,145,174,163,293,329,318,294,204,126,62,1958,4085,1739,2441,2304,1456,856,435,130,28,13478,391,210,251,232,216,144,92,47,15,1594,5015,2648,3861,3693,2719,2106,1416,685,236,22379,3,37,123,275,470,761,725,499,179,3087,685,446,680,638,501,375,278,111,24,3739,3,11,30,58,114,201,247,138,50,861,0,0,0,4,8,14,31,89,64,207,13,33,94,252,448,539,493,266,70,2221,13,4,26,66,146,296,355,302,111,1316,10,12,21,33,47,71,82,57,27,358,11,7,19,33,65,212,205,156,47,755,224,689,1054,904,628,514,262,130,49,4450,5,3,6,15,40,75,81,68,27,313,431,306,456,537,537,491,381,223,94,3453,8322,3779,4841,4777,3047,1747,809,260,57,27633
LGA54900,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,4,0,8,3,13,4,7,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,3,0,4,28,102,30,56,53,48,51,25,8,0,372,6,3,3,6,6,9,3,5,6,52,117,51,74,85,76,85,55,30,10,582,0,0,5,8,12,22,34,14,8,92,14,9,4,18,15,13,11,0,0,86,0,0,0,0,3,7,9,11,0,34,0,0,0,0,0,0,0,0,0,3,0,0,4,6,9,12,20,13,3,55,0,0,0,0,0,3,9,8,0,34,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,9,0,0,8,0,16,9,18,15,9,0,0,0,68,0,0,0,0,0,0,0,0,0,5,7,0,4,9,14,7,4,0,4,51,214,79,115,118,106,115,60,15,0,821
LGA54970,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7,0,0,11,3,5,5,0,0,0,18,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,0,0,0,23,45,29,57,31,20,22,3,0,0,204,11,16,38,18,13,14,0,0,0,104,57,50,101,61,56,64,15,3,0,419,0,0,3,4,3,20,10,3,0,46,5,6,13,16,11,22,7,0,0,82,0,0,0,0,0,8,0,4,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,14,27,29,5,4,3,82,0,0,0,4,11,17,3,6,0,43,0,0,3,0,5,7,0,0,0,10,0,0,0,5,5,4,0,0,0,22,0,3,10,14,11,11,0,0,0,47,0,0,0,0,0,4,0,0,0,3,8,0,10,9,8,10,3,0,0,50,96,75,147,103,83,68,15,3,0,595
LGA55040,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,9,7,5,8,6,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,4,0,23,95,31,57,53,42,34,11,4,0,331,25,27,33,27,24,17,6,5,0,158,127,73,110,91,86,73,28,11,0,606,0,0,0,9,8,19,18,0,0,56,14,15,20,12,17,7,11,0,0,100,0,0,0,0,0,4,5,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,19,9,3,6,48,0,0,0,0,4,4,12,5,0,27,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,5,0,0,14,4,11,16,10,16,10,7,0,0,81,0,0,0,0,0,0,3,3,0,9,10,0,14,8,14,8,0,4,0,54,182,93,161,125,95,81,27,4,0,767
LGA55110,7,7,8,19,33,56,135,157,72,493,11,7,8,29,75,220,400,381,146,1287,159,768,936,866,837,854,609,299,154,5492,0,6,6,9,40,81,151,180,103,573,307,257,366,491,615,811,835,503,264,4455,6301,3052,2960,3142,3131,2903,2253,927,199,24867,685,429,366,406,473,455,392,358,260,3821,7829,4712,4832,5251,5745,6370,6529,4059,1605,46934,22,56,153,393,932,2050,3461,2824,1072,10954,1030,777,839,929,911,1013,1118,656,192,7453,17,21,51,110,279,656,1181,1055,324,3694,0,5,3,0,10,31,127,286,292,753,24,74,94,226,499,1059,1689,1224,372,5275,21,21,46,79,230,763,1616,1573,679,5018,14,12,12,35,60,118,274,352,171,1052,26,15,16,51,131,387,787,734,268,2412,366,1188,1437,1357,1358,1353,1080,543,215,8896,3,3,9,32,66,167,352,407,181,1235,766,516,565,758,1001,1363,1496,902,403,7770,12328,6416,5845,6145,6172,5618,4239,1816,380,48956
LGA55180,0,0,0,3,0,7,6,7,6,32,0,0,0,3,12,24,32,21,7,97,14,69,83,82,92,105,47,25,10,533,0,0,0,5,12,4,12,19,3,50,15,27,23,39,42,85,65,41,23,365,575,269,289,284,353,354,221,75,25,2448,59,48,36,48,69,70,50,27,7,429,712,443,449,501,628,767,598,311,122,4522,0,11,16,33,112,254,319,185,61,982,101,83,68,72,94,116,105,57,14,714,0,4,7,5,29,78,95,72,20,312,0,0,0,3,0,3,11,30,38,81,0,3,7,19,52,131,155,101,25,491,0,3,3,9,28,64,136,121,44,411,0,0,0,3,11,16,15,13,12,70,0,3,0,5,12,41,63,52,12,192,22,114,123,123,145,187,93,39,20,869,0,0,0,0,10,7,28,36,4,89,47,45,42,67,96,168,133,77,41,714,1176,609,620,593,706,725,429,161,42,5070
