LGA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
LGA51080,125,105,42,3,269,92,6,367,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,5,122,103,39,3,271,97,6,377
LGA51120,102,85,19,4,204,75,5,286,3,0,0,0,3,12,5,18,0,0,0,0,0,0,0,0,3,0,0,0,3,12,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,4,0,8,4,9,0,0,18,0,0,16,108,95,23,4,229,98,8,332
LGA51190,3034,2601,1416,111,7157,2647,366,10171,349,123,221,20,714,1343,79,2137,128,54,39,0,227,173,30,424,479,171,263,19,938,1517,100,2556,59,26,28,6,109,204,15,333,10,8,13,5,35,65,5,104,4,0,0,0,5,8,0,15,17,4,0,0,21,12,0,32,0,0,0,0,0,4,0,4,94,37,34,5,173,292,18,490,18,0,0,0,23,42,0,67,21,0,0,0,21,17,0,36,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,9,35,5,7,0,51,63,0,116,8,4,0,0,10,19,3,28,3656,2810,1722,140,8327,4538,492,13356
LGA51260,4535,4118,1340,80,10071,2822,352,13238,305,92,96,3,493,639,29,1166,70,43,11,0,130,71,8,205,371,131,105,3,618,714,34,1366,14,0,0,0,18,13,0,31,0,0,0,0,0,0,0,0,9,0,0,0,9,5,0,18,0,0,0,0,0,0,0,0,4,5,0,0,17,14,0,31,30,9,5,0,44,26,3,74,17,7,5,0,27,50,4,83,51,3,3,0,54,100,0,159,0,3,0,0,10,3,0,10,8,6,0,0,12,3,0,14,77,22,7,0,106,158,4,268,10,9,0,0,14,14,4,36,5025,4291,1458,81,10859,3737,397,14988
LGA51310,1989,3738,554,67,6356,1091,178,7619,152,104,47,7,311,245,16,572,190,132,70,6,400,210,29,627,342,236,115,10,705,453,41,1202,114,15,22,7,158,226,14,391,121,31,15,3,169,194,17,377,149,29,23,3,206,345,21,568,52,20,11,3,86,95,13,188,0,4,0,0,4,4,0,10,435,101,67,22,617,860,61,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,11,0,16,2776,4080,732,99,7691,2416,278,10378
LGA51330,6645,11038,2613,398,20695,4721,1178,26598,964,1051,415,112,2544,1740,416,4701,177,141,66,19,405,197,138,736,1137,1194,478,131,2945,1936,549,5434,191,226,78,16,514,351,66,930,15,12,0,0,26,17,5,54,80,11,4,7,94,66,21,189,35,5,4,6,43,47,8,108,10,11,5,0,26,19,3,43,326,261,96,29,707,507,103,1317,0,0,0,0,8,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,14,5,3,15,7,7,0,0,19,14,3,38,4,10,8,0,23,30,4,61,8125,12507,3205,559,24392,7209,1841,33444
LGA51400,1797,2359,720,34,4906,917,122,5949,31,7,20,0,61,115,0,174,0,0,0,0,3,10,0,15,32,9,20,0,63,121,0,188,12,0,0,0,12,55,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,55,0,69,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,0,8,0,3,0,0,7,0,0,8,1841,2376,740,34,4995,1097,131,6221
LGA51470,78,42,11,0,125,78,0,206,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,77,42,13,0,132,84,0,219
LGA51540,400,370,167,15,949,324,50,1320,22,14,22,3,68,113,5,187,3,3,3,0,12,17,0,31,29,15,31,3,76,134,8,215,7,0,0,0,10,44,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,44,0,48,46,9,7,0,61,68,0,129,3,0,0,0,3,7,0,11,4,3,0,0,3,9,0,11,0,0,0,0,0,0,0,4,47,12,7,0,65,78,4,147,8,8,4,0,14,14,0,30,494,399,204,18,1117,589,63,1771
LGA51610,187,177,33,0,407,69,6,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,13,0,0,0,20,15,0,26,0,0,0,0,0,5,0,3,207,178,34,0,422,80,6,506
LGA51680,697,729,155,4,1590,292,19,1902,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,3,5,0,0,11,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,10,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,705,730,155,8,1605,306,19,1926
LGA51710,58,86,11,0,152,34,0,193,21,24,7,0,58,27,0,83,3,4,3,0,5,0,0,10,22,33,11,0,67,35,0,96,21,9,3,0,29,40,6,76,10,22,9,3,36,8,0,51,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,10,3,71,58,6,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,6,0,6,108,146,30,3,292,131,4,422
LGA51750,600,874,176,16,1671,349,54,2070,141,147,76,5,377,197,25,604,125,88,42,3,258,126,11,398,268,236,123,12,637,324,40,999,43,19,21,5,89,138,11,242,44,5,6,3,60,167,4,234,166,47,56,4,277,282,41,600,48,17,18,5,87,143,18,248,0,0,0,0,0,0,0,0,306,91,100,11,513,729,82,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1174,1202,398,46,2821,1403,175,4399
LGA51820,9440,14440,4082,385,28350,6006,1034,35391,905,555,479,48,1994,1942,162,4092,221,159,121,13,513,373,59,953,1127,715,601,56,2506,2317,217,5041,120,26,56,14,218,401,31,652,143,65,83,13,300,506,49,856,304,61,47,16,425,481,49,958,94,18,18,0,126,157,11,295,23,12,16,0,47,22,0,73,681,179,218,40,1117,1573,137,2832,0,0,0,0,0,9,0,8,60,3,6,0,73,122,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,3,6,4,78,133,3,212,4,9,0,0,16,29,5,42,11323,15351,4911,486,32070,10049,1398,43510
LGA51860,46,64,9,0,112,7,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,42,64,9,0,114,9,0,122
LGA51890,973,803,366,26,2164,919,81,3165,23,8,9,0,36,69,0,108,0,0,0,0,0,0,0,0,23,8,9,0,36,69,0,108,18,6,7,0,33,70,4,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,7,0,34,70,4,104,5,0,4,0,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,0,12,3,3,17,0,3,0,0,5,10,0,16,1016,821,380,31,2253,1067,86,3404
LGA51960,292,279,117,12,696,273,28,998,10,5,8,0,19,32,4,58,0,0,3,6,4,21,0,27,10,5,9,4,29,54,4,83,5,3,0,0,10,17,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10,17,3,19,3,0,0,0,3,3,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,12,6,0,0,0,0,4,0,8,312,280,133,12,739,350,30,1126
LGA52030,177,66,21,0,262,118,3,394,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,7,0,0,7,185,69,21,0,280,135,3,418
LGA52100,145,95,17,0,258,104,3,372,0,0,0,0,3,9,0,11,0,0,0,0,0,3,0,3,0,0,0,0,3,19,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,146,99,20,0,262,126,3,395
