LGA_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
LGA54170,..,132,10,135,0,135,..,1782,471,2254,12,2266,..,182,15,201,0,201,..,557,18,576,10,584,..,819,25,841,13,854,..,291,14,303,3,305,..,65,0,69,0,67,..,489,20,511,4,514,..,257,12,275,4,278,..,41,0,41,5,41,..,195,3,196,0,199,..,108,0,107,0,107,..,114,7,120,0,120,..,74,0,74,0,74,..,1338,54,1396,11,1403,..,1030,71,1101,9,1108,..,345,34,381,3,382,..,20,3,26,0,26,..,120,26,146,0,146,..,263,22,285,0,292,..,115,3,116,3,116,..,488,42,527,9,531,..,591,49,641,8,645,..,466,33,502,10,512,..,268,28,295,3,299,..,24,0,26,0,26,..,187,25,208,0,207,..,156,0,155,0,160,..,270,25,294,3,297,..,212,4,215,0,218,..,277,19,293,0,291,..,908,46,956,13,966,..,666,50,719,11,731,..,108
LGA54200,..,22,4,28,0,28,..,653,155,805,12,822,..,42,0,44,0,46,..,162,6,165,0,167,..,233,13,246,3,246,..,37,3,40,0,40,..,148,6,150,0,155,..,55,0,56,0,56,..,236,14,250,4,254,..,29,0,29,0,28,..,249,23,277,9,280,..,115,10,127,3,124,..,77,5,79,0,83,..,46,4,51,0,51,..,950,63,1021,14,1030,..,507,54,564,3,565,..,77,7,83,4,84,..,16,3,21,0,19,..,29,10,47,0,47,..,11,0,11,0,11,..,304,20,321,0,323,..,35,5,42,0,42,..,84,9,93,0,91,..,58,8,66,0,66,..,67,7,68,0,68,..,27,6,29,0,29,..,52,4,60,0,60,..,259,16,275,5,280,..,154,6,165,3,165,..,356,12,369,3,372,..,170,15,183,4,189,..,943,44,987,17,1005,..,105,12,117,0,116,..,155
LGA54280,..,6,4,8,0,8,..,183,42,227,0,223,..,23,0,21,0,21,..,52,3,48,0,48,..,50,0,52,0,51,..,12,0,16,5,16,..,18,0,16,0,16,..,50,3,53,0,53,..,123,5,127,0,127,..,19,3,20,0,21,..,93,8,100,0,102,..,25,4,35,0,35,..,60,6,64,0,64,..,30,4,36,0,36,..,420,33,455,3,458,..,53,4,57,0,60,..,7,0,6,0,6,..,4,0,7,0,7,..,23,13,28,0,31,..,0,0,0,0,0,..,66,0,63,3,66,..,52,0,53,0,53,..,14,0,9,0,9,..,51,11,60,0,60,..,31,5,31,0,31,..,63,3,63,3,64,..,8,0,8,0,8,..,276,6,276,0,277,..,59,3,60,0,63,..,319,3,327,4,330,..,66,6,72,0,65,..,710,19,729,7,740,..,93,3,99,0,102,..,35
LGA54310,..,6,3,14,0,14,..,167,37,200,3,203,..,11,0,11,0,11,..,54,0,54,0,55,..,35,3,33,0,37,..,20,0,23,0,23,..,22,0,22,0,22,..,30,4,33,0,33,..,84,6,94,0,94,..,45,3,46,0,50,..,51,3,56,0,57,..,42,4,42,0,42,..,45,0,50,0,50,..,24,0,24,0,27,..,340,19,358,5,366,..,30,3,31,0,31,..,18,0,15,0,15,..,8,6,7,0,7,..,12,3,13,0,13,..,19,0,18,0,18,..,24,0,26,0,30,..,0,0,0,0,0,..,19,0,19,0,16,..,31,0,34,0,34,..,16,0,16,0,16,..,13,0,13,0,13,..,18,0,18,0,18,..,169,9,173,0,173,..,41,4,46,0,46,..,235,4,241,7,247,..,37,9,36,0,36,..,481,19,500,7,502,..,56,0,64,0,58,..,23
LGA54340,..,0,0,0,0,0,..,20,19,34,0,34,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,18,5,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,19,0,19,..,8,0,13,0,13,..,11,0,11,0,11,..,147,62,213,4,214,..,185,69,252,4,257,..,0,0,0,0,0,..,7
LGA54410,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA54480,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0
LGA54550,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,3,0,3,..,18,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,18,0,18,..,0,0,0,0,0,..,19,0,19,0,19,..,3,0,3,0,3,..,38,5,42,0,42,..,3,0,3,0,3,..,0
LGA54620,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0
LGA54690,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA54760,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA54830,..,24,5,32,0,30,..,455,140,589,11,606,..,34,7,46,0,47,..,112,4,114,0,117,..,111,7,117,0,117,..,27,5,32,0,32,..,72,3,79,0,79,..,181,24,198,0,200,..,318,41,358,8,369,..,75,11,86,4,86,..,942,99,1044,22,1065,..,120,9,129,0,128,..,139,9,148,3,154,..,39,3,43,0,43,..,1890,197,2082,37,2116,..,135,13,148,0,150,..,76,23,96,3,101,..,18,0,18,0,18,..,118,59,174,4,183,..,18,4,18,0,18,..,244,26,270,0,274,..,49,6,54,0,57,..,36,0,40,0,41,..,147,19,164,4,167,..,59,5,64,0,70,..,64,0,61,0,61,..,115,29,153,0,150,..,917,30,945,13,958,..,158,12,169,3,173,..,1328,58,1386,11,1394,..,279,9,289,5,294,..,2676,110,2785,31,2817,..,235,32,263,0,260,..,146
LGA54900,..,0,0,0,0,0,..,9,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0
LGA54970,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,13,0,13,0,13,..,3,0,3,0,3,..,0
LGA55040,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,10,0,10,5,5,..,4,0,4,0,4,..,24,0,24,5,26,..,0,0,0,0,0,..,0
LGA55110,..,21,5,22,0,22,..,305,108,410,6,422,..,47,9,55,0,55,..,129,6,134,3,137,..,199,10,208,0,208,..,55,0,56,3,61,..,18,0,19,0,19,..,76,14,83,0,83,..,106,10,112,0,112,..,60,0,61,0,66,..,173,14,185,0,192,..,62,4,65,0,65,..,44,3,43,0,43,..,22,0,25,0,25,..,560,45,600,3,602,..,236,10,242,0,244,..,81,13,90,0,90,..,18,6,25,0,28,..,65,15,82,0,82,..,9,0,9,0,9,..,114,12,127,0,122,..,57,9,65,0,65,..,69,8,72,0,72,..,94,5,99,0,99,..,72,8,75,0,75,..,20,4,21,0,21,..,30,0,34,0,34,..,364,4,373,3,371,..,205,12,219,0,219,..,442,4,449,0,451,..,95,8,99,0,99,..,1107,29,1138,3,1139,..,150,10,163,5,166,..,41
LGA55180,..,9,0,6,0,6,..,42,14,54,4,58,..,0,0,6,0,6,..,28,0,32,0,32,..,35,0,35,0,35,..,4,4,7,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,63,0,69,0,67,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,5,0,5,..,59,3,62,0,62,..,11,0,13,0,13,..,0,0,0,0,0,..,7,6,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,17,0,17,..,7,0,7,0,7,..,9,0,8,0,8,..,16,10,21,0,21,..,53,8,59,0,59,..,3,0,5,0,5,..,3
LGA55250,..,0,0,0,0,0,..,17,0,16,0,16,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,13,0,13,0,16,..,4,0,4,0,4,..,0
LGA55320,..,427,34,466,0,466,..,6269,1054,7328,44,7375,..,275,13,287,8,292,..,424,15,437,9,442,..,413,3,413,5,421,..,134,12,148,0,146,..,157,11,168,0,170,..,96,9,105,0,105,..,444,14,455,7,455,..,87,0,87,0,90,..,289,9,297,3,298,..,319,6,325,0,325,..,163,8,170,0,167,..,89,5,90,0,92,..,1643,57,1698,12,1711,..,1167,84,1254,13,1262,..,301,28,328,5,335,..,27,3,23,0,23,..,496,158,652,6,657,..,37,0,37,0,37,..,277,13,289,0,289,..,640,47,694,3,696,..,169,10,186,5,188,..,335,23,355,7,364,..,183,20,206,0,206,..,14,4,20,0,20,..,176,15,187,0,189,..,172,6,182,0,178,..,1471,187,1654,6,1661,..,200,4,204,3,204,..,240,15,260,6,262,..,2078,218,2295,10,2306,..,573,41,608,9,624,..,439
LGA55390,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,7,..,0,0,0,0,0,..,11,0,11,0,9,..,0,0,0,0,0,..,0
LGA55460,..,0,0,0,0,0,..,5,0,6,0,6,..,0,0,0,0,0,..,4,4,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,5,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,19,4,21,0,21,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,10,0,14,0,14,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,4,..,29,0,30,0,31,..,0,0,0,0,0,..,0
LGA55530,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA55600,..,0,0,0,0,0,..,5,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,..,6,0,6,0,6,..,11,0,11,0,11,..,0,0,0,0,0,..,22,0,22,5,19,..,0,0,0,0,0,..,0
LGA55670,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4
LGA55740,..,4,0,4,0,4,..,199,23,222,0,222,..,17,0,15,0,15,..,68,0,70,0,70,..,57,0,57,0,57,..,15,0,14,0,14,..,4,0,4,0,4,..,5,0,5,0,5,..,19,4,19,0,19,..,0,0,0,0,0,..,4,0,4,0,4,..,29,0,29,0,29,..,6,0,6,0,6,..,0,0,0,0,0,..,69,4,74,0,74,..,72,3,74,0,78,..,26,6,24,0,31,..,0,0,0,0,0,..,4,4,10,0,10,..,3,0,3,0,3,..,6,0,6,0,6,..,13,3,19,0,19,..,31,3,36,0,36,..,44,3,54,0,54,..,28,5,36,0,36,..,3,0,3,0,3,..,4,0,3,0,3,..,15,0,15,0,15,..,26,6,32,0,32,..,12,0,12,0,12,..,13,0,13,0,13,..,60,6,63,0,69,..,89,7,95,0,95,..,16
