LGA_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
LGA50840,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,29,0,30,0,30,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,12,0,12,..,18,0,18,0,18,..,17,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,5,..,0,0,0,0,0,..,13,0,13,0,13,..,5,0,5,0,5,..,22,0,22,0,25,..,0,0,0,0,0,..,0
LGA50910,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,6,0,6,..,0,0,0,0,0,..,0
LGA50980,..,0,0,5,0,5,..,124,17,141,0,144,..,6,0,6,0,6,..,87,4,88,0,90,..,85,3,90,0,90,..,13,0,16,0,16,..,5,0,5,0,5,..,3,0,3,0,3,..,20,0,18,0,17,..,3,0,3,0,3,..,5,0,5,0,5,..,24,0,24,0,24,..,13,0,18,0,18,..,0,0,0,0,0,..,74,4,75,0,75,..,86,7,92,0,92,..,24,8,30,0,33,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,10,0,10,0,10,..,18,0,19,0,19,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,83,0,83,0,81,..,10,0,15,0,15,..,95,0,92,0,92,..,17,0,15,0,15,..,202,4,203,0,206,..,114,9,118,0,119,..,17
LGA51080,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA51120,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,4,4,0,4,..,0
LGA51190,..,12,0,11,0,11,..,249,95,342,4,350,..,18,3,22,0,22,..,59,0,61,0,61,..,38,0,38,0,41,..,52,4,58,0,58,..,13,0,8,0,8,..,23,0,25,0,25,..,38,3,38,0,38,..,50,4,54,0,53,..,91,4,93,0,93,..,24,0,25,0,25,..,39,0,41,0,39,..,9,0,9,0,9,..,273,22,295,0,296,..,267,32,305,3,308,..,33,6,41,0,39,..,3,0,3,0,3,..,36,15,51,0,51,..,0,0,0,0,0,..,60,8,63,0,63,..,18,3,21,0,21,..,44,5,50,0,50,..,36,4,43,0,43,..,30,7,39,0,41,..,0,0,0,0,0,..,3,0,3,0,3,..,164,6,169,0,172,..,64,7,72,0,72,..,181,7,192,0,192,..,68,6,71,0,75,..,483,24,504,0,508,..,86,4,85,0,89,..,19
LGA51260,..,4,0,4,0,4,..,91,28,120,0,120,..,11,0,11,0,11,..,123,10,126,0,127,..,223,3,228,3,232,..,20,0,19,0,21,..,0,0,0,0,0,..,11,0,12,0,12,..,18,0,22,0,22,..,18,0,22,0,22,..,67,7,77,0,77,..,28,0,31,0,31,..,10,0,10,0,10,..,10,0,10,0,10,..,160,13,174,0,174,..,130,3,137,3,140,..,49,7,53,0,53,..,0,0,0,0,0,..,35,7,47,0,47,..,4,0,4,0,4,..,0,0,0,0,0,..,4,3,5,0,5,..,20,0,22,0,22,..,58,7,62,4,65,..,13,0,15,0,15,..,0,0,0,0,0,..,5,0,5,0,5,..,26,6,32,0,30,..,54,0,55,0,55,..,57,3,59,0,60,..,13,0,15,0,15,..,155,9,162,3,163,..,63,0,63,0,64,..,20
LGA51310,..,52,8,52,0,52,..,810,128,941,4,950,..,46,0,50,0,47,..,188,7,196,3,199,..,161,0,163,0,163,..,174,6,179,0,179,..,16,5,18,0,18,..,51,4,55,3,58,..,87,0,93,0,93,..,50,4,55,0,54,..,46,3,50,0,50,..,44,5,48,0,48,..,26,0,23,0,23,..,37,3,38,0,39,..,352,22,379,3,386,..,342,16,363,5,367,..,132,19,153,0,153,..,9,0,9,0,9,..,43,5,51,0,51,..,48,0,46,0,48,..,63,0,58,0,58,..,91,3,99,0,98,..,39,3,43,0,46,..,77,0,78,0,78,..,71,5,80,0,80,..,0,0,0,0,0,..,51,4,52,0,52,..,10,0,10,0,10,..,50,0,47,0,47,..,37,0,37,0,37,..,36,0,40,0,40,..,135,5,138,0,138,..,199,5,202,0,204,..,48
LGA51330,..,541,87,631,0,631,..,10324,2725,13044,117,13162,..,51,5,53,0,53,..,289,13,308,6,306,..,179,3,182,0,184,..,101,6,103,0,106,..,531,27,556,0,553,..,366,20,381,0,381,..,1285,55,1336,12,1349,..,759,62,823,11,832,..,2623,229,2857,25,2880,..,1133,53,1183,0,1187,..,1240,63,1307,17,1324,..,356,9,364,0,366,..,8285,515,8804,65,8872,..,581,63,640,7,643,..,263,38,296,0,300,..,67,25,87,0,89,..,930,388,1323,5,1329,..,16,0,16,0,16,..,1630,73,1701,14,1716,..,388,70,454,0,460,..,174,9,183,0,183,..,167,12,181,3,187,..,150,16,169,6,175,..,49,10,55,0,55,..,42,6,47,0,47,..,564,17,582,4,580,..,1505,145,1647,20,1668,..,667,21,685,10,694,..,759,41,800,7,804,..,3490,222,3714,32,3754,..,371,40,413,0,413,..,1257
LGA51400,..,0,0,0,0,0,..,52,3,59,4,58,..,3,0,3,0,3,..,30,0,25,0,25,..,41,0,41,0,39,..,10,0,10,0,10,..,22,0,23,0,23,..,0,0,0,0,0,..,10,0,10,0,10,..,4,0,4,0,4,..,13,0,13,0,13,..,13,0,17,0,17,..,43,3,43,0,45,..,7,0,11,0,11,..,120,4,124,0,124,..,45,3,49,0,49,..,11,0,11,0,11,..,0,0,0,0,0,..,5,3,6,0,6,..,0,0,0,0,0,..,100,13,111,0,111,..,10,0,10,0,10,..,12,0,17,0,17,..,13,0,13,0,13,..,43,11,52,0,52,..,0,0,0,0,0,..,0,0,0,0,0,..,104,0,108,9,113,..,13,0,13,0,13,..,137,0,138,0,138,..,34,0,37,0,34,..,286,4,295,10,303,..,23,0,23,0,23,..,11
LGA51470,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0
LGA51540,..,0,0,0,0,0,..,38,3,46,0,46,..,39,12,47,0,46,..,19,0,19,0,19,..,12,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,3,18,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,25,0,25,3,28,..,22,0,22,0,22,..,12,5,18,0,18,..,0,0,0,0,0,..,7,0,14,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,4,0,4,0,4,..,48,13,57,0,58,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,5,0,5,..,8,0,11,0,11,..,6,0,9,0,9,..,17,0,17,0,17,..,26,16,42,0,42,..,56,20,75,0,78,..,5,0,6,0,6,..,3
LGA51610,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA51680,..,0,0,0,0,0,..,9,0,9,3,13,..,11,0,11,0,11,..,8,0,8,0,8,..,11,0,11,0,11,..,11,0,11,0,11,..,0,0,0,0,0,..,5,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,9,0,9,..,7,0,7,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,4,3,0,3,..,6,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,5,0,5,..,10,0,14,0,14,..,4,0,5,0,5,..,0
LGA51710,..,20,26,40,0,40,..,192,135,325,7,333,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,6,0,6,..,0,0,0,0,0,..,9,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,12,9,19,0,19,..,13,0,13,0,15,..,261,52,310,3,313,..,295,55,349,8,359,..,0,0,0,0,0,..,3
LGA51750,..,10,5,14,0,14,..,356,82,437,3,436,..,11,0,10,0,10,..,97,4,97,0,101,..,47,0,47,0,47,..,18,0,18,0,19,..,9,0,9,0,9,..,3,0,3,0,3,..,25,0,25,0,25,..,0,0,0,0,0,..,9,0,9,0,9,..,26,0,20,0,20,..,6,0,6,0,6,..,4,0,4,0,4,..,83,0,78,0,78,..,56,6,60,0,57,..,79,12,92,0,92,..,0,0,0,0,0,..,4,0,8,0,8,..,3,0,3,0,3,..,4,0,3,0,3,..,40,0,40,0,40,..,20,0,19,0,19,..,41,0,41,0,38,..,23,0,27,0,27,..,0,0,0,0,0,..,13,0,17,0,17,..,3,0,3,0,3,..,28,3,31,0,31,..,4,0,4,0,4,..,13,0,13,0,13,..,43,3,45,0,45,..,94,3,100,0,98,..,16
LGA51820,..,116,21,137,0,137,..,3178,917,4098,54,4154,..,1185,193,1378,5,1382,..,487,31,516,12,529,..,483,14,494,11,504,..,96,12,100,3,105,..,211,11,221,3,221,..,308,22,328,3,329,..,452,19,470,5,476,..,171,20,186,5,188,..,385,28,416,3,418,..,254,19,275,0,275,..,288,24,307,6,313,..,112,10,118,0,118,..,2185,139,2323,20,2348,..,2083,253,2336,18,2354,..,270,27,300,0,303,..,16,0,15,0,15,..,327,127,452,0,458,..,32,4,35,0,35,..,551,34,586,7,591,..,400,39,440,6,449,..,292,32,326,0,326,..,1214,246,1459,9,1469,..,251,23,274,0,274,..,36,0,39,0,39,..,678,150,827,4,833,..,910,20,930,6,940,..,642,54,694,11,704,..,1371,55,1425,9,1433,..,366,12,375,5,379,..,3286,143,3430,33,3455,..,948,83,1031,13,1048,..,291
LGA51860,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,241,126,362,4,369,..,241,126,362,4,369,..,9,0,9,0,9,..,0
LGA51890,..,0,0,0,0,0,..,15,6,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,29,0,29,0,29,..,4,0,4,0,4,..,0,0,0,0,0,..,0,6,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,13,0,13,..,6,0,8,0,8,..,3,0,3,0,3,..,4,0,4,0,4,..,28,0,32,0,32,..,3,0,3,0,3,..,0
LGA51960,..,0,0,0,0,0,..,6,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,9,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,15,0,15,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,9,0,9,..,0,0,0,0,0,..,7,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,14,0,14,0,14,..,10,0,10,0,10,..,34,0,34,0,34,..,0,0,0,0,0,..,4
LGA52030,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA52100,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0
LGA52170,..,0,0,0,0,0,..,53,0,49,0,54,..,9,4,6,0,6,..,42,5,50,0,50,..,27,0,31,0,31,..,19,4,19,0,19,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,89,0,91,0,92,..,4,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,16,0,13,0,13,..,26,0,26,0,26,..,4,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,33,3,36,0,36,..,0
LGA52240,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,14,0,14,0,14,..,0,0,0,0,0,..,0
LGA52310,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0
