LGA_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
LGA55040,0,0,0,0,0,0,0,0,0,0,10,19,64,59,53,39,12,3,0,241,0,0,0,4,3,0,0,0,0,14,5,35,81,61,36,31,13,0,0,257,0,4,16,24,17,9,0,0,0,63,0,0,0,0,4,0,0,0,0,9,0,5,10,7,8,10,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,0,0,0,20,0,11,10,3,8,7,0,0,0,37,0,0,0,5,4,12,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,6,3,14,7,10,0,0,0,0,36,0,0,7,8,8,17,0,0,0,44,0,3,15,12,5,9,0,0,0,41,3,0,9,6,9,7,0,0,0,31,0,0,0,0,0,0,0,0,0,4
LGA55110,44,49,104,122,127,101,36,10,3,597,1253,1578,3073,3573,4062,3377,699,54,6,17674,5,16,36,52,50,57,31,7,0,264,41,238,813,1008,1002,711,113,0,0,3935,94,199,467,539,668,608,86,15,0,2679,5,27,97,130,142,92,17,0,0,506,158,319,732,755,779,709,163,11,0,3624,23,35,68,104,127,131,44,9,0,532,633,610,671,575,659,554,139,14,0,3860,945,382,395,339,290,234,60,3,0,2640,27,71,137,215,294,348,141,29,0,1259,7,15,30,34,34,29,9,0,0,166,0,23,70,103,115,87,30,3,0,433,8,27,89,110,133,121,46,11,0,554,19,105,248,277,298,271,102,7,0,1333,32,101,204,261,278,260,92,7,0,1231,30,84,277,366,469,396,92,10,0,1721,47,156,473,669,885,737,153,8,0,3129,87,365,867,1037,1150,1115,241,10,0,4881,62,68,78,81,68,68,22,6,0,463
LGA55180,4,4,15,8,13,20,10,0,0,79,146,110,310,356,464,488,150,27,0,2049,31,59,168,152,165,208,136,44,9,975,0,4,31,31,35,20,5,0,0,126,17,18,24,35,45,59,12,0,0,212,0,0,3,6,10,11,6,0,0,32,25,29,52,44,44,61,14,0,0,277,6,6,10,14,27,15,7,0,0,86,57,28,49,68,84,70,27,3,0,387,74,23,53,43,53,59,33,3,0,344,7,17,9,22,50,50,16,4,0,180,0,0,4,3,0,0,0,0,0,12,4,0,8,9,7,6,0,0,0,31,5,0,4,3,3,6,5,0,0,30,0,8,14,18,24,24,8,0,0,96,6,8,26,24,30,23,11,7,0,132,5,10,39,50,94,64,11,0,0,276,0,8,39,67,98,93,18,0,0,316,6,16,67,52,98,126,42,3,0,410,4,3,5,13,3,21,10,0,0,48
LGA55250,4,6,0,3,0,0,0,0,0,8,0,15,52,27,35,30,7,0,0,165,0,0,5,4,8,6,5,5,0,44,0,25,45,32,26,18,8,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,16,3,8,6,0,0,0,31,0,5,23,13,6,6,0,0,0,57,0,0,0,3,5,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,4,0,4,8,0,0,0,12,0,0,7,0,3,9,3,0,0,28,0,3,14,12,11,9,6,0,0,65,0,0,15,6,3,12,0,0,0,34,0,0,0,0,0,0,0,0,0,0
LGA55320,50,84,157,190,174,133,38,12,5,844,1686,2434,4473,5500,5668,4364,1283,109,5,25535,4,19,35,41,59,56,26,8,0,247,16,128,590,914,858,483,113,10,3,3101,120,171,348,494,580,485,155,23,3,2376,0,21,98,168,142,102,33,0,0,559,140,337,752,899,845,610,182,26,0,3790,49,98,177,268,337,238,86,14,3,1282,879,880,650,558,605,551,201,23,0,4348,1121,657,436,331,287,204,71,5,0,3120,39,122,263,389,472,391,139,16,0,1836,22,60,94,102,89,55,18,0,0,431,3,70,261,374,404,284,81,18,6,1506,15,66,159,227,261,183,127,25,0,1048,50,401,1037,1444,1271,779,330,45,0,5356,48,102,190,253,228,212,101,12,0,1147,32,143,446,685,793,651,181,11,0,2944,174,343,941,1168,1520,1355,396,41,0,5937,140,639,1612,1739,1706,1494,477,47,0,7860,170,169,180,162,140,102,41,3,0,971
LGA55390,0,0,0,0,0,0,0,0,0,0,0,7,10,3,13,13,5,0,0,52,0,0,0,0,0,0,0,0,0,0,6,19,47,36,30,19,3,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,4,0,0,0,14,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,14,0,0,6,3,0,5,0,3,0,16,0,0,0,0,5,6,0,0,0,14,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA55460,3,0,0,0,3,7,0,0,0,19,53,48,123,126,134,131,35,5,0,653,10,8,30,36,48,37,22,10,0,210,0,8,0,11,11,11,4,0,0,42,6,5,6,13,8,10,0,0,0,36,0,0,16,13,12,4,0,0,0,45,0,6,7,19,18,11,4,0,0,67,4,13,26,19,19,21,0,0,0,99,26,15,17,21,15,27,7,0,0,136,21,3,10,10,10,8,3,0,0,76,5,5,21,10,14,26,14,0,0,101,4,0,0,5,0,4,0,0,0,16,0,3,0,4,3,0,0,0,0,18,0,0,4,0,0,4,0,0,0,3,0,6,8,9,7,6,0,0,0,32,0,0,5,5,9,4,0,0,0,31,0,7,18,19,18,22,3,0,0,88,4,10,31,29,26,31,4,0,0,132,0,4,27,26,31,36,16,0,0,151,0,0,5,0,3,4,0,0,0,14
LGA55530,0,0,0,0,0,0,0,0,0,0,0,6,10,21,14,11,3,0,0,75,0,3,13,18,19,21,10,6,0,94,0,0,0,0,0,6,0,0,0,5,0,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,0,0,0,18,0,0,0,0,4,0,0,0,0,8,0,0,3,7,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,0,0,0,4,0,0,0,5,21,31,74,86,118,104,39,11,0,497,7,17,36,52,76,58,37,17,0,305,0,3,7,5,7,4,3,0,0,25,0,0,5,3,5,3,0,0,0,19,0,0,4,4,5,10,5,0,0,21,3,5,15,11,9,7,6,0,0,54,6,13,10,3,8,16,0,3,0,55,8,6,11,12,14,14,10,0,0,73,12,0,4,0,9,11,4,0,0,37,0,0,6,10,9,18,10,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,7,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,8,0,0,0,22,0,0,0,0,6,5,0,0,0,19,0,8,10,8,13,17,8,0,0,61,0,6,23,37,34,16,10,0,0,124,0,6,13,13,18,27,4,0,0,90,0,0,0,0,0,0,0,0,0,3
LGA55670,0,0,0,0,0,0,0,0,0,0,6,8,14,25,23,29,5,4,0,115,0,4,6,18,21,13,10,9,0,83,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,7,0,0,3,0,0,0,12,6,0,3,3,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,8,4,0,0,0,18,0,3,8,10,13,14,4,0,0,54,0,3,7,5,4,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0
LGA55740,6,3,15,11,27,0,4,3,0,79,166,225,402,440,512,324,117,21,0,2202,4,3,9,0,8,10,14,0,0,42,0,14,60,86,85,45,18,0,0,310,12,9,26,32,43,18,15,3,0,150,0,0,4,16,6,7,6,0,0,39,7,20,39,46,74,40,14,3,0,237,0,4,23,19,19,20,9,9,0,97,65,60,61,47,56,36,15,7,0,343,85,71,54,41,27,10,10,3,0,293,6,4,13,25,30,11,11,0,0,102,0,3,8,10,6,9,4,0,0,47,0,5,18,35,35,29,11,10,0,143,3,0,16,16,41,29,11,7,0,124,0,43,114,135,127,104,46,10,0,583,4,12,29,22,27,10,10,0,0,109,0,3,30,54,63,48,13,4,0,210,27,42,50,84,129,94,28,7,0,465,7,43,156,169,188,138,51,5,0,756,10,16,16,7,9,3,7,0,0,76
LGA55810,0,0,0,0,0,0,0,0,0,4,0,3,8,17,16,23,5,0,0,76,0,0,0,0,3,4,4,0,0,9,0,11,7,11,15,7,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,6,6,0,5,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,10,7,0,0,0,27,0,0,0,5,3,3,0,0,0,20,0,0,0,0,3,7,5,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,0,0,3,0,4,11,17,23,30,8,0,0,108,0,5,20,23,31,36,12,8,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,15,0,0,0,4,0,4,3,0,0,9,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,15,0,0,5,5,4,4,0,0,0,21,0,0,0,4,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,5,0,0,0,0,0,8,4,0,19,24,25,25,15,0,0,108,0,0,9,17,22,27,23,10,0,111,0,0,0,6,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,4,0,0,7,0,0,0,6,0,3,0,0,0,14,0,0,5,0,6,4,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,4,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,3,0,0,16,0,0,3,6,10,4,0,0,0,28,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA56090,18,28,51,61,94,66,22,4,0,330,643,675,1305,1726,2172,1864,478,56,4,8914,14,8,24,28,32,52,21,10,0,193,20,82,298,407,417,312,56,4,0,1605,55,90,166,194,252,211,48,8,0,1021,4,13,29,35,45,36,16,0,0,182,75,149,281,373,356,351,89,5,0,1673,29,56,100,118,148,139,23,8,0,622,317,260,197,174,273,258,85,16,0,1576,406,149,86,74,83,76,23,7,0,898,23,51,136,184,231,258,74,10,0,974,13,7,20,28,28,33,7,0,0,137,0,13,43,72,74,57,15,5,0,282,4,16,31,57,55,74,32,5,0,274,15,56,170,233,313,231,97,13,0,1132,14,43,74,97,117,112,36,0,0,503,3,46,184,251,419,376,78,8,0,1377,46,88,241,343,491,446,171,19,0,1849,31,124,332,402,560,538,137,12,0,2128,43,33,57,56,43,45,24,4,0,306
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,0,0,0,16,0,0,3,5,6,6,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,3,8,25,27,31,9,10,0,0,116,303,286,552,690,814,653,176,17,3,3494,7,9,31,38,50,61,47,19,0,259,18,66,184,253,241,179,24,0,0,967,43,39,127,151,225,165,27,4,0,788,4,6,21,26,28,19,3,0,0,103,25,77,145,161,150,128,44,3,0,731,18,8,18,26,33,21,11,0,0,126,126,102,115,88,111,97,28,0,0,667,171,68,48,46,61,42,23,0,0,470,3,6,18,28,67,67,23,4,0,219,0,3,3,5,3,3,0,0,0,23,0,0,9,16,13,8,3,0,0,61,7,6,13,22,21,22,13,4,0,108,0,21,40,66,48,39,17,0,0,234,8,23,31,37,69,43,12,0,0,214,8,13,58,60,103,86,25,5,0,354,12,19,71,105,138,118,38,0,0,509,18,61,122,159,169,189,40,3,0,753,15,15,29,23,27,26,15,0,0,143
LGA56300,0,0,0,0,0,3,0,0,0,9,5,3,28,59,63,81,39,8,0,293,4,3,18,26,25,18,26,6,0,129,0,0,5,5,3,4,0,0,0,26,6,0,3,14,10,18,14,0,0,72,0,0,0,0,0,0,0,0,0,7,0,0,6,5,5,17,6,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,9,6,6,9,0,0,31,6,4,3,5,13,21,7,0,0,55,0,0,0,0,3,4,0,3,0,10,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,3,3,4,10,8,0,0,23,0,0,5,4,3,6,0,0,0,21,0,0,7,5,10,14,0,0,0,35,0,0,3,12,12,16,8,0,0,48,0,0,4,12,17,23,5,5,0,63,0,0,0,0,3,0,0,0,0,4
LGA56370,0,0,0,0,0,0,0,0,0,4,5,9,38,22,31,42,13,7,0,161,8,10,36,23,36,44,21,3,0,177,0,0,5,0,4,0,0,0,0,12,0,0,6,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,14,0,0,3,6,4,0,0,0,0,10,0,0,0,0,4,0,0,0,0,8,0,6,6,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,5,6,7,4,0,0,28,0,0,5,9,4,6,0,0,0,27,0,0,3,0,5,9,3,0,0,25,0,0,0,0,0,0,0,0,0,0
LGA56460,0,0,0,0,7,11,3,0,0,29,53,87,182,211,210,217,58,14,0,1023,8,19,43,54,57,58,26,9,5,277,0,0,20,7,13,11,0,0,0,44,5,8,31,16,14,15,10,0,0,91,3,5,8,3,9,6,4,0,0,32,6,12,22,17,38,22,12,0,0,134,4,7,11,13,13,19,3,0,0,68,36,24,28,42,30,27,21,3,0,204,17,9,7,17,13,11,5,0,0,82,0,9,15,15,17,24,8,8,0,95,0,0,4,3,3,0,0,0,0,10,6,6,9,12,20,8,0,0,0,53,0,0,0,7,4,3,0,0,0,17,3,3,6,9,4,7,5,0,0,46,0,0,3,3,10,13,7,0,0,39,5,8,18,31,29,25,10,0,0,135,0,19,34,41,60,68,18,0,0,245,8,25,74,65,66,79,27,3,0,344,4,4,4,4,3,0,0,0,0,23
LGA56580,10,16,20,39,63,31,12,6,3,184,314,509,708,989,1280,923,329,56,7,5114,4,5,3,5,17,17,4,8,0,67,0,23,98,216,259,133,38,3,0,776,20,22,30,48,67,62,20,11,0,269,0,8,9,29,31,21,5,3,0,105,20,41,81,86,126,75,35,6,0,470,6,14,15,30,50,40,5,7,0,165,157,158,75,70,100,73,30,7,0,666,201,175,59,58,39,29,20,0,0,596,11,18,13,24,45,31,8,0,0,159,12,13,20,8,18,15,12,5,0,99,5,28,64,86,121,69,18,13,0,407,7,11,32,51,88,73,37,11,3,317,10,127,256,344,430,286,160,33,3,1646,11,20,22,25,41,38,14,8,0,170,6,28,135,129,122,118,43,9,0,583,77,103,124,167,248,281,110,12,0,1125,36,141,332,464,606,468,230,34,0,2316,44,40,24,22,31,22,11,5,0,202
LGA56620,0,0,0,0,0,0,0,0,0,0,4,10,18,26,31,25,8,0,0,122,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,7,5,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,8,12,9,10,11,3,0,0,50,0,3,11,15,14,12,6,0,0,55,0,4,0,10,15,7,0,0,0,31,0,0,7,7,8,7,7,0,0,35
LGA56730,4,7,9,18,13,13,5,4,0,71,149,178,327,416,539,486,144,12,0,2252,6,12,39,29,39,54,40,15,3,244,0,15,41,42,62,60,7,0,0,239,25,27,50,35,56,51,6,0,0,254,4,9,18,23,24,25,7,0,0,107,14,38,76,86,82,77,21,0,0,389,8,13,18,27,36,25,7,0,0,132,93,49,68,73,85,83,25,0,0,481,73,51,39,21,42,27,18,0,0,275,3,11,37,33,61,72,32,6,0,251,0,0,0,5,0,3,3,0,0,13,0,4,9,10,13,10,0,0,0,48,0,3,3,6,10,14,7,0,0,48,3,10,26,27,43,26,3,0,0,146,3,8,24,24,23,27,7,0,0,127,9,18,58,76,113,128,28,0,0,427,8,23,62,85,101,90,20,3,0,388,14,33,88,116,124,149,57,0,0,583,0,0,8,8,6,11,3,3,0,43
LGA56790,0,0,3,4,0,8,5,0,0,23,21,27,76,107,126,169,65,10,0,598,3,15,32,55,56,71,54,16,0,297,0,4,22,17,22,22,6,0,0,90,0,0,3,0,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,5,5,15,21,25,34,8,0,0,107,4,0,4,8,3,0,0,0,0,15,9,9,5,16,23,27,8,0,0,93,26,22,19,21,31,54,12,3,0,182,0,0,3,8,4,14,7,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,13,0,3,6,3,6,0,4,0,0,12,0,5,0,14,17,11,6,0,0,46,0,0,8,11,17,23,5,0,0,71,0,3,6,18,36,34,12,0,0,112,0,0,15,18,26,28,14,0,0,105,0,0,0,0,4,4,0,0,0,13
LGA56860,0,0,0,0,0,0,0,0,0,0,3,3,5,9,9,15,5,0,0,44,0,0,0,8,4,10,10,0,0,35,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,0,0,0,0,0,5,3,0,0,6,0,0,0,0,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA56930,0,3,0,0,0,0,0,0,0,13,43,42,40,47,77,50,32,3,0,330,9,0,0,0,6,3,0,0,0,16,0,0,3,8,8,10,0,0,0,34,4,3,3,3,4,6,3,3,0,26,0,0,0,0,0,6,0,0,0,4,0,0,3,8,7,6,3,3,0,29,0,0,3,0,3,4,0,0,0,11,14,4,4,3,14,6,5,0,0,54,17,22,7,5,3,0,3,0,0,55,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,3,13,14,15,6,0,0,61,0,0,5,3,4,11,9,7,0,41,0,11,16,10,31,30,17,0,0,115,0,0,0,4,0,0,0,0,0,15,0,4,0,5,3,3,7,0,0,19,9,3,9,4,18,6,3,0,0,64,3,16,22,19,32,25,15,0,0,133,6,0,0,0,0,0,0,0,0,13
LGA57000,0,0,0,0,0,0,0,0,0,3,4,15,15,18,23,21,11,0,0,114,0,5,12,21,13,29,19,6,0,103,6,7,21,11,19,20,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,8,6,5,0,3,0,18,0,3,5,0,7,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,7,10,9,0,0,0,25,0,0,0,7,4,4,0,0,0,18,0,0,0,0,7,0,0,0,0,8,0,0,0,4,0,0,0,0,0,5
