LGA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
LGA57280,110,490,465,3345,25,4439,8,105,62,2414,59,2650,162,12,19,43,3,231,31,9,3,10,0,66,80,41,21,84,4,225,1071,426,348,2433,53,4326,453,9,50,13,0,525,45,0,3,15,0,62,106,30,31,285,3,457,23,7,3,17,0,51,8,3,0,4,0,13,210,8,4,9,0,236,301,76,73,708,14,1159,71,34,23,211,4,344,15,0,4,0,0,22,9,0,0,4,0,10,12,3,0,6,0,19,3,9,0,6,0,13,352,55,40,30,3,484,161,51,18,20,0,252,23,3,9,16,0,53,10,0,3,9,0,21,42,3,3,4,0,53,293,83,75,587,4,1041,12,5,0,3,0,18,90,12,15,0,0,119,47,0,5,12,0,70,18,0,0,0,0,20,27,0,0,0,0,33,27,5,12,14,0,53,1122,132,189,586,8,2046,61,8,6,82,2242,2399,3912,924,850,7605,2387,15684
LGA57350,3,26,20,255,4,308,0,3,0,75,0,77,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,4,0,16,61,36,15,216,6,333,6,0,0,0,0,7,0,0,0,3,0,5,3,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,4,42,0,54,3,4,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,8,87,0,113,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,8,0,24,0,0,0,6,239,248,113,54,33,523,239,961
LGA57420,12,85,61,643,10,808,0,0,5,61,3,67,3,0,0,0,0,3,0,5,0,4,0,7,11,7,0,15,0,32,211,91,56,517,18,891,20,0,0,0,0,18,7,0,0,0,0,6,31,7,4,41,0,92,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,10,39,13,10,143,3,203,12,11,0,51,0,73,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,18,0,3,8,0,24,9,9,3,3,0,22,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,61,17,10,111,6,199,0,0,0,0,0,0,33,4,0,0,0,39,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,8,97,15,16,6,0,133,6,0,0,19,176,203,463,153,104,1154,212,2085
LGA57490,1640,7207,6059,30861,335,46103,39,273,170,2949,38,3468,933,56,86,154,4,1228,380,106,72,333,11,907,1483,450,314,874,20,3146,27740,6582,5620,24341,454,64742,1540,42,222,38,6,1852,398,58,53,135,3,650,1516,395,325,1946,24,4210,149,45,41,162,5,410,129,33,17,52,0,226,1196,104,44,90,4,1427,4827,891,759,5431,90,12001,1143,586,265,2103,32,4133,118,0,6,0,0,136,53,17,23,14,3,110,68,16,5,33,0,126,117,53,17,102,3,298,3019,367,249,79,22,3746,1282,431,293,125,8,2141,438,93,74,216,3,828,173,19,36,37,0,271,334,31,13,8,7,394,6294,1352,1059,5328,76,14110,433,42,8,45,0,526,1694,181,122,41,6,2040,388,59,25,140,3,619,62,7,6,8,0,97,255,8,31,10,0,300,1042,172,110,292,9,1628,8177,1077,1075,1269,101,11702,577,90,86,506,7223,8486,52515,11908,9814,53232,8207,135678
LGA57630,0,0,8,23,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,22,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,37,34,24,0,8,49,38,109
LGA57700,452,1842,1564,8274,72,12204,7,72,51,700,7,842,235,7,23,30,5,299,45,21,5,87,0,160,649,214,173,426,0,1464,4858,1578,1450,6064,97,14044,346,9,25,8,5,388,90,23,15,36,0,160,262,84,84,422,12,864,31,11,8,29,0,77,22,4,7,9,0,43,738,31,8,23,0,803,794,189,162,1150,14,2308,324,137,90,650,4,1210,15,0,4,0,0,23,11,5,3,10,0,29,5,0,0,8,0,16,19,11,4,25,0,54,366,66,46,18,3,502,282,123,62,33,6,502,64,22,23,61,0,167,11,9,0,13,0,36,32,9,4,0,3,44,972,288,254,1127,19,2657,32,0,0,9,0,43,375,57,45,13,3,494,63,13,8,19,0,96,26,5,0,8,0,47,44,0,0,0,4,46,140,35,33,49,5,259,2639,304,243,328,7,3521,128,20,15,122,1644,1928,11209,2954,2499,13660,1848,32173
LGA57770,3,35,55,266,11,373,0,3,0,94,0,99,4,0,0,0,0,5,0,0,0,0,0,3,8,0,0,0,0,11,106,33,38,178,3,351,12,0,0,0,0,12,11,0,0,3,0,11,12,0,0,13,0,30,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,22,10,5,41,0,81,21,0,5,18,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,3,0,9,3,3,0,0,0,8,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,14,8,30,0,77,0,0,0,0,0,0,6,0,0,0,0,3,10,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,7,8,0,0,3,0,9,42,3,13,6,3,70,3,0,4,4,154,163,246,66,69,470,178,1031
LGA57840,418,1915,1610,7981,81,12005,13,33,23,503,19,588,3829,95,172,99,20,4224,157,53,46,200,9,455,391,135,91,257,3,875,5008,1753,1374,7282,106,15524,326,8,60,12,0,409,264,30,29,72,0,391,455,103,92,638,9,1297,172,38,26,125,5,375,80,12,5,16,0,113,1259,57,54,30,8,1404,1298,347,268,2399,26,4345,903,306,165,1035,5,2419,246,0,12,9,0,262,54,17,0,9,0,80,47,4,8,22,0,87,35,18,14,26,0,90,112,16,22,3,0,158,192,88,46,24,0,347,296,51,45,105,3,504,118,5,25,17,0,167,13,0,0,0,0,15,1323,400,311,1946,15,3989,71,11,6,5,0,96,372,41,44,14,0,466,176,12,15,35,0,237,144,19,7,10,0,177,277,8,13,5,4,310,212,41,23,108,0,381,4985,420,458,521,44,6424,181,10,11,86,2000,2290,19037,3421,2864,15771,2302,43405
LGA57910,3383,9402,7399,35000,412,55602,80,214,85,2098,38,2521,11093,262,470,333,51,12208,1589,390,192,1093,14,3282,1885,566,316,895,19,3679,24416,8169,5998,30635,525,69741,2143,29,219,51,6,2447,1187,125,104,265,7,1701,2660,521,465,2522,41,6210,1742,427,211,1189,17,3593,461,82,41,97,0,682,7425,262,196,190,23,8097,7547,1815,1236,10036,123,20759,9915,2584,1170,7186,99,20954,602,4,46,20,0,680,210,40,18,51,0,314,2705,359,249,769,27,4109,201,69,58,158,3,482,1024,168,94,36,9,1338,1123,441,259,125,5,1953,1833,262,226,517,14,2857,712,44,103,111,6,972,111,37,8,3,0,160,5975,1751,1316,8097,84,17225,1220,96,63,95,11,1490,2338,217,222,61,3,2839,989,73,64,192,3,1327,522,51,35,50,5,660,4408,101,157,75,20,4760,918,214,108,511,0,1757,34307,2213,2419,2260,262,41458,1686,113,60,476,9820,12160,113069,17992,13436,70557,11323,226369
LGA57980,187,851,674,3012,29,4753,0,10,18,96,0,128,1060,40,58,51,6,1212,70,25,19,86,0,200,167,52,48,92,0,359,2344,841,598,3029,42,6853,120,0,14,3,0,139,192,28,25,49,0,293,265,61,38,270,6,639,77,34,20,61,0,196,46,5,11,8,0,74,339,20,13,12,5,393,690,200,141,1194,14,2236,309,116,45,315,5,793,96,3,0,0,0,103,5,3,7,0,0,17,15,11,9,13,0,48,9,7,0,14,0,32,20,3,0,0,0,25,54,29,9,5,0,99,148,14,27,61,4,252,79,5,6,6,0,105,0,0,0,0,0,0,681,185,151,946,6,1972,59,0,0,4,0,65,129,12,20,8,0,168,81,3,13,24,0,119,30,8,4,10,0,47,84,0,5,5,0,92,88,20,11,52,0,173,1810,206,236,204,10,2463,46,0,0,22,758,831,7317,1586,1246,6253,862,17267
LGA58050,2756,6622,5534,29058,383,44357,56,329,215,4294,68,4962,3648,80,189,133,18,4070,798,187,118,631,16,1752,1244,368,218,725,13,2568,18721,5881,4711,22998,486,52792,4582,56,280,44,26,4983,571,67,68,140,5,846,1422,372,316,1782,28,3913,288,140,69,331,5,838,234,35,29,81,0,385,6486,206,126,161,22,6999,3887,998,672,5302,69,10936,2631,1048,574,3518,50,7822,177,4,18,4,6,202,104,36,7,33,0,181,418,88,53,162,8,725,197,76,43,117,3,434,2164,248,179,85,15,2695,1117,422,265,139,17,1966,832,161,132,413,12,1542,215,21,27,36,0,307,205,34,11,3,0,256,4311,1122,930,5098,69,11537,537,51,23,50,4,667,1362,128,122,47,6,1652,601,41,34,143,6,829,338,41,12,27,5,421,2859,53,88,64,7,3072,609,122,102,273,3,1107,21939,1470,1292,1627,199,26529,1207,88,87,468,6965,8805,70489,11845,9371,53097,8177,152974
LGA58190,4,7,20,113,5,147,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,39,13,20,108,0,176,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,30,0,43,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,21,0,31,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,50,55,61,14,27,231,61,386
LGA58260,0,13,23,185,0,229,0,0,3,37,4,43,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,50,12,21,136,6,229,5,0,0,0,0,5,0,0,0,0,0,0,4,0,4,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,8,19,0,41,0,6,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,14,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,6,19,5,38,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,11,3,0,4,0,16,5,0,0,3,89,96,91,28,42,321,97,575
LGA58330,17,242,192,1205,23,1683,0,10,5,99,0,125,13,0,0,9,0,24,3,0,3,16,0,23,56,9,6,16,0,92,690,195,173,963,29,2050,7,0,0,0,0,7,22,0,0,8,0,29,70,19,15,70,3,176,5,3,0,0,0,8,13,0,0,0,0,11,9,0,3,0,0,20,120,35,31,271,10,467,42,9,8,35,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,6,0,13,31,0,4,0,4,35,33,26,4,6,0,66,19,3,3,8,0,34,4,0,0,5,0,5,6,0,0,0,0,6,156,46,44,239,3,492,0,0,0,0,0,7,18,11,5,0,0,34,9,0,3,0,0,15,0,0,4,0,0,4,4,0,0,0,0,4,41,7,5,17,0,70,140,27,14,53,5,241,14,0,6,27,487,530,1203,383,300,2161,549,4601
LGA58400,0,16,11,83,5,111,0,0,0,17,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,38,14,7,70,10,145,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,6,24,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,17,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,10,0,13,0,0,0,0,28,35,58,23,15,153,39,298
LGA58470,0,0,0,37,0,39,0,0,0,88,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,10,0,0,0,0,13,13,18,0,0,135,15,170
LGA58510,371,1586,1353,6069,123,9511,10,58,27,512,22,619,2438,65,118,65,17,2702,106,26,22,126,0,285,322,110,51,192,0,676,4022,1475,1185,5303,114,12104,449,8,73,5,0,540,195,25,20,53,0,297,439,97,96,503,3,1128,90,39,13,75,0,219,43,9,7,16,0,83,1333,41,42,41,6,1473,1233,320,233,1703,24,3508,894,239,130,815,22,2095,300,8,15,4,0,327,18,16,0,8,0,46,17,4,12,13,0,45,34,13,8,28,0,92,162,24,21,19,3,235,215,72,44,18,0,345,219,35,28,92,0,378,99,9,3,12,0,129,18,0,0,0,0,21,1084,357,279,1451,17,3187,55,5,11,5,0,78,204,32,18,9,0,266,148,3,20,38,0,209,117,10,12,11,0,147,330,6,32,5,0,366,158,36,24,93,0,316,5425,359,419,393,50,6648,176,12,13,78,2461,2731,16982,2890,2421,11773,2820,36889
LGA58540,0,27,27,230,3,296,0,3,0,26,0,33,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,62,30,27,207,4,330,13,0,0,0,0,13,0,0,0,0,0,3,10,0,0,20,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,6,65,0,90,0,0,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,13,0,4,0,0,19,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,7,6,50,0,87,0,0,0,0,0,0,5,0,0,5,0,8,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,7,6,3,3,13,0,24,3,0,0,5,94,99,147,51,51,455,99,802
LGA58570,359,1813,1399,5987,83,9634,13,27,16,253,0,314,1931,85,126,87,10,2236,177,69,49,218,0,520,308,128,83,220,5,742,4145,1631,1203,5424,72,12475,224,15,43,6,0,291,262,43,20,79,0,405,490,125,108,553,15,1283,329,120,60,282,0,796,60,14,22,30,0,136,645,53,42,34,8,777,1560,392,316,2070,12,4352,1756,490,210,1267,19,3752,208,13,18,8,0,247,34,7,5,12,0,67,263,26,27,76,0,390,39,26,8,20,0,92,125,30,13,19,0,179,206,84,51,15,0,355,266,73,44,115,0,496,98,8,16,21,0,143,24,9,3,5,0,36,1220,388,292,1636,14,3550,167,12,17,13,0,215,256,52,24,11,3,343,180,11,24,36,0,249,68,10,15,9,3,102,705,24,28,30,4,792,172,55,37,111,4,377,3553,456,460,451,34,4952,147,6,8,54,1829,2043,15830,3568,2658,12433,2058,36537
LGA58610,11,62,78,562,11,728,0,0,0,41,0,46,5,0,0,0,0,10,0,0,0,0,0,0,24,7,8,3,0,38,168,67,77,484,5,806,34,0,4,0,0,37,5,0,0,0,0,5,16,0,3,29,0,58,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,26,16,8,98,0,151,8,0,0,28,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,27,5,0,0,0,38,9,9,8,0,0,27,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,33,17,14,86,0,155,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,4,0,7,35,4,6,5,3,57,0,0,0,5,173,176,339,114,129,982,199,1761
LGA58680,8,17,27,146,0,197,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,4,0,14,48,12,17,137,0,221,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,0,4,21,0,30,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,3,0,3,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,4,4,28,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,6,0,19,0,0,0,0,91,98,94,29,36,282,96,535
LGA58760,3709,9312,7957,33574,363,54920,76,301,182,3220,65,3845,4420,107,220,234,24,4999,742,206,104,518,16,1581,2159,436,278,773,24,3668,42743,8011,6882,24855,594,83096,3231,57,255,91,11,3648,935,77,60,198,4,1278,2563,479,385,1928,39,5394,535,199,104,440,7,1288,357,35,31,57,4,488,6532,175,116,162,18,7002,9438,1280,1016,5945,122,17801,3481,1343,688,4065,53,9630,264,8,25,3,0,301,163,51,24,49,0,289,1679,326,150,410,15,2576,234,76,39,133,0,483,2906,389,227,111,21,3657,1769,636,377,179,16,2964,1193,158,114,342,10,1812,368,35,66,70,6,536,308,42,22,10,6,389,9565,1405,1238,5525,109,17838,761,60,23,67,6,913,4535,242,215,50,12,5054,721,82,58,176,9,1041,225,40,22,39,0,332,4749,85,147,94,16,5088,1740,198,159,268,8,2375,25564,1872,1681,1756,210,31089,1820,125,97,558,8179,10784,111855,15995,13014,58616,9632,209111
LGA58820,42,166,148,1175,32,1566,7,5,10,140,3,157,15,0,0,0,0,19,5,3,0,3,0,9,23,11,5,19,0,64,480,160,173,1015,32,1864,53,0,5,3,0,57,13,0,4,9,0,23,50,16,13,95,0,174,0,0,0,0,0,0,3,3,0,0,0,8,4,0,0,4,0,5,84,23,18,216,0,350,189,49,31,202,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21,12,4,4,3,45,28,19,4,3,0,52,14,0,0,18,0,38,0,0,0,0,0,9,4,0,0,0,0,4,124,32,28,230,6,424,0,0,0,0,0,0,26,0,0,0,0,23,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,11,5,3,9,0,28,87,12,12,18,0,132,11,0,3,20,312,356,1036,323,272,2218,381,4234
LGA58890,3,25,19,267,0,317,0,0,0,19,0,22,0,4,4,0,0,11,0,0,0,6,0,5,5,0,0,0,0,7,54,22,21,252,0,351,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,22,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,47,0,59,3,3,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,4,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,12,6,48,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,4,0,3,5,0,9,5,0,3,0,101,106,92,45,44,493,107,773
LGA59030,0,6,5,75,0,90,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,23,12,6,87,0,120,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,22,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,18,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,6,0,0,0,0,23,22,50,13,8,152,26,248
LGA59100,5,21,28,270,7,318,0,3,0,17,0,20,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,31,23,25,199,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,46,0,66,0,0,0,28,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,4,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,4,9,47,0,67,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,20,0,0,0,3,103,108,65,35,42,439,106,690
LGA59170,3,27,41,378,6,456,0,0,0,8,0,8,4,0,0,3,0,8,0,0,0,10,0,7,0,0,0,0,0,8,67,24,44,314,9,459,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,27,0,38,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,5,6,56,5,89,8,6,0,31,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,11,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,10,3,87,0,115,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,19,9,4,5,0,35,0,0,0,0,104,102,134,51,64,660,113,1021
