LGA_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
LGA56090,0,0,0,0,0,0,3,5,21,0,27,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,3,3,9,18,7,0,26,0,10,0,10,0,3,3,11,17,0,31,0,10,0,17,5,3,3,20,36,0,54,4,30,0,44,7,6,10,44,31,0,76,6,31,4,38,0,5,7,45,43,0,88,22,30,8,58,0,4,3,61,52,0,116,34,46,5,82,0,3,5,87,46,3,136,39,41,0,83,4,0,7,88,37,0,126,37,18,5,49,0,0,0,53,23,0,75,68,15,3,93,0,0,0,93,20,0,115,100,29,5,137,0,0,4,143,33,0,172,40,19,4,63,0,0,0,62,13,0,75,40,9,5,50,0,0,0,50,5,0,58,17,0,0,22,0,0,0,22,5,0,26,41,3,0,44,0,0,0,44,9,0,59,69,14,12,98,0,0,0,97,46,4,144,0,0
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0
LGA56230,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,3,4,3,0,4,0,4,0,4,0,5,7,7,9,0,22,0,6,0,12,5,3,3,13,20,0,39,5,22,5,26,3,9,5,40,44,0,82,5,35,6,41,0,6,5,45,33,0,78,12,26,3,40,0,0,0,40,45,0,78,24,36,3,62,4,0,3,63,39,0,97,24,8,0,32,0,0,0,39,30,0,70,26,8,0,31,0,0,0,31,11,0,49,22,6,0,24,0,0,0,24,9,0,36,26,10,5,42,0,0,0,46,9,0,53,19,3,0,21,0,0,3,19,6,0,30,19,7,5,19,0,0,0,19,0,0,24,5,0,0,5,0,0,0,5,0,0,4,12,4,0,17,0,0,0,17,4,0,19,15,19,0,35,0,3,5,42,25,4,70,0,0
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,9,0,0,0,9,0,0,7,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,3,0,0,0,3,0,0,3,0,0
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,4,0,6,9,7,0,13,0,3,0,3,0,3,3,4,11,0,14,0,9,5,12,3,0,3,10,3,0,19,3,8,3,14,3,0,3,16,7,0,21,4,3,0,14,0,0,0,12,7,0,23,10,4,0,14,0,0,0,21,5,0,22,7,4,0,13,0,0,0,11,9,0,21,6,6,0,10,0,0,0,10,0,0,12,5,0,0,8,0,0,0,8,3,0,9,12,0,0,13,0,0,0,13,4,0,16,3,0,0,4,0,0,0,7,0,0,7,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,5,0,4,5,7,0,12,0,0,0,12,6,0,15,0,0
LGA56580,0,0,0,0,4,0,3,3,11,0,15,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,8,0,6,0,4,0,4,0,0,0,4,10,0,10,0,7,0,7,0,3,3,9,9,0,17,0,10,0,10,0,0,0,10,4,0,19,3,11,0,10,0,0,0,13,0,0,14,3,9,0,14,0,0,0,15,20,0,38,5,15,0,24,3,0,4,32,9,0,41,10,14,0,26,0,0,0,26,12,0,46,11,7,6,24,0,0,0,24,13,0,37,11,8,0,18,0,0,0,18,7,0,26,35,17,3,55,0,0,0,55,17,0,72,17,3,0,20,0,0,0,19,8,0,28,19,4,0,23,0,0,0,23,4,0,24,9,3,0,11,0,0,0,11,7,0,20,78,23,0,102,0,0,0,102,12,0,113,22,14,9,40,0,0,0,48,8,0,53,0,0
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,3,0,7,0,6,0,6,4,0,3,10,4,0,10,0,0,0,0,0,0,0,0,6,0,12,0,4,0,3,0,0,0,3,6,0,14,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,14,0,0
LGA56730,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,5,0,4,0,4,0,4,0,0,0,5,5,0,8,0,8,3,6,3,4,6,17,23,0,40,0,6,0,13,4,4,12,20,24,0,46,0,16,0,19,0,0,0,25,23,0,46,11,19,5,32,3,0,3,39,36,0,75,20,14,0,38,0,0,0,39,19,0,63,18,17,0,35,0,0,0,35,14,0,51,8,4,0,17,0,0,0,18,16,0,36,8,6,0,15,0,0,0,11,4,0,18,22,9,0,30,0,0,0,30,13,0,36,11,6,0,20,0,0,0,20,3,0,20,7,0,6,11,0,0,0,7,6,0,16,5,0,0,5,0,0,0,5,5,0,3,0,0,0,0,0,0,0,0,3,0,6,9,9,0,14,0,3,3,25,10,0,34,4,0
LGA56790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,0,3,7,0,0,6,0,0,0,3,0,0,0,3,3,0,6,0,0,0,5,0,0,0,5,4,0,13,5,6,0,6,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,6,0,0,0,6,0,0,7,0,0
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,6,0,0,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,0,0,0,0,0,0,0,3,19,0,24,0,0,0,0,0,0,0,0,4,0,3,0,3,0,3,0,0,0,3,11,0,7,0,5,0,7,3,0,3,8,9,0,15,0,6,0,3,0,0,3,6,10,0,19,0,7,0,14,0,3,3,15,11,0,22,0,16,0,24,0,0,0,22,12,0,37,6,16,0,21,0,0,0,23,16,0,40,22,8,0,33,0,0,0,34,16,0,49,14,7,0,20,0,0,0,20,13,0,33,12,10,0,20,0,0,0,20,13,0,29,31,7,0,37,0,0,0,37,4,0,43,44,12,0,53,0,0,0,57,12,0,70,10,0,3,17,0,0,0,19,3,0,19,19,8,0,20,0,0,0,20,6,0,28,6,0,0,6,0,0,0,6,6,0,11,33,5,0,41,0,0,0,41,8,0,47,16,3,0,25,0,0,0,25,15,0,40,0,0
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,5,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,0,7,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,5,0,0,4,0,0
LGA57210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,4,0,3,0,10,0,9,0,0,0,9,7,0,16,0,7,0,13,0,0,3,19,6,0,22,0,6,0,3,0,0,0,5,11,0,19,0,4,0,7,0,0,0,7,5,0,19,3,0,0,9,0,0,0,9,6,0,16,8,7,0,15,0,0,0,15,0,0,14,0,0,0,0,0,0,0,0,6,0,12,0,4,0,4,0,0,0,4,5,0,5,3,0,0,7,0,0,0,7,0,0,6,3,0,0,3,0,0,0,3,0,0,4,3,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,10,0,0,0,10,6,0,13,0,0
LGA57280,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,6,0,8,0,4,0,4,0,4,8,10,14,0,19,0,0,0,3,0,0,0,3,20,0,23,0,3,0,3,3,3,4,14,15,0,23,0,0,0,9,0,0,3,11,14,0,23,6,6,0,10,0,0,0,12,13,0,26,14,6,0,22,0,0,0,22,8,0,30,19,5,5,31,0,0,0,31,8,0,39,33,5,0,41,0,0,0,41,0,0,40,28,0,5,26,0,0,0,26,8,0,39,39,11,4,56,0,0,0,58,7,0,62,15,0,0,15,0,0,0,15,0,0,17,19,4,0,24,0,0,0,24,4,0,28,12,0,3,14,0,0,0,14,0,0,14,24,4,0,28,0,0,0,28,3,0,31,13,3,3,23,0,0,0,24,9,4,36,5,0
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,6,0,3,0,3,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,3,0,0,0,3,3,0,6,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,6,0,6,0,0,0,11,0,0,11,8,0,0,8,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,3,0,0
LGA57490,0,7,9,11,4,5,8,26,101,4,125,0,11,0,15,0,4,8,21,17,0,39,4,20,4,25,11,8,16,39,61,0,97,7,27,4,33,12,18,28,59,95,0,156,8,51,8,58,12,25,38,96,171,4,275,22,163,15,207,34,38,69,272,325,0,599,46,248,20,311,25,23,49,367,240,0,608,128,249,22,400,15,13,31,429,277,6,712,211,217,23,447,18,8,28,482,246,3,726,244,161,21,421,10,4,12,434,149,0,585,240,84,18,347,0,10,8,359,114,0,471,221,63,15,304,6,5,5,309,74,0,385,317,86,24,436,5,0,10,445,94,0,541,145,37,12,195,3,7,11,204,64,0,269,108,14,11,133,0,3,0,137,21,0,157,42,10,4,63,0,0,0,63,11,0,65,88,23,9,117,0,0,0,122,16,0,138,181,89,24,296,15,11,23,316,163,3,482,12,4
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,3,0,4,0,0,0,4,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,8,0,18,5,5,0,12,8,0,8,17,13,0,31,0,10,0,15,0,4,3,18,29,0,49,4,23,4,28,4,9,9,37,36,0,79,6,41,7,62,3,3,5,66,53,0,110,28,52,5,84,3,4,3,91,37,0,122,52,45,7,98,6,3,8,107,37,0,146,61,20,0,83,0,4,4,88,20,0,105,41,15,4,63,0,0,4,67,18,0,87,34,10,3,46,4,0,0,47,12,0,61,61,23,0,83,0,0,0,88,20,0,110,26,19,6,52,0,0,0,52,6,0,58,25,4,0,28,0,0,0,29,0,0,33,10,0,0,5,0,0,0,5,9,0,15,12,0,0,22,0,0,0,20,11,0,26,36,16,0,62,0,0,0,56,29,6,85,6,0
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57840,0,0,3,4,0,0,4,7,27,0,41,0,0,0,5,0,0,0,3,3,0,5,0,6,0,6,3,0,4,10,15,0,23,0,6,0,3,4,4,8,13,16,0,31,4,7,0,8,3,4,8,15,28,0,36,0,21,0,28,3,7,5,30,43,0,76,3,41,0,43,0,8,11,51,30,0,80,17,29,3,44,0,0,0,46,42,0,88,40,41,0,80,0,0,0,80,40,0,118,33,41,0,71,0,4,3,77,26,0,113,44,27,0,73,0,0,0,70,26,0,100,53,21,0,77,4,0,4,78,14,0,93,81,29,5,119,0,0,3,123,32,0,155,33,10,4,42,0,0,0,42,14,0,58,38,7,0,50,0,0,0,50,3,0,57,15,0,0,15,0,0,0,15,9,0,18,79,15,3,94,0,0,0,98,8,0,111,39,25,5,68,0,3,8,75,37,5,111,0,0
LGA57910,5,3,4,12,10,14,20,28,108,3,140,0,10,0,13,0,4,6,17,31,0,47,5,23,0,29,7,15,26,53,65,0,118,0,48,0,46,18,15,35,83,119,0,202,7,73,7,85,17,24,45,129,232,4,366,20,162,10,191,25,40,64,261,303,0,560,55,241,20,310,22,23,42,354,253,0,615,138,269,20,430,17,19,42,467,391,4,863,242,296,22,553,14,12,25,580,335,5,921,312,247,16,576,16,8,18,598,238,0,835,308,156,15,476,11,3,17,490,191,0,674,296,114,25,435,0,0,4,441,142,3,578,579,198,24,796,7,3,10,806,177,4,987,229,70,13,312,3,7,11,323,97,0,416,186,50,9,245,0,0,0,251,34,0,283,60,17,3,82,0,0,5,84,23,0,108,286,56,3,346,0,0,0,352,58,0,408,249,139,23,415,11,9,23,435,189,18,641,8,6
LGA57980,0,0,0,0,0,0,0,4,14,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,7,6,0,8,0,3,0,3,0,5,4,6,5,0,11,0,7,0,8,0,3,3,11,10,0,19,0,9,0,15,0,0,0,20,5,0,24,3,15,0,18,0,0,0,23,8,0,29,6,14,0,23,0,0,6,28,9,0,39,10,15,0,24,0,0,0,25,9,0,33,14,9,0,30,0,0,0,32,8,0,33,33,11,0,43,0,0,0,44,6,0,49,47,21,0,64,0,0,0,63,10,0,72,15,4,0,16,0,0,0,16,4,0,25,10,7,0,19,0,0,0,22,6,0,27,7,0,0,10,0,0,0,10,0,0,10,57,8,0,70,0,0,0,74,4,0,78,24,6,0,31,3,0,3,37,12,0,45,0,0
