LGA_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
LGA50840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,6,0,0,4,0,3,0,3,0,0,0,7,6,0,11,0,0,0,3,0,0,0,3,6,0,10,4,3,0,9,0,0,0,9,4,0,12,0,3,0,7,0,0,0,7,12,0,21,5,4,0,15,0,0,0,15,4,0,20,5,3,0,13,0,0,0,13,5,0,18,7,0,0,9,0,0,0,9,0,0,9,3,0,0,5,0,0,0,5,0,0,5,9,0,0,9,0,0,0,9,0,0,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,8,4,14,0,0,0,14,6,0,23,0,0
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0
LGA50980,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,6,0,6,6,3,0,5,0,5,6,7,26,0,35,0,6,0,9,0,3,10,10,35,0,50,6,5,0,7,0,0,0,8,26,0,37,0,9,3,12,7,0,8,16,41,0,55,8,22,0,26,0,3,5,33,23,0,60,11,18,0,27,5,0,7,33,33,0,67,23,14,0,40,3,0,0,44,22,0,65,24,10,4,40,0,0,0,41,17,0,58,27,7,0,40,0,0,0,40,6,0,45,18,10,0,33,0,0,0,31,3,0,40,61,5,5,69,0,0,0,69,6,0,81,13,3,0,15,0,0,0,15,4,0,21,14,0,4,18,0,0,0,18,0,0,19,3,0,0,5,0,0,0,5,0,0,4,10,3,0,11,0,0,0,11,4,0,22,32,13,8,55,0,5,5,56,22,3,86,0,0
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0
LGA51190,0,0,0,3,0,0,0,6,17,0,23,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,5,3,10,12,12,0,25,0,15,0,17,4,0,6,20,41,0,59,0,14,3,22,3,3,9,27,54,0,78,6,41,3,49,6,17,22,78,105,0,183,11,71,13,89,5,9,7,106,75,0,178,43,72,10,118,6,0,4,125,92,0,215,68,61,9,136,0,0,0,137,80,0,220,45,51,5,105,0,3,3,106,57,0,166,37,31,9,78,0,0,0,80,25,0,105,51,15,4,67,0,0,3,67,22,0,90,80,10,8,102,3,0,3,107,26,0,135,24,11,4,37,0,0,0,41,13,0,56,21,3,0,30,0,0,0,30,3,0,30,10,0,0,8,0,0,0,8,0,0,13,14,4,0,16,0,0,0,16,8,0,29,49,26,7,84,5,0,5,90,43,5,133,0,0
LGA51260,0,0,0,4,0,0,0,4,20,0,19,0,0,0,0,0,0,0,0,0,0,9,0,4,0,4,0,4,3,8,12,0,17,0,8,0,8,3,0,6,14,12,0,30,0,15,0,22,0,3,4,20,43,0,65,3,52,0,55,4,3,5,62,49,0,108,22,87,8,117,4,5,8,121,47,0,178,45,77,7,130,3,3,9,131,59,0,195,52,89,5,145,0,3,3,148,65,0,211,59,43,4,105,0,0,0,111,34,0,143,40,33,0,77,0,0,0,77,15,0,93,38,21,4,67,0,0,0,71,4,0,73,68,24,3,94,0,0,0,94,19,0,119,21,17,4,41,0,0,0,41,4,0,47,16,8,0,21,0,0,0,21,0,0,25,5,0,0,3,0,0,0,3,0,0,7,15,7,3,22,0,0,0,22,5,0,24,60,29,5,99,0,5,3,104,31,0,135,5,3
LGA51310,0,0,0,0,0,0,0,0,18,0,18,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,3,4,0,14,0,4,0,4,0,0,0,7,9,0,11,3,10,0,15,0,6,6,14,11,0,25,0,10,4,12,0,0,0,14,14,0,31,5,23,0,29,0,4,4,32,20,0,49,10,16,0,27,0,0,0,27,26,0,53,11,27,0,42,0,0,0,36,18,0,59,25,16,0,41,0,0,0,41,8,0,52,23,18,0,32,0,0,0,36,9,0,46,48,17,0,69,0,0,0,69,21,0,85,25,7,0,37,0,0,0,37,16,0,48,27,12,0,39,0,0,0,39,4,0,42,10,0,0,10,0,0,0,10,4,0,9,83,13,4,97,0,0,0,104,8,0,109,28,21,0,46,0,0,0,46,20,0,70,0,0
LGA51330,0,3,0,5,3,3,10,8,68,0,82,0,4,0,4,0,0,3,10,15,0,24,0,10,0,10,0,4,5,18,31,0,50,0,16,5,26,4,6,13,36,32,0,66,3,32,4,41,0,8,14,52,82,0,132,13,49,10,69,9,4,17,85,98,0,179,18,75,4,100,13,10,20,117,99,0,222,50,92,12,145,9,14,21,167,131,0,297,109,112,4,221,6,7,14,239,132,3,372,116,76,11,200,13,5,12,214,77,0,294,105,68,4,180,4,0,6,181,49,0,232,107,42,0,150,3,0,6,156,41,0,203,210,68,8,286,0,0,3,288,70,4,361,87,33,4,119,0,0,3,123,51,0,170,81,14,3,105,0,0,0,104,23,0,126,30,4,0,38,0,0,0,38,8,0,43,86,16,0,106,0,0,0,106,23,0,127,84,66,11,162,10,5,14,176,100,10,288,0,3
LGA51400,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,6,0,7,0,3,0,4,0,0,0,5,7,0,11,0,4,0,4,0,4,4,8,13,0,18,0,13,0,12,0,0,0,14,24,0,36,9,18,0,28,6,8,13,42,23,0,61,3,29,0,34,4,0,0,36,24,0,61,13,25,4,36,6,0,6,40,15,0,59,17,32,8,62,0,0,0,59,28,0,87,32,21,0,55,0,0,0,54,19,0,77,32,11,3,42,0,0,0,44,11,0,64,28,12,0,37,0,0,0,36,9,0,52,55,9,3,66,0,3,3,70,7,0,80,13,5,3,26,0,0,0,26,3,0,25,8,0,0,9,0,0,0,9,3,0,17,5,0,0,11,0,0,0,11,0,0,11,9,0,0,12,0,0,0,12,0,0,11,28,12,4,47,0,0,0,51,24,0,72,0,0
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,10,0,4,0,4,0,0,7,5,6,0,8,0,0,0,0,0,0,0,6,10,0,11,0,9,0,3,0,0,0,10,11,0,18,0,7,3,13,0,0,3,13,11,0,25,0,4,0,7,0,0,4,7,8,0,20,13,3,0,12,0,0,0,12,10,0,21,8,0,0,9,0,0,0,10,8,0,19,4,0,0,4,0,0,0,4,7,0,9,6,0,0,8,0,0,0,8,3,0,12,9,0,0,7,0,0,0,7,3,0,15,6,0,0,8,0,0,0,8,3,0,9,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,9,0,0,0,10,6,0,18,0,0
LGA51610,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0
LGA51680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,3,3,7,6,0,15,3,4,0,5,0,0,0,5,0,0,4,0,8,0,13,0,0,0,13,7,0,17,5,6,0,12,0,0,0,12,0,0,15,4,0,0,5,0,0,0,5,3,0,9,8,4,0,9,0,0,0,9,5,0,9,5,0,0,7,0,0,0,7,0,0,10,8,3,0,18,0,0,0,18,4,0,18,3,0,0,6,0,0,0,6,4,0,12,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,5,0,0,10,7,0,0,12,0,0,0,12,9,0,19,0,0
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,0,0,0,4,0,0,3,3,0,0,8,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51750,0,0,0,0,0,0,0,3,9,0,12,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,4,4,4,0,5,0,0,0,0,0,0,0,0,5,0,7,0,5,0,10,0,0,0,10,3,0,15,0,5,0,5,0,0,5,12,4,0,13,0,4,0,3,0,3,6,12,8,0,13,0,14,0,16,0,0,0,16,15,0,26,7,11,0,19,0,0,5,20,8,0,25,11,18,0,33,0,0,0,31,11,0,44,7,8,0,22,0,0,0,18,3,0,24,11,7,0,21,0,0,0,24,14,0,33,19,7,0,28,0,0,0,35,12,0,43,14,5,0,12,0,0,0,12,8,0,26,14,0,0,19,0,0,0,19,0,0,26,0,0,0,4,0,0,0,8,0,0,3,35,6,0,42,0,0,0,41,0,0,45,18,3,0,23,0,0,0,23,8,0,33,0,0
LGA51820,0,3,0,5,4,7,4,11,52,0,61,0,8,0,12,5,0,8,12,25,0,38,0,9,3,17,11,9,13,26,31,0,59,3,21,0,28,3,11,18,42,70,0,115,3,49,0,58,4,7,9,72,118,0,193,9,100,9,121,11,27,32,154,158,0,308,30,150,12,192,6,17,25,216,129,0,350,86,165,22,275,7,11,15,285,205,0,497,153,209,6,369,7,3,13,381,155,3,538,186,134,10,325,3,8,17,344,117,0,463,185,108,12,311,7,8,18,331,87,0,416,184,67,6,259,6,4,9,268,59,0,325,338,101,22,457,12,0,8,464,94,0,566,141,46,5,193,4,5,3,204,45,0,247,118,31,4,155,0,0,0,159,21,0,177,52,12,7,70,0,0,0,74,8,0,80,98,20,10,125,0,0,0,125,20,0,151,150,85,24,255,6,5,12,269,120,5,392,6,3
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,4,0,0,3,11,0,15,0,8,0,8,7,0,7,10,20,0,33,0,8,0,13,0,0,0,13,31,0,43,4,13,0,8,0,0,0,8,17,0,29,4,19,0,21,5,0,4,25,21,0,48,4,10,3,18,0,5,3,20,15,0,38,9,11,0,24,0,0,0,23,17,0,41,6,3,0,10,0,0,0,9,11,0,15,4,4,0,9,0,0,0,10,0,0,13,13,5,0,20,0,0,0,20,11,0,32,9,3,0,15,0,0,0,11,5,0,19,3,4,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,8,0,0,8,12,7,3,20,0,0,5,26,10,0,28,0,0
LGA51960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,6,0,0,0,3,0,3,3,4,5,0,7,0,5,0,5,0,0,0,6,8,0,12,3,5,0,9,0,0,0,9,7,0,16,4,3,0,6,0,0,0,3,4,0,15,3,3,0,10,0,0,0,10,0,0,10,0,0,0,4,0,0,0,5,0,0,9,0,0,0,0,0,0,0,4,0,0,4,7,0,0,7,0,0,0,7,0,0,10,6,0,0,10,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,8,0,0,8,10,0,0,11,0,0,0,11,5,0,12,9,0,0,10,0,0,0,9,0,0,13,0,0
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,8,0,0
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,0,0,0,0,5,0,3,3,6,0,8,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,0,3,0,3,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,5,0,0,9,0,5,0,9,0,0,0,6,3,0,17,0,9,0,7,0,0,0,7,0,0,5,4,5,3,9,0,0,0,9,7,0,11,3,4,0,4,0,0,0,4,0,0,10,7,0,0,7,0,0,0,7,6,0,11,13,8,0,27,0,0,0,28,9,0,33,6,3,0,5,0,0,0,5,8,0,9,5,4,0,9,0,0,0,10,0,0,14,3,0,0,5,0,0,0,5,0,0,5,32,14,0,47,0,0,0,46,9,0,54,11,3,0,14,0,0,0,14,5,0,26,0,0
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,5,0,3,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
