LGA_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
LGA50840,0,0,0,0,0,0,0,0,0,0,108,302,170,334,229,253,278,113,22,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,68,86,57,5,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50910,0,0,0,0,0,0,0,0,0,0,33,44,24,54,60,58,54,29,11,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50980,0,0,0,0,0,0,0,0,0,0,550,1224,702,1674,846,598,328,94,23,6039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,7,0,0,0,22,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,5,3,72,45,51,29,15,0,219,0,0,0,3,0,0,0,0,0,9,0,0,7,25,0,3,0,0,0,39,0,0,6,14,6,4,6,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,34,5,3,0,0,0,37,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA51080,0,0,0,0,0,0,0,0,0,0,27,65,39,98,58,75,37,17,4,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,0,0,0,0,0,24,57,42,82,39,51,62,17,10,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51190,0,0,0,0,0,0,0,0,0,0,799,1701,1467,3053,1469,1479,1282,647,196,12101,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,12,7,3,4,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,3,21,0,3,0,0,0,33,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,20,26,84,131,212,169,145,52,840,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,14,0,0,4,7,0,7,26,17,3,58,0,0,0,0,0,0,0,3,4,11,0,0,0,8,0,0,0,0,0,13,0,15,9,86,21,3,3,3,3,138,0,6,8,12,0,0,0,0,0,30,0,0,0,9,4,0,0,0,0,14
LGA51260,0,0,6,29,4,9,0,0,0,49,953,2623,1674,3065,1880,1719,1778,874,238,14794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,12,15,4,4,0,0,46,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,6,0,0,8,4,27,56,196,187,311,369,281,66,1489,0,0,0,5,3,0,0,0,0,6,0,0,0,31,9,4,3,0,0,48,0,0,3,22,8,7,21,14,7,86,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,10,53,4,5,10,12,3,94,0,3,4,4,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
LGA51310,0,0,0,0,0,0,0,0,0,0,690,1830,1466,1836,1256,1039,733,406,196,9451,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,6,0,0,0,10,0,0,0,14,0,0,0,0,0,20,0,0,5,0,0,0,0,0,0,5,3,15,9,12,19,17,4,6,0,84,0,0,0,11,0,5,0,0,0,14,0,15,10,74,27,14,16,3,7,165,0,0,0,0,4,0,4,0,0,8,0,4,0,5,7,7,0,0,0,20,3,66,60,206,215,221,142,99,41,1059,0,0,0,0,0,0,0,0,0,6,0,9,0,22,12,0,7,0,0,52,0,3,4,8,13,11,15,11,3,75,0,0,0,0,0,8,6,6,3,23,0,8,6,13,3,3,3,6,0,49,0,23,9,81,44,13,24,10,5,201,0,4,0,7,3,4,3,6,0,33,0,0,5,20,7,5,3,3,0,42
LGA51330,4,7,10,70,14,11,8,0,0,119,2516,4521,3591,4648,2071,1933,1594,767,230,21870,0,12,20,100,51,9,0,0,0,206,0,0,0,11,0,0,0,0,0,18,0,9,10,34,3,0,5,0,0,60,0,4,10,8,8,0,5,0,0,31,0,8,5,19,7,15,6,3,0,63,0,0,0,12,11,10,4,4,0,45,12,123,293,1026,359,210,119,26,18,2183,0,0,0,6,3,9,11,11,0,33,0,17,10,27,16,0,8,3,3,88,7,97,147,310,344,547,409,304,122,2288,0,0,0,0,0,6,0,0,0,11,0,4,0,25,5,4,0,0,0,40,0,3,0,23,17,17,30,27,8,124,0,0,0,0,4,0,7,0,3,15,5,16,84,181,49,36,39,17,3,418,34,278,575,2073,566,248,143,63,20,4006,11,45,130,343,126,55,59,10,5,797,0,26,17,83,52,20,17,7,0,224
LGA51400,0,0,0,0,0,0,0,0,0,0,499,1348,897,1371,854,704,554,220,22,6472,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,5,0,0,0,23,0,0,0,0,0,3,0,0,0,3,0,4,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,20,41,62,95,149,107,55,9,541,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,6,12,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,34,10,8,0,0,0,62,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
LGA51470,0,0,0,0,0,0,0,0,0,0,12,14,15,49,28,30,41,16,3,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,0,0,0,0,0,0,0,0,0,0,156,251,194,372,253,257,206,74,17,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,19,19,17,4,84,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,17,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA51610,0,0,0,0,0,0,0,0,0,0,30,108,58,119,98,86,54,25,4,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,11,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
