LGA_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
LGA51080,0,0,6,5,3,6,7,11,4,31,0,0,0,0,0,0,0,0,0,7,9,4,14,12,20,19,7,8,0,103,33,44,114,125,129,179,104,52,13,798
LGA51120,0,0,0,0,4,0,13,8,6,29,0,0,0,0,0,0,0,0,0,0,9,8,7,9,17,30,25,23,9,146,21,45,88,111,123,143,155,72,26,786
LGA51190,5,15,29,32,53,91,225,301,208,954,4,0,17,9,22,30,20,17,21,136,86,122,369,288,315,267,278,192,169,2083,818,1785,4214,4052,4288,4440,3874,2149,968,26592
LGA51260,9,11,21,25,37,72,172,278,245,866,0,5,34,10,18,20,12,9,13,115,102,77,319,350,335,322,339,289,163,2297,924,1394,3812,5164,5502,5355,5510,2957,1045,31663
LGA51310,0,0,0,4,5,11,35,68,88,218,0,0,3,4,7,11,5,5,13,51,28,27,137,105,121,108,145,115,117,904,700,1467,2839,3743,4388,3602,2616,1608,969,21932
LGA51330,17,31,103,144,211,276,448,492,275,1992,9,19,78,89,84,120,140,110,71,727,158,389,937,645,496,444,309,325,197,3889,2493,7756,14865,14014,11737,10101,8077,4293,1591,74922
LGA51400,4,6,7,13,19,29,69,81,19,240,0,0,9,9,5,4,4,11,0,30,59,51,84,125,150,146,122,55,26,820,571,903,1842,2427,2727,2332,1691,701,136,13324
LGA51470,0,0,0,4,3,0,5,6,0,16,0,0,0,0,0,0,0,0,0,0,7,0,4,18,12,4,12,4,3,73,7,29,62,95,64,82,86,33,11,471
LGA51540,6,3,7,8,29,34,65,52,13,228,0,0,0,3,16,3,7,0,4,44,56,80,165,119,143,105,79,54,16,803,163,307,714,617,767,753,556,241,70,4184
LGA51610,0,0,0,0,0,4,9,9,0,28,0,0,0,0,0,0,0,4,0,4,8,4,6,32,37,32,23,4,0,156,45,47,127,194,274,254,169,53,9,1180
LGA51680,0,0,3,0,4,11,20,36,13,90,0,0,4,0,0,0,0,5,0,9,37,18,48,48,93,106,68,45,16,466,182,255,516,682,943,988,639,309,77,4588
LGA51710,0,0,0,4,10,22,48,10,3,98,0,0,0,0,6,0,14,14,0,34,3,28,158,95,75,37,29,4,0,438,22,73,319,271,261,209,178,32,4,1363
LGA51750,0,0,0,3,6,3,10,19,22,64,0,0,0,0,0,3,4,0,0,6,40,39,89,53,67,55,71,67,66,551,321,725,1244,1176,1475,1286,1196,1030,530,8971
LGA51820,17,20,56,93,180,333,709,874,412,2697,7,14,38,48,67,97,112,131,94,600,202,339,913,872,689,569,539,516,357,4996,2891,7461,17880,18563,15819,12924,9355,4736,1811,91436
LGA51860,0,0,6,0,0,5,3,0,0,14,0,0,0,0,0,25,32,20,11,86,5,8,17,16,14,22,15,5,0,99,9,36,64,83,54,113,61,33,11,449
LGA51890,3,4,4,9,16,37,98,93,42,303,0,0,0,4,0,0,9,3,0,21,55,31,78,90,86,89,114,89,58,688,277,423,920,975,1120,1299,1222,569,183,6981
LGA51960,0,0,3,11,10,14,32,12,4,89,0,0,0,0,0,0,0,4,0,12,49,55,117,140,127,110,58,27,5,683,132,208,461,473,533,513,299,86,14,2715
LGA52030,0,0,0,0,0,6,3,13,3,26,0,0,0,0,0,0,0,0,0,0,6,8,13,5,20,30,22,15,11,133,12,32,98,89,107,220,215,103,23,905
LGA52100,0,0,0,0,0,0,7,9,15,32,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,11,8,3,10,58,19,52,105,118,115,147,156,75,42,819
LGA52170,0,0,0,0,0,0,8,11,12,33,0,0,0,0,0,4,0,0,0,5,10,19,58,49,31,64,40,50,55,369,209,451,904,841,1094,1113,959,577,219,6367
LGA52240,0,0,0,0,0,4,9,17,0,36,0,0,0,0,0,0,0,0,0,3,7,4,10,14,14,25,17,14,5,109,30,45,90,132,159,178,134,85,15,869
LGA52310,0,0,5,0,3,0,5,10,0,17,0,0,0,0,0,0,0,0,0,4,4,5,6,8,12,13,12,17,3,75,19,41,74,75,142,166,151,61,12,742
LGA52380,0,0,0,0,0,0,6,5,0,8,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,7,10,0,0,32,4,14,35,20,34,35,58,11,0,209
LGA52450,0,0,5,0,0,6,14,5,9,44,0,0,0,0,0,0,0,0,0,3,7,5,6,19,11,9,12,9,3,95,48,56,152,155,136,154,151,64,27,941
LGA52520,0,0,0,0,0,9,3,16,3,38,0,0,0,5,0,0,0,0,0,5,6,11,23,40,28,37,22,10,6,177,30,69,177,211,155,204,118,63,36,1059
LGA52590,0,0,0,4,4,10,22,37,10,86,0,0,3,3,0,0,0,4,0,14,14,14,55,48,45,48,59,33,9,331,65,108,368,364,413,589,599,265,65,2833
LGA52660,5,0,10,17,8,32,79,130,61,348,0,0,3,5,3,3,7,0,0,30,23,28,104,100,122,117,108,112,91,800,381,688,1843,1927,1851,1805,1489,900,344,11231
LGA52730,0,0,4,4,5,9,22,31,15,95,0,0,0,0,0,0,5,4,0,7,32,16,47,62,88,95,93,54,22,517,142,126,393,691,828,1055,1042,542,151,4966
LGA52800,22,15,40,37,56,69,48,28,4,320,3,4,10,0,22,17,20,19,11,110,85,97,212,159,149,153,87,24,8,970,352,547,1266,949,855,776,421,119,29,5314
LGA52870,3,0,0,8,13,13,44,64,28,175,0,0,6,0,3,4,6,5,3,24,24,9,38,47,58,62,79,60,17,387,155,213,502,684,847,1009,978,460,127,4969
LGA52940,0,0,0,0,0,3,3,6,0,16,0,0,0,0,0,0,0,0,0,0,0,7,3,3,10,7,13,5,0,56,8,36,55,86,90,84,126,45,10,546
LGA53010,0,0,0,0,0,3,3,10,0,17,0,0,0,0,0,0,0,0,0,0,5,3,12,14,16,22,23,7,0,102,9,21,74,93,89,102,96,44,0,525
LGA53080,0,0,0,0,0,13,9,7,0,33,0,0,0,0,0,0,0,0,0,0,5,8,26,9,25,27,13,5,0,129,19,36,96,53,109,133,95,49,3,589
LGA53150,0,0,0,0,0,7,14,48,29,100,0,0,0,0,0,0,6,0,4,7,11,11,38,55,37,33,54,76,97,409,195,377,717,925,1198,1081,876,471,254,6100
LGA53220,8,4,7,14,26,37,29,11,0,151,0,0,8,6,16,19,8,5,0,55,55,156,660,567,428,295,50,15,0,2230,248,644,2322,2021,1472,1036,246,44,13,8048
LGA53290,6,0,10,7,21,50,85,122,69,369,0,0,0,3,0,7,7,0,5,31,78,86,158,187,226,189,179,156,40,1297,404,664,1551,1642,1892,1894,1485,918,284,10741
LGA53360,0,0,0,3,4,5,6,17,0,33,0,3,7,0,0,0,0,0,0,6,18,17,45,57,38,44,37,10,4,271,78,175,544,498,425,379,244,101,16,2462
LGA53430,9,4,13,15,39,56,171,302,200,808,0,4,13,6,19,24,25,35,43,167,67,128,368,289,315,258,241,203,194,2067,632,1760,4530,4498,4335,4425,3574,1934,849,26537
LGA53570,3,3,18,12,11,20,43,62,21,188,0,4,11,0,3,8,4,4,4,38,8,27,54,48,85,81,93,70,10,470,101,217,575,577,782,897,928,462,88,4634
LGA53640,0,0,3,4,0,9,8,6,3,26,0,0,0,0,0,0,0,0,0,4,3,8,14,17,11,20,20,0,3,91,27,54,175,155,150,181,143,34,8,926
LGA53710,0,0,0,0,0,6,15,4,4,28,0,0,0,0,0,0,0,0,0,0,10,8,8,11,20,25,24,13,4,108,21,43,65,117,122,153,158,68,24,779
LGA53780,39,70,230,393,395,501,716,592,354,3294,8,39,266,336,349,291,212,129,78,1713,341,406,1088,1099,921,641,579,495,354,5920,3558,8405,17587,19833,16203,12922,10165,5157,1863,95694
LGA53800,15,15,24,36,61,156,282,379,206,1172,0,12,16,21,20,31,37,37,28,189,227,204,496,536,509,454,350,267,153,3199,1263,2076,4684,4860,5377,5164,3977,2149,839,30374
LGA53920,28,16,36,35,46,30,41,9,0,240,0,0,3,5,4,5,19,22,3,73,30,47,76,79,74,50,31,19,3,410,236,313,603,501,421,277,158,62,11,2588
LGA53990,9,6,25,24,40,61,164,207,100,630,0,3,10,6,0,7,0,17,6,54,84,75,188,195,213,239,202,133,64,1397,802,1277,3228,3760,3739,3783,3059,1466,401,21521
LGA54060,0,0,3,4,6,12,31,42,17,125,0,0,0,0,0,0,0,3,0,3,17,16,31,51,52,82,64,58,11,393,86,122,222,359,479,644,673,362,78,3032
LGA54130,0,0,0,0,0,0,10,4,0,20,0,0,0,0,0,0,0,0,0,0,7,7,6,12,21,21,21,0,5,90,20,51,137,158,148,191,133,46,12,892
LGA54170,22,12,50,72,88,156,451,549,388,1798,8,3,33,32,42,53,46,68,41,329,192,272,693,761,812,713,671,603,439,5147,4246,9011,16283,21337,22763,21731,18082,7839,2782,124072
LGA54200,21,5,48,44,78,129,277,337,182,1119,0,3,27,53,48,42,33,28,24,259,121,133,350,390,342,353,269,282,198,2428,1590,3156,6446,7972,7880,7210,6223,3589,1290,45359
LGA54280,11,13,22,53,64,100,128,101,49,547,6,4,12,29,23,21,12,6,6,114,140,224,538,465,401,392,264,129,74,2621,885,1982,4812,4397,3914,3411,1779,669,202,22056
LGA54310,10,7,14,23,45,45,61,26,4,227,5,0,11,16,12,12,5,6,0,65,168,209,739,734,511,345,124,32,3,2873,576,1161,4113,4348,3136,1860,574,135,12,15921
LGA54340,0,3,19,24,24,26,38,49,29,216,0,4,7,11,22,18,33,15,5,121,33,23,61,72,44,55,57,38,19,402,136,245,531,486,489,512,427,232,91,3147
LGA54410,0,0,0,0,0,13,11,14,7,52,0,0,0,0,0,0,0,0,0,5,12,4,15,7,28,26,14,37,11,160,41,42,93,119,154,206,151,114,46,966
LGA54480,0,0,0,0,0,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,7,13,11,4,4,5,0,48,7,22,59,84,84,47,32,19,0,357
LGA54550,6,6,0,0,3,8,8,17,11,62,0,0,0,0,0,0,0,0,0,0,9,8,15,16,20,37,18,26,16,160,41,74,179,249,236,305,222,145,54,1508
LGA54620,0,0,0,0,0,0,13,8,9,29,0,0,0,0,0,0,0,0,0,4,3,5,8,14,11,20,17,3,9,90,23,43,82,114,125,130,110,51,18,689
LGA54690,0,0,0,0,0,0,7,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,0,20,7,5,28,41,56,69,60,27,6,298
LGA54760,0,0,0,0,0,0,7,10,3,22,0,0,0,0,0,0,0,3,0,0,0,5,9,16,11,8,11,3,0,70,11,22,78,107,117,114,94,43,11,596
LGA54830,21,16,54,62,100,130,216,189,83,882,4,6,34,63,62,34,32,20,5,261,143,149,500,467,333,248,203,108,42,2194,1312,3019,7847,7706,5657,4133,2718,1305,416,34116
LGA54900,0,0,0,0,3,4,9,4,3,23,0,0,0,0,0,0,0,0,0,3,4,7,3,13,19,16,13,3,0,83,36,57,144,178,173,200,128,67,13,994
LGA54970,0,0,0,0,3,9,7,3,0,33,0,0,0,0,0,0,0,0,0,6,12,37,132,94,94,74,16,0,0,453,31,94,323,235,223,207,56,7,5,1178
LGA55040,0,0,0,0,10,4,8,4,0,36,0,0,0,0,0,0,0,0,0,7,14,70,140,102,70,58,11,9,0,475,34,157,351,261,216,180,81,26,3,1309
LGA55110,45,22,46,95,128,239,578,839,476,2462,4,8,21,27,27,42,42,39,14,228,215,296,633,707,773,688,741,824,593,5466,2353,4498,9178,9967,10975,11960,12512,7848,2707,71994
LGA55180,0,0,11,10,17,21,65,107,64,298,0,0,12,9,9,3,7,8,6,59,40,28,74,74,129,129,100,71,37,682,259,387,907,944,1243,1510,1213,647,221,7333
LGA55250,4,5,7,4,4,6,6,15,0,52,0,0,4,0,0,0,0,0,0,5,11,34,80,48,50,36,15,9,0,284,42,105,270,166,152,155,81,31,0,1003
LGA55320,14,15,23,48,50,127,322,508,468,1576,0,9,19,31,33,40,70,60,80,340,170,182,479,489,494,502,538,490,521,3863,2728,6204,10950,13398,13747,12982,11738,6671,3336,81752
LGA55390,0,0,0,4,6,0,0,0,0,11,0,0,0,0,0,4,0,0,0,8,6,26,38,37,19,19,12,6,0,157,11,60,115,108,82,70,40,11,0,493
LGA55460,3,0,0,3,14,18,25,24,18,105,0,0,0,0,0,0,0,0,0,4,23,13,56,58,43,53,45,23,8,323,87,164,373,367,398,449,368,160,65,2439
LGA55530,0,0,0,0,0,0,9,6,0,23,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,24,12,6,0,62,0,16,38,48,55,75,52,34,9,328
LGA55600,0,0,0,0,4,3,19,22,11,65,0,0,0,0,0,0,0,0,0,0,15,14,38,32,41,44,40,26,15,265,60,115,245,235,324,337,268,149,57,1788
LGA55670,0,0,0,0,0,3,6,4,0,14,0,0,0,0,0,0,0,0,0,0,21,0,9,10,8,9,28,5,3,94,30,23,62,63,77,83,98,36,18,500
LGA55740,0,0,0,4,13,5,20,22,13,82,0,0,0,0,4,8,4,0,0,28,17,26,72,59,60,66,75,65,49,481,238,553,1009,1139,1338,1147,995,594,211,7222
LGA55810,0,0,0,0,0,4,5,0,0,15,0,0,0,0,3,0,0,0,0,0,12,21,37,52,59,43,31,10,0,258,19,30,70,97,104,103,72,23,9,525
LGA55880,0,0,0,0,0,0,5,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,12,0,3,0,41,8,18,42,62,75,100,45,20,16,380
LGA55950,0,0,3,0,0,0,4,10,0,14,0,0,0,0,0,0,0,0,0,0,3,0,7,9,13,11,7,10,0,50,14,16,62,60,82,85,68,46,11,440
LGA56090,7,9,26,30,42,81,173,224,120,719,3,3,13,35,50,41,18,21,5,190,68,73,288,313,308,317,216,205,165,1966,1041,1977,4237,4932,5655,5720,4545,2426,775,31311
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,3,0,0,13,17,17,10,5,0,0,73
LGA56230,3,3,6,15,36,55,133,192,97,538,0,0,8,0,8,5,8,4,6,40,80,65,151,188,190,177,209,171,75,1312,534,821,1767,2010,2285,2496,2502,1430,406,14254
LGA56300,0,0,0,0,0,3,7,15,9,38,0,0,0,0,0,0,0,0,0,4,8,0,10,29,28,35,31,29,4,176,31,16,94,178,182,280,336,151,30,1296
LGA56370,0,0,0,0,0,0,6,9,12,33,0,0,0,0,0,0,0,0,0,0,4,3,20,4,14,26,15,21,13,120,11,32,106,69,98,119,89,68,41,631
LGA56460,5,0,3,8,6,9,31,61,35,153,0,4,0,8,0,3,4,7,4,24,24,29,71,63,69,64,72,42,26,466,139,261,536,524,592,654,567,326,159,3764
LGA56580,0,0,0,9,6,10,12,31,43,110,0,0,0,3,0,7,4,3,4,29,37,26,73,73,86,88,134,103,84,712,589,1386,1865,2447,3143,2778,2500,1499,650,16858
LGA56620,7,7,17,13,24,28,21,9,0,120,0,0,0,0,7,3,6,9,0,24,13,14,31,25,38,30,11,0,0,157,88,108,230,210,179,135,52,14,3,1014
LGA56730,6,0,19,13,28,46,104,97,55,364,0,3,0,5,5,5,4,3,4,30,62,90,229,241,204,185,144,116,60,1336,334,570,1227,1303,1485,1657,1438,706,237,8953
LGA56790,0,0,0,0,6,15,46,45,13,122,0,0,0,0,0,0,0,9,4,16,21,19,44,50,57,76,78,36,11,394,61,97,239,324,408,606,597,282,86,2692
LGA56860,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,7,3,6,15,7,12,7,0,57,9,19,17,20,37,46,44,14,4,211
LGA56930,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,5,0,0,10,3,5,8,10,9,53,54,99,112,119,215,220,183,114,41,1162
LGA57000,0,0,0,0,0,3,5,11,0,16,0,0,0,0,0,0,0,0,0,0,13,10,24,40,25,35,18,3,4,174,17,34,76,95,103,117,55,26,11,531
LGA57080,0,9,13,12,17,29,47,47,26,200,0,12,36,25,8,11,13,6,6,116,97,366,848,522,325,265,207,101,26,2763,1037,3617,8535,4822,2678,2475,1901,901,268,26244
LGA57140,4,0,3,3,0,3,12,14,3,45,0,0,0,0,0,0,0,0,0,0,0,6,8,8,14,14,15,18,13,86,23,45,89,94,123,177,172,107,23,853
LGA57210,6,3,4,10,9,14,49,34,20,142,3,6,15,10,17,4,0,0,0,53,32,23,39,76,87,92,84,61,35,523,165,185,455,573,765,909,823,346,117,4344
LGA57280,5,8,15,32,39,49,43,23,8,221,4,0,7,14,20,9,10,6,9,74,124,157,504,438,348,283,88,21,8,1977,460,844,3058,2826,2020,1608,468,111,33,11429
LGA57350,0,0,0,0,0,0,13,16,7,42,0,0,0,0,0,0,0,0,0,0,8,8,23,18,46,39,52,17,11,211,22,21,87,81,121,160,190,81,39,802
LGA57420,0,0,0,0,3,5,13,22,10,50,0,0,0,0,0,0,0,0,0,5,3,13,34,28,40,41,20,13,5,201,29,84,297,257,299,323,221,126,32,1668
LGA57490,40,34,77,124,166,300,541,599,326,2213,6,10,30,49,66,50,57,45,15,327,388,622,1339,1249,1080,860,668,705,434,7345,4129,8105,18314,18376,17883,15552,10903,6204,2080,101553
LGA57630,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,8,8,3,3,0,36,0,4,13,7,11,31,22,15,0,113
LGA57700,7,7,17,27,37,58,102,120,53,434,0,3,6,15,19,8,9,6,3,76,64,85,261,252,247,191,121,91,38,1336,933,1740,4896,4769,4063,3388,2123,955,249,23120
LGA57770,0,0,0,0,0,5,11,5,0,30,0,0,0,0,0,0,0,0,0,4,3,12,18,19,22,26,15,15,5,137,22,49,152,134,124,166,145,63,8,852
LGA57840,12,0,22,26,25,63,106,127,115,490,4,0,19,19,23,34,27,21,9,155,55,143,373,253,234,252,292,326,398,2330,1098,3460,6599,5714,5272,5152,4773,2503,1233,35806
LGA57910,24,40,241,334,429,598,1151,1814,1261,5901,12,21,187,291,303,330,303,290,252,1980,388,687,2321,1921,1364,1127,1140,1079,804,10838,4593,13358,37556,34894,28157,24189,20089,12627,5876,181348
LGA57980,0,0,7,14,8,18,26,27,48,148,0,0,4,5,7,0,11,4,0,20,15,47,144,114,101,89,142,133,81,867,304,1013,2661,2409,2135,1986,1948,1153,439,14044
LGA58050,41,38,200,308,372,488,751,708,371,3276,12,23,144,222,246,224,172,108,67,1224,374,479,1351,1218,1125,860,692,510,342,6958,4342,9589,23292,22859,19794,16698,10851,5194,1767,114384
LGA58190,0,0,0,0,0,0,3,9,5,18,0,0,0,0,0,0,0,0,0,0,0,4,8,0,11,12,3,5,0,47,12,12,45,37,64,69,40,25,6,305
LGA58260,0,0,0,3,0,0,4,7,3,18,0,0,0,0,0,0,0,0,0,4,0,3,13,16,5,9,13,15,0,76,7,25,62,77,71,76,72,45,6,445
LGA58330,0,0,3,9,13,17,32,37,25,134,0,0,0,0,3,0,0,0,0,0,18,18,50,45,82,131,88,56,12,496,98,149,338,412,654,967,818,353,72,3866
LGA58400,0,0,0,0,0,0,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,3,7,8,0,34,10,13,34,16,38,61,47,29,0,256
LGA58470,0,0,0,5,0,7,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,5,6,0,0,12,7,10,22,24,24,25,15,0,0,128
LGA58510,7,7,19,31,30,52,119,169,172,611,0,5,23,34,35,46,21,30,17,214,73,210,539,378,283,267,237,307,391,2682,811,3033,7731,5957,4321,3695,2832,1624,1022,31026
LGA58540,0,0,0,0,0,4,3,9,0,25,0,0,0,0,0,0,0,0,0,3,4,0,8,14,20,12,13,10,0,80,25,19,75,101,114,152,100,50,12,651
LGA58570,4,10,19,17,34,50,125,225,230,702,0,7,20,8,16,36,23,51,74,233,30,164,611,322,215,207,160,141,85,1929,577,2550,8302,6304,4658,3831,2484,1195,665,30558
LGA58610,0,0,3,0,3,6,14,17,12,59,0,0,0,0,0,4,0,0,0,3,10,10,26,24,23,23,33,21,4,175,50,66,173,191,207,277,284,152,47,1441
LGA58680,0,0,0,0,0,0,4,9,0,18,0,0,0,0,0,0,0,0,0,0,12,5,11,12,19,19,10,10,0,87,21,24,47,57,96,84,72,48,9,452
LGA58760,48,48,206,373,461,581,830,863,427,3840,11,32,160,317,392,378,263,143,82,1768,483,591,1460,1465,1380,1061,801,792,531,8563,6240,13399,29078,30889,28657,21762,14760,7794,2621,155195
LGA58820,0,0,0,3,7,17,45,57,29,169,0,0,0,0,0,0,3,3,4,9,17,17,36,41,58,47,49,56,31,356,125,173,369,482,578,655,627,305,106,3415
LGA58890,0,0,0,0,0,0,6,11,7,20,0,0,0,0,0,0,0,0,0,4,0,5,8,17,16,16,8,4,3,77,15,32,58,85,123,149,105,46,24,625
LGA59030,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,3,3,0,3,25,4,9,32,30,24,46,38,19,6,204
LGA59100,0,0,0,0,0,0,4,4,3,12,0,0,0,0,0,0,0,0,0,0,0,8,8,11,13,22,10,10,3,94,13,31,75,67,79,123,81,57,18,541
LGA59170,0,0,0,0,0,0,4,6,3,14,0,0,0,0,0,0,0,0,0,4,4,4,10,17,11,9,17,10,4,94,16,34,106,152,121,154,111,65,17,781
LGA59250,0,0,0,0,4,3,10,3,0,23,0,0,0,0,0,0,0,0,0,0,11,12,39,42,29,13,14,0,0,158,22,46,108,95,88,42,39,13,0,447
LGA59310,0,0,3,4,0,0,0,14,4,26,0,0,0,0,0,0,0,0,0,0,3,8,14,19,16,20,22,8,0,101,29,58,149,166,149,201,191,75,20,1044
LGA59320,0,0,0,0,0,0,4,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,6,8,6,0,42,5,17,43,49,52,84,61,22,3,351
LGA59330,0,0,0,0,0,4,4,10,0,19,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,0,16,15,4,56,13,15,47,45,58,78,82,65,9,409
LGA59340,18,7,16,24,37,56,37,32,0,227,5,0,0,3,4,4,18,7,0,44,65,84,247,199,202,157,98,34,17,1102,282,458,1302,1102,1027,889,418,136,25,5637
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,23,21,16,7,4,0,147,9,31,106,46,52,33,25,7,4,308
LGA59360,0,0,0,4,3,5,12,20,4,50,0,0,0,0,0,0,0,0,0,0,0,11,49,41,46,39,16,9,7,209,6,46,187,169,222,215,127,50,21,1051
LGA59370,0,0,0,7,0,10,26,48,24,112,0,0,0,0,0,3,0,0,0,5,10,8,34,19,47,62,54,60,21,318,65,88,249,327,385,624,680,369,108,2905
LGA59499,7,3,9,14,14,15,36,20,3,117,0,3,5,6,3,6,5,0,0,30,105,231,662,813,740,495,244,66,19,3375,215,558,1509,1543,1313,1144,758,156,30,7225
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,46,77,50,21,3,0,0,226,6,31,116,170,109,62,18,0,0,515
