SED_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SED51605,5,69,0,70,1432,50,1557,36,42,0,70,1397,82,1553,804,88,23,914,2300,197,3410,2079,86,55,2222,1384,212,3819,1153,96,28,1271,2002,169,3443,167,214,0,381,1950,116,2453,32,239,0,271,1192,74,1534,6,63,0,76,585,52,706,0,4,0,4,163,25,190,4284,895,109,5289,12403,972,18663,3,117,0,116,1322,60,1495,69,82,6,154,1316,63,1534,1326,150,53,1529,1922,144,3591,2580,106,146,2829,1033,139,3993,1072,259,44,1372,2074,123,3569,77,590,8,676,1798,89,2565,16,428,3,448,1132,72,1649,6,70,4,76,616,67,766,0,4,0,4,222,33,257,5145,1801,257,7207,11427,787,19417,6,181,0,190,2751,106,3044,101,127,6,225,2718,150,3095,2129,241,75,2441,4220,340,6997,4661,189,199,5046,2412,351,7819,2221,354,72,2649,4077,289,7014,242,805,13,1063,3749,207,5013,48,665,3,720,2322,144,3183,14,130,4,147,1201,119,1471,0,9,0,7
SED51706,3,56,0,64,1166,92,1328,54,39,4,94,893,62,1054,799,68,26,889,1292,182,2360,1470,45,71,1584,865,214,2673,762,97,28,890,1672,215,2778,136,272,7,412,2393,219,3025,18,290,0,308,2204,184,2694,4,48,0,56,1101,114,1268,0,0,0,0,279,71,346,3244,912,134,4295,11873,1355,17522,6,109,0,119,1080,84,1275,119,64,6,192,690,49,929,1238,112,89,1441,956,146,2542,1783,99,151,2034,690,130,2850,715,302,37,1055,1808,145,3007,54,699,6,755,2246,164,3161,15,404,3,422,2000,158,2586,4,54,0,56,1180,142,1382,0,0,0,0,374,103,476,3938,1841,295,6072,11012,1117,18206,12,171,0,182,2245,174,2605,178,98,14,290,1580,109,1979,2031,183,117,2334,2246,327,4907,3256,146,220,3620,1555,343,5520,1479,397,64,1940,3488,358,5783,188,964,10,1166,4637,382,6185,32,690,4,722,4210,349,5282,8,103,0,107,2286,254,2651,0,3,0,3
SED51804,0,66,0,71,1486,51,1608,5,30,0,34,1154,48,1234,252,46,11,313,1739,177,2229,1250,38,46,1333,809,132,2273,1367,37,37,1445,1329,132,2907,306,162,7,472,2163,132,2762,28,493,0,519,1729,111,2357,13,195,0,205,1265,113,1585,0,3,0,3,499,71,580,3229,1071,95,4393,12173,970,17532,8,111,0,113,1468,69,1648,13,51,0,58,1186,69,1317,417,127,27,566,1634,131,2333,1598,87,122,1813,630,94,2537,1501,95,56,1649,1489,108,3244,158,460,6,627,2217,113,2953,26,856,0,885,1568,129,2582,11,275,3,290,1388,126,1804,4,13,0,12,782,132,925,3735,2077,208,6019,12364,960,19345,5,176,0,182,2953,121,3259,19,81,0,95,2336,117,2549,666,178,35,881,3375,307,4564,2854,124,168,3143,1441,228,4805,2871,133,93,3100,2818,238,6153,467,626,11,1097,4378,241,5715,53,1347,0,1397,3301,243,4944,26,473,3,501,2655,235,3392,4,16,0,18
SED51902,9,112,0,125,1299,77,1490,61,39,3,103,1135,74,1313,1102,68,24,1196,1544,251,2995,1783,70,77,1928,1089,335,3355,924,120,30,1075,1858,297,3231,162,296,4,460,2146,190,2799,17,290,0,310,1548,104,1956,4,54,0,57,822,53,929,0,6,0,8,193,23,218,4065,1054,139,5259,11637,1393,18295,7,166,0,173,1292,58,1523,133,111,3,255,929,58,1245,1710,150,121,1987,1240,155,3378,2103,118,145,2369,866,144,3374,826,321,69,1213,1859,132,3205,49,730,12,796,1909,113,2818,10,486,4,506,1412,75,1987,5,68,0,75,735,50,859,5,0,0,6,215,25,243,4852,2167,355,7374,10458,803,18637,15,284,4,296,2590,133,3018,196,155,6,364,2069,126,2557,2815,221,146,3183,2784,404,6374,3890,188,222,4297,1957,477,6734,1744,444,97,2287,3714,426,6435,213,1028,14,1258,4056,301,5619,34,780,4,814,2953,176,3950,8,122,0,132,1555,101,1795,4,4,0,4
SED52006,5,65,0,70,1086,66,1223,23,30,0,60,826,59,941,562,49,9,621,1001,158,1782,1059,56,44,1153,747,199,2096,723,94,19,831,1470,202,2499,155,255,3,415,2303,151,2869,36,309,4,340,2829,157,3317,14,66,0,77,1811,105,1987,5,0,0,3,437,43,486,2567,918,80,3565,12496,1138,17193,11,115,0,121,983,54,1159,90,75,9,172,721,41,937,960,91,54,1113,761,85,1955,1490,95,104,1684,557,96,2341,709,244,29,983,1719,123,2828,71,652,3,725,2373,118,3210,14,523,4,542,2857,126,3527,4,63,0,71,1815,128,2015,0,4,0,4,545,83,637,3352,1874,203,5424,12329,855,18606,8,177,0,187,2066,122,2373,119,108,9,234,1547,100,1877,1522,141,63,1735,1758,241,3737,2547,146,143,2837,1296,301,4435,1434,333,49,1817,3186,322,5328,221,912,8,1140,4678,268,6082,47,829,6,885,5684,279,6845,17,131,0,146,3624,229,4001,0,6,0,9
SED52102,6,54,0,58,1131,68,1256,39,46,0,89,1142,81,1309,775,61,24,861,1763,222,2837,1603,39,40,1684,1324,213,3221,820,83,25,923,1632,185,2742,126,184,4,308,1978,162,2442,23,244,0,268,1438,80,1783,4,46,0,52,771,48,870,0,0,0,0,254,31,289,3390,757,99,4241,11423,1087,16757,5,100,4,109,1028,79,1217,88,92,11,191,898,66,1154,1276,127,56,1464,1301,176,2931,1935,99,92,2126,866,148,3140,687,221,42,947,1601,130,2674,70,585,7,660,1740,121,2515,22,432,7,459,1439,75,1973,4,70,0,77,895,72,1035,0,3,0,6,336,38,376,4082,1728,216,6027,10104,893,17026,7,153,4,165,2161,141,2472,127,134,12,273,2041,148,2466,2049,190,83,2321,3062,396,5774,3539,142,136,3815,2187,366,6361,1504,304,67,1869,3231,310,5415,194,765,11,969,3712,282,4961,48,676,7,725,2872,156,3758,9,118,0,120,1663,120,1912,0,0,0,4
SED52205,3,69,0,72,863,55,990,15,37,0,49,1058,87,1201,416,54,16,486,2397,308,3185,1310,57,47,1411,1474,268,3153,987,72,36,1092,1676,265,3034,224,152,11,389,2216,191,2798,32,313,0,343,1737,118,2194,8,89,0,91,985,97,1174,4,10,0,10,385,68,457,2982,847,116,3949,12785,1461,18188,4,67,0,68,859,55,982,26,78,4,109,1147,96,1354,694,159,35,888,2294,242,3421,1595,119,125,1841,1093,155,3089,959,162,67,1183,1684,150,3018,97,481,14,594,2256,133,2988,14,608,0,630,1632,136,2403,4,102,0,112,1077,127,1308,0,5,0,5,589,130,724,3397,1785,251,5437,12631,1228,19299,3,131,5,140,1718,115,1968,40,116,4,164,2203,189,2554,1113,214,48,1374,4692,546,6608,2900,178,175,3257,2570,426,6249,1939,233,103,2280,3359,412,6049,321,636,22,985,4475,332,5787,50,919,5,967,3370,254,4598,11,193,3,204,2060,221,2483,4,15,0,14
SED52301,0,55,0,55,1073,142,1272,45,31,5,80,826,117,1019,653,73,24,750,1196,337,2287,1050,52,34,1134,856,339,2324,650,71,21,741,1518,295,2557,127,199,3,328,1985,252,2558,25,173,0,197,1568,154,1911,0,44,0,47,857,99,1001,0,0,0,0,289,61,349,2551,696,84,3335,10165,1783,15281,14,110,3,122,968,110,1203,133,75,5,214,716,99,1031,982,105,80,1165,955,223,2345,1366,94,123,1574,646,249,2470,621,225,35,875,1651,207,2735,64,490,8,556,1795,164,2523,13,333,0,350,1493,163,2007,4,46,0,48,945,122,1115,0,6,0,6,388,89,481,3185,1476,256,4911,9566,1439,15919,9,162,3,181,2043,256,2478,180,106,10,298,1544,213,2051,1636,180,103,1915,2153,562,4630,2412,134,156,2706,1499,587,4792,1270,292,57,1620,3169,502,5294,185,684,7,883,3783,412,5085,31,504,0,544,3058,316,3919,3,89,0,96,1800,225,2122,0,6,0,9
SED52404,5,60,0,65,1220,40,1322,13,45,0,51,1036,42,1130,578,59,9,641,1612,131,2391,1695,42,67,1803,979,157,2942,1136,58,29,1217,1477,118,2814,151,231,6,391,2072,96,2561,30,473,0,506,1690,66,2264,5,101,0,104,789,43,945,0,0,0,0,215,5,220,3614,1071,115,4793,11086,700,16575,0,88,5,92,1132,36,1259,35,66,0,102,899,29,1026,907,106,57,1077,1352,85,2505,2027,93,134,2252,660,70,2983,1100,142,42,1279,1499,69,2851,80,658,6,746,2080,76,2901,31,732,9,772,1570,50,2395,9,98,0,100,839,42,988,0,6,0,6,303,39,340,4189,1980,246,6416,10337,500,17253,7,146,5,150,2355,70,2578,47,107,0,154,1933,66,2153,1490,162,70,1715,2963,216,4895,3720,133,198,4051,1642,227,5923,2236,196,68,2503,2974,193,5665,232,890,12,1140,4153,170,5461,64,1207,7,1276,3265,116,4659,13,194,0,206,1628,88,1927,0,6,0,6
SED52505,5,73,0,71,1521,74,1674,25,59,0,88,1439,156,1681,1136,111,31,1271,2513,570,4357,3068,58,56,3180,1676,517,5375,1239,65,38,1343,1752,277,3368,201,268,7,470,2044,159,2674,46,366,7,420,1455,62,1936,6,61,0,68,581,40,690,0,4,0,8,131,12,144,5722,1067,129,6926,13106,1862,21896,4,126,0,132,1442,41,1616,72,105,4,182,1293,60,1534,1982,189,61,2230,2205,203,4641,3536,115,145,3795,1231,176,5200,1076,185,36,1300,1910,87,3298,91,688,10,791,1994,69,2857,36,566,14,613,1343,56,2005,4,68,0,74,568,28,673,0,7,0,7,180,21,209,6802,2051,262,9118,12177,749,22035,6,198,0,203,2965,115,3282,102,166,6,276,2733,210,3215,3115,297,86,3503,4721,768,8994,6607,177,198,6978,2908,695,10577,2314,248,76,2637,3663,367,6669,292,956,13,1265,4039,231,5528,83,929,18,1027,2797,113,3943,9,133,0,141,1148,75,1363,0,12,0,10
SED52604,4,54,0,57,1288,44,1393,18,34,0,55,1413,76,1543,435,62,14,505,1714,148,2363,1390,48,34,1474,899,148,2516,1012,70,20,1099,1643,179,2924,161,282,0,444,2451,158,3052,19,392,0,413,1620,83,2113,8,74,0,77,707,61,845,0,0,0,0,210,40,246,3035,1020,67,4121,11950,930,17005,5,83,0,94,1148,39,1278,40,63,4,105,1154,47,1305,771,96,38,908,1264,104,2281,1713,74,97,1886,631,90,2613,948,186,32,1163,1810,91,3072,75,766,8,847,2214,99,3163,18,578,0,591,1490,92,2176,3,85,0,88,781,80,947,4,3,0,0,353,54,413,3575,1937,185,5698,10851,693,17248,10,141,0,151,2440,86,2675,54,102,6,163,2563,121,2847,1206,159,52,1411,2982,258,4646,3105,129,132,3362,1537,237,5130,1957,254,53,2263,3462,271,5995,239,1049,8,1296,4665,251,6213,35,968,0,1007,3108,174,4287,3,159,3,164,1484,136,1790,4,3,0,6
SED52702,4,86,0,90,1234,37,1368,3,34,0,37,950,36,1024,382,39,14,431,908,105,1437,1237,32,41,1319,648,126,2090,1120,70,37,1231,1473,132,2831,203,232,3,438,2186,136,2759,32,460,0,492,1876,92,2464,6,119,0,130,1259,89,1475,0,5,0,10,382,38,427,2992,1078,94,4175,10927,784,15881,3,112,0,116,1078,42,1235,19,64,0,82,734,24,834,619,68,40,727,729,55,1514,1618,86,137,1836,463,70,2368,1075,185,49,1313,1618,91,3014,85,628,8,719,2044,90,2854,21,756,3,778,1731,99,2610,8,139,3,143,1307,91,1539,0,4,0,4,522,65,585,3446,2037,247,5725,10221,629,16572,7,202,0,209,2314,82,2602,25,92,0,121,1679,64,1865,999,108,49,1157,1636,155,2944,2852,123,184,3157,1116,196,4464,2194,252,88,2539,3092,220,5848,290,861,6,1156,4236,224,5613,55,1215,5,1275,3612,191,5076,13,260,3,274,2564,177,3019,0,12,0,11
SED52803,6,52,0,60,833,127,1012,80,36,0,125,986,289,1397,808,63,25,895,1757,711,3366,1162,55,38,1258,1151,592,3001,533,74,21,626,1669,519,2812,106,149,0,259,1882,400,2541,11,61,0,73,1065,199,1339,7,8,0,22,367,66,456,0,0,0,0,70,14,87,2719,504,86,3306,9784,2909,15999,15,91,0,107,715,131,945,159,67,10,240,736,167,1143,1108,101,86,1292,1121,372,2781,1297,90,74,1464,756,319,2537,406,190,22,618,1393,261,2271,50,296,3,350,1402,235,1985,14,128,0,133,761,120,1011,0,24,0,22,322,51,396,0,0,0,0,128,23,153,3052,982,195,4225,7328,1671,13222,19,146,0,163,1546,251,1959,243,103,16,362,1720,457,2534,1910,165,113,2186,2881,1082,6151,2466,141,111,2716,1911,908,5538,941,267,37,1245,3065,777,5079,159,444,9,604,3285,635,4521,23,191,0,212,1823,318,2347,10,33,0,47,688,115,852,0,0,0,0
SED52903,18,108,0,126,751,203,1077,92,104,19,211,660,214,1082,556,143,71,772,1498,519,2790,849,133,86,1066,1012,431,2513,453,144,36,633,1255,472,2362,96,140,11,245,1294,365,1899,15,92,0,109,792,180,1080,3,16,0,19,235,65,320,0,0,0,0,49,13,66,2080,884,222,3189,7540,2464,13192,37,161,12,205,718,202,1128,209,136,35,379,597,192,1167,877,211,139,1226,1529,560,3320,1094,215,169,1478,904,419,2801,414,262,50,727,1208,378,2320,50,279,6,333,1282,284,1899,9,139,4,146,602,138,891,0,29,0,29,209,56,295,0,3,0,5,49,25,81,2680,1439,419,4535,7103,2251,13888,56,267,14,335,1464,410,2204,299,241,53,593,1256,409,2256,1432,355,209,2001,3030,1078,6111,1936,350,257,2542,1922,850,5310,870,410,87,1366,2466,844,4679,140,419,14,579,2576,648,3798,19,226,9,252,1397,322,1971,3,44,0,49,445,122,612,0,3,0,7
SED53004,0,51,0,53,1194,32,1283,10,26,0,35,1066,33,1136,446,50,9,504,1401,85,1995,1665,47,68,1774,952,125,2848,1081,54,32,1173,1386,125,2687,170,267,4,440,1943,95,2474,25,544,0,578,1913,64,2551,4,112,6,117,964,46,1123,0,7,0,7,336,20,365,3406,1157,121,4684,11148,629,16459,3,92,0,98,1095,29,1220,23,60,0,79,848,21,953,744,95,41,885,1130,72,2085,1984,78,152,2206,647,75,2930,1052,145,53,1252,1488,60,2801,71,702,0,777,2000,61,2839,25,831,8,865,1787,68,2726,7,108,0,117,1117,58,1287,0,7,0,9,580,42,628,3912,2119,263,6292,10693,480,17461,10,144,0,150,2292,61,2505,29,88,0,110,1919,52,2082,1193,149,54,1393,2531,154,4081,3647,122,216,3982,1595,192,5778,2135,196,87,2424,2870,190,5483,244,966,7,1213,3945,153,5312,53,1378,9,1439,3705,136,5276,11,223,4,237,2074,100,2415,0,14,0,19
SED53105,13,64,0,80,1243,114,1440,60,60,5,126,1292,236,1653,1091,104,26,1221,2128,741,4089,2201,67,67,2335,1482,617,4430,897,90,25,1012,1876,340,3227,130,195,5,325,1724,158,2208,21,184,0,208,1145,109,1460,4,50,0,50,588,37,680,0,0,0,0,180,19,201,4415,812,130,5357,11660,2368,19391,15,127,0,141,1105,77,1328,151,102,8,257,1117,73,1451,1752,178,104,2034,1743,194,3968,2623,144,162,2931,1141,174,4237,735,251,37,1026,1778,119,2920,56,518,6,577,1576,103,2253,22,301,4,330,1165,69,1569,6,49,0,53,653,49,750,0,0,0,0,293,19,312,5360,1668,323,7353,10565,875,18794,28,197,0,223,2351,193,2766,209,162,9,381,2404,311,3106,2844,278,132,3257,3870,935,8063,4820,212,234,5267,2623,793,8675,1633,342,60,2030,3654,457,6149,187,706,9,909,3293,261,4462,46,487,4,537,2311,181,3026,7,94,0,105,1243,85,1430,0,0,0,0
SED53204,0,74,0,73,1565,61,1703,27,54,0,77,1452,79,1611,863,80,16,964,1881,167,3015,2274,52,55,2376,1296,148,3824,1190,85,18,1289,1947,145,3389,180,242,3,423,1939,98,2459,23,257,0,283,1140,60,1482,0,52,0,52,564,22,641,0,0,0,0,177,13,192,4561,897,98,5560,11966,795,18322,16,141,0,157,1438,42,1635,50,89,0,143,1281,45,1468,1501,158,62,1718,1596,110,3432,2645,93,128,2868,1098,95,4060,1064,213,42,1317,2023,98,3443,80,645,7,730,1747,66,2540,25,419,4,443,1134,55,1637,0,66,0,64,689,42,796,0,0,0,5,260,13,281,5381,1820,249,7448,11277,562,19293,18,211,0,233,3000,98,3336,75,140,0,222,2738,122,3081,2364,243,84,2688,3480,283,6445,4917,145,184,5244,2392,246,7886,2254,294,61,2610,3975,242,6825,260,885,13,1153,3678,166,5001,48,672,3,730,2281,114,3118,0,122,0,121,1252,69,1439,0,7,0,7
SED53306,8,68,0,81,1131,78,1292,87,45,0,132,994,112,1244,788,70,29,888,1399,232,2521,1225,63,46,1335,979,243,2556,622,92,22,731,1654,249,2638,138,222,3,366,2024,195,2584,20,229,0,255,2139,151,2541,7,54,0,62,1515,155,1736,0,0,0,0,513,88,610,2899,851,104,3850,12355,1505,17713,23,108,0,127,1017,97,1241,189,105,6,301,921,104,1331,1380,130,83,1597,1049,186,2830,1604,95,136,1831,823,182,2835,618,269,40,925,1735,172,2828,57,623,5,682,2176,157,3012,18,415,0,429,2312,140,2887,6,78,0,81,1722,200,1996,0,10,0,10,751,198,953,3885,1827,275,5983,12508,1436,19924,31,174,0,208,2152,173,2531,275,151,6,435,1922,217,2575,2167,202,119,2485,2450,417,5351,2822,159,184,3166,1802,427,5392,1238,362,56,1659,3386,418,5464,191,845,8,1050,4200,346,5601,42,644,0,684,4451,289,5432,10,128,0,139,3235,354,3731,0,11,0,11
SED53402,0,43,0,48,856,37,942,10,34,0,46,1122,72,1245,496,95,12,600,2943,239,3780,1620,64,49,1735,1758,200,3692,941,56,32,1033,1652,156,2832,182,127,0,313,1949,143,2404,33,224,0,253,1434,86,1773,3,66,0,69,718,60,857,0,7,0,7,283,41,324,3301,707,93,4100,12713,1037,17842,4,62,0,65,786,38,887,26,75,3,104,1189,77,1367,840,164,35,1031,2779,186,4003,1895,124,112,2122,1331,165,3624,950,113,33,1100,1705,110,2915,70,387,4,456,1848,81,2390,27,406,0,435,1380,82,1894,5,79,0,85,863,74,1022,0,4,0,4,525,53,589,3809,1415,181,5402,12411,879,18684,0,106,0,110,1638,80,1823,44,106,4,147,2316,151,2612,1332,260,44,1634,5724,423,7785,3517,190,156,3861,3093,364,7319,1898,168,64,2127,3351,267,5748,247,511,4,764,3798,223,4792,63,629,0,689,2814,168,3671,9,145,0,155,1580,135,1873,0,8,0,8
SED53502,3,70,0,79,1238,65,1380,56,52,0,105,1298,98,1504,805,103,26,934,2152,287,3367,1450,64,42,1553,1400,256,3212,809,76,25,905,1853,241,3001,161,230,6,401,2223,207,2827,45,252,3,300,1691,108,2095,0,62,0,65,968,111,1142,0,0,0,0,300,99,394,3331,912,99,4338,13118,1465,18917,11,103,4,122,1036,64,1214,129,100,4,232,1123,104,1457,1370,175,64,1608,1629,185,3423,1751,113,90,1953,1064,141,3164,765,241,40,1046,1877,156,3087,74,611,11,693,2092,126,2910,14,454,4,474,1674,137,2285,5,83,0,88,1134,144,1368,0,3,0,3,477,167,647,4128,1888,222,6231,12121,1224,19571,14,175,3,195,2272,124,2594,182,150,4,340,2418,205,2958,2179,274,89,2544,3778,469,6790,3202,175,132,3516,2462,398,6372,1572,320,63,1954,3736,402,6092,233,840,15,1093,4313,330,5743,59,712,4,776,3362,245,4384,12,144,0,154,2105,252,2510,0,8,0,8
SED53602,12,60,0,75,1283,100,1457,50,67,0,118,1534,172,1824,716,105,19,841,2616,306,3760,1265,52,26,1348,1683,294,3324,709,59,8,783,1891,213,2888,199,153,12,362,2077,139,2575,44,241,0,287,1607,106,2003,3,49,0,53,894,87,1028,0,5,0,6,232,57,296,2999,788,74,3861,13823,1475,19156,11,114,0,130,1182,105,1414,154,121,8,285,1262,116,1656,1318,157,60,1533,1888,268,3687,1676,93,59,1827,1251,248,3329,663,194,31,888,1826,179,2890,83,517,13,617,2003,124,2743,24,402,7,439,1629,125,2192,3,63,0,68,962,118,1148,0,6,0,6,347,100,451,3937,1670,179,5791,12345,1378,19512,23,177,0,205,2464,206,2870,200,186,10,402,2799,286,3488,2031,260,78,2372,4498,576,7441,2940,141,89,3172,2936,544,6653,1377,257,42,1669,3719,388,5775,282,674,22,972,4084,261,5322,71,646,8,725,3242,231,4201,7,110,0,116,1853,200,2171,0,11,0,11
SED53701,5,44,0,41,772,136,953,32,33,0,63,641,111,814,489,48,16,551,931,246,1726,949,41,38,1027,770,295,2091,625,71,11,704,1650,385,2745,137,221,3,364,2609,414,3386,20,199,0,220,2558,326,3108,7,35,0,42,1239,197,1476,0,0,0,9,264,45,316,2267,691,67,3022,11436,2160,16619,0,66,0,66,642,124,825,83,31,3,116,456,74,647,746,66,60,868,707,182,1765,1195,76,87,1356,554,223,2136,522,183,25,731,1542,255,2530,64,543,7,615,2209,297,3117,12,330,3,345,2055,256,2657,0,59,0,64,1033,163,1267,0,6,0,6,316,60,377,2627,1354,188,4167,9514,1641,15324,5,110,0,110,1411,259,1782,113,67,5,180,1102,182,1463,1237,114,75,1418,1637,434,3488,2147,114,131,2387,1328,519,4230,1147,255,39,1438,3190,646,5274,200,766,12,974,4818,716,6510,36,524,3,569,4616,585,5759,11,92,0,102,2274,362,2743,0,8,0,12
SED53802,4,49,0,52,1084,48,1180,16,39,4,53,1336,92,1481,645,79,16,739,2712,252,3699,1442,50,25,1522,1579,235,3329,863,43,26,928,1616,145,2690,150,142,4,292,1988,129,2415,41,305,0,345,1616,65,2026,8,87,0,92,1105,51,1248,0,4,0,4,362,27,392,3169,799,63,4031,13403,1045,18474,7,78,0,93,919,56,1068,54,79,7,135,1176,81,1387,1097,157,37,1283,2214,191,3692,1843,96,52,1994,1180,171,3341,776,112,26,918,1718,101,2739,73,494,11,573,1992,99,2661,35,564,4,603,1695,87,2385,7,127,0,131,1284,79,1488,0,3,0,6,563,38,604,3886,1710,134,5732,12746,894,19367,8,128,0,145,2007,105,2250,68,117,7,191,2513,172,2871,1745,233,47,2024,4930,440,7398,3284,146,81,3511,2762,401,6678,1641,152,50,1847,3335,247,5425,221,632,12,867,3978,227,5075,72,868,4,945,3317,155,4414,12,210,0,224,2382,132,2739,0,15,0,15
